变量名,gateID,extraVersion,_beizhu,itemMap,count,probability,probability_tw,probability_kr,itemCount
2267,20801,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2268,20802,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2269,20803,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2270,20804,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2271,20805,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2272,20901,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2273,20902,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2274,20903,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2275,20904,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2276,20905,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2277,21001,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2278,21002,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2279,21003,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2280,21004,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2281,21005,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2282,21101,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2283,21102,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2284,21103,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2285,21104,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2286,21105,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2287,21201,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2288,21202,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2289,21203,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2290,21204,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2291,21205,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2292,21301,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2293,21302,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2294,21303,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2295,21304,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2296,21305,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2297,21401,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2298,21402,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2299,21403,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2300,21404,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2301,21405,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2302,21501,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2303,21502,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2304,21503,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2305,21504,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2306,21505,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2307,21601,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2308,21602,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2309,21603,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2310,21604,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2311,21605,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2312,21701,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2313,21702,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2314,21703,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2315,21704,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2316,21705,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2317,21801,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2318,21802,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2319,21803,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2320,21804,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2321,21805,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2322,21901,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2323,21902,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2324,21903,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2325,21904,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2326,21905,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2327,22001,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2328,22002,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2329,22003,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2330,22004,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2331,22005,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2332,22101,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2333,22102,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2334,22103,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2335,22104,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2336,22105,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2337,22201,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2338,22202,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2339,22203,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2340,22204,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2341,22205,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2342,22301,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2343,22302,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2344,22303,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2345,22304,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2346,22305,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2347,22401,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2348,22402,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2349,22403,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2350,22404,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2351,22405,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2352,22501,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2353,22502,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2354,22503,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2355,22504,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2356,22505,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2357,12601,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2358,12602,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2359,12603,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2360,12604,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2361,12605,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2362,12606,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2363,12607,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2364,12608,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2365,12609,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2366,12610,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2367,22601,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2368,22602,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2369,22603,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2370,22604,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2371,22605,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2372,12701,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2373,12702,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2374,12703,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2375,12704,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2376,12705,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2377,12706,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2378,12707,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2379,12708,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2380,12709,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2381,12710,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2382,22701,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2383,22702,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2384,22703,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2385,22704,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2386,22705,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2387,12801,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2388,12802,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2389,12803,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2390,12804,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2391,12805,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2392,12806,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2393,12807,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2394,12808,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2395,12809,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2396,12810,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2397,22801,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2398,22802,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2399,22803,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2400,22804,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2401,22805,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2402,12901,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2403,12902,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2404,12903,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2405,12904,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2406,12905,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2407,12906,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2408,12907,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2409,12908,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2410,12909,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2411,12910,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2412,22901,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2413,22902,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2414,22903,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2415,22904,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2416,22905,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2417,13001,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2418,13002,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2419,13003,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2420,13004,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2421,13005,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2422,13006,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2423,13007,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2424,13008,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2425,13009,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2426,13010,4,,{6368=100;6369=100;6370=100;6371=100},,7.5,,,
2427,23001,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2428,23002,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2429,23003,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2430,23004,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
2431,23005,4,,{6368=100;6369=100;6370=100;6371=100},,15,,,
3001,10101,5,,{6312=100;6313=100},,20,,,
3002,10102,5,,{6312=100;6313=100},,20,,,
3003,10103,5,,{6312=100;6313=100},,20,,,
3004,10104,5,,{6312=100;6313=100},,20,,,
3005,10105,5,,{6312=100;6313=100},,20,,,
3006,10201,5,,{6312=100;6313=100},,20,,,
3007,10202,5,,{6312=100;6313=100},,20,,,
3008,10203,5,,{6312=100;6313=100},,20,,,
3009,10204,5,,{6312=100;6313=100},,20,,,
3010,10205,5,,{6312=100;6313=100},,20,,,
3011,10206,5,,{6312=100;6313=100},,20,,,
3012,10301,5,,{6312=100;6313=100},,20,,,
3013,10302,5,,{6312=100;6313=100},,20,,,
3014,10303,5,,{6312=100;6313=100},,20,,,
3015,10304,5,,{6312=100;6313=100},,20,,,
3016,10305,5,,{6312=100;6313=100},,20,,,
3017,10306,5,,{6312=100;6313=100},,20,,,
3018,10307,5,,{6312=100;6313=100},,20,,,
3019,10308,5,,{6312=100;6313=100},,20,,,
3020,10401,5,,{6312=100;6313=100},,20,,,
3021,10402,5,,{6312=100;6313=100},,20,,,
3022,10403,5,,{6312=100;6313=100},,20,,,
3023,10404,5,,{6312=100;6313=100},,20,,,
3024,10405,5,,{6312=100;6313=100},,20,,,
3025,10406,5,,{6312=100;6313=100},,20,,,
3026,10407,5,,{6312=100;6313=100},,20,,,
3027,10408,5,,{6312=100;6313=100},,20,,,
3028,10501,5,,{6312=100;6313=100},,20,,,
3029,10502,5,,{6312=100;6313=100},,20,,,
3030,10503,5,,{6312=100;6313=100},,20,,,
3031,10504,5,,{6312=100;6313=100},,20,,,
3032,10505,5,,{6312=100;6313=100},,20,,,
3033,10506,5,,{6312=100;6313=100},,20,,,
3034,10507,5,,{6312=100;6313=100},,20,,,
3035,10508,5,,{6312=100;6313=100},,20,,,
3036,10509,5,,{6312=100;6313=100},,20,,,
3037,10510,5,,{6312=100;6313=100},,20,,,
3038,10601,5,,{6312=100;6313=100},,20,,,
3039,10602,5,,{6312=100;6313=100},,20,,,
3040,10603,5,,{6312=100;6313=100},,20,,,
3041,10604,5,,{6312=100;6313=100},,20,,,
3042,10605,5,,{6312=100;6313=100},,20,,,
3043,10606,5,,{6312=100;6313=100},,20,,,
3044,10607,5,,{6312=100;6313=100},,20,,,
3045,10608,5,,{6312=100;6313=100},,20,,,
3046,10609,5,,{6312=100;6313=100},,20,,,
3047,10610,5,,{6312=100;6313=100},,20,,,
3048,10701,5,,{6312=100;6313=100},,20,,,
3049,10702,5,,{6312=100;6313=100},,20,,,
3050,10703,5,,{6312=100;6313=100},,20,,,
3051,10704,5,,{6312=100;6313=100},,20,,,
3052,10705,5,,{6312=100;6313=100},,20,,,
3053,10706,5,,{6312=100;6313=100},,20,,,
3054,10707,5,,{6312=100;6313=100},,20,,,
3055,10708,5,,{6312=100;6313=100},,20,,,
3056,10709,5,,{6312=100;6313=100},,20,,,
3057,10710,5,,{6312=100;6313=100},,20,,,
3058,10801,5,,{6312=100;6313=100},,20,,,
3059,10802,5,,{6312=100;6313=100},,20,,,
3060,10803,5,,{6312=100;6313=100},,20,,,
3061,10804,5,,{6312=100;6313=100},,20,,,
3062,10805,5,,{6312=100;6313=100},,20,,,
3063,10806,5,,{6312=100;6313=100},,20,,,
3064,10807,5,,{6312=100;6313=100},,20,,,
3065,10808,5,,{6312=100;6313=100},,20,,,
3066,10809,5,,{6312=100;6313=100},,20,,,
3067,10810,5,,{6312=100;6313=100},,20,,,
3068,10901,5,,{6312=100;6313=100},,20,,,
3069,10902,5,,{6312=100;6313=100},,20,,,
3070,10903,5,,{6312=100;6313=100},,20,,,
3071,10904,5,,{6312=100;6313=100},,20,,,
3072,10905,5,,{6312=100;6313=100},,20,,,
3073,10906,5,,{6312=100;6313=100},,20,,,
3074,10907,5,,{6312=100;6313=100},,20,,,
3075,10908,5,,{6312=100;6313=100},,20,,,
3076,10909,5,,{6312=100;6313=100},,20,,,
3077,10910,5,,{6312=100;6313=100},,20,,,
3078,11001,5,,{6312=100;6313=100},,20,,,
3079,11002,5,,{6312=100;6313=100},,20,,,
3080,11003,5,,{6312=100;6313=100},,20,,,
3081,11004,5,,{6312=100;6313=100},,20,,,
3082,11005,5,,{6312=100;6313=100},,20,,,
3083,11006,5,,{6312=100;6313=100},,20,,,
3084,11007,5,,{6312=100;6313=100},,20,,,
3085,11008,5,,{6312=100;6313=100},,20,,,
3086,11009,5,,{6312=100;6313=100},,20,,,
3087,11010,5,,{6312=100;6313=100},,20,,,
3088,11101,5,,{6312=100;6313=100},,20,,,
3089,11102,5,,{6312=100;6313=100},,20,,,
3090,11103,5,,{6312=100;6313=100},,20,,,
3091,11104,5,,{6312=100;6313=100},,20,,,
3092,11105,5,,{6312=100;6313=100},,20,,,
3093,11106,5,,{6312=100;6313=100},,20,,,
3094,11107,5,,{6312=100;6313=100},,20,,,
3095,11108,5,,{6312=100;6313=100},,20,,,
3096,11109,5,,{6312=100;6313=100},,20,,,
3097,11110,5,,{6312=100;6313=100},,20,,,
3098,11201,5,,{6312=100;6313=100},,20,,,
3099,11202,5,,{6312=100;6313=100},,20,,,
3100,11203,5,,{6312=100;6313=100},,20,,,
3101,11204,5,,{6312=100;6313=100},,20,,,
3102,11205,5,,{6312=100;6313=100},,20,,,
3103,11206,5,,{6312=100;6313=100},,20,,,
3104,11207,5,,{6312=100;6313=100},,20,,,
3105,11208,5,,{6312=100;6313=100},,20,,,
3106,11209,5,,{6312=100;6313=100},,20,,,
3107,11210,5,,{6312=100;6313=100},,20,,,
3108,11301,5,,{6312=100;6313=100},,20,,,
3109,11302,5,,{6312=100;6313=100},,20,,,
3110,11303,5,,{6312=100;6313=100},,20,,,
3111,11304,5,,{6312=100;6313=100},,20,,,
3112,11305,5,,{6312=100;6313=100},,20,,,
3113,11306,5,,{6312=100;6313=100},,20,,,
3114,11307,5,,{6312=100;6313=100},,20,,,
3115,11308,5,,{6312=100;6313=100},,20,,,
3116,11309,5,,{6312=100;6313=100},,20,,,
3117,11310,5,,{6312=100;6313=100},,20,,,
3118,11401,5,,{6312=100;6313=100},,20,,,
3119,11402,5,,{6312=100;6313=100},,20,,,
3120,11403,5,,{6312=100;6313=100},,20,,,
3121,11404,5,,{6312=100;6313=100},,20,,,
3122,11405,5,,{6312=100;6313=100},,20,,,
3123,11406,5,,{6312=100;6313=100},,20,,,
3124,11407,5,,{6312=100;6313=100},,20,,,
3125,11408,5,,{6312=100;6313=100},,20,,,
3126,11409,5,,{6312=100;6313=100},,20,,,
3127,11410,5,,{6312=100;6313=100},,20,,,
3128,11501,5,,{6312=100;6313=100},,20,,,
3129,11502,5,,{6312=100;6313=100},,20,,,
3130,11503,5,,{6312=100;6313=100},,20,,,
3131,11504,5,,{6312=100;6313=100},,20,,,
3132,11505,5,,{6312=100;6313=100},,20,,,
3133,11506,5,,{6312=100;6313=100},,20,,,
3134,11507,5,,{6312=100;6313=100},,20,,,
3135,11508,5,,{6312=100;6313=100},,20,,,
3136,11509,5,,{6312=100;6313=100},,20,,,
3137,11510,5,,{6312=100;6313=100},,20,,,
3138,11601,5,,{6312=100;6313=100},,20,,,
3139,11602,5,,{6312=100;6313=100},,20,,,
3140,11603,5,,{6312=100;6313=100},,20,,,
3141,11604,5,,{6312=100;6313=100},,20,,,
3142,11605,5,,{6312=100;6313=100},,20,,,
3143,11606,5,,{6312=100;6313=100},,20,,,
3144,11607,5,,{6312=100;6313=100},,20,,,
3145,11608,5,,{6312=100;6313=100},,20,,,
3146,11609,5,,{6312=100;6313=100},,20,,,
3147,11610,5,,{6312=100;6313=100},,20,,,
3148,11701,5,,{6312=100;6313=100},,20,,,
3149,11702,5,,{6312=100;6313=100},,20,,,
3150,11703,5,,{6312=100;6313=100},,20,,,
3151,11704,5,,{6312=100;6313=100},,20,,,
3152,11705,5,,{6312=100;6313=100},,20,,,
3153,11706,5,,{6312=100;6313=100},,20,,,
3154,11707,5,,{6312=100;6313=100},,20,,,
3155,11708,5,,{6312=100;6313=100},,20,,,
3156,11709,5,,{6312=100;6313=100},,20,,,
3157,11710,5,,{6312=100;6313=100},,20,,,
3158,11801,5,,{6312=100;6313=100},,20,,,
3159,11802,5,,{6312=100;6313=100},,20,,,
3160,11803,5,,{6312=100;6313=100},,20,,,
3161,11804,5,,{6312=100;6313=100},,20,,,
3162,11805,5,,{6312=100;6313=100},,20,,,
3163,11806,5,,{6312=100;6313=100},,20,,,
3164,11807,5,,{6312=100;6313=100},,20,,,
3165,11808,5,,{6312=100;6313=100},,20,,,
3166,11809,5,,{6312=100;6313=100},,20,,,
3167,11810,5,,{6312=100;6313=100},,20,,,
3168,11901,5,,{6312=100;6313=100},,20,,,
3169,11902,5,,{6312=100;6313=100},,20,,,
3170,11903,5,,{6312=100;6313=100},,20,,,
3171,11904,5,,{6312=100;6313=100},,20,,,
3172,11905,5,,{6312=100;6313=100},,20,,,
3173,11906,5,,{6312=100;6313=100},,20,,,
3174,11907,5,,{6312=100;6313=100},,20,,,
3175,11908,5,,{6312=100;6313=100},,20,,,
3176,11909,5,,{6312=100;6313=100},,20,,,
3177,11910,5,,{6312=100;6313=100},,20,,,
3178,12001,5,,{6312=100;6313=100},,20,,,
3179,12002,5,,{6312=100;6313=100},,20,,,
3180,12003,5,,{6312=100;6313=100},,20,,,
3181,12004,5,,{6312=100;6313=100},,20,,,
3182,12005,5,,{6312=100;6313=100},,20,,,
3183,12006,5,,{6312=100;6313=100},,20,,,
3184,12007,5,,{6312=100;6313=100},,20,,,
3185,12008,5,,{6312=100;6313=100},,20,,,
3186,12009,5,,{6312=100;6313=100},,20,,,
3187,12010,5,,{6312=100;6313=100},,20,,,
3188,12101,5,,{6312=100;6313=100},,20,,,
3189,12102,5,,{6312=100;6313=100},,20,,,
3190,12103,5,,{6312=100;6313=100},,20,,,
3191,12104,5,,{6312=100;6313=100},,20,,,
3192,12105,5,,{6312=100;6313=100},,20,,,
3193,12106,5,,{6312=100;6313=100},,20,,,
3194,12107,5,,{6312=100;6313=100},,20,,,
3195,12108,5,,{6312=100;6313=100},,20,,,
3196,12109,5,,{6312=100;6313=100},,20,,,
3197,12110,5,,{6312=100;6313=100},,20,,,
3198,12201,5,,{6312=100;6313=100},,20,,,
3199,12202,5,,{6312=100;6313=100},,20,,,
3200,12203,5,,{6312=100;6313=100},,20,,,
3201,12204,5,,{6312=100;6313=100},,20,,,
3202,12205,5,,{6312=100;6313=100},,20,,,
3203,12206,5,,{6312=100;6313=100},,20,,,
3204,12207,5,,{6312=100;6313=100},,20,,,
3205,12208,5,,{6312=100;6313=100},,20,,,
3206,12209,5,,{6312=100;6313=100},,20,,,
3207,12210,5,,{6312=100;6313=100},,20,,,
3208,12301,5,,{6312=100;6313=100},,20,,,
3209,12302,5,,{6312=100;6313=100},,20,,,
3210,12303,5,,{6312=100;6313=100},,20,,,
3211,12304,5,,{6312=100;6313=100},,20,,,
3212,12305,5,,{6312=100;6313=100},,20,,,
3213,12306,5,,{6312=100;6313=100},,20,,,
3214,12307,5,,{6312=100;6313=100},,20,,,
3215,12308,5,,{6312=100;6313=100},,20,,,
3216,12309,5,,{6312=100;6313=100},,20,,,
3217,12310,5,,{6312=100;6313=100},,20,,,
3218,12401,5,,{6312=100;6313=100},,20,,,
3219,12402,5,,{6312=100;6313=100},,20,,,
3220,12403,5,,{6312=100;6313=100},,20,,,
3221,12404,5,,{6312=100;6313=100},,20,,,
3222,12405,5,,{6312=100;6313=100},,20,,,
3223,12406,5,,{6312=100;6313=100},,20,,,
3224,12407,5,,{6312=100;6313=100},,20,,,
3225,12408,5,,{6312=100;6313=100},,20,,,
3226,12409,5,,{6312=100;6313=100},,20,,,
3227,12410,5,,{6312=100;6313=100},,20,,,
3228,12501,5,,{6312=100;6313=100},,20,,,
3229,12502,5,,{6312=100;6313=100},,20,,,
3230,12503,5,,{6312=100;6313=100},,20,,,
3231,12504,5,,{6312=100;6313=100},,20,,,
3232,12505,5,,{6312=100;6313=100},,20,,,
3233,12506,5,,{6312=100;6313=100},,20,,,
3234,12507,5,,{6312=100;6313=100},,20,,,
3235,12508,5,,{6312=100;6313=100},,20,,,
3236,12509,5,,{6312=100;6313=100},,20,,,
3237,12510,5,,{6312=100;6313=100},,20,,,
3238,20101,5,,{6312=100;6313=100},,40,,,
3239,20102,5,,{6312=100;6313=100},,40,,,
3240,20103,5,,{6312=100;6313=100},,40,,,
3241,20201,5,,{6312=100;6313=100},,40,,,
3242,20202,5,,{6312=100;6313=100},,40,,,
3243,20203,5,,{6312=100;6313=100},,40,,,
3244,20301,5,,{6312=100;6313=100},,40,,,
3245,20302,5,,{6312=100;6313=100},,40,,,
3246,20303,5,,{6312=100;6313=100},,40,,,
3247,20304,5,,{6312=100;6313=100},,40,,,
3248,20401,5,,{6312=100;6313=100},,40,,,
3249,20402,5,,{6312=100;6313=100},,40,,,
3250,20403,5,,{6312=100;6313=100},,40,,,
3251,20404,5,,{6312=100;6313=100},,40,,,
3252,20501,5,,{6312=100;6313=100},,40,,,
3253,20502,5,,{6312=100;6313=100},,40,,,
3254,20503,5,,{6312=100;6313=100},,40,,,
3255,20504,5,,{6312=100;6313=100},,40,,,
3256,20505,5,,{6312=100;6313=100},,40,,,
3257,20601,5,,{6312=100;6313=100},,40,,,
3258,20602,5,,{6312=100;6313=100},,40,,,
3259,20603,5,,{6312=100;6313=100},,40,,,
3260,20604,5,,{6312=100;6313=100},,40,,,
3261,20605,5,,{6312=100;6313=100},,40,,,
3262,20701,5,,{6312=100;6313=100},,40,,,
3263,20702,5,,{6312=100;6313=100},,40,,,
3264,20703,5,,{6312=100;6313=100},,40,,,
3265,20704,5,,{6312=100;6313=100},,40,,,
3266,20705,5,,{6312=100;6313=100},,40,,,
3267,20801,5,,{6312=100;6313=100},,40,,,
3268,20802,5,,{6312=100;6313=100},,40,,,
3269,20803,5,,{6312=100;6313=100},,40,,,
3270,20804,5,,{6312=100;6313=100},,40,,,
3271,20805,5,,{6312=100;6313=100},,40,,,
3272,20901,5,,{6312=100;6313=100},,40,,,
3273,20902,5,,{6312=100;6313=100},,40,,,
3274,20903,5,,{6312=100;6313=100},,40,,,
3275,20904,5,,{6312=100;6313=100},,40,,,
3276,20905,5,,{6312=100;6313=100},,40,,,
3277,21001,5,,{6312=100;6313=100},,40,,,
3278,21002,5,,{6312=100;6313=100},,40,,,
3279,21003,5,,{6312=100;6313=100},,40,,,
3280,21004,5,,{6312=100;6313=100},,40,,,
3281,21005,5,,{6312=100;6313=100},,40,,,
3282,21101,5,,{6312=100;6313=100},,40,,,
3283,21102,5,,{6312=100;6313=100},,40,,,
3284,21103,5,,{6312=100;6313=100},,40,,,
3285,21104,5,,{6312=100;6313=100},,40,,,
3286,21105,5,,{6312=100;6313=100},,40,,,
3287,21201,5,,{6312=100;6313=100},,40,,,
3288,21202,5,,{6312=100;6313=100},,40,,,
3289,21203,5,,{6312=100;6313=100},,40,,,
3290,21204,5,,{6312=100;6313=100},,40,,,
3291,21205,5,,{6312=100;6313=100},,40,,,
3292,21301,5,,{6312=100;6313=100},,40,,,
3293,21302,5,,{6312=100;6313=100},,40,,,
3294,21303,5,,{6312=100;6313=100},,40,,,
3295,21304,5,,{6312=100;6313=100},,40,,,
3296,21305,5,,{6312=100;6313=100},,40,,,
3297,21401,5,,{6312=100;6313=100},,40,,,
3298,21402,5,,{6312=100;6313=100},,40,,,
3299,21403,5,,{6312=100;6313=100},,40,,,
3300,21404,5,,{6312=100;6313=100},,40,,,
3301,21405,5,,{6312=100;6313=100},,40,,,
3302,21501,5,,{6312=100;6313=100},,40,,,
3303,21502,5,,{6312=100;6313=100},,40,,,
3304,21503,5,,{6312=100;6313=100},,40,,,
