变量名,skillName,skillName_tw,skillName_en,skillName_kr,_beizhu,skillTypeShow,skillTypeShow_tw,skillTypeShow_en,describe,describe1,describe_tw,describe_en,describe_kr,simDesc,simDesc_tw,simDesc_en,simDesc_kr,starEffect,starEffectDesc,starEffectDesc1,starEffectDesc_tw,starEffectDesc_en,starEffectDesc_kr,zawakeEffect,zawakeEffectDesc,zawakeEffectDesc1,zawakeEffectDesc_tw,zawakeEffectDesc_en,zawakeEffectDesc_kr,zawakeSimpleType,zawakeSimpleDesc,zawakeSimpleDesc_tw,zawakeSimpleDesc_en,zawakeSimpleDesc_kr,upLvDesc,upLvDesc_tw,upLvDesc_en,upLvDesc_kr,iconRes,isGlobal,changeUnitTrigger,isCombat,alwaysEffective,passivePriority,skillType,skillType2,skillDamageType,skillNatureType,skillPower,skillHit,weather,cdRound,startRound,passiveStartRound,passiveTriggerType,passiveTriggerArg,posChoose,moveTime,specialChoose,hitFormula,hintTargetType,hintChoose,specialHintChoose,autoHintChoose,targetTypeDesc,targetChooseType,targetTypeDesc_en,targetTypeDesc_kr,targetTypeDesc_tw,_attacktest,damageFormula,_damageFormula,hpFormula,skillCalDamageProcessId,diffSkillCalDmgProcessId,skillProcess,passiveSkillAttrs,activeType,activeCondition,fightingPoint,costMp1,costMp1Args,recoverMp1,widgetEffects,hurtMp1,costID,posC,chargeArgs,skillArgs,conditionValue,spineAction,flashBack,cameraNear,cameraNear_posC,cameraNear_blankTime,cameraNear_scaleArgs,blankTime,scaleArgs,effectBigName,effectBigPos,effectBigFlip,notShowProcedure,hurtPos,sound,allEffectTime,descGray,keyWords,zawakeKeyWords,skillPriority,zawakeStarEffectDesc
36836,温润之声,,,,西狮海壬,,,,非普攻攻击或受击时驱散目标一个增益效果，若无增益可驱散，则降低目标#C0x5c9970#$(50+skillLevel*0.7-0.7)$#C0x5B545B#点怒气值,,,,,,,,,<8>,额外效果：西狮海壬使目标怒气降低至350以下时，100%概率【魅惑】其1回合（怒气为0时为2回合），并治疗自身50%特攻的生命,,,,,,,,,,,,,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<368361>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37711,Toxic Kiss,毒吻,Toxic Kiss,? ??,好坏星,,,,Mareanie clutches a single enemy with the head spikes and spits venom to it. Inflicts (#C0xE69900#90% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds,,好壞星用頭上的觸腕緊緊咬住敵方單體目標，並對其噴射毒液，造成#C0xE69900#90%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，並對目標施加一層【中毒】3回合,Mareanie clutches a single enemy with the head spikes and spits venom to it. Inflicts (#C0xE69900#90% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds,????? ??? ??? ? ??? 1??? ?? ?? ? ?? ??? #C0xE69900#?? ???? 90%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ???? [??] ?? 1??? ????,Mareanie clutches a single enemy with the head spikes and spits venom to it.,好壞星用頭上的觸腕緊緊咬住敵方單體目標，並對其噴射毒液,Mareanie clutches a single enemy with the head spikes and spits venom to it.,????? ??? ??? ? ??? 1??? ?? ?? ? ?? ????,,,,,,,<79001>,好坏星用头上的触腕紧紧咬住敌方单体目标，并对其喷射毒液，造成#C0xE69900#90%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并对目标施加一层【中毒】3回合，10%概率额外施加一层【中毒】,,,,,1,#C0x5c9970#10%概率额外施加一层【中毒】,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,0,8,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*0.9+(self:flag(99) and skillLevel or skillLevel*4)*24,self:damage()*1+skillLevel*24,,,,<377111;377112>,,,,,,,240,,,1,{x=-160;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/haohuaixing_atk.mp3;loop=0;delay=0},,,,,,
37712,Liquidation,水流裂破,Liquidation,???????,好坏星,,,,"Mareanie slams into a single enemy with water strength, inflicting (#C0xE69900#150% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. Causes the damaged parts to regenerate quickly: Restores own HP by (5% + Poisoned Foe Count*5%)",,好壞星用水之力量撞擊敵方單體目標，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，使自身受損的部位快速再生：恢復自身生命上限（5%+敵方陣營中毒目標數*5%）的生命,"Mareanie slams into a single enemy with water strength, inflicting (#C0xE69900#150% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. Causes the damaged parts to regenerate quickly: Restores own HP by (5% + Poisoned Foe Count*5%)","????? ?? ??? ? ??? 1??? ??? #C0xE69900#?? ???? 150%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ??? ?? ??? ??? ?????: ??? ?? HP(5%+? ??? ?? ??? ?? ?*5%)??? HP? ????",Mareanie slams into a single enemy with water strength,好壞星用水之力量撞擊敵方單體目標,Mareanie slams into a single enemy with water strength,,,,,,,,<79002>,好坏星用水之力量撞击敌方单体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理伤害#C0x5B545B#，使自身受损的部位快速再生：恢复自身生命上限（8%+敌方阵营中毒目标数*6%）的生命,,,,,2,恢复自身生命上限（5%+敌方阵营中毒目标数*5%）的生命\n#F20# \n#F40##C0x5c9970#→恢复自身生命上限（8%+敌方阵营中毒目标数*6%）的生命,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,0,3,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*48,self:damage()*1+skillLevel*48,,,,<377121;377122>,,,,,,,360,,,2,{x=0;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/haohuaixing_skill1.mp3;loop=0;delay=0},,,,,,
37713,Toxic Senbon,毒千本,Toxic Senbon,???,好坏星,,,,"Mareanie clutches the enemy with the head spikes and spits venom to it. Inflicts (#C0xE69900#150% P.ATK#C0x5B545B#+$(skillLevel*4*36)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds (Poison: Negative effect, each layer of Poison causes the target to lose True DMG equal to 40% of Toxapex's SP.DEF and P.DEF before it moves. Stacks up to 5 times) Increases a 40% chance to trigger Toxic Fort for 2 rounds",,好壞星躍向空中，向四周發射劇毒的飛針，攻擊敵方全體目標，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理傷害#C0x5B545B#，對所有目標施加一層【中毒】3回合（中毒：負面效果，每層中毒使目標回合開始前損失超壞星40%雙防之和的真實傷害，最高5層），並提高40%毒刺碉堡觸發概率2回合,"Mareanie clutches the enemy with the head spikes and spits venom to it. Inflicts (#C0xE69900#150% P.ATK#C0x5B545B#+$(skillLevel*4*36)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds (Poison: Negative effect, each layer of Poison causes the target to lose True DMG equal to 40% of Toxapex's SP.DEF and P.DEF before it moves. Stacks up to 5 times) Increases a 40% chance to trigger Toxic Fort for 2 rounds","????? ???? ???? ? ??? ?? ???? ??? ?? ? ???? #C0xE69900#?? ???? 150%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ???, 3? ? ?? ???? [??] ?? 1??? ????(??: ??? ??, ??? ?? ???? ? ???? ?????? ??&?? ??? ? 40%? ???? ?? ??? ???, ?? 5???? ????). ??? 2? ? ??? ??? ?? ??? 40% ????",Mareanie leaps up to shoot toxic needles at all enemies,好壞星躍向空中，向四周發射劇毒的飛針，攻擊敵方全體目標,Mareanie leaps up to shoot toxic needles at all enemies,????? ???? ???? ? ??? ?? ???? ??? ?? ? ??? ????,<11>,Extra effect: Has a 35% chance to Taunt the target for 1 round,,額外效果：有35%概率嘲諷目標1回合,Extra effect: Has a 35% chance to Taunt the target for 1 round,?? ??: 35%? ??? ??? 1? ? ????,<79003>,好坏星跃向空中，向四周发射剧毒的飞针，攻击敌方全体目标，造成#C0xE69900#150%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标施加一层【中毒】3回合（中毒：负面效果，每层中毒使目标回合开始前损失超坏星40%双防之和的真实伤害，最高5层），并提高40%毒刺碉堡触发概率2回合，并提高自身10%必杀伤害减免2回合,,,,,1,#C0x5c9970#并提高自身10%必杀伤害减免2回合,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,0,8,,,,,,,,,0,,,,,11,,,All enemy,"""all""",All enemy,?? ?,敵方全體,物攻,self:damage()*1.5+(self:flag(99) and skillLevel or skillLevel*4)*36,self:damage()*1+skillLevel*36,,,,<377131;377132;377133;377134;377135>,,,,,1000,,,,,3,{x=-100;y=-100},,,,skill2,,,,4333.3,{scale=1.2;startLast=50;delayLast=4333.3;endLast=50},4333.3,{'scale'=1.2;'startLast'=50;'delayLast'=4333.3;'endLast'=50},<img_747_hhx@>,,TRUE,,,{res=hero_sound/haohuaixing_skill2.mp3;loop=0;delay=0},,,,,,
37716,Toxic Fort,毒刺碉堡,Toxic Fort,??? ??,好坏星,,,,"When attacked, Mareanie has a $(30+skillLevel*0.1-0.1)$% chance to apply a layer of Poison to the attacker. Triggering this effect grants Mareanie 18% SP.DEF and P.DEF for 2 rounds (Stacks up to 5 times)",,好壞星在受到攻擊時會有#C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#概率給攻擊者施加一層中毒狀態，且每次觸發該效果時都會提升好壞星18%雙防2回合（最多疊加5次）,"When attacked, Mareanie has a $(30+skillLevel*0.1-0.1)$% chance to apply a layer of Poison to the attacker. Triggering this effect grants Mareanie 18% SP.DEF and P.DEF for 2 rounds (Stacks up to 5 times)","????? ??? ?? ? #C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#? ??? ????? ?? ?? 1??? ????, ?? ??? ??? ??? 2? ? ????? ??&?? ??? 18% ????(?? 5??? ?? ??)","When attacked, Mareanie poisons the attacker and becomes tougher",好壞星在受到攻擊時會使攻擊者中毒，並且會變得更加堅韌,"When attacked, Mareanie poisons the attacker and becomes tougher","????? ??? ?? ? ????? ?? ??? ????, ??? ?????",<8>,Extra effect: Additionally -10% SP.ATK and P.ATK for Poisoned targets,,額外效果：中毒效果額外降低目標10%雙攻,Extra effect: Additionally -10% SP.ATK and P.ATK for Poisoned targets,?? ??: ?? ??? ??&?? ???? 10% ??? ?????,<79004>,好坏星在受到攻击时会有#C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#概率给攻击者施加一层中毒状态，且每次触发该效果时都会提升好坏星18%双防2回合（最多叠加5次），中毒效果持续期间降低目标20%受治疗率,,,,,1,#C0x5c9970#中毒效果持续期间降低目标20%受治疗率,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<377161>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37721,Pound,拍擊,Pound,???,超坏星,,,,"Toxapex slaps a single enemy with the head spikes, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds",,超壞星用頭上的觸腕狠狠拍擊敵方單體目標，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，並對目標施加一層【中毒】3回合,"Toxapex slaps a single enemy with the head spikes, inflicting (#C0xE69900#100% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds",?????? ??? ??? ? ??? 1??? ??? ??? #C0xE69900#?? ???? 100%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ???? [??] ?? 1??? ????,Toxapex slaps a single enemy with the head spikes,超壞星用頭上的觸腕狠狠拍擊敵方單體目標,Toxapex slaps a single enemy with the head spikes,,,,,,,,<79001>,超坏星用头上的触腕狠狠拍击敌方单体目标，造成#C0xE69900#100%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，并对目标施加一层【中毒】3回合，10%概率额外施加一层【中毒】,,,,,1,#C0x5c9970#10%概率额外施加一层【中毒】,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,0,8,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1+(self:flag(99) and skillLevel or skillLevel*4)*24,self:damage()*1+skillLevel*24,,,,<377211;377212>,,,,,,,240,,,1,{x=-60;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/chaohuaixing_atk.mp3;loop=0;delay=0},,,,,,
37722,Poison Sting,毒針,Poison Sting,??,超坏星,,,,"Toxapex shoots all toxic spikes to a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. Causes the damaged parts to regenerate quickly: Restores own HP by (5% + Poisoned Foe Count*5%)",,超壞星將身上的毒刺盡數射向敵方單體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，使自身受損的部位快速再生：恢復自身生命上限（5%+敵方陣營中毒目標數*5%）的生命,"Toxapex shoots all toxic spikes to a single enemy, inflicting (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. Causes the damaged parts to regenerate quickly: Restores own HP by (5% + Poisoned Foe Count*5%)","?????? ?? ???? ? ??? 1???? ??? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???, ??? ?? ??? ??? ?????: ??? ?? HP(5%+? ??? ?? ??? ?? ?*5%)??? HP? ????",Toxapex shoots all toxic spikes at a single enemy,超壞星將身上的毒刺盡數射向敵方單體目標,Toxapex shoots all toxic spikes at a single enemy,,,,,,,,<79002>,超坏星将身上的毒刺尽数射向敌方单体目标，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理伤害#C0x5B545B#，使自身受损的部位快速再生：恢复自身生命上限（8%+敌方阵营中毒目标数*6%）的生命,,,,,2,恢复自身生命上限（5%+敌方阵营中毒目标数*5%）的生命\n#F20# \n#F40##C0x5c9970#→恢复自身生命上限（8%+敌方阵营中毒目标数*6%）的生命,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,0,3,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*48,self:damage()*1+skillLevel*48,,,,<377221;377222>,,,,,,,360,,,2,{x=-450;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/chaohuaixing_skill1.mp3;loop=0;delay=0},,,,,,
37723,Spike Hell,尖刺地獄,Spike Hell,?? ??,超坏星,,,,"Toxapex leaps high, stretches its tentacle deep into the ground, which later comes out from beneath to make the spike hell. Inflicts (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*36)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds (Poison: Negative effect, each layer of Poison causes the target to lose True DMG equal to 40% of Toxapex's SP.DEF and P.DEF before it moves. Stacks up to 5 times) Increases a 40% chance to trigger Toxic Fort for 2 rounds",,超壞星躍向空中，將觸腕深入地下後從地面鑽出形成尖刺地獄，攻擊敵方全體目標，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理傷害#C0x5B545B#，對所有目標施加一層【中毒】3回合（中毒：負面效果，每層中毒使目標回合開始前損失超壞星40%雙防之和的真實傷害，最高5層），並提高40%毒刺碉堡觸發概率2回合,"Toxapex leaps high, stretches its tentacle deep into the ground, which later comes out from beneath to make the spike hell. Inflicts (#C0xE69900#160% P.ATK#C0x5B545B#+$(skillLevel*4*36)$) #C0xF13B54#P.DMG#C0x5B545B# and applies a layer of 【Poison】 for 3 rounds (Poison: Negative effect, each layer of Poison causes the target to lose True DMG equal to 40% of Toxapex's SP.DEF and P.DEF before it moves. Stacks up to 5 times) Increases a 40% chance to trigger Toxic Fort for 2 rounds","?????? ???? ???? ? ??? ?? ?? ?? ?? ??? ?? ?? ?? ??? ??? ?? ? ??? ??? #C0xE69900#?? ???? 160%#C0x5B545B#+$(skillLevel*4*36)$? #C0xF13B54#?? ??#C0x5B545B#? ???, 3? ? ?? ???? [??] ?? 1??? ????(??: ??? ??, ??? ?? ???? ? ???? ?????? ??&?? ??? ? 40%? ???? ?? ??? ???, ?? 5???? ????). ??? 2? ? ??? ??? ?? ??? 40% ????","Toxapex leaps high, stretches its tentacle deep into the ground, which later comes out from beneath to make the spike hell, attacking all enemies.",超壞星躍向空中，將觸腕深入地下後從地面鑽出形成尖刺地獄，攻擊敵方全體目標,"Toxapex leaps high, stretches its tentacle deep into the ground, which later comes out from beneath to make the spike hell, attacking all enemies.",?????? ???? ???? ? ??? ?? ?? ?? ?? ??? ?? ?? ?? ??? ??? ?? ? ??? ????,<11>,Extra effect: Has a 35% chance to Taunt the target for 1 round,,額外效果：有35%概率嘲諷目標1回合,Extra effect: Has a 35% chance to Taunt the target for 1 round,?? ??: 35%? ??? ??? 1? ? ????,<79003>,超坏星跃向空中，将触腕深入地下后从地面钻出形成尖刺地狱，攻击敌方全体目标，造成#C0xE69900#160%物攻#C0x5B545B#+$(skillLevel*4*36)$的#C0xF13B54#物理伤害#C0x5B545B#，对所有目标施加一层【中毒】3回合（中毒：负面效果，每层中毒使目标回合开始前损失超坏星40%双防之和的真实伤害，最高5层），并提高40%毒刺碉堡触发概率2回合，并提高自身10%必杀伤害减免2回合,,,,,1,#C0x5c9970#并提高自身10%必杀伤害减免2回合,,,,DMG+144,固定傷害+144,DMG+144,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,2,0,8,,,,,,,,,0,,,,,11,,,All enemy,"""all""",All enemy,?? ?,敵方全體,物攻,self:damage()*1.6+(self:flag(99) and skillLevel or skillLevel*4)*36,self:damage()*1+skillLevel*36,,,,<377231;377232;377233;377234;377235>,,,,,1000,,,,,3,{x=0;y=-50},,,,skill2,,,,5666.6,{scale=1.2;startLast=50;delayLast=5666.6;endLast=50},5666.6,{'scale'=1.2;'startLast'=50;'delayLast'=5666.6;'endLast'=50},<img_748_chx@>,,TRUE,,,{res=hero_sound/chaohuaixing_skill2.mp3;loop=0;delay=0},,,,,,
37726,Toxic Fort,毒刺碉堡,Toxic Fort,??? ??,超坏星,,,,"When attacked, Toxapex has a $(30+skillLevel*0.1-0.1)$% chance to apply a layer of Poison to the attacker. Triggering this effect grants Mareanie 18% SP.DEF and P.DEF for 2 rounds (Stacks up to 5 times)",,超壞星在受到攻擊時會有#C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#概率給攻擊者施加一層中毒狀態，且每次觸發該效果時都會提升超壞星18%雙防2回合（最多疊加5次）,"When attacked, Toxapex has a $(30+skillLevel*0.1-0.1)$% chance to apply a layer of Poison to the attacker. Triggering this effect grants Mareanie 18% SP.DEF and P.DEF for 2 rounds (Stacks up to 5 times)","?????? ??? ?? ? #C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#? ??? ????? ?? ?? 1??? ????, ?? ??? ??? ??? 2? ? ????? ??&?? ??? 18% ????(?? 5??? ?? ??)","When attacked, Toxapex poisons the attacker and becomes tougher",超壞星在受到攻擊時會使攻擊者中毒，並且會變得更加堅韌,"When attacked, Toxapex poisons the attacker and becomes tougher","?????? ??? ?? ? ????? ?? ??? ????, ??? ?????",<8>,Extra effect: Additionally -10% SP.ATK and P.ATK for Poisoned targets,,額外效果：中毒效果額外降低目標10%雙攻,Extra effect: Additionally -10% SP.ATK and P.ATK for Poisoned targets,?? ??: ?? ??? ??&?? ???? 10% ??? ?????,<79004>,超坏星在受到攻击时会有#C0x5c9970#$(30+skillLevel*0.1-0.1)$%#C0x5B545B#概率给攻击者施加一层中毒状态，且每次触发该效果时都会提升超坏星18%双防2回合（最多叠加5次），中毒效果持续期间降低目标20%受治疗率,,,,,1,#C0x5c9970#中毒效果持续期间降低目标20%受治疗率,,,,,,,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,3,3,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,<377261>,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38411,Tackle,撞擊,Tackle,?????,甜竹竹,,,,"Bounsweet slams a single enemy with the head, inflicting #C0xE69900#80% P.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#P.DMG#C0x5B545B#, and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",,甜竹竹用頭撞擊敵方單體目標，造成#C0xE69900#80%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，提升自身15%物攻3回合（可疊加3層）,"Bounsweet slams a single enemy with the head, inflicting #C0xE69900#80% P.ATK#C0x5B545B#+$(skillLevel*4*24)$ #C0xF13B54#P.DMG#C0x5B545B#, and increasing own P.ATK by 15% for 3 rounds (Stacks up to 3 times)",???? ?????? ? ??? 1??? ??? #C0xE69900#?? ???? 80%#C0x5B545B#+$(skillLevel*4*24)$? #C0xF13B54#?? ??#C0x5B545B#? ??? 3? ? ??? ?? ???? 15% ????(?? 3??? ??),Bounsweet slams into a single enemy to inflict (#C0xE69900#80% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#,甜竹竹用頭撞擊敵方單體目標，造成#C0xE69900#80%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理傷害#C0x5B545B#，,Bounsweet slams into a single enemy to inflict (#C0xE69900#80% P.ATK#C0x5B545B#+$(skillLevel*4*24)$) #C0xF13B54#P.DMG#C0x5B545B#,,,,,,,,<79001>,甜竹竹用头撞击敌方单体目标，造成#C0xE69900#80%物攻#C0x5B545B#+$(skillLevel*4*24)$的#C0xF13B54#物理伤害#C0x5B545B#，提升自身20%物攻3回合（可叠加3层）,,,,,1,提升自身15%物攻3回合\n#F20# \n#F40##C0x5c9970#→提升自身20%物攻3回合,,,,DMG+96,固定傷害+96,DMG+96,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,0,0,4,,,,,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*0.8+(self:flag(99) and skillLevel or skillLevel*4)*24,,,,,<384111;384112>,,,,,,,240,,,1,{x=-300;y=0},,,,attack,,,,,,,,,,,,,{res=hero_sound/tzz_atk.mp3;loop=0;delay=0},,,,,,
38412,Whirlwind Smash,葉旋衝擊,Whirlwind Smash,??? ??,甜竹竹,,,,"Bounsweet launches sharp-edged leaves at a single enemy, inflicting (#C0xE69900#140%P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. If the enemy has lower P.ATK than Bounsweet, basic attacks it 1 more time",,甜竹竹旋轉頭上的葉片衝擊敵方單體目標，造成#C0xE69900#140%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，若目標物攻低於自身，則追加一次普攻,"Bounsweet launches sharp-edged leaves at a single enemy, inflicting (#C0xE69900#140%P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#. If the enemy has lower P.ATK than Bounsweet, basic attacks it 1 more time",???? ??? ???? ???? ??? ? ??? 1???? #C0xE69900#?? ???? 140%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???. ?? ??? ?? ???? ???? ??? ??? ?? ??? 1? ???,"Bounsweet launches sharp-edged leaves at a single enemy, inflicting (#C0xE69900#140% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#",甜竹竹旋轉頭上的葉片衝擊敵方單體目標，造成#C0xE69900#140%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理傷害#C0x5B545B#，,"Bounsweet launches sharp-edged leaves at a single enemy, inflicting (#C0xE69900#140% P.ATK#C0x5B545B#+$(skillLevel*4*48)$) #C0xF13B54#P.DMG#C0x5B545B#","???? ??? ???? ???? ??? ? ??? 1???? #C0xE69900#?? ???? 140%#C0x5B545B#+$(skillLevel*4*48)$? #C0xF13B54#?? ??#C0x5B545B#? ???,",,,,,,,<79002>,甜竹竹旋转头上的叶片冲击敌方单体目标，造成#C0xE69900#140%物攻#C0x5B545B#+$(skillLevel*4*48)$的#C0xF13B54#物理伤害#C0x5B545B#，并立即追加一次普攻,,,,,1,若目标物攻低于自身，则追加一次普攻\n#F20# \n#F40##C0x5c9970#→并立即追加一次普攻,,,,DMG+192,固定傷害+192,DMG+192,,ICON/skill/skill/001gqs_skill2.png,,TRUE,TRUE,,,0,1,0,4,,,,2,,,,,1,,,,,2,,,Single,"""single""",Single,? ?? ??,敵方單體,物攻,self:damage()*1.4+(self:flag(99) and skillLevel or skillLevel*4)*48,,,,,<384121;384122;384123>,,,,,,,360,,,2,{x=-500;y=0},,,,skill1,,,,,,,,,,,,,{res=hero_sound/tzz_sk1.mp3;loop=0;delay=0},,,,,,
