变量名,openLevel,sceneCount,showLevel,backGround,roundLimit,gateType,deployType,limitType,sceneLevel3,sceneLevel2,sceneLevel,showLevel3,showLevel2,backMusic,roundLimit3,roundLimit2,sceneType,icon3,icon,gateDesc3,lowestFightingPoint,sceneCount3,sceneCount2,gateDesc2,gateDesc1,languages,monsters1,boss1,monsters2,boss2,monsters3,boss3,bg_boss_pos,limitArg,firstAward,firstAwardShow,skillLevel2,skillLevel,skillLevel3,sceneName
200068,,,535,battle/scene/bg_tower.jpg,,,,5,2495,2495,2495,535,535,,,,26,,config/portrait/jinglingtouxiang1/img_91_cjb@.png,,,,,,,<cn>,<{level=535;advance=37;unitId=510143};{level=535;advance=37;unitId=521651};{level=535;advance=37;unitId=510441};{level=535;advance=37;unitId=530753};{level=535;advance=37;unitId=540503}>,<{level=535;advance=37;unitId=530382}>,<{level=535;advance=37;unitId=514851};{level=535;advance=37;unitId=521421};{level=535;advance=37;unitId=511241};{level=535;advance=37;unitId=530731};{level=535;advance=37;unitId=543302}>,<{level=535;advance=37;unitId=531771}>,,,,<<9;0;22%>;<10;0;22%>;<24;0;22%>>,{rmb=100;451=50;gold=560000},<<gold;560000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第68关
200069,,,537,battle/scene/bg_grass.jpg,,,,5,2535,2535,2535,537,537,,,,26,,config/portrait/jinglingtouxiang1/img_448_sgcjlklo@.png,,,,,,,<cn>,<{level=537;advance=37;unitId=514391};{level=537;advance=37;unitId=520054};{level=537;advance=37;unitId=510972};{level=537;advance=37;unitId=534621};{level=537;advance=37;unitId=540333}>,<{level=537;advance=37;unitId=537111}>,<{level=537;advance=37;unitId=510971};{level=537;advance=37;unitId=521312};{level=537;advance=37;unitId=510741};{level=537;advance=37;unitId=531221};{level=537;advance=37;unitId=541314}>,<{level=537;advance=37;unitId=535391}>,,,,<<9;0;22%>;<10;0;22%>>,{451=50;452=20;gold=560000},<<gold;560000;1>;<451;50;1>;<452;20;1>>,130,130,130,第69关
200070,,,539,battle/scene/bg_night.jpg,,,,5,2575,2575,2575,539,539,,,,26,,config/portrait/jinglingtouxiang1/img_719_cjdax@.png,,,,,永久处于【里世界】场景内，【里世界】内的单位伤害提升，超能系怪物少于4人或超级超梦y阵亡时【里世界】解除,大回合开始前，超级蒂安希会召唤1面【钻石星墙】,<cn>,<{level=539;advance=37;unitId=514391};{level=539;advance=37;unitId=527031};{level=539;advance=37;unitId=513601};{level=539;advance=37;unitId=533673};{level=539;advance=37;unitId=547051}>,<{level=539;advance=37;unitId=560140}>,<{level=539;advance=37;unitId=514023};{level=539;advance=37;unitId=524682};{level=539;advance=37;unitId=512461};{level=539;advance=37;unitId=532442};{level=539;advance=37;unitId=541281}>,<{level=539;advance=37;unitId=570140}>,,,,<<9;1;32%>;<10;0;32%>;<24;0;32%>>,{rmb=300;451=50;gold=560000},<<gold;560000;1>;<451;50;1>;<rmb;300;1>>,130,130,130,第70关
200071,,,541,battle/scene/bg_grass.jpg,,,,3,2620,2620,2620,541,541,,,,26,,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,,,,,,<cn>,<{level=541;advance=38;unitId=510572};{level=541;advance=38;unitId=524201};{level=541;advance=38;unitId=513771};{level=541;advance=38;unitId=534192};{level=541;advance=38;unitId=540462}>,<{level=541;advance=38;unitId=531293}>,<{level=541;advance=38;unitId=511173};{level=541;advance=38;unitId=522471};{level=541;advance=38;unitId=512962};{level=541;advance=38;unitId=534392};{level=541;advance=38;unitId=540282}>,<{level=541;advance=38;unitId=530991}>,,,,<<9;1;32%>;<10;1;32%>>,{451=50;452=20;gold=580000},<<gold;580000;1>;<451;50;1>;<452;20;1>>,130,130,130,第71关
200072,,,543,battle/scene/bg_night.jpg,,,,4,2665,2665,2665,543,543,,,,26,,config/portrait/jinglingtouxiang1/img_330_smqt@.png,,,,,,,<cn>,<{level=543;advance=38;unitId=510002};{level=543;advance=38;unitId=520381};{level=543;advance=38;unitId=510132};{level=543;advance=38;unitId=532041};{level=543;advance=38;unitId=540781}>,<{level=543;advance=38;unitId=531653}>,<{level=543;advance=38;unitId=512232};{level=543;advance=38;unitId=523003};{level=543;advance=38;unitId=510044};{level=543;advance=38;unitId=532722};{level=543;advance=38;unitId=544041}>,<{level=543;advance=38;unitId=534392}>,,,,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{502=1;451=50;gold=580000},<<gold;580000;1>;<451;50;1>;<502;1;1>>,130,130,130,第72关
200073,,,545,battle/scene/bg_sd.jpg,,,,5,2710,2710,2710,545,545,,,,26,,config/portrait/jinglingtouxiang1/img_6_cjphlx@.png,,,,,,,<cn>,<{level=545;advance=38;unitId=513592};{level=545;advance=38;unitId=520574};{level=545;advance=38;unitId=510263};{level=545;advance=38;unitId=530501};{level=545;advance=38;unitId=541171}>,<{level=545;advance=38;unitId=530014}>,<{level=545;advance=38;unitId=514661};{level=545;advance=38;unitId=521813};{level=545;advance=38;unitId=510402};{level=545;advance=38;unitId=530251};{level=545;advance=38;unitId=543591}>,<{level=545;advance=38;unitId=530574}>,,,,<<1;0;22%>;<22;0;22%>>,{rmb=100;451=50;gold=580000},<<gold;580000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第73关
200074,,,547,battle/scene/bg_tower.jpg,,,,5,2755,2755,2755,547,547,,,,26,,config/portrait/jinglingtouxiang1/img_255_hzj@.png,,,,,,,<cn>,<{level=547;advance=38;unitId=514013};{level=547;advance=38;unitId=520593};{level=547;advance=38;unitId=513303};{level=547;advance=38;unitId=533941};{level=547;advance=38;unitId=543941}>,<{level=547;advance=38;unitId=531301}>,<{level=547;advance=38;unitId=514081};{level=547;advance=38;unitId=520251};{level=547;advance=38;unitId=511301};{level=547;advance=38;unitId=531253};{level=547;advance=38;unitId=540712}>,<{level=547;advance=38;unitId=530884}>,,,,<<7;0;22%>;<8;0;22%>>,{451=50;452=20;gold=580000},<<gold;580000;1>;<451;50;1>;<452;20;1>>,130,130,130,第74关
200075,,,549,battle/scene/bg_grass.jpg,,,,5,2800,2800,2800,549,549,,,,26,,config/portrait/jinglingtouxiang1/img_486_ljqks@.png,,,,,全体怪物入场会随机偷取双攻属性，击杀光环怪解除该效果,进入战斗时每1只一般系/圣柱精灵会提升20%生命上限（精灵和怪物都会各享受），光环怪阵亡时解除,<cn>,<{level=549;advance=38;unitId=511911};{level=549;advance=38;unitId=521921};{level=549;advance=38;unitId=511931};{level=549;advance=38;unitId=532384};{level=549;advance=38;unitId=542383}>,<{level=549;advance=38;unitId=560150}>,<{level=549;advance=38;unitId=512821};{level=549;advance=38;unitId=523611};{level=549;advance=38;unitId=512821};{level=549;advance=38;unitId=531171};{level=549;advance=38;unitId=541171}>,<{level=549;advance=38;unitId=570150}>,,,,<<1;1;28%>;<22;0;28%>>,{519=1;451=50;gold=580000},<<gold;580000;1>;<451;50;1>;<519;1;1>>,130,130,130,第75关
200076,,,551,battle/scene/bg_night.jpg,,,,3,2845,2845,2845,551,551,,,,26,,config/portrait/jinglingtouxiang1/img_377_ljlk@.png,,,,,,,<cn>,<{level=551;advance=38;unitId=513151};{level=551;advance=38;unitId=520024};{level=551;advance=38;unitId=510252};{level=551;advance=38;unitId=534201};{level=551;advance=38;unitId=540591}>,<{level=551;advance=38;unitId=531911}>,<{level=551;advance=38;unitId=511811};{level=551;advance=38;unitId=521771};{level=551;advance=38;unitId=511672};{level=551;advance=38;unitId=534853};{level=551;advance=38;unitId=543251}>,<{level=551;advance=38;unitId=532242}>,,,,<<13;1;32%>>,{451=50;452=20;gold=600000},<<gold;600000;1>;<451;50;1>;<452;20;1>>,130,130,130,第76关
200077,,,553,battle/scene/bg_sd.jpg,,,,4,2890,2890,2890,553,553,,,,26,,config/portrait/jinglingtouxiang1/img_495_tts@.png,,,,,,,<cn>,<{level=553;advance=38;unitId=511292};{level=553;advance=38;unitId=524193};{level=553;advance=38;unitId=513412};{level=553;advance=38;unitId=533301};{level=553;advance=38;unitId=540263}>,<{level=553;advance=38;unitId=532471}>,<{level=553;advance=38;unitId=510572};{level=553;advance=38;unitId=524012};{level=553;advance=38;unitId=511941};{level=553;advance=38;unitId=534141};{level=553;advance=38;unitId=542041}>,<{level=553;advance=38;unitId=532132}>,,,,<<13;0;23%>;<24;0;23%>>,{502=1;451=50;gold=600000},<<gold;600000;1>;<451;50;1>;<502;1;1>>,130,130,130,第77关
200078,,,555,battle/scene/bg_tower.jpg,,,,5,2935,2935,2935,555,555,,,,26,,config/portrait/jinglingtouxiang1/img_438_pcg@.png,,,,,,,<cn>,<{level=555;advance=38;unitId=513251};{level=555;advance=38;unitId=524183};{level=555;advance=38;unitId=510333};{level=555;advance=38;unitId=531502};{level=555;advance=38;unitId=541812}>,<{level=555;advance=38;unitId=530901}>,<{level=555;advance=38;unitId=514071};{level=555;advance=38;unitId=520562};{level=555;advance=38;unitId=511303};{level=555;advance=38;unitId=531941};{level=555;advance=38;unitId=542042}>,<{level=555;advance=38;unitId=533941}>,,,,<<1;0;22%>;<22;0;22%>>,{rmb=100;451=50;gold=600000},<<gold;600000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第78关
200079,,,557,battle/scene/bg_grass.jpg,,,,5,2980,2980,2980,557,557,,,,26,,config/portrait/jinglingtouxiang1/img_807_jlal@.png,,,,,,,<cn>,<{level=557;advance=38;unitId=510591};{level=557;advance=38;unitId=521901};{level=557;advance=38;unitId=510331};{level=557;advance=38;unitId=533231};{level=557;advance=38;unitId=540253}>,<{level=557;advance=38;unitId=534161}>,<{level=557;advance=38;unitId=514151};{level=557;advance=38;unitId=522371};{level=557;advance=38;unitId=510901};{level=557;advance=38;unitId=534151};{level=557;advance=38;unitId=541504}>,<{level=557;advance=38;unitId=533623}>,,,,<<7;0;22%>;<8;0;22%>>,{451=50;452=20;gold=600000},<<gold;600000;1>;<451;50;1>;<452;20;1>>,130,130,130,第79关
200080,,,559,battle/scene/bg_night.jpg,,,,5,2995,2995,2995,559,559,,,,26,,config/portrait/jinglingtouxiang1/img_254_sgcjxyw@.png,,,,,怪物造成的中毒伤害提升30%，毒系怪物少于4人时解除,怪物每次治疗闪光超级蜥蜴王溢出时，触发闪光超级蜥蜴王1次【木叶飞弹】，草怪物少于4人时解除该效果,<cn>,<{level=559;advance=38;unitId=517151};{level=559;advance=38;unitId=524631};{level=559;advance=38;unitId=514682};{level=559;advance=38;unitId=537131};{level=559;advance=38;unitId=542441}>,<{level=559;advance=38;unitId=560160}>,<{level=559;advance=38;unitId=517151};{level=559;advance=38;unitId=520397};{level=559;advance=38;unitId=517151};{level=559;advance=38;unitId=534132};{level=559;advance=38;unitId=543771}>,<{level=559;advance=38;unitId=570160}>,,,,<<1;1;32%>;<22;0;32%>>,{501=1;451=50;gold=600000},<<gold;600000;1>;<451;50;1>;<501;1;1>>,130,130,130,第80关
200081,,,561,battle/scene/bg_grass.jpg,,,,3,2995,2995,2995,561,561,,,,26,,config/portrait/jinglingtouxiang1/img_1_mwzz@.png,,,,,,,<cn>,<{level=561;advance=39;unitId=513961};{level=561;advance=39;unitId=520881};{level=561;advance=39;unitId=511314};{level=561;advance=39;unitId=533432};{level=561;advance=39;unitId=540054}>,<{level=561;advance=39;unitId=530001}>,<{level=561;advance=39;unitId=511443};{level=561;advance=39;unitId=522831};{level=561;advance=39;unitId=510163};{level=561;advance=39;unitId=531853};{level=561;advance=39;unitId=540591}>,<{level=561;advance=39;unitId=531772}>,,,,<<1;1;24%>>,{451=50;452=20;gold=620000},<<gold;620000;1>;<451;50;1>;<452;20;1>>,130,130,130,第81关
200082,,,563,battle/scene/bg_night.jpg,,,,4,2995,2995,2995,563,563,,,,26,,config/portrait/jinglingtouxiang1/img_642_ldy@.png,,,,,,,<cn>,<{level=563;advance=39;unitId=510015};{level=563;advance=39;unitId=522042};{level=563;advance=39;unitId=510024};{level=563;advance=39;unitId=530402};{level=563;advance=39;unitId=540381}>,<{level=563;advance=39;unitId=533201}>,<{level=563;advance=39;unitId=511172};{level=563;advance=39;unitId=523472};{level=563;advance=39;unitId=512132};{level=563;advance=39;unitId=532841};{level=563;advance=39;unitId=543511}>,<{level=563;advance=39;unitId=530991}>,,,,<<1;0;23%>;<28;0;23%>>,{502=1;451=50;gold=620000},<<gold;620000;1>;<451;50;1>;<502;1;1>>,130,130,130,第82关
200083,,,565,battle/scene/bg_sd.jpg,,,,5,2995,2995,2995,565,565,,,,26,,config/portrait/jinglingtouxiang1/img_640_bljw@.png,,,,,,,<cn>,<{level=565;advance=39;unitId=510592};{level=565;advance=39;unitId=521812};{level=565;advance=39;unitId=510491};{level=565;advance=39;unitId=531901};{level=565;advance=39;unitId=540971}>,<{level=565;advance=39;unitId=533181}>,<{level=565;advance=39;unitId=513842};{level=565;advance=39;unitId=521312};{level=565;advance=39;unitId=511032};{level=565;advance=39;unitId=530253};{level=565;advance=39;unitId=541172}>,<{level=565;advance=39;unitId=534131}>,,,,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{rmb=100;451=50;gold=620000},<<gold;620000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第83关
200084,,,567,battle/scene/bg_tower.jpg,,,,5,2995,2995,2995,567,567,,,,26,,config/portrait/jinglingtouxiang1/img_243_lg@.png,,,,,,,<cn>,<{level=567;advance=39;unitId=511294};{level=567;advance=39;unitId=522131};{level=567;advance=39;unitId=513001};{level=567;advance=39;unitId=530603};{level=567;advance=39;unitId=541893}>,<{level=567;advance=39;unitId=531221}>,<{level=567;advance=39;unitId=514031};{level=567;advance=39;unitId=524583};{level=567;advance=39;unitId=510393};{level=567;advance=39;unitId=533961};{level=567;advance=39;unitId=544013}>,<{level=567;advance=39;unitId=530701}>,,,,<<9;0;22%>;<10;0;22%>>,{451=50;452=20;gold=620000},<<gold;620000;1>;<451;50;1>;<452;20;1>>,130,130,130,第84关
200085,,,569,battle/scene/bg_grass.jpg,,,,5,2995,2995,2995,569,569,,,,26,,config/portrait/jinglingtouxiang1/img_646_ahqlm@.png,,,,,友方行动前损失50点怒气，击杀光环怪解除该效果,场上存在其他龙系怪物时，暗黑酋雷姆入场永久进入【暗黑超频】，条件不足时清除永久【暗黑超频】,<cn>,<{level=569;advance=39;unitId=514561};{level=569;advance=39;unitId=523543};{level=569;advance=39;unitId=511672};{level=569;advance=39;unitId=533981};{level=569;advance=39;unitId=543633}>,<{level=569;advance=39;unitId=560170}>,<{level=569;advance=39;unitId=511803};{level=569;advance=39;unitId=520972};{level=569;advance=39;unitId=511803};{level=569;advance=39;unitId=531813};{level=569;advance=39;unitId=544024}>,<{level=569;advance=39;unitId=570170}>,,,,<<9;1;28%>;<10;0;28%>;<22;0;28%>>,{519=1;451=50;gold=620000},<<gold;620000;1>;<451;50;1>;<519;1;1>>,130,130,130,第85关
200086,,,571,battle/scene/bg_night.jpg,,,,3,2995,2995,2995,571,571,,,,26,,config/portrait/jinglingtouxiang1/img_239_djg@.png,,,,,,,<cn>,<{level=571;advance=39;unitId=511504};{level=571;advance=39;unitId=524191};{level=571;advance=39;unitId=513543};{level=571;advance=39;unitId=530602};{level=571;advance=39;unitId=543672}>,<{level=571;advance=39;unitId=530591}>,<{level=571;advance=39;unitId=514132};{level=571;advance=39;unitId=520491};{level=571;advance=39;unitId=512723};{level=571;advance=39;unitId=531501};{level=571;advance=39;unitId=540592}>,<{level=571;advance=39;unitId=533231}>,,,,<<7;1;24%>;<8;1;24%>>,{451=50;452=20;gold=640000},<<gold;640000;1>;<451;50;1>;<452;20;1>>,130,130,130,第86关
200087,,,573,battle/scene/bg_sd.jpg,,,,4,2995,2995,2995,573,573,,,,26,,config/portrait/jinglingtouxiang1/img_748_chx@.png,,,,,,,<cn>,<{level=573;advance=39;unitId=510394};{level=573;advance=39;unitId=521771};{level=573;advance=39;unitId=512721};{level=573;advance=39;unitId=531292};{level=573;advance=39;unitId=544031}>,<{level=573;advance=39;unitId=533772}>,<{level=573;advance=39;unitId=513351};{level=573;advance=39;unitId=520261};{level=573;advance=39;unitId=513141};{level=573;advance=39;unitId=534131};{level=573;advance=39;unitId=543052}>,<{level=573;advance=39;unitId=530143}>,,,,<<7;0;23%>;<8;0;23%>;<14;0;23%>>,{502=1;451=50;gold=640000},<<gold;640000;1>;<451;50;1>;<502;1;1>>,130,130,130,第87关
200088,,,575,battle/scene/bg_tower.jpg,,,,5,2995,2995,2995,575,575,,,,26,,config/portrait/jinglingtouxiang1/img_6_cjphlx@.png,,,,,,,<cn>,<{level=575;advance=39;unitId=510253};{level=575;advance=39;unitId=520261};{level=575;advance=39;unitId=510403};{level=575;advance=39;unitId=533772};{level=575;advance=39;unitId=544191}>,<{level=575;advance=39;unitId=530014}>,<{level=575;advance=39;unitId=511294};{level=575;advance=39;unitId=524431};{level=575;advance=39;unitId=514141};{level=575;advance=39;unitId=533832};{level=575;advance=39;unitId=543021}>,<{level=575;advance=39;unitId=532722}>,,,,<<9;0;22%>;<10;0;22%>;<22;0;22%>>,{rmb=100;451=50;gold=640000},<<gold;640000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第88关
200089,,,577,battle/scene/bg_grass.jpg,,,,5,2995,2995,2995,577,577,,,,26,,config/portrait/jinglingtouxiang1/img_150_cm@.png,,,,,,,<cn>,<{level=577;advance=39;unitId=510163};{level=577;advance=39;unitId=523303};{level=577;advance=39;unitId=513251};{level=577;advance=39;unitId=533151};{level=577;advance=39;unitId=544583}>,<{level=577;advance=39;unitId=530761}>,<{level=577;advance=39;unitId=513352};{level=577;advance=39;unitId=520571};{level=577;advance=39;unitId=514651};{level=577;advance=39;unitId=531671};{level=577;advance=39;unitId=542022}>,<{level=577;advance=39;unitId=533623}>,,,,<<9;0;22%>;<10;0;22%>>,{451=50;452=20;gold=640000},<<gold;640000;1>;<451;50;1>;<452;20;1>>,130,130,130,第89关
200090,,,579,battle/scene/bg_night.jpg,,,,5,2995,2995,2995,579,579,,,,26,,config/portrait/jinglingtouxiang1/img_720_jfhp@.png,,,,,鬼系怪物阵亡时，蕾冠王·黑马额外会发起1次列排的冲锋攻击,恶系怪物受到主动攻击时，解放胡帕会额外将一定伤害转移给敌方随机目标，恶系怪物少于4人时该效果解除,<cn>,<{level=579;advance=39;unitId=517031};{level=579;advance=39;unitId=523611};{level=579;advance=39;unitId=514631};{level=579;advance=39;unitId=532431};{level=579;advance=39;unitId=542431}>,<{level=579;advance=39;unitId=560180}>,<{level=579;advance=39;unitId=512391};{level=579;advance=39;unitId=521803};{level=579;advance=39;unitId=513641};{level=579;advance=39;unitId=530397};{level=579;advance=39;unitId=544024}>,<{level=579;advance=39;unitId=570180}>,,,,<<9;1;32%>;<10;0;32%>;<22;0;32%>>,{502=3;451=50;gold=640000},<<gold;640000;1>;<451;50;1>;<502;3;1>>,130,130,130,第90关
200091,,,581,battle/scene/bg_grass.jpg,,,,3,2995,2995,2995,581,581,,,,26,,config/portrait/jinglingtouxiang1/img_149_kl@.png,,,,,,,<cn>,<{level=581;advance=40;unitId=513052};{level=581;advance=40;unitId=524132};{level=581;advance=40;unitId=511772};{level=581;advance=40;unitId=534012};{level=581;advance=40;unitId=543171}>,<{level=581;advance=40;unitId=530753}>,<{level=581;advance=40;unitId=512822};{level=581;advance=40;unitId=520011};{level=581;advance=40;unitId=513673};{level=581;advance=40;unitId=531801};{level=581;advance=40;unitId=543141}>,<{level=581;advance=40;unitId=533201}>,,,,<<9;1;24%>;<10;1;24%>>,{451=50;452=20;gold=660000},<<gold;660000;1>;<451;50;1>;<452;20;1>>,130,130,130,第91关
200092,,,583,battle/scene/bg_night.jpg,,,,4,2995,2995,2995,583,583,,,,26,,config/portrait/jinglingtouxiang1/img_551_hye@.png,,,,,,,<cn>,<{level=583;advance=40;unitId=512043};{level=583;advance=40;unitId=522401};{level=583;advance=40;unitId=513413};{level=583;advance=40;unitId=533351};{level=583;advance=40;unitId=540711}>,<{level=583;advance=40;unitId=532721}>,<{level=583;advance=40;unitId=511841};{level=583;advance=40;unitId=520634};{level=583;advance=40;unitId=510863};{level=583;advance=40;unitId=534071};{level=583;advance=40;unitId=543021}>,<{level=583;advance=40;unitId=534041}>,,,,<<9;0;23%>;<10;0;23%>;<17;0;23%>>,{502=1;451=50;gold=660000},<<gold;660000;1>;<451;50;1>;<502;1;1>>,130,130,130,第92关
200093,,,585,battle/scene/bg_sd.jpg,,,,5,2995,2995,2995,585,585,,,,26,,config/portrait/jinglingtouxiang1/img_460_cjbxw@.png,,,,,,,<cn>,<{level=585;advance=40;unitId=511241};{level=585;advance=40;unitId=520972};{level=585;advance=40;unitId=511911};{level=585;advance=40;unitId=530634};{level=585;advance=40;unitId=542991}>,<{level=585;advance=40;unitId=532303}>,<{level=585;advance=40;unitId=512132};{level=585;advance=40;unitId=522492};{level=585;advance=40;unitId=512401};{level=585;advance=40;unitId=530333};{level=585;advance=40;unitId=541423}>,<{level=585;advance=40;unitId=534651}>,,,,<<27;0;22%>;<26;0;22%>>,{rmb=100;451=50;gold=660000},<<gold;660000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第93关
200094,,,587,battle/scene/bg_tower.jpg,,,,5,2995,2995,2995,587,587,,,,26,,config/portrait/jinglingtouxiang1/img_92_gs@.png,,,,,,,<cn>,<{level=587;advance=40;unitId=510881};{level=587;advance=40;unitId=523002};{level=587;advance=40;unitId=510861};{level=587;advance=40;unitId=530593};{level=587;advance=40;unitId=542232}>,<{level=587;advance=40;unitId=530391}>,<{level=587;advance=40;unitId=513673};{level=587;advance=40;unitId=521231};{level=587;advance=40;unitId=510562};{level=587;advance=40;unitId=530591};{level=587;advance=40;unitId=544081}>,<{level=587;advance=40;unitId=534131}>,,,,<<1;0;22%>>,{451=50;452=20;gold=660000},<<gold;660000;1>;<451;50;1>;<452;20;1>>,130,130,130,第94关
200095,,,589,battle/scene/bg_grass.jpg,,,,5,2995,2995,2995,589,589,,,,26,,config/portrait/jinglingtouxiang1/img_721_bekne@.png,,,,,龙系怪物攻击时附带最大伤害的【龙息Ⅱ】伤害，龙系怪物少于4人时解除,每个大回合令每个单位触发1到3层灼烧效果并添加1层【灼烧Ⅱ】，光环怪阵亡后效果解除,<cn>,<{level=589;advance=40;unitId=513671};{level=589;advance=40;unitId=524151};{level=589;advance=40;unitId=514151};{level=589;advance=40;unitId=533941};{level=589;advance=40;unitId=544111}>,<{level=589;advance=40;unitId=560190}>,<{level=589;advance=40;unitId=513143};{level=589;advance=40;unitId=521951};{level=589;advance=40;unitId=513143};{level=589;advance=40;unitId=537141};{level=589;advance=40;unitId=547091}>,<{level=589;advance=40;unitId=570190}>,,,,<<27;0;28%>;<22;0;28%>;<26;1;28%>>,{519=1;451=50;gold=660000},<<gold;660000;1>;<451;50;1>;<519;1;1>>,130,130,130,第95关
200096,,,591,battle/scene/bg_night.jpg,,,,3,2995,2995,2995,591,591,,,,26,,config/portrait/jinglingtouxiang1/img_280_llls@.png,,,,,,,<cn>,<{level=591;advance=40;unitId=511221};{level=591;advance=40;unitId=521072};{level=591;advance=40;unitId=510492};{level=591;advance=40;unitId=532022};{level=591;advance=40;unitId=540242}>,<{level=591;advance=40;unitId=531391}>,<{level=591;advance=40;unitId=511911};{level=591;advance=40;unitId=524031};{level=591;advance=40;unitId=513141};{level=591;advance=40;unitId=534081};{level=591;advance=40;unitId=541082}>,<{level=591;advance=40;unitId=534031}>,,,,<<13;1;24%>>,{451=50;452=20;gold=680000},<<gold;680000;1>;<451;50;1>;<452;20;1>>,130,130,130,第96关
200097,,,593,battle/scene/bg_sd.jpg,,,,4,2995,2995,2995,593,593,,,,26,,config/portrait/jinglingtouxiang1/img_260_cjjzg@.png,,,,,,,<cn>,<{level=593;advance=40;unitId=510331};{level=593;advance=40;unitId=521931};{level=593;advance=40;unitId=510392};{level=593;advance=40;unitId=534151};{level=593;advance=40;unitId=540144}>,<{level=593;advance=40;unitId=531314}>,<{level=593;advance=40;unitId=512993};{level=593;advance=40;unitId=523003};{level=593;advance=40;unitId=513592};{level=593;advance=40;unitId=530593};{level=593;advance=40;unitId=544671}>,<{level=593;advance=40;unitId=534141}>,,,,<<13;0;23%>;<24;0;23%>>,{502=1;451=50;gold=680000},<<gold;680000;1>;<451;50;1>;<502;1;1>>,130,130,130,第97关
200098,,,595,battle/scene/bg_tower.jpg,,,,5,2995,2995,2995,595,595,,,,26,,config/portrait/jinglingtouxiang1/img_633_dsl@.png,,,,,,,<cn>,<{level=595;advance=40;unitId=511398};{level=595;advance=40;unitId=520254};{level=595;advance=40;unitId=511671};{level=595;advance=40;unitId=530162};{level=595;advance=40;unitId=541032}>,<{level=595;advance=40;unitId=533141}>,<{level=595;advance=40;unitId=513681};{level=595;advance=40;unitId=521311};{level=595;advance=40;unitId=510902};{level=595;advance=40;unitId=532031};{level=595;advance=40;unitId=543843}>,<{level=595;advance=40;unitId=534853}>,,,,<<27;0;22%>;<26;0;22%>>,{rmb=100;451=50;gold=680000},<<gold;680000;1>;<451;50;1>;<rmb;100;1>>,130,130,130,第98关
200099,,,597,battle/scene/bg_grass.jpg,,,,5,2995,2995,2995,597,597,,,,26,,config/portrait/jinglingtouxiang1/img_807_jlal@.png,,,,,,,<cn>,<{level=597;advance=40;unitId=514191};{level=597;advance=40;unitId=523353};{level=597;advance=40;unitId=510432};{level=597;advance=40;unitId=531312};{level=597;advance=40;unitId=544151}>,<{level=597;advance=40;unitId=534161}>,<{level=597;advance=40;unitId=514852};{level=597;advance=40;unitId=520971};{level=597;advance=40;unitId=511502};{level=597;advance=40;unitId=530251};{level=597;advance=40;unitId=544071}>,<{level=597;advance=40;unitId=532383}>,,,,<<1;0;22%>>,{451=50;452=20;gold=680000},<<gold;680000;1>;<451;50;1>;<452;20;1>>,130,130,130,第99关
200100,,,599,battle/scene/bg_night.jpg,,,,5,2995,2995,2995,599,599,,,,26,,config/portrait/jinglingtouxiang1/img_1008_mld@.png,,,,,冰系怪物受击极大概率【永冻】攻击者1回合，冰系怪物少于4人或焰白酋雷姆阵亡时解除,每隔3个大回合满怒，且必杀伤害大幅度提升，电系怪物少于4人时该效果解除,<cn>,<{level=599;advance=40;unitId=513243};{level=599;advance=40;unitId=527161};{level=599;advance=40;unitId=513243};{level=599;advance=40;unitId=534161};{level=599;advance=40;unitId=544161}>,<{level=599;advance=40;unitId=560200}>,<{level=599;advance=40;unitId=514661};{level=599;advance=40;unitId=527131};{level=599;advance=40;unitId=513243};{level=599;advance=40;unitId=534682};{level=599;advance=40;unitId=540144}>,<{level=599;advance=40;unitId=570200}>,,,,<<27;0;32%>;<22;0;32%>;<26;1;32%>>,{501=1;451=50;gold=680000},<<gold;680000;1>;<451;50;1>;<501;1;1>>,130,130,130,第100关
