变量名,huodongID,daySum,themeType,themeName,themeName_tw,tabIndex,tabName,countType,taskType,taskParam,taskSpecialParam,desc,award,costMap,priceShow,buyMax
10219,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{15=1},15件饰品升级到1星,{20771=1;501=1;gold=50000},,,
10220,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{3=2},3件饰品升级到2星,{20771=1;501=1;gold=70000},,,
10221,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{8=2},8件饰品升级到2星,{20771=1;501=1;gold=90000},,,
10222,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{15=2},15件饰品升级到2星,{20771=1;501=1;gold=100000},,,
10223,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{3=3},3件饰品升级到3星,{20771=1;501=1;gold=100000},,,
10224,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{8=3},8件饰品升级到3星,{20771=1;501=1;gold=100000},,,
10225,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{15=3},15件饰品升级到3星,{20771=1;501=2;gold=100000},,,
10226,12002,3,2,第3天,第3天,2,饰品升星,1,12,,{8=4},8件饰品升级到4星,{20771=1;501=2;gold=100000},,,
10227,12002,3,2,第3天,第3天,3,限时折扣,3,72,,,限时折扣,{19=15},{rmb=480},{rmb=1500},
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第4天,,,,,{},,,
10301,12002,4,3,第4天,第4天,0,每日福利,1,15,4,,每日登录豪礼,{rmb=50;451=10;13=10;gold=12000},,,
10302,12002,4,3,第4天,第4天,0,每日福利,1,1,34,,等级达到34,{rmb=50;12=20;gold=10000},,,
10303,12002,4,3,第4天,第4天,0,每日福利,1,22,5000,,累积充值5000钻石,{520=10;4000=500},,,
10304,12002,4,3,第4天,第4天,1,竞技积分,1,43,6,,获得积分6,{20771=1;coin1=100},,,
10305,12002,4,3,第4天,第4天,1,竞技积分,1,43,12,,获得积分12,{20771=1;coin1=200},,,
10306,12002,4,3,第4天,第4天,1,竞技积分,1,43,24,,获得积分24,{20771=1;coin1=200},,,
10307,12002,4,3,第4天,第4天,1,竞技积分,1,43,36,,获得积分36,{20771=1;coin1=300;talent_point=1},,,
10308,12002,4,3,第4天,第4天,1,竞技积分,1,43,48,,获得积分48,{20771=1;coin1=300;talent_point=1},,,
10309,12002,4,3,第4天,第4天,1,竞技积分,1,43,60,,获得积分60,{20771=1;coin1=400;talent_point=1},,,
10310,12002,4,3,第4天,第4天,1,竞技积分,1,43,80,,获得积分80,{20771=1;coin1=800;talent_point=1},,,
10311,12002,4,3,第4天,第4天,1,竞技积分,1,43,100,,获得积分100,{20771=1;coin1=1000;talent_point=1},,,
10312,12002,4,3,第4天,第4天,2,竞技排名,1,44,3000,,获得排名3000,{20771=1;talent_point=1;gold=5000},,,
10313,12002,4,3,第4天,第4天,2,竞技排名,1,44,1000,,获得排名1000,{20771=1;talent_point=1;gold=8000},,,
10314,12002,4,3,第4天,第4天,2,竞技排名,1,44,300,,获得排名300,{20771=1;talent_point=1;gold=20000},,,
10315,12002,4,3,第4天,第4天,2,竞技排名,1,44,100,,获得排名100,{20771=1;talent_point=1;gold=30000},,,
10316,12002,4,3,第4天,第4天,2,竞技排名,1,44,30,,获得排名30,{20771=1;talent_point=1;gold=50000},,,
10317,12002,4,3,第4天,第4天,2,竞技排名,1,44,10,,获得排名10,{20771=1;talent_point=1;gold=60000},,,
10318,12002,4,3,第4天,第4天,2,竞技排名,1,44,3,,获得排名3,{20771=1;talent_point=1;gold=80000},,,
10319,12002,4,3,第4天,第4天,2,竞技排名,1,44,1,,获得排名1,{20771=1;talent_point=1;gold=100000},,,
10320,12002,4,3,第4天,第4天,3,限时折扣,3,72,,,限时折扣,{940=2;941=1},{rmb=580},{rmb=1680},
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第5天,,,,,{},,,
10401,12002,5,4,第5天,第5天,0,每日福利,1,15,5,,每日登录豪礼,{rmb=50;4000=20;13=20;gold=15000},,,
10402,12002,5,4,第5天,第5天,0,每日福利,1,1,38,,等级达到38,{rmb=50;12=20;gold=10000},,,
10403,12002,5,4,第5天,第5天,0,每日福利,1,22,10000,,累积充值10000钻石,{452=60;451=300},,,
10404,12002,5,4,第5天,第5天,1,冒险之路,1,77,100010,,冒险之路通关第10关,{20771=1;451=20},,,
10405,12002,5,4,第5天,第5天,1,冒险之路,1,77,100020,,冒险之路通关第20关,{20771=1;451=30},,,
10406,12002,5,4,第5天,第5天,1,冒险之路,1,77,100030,,冒险之路通关第30关,{20771=1;451=40},,,
10407,12002,5,4,第5天,第5天,1,冒险之路,1,77,100035,,冒险之路通关第35关,{20771=1;451=50},,,
10408,12002,5,4,第5天,第5天,1,冒险之路,1,77,100040,,冒险之路通关第40关,{20771=1;451=60},,,
10409,12002,5,4,第5天,第5天,1,冒险之路,1,77,100045,,冒险之路通关第45关,{20771=1;451=70},,,
10410,12002,5,4,第5天,第5天,1,冒险之路,1,77,100050,,冒险之路通关第50关,{20771=1;451=80},,,
10411,12002,5,4,第5天,第5天,1,冒险之路,1,77,100055,,冒险之路通关第55关,{20771=1;451=90},,,
10412,12002,5,4,第5天,第5天,1,冒险之路,1,77,100060,,冒险之路通关第60关,{20771=1;451=100},,,
10413,12002,5,4,第5天,第5天,2,努力培养,1,89,50,,努力值培养50次,{20771=1;452=10},,,
10414,12002,5,4,第5天,第5天,2,努力培养,1,89,100,,努力值培养100次,{20771=1;452=15},,,
10415,12002,5,4,第5天,第5天,2,努力培养,1,89,150,,努力值培养150次,{20771=1;452=20},,,
10416,12002,5,4,第5天,第5天,2,努力培养,1,89,200,,努力值培养200次,{20771=1;452=25},,,
10417,12002,5,4,第5天,第5天,2,努力培养,1,89,250,,努力值培养250次,{20771=1;452=30},,,
10418,12002,5,4,第5天,第5天,2,努力培养,1,89,300,,努力值培养300次,{20771=1;452=35},,,
10419,12002,5,4,第5天,第5天,2,努力培养,1,89,350,,努力值培养350次,{20771=1;452=40},,,
10420,12002,5,4,第5天,第5天,2,努力培养,1,89,400,,努力值培养400次,{20771=1;452=45},,,
10421,12002,5,4,第5天,第5天,3,限时折扣,3,72,,,限时折扣,{452=30;451=150},{rmb=680},{rmb=2000},
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第6天,,,,,{},,,
10501,12002,6,5,第6天,第6天,0,每日福利,1,15,6,,每日登录豪礼,{rmb=50;950=3;13=20;gold=20000},,,
10502,12002,6,5,第6天,第6天,0,每日福利,1,1,42,,等级达到42,{rmb=50;12=20;gold=10000},,,
10503,12002,6,5,第6天,第6天,0,每日福利,1,22,15000,,累积充值15000钻石,{6050=1},,,
10504,12002,6,5,第6天,第6天,1,以太积分,1,63,3000,,以太乐园积分达到3000,{20771=1;coin2=100;12=10},,,
10505,12002,6,5,第6天,第6天,1,以太积分,1,63,6000,,以太乐园积分达到6000,{20771=1;coin2=200;12=10},,,
10506,12002,6,5,第6天,第6天,1,以太积分,1,63,10000,,以太乐园积分达到10000,{20771=1;coin2=300;12=10},,,
10507,12002,6,5,第6天,第6天,1,以太积分,1,63,15000,,以太乐园积分达到15000,{20771=1;coin2=400;12=20},,,
10508,12002,6,5,第6天,第6天,1,以太积分,1,63,20000,,以太乐园积分达到20000,{20771=1;coin2=500;12=20},,,
10509,12002,6,5,第6天,第6天,1,以太积分,1,63,30000,,以太乐园积分达到30000,{20771=1;coin2=800;12=20},,,
10510,12002,6,5,第6天,第6天,1,以太积分,1,63,50000,,以太乐园积分达到50000,{20771=1;coin2=1500;12=30},,,
10511,12002,6,5,第6天,第6天,1,以太积分,1,63,100000,,以太乐园积分达到100000,{20771=1;coin2=3000;12=50},,,
10512,12002,6,5,第6天,第6天,2,以太层数,1,60,30,,以太乐园通过30个房间,{20771=1;4000=30;gold=10000},,,
10513,12002,6,5,第6天,第6天,2,以太层数,1,60,60,,以太乐园通过60个房间,{20771=1;4000=30;gold=20000},,,
10514,12002,6,5,第6天,第6天,2,以太层数,1,60,100,,以太乐园通过100个房间,{20771=1;4000=30;gold=30000},,,
10515,12002,6,5,第6天,第6天,2,以太层数,1,60,150,,以太乐园通过150个房间,{20771=1;4000=40;gold=40000},,,
10516,12002,6,5,第6天,第6天,2,以太层数,1,60,200,,以太乐园通过200个房间,{20771=1;4000=40;gold=50000},,,
10517,12002,6,5,第6天,第6天,2,以太层数,1,60,300,,以太乐园通过300个房间,{20771=1;4000=40;520=1},,,
10518,12002,6,5,第6天,第6天,3,限时折扣,3,72,,,限时折扣,{talent_point=8},{rmb=400},{rmb=2000},
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第7天,,,,,{},,,
10601,12002,7,6,第7天,第7天,0,每日福利,1,15,7,,每日登录豪礼,{rmb=100;2103=2;13=20;gold=30000},,,
10602,12002,7,6,第7天,第7天,0,每日福利,1,1,45,,等级达到45,{rmb=50;12=20;gold=10000},,,
10603,12002,7,6,第7天,第7天,0,每日福利,1,22,20000,,累积充值20000钻石,{502=30},,,
10604,12002,7,6,第7天,第7天,1,副本星数,1,8,200,,副本总星数达到200,{20771=1;4000=30;gold=10000},,,
10605,12002,7,6,第7天,第7天,1,副本星数,1,8,250,,副本总星数达到250,{20771=1;4000=30;gold=20000},,,
10606,12002,7,6,第7天,第7天,1,副本星数,1,8,300,,副本总星数达到300,{20771=1;4000=30;gold=30000},,,
10607,12002,7,6,第7天,第7天,1,副本星数,1,8,350,,副本总星数达到350,{20771=1;4000=40;gold=40000},,,
10608,12002,7,6,第7天,第7天,1,副本星数,1,8,400,,副本总星数达到400,{20771=1;4000=40;gold=50000},,,
10609,12002,7,6,第7天,第7天,1,副本星数,1,8,450,,副本总星数达到450,{20771=1;4000=40;520=1},,,
10610,12002,7,6,第7天,第7天,1,副本星数,1,8,500,,副本总星数达到500,{20771=1;4000=40;520=1},,,
10611,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{3=3},获得3个3星精灵,{20771=1;951=2;gold=10000},,,
10612,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{6=3},获得6个3星精灵,{20771=1;951=2;gold=20000},,,
10613,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{2=4},获得2个4星精灵,{20771=1;502=2;gold=20000},,,
10614,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{5=4},获得5个4星精灵,{20771=1;951=3;gold=50000},,,
10615,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{1=5},获得1个5星精灵,{20771=1;951=3;gold=100000},,,
10616,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{3=5},获得3个5星精灵,{20771=1;502=3;gold=100000},,,
10617,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{1=6},获得1个6星精灵,{20771=1;502=3;gold=150000},,,
10618,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{2=6},获得2个6星精灵,{20771=1;talent_point=10;gold=150000},,,
10619,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{1=7},获得1个7星精灵,{20771=1;502=5;gold=200000},,,
10620,12002,7,6,第7天,第7天,2,精灵升星,1,10,,{2=7},获得2个7星精灵,{20771=1;502=5;gold=300000},,,
10621,12002,7,6,第7天,第7天,3,限时折扣,3,72,,,限时折扣,{501=4},{rmb=800},{rmb=3000},
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第8天,,,,,{},,,
10701,12002,8,7,第8天,第8天,0,每日福利,1,15,8,,每日登录豪礼,{rmb=50;5000=10;503=1;gold=30000},,,
10702,12002,8,7,第8天,第8天,1,派遣任务,3,85,5,,当日起完成派遣任务5次,{2101=10;gold=10000},,,
10703,12002,8,7,第8天,第8天,1,派遣任务,3,85,10,,当日起完成派遣任务10次,{2101=10;gold=20000},,,
10704,12002,8,7,第8天,第8天,1,派遣任务,3,85,20,,当日起完成派遣任务20次,{2101=10;gold=30000},,,
10705,12002,8,7,第8天,第8天,1,派遣任务,3,85,30,,当日起完成派遣任务30次,{2102=10;gold=40000},,,
10706,12002,8,7,第8天,第8天,1,派遣任务,3,85,40,,当日起完成派遣任务40次,{2102=10;gold=50000},,,
10707,12002,8,7,第8天,第8天,1,派遣任务,3,85,60,,当日起完成派遣任务60次,{2103=6;gold=60000},,,
10708,12002,8,7,第8天,第8天,1,派遣任务,3,85,80,,当日起完成派遣任务80次,{2103=6;gold=70000},,,
,12002,8,7,第8天,第8天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,8,7,第8天,第8天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第9天,,,,,{},,,
10801,12002,9,8,第9天,第9天,0,每日福利,1,15,9,,每日登录豪礼,{rmb=50;950=5;520=1;gold=30000},,,
10802,12002,9,8,第9天,第9天,1,聚宝次数,3,18,2,,当日起聚宝金币2次,{900=10;rmb=20},,,
10803,12002,9,8,第9天,第9天,1,聚宝次数,3,18,4,,当日起聚宝金币4次,{900=10;rmb=20},,,
10804,12002,9,8,第9天,第9天,1,聚宝次数,3,18,10,,当日起聚宝金币10次,{900=10;rmb=20},,,
10805,12002,9,8,第9天,第9天,1,聚宝次数,3,18,20,,当日起聚宝金币20次,{901=10;rmb=40},,,
10806,12002,9,8,第9天,第9天,1,聚宝次数,3,18,30,,当日起聚宝金币30次,{901=10;rmb=40},,,
10807,12002,9,8,第9天,第9天,1,聚宝次数,3,18,40,,当日起聚宝金币40次,{901=10;rmb=40},,,
10808,12002,9,8,第9天,第9天,1,聚宝次数,3,18,60,,当日起聚宝金币60次,{902=10;rmb=60},,,
10809,12002,9,8,第9天,第9天,1,聚宝次数,3,18,80,,当日起聚宝金币80次,{902=10;rmb=60},,,
,12002,9,8,第9天,第9天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,9,8,第9天,第9天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第10天,,,,,{},,,
10901,12002,10,9,第10天,第10天,0,每日福利,1,15,10,,每日登录豪礼,{rmb=50;930=10;519=1;gold=50000},,,
10902,12002,10,9,第10天,第10天,1,竞技战斗,3,41,10,,当日起竞技场战斗10次,{coin1=200;talent_point=1},,,
10903,12002,10,9,第10天,第10天,1,竞技战斗,3,41,20,,当日起竞技场战斗20次,{coin1=300;talent_point=1},,,
10904,12002,10,9,第10天,第10天,1,竞技战斗,3,41,30,,当日起竞技场战斗30次,{coin1=300;talent_point=1},,,
10905,12002,10,9,第10天,第10天,1,竞技战斗,3,41,40,,当日起竞技场战斗40次,{coin1=400;talent_point=2},,,
10906,12002,10,9,第10天,第10天,1,竞技战斗,3,41,60,,当日起竞技场战斗60次,{coin1=800;talent_point=2},,,
10907,12002,10,9,第10天,第10天,1,竞技战斗,3,41,80,,当日起竞技场战斗80次,{coin1=1000;talent_point=2},,,
,12002,10,9,第10天,第10天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,10,9,第10天,第10天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第11天,,,,,{},,,
11001,12002,11,10,第11天,第11天,0,每日福利,1,15,11,,每日登录豪礼,{rmb=50;452=20;503=1;gold=50000},,,
11002,12002,11,10,第11天,第11天,1,活动副本,3,32,5,,当日起活动副本战斗5次,{900=10;13=10;gold=50000},,,
11003,12002,11,10,第11天,第11天,1,活动副本,3,32,10,,当日起活动副本战斗10次,{900=10;13=10;gold=50000},,,
11004,12002,11,10,第11天,第11天,1,活动副本,3,32,20,,当日起活动副本战斗20次,{901=10;13=10;gold=50000},,,
11005,12002,11,10,第11天,第11天,1,活动副本,3,32,30,,当日起活动副本战斗30次,{901=10;13=20;gold=100000},,,
11006,12002,11,10,第11天,第11天,1,活动副本,3,32,40,,当日起活动副本战斗40次,{902=10;13=20;gold=100000},,,
11007,12002,11,10,第11天,第11天,1,活动副本,3,32,60,,当日起活动副本战斗60次,{902=10;13=20;gold=100000},,,
,12002,11,10,第11天,第11天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,11,10,第11天,第11天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第12天,,,,,{},,,
11101,12002,12,11,第12天,第12天,0,每日福利,1,15,12,,每日登录豪礼,{rmb=50;4000=50;520=1;gold=50000},,,
11102,12002,12,11,第12天,第12天,1,累计通关,3,33,60,,当日起累计通关关卡60次,{14=5;5000=5},,,
11103,12002,12,11,第12天,第12天,1,累计通关,3,33,120,,当日起累计通关关卡120次,{14=10;5000=10},,,
11104,12002,12,11,第12天,第12天,1,累计通关,3,33,180,,当日起累计通关关卡180次,{14=15;5000=15},,,
11105,12002,12,11,第12天,第12天,1,累计通关,3,33,240,,当日起累计通关关卡240次,{14=20;5000=20},,,
11106,12002,12,11,第12天,第12天,1,累计通关,3,33,300,,当日起累计通关关卡300次,{14=30;5000=30},,,
,12002,12,11,第12天,第12天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,12,11,第12天,第12天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第13天,,,,,{},,,
11201,12002,13,12,第13天,第13天,0,每日福利,1,15,13,,每日登录豪礼,{rmb=50;501=1;519=1;gold=70000},,,
11202,12002,13,12,第13天,第13天,1,公会捐献,3,55,5,,当日起公会捐献5次,{coin3=200;951=2},,,
11203,12002,13,12,第13天,第13天,1,公会捐献,3,55,10,,当日起公会捐献10次,{coin3=200;951=2},,,
11204,12002,13,12,第13天,第13天,1,公会捐献,3,55,20,,当日起公会捐献20次,{coin3=300;951=3},,,
11205,12002,13,12,第13天,第13天,1,公会捐献,3,55,30,,当日起公会捐献30次,{coin3=300;951=3},,,
11206,12002,13,12,第13天,第13天,1,公会捐献,3,55,40,,当日起公会捐献40次,{coin3=400;951=4},,,
11207,12002,13,12,第13天,第13天,1,公会捐献,3,55,50,,当日起公会捐献50次,{coin3=400;951=4},,,
,12002,13,12,第13天,第13天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,13,12,第13天,第13天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第14天,,,,,{},,,
11301,12002,14,13,第14天,第14天,0,每日福利,1,15,14,,每日登录豪礼,{922=1;522=3;14=10;gold=70000},,,
11302,12002,14,13,第14天,第14天,1,购买体力,3,26,4,,当日起购买体力4次,{515=1;gold=20000},,,
11303,12002,14,13,第14天,第14天,1,购买体力,3,26,8,,当日起购买体力8次,{515=1;gold=20000},,,
11304,12002,14,13,第14天,第14天,1,购买体力,3,26,12,,当日起购买体力12次,{515=1;gold=20000},,,
11305,12002,14,13,第14天,第14天,1,购买体力,3,26,20,,当日起购买体力20次,{515=2;gold=30000},,,
11306,12002,14,13,第14天,第14天,1,购买体力,3,26,30,,当日起购买体力30次,{515=2;gold=30000},,,
11307,12002,14,13,第14天,第14天,1,购买体力,3,26,40,,当日起购买体力40次,{515=3;gold=50000},,,
11308,12002,14,13,第14天,第14天,1,购买体力,3,26,50,,当日起购买体力50次,{515=3;gold=50000},,,
,12002,14,13,第14天,第14天,2,限时折扣,2,72,,,金币折扣,{100=5;500=1;gold=10},,,
,12002,14,13,第14天,第14天,2,限时折扣,2,72,,,钻石折扣,{100=5;500=1;gold=10},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第15天,,,,,{},,,
11401,12002,15,14,第15天,第15天,0,每日福利,1,15,8,,每日登录豪礼,{rmb=50;5000=10;503=1;gold=30000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第16天,,,,,{},,,
11501,12002,16,15,第16天,第16天,0,每日福利,1,15,9,,每日登录豪礼,{rmb=50;950=5;520=1;gold=30000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第17天,,,,,{},,,
11601,12002,17,16,第17天,第17天,0,每日福利,1,15,10,,每日登录豪礼,{rmb=50;930=10;519=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第18天,,,,,{},,,
11701,12002,18,17,第18天,第18天,0,每日福利,1,15,11,,每日登录豪礼,{rmb=50;452=20;503=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第19天,,,,,{},,,
11801,12002,19,18,第19天,第19天,0,每日福利,1,15,12,,每日登录豪礼,{rmb=50;4000=50;520=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第20天,,,,,{},,,
11901,12002,20,19,第20天,第20天,0,每日福利,1,15,13,,每日登录豪礼,{rmb=50;501=1;519=1;gold=70000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第21天,,,,,{},,,
12001,12002,21,20,第21天,第21天,0,每日福利,1,15,14,,每日登录豪礼,{922=1;522=3;14=10;gold=70000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第22天,,,,,{},,,
12101,12002,22,21,第22天,第22天,0,每日福利,1,15,8,,每日登录豪礼,{rmb=50;5000=10;503=1;gold=30000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第23天,,,,,{},,,
12201,12002,23,22,第23天,第23天,0,每日福利,1,15,9,,每日登录豪礼,{rmb=50;950=5;520=1;gold=30000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第24天,,,,,{},,,
12301,12002,24,23,第24天,第24天,0,每日福利,1,15,10,,每日登录豪礼,{rmb=50;930=10;519=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第25天,,,,,{},,,
12401,12002,25,24,第25天,第25天,0,每日福利,1,15,11,,每日登录豪礼,{rmb=50;452=20;503=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第26天,,,,,{},,,
12501,12002,26,25,第26天,第26天,0,每日福利,1,15,12,,每日登录豪礼,{rmb=50;4000=50;520=1;gold=50000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第27天,,,,,{},,,
12601,12002,27,26,第27天,第27天,0,每日福利,1,15,13,,每日登录豪礼,{rmb=50;501=1;519=1;gold=70000},,,
,,,,,,,,,,,,,{},,,
,,,,,,,,第28天,,,,,{},,,
12701,12002,28,27,第28天,第28天,0,每日福利,1,15,14,,每日登录豪礼,{922=1;522=3;14=10;gold=70000},,,
,,,,,,,,第1天,,,,,{},,,
20001,12003,1,0,第1天,第1天,0,副本挑战,1,29,50,,普通副本挑战50次,{6331=1;930=10;5000=10;rmb=10},,,
20002,12003,1,0,第1天,第1天,0,副本挑战,1,29,100,,普通副本挑战100次,{6331=1;930=10;5000=12;rmb=20},,,
20003,12003,1,0,第1天,第1天,0,副本挑战,1,29,200,,普通副本挑战200次,{6331=1;930=10;5000=14;rmb=30},,,
20004,12003,1,0,第1天,第1天,0,副本挑战,1,29,300,,普通副本挑战300次,{6331=1;930=15;5000=16;rmb=40},,,
20005,12003,1,0,第1天,第1天,0,副本挑战,1,29,450,,普通副本挑战450次,{6331=1;930=20;5000=18;rmb=50},,,
20006,12003,1,0,第1天,第1天,0,副本挑战,1,29,600,,普通副本挑战600次,{6331=1;930=30;5000=20;rmb=60},,,
20007,12003,1,0,第1天,第1天,0,副本挑战,1,29,750,,普通副本挑战750次,{6331=1;930=40;5000=30;rmb=90},,,
20008,12003,1,0,第1天,第1天,0,副本挑战,1,29,900,,普通副本挑战900次,{6331=1;930=50;5000=50;rmb=120},,,
20009,12003,1,0,第1天,第1天,1,困难挑战,1,30,20,,困难副本挑战20次,{6331=1;100=1;503=1;602=2},,,
20010,12003,1,0,第1天,第1天,1,困难挑战,1,30,40,,困难副本挑战40次,{6331=1;100=2;503=2;602=2},,,
20011,12003,1,0,第1天,第1天,1,困难挑战,1,30,60,,困难副本挑战60次,{6331=1;100=3;503=2;602=3},,,
20012,12003,1,0,第1天,第1天,1,困难挑战,1,30,90,,困难副本挑战90次,{6331=1;100=4;503=3;602=3},,,
20013,12003,1,0,第1天,第1天,1,困难挑战,1,30,120,,困难副本挑战120次,{6331=1;100=5;503=3;602=4},,,
20014,12003,1,0,第1天,第1天,1,困难挑战,1,30,150,,困难副本挑战150次,{6331=1;100=6;503=4;602=5},,,
20015,12003,1,0,第1天,第1天,1,困难挑战,1,30,200,,困难副本挑战200次,{6331=1;100=7;503=5;602=6},,,
,,,,,,,,第2天,,,,,{},,,
20101,12003,2,1,第2天,第2天,0,派遣任务,3,85,5,,当日起完成派遣任务5次,{6331=1;2101=10;gold=10000},,,
20102,12003,2,1,第2天,第2天,0,派遣任务,3,85,10,,当日起完成派遣任务10次,{6331=1;2101=10;gold=20000},,,
20103,12003,2,1,第2天,第2天,0,派遣任务,3,85,20,,当日起完成派遣任务20次,{6331=1;2101=10;gold=30000},,,
20104,12003,2,1,第2天,第2天,0,派遣任务,3,85,30,,当日起完成派遣任务30次,{6331=1;2102=10;gold=40000},,,
20105,12003,2,1,第2天,第2天,0,派遣任务,3,85,40,,当日起完成派遣任务40次,{6331=1;2102=10;gold=50000},,,
20106,12003,2,1,第2天,第2天,0,派遣任务,3,85,50,,当日起完成派遣任务50次,{6331=1;2103=6;gold=60000},,,
20107,12003,2,1,第2天,第2天,0,派遣任务,3,85,60,,当日起完成派遣任务60次,{6331=1;2103=6;gold=70000},,,
20108,12003,2,1,第2天,第2天,1,精灵突破,3,35,2,,当日起精灵突破2次,{6331=1;850=20;gold=20000},,,
20109,12003,2,1,第2天,第2天,1,精灵突破,3,35,4,,当日起精灵突破4次,{6331=1;850=30;gold=40000},,,
20110,12003,2,1,第2天,第2天,1,精灵突破,3,35,6,,当日起精灵突破6次,{6331=1;850=40;gold=60000},,,
20111,12003,2,1,第2天,第2天,1,精灵突破,3,35,8,,当日起精灵突破8次,{6331=1;850=50;gold=80000},,,
20112,12003,2,1,第2天,第2天,1,精灵突破,3,35,10,,当日起精灵突破10次,{6331=1;850=60;gold=100000},,,
20113,12003,2,1,第2天,第2天,1,精灵突破,3,35,15,,当日起精灵突破15次,{6331=1;850=80;gold=120000},,,
20114,12003,2,1,第2天,第2天,1,精灵突破,3,35,20,,当日起精灵突破20次,{6331=1;850=100;gold=160000},,,
20115,12003,2,1,第2天,第2天,2,金币消耗,3,20,2000000,,当日起金币消耗2000000,{6331=1;13=10;gold=200000},,,
20116,12003,2,1,第2天,第2天,2,金币消耗,3,20,4000000,,当日起金币消耗4000000,{6331=1;13=15;gold=300000},,,
20117,12003,2,1,第2天,第2天,2,金币消耗,3,20,6000000,,当日起金币消耗6000000,{6331=1;13=20;gold=400000},,,
20118,12003,2,1,第2天,第2天,2,金币消耗,3,20,9000000,,当日起金币消耗9000000,{6331=1;13=30;gold=500000},,,
20119,12003,2,1,第2天,第2天,2,金币消耗,3,20,12000000,,当日起金币消耗12000000,{6331=1;13=40;gold=600000},,,
20120,12003,2,1,第2天,第2天,2,金币消耗,3,20,18000000,,当日起金币消耗18000000,{6331=1;13=60;gold=900000},,,
20121,12003,2,1,第2天,第2天,2,金币消耗,3,20,24000000,,当日起金币消耗24000000,{6331=1;13=80;gold=1200000},,,
20122,12003,2,1,第2天,第2天,2,金币消耗,3,20,30000000,,当日起金币消耗30000000,{6331=1;13=100;gold=2000000},,,
,,,,,,,,第3天,,,,,{},,,
20201,12003,3,2,第3天,第3天,0,竞技积分,3,41,4,,当日起竞技场战斗4次,{6331=1;coin1=200;talent_point=1},,,
