变量名,huodongID,costMap,items,exchangeTimes,limit,desc
2497,10223,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2498,10223,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2499,10223,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2500,10223,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2501,10223,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2511,10224,{6368=2;6369=2},{2018=1},1,,国庆头像框
2512,10224,{6368=2;6369=2;6370=2;6371=2},{2407=1},1,,国庆称号
2513,10224,{6368=1;6370=1},{2317=1},1,,国庆头像
2514,10224,{6370=2;6371=2},{2017=1},1,,中秋头像框
2515,10224,{6368=2;6369=2;6370=2;6371=2},{2406=1},1,,中秋称号
2516,10224,{6369=1;6371=1},{2316=1},1,,中秋头像
2517,10224,{6368=6;6369=6;6370=6;6371=6},{2204=1},1,,布尔美丽的信物
2518,10224,{6368=8;6369=8;6370=8;6371=8},{925=1},1,,S精灵选择宝箱
2519,10224,{6368=10;6369=10;6370=10;6371=10},{6059=1},1,,饰品觉醒选择箱子
2520,10224,{6368=6;6369=6;6370=6;6371=6},{2152=1},1,,紫色万能石
2521,10224,{6368=3;6369=3;6370=3;6371=3},{rmb=888},1,,钻石
2522,10224,{6368=4;6369=4},{973=1},2,,随机橙色符石宝箱
2523,10224,{6370=3;6371=3},{501=1},3,,饰品升星道具
2524,10224,{6368=2;6370=2},{962=1},3,,紫色探险器宝箱
2525,10224,{6369=2;6371=2},{talent_point=2},3,,天赋点
2526,10224,{6368=1},{gold=100000},40,,金币
2527,10224,{6369=1},{930=6},40,,突破材料箱子
2528,10224,{6370=1},{5000=6},40,,强化药剂
2529,10224,{6371=1},{2103=1},40,,携带紫强化
,,,,,,
2531,10225,{6071=20},{2152=1},4,,紫携带万能*1
2532,10225,{6071=60},{945=1},2,,紫携带任选*1
2533,10225,{6071=120},{2153=1},3,,橙携带万能*1
2534,10225,{6071=240},{6237=1},1,,橙携带*1
2535,10225,{6071=240},{6238=1},1,,橙携带*1
,,,,,,
2540,10226,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2541,10226,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2542,10226,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2543,10226,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2544,10226,{6302=6},{21241=5},50,,紫色购物券*6   兑换   雷吉斯奇鲁*5
2545,10226,{6302=6},{22991=5},50,,紫色购物券*6   兑换   雷公碎片*5
2546,10226,{6302=6},{22401=5},50,,紫色购物券*6   兑换   雷公碎片*5
2547,10226,{6301=3;6302=3},{20711=3},50,,蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3
2548,10226,{6301=3;6302=3},{23351=3},50,,蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3
2549,10226,{6301=3;6302=3},{22031=3},50,,蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3
2550,10226,{6301=5},{23501=3},50,,蓝色购物券*5   兑换   小火龙碎片*3
2551,10226,{6301=5},{22841=3},50,,蓝色购物券*5   兑换   火狐狸碎片*3
2552,10226,{6301=5},{21851=3},50,,蓝色购物券*5   兑换   咕妞妞碎片*3
2553,10226,{6301=5},{23511=3},50,,蓝色购物券*5   兑换   海星星碎片*3
2554,10226,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2555,10226,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2556,10226,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2557,10226,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2558,10226,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2559,10226,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2560,10226,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2561,10226,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2562,10226,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2563,10226,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2570,10227,{6071=20},{2152=1},4,,紫携带万能*1
2571,10227,{6071=60},{945=1},2,,紫携带任选*1
2572,10227,{6071=120},{2153=1},3,,橙携带万能*1
2573,10227,{6071=240},{6239=1},1,,橙携带*1
2574,10227,{6071=240},{6240=1},1,,橙携带*1
,,,,,,
2580,10228,{6381=6},{2318=1},1,,万圣头像*1
2581,10228,{6381=12},{2019=1},1,,万圣头像框*1
2582,10228,{6381=15},{2408=1},1,,万圣称号*1
2584,10228,{6381=5},{6383=1},1,,万圣节金币礼包*1
2585,10228,{6381=5},{6384=1},1,,万圣节钻石礼盒*1
2586,10228,{6381=2},{521=1},3,,神兽万能碎片*1
2587,10228,{6381=3},{501=1},1,,饰品升星道具
2588,10228,{6381=1},{602=1},10,,银项链*1
2589,10228,{6381=1},{2103=1},10,,紫强化*1
2590,10228,{6381=1},{851=10},10,,紫色潜能石*10
2591,10228,{6381=1},{850=20},10,,蓝色潜能石*20
2592,10228,{6381=1},{5000=5},10,,晶石盒子*5
2593,10228,{6381=1},{930=5},10,,能量药剂*5
2594,10228,{6381=1},{gold=50000},10,,金币*5W
,,,,,,
2600,10229,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2601,10229,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2602,10229,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2603,10229,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2604,10229,{6302=6},{20161=5},50,,紫色购物券*6   兑换   雷吉斯奇鲁*5
2605,10229,{6302=6},{21931=5},50,,紫色购物券*6   兑换   雷公碎片*5
2606,10229,{6302=6},{22471=5},50,,紫色购物券*6   兑换   雷公碎片*5
2607,10229,{6301=3;6302=3},{20401=3},50,,蓝色购物券*3 紫色购物券*3   兑换   烛光灵碎片*3
2608,10229,{6301=3;6302=3},{21841=3},50,,蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3
2609,10229,{6301=3;6302=3},{23001=3},50,,蓝色购物券*3 紫色购物券*3   兑换   单首龙碎片*3
2610,10229,{6301=5},{22921=3},50,,蓝色购物券*5   兑换   小火龙碎片*3
2611,10229,{6301=5},{22922=3},50,,蓝色购物券*5   兑换   火狐狸碎片*3
2612,10229,{6301=5},{20281=3},50,,蓝色购物券*5   兑换   咕妞妞碎片*3
2613,10229,{6301=5},{21611=3},50,,蓝色购物券*5   兑换   海星星碎片*3
2614,10229,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2615,10229,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2616,10229,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2617,10229,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2618,10229,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2619,10229,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2620,10229,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2621,10229,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2622,10229,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2623,10229,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2630,10230,{6071=20},{2152=1},4,,紫携带万能*1
2631,10230,{6071=60},{945=1},2,,紫携带任选*1
2632,10230,{6071=120},{2153=1},3,,橙携带万能*1
2633,10230,{6071=240},{6241=1},1,,橙携带*1
2634,10230,{6071=240},{6242=1},1,,橙携带*1
,,,,,,
2640,10231,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2641,10231,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2642,10231,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2643,10231,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2644,10231,{6302=6},{22821=5},50,,紫色购物券*6
2645,10231,{6302=6},{20731=5},50,,紫色购物券*6
2646,10231,{6302=6},{23151=5},50,,紫色购物券*6
2647,10231,{6301=3;6302=3},{20261=3},50,,蓝色购物券*3 紫色购物券*3
2648,10231,{6301=3;6302=3},{23411=3},50,,蓝色购物券*3 紫色购物券*3
2649,10231,{6301=3;6302=3},{21311=3},50,,蓝色购物券*3 紫色购物券*3
2650,10231,{6301=5},{20131=3},50,,蓝色购物券*5
2651,10231,{6301=5},{20301=3},50,,蓝色购物券*5
2652,10231,{6301=5},{22481=3},50,,蓝色购物券*5
2653,10231,{6301=5},{23471=3},50,,蓝色购物券*5
2654,10231,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2655,10231,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2656,10231,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2657,10231,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2658,10231,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2659,10231,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2660,10231,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2661,10231,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2662,10231,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2663,10231,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2670,10232,{6071=20},{2152=1},4,,紫携带万能*1
2671,10232,{6071=60},{945=1},2,,紫携带任选*1
2672,10232,{6071=120},{2153=1},3,,橙携带万能*1
2673,10232,{6071=240},{6243=1},1,,橙携带*1
2674,10232,{6071=240},{6244=1},1,,橙携带*1
,,,,,,
2680,10233,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2681,10233,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2682,10233,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2683,10233,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2684,10233,{6302=6},{20741=5},50,,紫色购物券*6
2685,10233,{6302=6},{21911=5},50,,紫色购物券*6
2686,10233,{6302=6},{20641=5},50,,紫色购物券*6
2687,10233,{6301=3;6302=3},{21391=3},50,,蓝色购物券*3 紫色购物券*3
2688,10233,{6301=3;6302=3},{20241=3},50,,蓝色购物券*3 紫色购物券*3
2689,10233,{6301=3;6302=3},{21421=3},50,,蓝色购物券*3 紫色购物券*3
2690,10233,{6301=5},{20271=3},50,,蓝色购物券*5
2691,10233,{6301=5},{20371=3},50,,蓝色购物券*5
2692,10233,{6301=5},{22071=3},50,,蓝色购物券*5
2693,10233,{6301=5},{23281=3},50,,蓝色购物券*5
2694,10233,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2695,10233,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2696,10233,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2697,10233,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2698,10233,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2699,10233,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2700,10233,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2701,10233,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2702,10233,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2703,10233,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2710,10234,{6071=20},{2152=1},4,,紫携带万能*1
2711,10234,{6071=60},{945=1},2,,紫携带任选*1
2712,10234,{6071=120},{2153=1},3,,橙携带万能*1
2713,10234,{6071=240},{6245=1},1,,橙携带*1
2714,10234,{6071=240},{6246=1},1,,橙携带*1
,,,,,,
2720,10235,{6071=20},{2152=1},4,,紫携带万能*1
2721,10235,{6071=60},{945=1},2,,紫携带任选*1
2722,10235,{6071=120},{2153=1},3,,橙携带万能*1
2723,10235,{6071=240},{6247=1},1,,橙携带*1
2724,10235,{6071=240},{6248=1},1,,橙携带*1
,10235,{6071=240},{6108=1},1,,橙携带*1
,,,,,,
2730,10236,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2731,10236,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2732,10236,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2733,10236,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2734,10236,{6302=6},{21221=5},50,,紫色购物券*6
2735,10236,{6302=6},{23771=5},50,,紫色购物券*6
2736,10236,{6302=6},{20631=5},50,,紫色购物券*6
2737,10236,{6301=3;6302=3},{20881=3},50,,蓝色购物券*3 紫色购物券*3
2738,10236,{6301=3;6302=3},{22031=3},50,,蓝色购物券*3 紫色购物券*3
2739,10236,{6301=3;6302=3},{21071=3},50,,蓝色购物券*3 紫色购物券*3
2740,10236,{6301=5},{22891=3},50,,蓝色购物券*5
2741,10236,{6301=5},{23431=3},50,,蓝色购物券*5
2742,10236,{6301=5},{20091=3},50,,蓝色购物券*5
2743,10236,{6301=5},{20551=3},50,,蓝色购物券*5
2744,10236,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2745,10236,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2746,10236,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2747,10236,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2748,10236,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2749,10236,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2750,10236,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2751,10236,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2752,10236,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2753,10236,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2760,10237,{6336=20;6337=20;rmb=1888},{8010=1},1,,皮肤
2761,10237,{6336=3;6337=3},{2321=1},1,,大奶罐·2021
2762,10237,{6336=5;6337=5},{2022=1},1,,元宵头像框
2763,10237,{6336=10;6337=10},{2411=1},1,,圆圆满满
2764,10237,{6336=6;6337=6},{922=1},1,,S级精灵球*1
2765,10237,{6336=1;6337=1},{6338=2},5,,元宵*2
2766,10237,{6336=2;6337=2},{talent_point=2},3,,天赋点*2
2767,10237,{6336=1;6337=1},{502=1},5,,万能碎片*1
2768,10237,{6336=3;6337=3},{501=1},3,,饰品升星道具*1
2769,10237,{6336=2;6337=2},{519=1},5,,抽卡券*1
2770,10237,{6336=1;6337=1},{503=2},5,,饰品抽卡券*2
2771,10237,{6336=1;6337=1},{520=1},5,,探险器抽卡券*1
2772,10237,{6336=1},{gold=50000},30,,金币*5W
2773,10237,{6336=1},{5000=5},30,,晶石盒子*5
2774,10237,{6336=1},{2102=1},30,,蓝强化*1
2775,10237,{6337=1},{930=5},30,,能量药剂*5
2776,10237,{6337=1},{902=1},30,,高级好感度礼盒*1
2777,10237,{6337=1},{850=20},30,,蓝色潜能石*20
,,,,,,
2780,10238,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2781,10238,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2782,10238,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2783,10238,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2784,10238,{6302=6},{20721=5},50,,紫色购物券*6
2785,10238,{6302=6},{23841=5},50,,紫色购物券*6
2786,10238,{6302=6},{21921=5},50,,紫色购物券*6
2787,10238,{6301=3;6302=3},{20601=3},50,,蓝色购物券*3 紫色购物券*3
2788,10238,{6301=3;6302=3},{23141=3},50,,蓝色购物券*3 紫色购物券*3
2789,10238,{6301=3;6302=3},{21391=3},50,,蓝色购物券*3 紫色购物券*3
2790,10238,{6301=5},{22681=3},50,,蓝色购物券*5
2791,10238,{6301=5},{22871=3},50,,蓝色购物券*5
2792,10238,{6301=5},{23011=3},50,,蓝色购物券*5
2793,10238,{6301=5},{22301=3},50,,蓝色购物券*5
2794,10238,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2795,10238,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2796,10238,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2797,10238,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2798,10238,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2799,10238,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2800,10238,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2801,10238,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2802,10238,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2803,10238,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2810,10239,{6071=20},{2152=1},4,,紫携带万能*1
2811,10239,{6071=60},{945=1},2,,紫携带任选*1
2812,10239,{6071=120},{2153=1},3,,橙携带万能*1
2813,10239,{6071=240},{6249=1},1,,橙携带*1
2814,10239,{6071=240},{6250=1},1,,橙携带*1
,,,,,,
2820,10240,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2821,10240,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2822,10240,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2823,10240,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2824,10240,{6302=6},{21891=5},50,,紫色购物券*6
2825,10240,{6302=6},{21031=5},50,,紫色购物券*6
2826,10240,{6302=6},{21231=5},50,,紫色购物券*6
2827,10240,{6301=3;6302=3},{21311=3},50,,蓝色购物券*3 紫色购物券*3
2828,10240,{6301=3;6302=3},{21811=3},50,,蓝色购物券*3 紫色购物券*3
2829,10240,{6301=3;6302=3},{21081=3},50,,蓝色购物券*3 紫色购物券*3
2830,10240,{6301=5},{22011=3},50,,蓝色购物券*5
2831,10240,{6301=5},{23471=3},50,,蓝色购物券*5
2832,10240,{6301=5},{20341=3},50,,蓝色购物券*5
2833,10240,{6301=5},{21861=3},50,,蓝色购物券*5
2834,10240,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2835,10240,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2836,10240,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2837,10240,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2838,10240,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2839,10240,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2840,10240,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2841,10240,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2842,10240,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2843,10240,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2850,10241,{6071=20},{2152=1},4,,紫携带万能*1
2851,10241,{6071=60},{945=1},2,,紫携带任选*1
2852,10241,{6071=120},{2153=1},4,,橙携带万能*1
2853,10241,{6071=240},{6900=1},1,,橙携带*1
2854,10241,{6071=240},{6901=1},1,,橙携带*1
,,,,,,
2860,10242,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2861,10242,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2862,10242,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2863,10242,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2864,10242,{6302=6},{21241=5},50,,紫色购物券*6
2865,10242,{6302=6},{24131=5},50,,紫色购物券*6
2866,10242,{6302=6},{21901=5},50,,紫色购物券*6
2867,10242,{6301=3;6302=3},{22721=3},50,,蓝色购物券*3 紫色购物券*3
2868,10242,{6301=3;6302=3},{23351=3},50,,蓝色购物券*3 紫色购物券*3
2869,10242,{6301=3;6302=3},{21501=3},50,,蓝色购物券*3 紫色购物券*3
2870,10242,{6301=5},{22271=3},50,,蓝色购物券*5
2871,10242,{6301=5},{22611=3},50,,蓝色购物券*5
2872,10242,{6301=5},{22631=3},50,,蓝色购物券*5
2873,10242,{6301=5},{23341=3},50,,蓝色购物券*5
2874,10242,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2875,10242,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2876,10242,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2877,10242,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2878,10242,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2879,10242,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2880,10242,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2881,10242,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2882,10242,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2883,10242,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2890,10243,{6071=20},{2152=1},4,,紫携带万能*1
2891,10243,{6071=60},{945=1},2,,紫携带任选*1
2892,10243,{6071=120},{2153=1},4,,橙携带万能*1
2893,10243,{6071=240},{6902=1},1,,橙携带*1
2894,10243,{6071=240},{6903=1},1,,橙携带*1
,,,,,,
2900,10244,{6349=10},{2028=1},1,,六一头像框*1
2901,10244,{6349=20},{6351=1},1,,六一礼盒*1
2902,10244,{6349=20},{2417=1},1,,六一称号*1
2903,10244,{6349=8},{2326=1},1,,六一头像*1
2904,10244,{6349=3},{2305=1},1,,六一搞怪头像*1
2905,10244,{6349=3},{2310=1},1,,六一搞怪头像*1
2906,10244,{6349=3},{2312=1},1,,六一搞怪头像*1
2907,10244,{6349=2},{850=20},20,,蓝色潜能石*20
2908,10244,{6349=2},{5000=5},20,,晶石盒子*5
2909,10244,{6349=2},{930=5},20,,能量药剂*5
2910,10244,{6349=2},{gold=50000},20,,金币*5W
,,,,,,
2920,10245,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2921,10245,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2922,10245,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2923,10245,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2924,10245,{6302=6},{20861=5},50,,紫色购物券*6
2925,10245,{6302=6},{23661=5},50,,紫色购物券*6
2926,10245,{6302=6},{21931=5},50,,紫色购物券*6
2927,10245,{6301=3;6302=3},{23021=3},50,,蓝色购物券*3 紫色购物券*3
2928,10245,{6301=3;6302=3},{20591=3},50,,蓝色购物券*3 紫色购物券*3
2929,10245,{6301=3;6302=3},{21251=3},50,,蓝色购物券*3 紫色购物券*3
2930,10245,{6301=5},{20221=3},50,,蓝色购物券*5
2931,10245,{6301=5},{20481=3},50,,蓝色购物券*5
2932,10245,{6301=5},{22591=3},50,,蓝色购物券*5
2933,10245,{6301=5},{22961=3},50,,蓝色购物券*5
2934,10245,{6301=2},{19=1},5,,蓝色购物券*2   兑换   神奇胶囊*1
2935,10245,{6302=2},{19=2},5,,紫色购物券*2   兑换   神奇胶囊*2
2936,10245,{6301=8;6302=8},{503=10},1,,蓝色购物券*8 紫色购物券*8   兑换   金钥匙*10
2937,10245,{6301=6},{2103=3},5,,蓝色购物券*6   兑换   紫色携带强化*3
2938,10245,{6301=6},{5000=30},5,,蓝色购物券*6   兑换   能量药剂*30
2939,10245,{6301=2},{gold=100000},10,,蓝色购物券*2   兑换   金币*100000
2940,10245,{6301=2;6302=5},{501=1},3,,蓝色购物券*2 紫色购物券*5   兑换   质朴配饰*1
2941,10245,{6301=20;6302=60},{942=1},2,,蓝色购物券*30 紫色购物券*75   兑换   紫色携带道具礼箱*1
2942,10245,{6301=15;6302=45},{6059=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒选择箱子*1
2943,10245,{6301=10;6302=40},{6050=1},1,,蓝色购物券*15 紫色购物券*45   兑换   饰品觉醒随机箱子*1
,,,,,,
2950,10246,{6071=20},{2152=1},4,,紫携带万能*1
2951,10246,{6071=60},{945=1},2,,紫携带任选*1
2952,10246,{6071=120},{2153=1},4,,橙携带万能*1
2953,10246,{6071=240},{6904=1},1,,橙携带*1
2954,10246,{6071=240},{6905=1},1,,橙携带*1
,,,,,,
2960,10247,{6301=2},{502=1},2,,蓝色购物券*2   兑换   普通万能碎片*1
2961,10247,{6302=4},{502=2},3,,紫色购物券*4   兑换   普通万能碎片*2
2962,10247,{6301=2},{talent_point=1},2,,蓝色购物券*2   兑换   天赋点*1
2963,10247,{6302=4},{talent_point=2},3,,紫色购物券*4   兑换   天赋点*2
2964,10247,{6302=6},{23251=5},50,,紫色购物券*6
2965,10247,{6302=6},{20331=5},50,,紫色购物券*6
2966,10247,{6302=6},{20571=5},50,,紫色购物券*6
2967,10247,{6301=3;6302=3},{22031=3},50,,蓝色购物券*3 紫色购物券*3
