变量名,huodongID,_beizhu,name,limit,levelLimit,item,rechargeID,rmbCost,sort,refresh,status,icon,hot,oldPrice,languages,clientParam,idLimit
2396,23228,升星礼包-648元-每周限购2次,升星礼包,2,,{rmb=6480;521=30;gold=500000},113,,3,,1,activity/direct_gift/icon_gjbx19.png,,,,,
2397,23228,符石礼包-198元-每周限购2次,符石礼包,2,,{rmb=1980;531=30;529=3000},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,,,
2398,23228,道馆礼包-198元-每周限购2次,道馆礼包,2,68,{rmb=1980;151=1500;152=150},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>,,
2399,23228,饰品礼包-328元-每周限购2次,饰品升星礼包,2,,{rmb=3280;6059=1;501=8},112,,2,,1,activity/direct_gift/icon_zjbx8.png,,,,,
2400,23228,刻印礼包-198元-每周限购2次,刻印礼包,2,78,{rmb=1980;111=750;112=150},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>,,
2401,23228,芯片抽卡礼包-198元-每周限购2次,芯片礼包,2,80,{rmb=1980;537=30;124=45},111,,1,,1,activity/direct_gift/icon_zjbx.png,,,<cn>,,
,,,,,,,,,,,,,,,,,
2410,23229,芯片礼包-0元-活动限购1次,免费礼包,1,,{537=1;123=1;gold=50000},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2411,23229,芯片礼包-6元-活动限购1次,芯片礼包,1,,{537=2;124=2;rmb=120},102,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2412,23229,芯片礼包-30元-活动限购1次,芯片礼包,2,,{537=10;7323=1;rmb=200},106,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2413,23229,芯片礼包-198元-活动限购1次,芯片礼包,2,,{537=30;7324=2;rmb=500},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2414,23229,芯片礼包-648元-活动限购1次,芯片礼包,2,,{537=80;7325=2;rmb=2000},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2420,23230,端午特惠礼包-免费-限购一次,端午特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_18_1.png,,,,,
2421,23230,端午特惠礼包-6元-限购一次,端午特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_18_1.png,,,,,
2422,23230,端午特惠礼包-6元-限购一次,端午特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_18_1.png,,,,,
2423,23230,端午特惠礼包-30元-限购一次,端午特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_18_1.png,,,,,
2424,23230,端午特惠礼包-60元-限购一次,端午特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_18_1.png,,,,,
2425,23230,稀有S礼包-98元-限购1次,端午特惠礼包,1,,{rmb=1680;6216=1},108,,,,,activity/direct_gift/box_18_1.png,,,,,
2426,23230,探险器礼包-98元-限购2次,端午特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_18_1.png,,,,,
2427,23230,饰品抽卡礼包-98元-限购2次,端午特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_18_1.png,,,,,
2428,23230,紫色礼包-198元-限购3次,端午特惠礼包,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,,,
2429,23230,紫色礼包-198元-限购3次,端午特惠礼包,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_18_1.png,,,,,
2430,23230,升星礼包-198元-限购3次,端午特惠礼包,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_18_1.png,,,,,
2431,23230,芯片礼包-198元-限购3次,端午特惠礼包,2,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/box_18_1.png,,,,,
2432,23230,符石礼包-198元-限购3次,端午特惠礼包,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_18_1.png,,,,,
2433,23230,觉醒礼包-328元-限购4次,端午特惠礼包,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_18_1.png,,,,,
2434,23230,符石礼包-328元-限购4次,端午特惠礼包,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_18_1.png,,,,,
2435,23230,符石礼包-328元-限购4次,端午特惠礼包,2,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/box_18_1.png,,,,,
2436,23230,升星礼包-648元-限购4次,端午特惠礼包,3,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_18_1.png,,,,,
,,,,,,,,,,,,,,,,,
2440,23231,胡帕礼包-648元-限购1次,胡帕皮肤礼包,1,,{rmb=6480;8012=1;521=50},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2450,23232,夏日特惠礼包-免费-限购一次,夏日特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/icon_xjhd1.png,,,,,
2451,23232,夏日特惠礼包-6元-限购一次,夏日特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/icon_xjhd1.png,,,,,
2452,23232,夏日特惠礼包-6元-限购一次,夏日特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/icon_xjhd1.png,,,,,
2453,23232,夏日特惠礼包-30元-限购一次,夏日特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/icon_xjhd1.png,,,,,
2454,23232,夏日特惠礼包-60元-限购一次,夏日特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/icon_xjhd1.png,,,,,
2455,23232,稀有S礼包-98元-限购1次,夏日特惠礼包,1,,{rmb=1680;6216=1},108,,,,,activity/direct_gift/icon_xjhd2.png,,,<cn>,,
2456,23232,探险器礼包-98元-限购2次,夏日特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2457,23232,饰品抽卡礼包-98元-限购2次,夏日特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2458,23232,紫色礼包-198元-限购3次,夏日特惠礼包,2,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2459,23232,紫色礼包-198元-限购3次,夏日特惠礼包,2,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2460,23232,升星礼包-198元-限购3次,夏日特惠礼包,2,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2461,23232,芯片礼包-198元-限购3次,夏日特惠礼包,2,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/icon_xjhd2.png,,,<cn>,,
2462,23232,符石礼包-198元-限购3次,夏日特惠礼包,2,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/icon_xjhd2.png,,,,,
2463,23232,觉醒礼包-328元-限购4次,夏日特惠礼包,2,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/icon_xjhd3.png,,,,,
2464,23232,符石礼包-328元-限购4次,夏日特惠礼包,2,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/icon_xjhd3.png,,,,,
2465,23232,芯片礼包-328元-限购4次,夏日特惠礼包,2,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/icon_xjhd3.png,,,<cn>,,
2466,23232,升星礼包-648元-限购4次,夏日特惠礼包,3,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/icon_xjhd3.png,,,,,
2467,23232,蒂安希礼包-648元-限购1次,夏日特惠礼包,1,,{rmb=6480;8002=1;521=50},113,,,,,activity/direct_gift/icon_xjhd3.png,,,<cn>,,
,,,,,,,,,,,,,,,,,
2470,23233,七夕玫瑰礼包-6元-限购2次,七夕玫瑰礼包,2,,{rmb=60;6323=9},102,,,,,activity/direct_gift/icon_qxlb.png,,,,,
2471,23233,七夕玫瑰礼包-30元-限购2次,七夕玫瑰礼包,2,,{rmb=300;6323=36},106,,,,,activity/direct_gift/icon_qxlb.png,,,,,
2472,23233,七夕玫瑰礼包-60元-限购2次,七夕玫瑰礼包,2,,{rmb=600;6323=66},107,,,,,activity/direct_gift/icon_qxlb.png,,,,,
2473,23233,七夕玫瑰礼包-98元-限购2次,七夕玫瑰礼包,2,,{rmb=980;6323=99},108,,,,,activity/direct_gift/icon_qxlb.png,,,,,
,,,,,,,,,,,,,,,,,
2480,23234,中秋特惠礼包-6元-限购一次,中秋特惠礼包,1,,{rmb=120;521=3;gold=100000},102,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,,,
2481,23234,中秋特惠礼包-30元-限购一次,中秋特惠礼包,1,,{rmb=600;503=10},106,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,,,
2482,23234,中秋特惠礼包-60元-限购一次,中秋特惠礼包,1,,{rmb=900;527=10},107,,,,,activity/direct_gift/icon_sc_zqlb1.png,,,,,
2483,23234,中秋特惠礼包-98元-限购1次,中秋特惠礼包,1,,{rmb=1280;6059=1;501=2},108,,,,,activity/direct_gift/icon_sc_zqlb2.png,,,,,
2484,23234,中秋特惠礼包-98元-限购1次,中秋特惠礼包,1,,{rmb=1280;942=1;gold=500000},108,,,,,activity/direct_gift/icon_sc_zqlb2.png,,,,,
2485,23234,中秋特惠礼包-198元-限购1次,中秋特惠礼包,1,,{rmb=2280;945=1;2152=1},111,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,,,
2486,23234,中秋特惠礼包-198元-限购1次,中秋特惠礼包,1,,{rmb=2280;994=1;529=10000},111,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,,,
2487,23234,中秋特惠礼包-328元-限购1次,中秋特惠礼包,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,,activity/direct_gift/icon_sc_zqlb3.png,,,,,
,,,,,,,,,,,,,,,,,
2490,23235,国庆特惠礼包-免费-限购一次,盛典特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,,,
2491,23235,春节特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2492,23235,五一特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2493,23235,国庆特惠礼包-30元-限购一次,盛典特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,,,
2494,23235,国庆特惠礼包-60元-限购一次,盛典特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,,,
2495,23235,稀有S礼包-98元-每周限购1次,盛典特惠礼包,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,<cn;kr>,,
2496,23235,探险器礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2497,23235,饰品抽卡礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2498,23235,紫色礼包-198元-限购2次,盛典特惠礼包,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2499,23235,紫色礼包-198元-限购2次,盛典特惠礼包,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2500,23235,升星礼包-198元-限购2次,盛典特惠礼包,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2501,23235,符石礼包-198元-活动限购2次,盛典特惠礼包,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2502,23235,觉醒礼包-328元-限购2次,盛典特惠礼包,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2503,23235,符石礼包-328元-限购2次,盛典特惠礼包,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2504,23235,升星礼包-648元-限购4次,盛典特惠礼包,4,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,,,
,,,,,,,,,,,,,,,,,
2510,23236,国庆特惠礼包-免费-限购一次,盛典特惠礼包,1,,{rmb=60;stamina=50;gold=10000},,0,,,,activity/direct_gift/box_khqd1.png,,,,,
2511,23236,春节特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;stamina=100;gold=30000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2512,23236,五一特惠礼包-6元-限购一次,盛典特惠礼包,1,,{rmb=120;519=1;gold=20000},102,,,,,activity/direct_gift/box_khqd1.png,,,,,
2513,23236,国庆特惠礼包-30元-限购一次,盛典特惠礼包,1,,{rmb=600;452=100;451=200},106,,,,,activity/direct_gift/box_khqd1.png,,,,,
2514,23236,国庆特惠礼包-60元-限购一次,盛典特惠礼包,1,,{rmb=900;519=10},107,,,,,activity/direct_gift/box_khqd1.png,,,,,
2515,23236,稀有S礼包-98元-每周限购1次,盛典特惠礼包,1,,{rmb=1680;6215=1},108,,,,,activity/direct_gift/box_khqd2.png,,,<cn;kr>,,
2516,23236,探险器礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;520=10;4000=100},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2517,23236,饰品抽卡礼包-98元-每周限购2次,盛典特惠礼包,2,,{rmb=1680;503=20;501=1},108,,,,,activity/direct_gift/box_khqd2.png,,,,,
2518,23236,紫色礼包-198元-限购2次,盛典特惠礼包,3,,{rmb=2680;2103=100;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2519,23236,紫色礼包-198元-限购2次,盛典特惠礼包,3,,{rmb=2680;942=1;gold=500000},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2520,23236,升星礼包-198元-限购2次,盛典特惠礼包,3,,{card={id=9002};rmb=2680;gold=150000;13=20},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2521,23236,符石礼包-198元-活动限购2次,盛典特惠礼包,3,,{531=30;993=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,,,
2522,23236,芯片礼包-198元-限购3次,盛典特惠礼包,3,70,{537=30;7324=2;rmb=2680},111,,,,,activity/direct_gift/box_khqd2.png,,,<cn>,,
2523,23236,觉醒礼包-328元-限购2次,盛典特惠礼包,4,,{rmb=3980;6059=2;501=5},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2524,23236,符石礼包-328元-限购2次,盛典特惠礼包,4,,{rmb=3980;994=1;529=20000},112,,,,,activity/direct_gift/box_khqd3.png,,,,,
2525,23236,芯片礼包-328元-限购4次,盛典特惠礼包,4,70,{rmb=3980;7325=1;537=40},112,,,,,activity/direct_gift/box_khqd3.png,,,<cn>,,
2526,23236,升星礼包-648元-限购4次,盛典特惠礼包,6,,{card={id=9003};rmb=6480;gold=500000;13=50},113,,,,,activity/direct_gift/box_khqd3.png,,,,,
2527,23236,超裂皮肤礼包-648元-限购1次,盛典特惠礼包,1,,{rmb=6480;8018=1;521=50},113,,,,,activity/direct_gift/box_khqd3.png,,,<cn>,,
,,,,,,,,,,,,,,,,,
2530,23237,时拉比礼包-648元-限购1次,时拉比皮肤礼包,1,,{rmb=6480;8016=1;521=50},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2540,23238,免费礼包-0元-限购一次,Z觉醒养成礼包,1,,{502=1;59002=2;rmb=60},,0,,,,activity/direct_gift/icon_cjbx.png,,,,,
2541,23238,万能礼包-30元-限购2次,Z觉醒养成礼包,2,,{rmb=300;502=10;gold=100000},106,,,,,activity/direct_gift/icon_cjbx.png,,,,,
2542,23238,中级Z觉醒礼包-98元-限购2次,Z觉醒养成礼包,2,,{rmb=980;59002=40;gold=300000},108,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2543,23238,升星礼包-198元-限购2次,Z觉醒养成礼包,2,,{card={id=9002};rmb=1980;gold=200000},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2544,23238,觉醒礼包-198元-限购2次,Z觉醒养成礼包,2,,{rmb=1980;6059=1;501=5},111,,,,,activity/direct_gift/icon_zjbx.png,,,,,
2545,23238,神兽万能礼包-328元-限购2次,Z觉醒养成礼包,2,,{rmb=3280;521=30;gold=300000},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2546,23238,高级Z觉醒碎片-328元-限购2次,Z觉醒养成礼包,2,,{rmb=3280;59003=50;gold=300000},112,,,,,activity/direct_gift/icon_gjbx.png,,,,,
2547,23238,神兽升星礼包-648元-限购2次,Z觉醒养成礼包,2,,{card={id=9003};rmb=6480;gold=600000},113,,,,,activity/direct_gift/icon_gjbx.png,,,,,
,,,,,,,,,,,,,,,,,
2550,23239,达克莱伊礼包-648元-限购1次,皮肤礼包,1,,{rmb=6480;8006=1;521=50},113,,,,,activity/direct_gift/icon_year3.png,,,,,
,,,,,,,,,,,,,,,,,
10001,24001,蒂安希碎片,蒂安希碎片,1,,{23631=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10002,24001,洛奇亚碎片,洛奇亚碎片,1,,{21261=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10003,24001,盖欧卡碎片,盖欧卡碎片,1,,{21961=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10004,24001,固拉多碎片,固拉多碎片,1,,{21971=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10005,24001,裂空座碎片,裂空座碎片,1,,{21981=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10006,24001,幼基拉斯碎片,幼基拉斯碎片,3,,{21251=5},,25,,,0,,,250,,,
10007,24001,暴鲤龙碎片,暴鲤龙碎片,3,,{20631=5},,25,,,0,,,250,,,
10008,24001,飞天螳螂碎片,飞天螳螂碎片,3,,{20571=5},,25,,,0,,,250,,,
10009,24001,火焰鸟碎片,火焰鸟碎片,3,,{20741=5},,25,,,0,,,250,,,
10010,24001,急冻鸟碎片,急冻鸟碎片,3,,{20721=5},,25,,,0,,,250,,,
10011,24001,闪电鸟碎片,闪电鸟碎片,3,,{20731=5},,25,,,0,,,250,,,
10012,24001,小火龙碎片,小火龙碎片,6,,{20011=5},,10,,,0,,,125,,,
10013,24001,妙蛙种子碎片,妙蛙种子碎片,6,,{20001=5},,10,,,0,,,125,,,
10014,24001,杰尼龟碎片,杰尼龟碎片,6,,{20021=5},,10,,,0,,,125,,,
10015,24001,皮丘碎片,皮丘碎片,6,,{20091=5},,10,,,0,,,125,,,
10016,24001,菊草叶碎片,菊草叶碎片,6,,{20781=5},,10,,,0,,,125,,,
10017,24001,大葱鸭碎片,大葱鸭碎片,6,,{20341=5},,10,,,0,,,125,,,
10018,24001,雪笠怪碎片,雪笠怪碎片,6,,{22301=5},,10,,,0,,,125,,,
,,,,,,,,,,,,,,,,,
10031,24002,普通万能碎片,普通万能碎片,3,,{502=1},,10,,,0,,activity/double11_shop/logo_ssy_bk.png,100,,,
10032,24002,神兽万能碎片,神兽万能碎片,3,,{521=1},,30,,,0,,activity/double11_shop/logo_ssy_bk.png,300,,,
10033,24002,饰品觉醒选择箱子,饰品觉醒选择箱子,1,,{6059=1},,1680,,,0,,activity/double11_shop/logo_ssy_bk.png,6000,,,
10034,24002,皮卡丘便当,皮卡丘便当,3,,{515=1},,10,,,0,,,30,,,
10035,24002,钻石抽卡券,钻石抽卡券,5,,{519=1},,50,,,0,,,200,,,
10036,24002,限定券,限定券,5,,{527=1},,58,,,0,,,220,,,
10037,24002,金钥匙,金钥匙,5,,{503=1},,20,,,0,,,68,,,
10038,24002,关都科技钥匙,关都科技钥匙,5,,{520=1},,38,,,0,,,128,,,
10039,24002,黄金锤,黄金锤,5,,{531=1},,28,,,0,,,88,,,
10040,24002,翡翠星石,翡翠星石,2,,{501=1},,128,,,0,,,680,,,
10041,24002,橙色探险器宝箱,橙色探险器宝箱,1,,{963=1},,680,,,0,,,2000,,,
10042,24002,紫色探险器宝箱,紫色探险器宝箱,2,,{962=1},,180,,,0,,,2000,,,
10043,24002,橙色符石自选宝箱,橙色符石自选宝箱,1,,{993=1},,680,,,0,,,2000,,,
10044,24002,紫色符石自选宝箱,紫色符石自选宝箱,2,,{992=1},,180,,,0,,,2000,,,
,,,,,,,,,,,,,,,,,
10051,24003,突破材料礼袋,突破材料礼袋,3,,{930=30},,30,,,0,,,300,,,
10052,24003,能量核心,能量核心,3,,{5000=30},,30,,,0,,,300,,,
10053,24003,高级好感度礼盒,高级好感度礼盒,3,,{902=10},,30,,,0,,,300,,,
10054,24003,高级强化石,高级强化石,3,,{2103=5},,50,,,0,,,200,,,
10055,24003,探险零件,探险零件,5,,{4000=100},,10,,,0,,,50,,,
10056,24003,饰品图纸,饰品图纸,3,,{100=5},,30,,,0,,,200,,,
10057,24003,紫晶潜能石,紫晶潜能石,3,,{851=100},,30,,,0,,,300,,,
10058,24003,符石精华,符石精华,3,,{529=1000},,100,,,0,,,500,,,
,,,,,,,,,,,,,,,,,
10071,24004,双12特惠礼包-6元-限购一次,双12特惠礼包,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,,,
10072,24004,双12特惠礼包-30元-限购一次,双12特惠礼包,1,,{rmb=300;519=10},106,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,98,,,
10073,24004,双12特惠礼包-98元-限购1次,双12特惠礼包,1,,{card={id=9002};rmb=980;gold=200000},108,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,298,,,
10074,24004,双12特惠礼包-98元-限购1次,双12特惠礼包,1,,{rmb=980;942=1;gold=500000},108,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,298,,,
10075,24004,双12特惠礼包-198元-限购1次,双12特惠礼包,1,,{rmb=1980;6059=2;501=3},111,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,598,,,
10076,24004,双12特惠礼包-648元-限购1次,双12特惠礼包,1,,{card={id=9003};rmb=3280;gold=1000000},112,,,,0,common/icon/icon_box4.png,activity/double11_shop/logo_ssy_bk.png,1298,,,
,,,,,,,,,,,,,,,,,
10101,24011,洛奇亚碎片,洛奇亚碎片,1,,{21261=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10102,24011,裂空座碎片,裂空座碎片,1,,{21981=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10103,24011,达克莱伊碎片,达克莱伊碎片,1,,{22431=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10104,24011,帝牙卢卡碎片,帝牙卢卡碎片,1,,{22351=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10105,24011,惩戒胡帕碎片,惩戒胡帕碎片,1,,{23641=5},,150,,,0,,activity/double11_shop/logo_ssy_bk.png,1000,,,
10106,24011,雷公碎片,雷公碎片,3,,{21221=5},,25,,,0,,,250,,,
10107,24011,炎帝碎片,炎帝碎片,3,,{21231=5},,25,,,0,,,250,,,
10108,24011,水君碎片,水君碎片,3,,{21241=5},,25,,,0,,,250,,,
10109,24011,利欧路碎片,利欧路碎片,3,,{22241=5},,25,,,0,,,250,,,
10110,24011,宝贝龙碎片,宝贝龙碎片,3,,{21891=5},,25,,,0,,,250,,,
10111,24011,鬼斯碎片,鬼斯碎片,3,,{20391=5},,25,,,0,,,250,,,
10112,24011,克雷色利亚碎片,克雷色利亚碎片,3,,{22401=5},,25,,,0,,,250,,,
10113,24011,小智版皮卡丘碎片,小智版皮卡丘碎片,3,,{27001=5},,25,,,0,,,250,,,
10114,24011,燃烧虫碎片,燃烧虫碎片,3,,{23151=5},,25,,,0,,,250,,,
10115,24011,小火龙碎片,小火龙碎片,6,,{20011=5},,10,,,0,,,125,,,
10116,24011,妙蛙种子碎片,妙蛙种子碎片,6,,{20001=5},,10,,,0,,,125,,,
10117,24011,杰尼龟碎片,杰尼龟碎片,6,,{20021=5},,10,,,0,,,125,,,
10118,24011,皮丘碎片,皮丘碎片,6,,{20091=5},,10,,,0,,,125,,,
10119,24011,菊草叶碎片,菊草叶碎片,6,,{20781=5},,10,,,0,,,125,,,
10120,24011,大葱鸭碎片,大葱鸭碎片,6,,{20341=5},,10,,,0,,,125,,,
10121,24011,雪笠怪碎片,雪笠怪碎片,6,,{22301=5},,10,,,0,,,125,,,
,,,,,,,,,,,,,,,,,
10131,24012,普通万能碎片,普通万能碎片,3,,{502=1},,10,,,0,,activity/double11_shop/logo_ssy_bk.png,100,,,
10132,24012,神兽万能碎片,神兽万能碎片,3,,{521=1},,30,,,0,,activity/double11_shop/logo_ssy_bk.png,300,,,
10133,24012,饰品觉醒选择箱子,饰品觉醒选择箱子,1,,{6059=1},,1680,,,0,,activity/double11_shop/logo_ssy_bk.png,6000,,,
10134,24012,皮卡丘便当,皮卡丘便当,3,,{515=1},,10,,,0,,,30,,,
10135,24012,钻石抽卡券,钻石抽卡券,5,,{519=1},,50,,,0,,,200,,,
10136,24012,限定券,限定券,5,,{527=1},,58,,,0,,,220,,,
10137,24012,金钥匙,金钥匙,5,,{503=1},,20,,,0,,,68,,,
10138,24012,关都科技钥匙,关都科技钥匙,5,,{520=1},,38,,,0,,,128,,,
10139,24012,黄金锤,黄金锤,5,,{531=1},,28,,,0,,,88,,,
10140,24012,起源之手,起源之手,5,,{537=1},,28,,,0,,,88,,,
10141,24012,翡翠星石,翡翠星石,2,,{501=1},,128,,,0,,,680,,,
10142,24012,橙色探险器宝箱,橙色探险器宝箱,1,,{963=1},,680,,,0,,,2000,,,
10143,24012,紫色探险器宝箱,紫色探险器宝箱,2,,{962=1},,180,,,0,,,1200,,,
10144,24012,橙色符石自选宝箱,橙色符石自选宝箱,1,,{993=1},,680,,,0,,,2000,,,
10145,24012,紫色符石自选宝箱,紫色符石自选宝箱,2,,{992=1},,180,,,0,,,1200,,,
10146,24012,橙色芯片自选宝箱,橙色芯片自选宝箱,1,,{7324=1},,680,,,0,,,2000,,,
10147,24012,紫色芯片自选宝箱,紫色芯片自选宝箱,2,,{7323=1},,180,,,0,,,1200,,,
,,,,,,,,,,,,,,,,,
10151,24013,突破材料礼袋,突破材料礼袋,3,,{930=30},,30,,,0,,,300,,,
10152,24013,能量核心,能量核心,3,,{5000=30},,30,,,0,,,300,,,
10153,24013,高级好感度礼盒,高级好感度礼盒,3,,{902=10},,30,,,0,,,300,,,
10154,24013,高级强化石,高级强化石,3,,{2103=5},,50,,,0,,,200,,,
10155,24013,探险零件,探险零件,5,,{4000=100},,10,,,0,,,50,,,
10156,24013,饰品图纸,饰品图纸,3,,{100=5},,30,,,0,,,200,,,
10157,24013,紫晶潜能石,紫晶潜能石,3,,{851=100},,30,,,0,,,300,,,
10158,24013,符石精华,符石精华,3,,{529=1000},,100,,,0,,,500,,,
10159,24013,紫色晶片,紫色晶片,3,,{124=15},,100,,,0,,,500,,,
,,,,,,,,,,,,,,,,,
10172,24014,618特惠礼包-6元-限购一次,618特惠礼包,1,,{rmb=180;stamina=100;gold=300000},102,,,,0,common/icon/icon_box5.png,activity/double11_shop/logo_ssy_bk.png,18,,,
