变量名,floor,openDay,gateSeq,autoCards,autoCards_tw,autoCards_en,autoCards_vn,autoCards_kr,cards,cards_tw,cards_en,cards_vn,cards_kr,deployLock,winCondition,roundLimit,name,name_tw,name_en,name_vn,name_kr,desc,desc_tw,desc_en,desc_vn,desc_kr,deployDesc,monsterIDs,scene,beforePlot,beforePlotRepeat,beforeRes,reviewPlot,reviewPlot_tw,reviewPlot_en,reviewPlot_vn,reviewPlot_kr,award,award_tw,award_en,award_vn,award_kr,__version,gateIcon,iconPos,isFullManual,points
10011,2,1,10,,,,,,<940011;940012;940013;940014;940015;940016;940017;940018;940019;940020>,,,,,,,,雷之考验,,,,,关卡效果：踏入被暗紫色雷云笼罩的雷之岛，需要承受雷电的洗礼，方可获得卡璞·鸣鸣的认可\n胜利条件：存活8回合（小提示：使用被克制属性的精灵可承受雷电攻击）,,,,,,<10011>,csv.stage.summer,,,,训练家成功获得雷之岛守护神——卡璞·鸣鸣的认可,,,,,{527=2;6394=15;24014=7;gold=60000},,,,,,activity/summer_challenge/btn_25xrtz_2.png,{x=254;y=1083},,<{x=402;y=822};{x=334;y=592}>
10021,3,2,10,,,,,,<940021;940022;940023;940024;940025;940026;940027;940028;940029>,,,,,,,,幻之危机,,,,,关卡效果：雾之岛被诡异迷雾吞噬，卡璞·蝶蝶也深陷诅咒之中\n胜利条件：卡璞·蝶蝶血量低于一定程度会失去理智攻击幻境怪物，成功解救卡璞·蝶蝶,,,,,,<10021>,csv.stage.summer,,,,训练家成功解救了雾之岛守护神——卡璞·蝶蝶,,,,,{6394=15;24014=8;gold=70000;rmb=100},,,,,,activity/summer_challenge/btn_25xrtz_3.png,{x=204;y=509},,<{x=604;y=151};{x=790;y=315}>
10031,4,2,10,{940031=5},,,,,<940032;940033;940034;940035;940036;940037;940038;940039;940048;940049>,,,,,,,,草之考验,,,,,关卡效果：岩之岛上土地龟裂，植被凋零，地脉能量被神秘力量抽取，卡璞·哞哞是唯一没有受到影响的，卡璞·哞哞的攻击可以化解危机\n胜利条件：获得战斗胜利,,,,,,<10031>,csv.stage.summer,,,,训练家成功帮助卡璞·哞哞恢复了岩之岛的生机,,,,,{151=150;152=15;6394=15;24014=9;gold=80000},,,,,,activity/summer_challenge/btn_25xrtz_4.png,{x=776;y=391},,<{x=1226;y=200};{x=1424;y=54}>
10041,5,3,10,,,,,,<940041;940042;940043;940044;940045;940046;940047>,,,,,,,,水之危机,,,,,关卡效果：水之岛海域被墨绿色毒雾弥漫，大量神奇宝贝奄奄一息，找到瘟疫来源，可解救这片海域\n胜利条件：找到瘟疫来源，并获得战斗胜利（小提示：多尝试几次或许就能找到）,,,,,,<10041>,csv.stage.summer,,,,训练家成功解除了水之岛的危机,,,,,{529=1000;6394=15;24014=10;gold=90000},,,,,,activity/summer_challenge/btn_25xrtz_5.png,{x=1386;y=231},,<{x=1786;y=170};{x=1940;y=270}>
10051,6,3,10,,,,,,<940051;940052;940053;940054;940055;940056;940057>,,,,,,,,解救鳍鳍,,,,,关卡效果：卡璞鳍鳍深陷海底牢笼之中，只有破除结界封印才能救出卡璞·鳍鳍\n胜利条件：破除封印，救出卡璞·鳍鳍,,,,,,<10051>,csv.stage.summer,,,,训练家成功解救了水之岛守护神——卡璞·鳍鳍,,,,,{501=2;6394=15;24014=11;gold=100000},,,,,,activity/summer_challenge/btn_25xrtz_6.png,{x=1768;y=450},,<{x=2156;y=300};{x=2356;y=200};{x=2540;y=310}>
10061,7,3,10,{940061=5},,,,,<940062;940063;940064;940065;940066;940067;940068;940069>,,,,,,,,意识恢复,,,,,关卡效果：卡璞鳍鳍尚未恢复理智，或许水系技能可使其恢复理智\n胜利条件：解救卡璞·鳍鳍,,,,,,<10061>,csv.stage.summer,,,,训练家成功恢复了卡璞·鳍鳍的理智,,,,,{111=200;112=40;6394=15;24014=12;gold=110000},,,,,,activity/summer_challenge/btn_25xrtz_7.png,{x=2290;y=342},,<{x=2656;y=330};{x=2744;y=740}>
10071,8,4,10,{940071=1;940072=2;940073=4;940074=5},,,,,<940075;940076;940077;940078;940079>,,,,,,,,力量共鸣,,,,,关卡效果：四守护神的力量过于强大，需要媒介才能运用这份力量\n胜利条件：使用四守护神连续攻击对应四神柱获得力量，并获得战斗胜利,,,,,,<10071>,csv.stage.summer,,,,训练家将四神之力凝聚成了海神之力,,,,,{502=6;6394=15;24014=13;gold=120000},,,,,,activity/summer_challenge/btn_25xrtz_8.png,{x=2300;y=1122},,<{x=2520;y=980};{x=2380;y=1050};{x=2200;y=1100}>
10081,9,4,10,{940082=1;940083=2;940084=4;940085=5},,,,,<940081;940086;940087;940088;940089>,,,,,,,,幕后黑手,,,,,关卡效果：火箭队操控着达克莱伊现身了，击溃他们吧\n胜利条件：击败火箭队,,,,,,<10081>,csv.stage.summer,,,,训练家找到了幕后黑手,,,,,{973=1;6394=15;24014=14;gold=130000},,,,,,activity/summer_challenge/btn_25xrtz_9.png,{x=1822;y=1222},,<{x=2040;y=1120};{x=1900;y=900}>
10091,10,4,10,,,,,,<940091;940092;940093;940094;940095;940096;940097;940098;940099>,,,,,,,,最终决战,,,,,关卡效果：四守护神还在修复海神之力，用四守护神同属性之力聚集海神之力\n胜利条件：获得最终决战胜利,,,,,,<10091>,csv.stage.summer,,,,海之岛恢复了往日的生机,,,,,{2533=1;6394=30;7304=1;24014=15;gold=140000},,,,,,activity/summer_challenge/btn_25xrtz_10.png,{x=1580;y=852},,
11001,1,1,11,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;1;1;1>,,,矿山,,,,,关卡效果：经过了一座矿山。\n胜利条件：获得战斗胜利,,,,,,<5001>,csv.stage.summer,,,,你在矿山遇到了两个研究人员,,,,,{500=1;6394=15;24201=5;24561=5;gold=50000},,,,,,activity/summer_challenge/btn_xrtz_1.png,{x=407;y=1138},,
11011,2,1,11,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<1;0;1;0;1;0>,,,研究人员,,,,,关卡效果：不要损坏珍贵的化石。\n胜利条件：清理土层，挖出化石,,,,,,<5011>,csv.stage.summer,,,,你帮助研究人员挖掘出了珍贵的化石,,,,,{527=2;6394=15;24201=5;24561=5;gold=60000},,,,,,activity/summer_challenge/btn_xrtz_2.png,{x=915;y=1095},,
11021,3,2,11,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<1;0;1;0;1;0>,,6,火箭队的捣乱,,,,,关卡效果：火箭队又来捣乱啦！\n胜利条件：你懂的,,,,,,<5021>,csv.stage.summer,,,,你成功打跑了火箭队,,,,,{6394=15;24201=6;24561=6;gold=70000;rmb=100},,,,,,activity/summer_challenge/btn_xrtz_3.png,{x=1770;y=1197},,
11031,4,2,11,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;0;0;0>,,,化石研究,,,,,关卡效果：受到攻击后会切换颜色。\n胜利条件：将所有化石变为同一颜色,,,,,,<5031>,csv.stage.summer,,,,你成功的用化石复活了一只古代精灵,,,,,{151=150;152=15;6394=15;24201=7;24561=7;gold=80000},,,,,,activity/summer_challenge/btn_xrtz_4.png,{x=2263;y=1003},,
11041,5,3,11,{810401=2;810403=1;810404=3},,,,,,,,,,<0;0;0;1;1;1>,,4,啊呜！美味的头,,,,,关卡效果：鳃鱼龙似乎对你的头很感兴趣。\n胜利条件：存活3回合,,,,,,<5041>,csv.stage.summer,,,,看起来鳃鱼龙并没有恶意,,,,,{529=1000;6394=15;24201=8;24561=8;gold=90000},,,,,,activity/summer_challenge/btn_xrtz_5.png,{x=2193;y=479},,
11051,6,3,11,,,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;0;0;0>,,6,沙漠冒险,,,,,关卡效果：【流沙】会在大回合结束时击杀目标。攻击对位石柱3次可以解除此位置的【流沙】。\n胜利条件：存活5回合,,,,,,<5051>,csv.stage.summer,,,,你穿过了流沙四伏的沙漠,,,,,{501=2;6394=15;24201=8;24561=8;gold=100000},,,,,,activity/summer_challenge/btn_xrtz_6.png,{x=1644;y=309},,
11061,7,3,11,,,,,,<100001;100002;100003;100004;100005;100006;100007;100008;100009;100010>,,,,,<0;1;0;0;1;0>,,,绿野迷踪,,,,,关卡效果：潜行取消冷却时间；谢米永久禁疗；其他精灵治疗率大幅提升。\n胜利条件：击败谢米,,,,,,<5061>,csv.stage.summer,,,,你穿过了藤蔓缠绕的森林,,,,,{111=200;112=40;6394=15;24201=9;24561=9;gold=110000},,,,,,activity/summer_challenge/btn_xrtz_7.png,{x=429;y=339},,
11071,8,4,11,{810701=2},,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<1;0;1;0;1;0>,,,游泳的渴望,,,,,关卡效果：让鳃鱼龙和伙伴们在水里快乐嬉戏吧，鳃鱼龙阵亡就会失败。\n胜利条件：获得战斗胜利,,,,,,<5071>,csv.stage.summer,,,,你和伙伴们在水中度过了愉快的下午,,,,,{502=6;6394=15;24201=10;24561=10;gold=120000},,,,,,activity/summer_challenge/btn_xrtz_8.png,{x=652;y=752},,
11081,9,4,11,{810801=2},,,,,,,,,,<1;0;1;1;1;1>,,4,挚友,,,,,关卡效果：鳃鱼龙技能替换为关卡专属技能，接住对应攻击可以免疫伤害。\n胜利条件：存活4回合,,,,,,<5081>,csv.stage.summer,,,,鳃鱼龙和葱游兵成为了好朋友,,,,,{973=1;6394=15;24201=11;24561=11;gold=130000},,,,,,activity/summer_challenge/btn_xrtz_9.png,{x=1149;y=562},,
11091,10,4,11,{810901=0},,,,,<710001;710002;710003;710004;710005;710006;710007;710008;710009;710010;710011;710012;710013;710014;710015;710016;710017;710018;710019;710020;710021;710022;710023;710024;710025;710026;710027;710028;710029;710030;710031;710032;710033>,,,,,<0;0;0;0;0;0>,,,决战王牌,,,,,关卡效果：对决王牌喷火龙！喷火龙技能替换为关卡专属技能。\n胜利条件：击败全部敌人,,,,,,<5091>,csv.stage.summer,,,,鳃鱼龙击败了王牌喷火龙,,,,,{2451=1;6394=30;7304=1;24201=11;24561=11;gold=140000},,,,,,activity/summer_challenge/btn_xrtz_10.png,{x=1422;y=843},,
