变量名,produceGate4,produceGate3,produceGate2,stackMax,name,quality,produceGate6,produceGate7,produceDesc,produceGate1,desc1,desc,icon,sortValue,sortType,type,switchNeedItemID,produceGate5,languages,switchCost,effBtn,pageTag,effect
98021,,,,,Genesect Aid Source Crystal,6,,,,,Exclusive material used to awaken Genesect's Aid,Exclusive material used to awaken Genesect's Aid,config/portrait/simple/img_649_gnskt@.png,,,,173,,,,,,
98022,,,,,Xerneas Aid Source Crystal,6,,,,,Exclusive material used to awaken Xerneas's Aid,Exclusive material used to awaken Xerneas's Aid,config/portrait/simple/img_716_zenys@.png,,,,173,,,,,,
98023,,,,,Yveltal Aid Source Crystal,6,,,,,Exclusive material used to awaken Yveltal's Aid,Exclusive material used to awaken Yveltal's Aid,config/portrait/simple/img_717_ypete@.png,,,,173,,,,,,
98024,,,,,Zygarde 100%,6,,,,,Exclusive material used to awaken Zygarde 100%'s Aid,Exclusive material used to awaken Zygarde 100%'s Aid,config/portrait/simple/img_718_jged100@.png,,,,,,,,,,
98025,,,,,Diancie Aid Source Crystal,6,,,,,Exclusive material used to awaken Diancie's Aid,Exclusive material used to awaken Diancie's Aid,config/portrait/simple/img_719_dax@.png,,,,173,,,,,,
98026,,,,,Hoppa Confined Aid Source Crystal,6,,,,,Exclusive material used to awaken Hoppa Confined's Aid,Exclusive material used to awaken Hoppa Confined's Aid,config/portrait/simple/img_720_cjhp@.png,,,,173,,,,,,
98027,,,,,Volcanion Aid Source Crystal,6,,,,,Exclusive material used to awaken Volcanion's Aid,Exclusive material used to awaken Volcanion's Aid,config/portrait/simple/img_721_bekne@.png,,,,173,,,,,,
98028,,,,,Solgaleo Aid Source Crystal,6,,,,,Exclusive material used to awaken Solgaleo's Aid,Exclusive material used to awaken Solgaleo's Aid,config/portrait/simple/img_791_sejlo@.png,,,,173,,,,,,
98029,,,,,Lunala Aid Source Crystal,6,,,,,Exclusive material used to awaken Lunala's Aid,Exclusive material used to awaken Lunala's Aid,config/portrait/simple/img_792_lnyl@.png,,,,173,,,,,,
98030,,,,,Necrozma Aid Source Crystal,6,,,,,Exclusive material used to awaken Necrozma's Aid,Exclusive material used to awaken Necrozma's Aid,config/portrait/simple/img_800_nklzm@.png,,,,173,,,,,,
98031,,,,,Magearna Aid Source Crystal,6,,,,,Exclusive material used to awaken Magearna's Aid,Exclusive material used to awaken Magearna's Aid,config/portrait/simple/img_801_mjyn@.png,,,,173,,,,,,
98032,,,,,Marshadow Aid Source Crystal,6,,,,,Exclusive material used to awaken Marshadow's Aid,Exclusive material used to awaken Marshadow's Aid,config/portrait/simple/img_802_mxd@.png,,,,173,,,,,,
98033,,,,,Zeraora Aid Source Crystal,6,,,,,Exclusive material used to awaken Zeraora's Aid,Exclusive material used to awaken Zeraora's Aid,config/portrait/simple/img_807_jlal@.png,,,,173,,,,,,
98034,,,,,Meltan Aid Source Crystal,6,,,,,Exclusive material used to awaken Meltan's Aid,Exclusive material used to awaken Meltan's Aid,config/portrait/simple/img_808_mlt@.png,,,,173,,,,,,
98035,,,,,Zacian Aid Source Crystal,6,,,,,Exclusive material used to awaken Zacian's Aid,Exclusive material used to awaken Zacian's Aid,config/portrait/simple/img_888_cx@.png,,,,173,,,,,,
98036,,,,,Zamazenta Aid Source Crystal,6,,,,,Exclusive material used to awaken Zamazenta's Aid,Exclusive material used to awaken Zamazenta's Aid,config/portrait/simple/img_889_zmrt@.png,,,,173,,,,,,
98037,,,,,Eternatus Aid Source Crystal,6,,,,,Exclusive material used to awaken Eternatus's Aid,Exclusive material used to awaken Eternatus's Aid,config/portrait/simple/img_890_wjtn@.png,,,,173,,,,,,
98038,,,,,Zarude Aid Source Crystal,6,,,,,Exclusive material used to awaken Zarude's Aid,Exclusive material used to awaken Zarude's Aid,config/portrait/simple/img_893_sld@.png,,,,173,,,,,,
98039,,,,,Calyrex Ice Rider Aid Source Crystal,6,,,,,Exclusive material used to awaken Calyrex Ice Rider's Aid,Exclusive material used to awaken Calyrex Ice Rider's Aid,config/portrait/simple/img_898_lgwbm@.png,,,,173,,,,,,
98040,,,,,Calyrex Shadow Rider Aid Source Crystal,6,,,,,Exclusive material used to awaken Calyrex Shadow Rider's Aid,Exclusive material used to awaken Calyrex Shadow Rider's Aid,config/portrait/simple/img_898_lgwhm@.png,,,,173,,,,,,
98041,,,,,Ash-Greninja Aid Source Crystal,6,,,,,Exclusive material used to awaken Ash-Greninja's Aid,Exclusive material used to awaken Ash-Greninja's Aid,config/portrait/simple/img_658_xzbjhrw@.png,,,,173,,,,,,
98042,,,,,Shiny Mega Gengar Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Gengar's Aid,Exclusive material used to awaken Shiny Mega Gengar's Aid,config/portrait/simple/img_94_yscjgg@.png,,,,173,,,,,,
98043,,,,,Shiny Mega Tyranitar Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Tyranitar's Aid,Exclusive material used to awaken Shiny Mega Tyranitar's Aid,config/portrait/simple/img_248_sgcjbjls@.png,,,,173,,,,,,
98044,,,,,Origin Mew Aid Source Crystal,6,,,,,Exclusive material used to awaken Origin Mew's Aid,Exclusive material used to awaken Origin Mew's Aid,config/portrait/simple/img_151_qymh@.png,,,,173,,,,,,
98045,,,,,Shiny Mega Gardevoir Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Gardevoir's Aid,Exclusive material used to awaken Shiny Mega Gardevoir's Aid,config/portrait/simple/img_282_sgcjsnd@.png,,,,173,,,,,,
98046,,,,,Shiny Mega Gallade Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Gallade's Aid,Exclusive material used to awaken Shiny Mega Gallade's Aid,config/portrait/simple/img_475_sgcjalld@.png,,,,173,,,,,,
98047,,,,,Keldeo Resolute Form Aid Source Crystal,6,,,,,Exclusive material used to awaken Keldeo Resolute Form's Aid,Exclusive material used to awaken Keldeo Resolute Form's Aid,config/portrait/simple/img_647_kldojwxt@.png,,,,173,,,,,,
98048,,,,,Steven's Mega Metagross Aid Source Crystal,6,,,,,Exclusive material used to awaken Steven's Mega Metagross's Aid,Exclusive material used to awaken Steven's Mega Metagross's Aid,config/portrait/simple/img_376_sgcjjjg@.png,,,,173,,,,,,
98049,,,,,Cynthia's Mega Garchomp Aid Source Crystal,6,,,,,Exclusive material used to awaken Cynthia's Mega Garchomp's Aid,Exclusive material used to awaken Cynthia's Mega Garchomp's Aid,config/portrait/simple/img_445_bzcjlyls@.png,,,,173,,,,,,
98050,,,,,Masked Mega Blaziken Aid Source Crystal,6,,,,,Exclusive material used to awaken Masked Mega Blaziken's Aid,Exclusive material used to awaken Masked Mega Blaziken's Aid,config/portrait/simple/img_257_jmcjhyj@.png,,,,173,,,,,,
98051,,,,,Shiny Mega Lucario Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Lucario's Aid,Exclusive material used to awaken Shiny Mega Lucario's Aid,config/portrait/simple/img_448_sgcjlklo@.png,,,,173,,,,,,
98052,,,,,Alain's Mega Charizard X Aid Source Crystal,6,,,,,Exclusive material used to awaken Alain's Mega Charizard X's Aid,Exclusive material used to awaken Alain's Mega Charizard X's Aid,config/portrait/simple/img_6_alcjphlx@.png,,,,173,,,,,,
98053,,,,,Shiny Mega Abomasnow Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Abomasnow's Aid,Exclusive material used to awaken Shiny Mega Abomasnow's Aid,config/portrait/simple/img_460_sgcjbxw@.png,,,,173,,,,,,
98054,,,,,Shiny Mega Sceptile Aid Source Crystal,6,,,,,Exclusive material used to awaken Shiny Mega Sceptile's Aid,Exclusive material used to awaken Shiny Mega Sceptile's Aid,config/portrait/simple/img_254_sgcjxyw@.png,,,,173,,,,,,
