变量名,seq,level,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3
1546,16,46,1,7127,7,1413,8,1413
1547,16,47,1,7211,7,1430,8,1430
1548,16,48,1,7295,7,1447,8,1447
1549,16,49,1,7379,7,1463,8,1463
1550,16,50,1,7462,7,1480,8,1480
1551,16,51,1,7714,7,1530,8,1530
1552,16,52,1,7801,7,1547,8,1547
1553,16,53,1,7888,7,1564,8,1564
1554,16,54,1,7975,7,1582,8,1582
1555,16,55,1,8063,7,1599,8,1599
1556,16,56,1,8334,7,1653,8,1653
1557,16,57,1,8425,7,1671,8,1671
1558,16,58,1,8515,7,1689,8,1689
1559,16,59,1,8606,7,1707,8,1707
1560,16,60,1,8697,7,1725,8,1725
1561,16,61,1,8988,7,1782,8,1782
1562,16,62,1,9082,7,1801,8,1801
1563,16,63,1,9176,7,1820,8,1820
1564,16,64,1,9270,7,1838,8,1838
1565,16,65,1,9364,7,1857,8,1857
1566,16,66,1,9676,7,1919,8,1919
1567,16,67,1,9773,7,1938,8,1938
1568,16,68,1,9870,7,1957,8,1957
1569,16,69,1,9968,7,1977,8,1977
1570,16,70,1,10065,7,1996,8,1996
1571,16,71,1,10397,7,2062,8,2062
1572,16,72,1,10497,7,2082,8,2082
1573,16,73,1,10598,7,2102,8,2102
1574,16,74,1,10699,7,2122,8,2122
1575,16,75,1,10799,7,2142,8,2142
1576,16,76,1,11151,7,2211,8,2211
1577,16,77,1,11255,7,2232,8,2232
1578,16,78,1,11359,7,2253,8,2253
1579,16,79,1,11463,7,2273,8,2273
1580,16,80,1,11567,7,2294,8,2294
1581,16,81,1,11940,7,2368,8,2368
1582,16,82,1,12047,7,2389,8,2389
1583,16,83,1,12154,7,2410,8,2410
1584,16,84,1,12262,7,2431,8,2431
1585,16,85,1,12369,7,2453,8,2453
1586,16,86,1,12761,7,2531,8,2531
1587,16,87,1,12872,7,2553,8,2553
1588,16,88,1,12983,7,2574,8,2574
1589,16,89,1,13093,7,2596,8,2596
1590,16,90,1,13204,7,2618,8,2618
1591,16,91,1,13616,7,2700,8,2700
1592,16,92,1,13731,7,2723,8,2723
1593,16,93,1,13845,7,2745,8,2745
1594,16,94,1,13959,7,2768,8,2768
1595,16,95,1,14073,7,2791,8,2791
1596,16,96,1,14505,7,2876,8,2876
1597,16,97,1,14623,7,2900,8,2900
1598,16,98,1,14740,7,2923,8,2923
1599,16,99,1,14857,7,2946,8,2946
1600,16,100,1,14975,7,2969,8,2969
1601,17,1,9,933,10,933,,
1602,17,2,9,947,10,947,,
1603,17,3,9,962,10,962,,
1604,17,4,9,977,10,977,,
1605,17,5,9,992,10,992,,
1606,17,6,9,1012,10,1012,,
1607,17,7,9,1028,10,1028,,
1608,17,8,9,1043,10,1043,,
1609,17,9,9,1059,10,1059,,
1610,17,10,9,1075,10,1075,,
1611,17,11,9,1100,10,1100,,
1612,17,12,9,1117,10,1117,,
1613,17,13,9,1134,10,1134,,
1614,17,14,9,1151,10,1151,,
1615,17,15,9,1167,10,1167,,
1616,17,16,9,1198,10,1198,,
1617,17,17,9,1216,10,1216,,
1618,17,18,9,1234,10,1234,,
1619,17,19,9,1251,10,1251,,
1620,17,20,9,1269,10,1269,,
1621,17,21,9,1306,10,1306,,
1622,17,22,9,1324,10,1324,,
1623,17,23,9,1343,10,1343,,
1624,17,24,9,1361,10,1361,,
1625,17,25,9,1380,10,1380,,
1626,17,26,9,1422,10,1422,,
1627,17,27,9,1442,10,1442,,
1628,17,28,9,1461,10,1461,,
1629,17,29,9,1481,10,1481,,
1630,17,30,9,1500,10,1500,,
1631,17,31,9,1548,10,1548,,
1632,17,32,9,1568,10,1568,,
1633,17,33,9,1589,10,1589,,
1634,17,34,9,1609,10,1609,,
1635,17,35,9,1630,10,1630,,
1636,17,36,9,1683,10,1683,,
1637,17,37,9,1705,10,1705,,
1638,17,38,9,1726,10,1726,,
1639,17,39,9,1748,10,1748,,
1640,17,40,9,1769,10,1769,,
1641,17,41,9,1828,10,1828,,
1642,17,42,9,1850,10,1850,,
1643,17,43,9,1872,10,1872,,
1644,17,44,9,1895,10,1895,,
1645,17,45,9,1917,10,1917,,
1646,17,46,9,1982,10,1982,,
1647,17,47,9,2005,10,2005,,
1648,17,48,9,2028,10,2028,,
1649,17,49,9,2052,10,2052,,
1650,17,50,9,2075,10,2075,,
1651,17,51,9,2145,10,2145,,
1652,17,52,9,2169,10,2169,,
1653,17,53,9,2193,10,2193,,
1654,17,54,9,2217,10,2217,,
1655,17,55,9,2242,10,2242,,
1656,17,56,9,2317,10,2317,,
1657,17,57,9,2342,10,2342,,
1658,17,58,9,2368,10,2368,,
1659,17,59,9,2393,10,2393,,
1660,17,60,9,2418,10,2418,,
1661,17,61,9,2499,10,2499,,
1662,17,62,9,2525,10,2525,,
1663,17,63,9,2551,10,2551,,
1664,17,64,9,2577,10,2577,,
1665,17,65,9,2604,10,2604,,
1666,17,66,9,2690,10,2690,,
1667,17,67,9,2717,10,2717,,
1668,17,68,9,2744,10,2744,,
1669,17,69,9,2771,10,2771,,
1670,17,70,9,2798,10,2798,,
1671,17,71,9,2891,10,2891,,
1672,17,72,9,2919,10,2919,,
1673,17,73,9,2947,10,2947,,
1674,17,74,9,2975,10,2975,,
1675,17,75,9,3003,10,3003,,
1676,17,76,9,3101,10,3101,,
1677,17,77,9,3129,10,3129,,
1678,17,78,9,3158,10,3158,,
1679,17,79,9,3187,10,3187,,
1680,17,80,9,3216,10,3216,,
1681,17,81,9,3320,10,3320,,
1682,17,82,9,3350,10,3350,,
1683,17,83,9,3379,10,3379,,
1684,17,84,9,3409,10,3409,,
1685,17,85,9,3439,10,3439,,
1686,17,86,9,3548,10,3548,,
1687,17,87,9,3579,10,3579,,
1688,17,88,9,3610,10,3610,,
1689,17,89,9,3640,10,3640,,
1690,17,90,9,3671,10,3671,,
1691,17,91,9,3786,10,3786,,
1692,17,92,9,3818,10,3818,,
1693,17,93,9,3849,10,3849,,
1694,17,94,9,3881,10,3881,,
1695,17,95,9,3913,10,3913,,
1696,17,96,9,4033,10,4033,,
1697,17,97,9,4066,10,4066,,
1698,17,98,9,4098,10,4098,,
1699,17,99,9,4131,10,4131,,
1700,17,100,9,4164,10,4164,,
1701,18,1,1,3354,7,665,8,665
1702,18,2,1,3408,7,676,8,676
1703,18,3,1,3461,7,687,8,687
1704,18,4,1,3515,7,697,8,697
1705,18,5,1,3569,7,708,8,708
1706,18,6,1,3639,7,722,8,722
1707,18,7,1,3696,7,733,8,733
1708,18,8,1,3753,7,744,8,744
1709,18,9,1,3810,7,756,8,756
1710,18,10,1,3867,7,767,8,767
1711,18,11,1,3958,7,785,8,785
1712,18,12,1,4018,7,797,8,797
1713,18,13,1,4078,7,809,8,809
1714,18,14,1,4139,7,821,8,821
1715,18,15,1,4199,7,833,8,833
1716,18,16,1,4310,7,855,8,855
1717,18,17,1,4374,7,867,8,867
1718,18,18,1,4437,7,880,8,880
1719,18,19,1,4501,7,893,8,893
1720,18,20,1,4565,7,905,8,905
1721,18,21,1,4696,7,931,8,931
1722,18,22,1,4763,7,945,8,945
1723,18,23,1,4830,7,958,8,958
1724,18,24,1,4897,7,971,8,971
1725,18,25,1,4964,7,984,8,984
1726,18,26,1,5115,7,1014,8,1014
1727,18,27,1,5185,7,1028,8,1028
1728,18,28,1,5256,7,1042,8,1042
1729,18,29,1,5326,7,1056,8,1056
1730,18,30,1,5396,7,1070,8,1070
1731,18,31,1,5567,7,1104,8,1104
1732,18,32,1,5641,7,1119,8,1119
1733,18,33,1,5715,7,1133,8,1133
1734,18,34,1,5789,7,1148,8,1148
1735,18,35,1,5863,7,1163,8,1163
1736,18,36,1,6054,7,1201,8,1201
1737,18,37,1,6131,7,1216,8,1216
1738,18,38,1,6208,7,1231,8,1231
1739,18,39,1,6285,7,1246,8,1246
1740,18,40,1,6362,7,1262,8,1262
1741,18,41,1,6574,7,1304,8,1304
1742,18,42,1,6654,7,1320,8,1320
1743,18,43,1,6735,7,1336,8,1336
1744,18,44,1,6815,7,1352,8,1352
1745,18,45,1,6896,7,1367,8,1367
1746,18,46,1,7127,7,1413,8,1413
1747,18,47,1,7211,7,1430,8,1430
1748,18,48,1,7295,7,1447,8,1447
1749,18,49,1,7379,7,1463,8,1463
1750,18,50,1,7462,7,1480,8,1480
1751,18,51,1,7714,7,1530,8,1530
1752,18,52,1,7801,7,1547,8,1547
1753,18,53,1,7888,7,1564,8,1564
1754,18,54,1,7975,7,1582,8,1582
1755,18,55,1,8063,7,1599,8,1599
1756,18,56,1,8334,7,1653,8,1653
1757,18,57,1,8425,7,1671,8,1671
1758,18,58,1,8515,7,1689,8,1689
1759,18,59,1,8606,7,1707,8,1707
1760,18,60,1,8697,7,1725,8,1725
1761,18,61,1,8988,7,1782,8,1782
1762,18,62,1,9082,7,1801,8,1801
1763,18,63,1,9176,7,1820,8,1820
1764,18,64,1,9270,7,1838,8,1838
1765,18,65,1,9364,7,1857,8,1857
1766,18,66,1,9676,7,1919,8,1919
1767,18,67,1,9773,7,1938,8,1938
1768,18,68,1,9870,7,1957,8,1957
1769,18,69,1,9968,7,1977,8,1977
1770,18,70,1,10065,7,1996,8,1996
1771,18,71,1,10397,7,2062,8,2062
1772,18,72,1,10497,7,2082,8,2082
1773,18,73,1,10598,7,2102,8,2102
1774,18,74,1,10699,7,2122,8,2122
1775,18,75,1,10799,7,2142,8,2142
1776,18,76,1,11151,7,2211,8,2211
1777,18,77,1,11255,7,2232,8,2232
1778,18,78,1,11359,7,2253,8,2253
1779,18,79,1,11463,7,2273,8,2273
1780,18,80,1,11567,7,2294,8,2294
1781,18,81,1,11940,7,2368,8,2368
1782,18,82,1,12047,7,2389,8,2389
1783,18,83,1,12154,7,2410,8,2410
1784,18,84,1,12262,7,2431,8,2431
1785,18,85,1,12369,7,2453,8,2453
1786,18,86,1,12761,7,2531,8,2531
1787,18,87,1,12872,7,2553,8,2553
1788,18,88,1,12983,7,2574,8,2574
1789,18,89,1,13093,7,2596,8,2596
1790,18,90,1,13204,7,2618,8,2618
1791,18,91,1,13616,7,2700,8,2700
1792,18,92,1,13731,7,2723,8,2723
1793,18,93,1,13845,7,2745,8,2745
1794,18,94,1,13959,7,2768,8,2768
1795,18,95,1,14073,7,2791,8,2791
1796,18,96,1,14505,7,2876,8,2876
1797,18,97,1,14623,7,2900,8,2900
1798,18,98,1,14740,7,2923,8,2923
1799,18,99,1,14857,7,2946,8,2946
1800,18,100,1,14975,7,2969,8,2969
1801,19,1,1,10368,,,,
1802,19,2,1,10533,,,,
1803,19,3,1,10699,,,,
1804,19,4,1,10865,,,,
1805,19,5,1,11031,,,,
1806,19,6,1,11249,,,,
1807,19,7,1,11425,,,,
1808,19,8,1,11601,,,,
1809,19,9,1,11777,,,,
1810,19,10,1,11954,,,,
1811,19,11,1,12234,,,,
1812,19,12,1,12420,,,,
1813,19,13,1,12607,,,,
1814,19,14,1,12793,,,,
1815,19,15,1,12980,,,,
1816,19,16,1,13322,,,,
1817,19,17,1,13519,,,,
1818,19,18,1,13716,,,,
1819,19,19,1,13913,,,,
1820,19,20,1,14110,,,,
1821,19,21,1,14515,,,,
1822,19,22,1,14722,,,,
1823,19,23,1,14929,,,,
1824,19,24,1,15137,,,,
1825,19,25,1,15344,,,,
1826,19,26,1,15810,,,,
1827,19,27,1,16028,,,,
1828,19,28,1,16246,,,,
1829,19,29,1,16464,,,,
1830,19,30,1,16681,,,,
1831,19,31,1,17210,,,,
1832,19,32,1,17438,,,,
1833,19,33,1,17666,,,,
1834,19,34,1,17894,,,,
1835,19,35,1,18122,,,,
1836,19,36,1,18713,,,,
1837,19,37,1,18952,,,,
1838,19,38,1,19190,,,,
1839,19,39,1,19429,,,,
1840,19,40,1,19667,,,,
1841,19,41,1,20320,,,,
1842,19,42,1,20569,,,,
1843,19,43,1,20818,,,,
1844,19,44,1,21067,,,,
1845,19,45,1,21316,,,,
1846,19,46,1,22031,,,,
1847,19,47,1,22290,,,,
1848,19,48,1,22549,,,,
1849,19,49,1,22809,,,,
1850,19,50,1,23068,,,,
1851,19,51,1,23845,,,,
1852,19,52,1,24115,,,,
1853,19,53,1,24384,,,,
1854,19,54,1,24654,,,,
1855,19,55,1,24923,,,,
1856,19,56,1,25763,,,,
1857,19,57,1,26043,,,,
1858,19,58,1,26323,,,,
1859,19,59,1,26603,,,,
1860,19,60,1,26883,,,,
1861,19,61,1,27785,,,,
1862,19,62,1,28075,,,,
1863,19,63,1,28365,,,,
1864,19,64,1,28656,,,,
1865,19,65,1,28946,,,,
1866,19,66,1,29910,,,,
1867,19,67,1,30211,,,,
1868,19,68,1,30512,,,,
1869,19,69,1,30812,,,,
1870,19,70,1,31113,,,,
1871,19,71,1,32139,,,,
1872,19,72,1,32450,,,,
1873,19,73,1,32761,,,,
1874,19,74,1,33072,,,,
1875,19,75,1,33383,,,,
1876,19,76,1,34472,,,,
1877,19,77,1,34793,,,,
1878,19,78,1,35115,,,,
1879,19,79,1,35436,,,,
1880,19,80,1,35758,,,,
1881,19,81,1,36908,,,,
1882,19,82,1,37240,,,,
1883,19,83,1,37572,,,,
1884,19,84,1,37904,,,,
1885,19,85,1,38235,,,,
1886,19,86,1,39448,,,,
1887,19,87,1,39790,,,,
1888,19,88,1,40133,,,,
1889,19,89,1,40475,,,,
1890,19,90,1,40817,,,,
1891,19,91,1,42092,,,,
1892,19,92,1,42445,,,,
1893,19,93,1,42797,,,,
1894,19,94,1,43150,,,,
1895,19,95,1,43502,,,,
1896,19,96,1,44839,,,,
1897,19,97,1,45202,,,,
1898,19,98,1,45565,,,,
1899,19,99,1,45928,,,,
1900,19,100,1,46291,,,,
1901,20,1,7,2058,8,2058,,
1902,20,2,7,2090,8,2090,,
1903,20,3,7,2123,8,2123,,
1904,20,4,7,2156,8,2156,,
1905,20,5,7,2189,8,2189,,
1906,20,6,7,2232,8,2232,,
1907,20,7,7,2267,8,2267,,
1908,20,8,7,2302,8,2302,,
1909,20,9,7,2337,8,2337,,
1910,20,10,7,2372,8,2372,,
1911,20,11,7,2428,8,2428,,
1912,20,12,7,2465,8,2465,,
1913,20,13,7,2502,8,2502,,
1914,20,14,7,2539,8,2539,,
1915,20,15,7,2576,8,2576,,
1916,20,16,7,2644,8,2644,,
1917,20,17,7,2683,8,2683,,
1918,20,18,7,2722,8,2722,,
1919,20,19,7,2761,8,2761,,
1920,20,20,7,2800,8,2800,,
1921,20,21,7,2881,8,2881,,
1922,20,22,7,2922,8,2922,,
1923,20,23,7,2963,8,2963,,
1924,20,24,7,3004,8,3004,,
1925,20,25,7,3045,8,3045,,
1926,20,26,7,3138,8,3138,,
1927,20,27,7,3181,8,3181,,
1928,20,28,7,3224,8,3224,,
1929,20,29,7,3267,8,3267,,
1930,20,30,7,3311,8,3311,,
1931,20,31,7,3415,8,3415,,
1932,20,32,7,3461,8,3461,,
1933,20,33,7,3506,8,3506,,
1934,20,34,7,3551,8,3551,,
1935,20,35,7,3597,8,3597,,
1936,20,36,7,3714,8,3714,,
1937,20,37,7,3761,8,3761,,
1938,20,38,7,3808,8,3808,,
1939,20,39,7,3856,8,3856,,
1940,20,40,7,3903,8,3903,,
1941,20,41,7,4033,8,4033,,
1942,20,42,7,4082,8,4082,,
1943,20,43,7,4131,8,4131,,
1944,20,44,7,4181,8,4181,,
1945,20,45,7,4230,8,4230,,
1946,20,46,7,4372,8,4372,,
1947,20,47,7,4424,8,4424,,
1948,20,48,7,4475,8,4475,,
1949,20,49,7,4527,8,4527,,
1950,20,50,7,4578,8,4578,,
1951,20,51,7,4732,8,4732,,
1952,20,52,7,4786,8,4786,,
1953,20,53,7,4839,8,4839,,
1954,20,54,7,4893,8,4893,,
1955,20,55,7,4946,8,4946,,
1956,20,56,7,5113,8,5113,,
1957,20,57,7,5168,8,5168,,
1958,20,58,7,5224,8,5224,,
1959,20,59,7,5280,8,5280,,
1960,20,60,7,5335,8,5335,,
1961,20,61,7,5514,8,5514,,
1962,20,62,7,5572,8,5572,,
1963,20,63,7,5629,8,5629,,
1964,20,64,7,5687,8,5687,,
1965,20,65,7,5745,8,5745,,
1966,20,66,7,5936,8,5936,,
1967,20,67,7,5996,8,5996,,
1968,20,68,7,6055,8,6055,,
1969,20,69,7,6115,8,6115,,
1970,20,70,7,6175,8,6175,,
1971,20,71,7,6378,8,6378,,
1972,20,72,7,6440,8,6440,,
1973,20,73,7,6502,8,6502,,
1974,20,74,7,6563,8,6563,,
1975,20,75,7,6625,8,6625,,
1976,20,76,7,6841,8,6841,,
1977,20,77,7,6905,8,6905,,
1978,20,78,7,6969,8,6969,,
1979,20,79,7,7033,8,7033,,
1980,20,80,7,7096,8,7096,,
1981,20,81,7,7325,8,7325,,
1982,20,82,7,7391,8,7391,,
1983,20,83,7,7456,8,7456,,
1984,20,84,7,7522,8,7522,,
1985,20,85,7,7588,8,7588,,
1986,20,86,7,7829,8,7829,,
1987,20,87,7,7897,8,7897,,
1988,20,88,7,7965,8,7965,,
1989,20,89,7,8032,8,8032,,
1990,20,90,7,8100,8,8100,,
1991,20,91,7,8353,8,8353,,
1992,20,92,7,8423,8,8423,,
1993,20,93,7,8493,8,8493,,
1994,20,94,7,8563,8,8563,,
1995,20,95,7,8633,8,8633,,
1996,20,96,7,8899,8,8899,,
1997,20,97,7,8971,8,8971,,
1998,20,98,7,9043,8,9043,,
1999,20,99,7,9115,8,9115,,
2000,20,100,7,9187,8,9187,,
2001,21,1,9,1440,10,1440,,
2002,21,2,9,1463,10,1463,,
2003,21,3,9,1486,10,1486,,
2004,21,4,9,1509,10,1509,,
2005,21,5,9,1532,10,1532,,
2006,21,6,9,1562,10,1562,,
2007,21,7,9,1587,10,1587,,
2008,21,8,9,1611,10,1611,,
2009,21,9,9,1636,10,1636,,
2010,21,10,9,1660,10,1660,,
2011,21,11,9,1699,10,1699,,
2012,21,12,9,1725,10,1725,,
2013,21,13,9,1751,10,1751,,
2014,21,14,9,1777,10,1777,,
2015,21,15,9,1803,10,1803,,
2016,21,16,9,1850,10,1850,,
2017,21,17,9,1878,10,1878,,
2018,21,18,9,1905,10,1905,,
2019,21,19,9,1932,10,1932,,
2020,21,20,9,1960,10,1960,,
2021,21,21,9,2016,10,2016,,
2022,21,22,9,2045,10,2045,,
2023,21,23,9,2074,10,2074,,
2024,21,24,9,2102,10,2102,,
2025,21,25,9,2131,10,2131,,
2026,21,26,9,2196,10,2196,,
2027,21,27,9,2226,10,2226,,
2028,21,28,9,2256,10,2256,,
2029,21,29,9,2287,10,2287,,
2030,21,30,9,2317,10,2317,,
2031,21,31,9,2390,10,2390,,
2032,21,32,9,2422,10,2422,,
2033,21,33,9,2454,10,2454,,
2034,21,34,9,2485,10,2485,,
2035,21,35,9,2517,10,2517,,
2036,21,36,9,2599,10,2599,,
2037,21,37,9,2632,10,2632,,
2038,21,38,9,2665,10,2665,,
2039,21,39,9,2699,10,2699,,
2040,21,40,9,2732,10,2732,,
2041,21,41,9,2822,10,2822,,
2042,21,42,9,2857,10,2857,,
2043,21,43,9,2892,10,2892,,
2044,21,44,9,2926,10,2926,,
2045,21,45,9,2961,10,2961,,
2046,21,46,9,3060,10,3060,,
2047,21,47,9,3096,10,3096,,
2048,21,48,9,3132,10,3132,,
2049,21,49,9,3168,10,3168,,
2050,21,50,9,3204,10,3204,,
2051,21,51,9,3312,10,3312,,
2052,21,52,9,3349,10,3349,,
2053,21,53,9,3387,10,3387,,
2054,21,54,9,3424,10,3424,,
2055,21,55,9,3462,10,3462,,
2056,21,56,9,3578,10,3578,,
2057,21,57,9,3617,10,3617,,
2058,21,58,9,3656,10,3656,,
2059,21,59,9,3695,10,3695,,
2060,21,60,9,3734,10,3734,,
2061,21,61,9,3859,10,3859,,
2062,21,62,9,3900,10,3900,,
2063,21,63,9,3940,10,3940,,
2064,21,64,9,3980,10,3980,,
2065,21,65,9,4020,10,4020,,
2066,21,66,9,4154,10,4154,,
2067,21,67,9,4196,10,4196,,
2068,21,68,9,4238,10,4238,,
2069,21,69,9,4280,10,4280,,
2070,21,70,9,4321,10,4321,,
2071,21,71,9,4464,10,4464,,
2072,21,72,9,4507,10,4507,,
2073,21,73,9,4550,10,4550,,
2074,21,74,9,4594,10,4594,,
2075,21,75,9,4637,10,4637,,
2076,21,76,9,4788,10,4788,,
2077,21,77,9,4833,10,4833,,
2078,21,78,9,4877,10,4877,,
2079,21,79,9,4922,10,4922,,
2080,21,80,9,4967,10,4967,,
2081,21,81,9,5126,10,5126,,
2082,21,82,9,5172,10,5172,,
2083,21,83,9,5219,10,5219,,
2084,21,84,9,5265,10,5265,,
2085,21,85,9,5311,10,5311,,
2086,21,86,9,5479,10,5479,,
2087,21,87,9,5527,10,5527,,
2088,21,88,9,5574,10,5574,,
2089,21,89,9,5622,10,5622,,
2090,21,90,9,5669,10,5669,,
2091,21,91,9,5846,10,5846,,
2092,21,92,9,5895,10,5895,,
2093,21,93,9,5944,10,5944,,
2094,21,94,9,5993,10,5993,,
2095,21,95,9,6042,10,6042,,
2096,21,96,9,6228,10,6228,,
2097,21,97,9,6278,10,6278,,
2098,21,98,9,6329,10,6329,,
2099,21,99,9,6379,10,6379,,
2100,21,100,9,6430,10,6430,,
2101,22,1,1,5184,7,1029,8,1029
2102,22,2,1,5267,7,1045,8,1045
2103,22,3,1,5350,7,1062,8,1062
2104,22,4,1,5433,7,1078,8,1078
2105,22,5,1,5516,7,1095,8,1095
2106,22,6,1,5625,7,1116,8,1116
2107,22,7,1,5713,7,1134,8,1134
2108,22,8,1,5801,7,1151,8,1151
2109,22,9,1,5889,7,1169,8,1169
2110,22,10,1,5977,7,1186,8,1186
2111,22,11,1,6117,7,1214,8,1214
2112,22,12,1,6210,7,1233,8,1233
2113,22,13,1,6304,7,1251,8,1251
2114,22,14,1,6397,7,1270,8,1270
2115,22,15,1,6490,7,1288,8,1288
2116,22,16,1,6661,7,1322,8,1322
2117,22,17,1,6760,7,1342,8,1342
2118,22,18,1,6858,7,1361,8,1361
2119,22,19,1,6957,7,1381,8,1381
2120,22,20,1,7055,7,1400,8,1400
2121,22,21,1,7258,7,1441,8,1441
2122,22,22,1,7361,7,1461,8,1461
2123,22,23,1,7465,7,1482,8,1482
2124,22,24,1,7569,7,1502,8,1502
2125,22,25,1,7672,7,1523,8,1523
2126,22,26,1,7905,7,1569,8,1569
2127,22,27,1,8014,7,1591,8,1591
2128,22,28,1,8123,7,1612,8,1612
2129,22,29,1,8232,7,1634,8,1634
2130,22,30,1,8341,7,1656,8,1656
2131,22,31,1,8605,7,1708,8,1708
2132,22,32,1,8719,7,1731,8,1731
2133,22,33,1,8833,7,1753,8,1753
2134,22,34,1,8947,7,1776,8,1776
2135,22,35,1,9061,7,1799,8,1799
2136,22,36,1,9357,7,1857,8,1857
2137,22,37,1,9476,7,1881,8,1881
2138,22,38,1,9595,7,1904,8,1904
2139,22,39,1,9715,7,1928,8,1928
2140,22,40,1,9834,7,1952,8,1952
2141,22,41,1,10160,7,2017,8,2017
2142,22,42,1,10285,7,2041,8,2041
2143,22,43,1,10409,7,2066,8,2066
2144,22,44,1,10534,7,2091,8,2091
2145,22,45,1,10658,7,2115,8,2115
2146,22,46,1,11016,7,2186,8,2186
2147,22,47,1,11145,7,2212,8,2212
2148,22,48,1,11275,7,2238,8,2238
2149,22,49,1,11405,7,2264,8,2264
2150,22,50,1,11534,7,2289,8,2289
2151,22,51,1,11923,7,2366,8,2366
2152,22,52,1,12058,7,2393,8,2393
2153,22,53,1,12192,7,2420,8,2420
2154,22,54,1,12327,7,2447,8,2447
2155,22,55,1,12462,7,2473,8,2473
2156,22,56,1,12882,7,2557,8,2557
2157,22,57,1,13022,7,2584,8,2584
2158,22,58,1,13162,7,2612,8,2612
2159,22,59,1,13302,7,2640,8,2640
2160,22,60,1,13442,7,2668,8,2668
2161,22,61,1,13893,7,2757,8,2757
2162,22,62,1,14038,7,2786,8,2786
2163,22,63,1,14183,7,2815,8,2815
2164,22,64,1,14328,7,2844,8,2844
2165,22,65,1,14473,7,2873,8,2873
2166,22,66,1,14955,7,2968,8,2968
2167,22,67,1,15106,7,2998,8,2998
2168,22,68,1,15256,7,3028,8,3028
2169,22,69,1,15406,7,3058,8,3058
2170,22,70,1,15557,7,3088,8,3088
2171,22,71,1,16070,7,3189,8,3189
2172,22,72,1,16225,7,3220,8,3220
2173,22,73,1,16381,7,3251,8,3251
2174,22,74,1,16536,7,3282,8,3282
2175,22,75,1,16692,7,3313,8,3313
2176,22,76,1,17236,7,3421,8,3421
2177,22,77,1,17397,7,3453,8,3453
2178,22,78,1,17558,7,3485,8,3485
2179,22,79,1,17718,7,3517,8,3517
2180,22,80,1,17879,7,3548,8,3548
2181,22,81,1,18454,7,3663,8,3663
2182,22,82,1,18620,7,3696,8,3696
2183,22,83,1,18786,7,3728,8,3728
2184,22,84,1,18952,7,3761,8,3761
2185,22,85,1,19118,7,3794,8,3794
2186,22,86,1,19724,7,3915,8,3915
2187,22,87,1,19895,7,3949,8,3949
2188,22,88,1,20067,7,3983,8,3983
2189,22,89,1,20238,7,4016,8,4016
2190,22,90,1,20409,7,4050,8,4050
2191,22,91,1,21046,7,4177,8,4177
2192,22,92,1,21223,7,4212,8,4212
2193,22,93,1,21399,7,4247,8,4247
2194,22,94,1,21575,7,4282,8,4282
2195,22,95,1,21751,7,4317,8,4317
2196,22,96,1,22420,7,4450,8,4450
2197,22,97,1,22601,7,4486,8,4486
2198,22,98,1,22783,7,4522,8,4522
2199,22,99,1,22964,7,4558,8,4558
2200,22,100,1,23146,7,4594,8,4594
2201,23,1,9,1440,10,1440,,
2202,23,2,9,1463,10,1463,,
2203,23,3,9,1486,10,1486,,
2204,23,4,9,1509,10,1509,,
2205,23,5,9,1532,10,1532,,
2206,23,6,9,1562,10,1562,,
2207,23,7,9,1587,10,1587,,
2208,23,8,9,1611,10,1611,,
2209,23,9,9,1636,10,1636,,
2210,23,10,9,1660,10,1660,,
2211,23,11,9,1699,10,1699,,
2212,23,12,9,1725,10,1725,,
2213,23,13,9,1751,10,1751,,
2214,23,14,9,1777,10,1777,,
2215,23,15,9,1803,10,1803,,
2216,23,16,9,1850,10,1850,,
2217,23,17,9,1878,10,1878,,
2218,23,18,9,1905,10,1905,,
2219,23,19,9,1932,10,1932,,
2220,23,20,9,1960,10,1960,,
2221,23,21,9,2016,10,2016,,
2222,23,22,9,2045,10,2045,,
2223,23,23,9,2074,10,2074,,
2224,23,24,9,2102,10,2102,,
2225,23,25,9,2131,10,2131,,
2226,23,26,9,2196,10,2196,,
2227,23,27,9,2226,10,2226,,
2228,23,28,9,2256,10,2256,,
2229,23,29,9,2287,10,2287,,
2230,23,30,9,2317,10,2317,,
2231,23,31,9,2390,10,2390,,
2232,23,32,9,2422,10,2422,,
2233,23,33,9,2454,10,2454,,
2234,23,34,9,2485,10,2485,,
2235,23,35,9,2517,10,2517,,
2236,23,36,9,2599,10,2599,,
2237,23,37,9,2632,10,2632,,
2238,23,38,9,2665,10,2665,,
2239,23,39,9,2699,10,2699,,
2240,23,40,9,2732,10,2732,,
2241,23,41,9,2822,10,2822,,
2242,23,42,9,2857,10,2857,,
2243,23,43,9,2892,10,2892,,
2244,23,44,9,2926,10,2926,,
2245,23,45,9,2961,10,2961,,
2246,23,46,9,3060,10,3060,,
2247,23,47,9,3096,10,3096,,
2248,23,48,9,3132,10,3132,,
2249,23,49,9,3168,10,3168,,
2250,23,50,9,3204,10,3204,,
2251,23,51,9,3312,10,3312,,
2252,23,52,9,3349,10,3349,,
2253,23,53,9,3387,10,3387,,
2254,23,54,9,3424,10,3424,,
2255,23,55,9,3462,10,3462,,
2256,23,56,9,3578,10,3578,,
2257,23,57,9,3617,10,3617,,
2258,23,58,9,3656,10,3656,,
