变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
8521613,,,,,,,,,,,,,,,,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,
8521614,,,,,,mp1Recover,,,,,,,,,,1,1,,,battle/buff_icon/logo_nqhf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqhftg.png,,,,,,,,,2,,,,,,1,,,,,,,,<1;10>,,,,,,,,
8521711,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=11;cfgId=8521712;prob=1;lifeRound=2}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8521712,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=7;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521713;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521714;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521715;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521716;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521717;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521718;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521719;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521720;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521721;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521722;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521723;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521724;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521725;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521726;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521727;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521728;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521729;prob=1;lifeRound=1}>;<{value=(350+((skillLv(85217) or 0)-1)*200);caster=2;holder=1;cfgId=8521730;prob=1;lifeRound=1}>>}},,2,,,,,,1,,,,,,,,,,,,,,,,
8521713,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521714,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521715,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<3>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521716,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<4>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521717,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<5>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521718,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<6>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521719,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<7>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521720,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<8>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521721,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<9>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521722,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<10>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521723,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<11>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521724,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<12>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521725,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<13>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521726,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<14>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521727,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<15>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521728,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<16>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521729,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<17>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521730,,,,,,natureDamageAdd,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<18>,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8521811,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=8;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8521812;prob=1;lifeRound=999}>;<{value=self:Bspeed()*(0.04+((skillLv(85218) or 0)-1)*0.02);caster=2;holder={input=selfForce|nodead;process=rowback|random(2)};cfgId=8521813;prob=lessE(self:getBuffOverlayCount(8521812),2) and 1 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8521812,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,1,,,,,,,,,,,,,,,,
8521813,,,,,,speed,,,2,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
8530111,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530115;prob=less(self:getBuffOverlayCount(8530112),2) and 0.5 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530112,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530113,,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530114,,,,,,strikeDamage,,,,1007,,,,,,1,1,,,battle/buff_icon/logo_bjsh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjshtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8530115,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530112;prob=1;lifeRound=999}>;<{value=(300+((skillLv(85301) or 0)-1)*200);caster=2;holder=1;cfgId=8530113;prob=1;lifeRound=1}>;<{value=(300+((skillLv(85301) or 0)-1)*200);caster=2;holder=1;cfgId=8530114;prob=1;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
8530211,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;onSkillType=1;funcArgs=<<{value=(300+((skillLv(85302) or 0)-1)*200);caster=2;holder=1;cfgId=8530213;prob=less(self:getBuffOverlayCount(8530212),2) and 0.5 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530212,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530213,,,,,,damageAdd,,,,1005,,,,,,2,15,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530212;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,,,,,,,,,
8530311,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85303) or 0)-1)*200);caster=2;holder=1;cfgId=8530312;prob=less(self:getBuffOverlayCount(8530313),2) and 0.5 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530312,,,,,,natureRestraint,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530313;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,<1;10>,,,,,,,,
8530313,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530411,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85304) or 0)-1)*200);caster=2;holder=1;cfgId=8530412;prob=less(self:getBuffOverlayCount(8530413),2) and 0.5 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530412,,,,,,suckBlood,,,,3034,,,,,,1,1,,,battle/buff_icon/logo_xx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530413;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
8530413,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530511,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85305) or 0)-1)*200);caster=2;holder=1;cfgId=8530513;prob=less(self:getBuffOverlayCount(8530512),2) and 0.4 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530512,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530513,,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530512;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8530611,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=14;onSomeFlag=<(trigger.skill:getSkillType2()==2 and (not self:hasBuffGroup(c.egg_oc())))>;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85306) or 0)-1)*200);caster=2;holder=1;cfgId=8530613;prob=less(self:getBuffOverlayCount(8530612),2) and 0.4 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530612,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530613,,,,,,ultimateSub,,,2,1027,,,,,,1,1,,,battle/buff_icon/logo_bskx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bskxtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530612;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8530711,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85307) or 0)-1)*200);caster=2;holder=1;cfgId=8530713;prob=less(self:getBuffOverlayCount(8530712),2) and 0.4 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530712,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530713,,,,,,strikeResistance,,,2,1026,,,,,,1,1,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530712;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8530811,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=self:Bdefence()*(0.03+((skillLv(85308) or 0)-1)*0.02);caster=2;holder=1;cfgId=8530813;prob=less(self:getBuffOverlayCount(8530812),2) and 0.4 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530812,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530813,,,,,,defence,,,2,1021,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530812;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8530911,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=self:BspecialDamage()*(0.03+((skillLv(85309) or 0)-1)*0.02);caster=2;holder={input=selfForce|nodead;process=selfColumn};cfgId=8530813;prob=less(self:getBuffOverlayCount(8530912),2) and 0.3 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8530912,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8530913,,,,,,specialDamage,,,,1002,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8530912;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,,,,,,,,,
8531011,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=self:Bspeed()*(0.03+((skillLv(85310) or 0)-1)*0.02);caster=2;holder={input=selfForce|nodead;process=rowback|random(2)};cfgId=8531013;prob=less(self:getBuffOverlayCount(8531012),2) and 0.3 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8531012,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8531013,,,,,,speed,,,2,1081,,,,,,1,1,,,battle/buff_icon/logo_sd_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sdtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8531012;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,,,,,,,,,
8531111,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=(300+((skillLv(85311) or 0)-1)*200);caster=2;holder={input=selfForce|nodead;process=selfRow};cfgId=8531113;prob=less(self:getBuffOverlayCount(8531112),2) and 0.3 or 0;lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8531112,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8531113,,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8531112;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,,,,,,,,,
8531211,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=4;effectFuncs=<castBuff>;funcArgs=<<{value=self:hp()*(0.03+((skillLv(85120) or 0)-1)*0.02);caster=2;holder={input=selfForce|nodead;process=rowback|attr(""hp"",""min"",1)};cfgId=8531213;prob=(getNowRound()%2 ==0) and  0 or (less(self:getBuffOverlayCount(8531212),2) and 0.3 or 0);lifeRound=1}>>}}",,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8531212,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8531213,,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8531212;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,<2031>,,,,,,,,,
8540111,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85401) or 0)-1)*200);caster=2;holder=1;cfgId=8540113;prob=self:hasBuff(8540112) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8540112,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8540113,,,,,,strike,,,,1006,,,,,,1,1,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8540112;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8540211,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;onSkillType=1;funcArgs=<<{value=(200+((skillLv(85402) or 0)-1)*200);caster=2;holder=1;cfgId=8540213;prob=self:hasBuff(8540212) and 0 or 0.3;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8540212,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8540213,,,,,,ultimateAdd,,,,1008,,,,,,1,1,,,battle/buff_icon/logo_bssh_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bsshtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8540212;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,,,,,,,,,
8540311,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85403) or 0)-1)*200);caster=2;holder=1;cfgId=8540312;prob=self:hasBuff(8540313) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8540312,,,,,,natureRestraint,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8540313;prob=1;lifeRound=999}>>}},,2,,,,,,,,,,,,,,<1;10>,,,,,,,,
8540313,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8540411,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85404) or 0)-1)*200);caster=2;holder=1;cfgId=8540412;prob=self:hasBuff(8540413) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8540412,,,,,,suckBlood,,,,3034,,,,,,1,1,,,battle/buff_icon/logo_xx.png,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8540413;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,<1;10>,,,,,,,,
8540413,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8541111,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=14;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85411) or 0)-1)*200);caster=2;holder=1;cfgId=8541113;prob=self:hasBuff(8541112) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8541112,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8541113,,,,,,damageSub,,,2,1025,,,,,,1,1,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8541112;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8541211,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=14;onSomeFlag=<(trigger.skill:getSkillType2()==2 and (not self:hasBuffGroup(c.egg_oc())))>;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85412) or 0)-1)*200);caster=2;holder=1;cfgId=8541213;prob=self:hasBuff(8541212) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
8541212,,,,,,,,,,,,,,,,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
8541213,,,,,,ultimateSub,,,2,1027,,,,,,1,1,,,battle/buff_icon/logo_bskx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bskxtg.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=1;cfgId=8541212;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
8541311,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=(200+((skillLv(85413) or 0)-1)*200);caster=2;holder=1;cfgId=8541313;prob=self:hasBuff(8541312) and 0 or 0.2;lifeRound=1}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,,,,,,,,,,
