变量名,icon,room,boxIndex,monster,pointC,monsterType,fightC,desc,name,group,weight,type,theme,drops,buff,event,__version
741,city/adventure/random_tower/icon/img_kndr@.png,177,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
742,city/adventure/random_tower/icon_bx.png,177,9,,,,,不经意间发现的宝箱,宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
743,city/adventure/random_tower/icon/icon_wz.png,178,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
744,city/adventure/random_tower/icon/icon_wz.png,178,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
745,city/adventure/random_tower/icon/icon_sj.png,178,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
746,city/adventure/random_tower/icon/img_ptdr@.png,178,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
747,city/adventure/random_tower/icon/img_ptdr@.png,178,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
748,city/adventure/random_tower/icon/img_kndr@.png,178,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
749,city/adventure/random_tower/icon/img_kndr@.png,178,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
750,city/adventure/random_tower/icon/img_kndr@.png,179,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
751,city/adventure/random_tower/icon/img_boss@.png,179,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
752,city/adventure/random_tower/icon/img_boss@.png,179,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
753,city/adventure/random_tower/icon/img_boss@.png,179,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
754,city/adventure/random_tower/icon/icon_sj.png,180,,51,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<6;100>>,
755,city/adventure/random_tower/icon/icon_wz.png,181,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
756,city/adventure/random_tower/icon/icon_wz.png,181,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
757,city/adventure/random_tower/icon/icon_sj.png,181,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<1;100>;<2;100>;<3;100>;<4;100>>,
758,city/adventure/random_tower/icon/img_kndr@.png,181,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
759,city/adventure/random_tower/icon/icon_wz.png,182,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
760,city/adventure/random_tower/icon/icon_sj.png,182,,51,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<6;100>>,
761,city/adventure/random_tower/icon/img_ptdr@.png,182,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
762,city/adventure/random_tower/icon/img_kndr@.png,182,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
763,city/adventure/random_tower/icon/icon_sj.png,183,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<1;100>;<2;100>;<3;100>;<4;100>>,
764,city/adventure/random_tower/icon/img_jddr@.png,183,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
765,city/adventure/random_tower/icon/img_ptdr@.png,183,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
766,city/adventure/random_tower/icon/img_kndr@.png,183,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
767,city/adventure/random_tower/icon/icon_wz.png,184,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
768,city/adventure/random_tower/icon/img_jddr@.png,184,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
769,city/adventure/random_tower/icon/img_ptdr@.png,184,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
770,city/adventure/random_tower/icon/img_kndr@.png,184,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
771,city/adventure/random_tower/icon/img_ptdr@.png,185,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
772,city/adventure/random_tower/icon/img_kndr@.png,185,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
773,city/adventure/random_tower/icon/img_kndr@.png,185,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
774,city/adventure/random_tower/icon/img_kndr@.png,185,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
775,city/adventure/random_tower/icon/icon_wz.png,186,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
776,city/adventure/random_tower/icon/img_ptdr@.png,186,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
777,city/adventure/random_tower/icon/img_kndr@.png,186,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
778,city/adventure/random_tower/icon/img_kndr@.png,186,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
779,city/adventure/random_tower/icon/img_kndr@.png,186,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
780,city/adventure/random_tower/icon/icon_sj.png,187,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
781,city/adventure/random_tower/icon/img_ptdr@.png,187,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
782,city/adventure/random_tower/icon/img_ptdr@.png,187,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
783,city/adventure/random_tower/icon/img_kndr@.png,187,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
784,city/adventure/random_tower/icon/img_kndr@.png,187,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
785,city/adventure/random_tower/icon/img_kndr@.png,187,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
786,city/adventure/random_tower/icon/icon_wz.png,188,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
787,city/adventure/random_tower/icon/icon_wz.png,188,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
788,city/adventure/random_tower/icon/img_ptdr@.png,188,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
789,city/adventure/random_tower/icon/img_ptdr@.png,188,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
790,city/adventure/random_tower/icon/img_kndr@.png,188,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
791,city/adventure/random_tower/icon/img_kndr@.png,188,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
792,city/adventure/random_tower/icon/img_kndr@.png,188,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
793,city/adventure/random_tower/icon/img_kndr@.png,189,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
794,city/adventure/random_tower/icon/img_boss@.png,189,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
795,city/adventure/random_tower/icon/img_boss@.png,189,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
796,city/adventure/random_tower/icon/img_boss@.png,189,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
797,city/adventure/random_tower/icon_hhbx.png,190,20,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
798,city/adventure/random_tower/icon/icon_wz.png,191,,,,,,,战斗效果,,,2,<1;2;3;1001;1002;1003>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
799,city/adventure/random_tower/icon/icon_wz.png,191,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
800,city/adventure/random_tower/icon/icon_sj.png,191,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<1;100>;<2;100>;<3;100>;<4;100>>,
801,city/adventure/random_tower/icon/img_kndr@.png,191,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
802,city/adventure/random_tower/icon/icon_wz.png,192,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
803,city/adventure/random_tower/icon/icon_sj.png,192,,51,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<6;100>>,
804,city/adventure/random_tower/icon/img_ptdr@.png,192,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
805,city/adventure/random_tower/icon/img_kndr@.png,192,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
806,city/adventure/random_tower/icon/icon_sj.png,193,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<1;100>;<2;100>;<3;100>;<4;100>>,
807,city/adventure/random_tower/icon/img_jddr@.png,193,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
808,city/adventure/random_tower/icon/img_ptdr@.png,193,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
809,city/adventure/random_tower/icon/img_kndr@.png,193,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
810,city/adventure/random_tower/icon/icon_wz.png,194,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<2;100>;<3;30>>,,
811,city/adventure/random_tower/icon/img_jddr@.png,194,,51,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
812,city/adventure/random_tower/icon/img_ptdr@.png,194,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
813,city/adventure/random_tower/icon/img_kndr@.png,194,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
814,city/adventure/random_tower/icon/img_ptdr@.png,195,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
815,city/adventure/random_tower/icon/img_kndr@.png,195,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
816,city/adventure/random_tower/icon/icon_wz.png,196,,,,,,,属性加成,,,2,<1;2;3;1001;1002;1003>,,<<1;100>;<2;50>>,,
817,city/adventure/random_tower/icon/img_ptdr@.png,196,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
818,city/adventure/random_tower/icon/img_kndr@.png,196,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
819,city/adventure/random_tower/icon/img_kndr@.png,196,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
820,city/adventure/random_tower/icon/img_kndr@.png,196,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
821,city/adventure/random_tower/icon/icon_sj.png,197,,,,,,谁也不知道会发生什么,事件,,,4,<1;2;3;1001;1002;1003>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
822,city/adventure/random_tower/icon/img_ptdr@.png,197,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
823,city/adventure/random_tower/icon/img_ptdr@.png,197,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
824,city/adventure/random_tower/icon/img_kndr@.png,197,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
825,city/adventure/random_tower/icon/img_kndr@.png,197,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
826,city/adventure/random_tower/icon/img_kndr@.png,197,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
827,city/adventure/random_tower/icon_bx.png,197,10,,,,,不经意间发现的宝箱,宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
828,city/adventure/random_tower/icon/icon_wz.png,198,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<4;100>>,,
829,city/adventure/random_tower/icon/icon_wz.png,198,,,,,,,战斗补给,,,2,<1;2;3;1001;1002;1003>,,<<5;100>>,,
830,city/adventure/random_tower/icon/img_ptdr@.png,198,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
831,city/adventure/random_tower/icon/img_ptdr@.png,198,,52,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
832,city/adventure/random_tower/icon/img_kndr@.png,198,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
833,city/adventure/random_tower/icon/img_kndr@.png,198,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
834,city/adventure/random_tower/icon/img_kndr@.png,198,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
835,city/adventure/random_tower/icon/img_kndr@.png,199,,53,,3,,请谨慎挑选对手,困难的敌人,,,1,<1;2;3;1001;1002;1003>,,,,
836,city/adventure/random_tower/icon/img_boss@.png,199,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
837,city/adventure/random_tower/icon/img_boss@.png,199,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
838,city/adventure/random_tower/icon/img_boss@.png,199,,54,,4,0.8,极为艰难的力量在前方,霸主,,,1,<1;2;3;1001;1002;1003>,,,,
839,city/adventure/random_tower/icon_hhbx.png,200,101,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<1;2;3;1001;1002;1003>,,,,
1001,city/adventure/random_tower/icon/icon_wz.png,1,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1002,city/adventure/random_tower/icon/icon_wz.png,1,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1003,city/adventure/random_tower/icon/icon_wz.png,1,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1004,city/adventure/random_tower/icon/icon_wz.png,1,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1005,city/adventure/random_tower/icon/icon_wz.png,2,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1006,city/adventure/random_tower/icon/icon_wz.png,2,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1007,city/adventure/random_tower/icon/icon_wz.png,2,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1008,city/adventure/random_tower/icon/icon_wz.png,2,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1009,city/adventure/random_tower/icon/icon_wz.png,3,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1010,city/adventure/random_tower/icon/icon_wz.png,3,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1011,city/adventure/random_tower/icon/icon_wz.png,3,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1012,city/adventure/random_tower/icon/icon_wz.png,3,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1013,city/adventure/random_tower/icon/img_jddr@.png,4,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1014,city/adventure/random_tower/icon/img_jddr@.png,4,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1015,city/adventure/random_tower/icon/img_jddr@.png,4,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1016,city/adventure/random_tower/icon/img_ptdr@.png,4,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1017,city/adventure/random_tower/icon/img_ptdr@.png,5,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1018,city/adventure/random_tower/icon/img_ptdr@.png,5,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1019,city/adventure/random_tower/icon/img_kndr@.png,5,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1020,city/adventure/random_tower/icon/img_kndr@.png,5,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1021,city/adventure/random_tower/icon/icon_wz.png,6,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1022,city/adventure/random_tower/icon/icon_wz.png,6,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1023,city/adventure/random_tower/icon/img_ptdr@.png,6,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1024,city/adventure/random_tower/icon/img_kndr@.png,6,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1025,city/adventure/random_tower/icon/icon_wz.png,7,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1026,city/adventure/random_tower/icon/icon_sj.png,7,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1027,city/adventure/random_tower/icon/img_jddr@.png,7,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1028,city/adventure/random_tower/icon/img_ptdr@.png,7,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1029,city/adventure/random_tower/icon/img_kndr@.png,7,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1030,city/adventure/random_tower/icon/icon_wz.png,8,,,,,,,战斗补给,,,2,<4;1004>,,<<4;100>>,,
1031,city/adventure/random_tower/icon/icon_wz.png,8,,,,,,,战斗补给,,,2,<4;1004>,,<<5;100>>,,
1032,city/adventure/random_tower/icon/icon_sj.png,8,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1033,city/adventure/random_tower/icon/img_jddr@.png,8,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1034,city/adventure/random_tower/icon/img_ptdr@.png,8,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1035,city/adventure/random_tower/icon/img_kndr@.png,8,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1036,city/adventure/random_tower/icon/img_kndr@.png,9,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1037,city/adventure/random_tower/icon/img_boss@.png,9,,1004,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1038,city/adventure/random_tower/icon/img_boss@.png,9,,1004,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1039,city/adventure/random_tower/icon/img_boss@.png,9,,1004,,4,0.8,极为艰难的力量在前方,霸主,,,1,<4;1004>,,,,
1040,city/adventure/random_tower/icon_hhbx.png,10,11,,,,,跨越巨大挑战后才会配拥有此回报,豪华宝箱,,,3,<4;1004>,,,,
1041,city/adventure/random_tower/icon/icon_wz.png,11,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1042,city/adventure/random_tower/icon/icon_wz.png,11,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1043,city/adventure/random_tower/icon/icon_wz.png,11,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1044,city/adventure/random_tower/icon/icon_wz.png,11,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1045,city/adventure/random_tower/icon/icon_wz.png,12,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1046,city/adventure/random_tower/icon/icon_wz.png,12,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1047,city/adventure/random_tower/icon/icon_wz.png,12,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1048,city/adventure/random_tower/icon/icon_wz.png,12,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1049,city/adventure/random_tower/icon/icon_wz.png,13,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1050,city/adventure/random_tower/icon/icon_wz.png,13,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1051,city/adventure/random_tower/icon/icon_wz.png,13,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1052,city/adventure/random_tower/icon/icon_wz.png,13,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1053,city/adventure/random_tower/icon/img_jddr@.png,14,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1054,city/adventure/random_tower/icon/img_jddr@.png,14,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1055,city/adventure/random_tower/icon/img_jddr@.png,14,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
1056,city/adventure/random_tower/icon/img_ptdr@.png,14,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1057,city/adventure/random_tower/icon/img_ptdr@.png,15,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1058,city/adventure/random_tower/icon/img_ptdr@.png,15,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1059,city/adventure/random_tower/icon/img_kndr@.png,15,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1060,city/adventure/random_tower/icon/img_kndr@.png,15,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1061,city/adventure/random_tower/icon/icon_wz.png,16,,,,,,,战斗效果,,,2,<4;1004>,,<<101;100>;<111;100>;<121;100>;<131;100>;<141;100>;<161;100>;<1;300>;<9999;100>>,,
1062,city/adventure/random_tower/icon/icon_wz.png,16,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1063,city/adventure/random_tower/icon/img_ptdr@.png,16,,1002,,2,,小有实力，但是不足为惧的对手,普通的敌人,,,1,<4;1004>,,,,
1064,city/adventure/random_tower/icon/img_kndr@.png,16,,1003,,3,,请谨慎挑选对手,困难的敌人,,,1,<4;1004>,,,,
1065,city/adventure/random_tower/icon/icon_wz.png,17,,,,,,,属性加成,,,2,<4;1004>,,<<1;100>;<2;50>>,,
1066,city/adventure/random_tower/icon/icon_sj.png,17,,,,,,谁也不知道会发生什么,事件,,,4,<4;1004>,,,<<11;1000>;<12;500>;<21;1000>;<22;500>;<31;1000>;<32;500>;<41;1000>;<42;500>;<51;1000>;<52;500>;<61;1000>;<62;500>;<99;1>>,
1067,city/adventure/random_tower/icon/img_jddr@.png,17,,1001,,,,似乎是可以轻松击败的对手,简单的敌人,,,1,<4;1004>,,,,
