变量名,skillLevel,starEnd,starStart,advanceEnd,advanceStart,levelEnd,levelStart,room,theme,zawake,hpC,damageC,specialDamageC,defenceC,specialDefenceC,speedC,extraSkill,__version
174,81,12,12,19,18,120,117,174,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
175,91,12,12,19,18,120,117,175,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
176,91,12,12,19,18,120,117,176,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
177,91,12,12,19,18,120,117,177,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
178,91,12,12,19,18,120,117,178,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
179,91,12,12,19,18,120,117,179,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
180,95,12,12,19,18,120,117,180,<1;1001>,<1;1;1;1;0;0;0;0>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<3;3.2;3.6;4.2>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004>>,
181,95,12,12,19,18,124,121,181,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
182,95,12,12,19,18,124,121,182,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
183,95,12,12,19,18,124,121,183,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
184,95,12,12,19,18,124,121,184,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
185,100,12,12,19,18,124,121,185,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
186,100,12,12,19,18,124,121,186,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
187,100,12,12,19,18,124,121,187,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
188,100,12,12,19,18,124,121,188,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
189,100,12,12,19,18,124,121,189,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
190,115,12,12,19,18,124,121,190,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
191,115,12,12,19,18,124,121,191,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
192,115,12,12,19,18,124,121,192,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
193,115,12,12,19,18,124,121,193,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
194,115,12,12,19,18,124,121,194,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
195,120,12,12,19,18,124,121,195,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
196,120,12,12,19,18,124,121,196,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
197,120,12,12,19,18,124,121,197,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
198,125,12,12,19,18,124,121,198,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
199,125,12,12,19,18,124,121,199,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
200,129,12,12,19,18,124,121,200,<1;1001>,<1;1;1;1;0;0;0;0>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<3.5;3.85;4.2;4.8>,<<83000;83001>;<83000;83001>;<83000;83001;83002;83003>;<83000;83001;83002;83003;83004;83005>>,
1001,1,9,8,3,2,88,85,1,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1002,1,9,8,3,2,88,85,2,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1003,1,9,8,3,2,88,85,3,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1004,1,9,8,3,2,88,85,4,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1005,2,9,8,3,2,88,85,5,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1006,2,9,8,4,3,88,85,6,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1007,2,9,8,4,3,88,85,7,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1008,2,9,8,4,3,88,85,8,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1009,2,9,8,4,3,88,85,9,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1010,3,9,8,4,3,88,85,10,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1011,3,9,8,4,3,88,85,11,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1012,3,9,8,4,3,88,85,12,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1013,3,9,8,4,3,88,85,13,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1014,3,9,8,5,4,88,85,14,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1015,4,9,8,5,4,88,85,15,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1016,4,9,8,5,4,88,85,16,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1017,4,9,8,5,4,88,85,17,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1018,4,9,8,5,4,88,85,18,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1019,4,9,8,5,4,88,85,19,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1020,5,9,8,6,5,88,85,20,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1021,5,10,9,6,5,92,89,21,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1022,5,10,9,6,5,92,89,22,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1023,5,10,9,6,5,92,89,23,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1024,5,10,9,6,5,92,89,24,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1025,6,10,9,6,5,92,89,25,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1026,6,10,9,7,6,92,89,26,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1027,6,10,9,7,6,92,89,27,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1028,6,10,9,7,6,92,89,28,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1029,6,10,9,7,6,92,89,29,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1030,7,10,9,7,6,92,89,30,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1031,7,10,9,7,6,92,89,31,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1032,7,10,9,7,6,92,89,32,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1033,7,10,9,8,7,92,89,33,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1034,7,10,9,8,7,92,89,34,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1035,8,10,9,8,7,92,89,35,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1036,8,10,9,8,7,92,89,36,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1037,8,10,9,8,7,92,89,37,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1038,8,10,9,9,8,92,89,38,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1039,8,10,9,9,8,92,89,39,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1040,9,10,9,9,8,92,89,40,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1041,9,11,10,9,8,96,93,41,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1042,9,11,10,9,8,96,93,42,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1043,9,11,10,10,9,96,93,43,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1044,9,11,10,10,9,96,93,44,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1045,10,11,10,10,9,96,93,45,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1046,10,11,10,10,9,96,93,46,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1047,10,11,10,10,9,96,93,47,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1048,10,11,10,11,10,96,93,48,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1049,10,11,10,11,10,96,93,49,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1050,11,11,10,11,10,96,93,50,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1051,11,11,10,11,10,96,93,51,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1052,11,11,10,11,10,96,93,52,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
1053,11,11,10,12,11,96,93,53,<2;1002>,,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<0.3;0.33;0.375;0.45>,<<83010>;<83010>;<83010>;<83010>>,
