变量名,catch,trainerId,descShow,desc,weight,group,specialWeight,trainerSkill,monsters,event,hand,awardWin,awardFail,exp,rewardWin,rewardFail
1001112,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<30084;30082;30081;30084;30082;30081>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001113,,11,路边的训练家向你发起挑战！,训练家挑战,100,,,<40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014>,<60012;60094;60092;60092;60094;60092>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),1);gameGold=5}",{gameGold=1},{fail=0;win=1},{7346=1;coin19=165;gold=22500;libs=<8621;8621;8621;8622>},{coin19=100;gold=13500;libs=<8621;8621>}
1001201,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<10114;10081;10112;10081;10082;10084>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001202,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<110024;110032;110044;110084;110062;110114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001203,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<20021;20021;20014;20012;20014;20034>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001204,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<70014;20062;20012;70114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001205,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<170024;170032;170084;170092;170074>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001206,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<40054;40054;40054;40114;40114;40114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001207,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<160014;140032;140124;140104;140064;160114>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001208,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<40062;40114;40101;40102;40114;40104>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001209,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<140014;140042;140102;140084;140031;140124>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001210,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<180012;180034;180072;180112;180084;180062>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001211,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<180102;180054;180042;110144;180052;180024>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001212,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<60034;60024;60052;60054;60052>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1001213,,12,危险！前方监测到强大的宝可梦气场,宝可梦试炼,100,,,,<30084;30022;30034;30084;30152;30154>,,,"{card=randomCards(c.allCards_allEquips_allEvents(),2);gameGold=10}",{gameGold=0},{fail=0;win=3},{7346=2;coin19=550;gold=75000;libs=<8621;8621;8621;8623;8630;8630>},{coin19=335;gold=45000;libs=<8621;8622;8630>}
1010011,,13,你被它们包围了,愤怒的森林住民,100,,,,<10054;40112;40024;40012>,,,{card=list(4001);gameGold=3},,{fail=0;win=3},,
1010012,,11,猎人非常生气,愤怒的猎人,100,,,,<170044;20124;20024;40064;70092>,,,"{card=randomCards(c.allEvents(),1);gameGold=3}",,{fail=0;win=3},,
1010013,,15,对手看起来非常强大,擂台挑战,100,,,,<10001022;70034;70034;70094;10001023>,,,"{card=randomCards(c.allEvents(),1);gameGold=3}",,{fail=0;win=3},,
1010014,,16,你被它们包围了,恶棍巢穴,100,,,,<10001024;160044;160064;160081;160081;160081>,,,{card=list(100050);gameGold=3},,{fail=0;win=3},,
1010015,,17,幽灵在周围低语,古老陵墓,100,,,,<10001025;40054;140114;140031;140124>,,,"{card=randomCards(c.allEvents(),1);gameGold=3}",,{fail=0;win=3},,
1010016,,18,也许这不是它们的本意,心灵控制,100,,,,<10001026;110054;110044;110114;110094>,,,"{card=randomCards(c.allEvents(),1);gameGold=3}",,{fail=0;win=3},,
