变量名,gem3,gem2,gem1,heldItem,templateID,cardID,useSkin,contract6,contract5,contract4,contract3,contract2,contract1,chip6,chip5,chip4,chip3,chip2,chip1,gem9,gem8,gem7,gem6,gem5,gem4,__version
10240,,,,,99,1813,,,,,,,,,,,,,,,,,,,,
10241,,,,,99,1841,,,,,,,,,,,,,,,,,,,,
10242,,,,,99,1851,,,,,,,,,,,,,,,,,,,,
10243,,,,,99,1852,,,,,,,,,,,,,,,,,,,,
10244,,,,,99,1853,,,,,,,,,,,,,,,,,,,,
10245,,,,,99,1861,,,,,,,,,,,,,,,,,,,,
10246,,,,,99,1862,,,,,,,,,,,,,,,,,,,,
10247,,,,,99,1863,,,,,,,,,,,,,,,,,,,,
10248,,,,,99,1891,,,,,,,,,,,,,,,,,,,,
10249,,,,,99,1892,,,,,,,,,,,,,,,,,,,,
10250,,,,,99,1893,,,,,,,,,,,,,,,,,,,,
10251,,,,,99,1901,,,,,,,,,,,,,,,,,,,,
10252,,,,,99,1902,,,,,,,,,,,,,,,,,,,,
10253,,,,,99,1903,,,,,,,,,,,,,,,,,,,,
10254,,,,,99,1911,,,,,,,,,,,,,,,,,,,,
10255,,,,,99,1921,,,,,,,,,,,,,,,,,,,,
10256,,,,,99,1931,,,,,,,,,,,,,,,,,,,,
10257,,,,,99,1941,,,,,,,,,,,,,,,,,,,,
10258,,,,,99,1951,,,,,,,,,,,,,,,,,,,,
10259,,,,,99,1961,,,,,,,,,,,,,,,,,,,,
10260,,,,,99,1962,,,,,,,,,,,,,,,,,,,,
10261,,,,,99,1971,,,,,,,,,,,,,,,,,,,,
10262,,,,,99,1972,,,,,,,,,,,,,,,,,,,,
10263,,,,,99,1981,,,,,,,,,,,,,,,,,,,,
10264,,,,,99,1982,,,,,,,,,,,,,,,,,,,,
10265,,,,,99,1991,,,,,,,,,,,,,,,,,,,,
10266,,,,,99,2011,,,,,,,,,,,,,,,,,,,,
10267,,,,,99,2012,,,,,,,,,,,,,,,,,,,,
10268,,,,,99,2013,,,,,,,,,,,,,,,,,,,,
10269,,,,,99,2021,,,,,,,,,,,,,,,,,,,,
10270,,,,,99,2022,,,,,,,,,,,,,,,,,,,,
10271,,,,,99,2023,,,,,,,,,,,,,,,,,,,,
10272,,,,,99,2031,,,,,,,,,,,,,,,,,,,,
10273,,,,,99,2032,,,,,,,,,,,,,,,,,,,,
10274,,,,,99,2033,,,,,,,,,,,,,,,,,,,,
10275,,,,,99,2041,,,,,,,,,,,,,,,,,,,,
10276,,,,,99,2042,,,,,,,,,,,,,,,,,,,,
10277,,,,,99,2043,,,,,,,,,,,,,,,,,,,,
10278,,,,,99,2071,,,,,,,,,,,,,,,,,,,,
10279,,,,,99,2072,,,,,,,,,,,,,,,,,,,,
10280,,,,,99,2073,,,,,,,,,,,,,,,,,,,,
10281,,,,,99,2131,,,,,,,,,,,,,,,,,,,,
10282,,,,,99,2132,,,,,,,,,,,,,,,,,,,,
10283,,,,,99,2231,,,,,,,,,,,,,,,,,,,,
10284,,,,,99,2232,,,,,,,,,,,,,,,,,,,,
10285,,,,,99,2233,,,,,,,,,,,,,,,,,,,,
10286,,,,,99,2241,,,,,,,,,,,,,,,,,,,,
10287,,,,,99,2242,,,,,,,,,,,,,,,,,,,,
10288,,,,,99,2243,,,,,,,,,,,,,,,,,,,,
10289,,,,,99,2271,,,,,,,,,,,,,,,,,,,,
10290,,,,,99,2272,,,,,,,,,,,,,,,,,,,,
10291,,,,,99,2301,,,,,,,,,,,,,,,,,,,,
10292,,,,,99,2302,,,,,,,,,,,,,,,,,,,,
10293,,,,,99,2303,,,,,,,,,,,,,,,,,,,,
10294,,,,,99,2321,,,,,,,,,,,,,,,,,,,,
10295,,,,,99,2331,,,,,,,,,,,,,,,,,,,,
10296,,,,,99,2341,,,,,,,,,,,,,,,,,,,,
10297,,,,,99,2351,,,,,,,,,,,,,,,,,,,,
10298,,,,,99,2361,,,,,,,,,,,,,,,,,,,,
10299,,,,,99,2371,,,,,,,,,,,,,,,,,,,,
10300,,,,,99,2381,,,,,,,,,,,,,,,,,,,,
10301,,,,,99,2391,,,,,,,,,,,,,,,,,,,,
10302,,,,,99,2401,,,,,,,,,,,,,,,,,,,,
10303,,,,,99,2411,,,,,,,,,,,,,,,,,,,,
10304,,,,,99,2421,,,,,,,,,,,,,,,,,,,,
10305,,,,,99,2431,,,,,,,,,,,,,,,,,,,,
10306,,,,,99,2441,,,,,,,,,,,,,,,,,,,,
10307,,,,,99,2442,,,,,,,,,,,,,,,,,,,,
10308,,,,,99,2461,,,,,,,,,,,,,,,,,,,,
10309,,,,,99,2471,,,,,,,,,,,,,,,,,,,,
10310,,,,,99,2472,,,,,,,,,,,,,,,,,,,,
10311,,,,,99,2473,,,,,,,,,,,,,,,,,,,,
10312,,,,,99,2481,,,,,,,,,,,,,,,,,,,,
10313,,,,,99,2482,,,,,,,,,,,,,,,,,,,,
10314,,,,,99,2483,,,,,,,,,,,,,,,,,,,,
10315,,,,,99,2491,,,,,,,,,,,,,,,,,,,,
10316,,,,,99,2492,,,,,,,,,,,,,,,,,,,,
10317,,,,,99,2493,,,,,,,,,,,,,,,,,,,,
10318,,,,,99,2591,,,,,,,,,,,,,,,,,,,,
10319,,,,,99,2592,,,,,,,,,,,,,,,,,,,,
10320,,,,,99,2593,,,,,,,,,,,,,,,,,,,,
10321,,,,,99,2611,,,,,,,,,,,,,,,,,,,,
10322,,,,,99,2612,,,,,,,,,,,,,,,,,,,,
10323,,,,,99,2631,,,,,,,,,,,,,,,,,,,,
10324,,,,,99,2632,,,,,,,,,,,,,,,,,,,,
10325,,,,,99,2633,,,,,,,,,,,,,,,,,,,,
10326,,,,,99,2681,,,,,,,,,,,,,,,,,,,,
10327,,,,,99,2682,,,,,,,,,,,,,,,,,,,,
10328,,,,,99,2683,,,,,,,,,,,,,,,,,,,,
10329,,,,,99,2721,,,,,,,,,,,,,,,,,,,,
10330,,,,,99,2722,,,,,,,,,,,,,,,,,,,,
10331,,,,,99,2723,,,,,,,,,,,,,,,,,,,,
10332,,,,,99,2821,,,,,,,,,,,,,,,,,,,,
10333,,,,,99,2822,,,,,,,,,,,,,,,,,,,,
10334,,,,,99,2831,,,,,,,,,,,,,,,,,,,,
10335,,,,,99,2832,,,,,,,,,,,,,,,,,,,,
10336,,,,,99,2841,,,,,,,,,,,,,,,,,,,,
10337,,,,,99,2842,,,,,,,,,,,,,,,,,,,,
10338,,,,,99,2843,,,,,,,,,,,,,,,,,,,,
10339,,,,,99,2871,,,,,,,,,,,,,,,,,,,,
10340,,,,,99,2872,,,,,,,,,,,,,,,,,,,,
10341,,,,,99,2873,,,,,,,,,,,,,,,,,,,,
10342,,,,,99,2891,,,,,,,,,,,,,,,,,,,,
10343,,,,,99,2921,,,,,,,,,,,,,,,,,,,,
10344,,,,,99,2922,,,,,,,,,,,,,,,,,,,,
10345,,,,,99,2923,,,,,,,,,,,,,,,,,,,,
10346,,,,,99,2924,,,,,,,,,,,,,,,,,,,,
10347,,,,,99,2961,,,,,,,,,,,,,,,,,,,,
10348,,,,,99,2962,,,,,,,,,,,,,,,,,,,,
10349,,,,,99,2963,,,,,,,,,,,,,,,,,,,,
10350,,,,,99,2991,,,,,,,,,,,,,,,,,,,,
10351,,,,,99,2992,,,,,,,,,,,,,,,,,,,,
10352,,,,,99,2993,,,,,,,,,,,,,,,,,,,,
10353,,,,,99,3001,,,,,,,,,,,,,,,,,,,,
10354,,,,,99,3002,,,,,,,,,,,,,,,,,,,,
10355,,,,,99,3003,,,,,,,,,,,,,,,,,,,,
10356,,,,,99,3011,,,,,,,,,,,,,,,,,,,,
10357,,,,,99,3012,,,,,,,,,,,,,,,,,,,,
10358,,,,,99,3021,,,,,,,,,,,,,,,,,,,,
10359,,,,,99,3051,,,,,,,,,,,,,,,,,,,,
10360,,,,,99,3052,,,,,,,,,,,,,,,,,,,,
10361,,,,,99,3141,,,,,,,,,,,,,,,,,,,,
10362,,,,,99,3142,,,,,,,,,,,,,,,,,,,,
10363,,,,,99,3143,,,,,,,,,,,,,,,,,,,,
10364,,,,,99,3151,,,,,,,,,,,,,,,,,,,,
10365,,,,,99,3152,,,,,,,,,,,,,,,,,,,,
10366,,,,,99,3161,,,,,,,,,,,,,,,,,,,,
10367,,,,,99,3171,,,,,,,,,,,,,,,,,,,,
10368,,,,,99,3181,,,,,,,,,,,,,,,,,,,,
10369,,,,,99,3191,,,,,,,,,,,,,,,,,,,,
10370,,,,,99,3201,,,,,,,,,,,,,,,,,,,,
10371,,,,,99,3211,,,,,,,,,,,,,,,,,,,,
10372,,,,,99,3221,,,,,,,,,,,,,,,,,,,,
10373,,,,,99,3231,,,,,,,,,,,,,,,,,,,,
10374,,,,,99,3241,,,,,,,,,,,,,,,,,,,,
10375,,,,,99,3242,,,,,,,,,,,,,,,,,,,,
10376,,,,,99,3243,,,,,,,,,,,,,,,,,,,,
10377,,,,,99,3251,,,,,,,,,,,,,,,,,,,,
10378,,,,,99,3261,,,,,,,,,,,,,,,,,,,,
10379,,,,,99,3262,,,,,,,,,,,,,,,,,,,,
10380,,,,,99,3271,,,,,,,,,,,,,,,,,,,,
10381,,,,,99,3281,,,,,,,,,,,,,,,,,,,,
10382,,,,,99,3282,,,,,,,,,,,,,,,,,,,,
10383,,,,,99,3283,,,,,,,,,,,,,,,,,,,,
10384,,,,,99,3291,,,,,,,,,,,,,,,,,,,,
10385,,,,,99,3292,,,,,,,,,,,,,,,,,,,,
10386,,,,,99,3293,,,,,,,,,,,,,,,,,,,,
10387,,,,,99,3301,,,,,,,,,,,,,,,,,,,,
10388,,,,,99,3302,,,,,,,,,,,,,,,,,,,,
10389,,,,,99,3303,,,,,,,,,,,,,,,,,,,,
10390,,,,,99,3341,,,,,,,,,,,,,,,,,,,,
10391,,,,,99,3342,,,,,,,,,,,,,,,,,,,,
10392,,,,,99,3351,,,,,,,,,,,,,,,,,,,,
10393,,,,,99,3352,,,,,,,,,,,,,,,,,,,,
10394,,,,,99,3353,,,,,,,,,,,,,,,,,,,,
10395,,,,,99,3411,,,,,,,,,,,,,,,,,,,,
10396,,,,,99,3412,,,,,,,,,,,,,,,,,,,,
10397,,,,,99,3413,,,,,,,,,,,,,,,,,,,,
10398,,,,,99,3431,,,,,,,,,,,,,,,,,,,,
10399,,,,,99,3432,,,,,,,,,,,,,,,,,,,,
10400,,,,,99,3471,,,,,,,,,,,,,,,,,,,,
10401,,,,,99,3472,,,,,,,,,,,,,,,,,,,,
10402,,,,,99,3501,,,,,,,,,,,,,,,,,,,,
10403,,,,,99,3502,,,,,,,,,,,,,,,,,,,,
10404,,,,,99,3511,,,,,,,,,,,,,,,,,,,,
10405,,,,,99,3541,,,,,,,,,,,,,,,,,,,,
10406,,,,,99,3542,,,,,,,,,,,,,,,,,,,,
10407,,,,,99,3543,,,,,,,,,,,,,,,,,,,,
10408,,,,,99,3561,,,,,,,,,,,,,,,,,,,,
10409,,,,,99,3562,,,,,,,,,,,,,,,,,,,,
10410,,,,,99,3591,,,,,,,,,,,,,,,,,,,,
10411,,,,,99,3592,,,,,,,,,,,,,,,,,,,,
10412,,,,,99,3601,,,,,,,,,,,,,,,,,,,,
10413,,,,,99,3611,,,,,,,,,,,,,,,,,,,,
10414,,,,,99,3621,,,,,,,,,,,,,,,,,,,,
10415,,,,,99,3622,,,,,,,,,,,,,,,,,,,,
10416,,,,,99,3623,,,,,,,,,,,,,,,,,,,,
10417,,,,,99,3631,,,,,,,,,,,,,,,,,,,,
10418,,,,,99,3632,,,,,,,,,,,,,,,,,,,,
10419,,,,,99,3641,,,,,,,,,,,,,,,,,,,,
10420,,,,,99,3642,,,,,,,,,,,,,,,,,,,,
10421,,,,,99,3651,,,,,,,,,,,,,,,,,,,,
10422,,,,,99,3661,,,,,,,,,,,,,,,,,,,,
10423,,,,,99,3662,,,,,,,,,,,,,,,,,,,,
10424,,,,,99,3663,,,,,,,,,,,,,,,,,,,,
10425,,,,,99,3671,,,,,,,,,,,,,,,,,,,,
10426,,,,,99,3672,,,,,,,,,,,,,,,,,,,,
10427,,,,,99,3673,,,,,,,,,,,,,,,,,,,,
10428,,,,,99,3681,,,,,,,,,,,,,,,,,,,,
10429,,,,,99,3682,,,,,,,,,,,,,,,,,,,,
10430,,,,,99,3683,,,,,,,,,,,,,,,,,,,,
10431,,,,,99,3771,,,,,,,,,,,,,,,,,,,,
10432,,,,,99,3772,,,,,,,,,,,,,,,,,,,,
10433,,,,,99,3831,,,,,,,,,,,,,,,,,,,,
10434,,,,,99,3832,,,,,,,,,,,,,,,,,,,,
10435,,,,,99,3841,,,,,,,,,,,,,,,,,,,,
10436,,,,,99,3842,,,,,,,,,,,,,,,,,,,,
10437,,,,,99,3843,,,,,,,,,,,,,,,,,,,,
10438,,,,,99,3941,,,,,,,,,,,,,,,,,,,,
10439,,,,,99,3961,,,,,,,,,,,,,,,,,,,,
10440,,,,,99,3981,,,,,,,,,,,,,,,,,,,,
10441,,,,,99,4011,,,,,,,,,,,,,,,,,,,,
10442,,,,,99,4012,,,,,,,,,,,,,,,,,,,,
10443,,,,,99,4013,,,,,,,,,,,,,,,,,,,,
10444,,,,,99,4023,,,,,,,,,,,,,,,,,,,,
10445,,,,,99,4024,,,,,,,,,,,,,,,,,,,,
10446,,,,,99,4031,,,,,,,,,,,,,,,,,,,,
10447,,,,,99,4041,,,,,,,,,,,,,,,,,,,,
10448,,,,,99,4051,,,,,,,,,,,,,,,,,,,,
10449,,,,,99,4061,,,,,,,,,,,,,,,,,,,,
10450,,,,,99,4071,,,,,,,,,,,,,,,,,,,,
10451,,,,,99,4081,,,,,,,,,,,,,,,,,,,,
10452,,,,,99,4091,,,,,,,,,,,,,,,,,,,,
10453,,,,,99,4101,,,,,,,,,,,,,,,,,,,,
10454,,,,,99,4111,,,,,,,,,,,,,,,,,,,,
10455,,,,,99,4121,,,,,,,,,,,,,,,,,,,,
10456,,,,,99,4131,,,,,,,,,,,,,,,,,,,,
10457,,,,,99,4132,,,,,,,,,,,,,,,,,,,,
10458,,,,,99,4141,,,,,,,,,,,,,,,,,,,,
10459,,,,,99,4151,,,,,,,,,,,,,,,,,,,,
10460,,,,,99,4161,,,,,,,,,,,,,,,,,,,,
10461,,,,,99,4171,,,,,,,,,,,,,,,,,,,,
10462,,,,,99,4172,,,,,,,,,,,,,,,,,,,,
10463,,,,,99,4181,,,,,,,,,,,,,,,,,,,,
10464,,,,,99,4182,,,,,,,,,,,,,,,,,,,,
10465,,,,,99,4183,,,,,,,,,,,,,,,,,,,,
10466,,,,,99,4191,,,,,,,,,,,,,,,,,,,,
10467,,,,,99,4192,,,,,,,,,,,,,,,,,,,,
10468,,,,,99,4193,,,,,,,,,,,,,,,,,,,,
10469,,,,,99,4201,,,,,,,,,,,,,,,,,,,,
10470,,,,,99,4202,,,,,,,,,,,,,,,,,,,,
10471,,,,,99,4203,,,,,,,,,,,,,,,,,,,,
10472,,,,,99,4391,,,,,,,,,,,,,,,,,,,,
10473,,,,,99,4392,,,,,,,,,,,,,,,,,,,,
10474,,,,,99,4393,,,,,,,,,,,,,,,,,,,,
10475,,,,,99,4431,,,,,,,,,,,,,,,,,,,,
10476,,,,,99,4561,,,,,,,,,,,,,,,,,,,,
10477,,,,,99,4581,,,,,,,,,,,,,,,,,,,,
10478,,,,,99,4582,,,,,,,,,,,,,,,,,,,,
10479,,,,,99,4583,,,,,,,,,,,,,,,,,,,,
10480,,,,,99,4591,,,,,,,,,,,,,,,,,,,,
10481,,,,,99,4601,,,,,,,,,,,,,,,,,,,,
10482,,,,,99,4611,,,,,,,,,,,,,,,,,,,,
10483,,,,,99,4621,,,,,,,,,,,,,,,,,,,,
10484,,,,,99,4622,,,,,,,,,,,,,,,,,,,,
10485,,,,,99,4623,,,,,,,,,,,,,,,,,,,,
10486,,,,,99,4631,,,,,,,,,,,,,,,,,,,,
10487,,,,,99,4651,,,,,,,,,,,,,,,,,,,,
10488,,,,,99,4661,,,,,,,,,,,,,,,,,,,,
10489,,,,,99,4671,,,,,,,,,,,,,,,,,,,,
10490,,,,,99,4682,,,,,,,,,,,,,,,,,,,,
10491,,,,,99,4683,,,,,,,,,,,,,,,,,,,,
10492,,,,,99,4851,,,,,,,,,,,,,,,,,,,,
10493,,,,,99,4852,,,,,,,,,,,,,,,,,,,,
10494,,,,,99,4853,,,,,,,,,,,,,,,,,,,,
10495,,,,,99,5391,,,,,,,,,,,,,,,,,,,,
10496,,,,,99,7001,,,,,,,,,,,,,,,,,,,,
10497,,,,,99,7011,,,,,,,,,,,,,,,,,,,,
10498,,,,,99,7021,,,,,,,,,,,,,,,,,,,,
10499,,,,,99,7031,,,,,,,,,,,,,,,,,,,,
10500,,,,,99,7041,,,,,,,,,,,,,,,,,,,,
10501,,,,,99,7051,,,,,,,,,,,,,,,,,,,,
10502,,,,,99,7061,,,,,,,,,,,,,,,,,,,,
10503,,,,,99,7071,,,,,,,,,,,,,,,,,,,,
10504,,,,,99,7081,,,,,,,,,,,,,,,,,,,,
10505,,,,,99,7091,,,,,,,,,,,,,,,,,,,,
10506,,,,,99,7101,,,,,,,,,,,,,,,,,,,,
10507,,,,,99,7111,,,,,,,,,,,,,,,,,,,,
10508,,,,,99,7121,,,,,,,,,,,,,,,,,,,,
10509,,,,,99,7131,,,,,,,,,,,,,,,,,,,,
10510,,,,,99,7141,,,,,,,,,,,,,,,,,,,,
10511,,,,,99,7151,,,,,,,,,,,,,,,,,,,,
10512,,,,,99,431,,,,,,,,,,,,,,,,,,,,
10513,,,,,99,2121,,,,,,,,,,,,,,,,,,,,
10514,,,,,99,4641,,,,,,,,,,,,,,,,,,,,
10515,,,,,99,1672,,,,,,,,,,,,,,,,,,,,
10516,,,,,99,4011,,,,,,,,,,,,,,,,,,,,
10517,,,,,99,412,,,,,,,,,,,,,,,,,,,,
10518,,,,,99,5241,,,,,,,,,,,,,,,,,,,,
10519,,,,,99,7171,,,,,,,,,,,,,,,,,,,,
10520,,,,,99,4003,,,,,,,,,,,,,,,,,,,,
10521,,,,,99,4301,,,,,,,,,,,,,,,,,,,,
10522,,,,,99,5381,,,,,,,,,,,,,,,,,,,,
10523,,,,,99,7181,,,,,,,,,,,,,,,,,,,,
10524,,,,,99,5361,,,,,,,,,,,,,,,,,,,,
10525,,,,,99,4773,,,,,,,,,,,,,,,,,,,,
10526,,,,,99,7191,,,,,,,,,,,,,,,,,,,,
10527,,,,,99,4701,,,,,,,,,,,,,,,,,,,,
10528,,,,,99,4993,,,,,,,,,,,,,,,,,,,,
10529,,,,,99,4103,,,,,,,,,,,,,,,,,,,,
10530,,,,,99,2352,,,,,,,,,,,,,,,,,,,,
10531,,,,,99,4572,,,,,,,,,,,,,,,,,,,,
10532,,,,,99,4521,,,,,,,,,,,,,,,,,,,,
10533,,,,,99,7201,,,,,,,,,,,,,,,,,,,,
10534,,,,,99,5221,,,,,,,,,,,,,,,,,,,,
10535,,,,,99,2043,,,,,,,,,,,,,,,,,,,,
10536,,,,,99,7211,,,,,,,,,,,,,,,,,,,,
10537,,,,,99,3882,,,,,,,,,,,,,,,,,,,,
10538,,,,,99,4014,,,,,,,,,,,,,,,,,,,,
10539,,,,,99,7221,,,,,,,,,,,,,,,,,,,,
10540,,,,,99,2802,,,,,,,,,,,,,,,,,,,,
10541,,,,,99,5401,,,,,,,,,,,,,,,,,,,,
10542,,,,,99,2362,,,,,,,,,,,,,,,,,,,,
10543,,,,,99,1113,,,,,,,,,,,,,,,,,,,,
10544,,,,,99,312,,,,,,,,,,,,,,,,,,,,
20001,,,,,100,333,,,,,,,,,,,,,,,,,,,,
20002,,,,,100,1503,,,,,,,,,,,,,,,,,,,,
20003,,,,,100,2371,,,,,,,,,,,,,,,,,,,,
20004,,,,,100,2371,,,,,,,,,,,,,,,,,,,,
20005,,,,,100,4081,,,,,,,,,,,,,,,,,,,,
20006,,,,,100,4141,,,,,,,,,,,,,,,,,,,,
20007,,,,,100,431,,,,,,,,,,,,,,,,,,,,
20008,,,,,100,4061,,,,,,,,,,,,,,,,,,,,
20009,,,,,100,1221,,,,,,,,,,,,,,,,,,,,
20010,,,,,100,731,,,,,,,,,,,,,,,,,,,,
20011,,,,,100,7001,,,,,,,,,,,,,,,,,,,,
20012,,,,,100,884,,,,,,,,,,,,,,,,,,,,
30001,,,,,101,3,,,,,,,,,,,,,,,,,,,,
30002,,,,,101,4,,,,,,,,,,,,,,,,,,,,
30003,,,,,101,13,,,,,,,,,,,,,,,,,,,,
30004,,,,,101,14,,,,,,,,,,,,,,,,,,,,
30005,,,,,101,15,,,,,,,,,,,,,,,,,,,,
30006,,,,,101,23,,,,,,,,,,,,,,,,,,,,
30007,,,,,101,24,,,,,,,,,,,,,,,,,,,,
30008,,,,,101,53,,,,,,,,,,,,,,,,,,,,
30009,,,,,101,54,,,,,,,,,,,,,,,,,,,,
30010,,,,,101,93,,,,,,,,,,,,,,,,,,,,
30011,,,,,101,133,,,,,,,,,,,,,,,,,,,,
30012,,,,,101,163,,,,,,,,,,,,,,,,,,,,
30013,,,,,101,222,,,,,,,,,,,,,,,,,,,,
30014,,,,,101,242,,,,,,,,,,,,,,,,,,,,
30015,,,,,101,263,,,,,,,,,,,,,,,,,,,,
30016,,,,,101,264,,,,,,,,,,,,,,,,,,,,
30017,,,,,101,273,,,,,,,,,,,,,,,,,,,,
30018,,,,,101,283,,,,,,,,,,,,,,,,,,,,
30019,,,,,101,303,,,,,,,,,,,,,,,,,,,,
30020,,,,,101,333,,,,,,,,,,,,,,,,,,,,
30021,,,,,101,341,,,,,,,,,,,,,,,,,,,,
30022,,,,,101,372,,,,,,,,,,,,,,,,,,,,
30023,,,,,101,382,,,,,,,,,,,,,,,,,,,,
30024,,,,,101,393,,,,,,,,,,,,,,,,,,,,
30025,,,,,101,394,,,,,,,,,,,,,,,,,,,,
30026,,,,,101,402,,,,,,,,,,,,,,,,,,,,
30027,,,,,101,403,,,,,,,,,,,,,,,,,,,,
30028,,,,,101,462,,,,,,,,,,,,,,,,,,,,
30029,,,,,101,463,,,,,,,,,,,,,,,,,,,,
30030,,,,,101,464,,,,,,,,,,,,,,,,,,,,
30031,,,,,101,472,,,,,,,,,,,,,,,,,,,,
30032,,,,,101,482,,,,,,,,,,,,,,,,,,,,
30033,,,,,101,493,,,,,,,,,,,,,,,,,,,,
30034,,,,,101,552,,,,,,,,,,,,,,,,,,,,
30035,,,,,101,572,,,,,,,,,,,,,,,,,,,,
30036,,,,,101,574,,,,,,,,,,,,,,,,,,,,
30037,,,,,101,593,,,,,,,,,,,,,,,,,,,,
30038,,,,,101,603,,,,,,,,,,,,,,,,,,,,
30039,,,,,101,631,,,,,,,,,,,,,,,,,,,,
30040,,,,,101,632,,,,,,,,,,,,,,,,,,,,
30041,,,,,101,641,,,,,,,,,,,,,,,,,,,,
30042,,,,,101,692,,,,,,,,,,,,,,,,,,,,
30043,,,,,101,701,,,,,,,,,,,,,,,,,,,,
30044,,,,,101,712,,,,,,,,,,,,,,,,,,,,
30045,,,,,101,721,,,,,,,,,,,,,,,,,,,,
30046,,,,,101,731,,,,,,,,,,,,,,,,,,,,
30047,,,,,101,741,,,,,,,,,,,,,,,,,,,,
30048,,,,,101,753,,,,,,,,,,,,,,,,,,,,
30049,,,,,101,771,,,,,,,,,,,,,,,,,,,,
30050,,,,,101,783,,,,,,,,,,,,,,,,,,,,
30051,,,,,101,793,,,,,,,,,,,,,,,,,,,,
30052,,,,,101,803,,,,,,,,,,,,,,,,,,,,
30053,,,,,101,863,,,,,,,,,,,,,,,,,,,,
30054,,,,,101,883,,,,,,,,,,,,,,,,,,,,
30055,,,,,101,884,,,,,,,,,,,,,,,,,,,,
30056,,,,,101,1071,,,,,,,,,,,,,,,,,,,,
30057,,,,,101,1072,,,,,,,,,,,,,,,,,,,,
30058,,,,,101,1032,,,,,,,,,,,,,,,,,,,,
30059,,,,,101,1082,,,,,,,,,,,,,,,,,,,,
30060,,,,,101,1172,,,,,,,,,,,,,,,,,,,,
30061,,,,,101,1173,,,,,,,,,,,,,,,,,,,,
30062,,,,,101,1221,,,,,,,,,,,,,,,,,,,,
30063,,,,,101,1231,,,,,,,,,,,,,,,,,,,,
30064,,,,,101,1241,,,,,,,,,,,,,,,,,,,,
30065,,,,,101,1253,,,,,,,,,,,,,,,,,,,,
30066,,,,,101,1293,,,,,,,,,,,,,,,,,,,,
30067,,,,,101,1294,,,,,,,,,,,,,,,,,,,,
30068,,,,,101,1303,,,,,,,,,,,,,,,,,,,,
30069,,,,,101,1304,,,,,,,,,,,,,,,,,,,,
30070,,,,,101,1313,,,,,,,,,,,,,,,,,,,,
30071,,,,,101,1314,,,,,,,,,,,,,,,,,,,,
30072,,,,,101,1393,,,,,,,,,,,,,,,,,,,,
30073,,,,,101,1396,,,,,,,,,,,,,,,,,,,,
30074,,,,,101,1394,,,,,,,,,,,,,,,,,,,,
30075,,,,,101,1397,,,,,,,,,,,,,,,,,,,,
30076,,,,,101,1423,,,,,,,,,,,,,,,,,,,,
30077,,,,,101,1443,,,,,,,,,,,,,,,,,,,,
30078,,,,,101,1503,,,,,,,,,,,,,,,,,,,,
30079,,,,,101,1504,,,,,,,,,,,,,,,,,,,,
30080,,,,,101,1612,,,,,,,,,,,,,,,,,,,,
30081,,,,,101,1802,,,,,,,,,,,,,,,,,,,,
30082,,,,,101,1803,,,,,,,,,,,,,,,,,,,,
30083,,,,,101,1813,,,,,,,,,,,,,,,,,,,,
30084,,,,,101,1841,,,,,,,,,,,,,,,,,,,,
30085,,,,,101,1852,,,,,,,,,,,,,,,,,,,,
30086,,,,,101,1853,,,,,,,,,,,,,,,,,,,,
30087,,,,,101,1863,,,,,,,,,,,,,,,,,,,,
30088,,,,,101,1893,,,,,,,,,,,,,,,,,,,,
30089,,,,,101,1903,,,,,,,,,,,,,,,,,,,,
30090,,,,,101,1911,,,,,,,,,,,,,,,,,,,,
30091,,,,,101,1921,,,,,,,,,,,,,,,,,,,,
30092,,,,,101,1931,,,,,,,,,,,,,,,,,,,,
30093,,,,,101,1941,,,,,,,,,,,,,,,,,,,,
30094,,,,,101,1951,,,,,,,,,,,,,,,,,,,,
30095,,,,,101,2013,,,,,,,,,,,,,,,,,,,,
30096,,,,,101,2033,,,,,,,,,,,,,,,,,,,,
30097,,,,,101,2073,,,,,,,,,,,,,,,,,,,,
30098,,,,,101,2233,,,,,,,,,,,,,,,,,,,,
30099,,,,,101,2242,,,,,,,,,,,,,,,,,,,,
30100,,,,,101,2243,,,,,,,,,,,,,,,,,,,,
30101,,,,,101,2272,,,,,,,,,,,,,,,,,,,,
30102,,,,,101,2302,,,,,,,,,,,,,,,,,,,,
30103,,,,,101,2303,,,,,,,,,,,,,,,,,,,,
30104,,,,,101,2401,,,,,,,,,,,,,,,,,,,,
30105,,,,,101,2473,,,,,,,,,,,,,,,,,,,,
30106,,,,,101,2483,,,,,,,,,,,,,,,,,,,,
30107,,,,,101,2593,,,,,,,,,,,,,,,,,,,,
30108,,,,,101,2612,,,,,,,,,,,,,,,,,,,,
30109,,,,,101,2633,,,,,,,,,,,,,,,,,,,,
30110,,,,,101,2683,,,,,,,,,,,,,,,,,,,,
30111,,,,,101,2723,,,,,,,,,,,,,,,,,,,,
30112,,,,,101,2822,,,,,,,,,,,,,,,,,,,,
30113,,,,,101,2843,,,,,,,,,,,,,,,,,,,,
30114,,,,,101,2873,,,,,,,,,,,,,,,,,,,,
30115,,,,,101,2891,,,,,,,,,,,,,,,,,,,,
30116,,,,,101,2963,,,,,,,,,,,,,,,,,,,,
30117,,,,,101,2993,,,,,,,,,,,,,,,,,,,,
30118,,,,,101,3003,,,,,,,,,,,,,,,,,,,,
30119,,,,,101,3012,,,,,,,,,,,,,,,,,,,,
