变量名,name,_beizhu,type,activeType,desc,rarity,groupID,addAttrs,addType,skillIDs,cardIDs,unlockType,unlockTarget,unlockCount,weight,timesLimit,iconResPath
60046,招募队友,,3,,招募#C0xF76B45##L10#雷吉斯奇鲁(12星)，小智版皮卡丘(12星)#L0##C0x5B545B#,2,60002,,,,<41931;47001>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60047,招募队友,,3,,招募#C0xF76B45##L10#烈咬陆鲨(12星)，克雷色利亚(12星)#L0##C0x5B545B#,2,60002,,,,<42233;42401>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60048,招募队友,,3,,招募#C0xF76B45##L10#勾帕路翁(12星)，毕力吉翁(12星)#L0##C0x5B545B#,2,60002,,,,<43161;43181>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60049,招募队友,,3,,招募#C0xF76B45##L10#代拉基翁(12星)，凯路迪欧(12星)#L0##C0x5B545B#,2,60002,,,,<43171;43251>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60050,招募队友,,3,,招募#C0xF76B45##L10#洛奇亚(12星)#L0##C0x5B545B#,2,60003,,,,<41261>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60051,招募队友,,3,,招募#C0xF76B45##L10#盖欧卡(12星)#L0##C0x5B545B#,2,60003,,,,<41961>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60052,招募队友,,3,,招募#C0xF76B45##L10#超级裂空座(12星)#L0##C0x5B545B#,2,60003,,,,<41982>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60053,招募队友,,3,,招募#C0xF76B45##L10#基拉祈(12星)#L0##C0x5B545B#,2,60003,,,,<41991>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60054,招募队友,,3,,招募#C0xF76B45##L10#雷吉奇卡斯(12星)#L0##C0x5B545B#,2,60003,,,,<42381>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60055,招募队友,,3,,招募#C0xF76B45##L10#骑拉帝纳(12星)#L0##C0x5B545B#,2,60003,,,,<42391>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60056,招募队友,,3,,招募#C0xF76B45##L10#达克莱伊(12星)#L0##C0x5B545B#,2,60003,,,,<42431>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60057,招募队友,,3,,招募#C0xF76B45##L10#莱希拉姆(12星)#L0##C0x5B545B#,2,60003,,,,<43211>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60058,招募队友,,3,,招募#C0xF76B45##L10#捷克罗姆(12星)#L0##C0x5B545B#,2,60003,,,,<43221>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60059,招募队友,,3,,招募#C0xF76B45##L10#酋雷姆(12星)#L0##C0x5B545B#,2,60003,,,,<43241>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60060,招募队友,,3,,招募#C0xF76B45##L10#美洛耶塔·歌声形态(12星)#L0##C0x5B545B#,2,60003,,,,<43261>,,,,0,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60061,招募队友,,3,,招募#C0xF76B45##L10#伊裴尔塔尔(12星)#L0##C0x5B545B#,2,60003,,,,<43611>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60062,招募队友,,3,,招募#C0xF76B45##L10#蒂安希(12星)#L0##C0x5B545B#,2,60003,,,,<43631>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60063,招募队友,,3,,招募#C0xF76B45##L10#解放胡帕(12星)#L0##C0x5B545B#,2,60003,,,,<43642>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60064,招募队友,,3,,招募#C0xF76B45##L10#帝牙卢卡(12星)#L0##C0x5B545B#,2,60003,,,,<42351>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
60065,招募队友,,3,,招募#C0xF76B45##L10#帕路奇亚(12星)#L0##C0x5B545B#,2,60003,,,,<42361>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70001,招募队友,,3,,招募#C0xF76B45##L10#大比鸟(12星)，超级暴雪王(12星)#L0##C0x5B545B#,1,70001,,,,<60053;62303>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70002,招募队友,,3,,招募#C0xF76B45##L10#雷丘(12星)，庞岩怪(12星)#L0##C0x5B545B#,1,70001,,,,<60093;62593>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70003,招募队友,,3,,招募#C0xF76B45##L10#皮可西(12星)，龙头地鼠(12星)#L0##C0x5B545B#,1,70001,,,,<60133;62612>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70004,招募队友,,3,,招募#C0xF76B45##L10#胖可丁(12星)，修建老匠(12星)#L0##C0x5B545B#,1,70001,,,,<60153;62633>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70005,招募队友,,3,,招募#C0xF76B45##L10#哥达鸭(12星)，蜈蚣王(12星)#L0##C0x5B545B#,1,70001,,,,<60222;62683>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70006,招募队友,,3,,招募#C0xF76B45##L10#怪力(12星)，哥德小姐(12星)#L0##C0x5B545B#,1,70001,,,,<60273;62843>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70007,招募队友,,3,,招募#C0xF76B45##L10#大食花(12星)，双倍多多冰(12星)#L0##C0x5B545B#,1,70001,,,,<60283;62873>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70008,招募队友,,3,,招募#C0xF76B45##L10#隆隆岩(12星)，电飞鼠(12星)#L0##C0x5B545B#,1,70001,,,,<60303;62891>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70009,招募队友,,3,,招募#C0xF76B45##L10#大葱鸭(12星)，胖嘟嘟·雌(12星)#L0##C0x5B545B#,1,70001,,,,<60341;62923>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70010,招募队友,,3,,招募#C0xF76B45##L10#臭臭泥(12星)，胖嘟嘟·雄(12星)#L0##C0x5B545B#,1,70001,,,,<60372;62924>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70011,招募队友,,3,,招募#C0xF76B45##L10#刺甲贝(12星)，齿轮怪(12星)#L0##C0x5B545B#,1,70001,,,,<60382;62963>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70012,招募队友,,3,,招募#C0xF76B45##L10#飞腿郎(12星)，冻原熊(12星)#L0##C0x5B545B#,1,70001,,,,<60462;63012>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70013,招募队友,,3,,招募#C0xF76B45##L10#快拳郎(12星)，火炎狮(12星)#L0##C0x5B545B#,1,70001,,,,<60463;63342>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70014,招募队友,,3,,招募#C0xF76B45##L10#战舞郎(12星)，胖甜妮(12星)#L0##C0x5B545B#,1,70001,,,,<60464;63432>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70015,招募队友,,3,,招募#C0xF76B45##L10#大舌舔(12星)，钢炮臂虾(12星)#L0##C0x5B545B#,1,70001,,,,<60472;63472>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70016,招募队友,,3,,招募#C0xF76B45##L10#双弹瓦斯(12星)，冰雪巨龙(12星)#L0##C0x5B545B#,1,70001,,,,<60482;63502>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70017,招募队友,,3,,招募#C0xF76B45##L10#幸福蛋(12星)，摔角鹰人(12星)#L0##C0x5B545B#,1,70001,,,,<60503;63511>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70018,招募队友,,3,,招募#C0xF76B45##L10#宝石海星(12星)，电龙(12星)#L0##C0x5B545B#,1,70001,,,,<60552;60883>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70019,招募队友,,3,,招募#C0xF76B45##L10#镰刀盔(12星)，超级电龙(12星)#L0##C0x5B545B#,1,70001,,,,<60692;60884>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70020,招募队友,,3,,招募#C0xF76B45##L10#爆音怪(12星)，天蝎王(12星)#L0##C0x5B545B#,1,70001,,,,<61443;61032>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70021,招募队友,,3,,招募#C0xF76B45##L10#喷火驼(12星)，赫拉克罗斯(12星)#L0##C0x5B545B#,1,70001,,,,<61612;61071>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70022,招募队友,,3,,招募#C0xF76B45##L10#诅咒娃娃(12星)，玛狃拉(12星)#L0##C0x5B545B#,1,70001,,,,<61802;61082>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70023,招募队友,,3,,招募#C0xF76B45##L10#雪妖女(12星)，黑鲁加(12星)#L0##C0x5B545B#,1,70001,,,,<61853;61172>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70024,招募队友,,3,,招募#C0xF76B45##L10#帝牙海狮(12星)，班基拉斯(12星)#L0##C0x5B545B#,1,70001,,,,<61863;61253>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70025,招募队友,,3,,招募#C0xF76B45##L10#伦琴猫(12星)，超级巨沼怪(12星)#L0##C0x5B545B#,1,70001,,,,<62073;61314>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70026,招募队友,,3,,招募#C0xF76B45##L10#毒骷蛙(12星)，沙奈朵(12星)#L0##C0x5B545B#,1,70001,,,,<62272;61393>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70027,招募队友,,3,,招募#C0xF76B45##L10#暴雪王(12星)，艾路雷朵(12星)#L0##C0x5B545B#,1,70001,,,,<62302;61394>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70028,招募队友,,3,,招募#C0xF76B45##L10#超级妙蛙花(12星)，请假王(12星)#L0##C0x5B545B#,2,70002,,,,<60004;61423>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70029,招募队友,,3,,招募#C0xF76B45##L10#超级喷火龙X(12星)，波士可多拉(12星)#L0##C0x5B545B#,2,70002,,,,<60014;61503>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70030,招募队友,,3,,招募#C0xF76B45##L10#超级喷火龙Y(12星)，黑夜魔灵(12星)#L0##C0x5B545B#,2,70002,,,,<60015;61813>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70031,招募队友,,3,,招募#C0xF76B45##L10#超级水箭龟(12星)，阿勃梭鲁(12星)#L0##C0x5B545B#,2,70002,,,,<60024;61841>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70032,招募队友,,3,,招募#C0xF76B45##L10#叉字蝠(12星)，暴飞龙(12星)#L0##C0x5B545B#,2,70002,,,,<60163;61893>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70033,招募队友,,3,,招募#C0xF76B45##L10#胡地(12星)，巨金怪(12星)#L0##C0x5B545B#,2,70002,,,,<60263;61903>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70034,招募队友,,3,,招募#C0xF76B45##L10#超级胡地(12星)，烈咬陆鲨(12星)#L0##C0x5B545B#,2,70002,,,,<60264;62233>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70035,招募队友,,3,,招募#C0xF76B45##L10#自爆磁怪(12星)，路卡利欧(12星)#L0##C0x5B545B#,2,70002,,,,<60333;62242>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70036,招募队友,,3,,招募#C0xF76B45##L10#耿鬼(12星)，流氓鳄(12星)#L0##C0x5B545B#,2,70002,,,,<60393;62723>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70037,招募队友,,3,,招募#C0xF76B45##L10#超级耿鬼(12星)，索罗亚克(12星)#L0##C0x5B545B#,2,70002,,,,<60394;62822>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70038,招募队友,,3,,招募#C0xF76B45##L10#大钢蛇(12星)，水晶灯火灵(12星)#L0##C0x5B545B#,2,70002,,,,<60402;62993>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70039,招募队友,,3,,招募#C0xF76B45##L10#超甲狂犀(12星)，双斧战龙(12星)#L0##C0x5B545B#,2,70002,,,,<60493;63003>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70040,招募队友,,3,,招募#C0xF76B45##L10#巨钳螳螂(12星)，几何雪花(12星)#L0##C0x5B545B#,2,70002,,,,<60572;63021>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70041,招募队友,,3,,招募#C0xF76B45##L10#超级巨钳螳螂(12星)，三首恶龙(12星)#L0##C0x5B545B#,2,70002,,,,<60574;63143>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70042,招募队友,,3,,招募#C0xF76B45##L10#电击魔兽(12星)，火神蛾(12星)#L0##C0x5B545B#,2,70002,,,,<60593;63152>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70043,招募队友,,3,,招募#C0xF76B45##L10#鸭嘴炎兽(12星)，花洁夫人(12星)#L0##C0x5B545B#,2,70002,,,,<60603;63353>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70044,招募队友,,3,,招募#C0xF76B45##L10#暴鲤龙(12星)，坚盾剑怪·盾牌(12星)#L0##C0x5B545B#,2,70002,,,,<60631;63413>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70045,招募队友,,3,,招募#C0xF76B45##L10#拉普拉斯(12星)，黏美龙(12星)#L0##C0x5B545B#,2,70002,,,,<60641;63543>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70046,招募队友,,3,,招募#C0xF76B45##L10#化石翼龙(12星)，音波龙(12星)#L0##C0x5B545B#,2,70002,,,,<60701;63592>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70047,招募队友,,3,,招募#C0xF76B45##L10#卡比兽(12星)，超坏星(12星)#L0##C0x5B545B#,2,70002,,,,<60712;63772>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70048,招募队友,,3,,招募#C0xF76B45##L10#快龙(12星)，甜冷美后(12星)#L0##C0x5B545B#,2,70002,,,,<60753;63843>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70049,招募队友,,3,,招募#C0xF76B45##L10#波克基斯(12星)，四颚针龙(12星)#L0##C0x5B545B#,2,70002,,,,<60863;64132>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70050,招募队友,,3,,招募#C0xF76B45##L10#超梦(12星)#L0##C0x5B545B#,2,70003,,,,<60761>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70051,招募队友,,3,,招募#C0xF76B45##L10#盖欧卡(12星)#L0##C0x5B545B#,2,70003,,,,<61961>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70052,招募队友,,3,,招募#C0xF76B45##L10#固拉多(12星)#L0##C0x5B545B#,2,70003,,,,<61971>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70053,招募队友,,3,,招募#C0xF76B45##L10#裂空座(12星)#L0##C0x5B545B#,2,70003,,,,<61981>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70054,招募队友,,3,,招募#C0xF76B45##L10#超级裂空座(12星)#L0##C0x5B545B#,2,70003,,,,<61982>,,,,40,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70055,招募队友,,3,,招募#C0xF76B45##L10#帝牙卢卡(12星)#L0##C0x5B545B#,2,70003,,,,<62351>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70056,招募队友,,3,,招募#C0xF76B45##L10#帕路奇亚(12星)#L0##C0x5B545B#,2,70003,,,,<62361>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70057,招募队友,,3,,招募#C0xF76B45##L10#骑拉帝纳(12星)#L0##C0x5B545B#,2,70003,,,,<62391>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70058,招募队友,,3,,招募#C0xF76B45##L10#莱希拉姆(12星)#L0##C0x5B545B#,2,70003,,,,<63211>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70059,招募队友,,3,,招募#C0xF76B45##L10#捷克罗姆(12星)#L0##C0x5B545B#,2,70003,,,,<63221>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70060,招募队友,,3,,招募#C0xF76B45##L10#酋雷姆(12星)#L0##C0x5B545B#,2,70003,,,,<63241>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70061,招募队友,,3,,招募#C0xF76B45##L10#美洛耶塔·歌声形态(12星)#L0##C0x5B545B#,2,70003,,,,<63261>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70062,招募队友,,3,,招募#C0xF76B45##L10#伊裴尔塔尔(12星)#L0##C0x5B545B#,2,70003,,,,<63611>,,,,40,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70063,招募队友,,3,,招募#C0xF76B45##L10#解放胡帕(12星)#L0##C0x5B545B#,2,70003,,,,<63642>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70064,招募队友,,3,,招募#C0xF76B45##L10#美录梅塔(12星)#L0##C0x5B545B#,2,70003,,,,<64171>,,,,200,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
70065,招募队友,,3,,招募#C0xF76B45##L10#达克莱伊(12星)#L0##C0x5B545B#,2,70003,,,,<62431>,,,,200,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80001,招募队友,,3,,招募#C0xF76B45##L10#大比鸟(12星)，超级暴雪王(12星)#L0##C0x5B545B#,1,80001,,,,<80053;82303>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80002,招募队友,,3,,招募#C0xF76B45##L10#雷丘(12星)，庞岩怪(12星)#L0##C0x5B545B#,1,80001,,,,<80093;82593>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80003,招募队友,,3,,招募#C0xF76B45##L10#皮可西(12星)，修建老匠(12星)#L0##C0x5B545B#,1,80001,,,,<80133;82633>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80004,招募队友,,3,,招募#C0xF76B45##L10#胖可丁(12星)，蜈蚣王(12星)#L0##C0x5B545B#,1,80001,,,,<80153;82683>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80005,招募队友,,3,,招募#C0xF76B45##L10#哥达鸭(12星)，哥德小姐(12星)#L0##C0x5B545B#,1,80001,,,,<80222;82843>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80006,招募队友,,3,,招募#C0xF76B45##L10#怪力(12星)，双倍多多冰(12星)#L0##C0x5B545B#,1,80001,,,,<80273;82873>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80007,招募队友,,3,,招募#C0xF76B45##L10#大食花(12星)，电飞鼠(12星)#L0##C0x5B545B#,1,80001,,,,<80283;82891>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80008,招募队友,,3,,招募#C0xF76B45##L10#隆隆岩(12星)，胖嘟嘟·雌(12星)#L0##C0x5B545B#,1,80001,,,,<80303;82923>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80009,招募队友,,3,,招募#C0xF76B45##L10#大葱鸭(12星)，胖嘟嘟·雄(12星)#L0##C0x5B545B#,1,80001,,,,<80341;82924>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80010,招募队友,,3,,招募#C0xF76B45##L10#臭臭泥(12星)，齿轮怪(12星)#L0##C0x5B545B#,1,80001,,,,<80372;82963>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80011,招募队友,,3,,招募#C0xF76B45##L10#刺甲贝(12星)，冻原熊(12星)#L0##C0x5B545B#,1,80001,,,,<80382;83012>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80012,招募队友,,3,,招募#C0xF76B45##L10#飞腿郎(12星)，火炎狮(12星)#L0##C0x5B545B#,1,80001,,,,<80462;83342>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80013,招募队友,,3,,招募#C0xF76B45##L10#快拳郎(12星)，胖甜妮(12星)#L0##C0x5B545B#,1,80001,,,,<80463;83432>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80014,招募队友,,3,,招募#C0xF76B45##L10#战舞郎(12星)，钢炮臂虾(12星)#L0##C0x5B545B#,1,80001,,,,<80464;83472>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80015,招募队友,,3,,招募#C0xF76B45##L10#大舌舔(12星)，冰雪巨龙(12星)#L0##C0x5B545B#,1,80001,,,,<80472;83502>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80016,招募队友,,3,,招募#C0xF76B45##L10#双弹瓦斯(12星)，摔角鹰人(12星)#L0##C0x5B545B#,1,80001,,,,<80482;83511>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80017,招募队友,,3,,招募#C0xF76B45##L10#幸福蛋(12星)，电龙(12星)#L0##C0x5B545B#,1,80001,,,,<80503;80883>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80018,招募队友,,3,,招募#C0xF76B45##L10#宝石海星(12星)，天蝎王(12星)#L0##C0x5B545B#,1,80001,,,,<80552;81032>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80019,招募队友,,3,,招募#C0xF76B45##L10#镰刀盔(12星)，赫拉克罗斯(12星)#L0##C0x5B545B#,1,80001,,,,<80692;81071>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80020,招募队友,,3,,招募#C0xF76B45##L10#爆音怪(12星)，玛狃拉(12星)#L0##C0x5B545B#,1,80001,,,,<81443;81082>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80021,招募队友,,3,,招募#C0xF76B45##L10#喷火驼(12星)，黑鲁加(12星)#L0##C0x5B545B#,1,80001,,,,<81612;81172>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80022,招募队友,,3,,招募#C0xF76B45##L10#诅咒娃娃(12星)，雷公(12星)#L0##C0x5B545B#,1,80001,,,,<81802;81221>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80023,招募队友,,3,,招募#C0xF76B45##L10#雪妖女(12星)，炎帝(12星)#L0##C0x5B545B#,1,80001,,,,<81853;81231>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80024,招募队友,,3,,招募#C0xF76B45##L10#帝牙海狮(12星)，水君(12星)#L0##C0x5B545B#,1,80001,,,,<81863;81241>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80025,招募队友,,3,,招募#C0xF76B45##L10#伦琴猫(12星)，班基拉斯(12星)#L0##C0x5B545B#,1,80001,,,,<82073;81253>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80026,招募队友,,3,,招募#C0xF76B45##L10#毒骷蛙(12星)，超级巨沼怪(12星)#L0##C0x5B545B#,1,80001,,,,<82272;81314>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80027,招募队友,,3,,招募#C0xF76B45##L10#暴雪王(12星)，沙奈朵(12星)#L0##C0x5B545B#,1,80001,,,,<82302;81393>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80028,招募队友,,3,,招募#C0xF76B45##L10#超级妙蛙花(12星)，艾路雷朵(12星)#L0##C0x5B545B#,2,80002,,,,<80004;81394>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80029,招募队友,,3,,招募#C0xF76B45##L10#超级喷火龙X(12星)，请假王(12星)#L0##C0x5B545B#,2,80002,,,,<80014;81423>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80030,招募队友,,3,,招募#C0xF76B45##L10#超级喷火龙Y(12星)，波士可多拉(12星)#L0##C0x5B545B#,2,80002,,,,<80015;81503>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80031,招募队友,,3,,招募#C0xF76B45##L10#超级水箭龟(12星)，黑夜魔灵(12星)#L0##C0x5B545B#,2,80002,,,,<80024;81813>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80032,招募队友,,3,,招募#C0xF76B45##L10#叉字蝠(12星)，阿勃梭鲁(12星)#L0##C0x5B545B#,2,80002,,,,<80163;81841>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80033,招募队友,,3,,招募#C0xF76B45##L10#风速狗(12星)，巨金怪(12星)#L0##C0x5B545B#,2,80002,,,,<80242;81903>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80034,招募队友,,3,,招募#C0xF76B45##L10#胡地(12星)，雷吉洛克(12星)#L0##C0x5B545B#,2,80002,,,,<80263;81911>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80035,招募队友,,3,,招募#C0xF76B45##L10#超级胡地(12星)，雷吉艾斯(12星)#L0##C0x5B545B#,2,80002,,,,<80264;81921>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80036,招募队友,,3,,招募#C0xF76B45##L10#自爆磁怪(12星)，雷吉斯奇鲁(12星)#L0##C0x5B545B#,2,80002,,,,<80333;81931>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80037,招募队友,,3,,招募#C0xF76B45##L10#耿鬼(12星)，路卡利欧(12星)#L0##C0x5B545B#,2,80002,,,,<80393;82242>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80038,招募队友,,3,,招募#C0xF76B45##L10#超级耿鬼(12星)，克雷色利亚(12星)#L0##C0x5B545B#,2,80002,,,,<80394;82401>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80039,招募队友,,3,,招募#C0xF76B45##L10#超甲狂犀(12星)，流氓鳄(12星)#L0##C0x5B545B#,2,80002,,,,<80493;82723>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80040,招募队友,,3,,招募#C0xF76B45##L10#巨钳螳螂(12星)，索罗亚克(12星)#L0##C0x5B545B#,2,80002,,,,<80572;82822>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80041,招募队友,,3,,招募#C0xF76B45##L10#超级巨钳螳螂(12星)，水晶灯火灵(12星)#L0##C0x5B545B#,2,80002,,,,<80574;82993>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80042,招募队友,,3,,招募#C0xF76B45##L10#电击魔兽(12星)，几何雪花(12星)#L0##C0x5B545B#,2,80002,,,,<80593;83021>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80043,招募队友,,3,,招募#C0xF76B45##L10#鸭嘴炎兽(12星)，火神蛾(12星)#L0##C0x5B545B#,2,80002,,,,<80603;83152>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80044,招募队友,,3,,招募#C0xF76B45##L10#卡比兽(12星)，勾帕路翁(12星)#L0##C0x5B545B#,2,80002,,,,<80712;83161>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
80045,招募队友,,3,,招募#C0xF76B45##L10#急冻鸟(12星)，代拉基翁(12星)#L0##C0x5B545B#,2,80002,,,,<80721;83171>,,,,,,activity/brave_challenge/xz_icon/icon_yztz_zm.png
