变量名,levelEnd,levelStart,themeCsvID,rangeFixs,monsters3,monsters2,monsters1
3053,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;1503;883;631;771;1813>,<1394;2233;2723;1303;2822;3143>
3054,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;1293;1303;731;1393;2723>,<1241;1221;1253;1313;242;2233>
3055,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2723;3413;493;631;3143;3543>,<1423;2233;3021;1293;771;1393>
3056,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;721;1423;603;1172;883>,<1293;1221;242;593;393;753>
3057,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<263;1293;1393;1394;1231;3021>,<1503;883;593;731;572;2233>
3058,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;1231;242;1172;741;572>,<3003;631;771;3353;593;3303>
3059,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;721;1313;1293;603;712>,<1253;3303;731;3143;1893;753>
3060,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;3303;1423;741;242;593>,<1221;3003;603;631;2233;1293>
3061,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;753;593;1393;333;1172>,<1082;1903;3303;1893;1313;631>
3062,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;593;1893;3021;1231;1841>,<1172;3003;572;883;3413;753>
3063,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;631;1813;883;721;1071>,<242;1231;1082;1503;1394;263>
3064,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;493;2723;393;3413;1172>,<263;3303;883;1241;242;771>
3065,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;712;333;753;593;741>,<1253;1231;1841;3021;3543;771>
3066,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;3592;1253;1293;572;603>,<242;3353;1082;741;631;712>
3067,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3353;1172;603;1221;731;721>,<1303;3021;1903;1423;1241;2233>
3068,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;3543;1253;572;1082;2822>,<1893;1231;753;1423;631;3303>
3069,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1903;263;712;603;1423;731>,<2233;741;771;1841;3353;493>
3070,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;1253;1303;3543;1841;1813>,<593;3021;263;2233;1893;333>
3071,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;1423;1303;1813;1253;883>,<631;3413;3003;2723;741;1231>
3072,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;2822;731;263;393;1082>,<3592;3143;333;2723;1071;493>
3073,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1303;3021;1313;3003;1423>,<263;3353;3592;1221;1082;1241>
3074,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;263;1221;3592;393;1313>,<1503;2822;3021;2723;1082;1893>
3075,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;1313;1303;1393;3143;3353>,<3543;572;603;3592;1394;1082>
3076,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;3543;3021;1172;883;3353>,<393;2233;2822;1241;3003;3303>
3077,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;2233;572;1813;771;263>,<3303;2723;2822;3143;393;1313>
3078,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;593;1071;2822;1841;1293>,<1082;263;242;883;1241;1303>
3079,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;753;493;2233;3303;1903>,<1082;3143;1394;263;1893;1221>
3080,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3353;1231;1394;263;1313;333>,<603;721;1393;242;3413;3592>
3081,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3143;1394;333;572;1503;1253>,<493;712;3543;883;1393;1423>
3082,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;712;3592;572;753;1893>,<3353;1393;3143;593;1841;2822>
3083,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;1313;631;3353;3303;2822>,<493;731;572;1893;2233;2723>
3084,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<393;1172;3592;753;1394;263>,<731;593;1303;3353;3303;572>
3085,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;3592;771;1221;1903;3021>,<731;593;712;1394;393;2233>
3086,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2822;1241;883;3143;242;1172>,<3543;712;3353;1903;771;393>
3087,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;3413;2233;3353;1503;572>,<1813;1393;242;263;1293;593>
3088,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;721;603;2822;593;883>,<1903;393;3543;1082;572;1423>
3089,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3143;631;572;3592;1071;1394>,<393;753;1241;3303;883;1841>
3090,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;1231;572;593;3021;1903>,<1221;712;1813;771;1241;3143>
3091,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;3543;3021;1813;2723;1503>,<3353;242;741;1172;631;3003>
3092,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;1903;1253;3543;1393;631>,<2233;1172;493;1303;263;333>
3093,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;753;3021;1253;2233;1813>,<721;572;603;1503;3303;1231>
3094,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;493;1893;721;1394;242>,<263;1393;2233;593;3413;1423>
3095,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<712;1293;753;1903;1503;731>,<3003;1303;572;883;1221;3592>
3096,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3003;731;1893;741;721;1172>,<1082;1293;3543;2233;2822;883>
3097,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<753;3353;1893;1903;2233;3021>,<1423;603;1082;3303;3543;1813>
3098,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;1893;333;1221;3353;631>,<2822;493;3021;1231;1172;2723>
3099,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;1503;393;883;1082;603>,<1221;731;712;1313;242;1841>
3100,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2233;1503;3003;753;631;593>,<3413;3592;883;741;1423;393>
3101,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;883;1841;1082;1903;712>,<1293;3003;1423;1393;2822;393>
3102,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;1313;1393;263;2233;2822>,<3303;1231;3413;1903;631;731>
3103,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1813;712;263;753;572>,<3003;603;1313;3143;2233;1423>
3104,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;1303;3143;593;1313;771>,<242;1293;2233;1841;1172;753>
3105,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1221;1813;721;593;3143>,<1303;393;572;2233;1082;242>
3106,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;333;1813;1423;1313;1241>,<721;603;1503;883;1221;2822>
3107,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;1423;3021;493;631;1394>,<1293;2233;753;2723;1303;572>
3108,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;1221;1241;712;393;1082>,<3021;1313;1231;1423;771;333>
3109,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;712;1813;603;2822;1841>,<2723;883;1071;731;263;771>
3110,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1903;3543;1293;1082;1313>,<1231;631;2822;3021;1241;593>
3111,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3353;3143;1813;883;3003;1893>,<753;572;1393;3413;2723;493>
3112,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;333;712;1841;771;3413>,<1071;603;731;1393;883;1241>
3113,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<771;753;1893;631;3303;3143>,<2233;1394;1841;3353;1231;1813>
3114,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1903;393;631;3003;1071>,<712;493;3592;263;1813;603>
3115,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2723;1303;393;1423;572;1813>,<1172;712;3543;2233;721;1071>
3116,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;333;741;1893;3003;2723>,<1503;393;1313;731;883;3353>
3117,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;2822;721;1172;631;3413>,<1841;1071;1221;3353;393;3021>
3118,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;631;1393;493;1071;3592>,<2233;333;3413;593;721;3543>
3119,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;242;1903;1071;1303;3303>,<572;393;731;3353;1393;1394>
3120,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;753;712;493;721;3413>,<3353;631;1303;2822;1221;3543>
3121,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;1253;883;2822;3413;771>,<1293;3021;393;572;1303;3143>
3122,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;3143;1303;3353;1221;1071>,<493;731;753;1313;1394;3543>
3123,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;771;3021;1241;242;603>,<3592;1313;1253;3413;1082;1903>
3124,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3003;1503;1893;1393;3353;2723>,<3543;1221;1253;753;572;631>
3125,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;1303;1172;1893;1394;2822>,<631;1082;1313;1071;1503;721>
3126,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;2822;1503;493;3543;1813>,<1221;753;1082;1293;1423;3592>
3127,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;3021;1071;2723;333;1303>,<1231;3143;1293;741;1423;712>
3128,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3353;1253;333;2233;1313;393>,<712;3021;1423;731;603;2822>
3129,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3143;3003;631;1082;3543;603>,<3021;1241;493;771;593;333>
3130,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;2233;572;3592;1893;603>,<1423;721;1841;3353;1903;1231>
3131,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;3592;741;242;393;1253>,<3143;1423;883;1082;1903;753>
3132,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1841;2723;1231;593;1503;393>,<1071;1313;1903;3143;572;712>
3133,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<263;883;712;393;333;242>,<731;1221;493;1172;1303;1241>
3134,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;393;731;3003;493;1813>,<883;741;3303;1903;603;3592>
3135,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1841;731;2723;1303;1253;572>,<393;1241;3303;712;2233;1071>
3136,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;333;1253;1293;883;731>,<1231;1394;1423;771;242;1841>
3137,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2233;493;593;3303;1423;1172>,<2723;3143;731;1253;3353;3592>
3138,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;3413;1503;3353;572;1893>,<1253;721;3543;333;1303;1393>
3139,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;333;1221;3543;2723;1231>,<883;3303;242;393;2822;1241>
3140,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<883;3003;263;1313;333;3303>,<3413;731;1893;393;2822;1423>
3141,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1293;3021;1423;2723;1172;1071>,<1903;1082;3303;2822;242;3543>
3142,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;3021;1423;1394;2723;753>,<242;1893;1903;1841;572;3143>
3143,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2233;1082;771;731;1903;3543>,<1253;1231;2723;1893;3303;333>
3144,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1172;1241;3592;2233;712;3353>,<1253;1303;1082;2723;3543;3021>
3145,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<393;1903;493;1221;3303;2822>,<593;753;731;1303;1082;883>
3146,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1303;721;731;1172;242;741>,<3592;712;1231;3143;1221;1893>
3147,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<731;1082;1394;3543;1231;333>,<603;721;1313;2233;2822;771>
3148,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;493;1393;1313;3592;3021>,<721;1303;2723;603;1394;753>
3149,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1423;883;3543;333;3003;731>,<393;3592;1253;263;631;1221>
3150,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;731;1293;1303;712;3413>,<1221;1313;3303;3021;1241;1503>
3151,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;1253;712;1303;1241;1231>,<1172;1423;1394;721;1071;3592>
3152,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;242;3303;1393;1293;883>,<741;1813;1172;3413;771;1313>
3153,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;3003;242;2723;1903;333>,<572;3413;3021;2822;1221;1303>
3154,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;1503;3353;1241;2822;1071>,<883;631;3543;771;2723;3143>
3155,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;3021;3353;1071;2233;1813>,<731;1293;3413;2723;1393;493>
3156,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;393;603;1082;1393;1503>,<1293;3003;1841;1423;242;883>
3157,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;631;1221;333;1303;3413>,<1903;1293;1231;493;1071;1841>
3158,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<753;1253;731;771;712;883>,<3021;3143;3543;1071;1293;1393>
3159,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<631;242;721;3021;1071;1221>,<1394;3413;1903;1231;3003;2822>
3160,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1903;1293;1082;1394;3143;631>,<603;3003;2233;572;3021;1303>
3161,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1903;1893;1241;721;3543;333>,<1082;741;263;2723;1503;1221>
3162,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<493;2723;1231;1293;731;1394>,<3021;572;1241;1303;1172;1071>
3163,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3143;1172;631;1903;393;1071>,<2723;712;1394;1503;3543;1303>
3164,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;1172;631;2822;1253;1293>,<721;1082;3021;263;1241;753>
3165,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;333;771;1813;1903;1841>,<593;3353;1221;3003;572;1394>
3166,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1231;741;1221;1903;1813;1293>,<493;712;2723;1893;603;3353>
3167,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1221;3413;572;333;712;3021>,<603;1303;3003;1423;263;883>
3168,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<572;603;393;3413;741;2822>,<1303;1503;1241;1841;333;1903>
3169,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1253;1841;1503;3543;3413;1893>,<263;753;883;1394;1082;493>
3170,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1394;1221;1293;1313;1303;2723>,<2233;593;721;3143;263;731>
3171,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;1221;333;1423;753;1293>,<1303;2822;1903;493;1813;1231>
3172,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<741;721;572;493;3592;1241>,<1231;1394;1893;1313;263;731>
3173,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1313;3021;3592;3143;493;1393>,<1303;3353;1221;712;263;2233>
3174,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<603;1231;1082;883;1293;631>,<3543;1893;1071;242;3003;3353>
3175,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<2723;1221;572;741;3003;242>,<263;1423;1082;731;3413;1071>
3176,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3592;493;721;572;2233;3003>,<631;1903;1253;741;771;1293>
3177,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1813;3303;1231;1313;771;753>,<721;2822;2233;1423;1393;493>
3178,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1893;493;2723;1253;1172;263>,<333;593;1303;1903;2822;712>
3179,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;593;1503;572;771;1903>,<721;1293;1813;2723;741;1313>
3180,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;1503;1303;3353;2723;1841>,<712;1231;242;1394;1903;1082>
3181,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<721;1393;631;1253;3003;753>,<1231;2822;712;1893;1903;603>
3182,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3021;333;3143;572;263;771>,<1813;1293;1231;1253;3543;242>
3183,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1082;631;2822;712;593;3353>,<753;333;1231;883;1071;493>
3184,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1393;333;1071;603;631;593>,<263;771;1241;1841;2723;1303>
3185,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1241;3413;393;631;1303;721>,<572;263;741;3353;1503;1393>
3186,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<1071;1082;883;721;1423;1293>,<572;3353;2723;3543;1172;3592>
3187,110,1,<>,<1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27>,,<3413;1293;263;721;1172;1313>,<1394;1071;493;572;242;1241>
