变量名,spineRes,unlockType2,unlockType1,levelUpCostTime,name,res,open,desc,level,buildType,buildID,levelUpCost,unlockParams1,unlockParams2,relicTabPos,touchSize,languages
10341,,,1,231000,山城遗迹,city/town/map/building/24_4.png,,,41,9,15,{8202=880000;8203=880000;coin16=880},<1;20>,,{scale=0.7;x=20;y=-75},,
10342,,,1,237000,山城遗迹,city/town/map/building/24_4.png,,,42,9,15,{8202=900000;8203=900000;coin16=900},<1;20>,,{scale=0.7;x=20;y=-75},,
10343,,,1,243000,山城遗迹,city/town/map/building/24_4.png,,,43,9,15,{8202=920000;8203=920000;coin16=920},<1;20>,,{scale=0.7;x=20;y=-75},,
10344,,,1,249000,山城遗迹,city/town/map/building/24_4.png,,,44,9,15,{8202=940000;8203=940000;coin16=940},<1;20>,,{scale=0.7;x=20;y=-75},,
10345,,,1,255000,山城遗迹,city/town/map/building/24_4.png,,,45,9,15,{8202=960000;8203=960000;coin16=960},<1;20>,,{scale=0.7;x=20;y=-75},,
10346,,,1,261000,山城遗迹,city/town/map/building/24_4.png,,,46,9,15,{8202=980000;8203=980000;coin16=980},<1;20>,,{scale=0.7;x=20;y=-75},,
10347,,,1,267000,山城遗迹,city/town/map/building/24_4.png,,,47,9,15,{8202=1000000;8203=1000000;coin16=1000},<1;20>,,{scale=0.7;x=20;y=-75},,
10348,,,1,273000,山城遗迹,city/town/map/building/24_4.png,,,48,9,15,{8202=1020000;8203=1020000;coin16=1020},<1;20>,,{scale=0.7;x=20;y=-75},,
10349,,,1,279000,山城遗迹,city/town/map/building/24_4.png,,,49,9,15,{8202=1040000;8203=1040000;coin16=1040},<1;20>,,{scale=0.7;x=20;y=-75},,
10350,,,1,285000,山城遗迹,city/town/map/building/24_5.png,,,50,9,15,{8202=1060000;8203=1060000;coin16=1060},<1;20>,,{scale=0.6;x=15;y=-60},,
10401,,1,1,,苍雪遗迹,city/town/map/building/25.png,,,,10,16,,<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10402,,1,1,67500,苍雪遗迹,city/town/map/building/25.png,,,2,10,16,{8202=125000;8203=125000;coin16=125},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10403,,1,1,71300,苍雪遗迹,city/town/map/building/25.png,,,3,10,16,{8202=150000;8203=150000;coin16=150},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10404,,1,1,75000,苍雪遗迹,city/town/map/building/25.png,,,4,10,16,{8202=175000;8203=175000;coin16=175},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10405,,1,1,78800,苍雪遗迹,city/town/map/building/25.png,,,5,10,16,{8202=200000;8203=200000;coin16=200},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10406,,1,1,82500,苍雪遗迹,city/town/map/building/25.png,,,6,10,16,{8202=225000;8203=225000;coin16=225},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10407,,1,1,86300,苍雪遗迹,city/town/map/building/25.png,,,7,10,16,{8202=250000;8203=250000;coin16=250},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10408,,1,1,90000,苍雪遗迹,city/town/map/building/25.png,,,8,10,16,{8202=275000;8203=275000;coin16=275},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10409,,1,1,93800,苍雪遗迹,city/town/map/building/25.png,,,9,10,16,{8202=300000;8203=300000;coin16=300},<8;5>,<9;5>,{scale=0.8;x=0;y=-15},,
10410,,1,1,97500,苍雪遗迹,city/town/map/building/25_1.png,,,10,10,16,{8202=325000;8203=325000;coin16=325},<8;5>,<9;5>,{scale=0.8;x=0;y=-30},,
10411,,1,1,101300,苍雪遗迹,city/town/map/building/25_1.png,,,11,10,16,{8202=350000;8203=350000;coin16=350},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10412,,1,1,105000,苍雪遗迹,city/town/map/building/25_1.png,,,12,10,16,{8202=375000;8203=375000;coin16=375},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10413,,1,1,108800,苍雪遗迹,city/town/map/building/25_1.png,,,13,10,16,{8202=400000;8203=400000;coin16=400},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10414,,1,1,112500,苍雪遗迹,city/town/map/building/25_1.png,,,14,10,16,{8202=425000;8203=425000;coin16=425},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10415,,1,1,116300,苍雪遗迹,city/town/map/building/25_1.png,,,15,10,16,{8202=450000;8203=450000;coin16=450},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10416,,1,1,120000,苍雪遗迹,city/town/map/building/25_1.png,,,16,10,16,{8202=475000;8203=475000;coin16=475},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10417,,1,1,123800,苍雪遗迹,city/town/map/building/25_1.png,,,17,10,16,{8202=500000;8203=500000;coin16=500},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10418,,1,1,127500,苍雪遗迹,city/town/map/building/25_1.png,,,18,10,16,{8202=525000;8203=525000;coin16=525},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10419,,1,1,131300,苍雪遗迹,city/town/map/building/25_1.png,,,19,10,16,{8202=550000;8203=550000;coin16=550},<8;10>,<9;10>,{scale=0.8;x=0;y=-30},,
10420,,1,1,135000,苍雪遗迹,city/town/map/building/25_2.png,,,20,10,16,{8202=575000;8203=575000;coin16=575},<8;10>,<9;10>,{scale=0.7;x=0;y=-20},,
10421,,1,1,138800,苍雪遗迹,city/town/map/building/25_2.png,,,21,10,16,{8202=600000;8203=600000;coin16=600},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10422,,1,1,146300,苍雪遗迹,city/town/map/building/25_2.png,,,22,10,16,{8202=625000;8203=625000;coin16=625},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10423,,1,1,153800,苍雪遗迹,city/town/map/building/25_2.png,,,23,10,16,{8202=650000;8203=650000;coin16=650},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10424,,1,1,161300,苍雪遗迹,city/town/map/building/25_2.png,,,24,10,16,{8202=675000;8203=675000;coin16=675},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10425,,1,1,168800,苍雪遗迹,city/town/map/building/25_2.png,,,25,10,16,{8202=700000;8203=700000;coin16=700},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10426,,1,1,176300,苍雪遗迹,city/town/map/building/25_2.png,,,26,10,16,{8202=725000;8203=725000;coin16=725},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10427,,1,1,183800,苍雪遗迹,city/town/map/building/25_2.png,,,27,10,16,{8202=750000;8203=750000;coin16=750},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10428,,1,1,191300,苍雪遗迹,city/town/map/building/25_2.png,,,28,10,16,{8202=775000;8203=775000;coin16=775},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10429,,1,1,198800,苍雪遗迹,city/town/map/building/25_2.png,,,29,10,16,{8202=800000;8203=800000;coin16=800},<8;20>,<9;20>,{scale=0.7;x=0;y=-20},,
10430,,1,1,206300,苍雪遗迹,city/town/map/building/25_3.png,,,30,10,16,{8202=825000;8203=825000;coin16=825},<8;20>,<9;20>,{scale=0.7;x=15;y=-80},,
10431,,1,1,213800,苍雪遗迹,city/town/map/building/25_3.png,,,31,10,16,{8202=850000;8203=850000;coin16=850},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10432,,1,1,221300,苍雪遗迹,city/town/map/building/25_3.png,,,32,10,16,{8202=875000;8203=875000;coin16=875},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10433,,1,1,228800,苍雪遗迹,city/town/map/building/25_3.png,,,33,10,16,{8202=900000;8203=900000;coin16=900},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10434,,1,1,236300,苍雪遗迹,city/town/map/building/25_3.png,,,34,10,16,{8202=925000;8203=925000;coin16=925},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10435,,1,1,243800,苍雪遗迹,city/town/map/building/25_3.png,,,35,10,16,{8202=950000;8203=950000;coin16=950},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10436,,1,1,251300,苍雪遗迹,city/town/map/building/25_3.png,,,36,10,16,{8202=975000;8203=975000;coin16=975},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10437,,1,1,258800,苍雪遗迹,city/town/map/building/25_3.png,,,37,10,16,{8202=1000000;8203=1000000;coin16=1000},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10438,,1,1,266300,苍雪遗迹,city/town/map/building/25_3.png,,,38,10,16,{8202=1025000;8203=1025000;coin16=1025},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10439,,1,1,273800,苍雪遗迹,city/town/map/building/25_3.png,,,39,10,16,{8202=1050000;8203=1050000;coin16=1050},<8;30>,<9;30>,{scale=0.7;x=15;y=-80},,
10440,,1,1,281300,苍雪遗迹,city/town/map/building/25_4.png,,,40,10,16,{8202=1075000;8203=1075000;coin16=1075},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10441,,1,1,288800,苍雪遗迹,city/town/map/building/25_4.png,,,41,10,16,{8202=1100000;8203=1100000;coin16=1100},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10442,,1,1,296300,苍雪遗迹,city/town/map/building/25_4.png,,,42,10,16,{8202=1125000;8203=1125000;coin16=1125},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10443,,1,1,303800,苍雪遗迹,city/town/map/building/25_4.png,,,43,10,16,{8202=1150000;8203=1150000;coin16=1150},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10444,,1,1,311300,苍雪遗迹,city/town/map/building/25_4.png,,,44,10,16,{8202=1175000;8203=1175000;coin16=1175},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10445,,1,1,318800,苍雪遗迹,city/town/map/building/25_4.png,,,45,10,16,{8202=1200000;8203=1200000;coin16=1200},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10446,,1,1,326300,苍雪遗迹,city/town/map/building/25_4.png,,,46,10,16,{8202=1225000;8203=1225000;coin16=1225},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10447,,1,1,333800,苍雪遗迹,city/town/map/building/25_4.png,,,47,10,16,{8202=1250000;8203=1250000;coin16=1250},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10448,,1,1,341300,苍雪遗迹,city/town/map/building/25_4.png,,,48,10,16,{8202=1275000;8203=1275000;coin16=1275},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10449,,1,1,348800,苍雪遗迹,city/town/map/building/25_4.png,,,49,10,16,{8202=1300000;8203=1300000;coin16=1300},<8;30>,<9;30>,{scale=0.7;x=20;y=-75},,
10450,,1,1,356300,苍雪遗迹,city/town/map/building/25_5.png,,,50,10,16,{8202=1325000;8203=1325000;coin16=1325},<8;30>,<9;30>,{scale=0.6;x=0;y=-58},,
10501,,1,1,,熔岩遗迹,city/town/map/building/26.png,,,,11,17,,<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10502,,1,1,67500,熔岩遗迹,city/town/map/building/26.png,,,2,11,17,{8202=125000;8203=125000;coin16=125},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10503,,1,1,71300,熔岩遗迹,city/town/map/building/26.png,,,3,11,17,{8202=150000;8203=150000;coin16=150},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10504,,1,1,75000,熔岩遗迹,city/town/map/building/26.png,,,4,11,17,{8202=175000;8203=175000;coin16=175},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10505,,1,1,78800,熔岩遗迹,city/town/map/building/26.png,,,5,11,17,{8202=200000;8203=200000;coin16=200},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10506,,1,1,82500,熔岩遗迹,city/town/map/building/26.png,,,6,11,17,{8202=225000;8203=225000;coin16=225},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10507,,1,1,86300,熔岩遗迹,city/town/map/building/26.png,,,7,11,17,{8202=250000;8203=250000;coin16=250},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10508,,1,1,90000,熔岩遗迹,city/town/map/building/26.png,,,8,11,17,{8202=275000;8203=275000;coin16=275},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10509,,1,1,93800,熔岩遗迹,city/town/map/building/26.png,,,9,11,17,{8202=300000;8203=300000;coin16=300},<8;5>,<9;5>,{scale=0.8;x=0;y=-25},,
10510,,1,1,97500,熔岩遗迹,city/town/map/building/26_1.png,,,10,11,17,{8202=325000;8203=325000;coin16=325},<8;5>,<9;5>,{scale=0.8;x=0;y=-35},,
10511,,1,1,101300,熔岩遗迹,city/town/map/building/26_1.png,,,11,11,17,{8202=350000;8203=350000;coin16=350},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10512,,1,1,105000,熔岩遗迹,city/town/map/building/26_1.png,,,12,11,17,{8202=375000;8203=375000;coin16=375},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10513,,1,1,108800,熔岩遗迹,city/town/map/building/26_1.png,,,13,11,17,{8202=400000;8203=400000;coin16=400},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10514,,1,1,112500,熔岩遗迹,city/town/map/building/26_1.png,,,14,11,17,{8202=425000;8203=425000;coin16=425},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10515,,1,1,116300,熔岩遗迹,city/town/map/building/26_1.png,,,15,11,17,{8202=450000;8203=450000;coin16=450},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10516,,1,1,120000,熔岩遗迹,city/town/map/building/26_1.png,,,16,11,17,{8202=475000;8203=475000;coin16=475},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10517,,1,1,123800,熔岩遗迹,city/town/map/building/26_1.png,,,17,11,17,{8202=500000;8203=500000;coin16=500},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10518,,1,1,127500,熔岩遗迹,city/town/map/building/26_1.png,,,18,11,17,{8202=525000;8203=525000;coin16=525},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10519,,1,1,131300,熔岩遗迹,city/town/map/building/26_1.png,,,19,11,17,{8202=550000;8203=550000;coin16=550},<8;10>,<9;10>,{scale=0.8;x=0;y=-35},,
10520,,1,1,135000,熔岩遗迹,city/town/map/building/26_2.png,,,20,11,17,{8202=575000;8203=575000;coin16=575},<8;10>,<9;10>,{scale=0.7;x=0;y=-40},,
10521,,1,1,138800,熔岩遗迹,city/town/map/building/26_2.png,,,21,11,17,{8202=600000;8203=600000;coin16=600},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10522,,1,1,146300,熔岩遗迹,city/town/map/building/26_2.png,,,22,11,17,{8202=625000;8203=625000;coin16=625},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10523,,1,1,153800,熔岩遗迹,city/town/map/building/26_2.png,,,23,11,17,{8202=650000;8203=650000;coin16=650},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10524,,1,1,161300,熔岩遗迹,city/town/map/building/26_2.png,,,24,11,17,{8202=675000;8203=675000;coin16=675},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10525,,1,1,168800,熔岩遗迹,city/town/map/building/26_2.png,,,25,11,17,{8202=700000;8203=700000;coin16=700},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10526,,1,1,176300,熔岩遗迹,city/town/map/building/26_2.png,,,26,11,17,{8202=725000;8203=725000;coin16=725},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10527,,1,1,183800,熔岩遗迹,city/town/map/building/26_2.png,,,27,11,17,{8202=750000;8203=750000;coin16=750},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10528,,1,1,191300,熔岩遗迹,city/town/map/building/26_2.png,,,28,11,17,{8202=775000;8203=775000;coin16=775},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10529,,1,1,198800,熔岩遗迹,city/town/map/building/26_2.png,,,29,11,17,{8202=800000;8203=800000;coin16=800},<8;20>,<9;20>,{scale=0.7;x=0;y=-40},,
10530,,1,1,206300,熔岩遗迹,city/town/map/building/26_3.png,,,30,11,17,{8202=825000;8203=825000;coin16=825},<8;20>,<9;20>,{scale=0.7;x=-10;y=-70},,
10531,,1,1,213800,熔岩遗迹,city/town/map/building/26_3.png,,,31,11,17,{8202=850000;8203=850000;coin16=850},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10532,,1,1,221300,熔岩遗迹,city/town/map/building/26_3.png,,,32,11,17,{8202=875000;8203=875000;coin16=875},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10533,,1,1,228800,熔岩遗迹,city/town/map/building/26_3.png,,,33,11,17,{8202=900000;8203=900000;coin16=900},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10534,,1,1,236300,熔岩遗迹,city/town/map/building/26_3.png,,,34,11,17,{8202=925000;8203=925000;coin16=925},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10535,,1,1,243800,熔岩遗迹,city/town/map/building/26_3.png,,,35,11,17,{8202=950000;8203=950000;coin16=950},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10536,,1,1,251300,熔岩遗迹,city/town/map/building/26_3.png,,,36,11,17,{8202=975000;8203=975000;coin16=975},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10537,,1,1,258800,熔岩遗迹,city/town/map/building/26_3.png,,,37,11,17,{8202=1000000;8203=1000000;coin16=1000},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10538,,1,1,266300,熔岩遗迹,city/town/map/building/26_3.png,,,38,11,17,{8202=1025000;8203=1025000;coin16=1025},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10539,,1,1,273800,熔岩遗迹,city/town/map/building/26_3.png,,,39,11,17,{8202=1050000;8203=1050000;coin16=1050},<8;30>,<9;30>,{scale=0.7;x=-10;y=-70},,
10540,,1,1,281300,熔岩遗迹,city/town/map/building/26_4.png,,,40,11,17,{8202=1075000;8203=1075000;coin16=1075},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10541,,1,1,288800,熔岩遗迹,city/town/map/building/26_4.png,,,41,11,17,{8202=1100000;8203=1100000;coin16=1100},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10542,,1,1,296300,熔岩遗迹,city/town/map/building/26_4.png,,,42,11,17,{8202=1125000;8203=1125000;coin16=1125},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10543,,1,1,303800,熔岩遗迹,city/town/map/building/26_4.png,,,43,11,17,{8202=1150000;8203=1150000;coin16=1150},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10544,,1,1,311300,熔岩遗迹,city/town/map/building/26_4.png,,,44,11,17,{8202=1175000;8203=1175000;coin16=1175},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10545,,1,1,318800,熔岩遗迹,city/town/map/building/26_4.png,,,45,11,17,{8202=1200000;8203=1200000;coin16=1200},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10546,,1,1,326300,熔岩遗迹,city/town/map/building/26_4.png,,,46,11,17,{8202=1225000;8203=1225000;coin16=1225},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10547,,1,1,333800,熔岩遗迹,city/town/map/building/26_4.png,,,47,11,17,{8202=1250000;8203=1250000;coin16=1250},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10548,,1,1,341300,熔岩遗迹,city/town/map/building/26_4.png,,,48,11,17,{8202=1275000;8203=1275000;coin16=1275},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10549,,1,1,348800,熔岩遗迹,city/town/map/building/26_4.png,,,49,11,17,{8202=1300000;8203=1300000;coin16=1300},<8;30>,<9;30>,{scale=0.7;x=10;y=-105},,
10550,,1,1,356300,熔岩遗迹,city/town/map/building/26_5.png,,,50,11,17,{8202=1325000;8203=1325000;coin16=1325},<8;30>,<9;30>,{scale=0.6;x=20;y=-88},,
10701,,,,,办公中心,city/town/map/building/17.png,,,,,107,,,,,,
10801,,,,,开山工厂,city/town/map/building/1.png,,,,,108,,,,,,
10901,,,,,玩具制造商,city/town/map/building/10.png,,,,,109,,,,,,
11001,,,,,奇妙游乐场,city/town/map/building/9.png,,,,,110,,,,,,
11101,,,,,激流水乐园,city/town/map/building/15.png,,,,,111,,,,,,
11201,,,,,自然牧场,city/town/map/building/4.png,,,,,112,,,,,,
11301,,,,,居民的小屋,city/town/map/building/19.png,,,,,113,,,,,,
11401,,,,,居民的小屋,city/town/map/building/13.png,,,,,114,,,,,,
