变量名,res2,expAdd,icon,repeatExpAdd,desc,spineRes,startResScale,quality,type,position,series,currentNum,res,showTest,decorativeness,floorStackMax,stackMax,spineRes2,name,repeatDecorateProp,spineData,attr,size,startPos,touchSize,startPos2,touchSize2,treadArea,relSize,languages
76005,,30,config/item/furniture/icon_xishukuang.png,15,不管大瓶小瓶，还是各种奇特形状的各类用品，统统装在筐里才能使浴室看起来整洁,,,,305,,123,,city/town/furniture/chuwei/img_xishukuang.png,,14,2,6,,盥洗收纳筐,<1;0.4>,,{flip=TRUE},{height=1;width=1},{x=-79;y=-3},<<40;4>;<74;23>;<71;46>;<40;74>;<1;47>;<1;18>>,,,,,
76006,,185,config/item/furniture/icon_xishutai.png,90,勤洗手才能保证健康的身体,,,,305,,123,,city/town/furniture/chuwei/img_xishutai.png,,28,1,3,,落地式洗漱台,,,{flip=TRUE},{height=2;width=2},{x=-139;y=15},<<83;3>;<134;32>;<136;147>;<97;207>;<51;179>;<28;119>;<1;86>;<3;39>>,,,<<3;1>;<0;1>>,,
76007,,540,config/item/furniture/icon_chufanggui1.png,270,南瓜造型的餐具和灶台两旁的藤蔓的点缀真的很亮眼，在这里 一定能做出超级好吃的南瓜派！,,2.55,1,305,,137,,city/town/furniture/chuwei/img_chufanggui.png,,59,1,2,,撞色一体灶台,,,{flip=TRUE},{height=1;width=7},{x=-575;y=0},<<220;1>;<255;16>;<260;67>;<45;172>;<3;149>;<6;105>>,,,<<3;0>;<2;0>;<1;0>;<5;0>;<6;0>;<7;0>;<4;0>>,,
76008,,210,config/item/furniture/icon_binxiang.png,100,看起来是平平无奇的冰箱，里面一定装满了整个秋天的丰收果实吧！,,,,305,,137,,city/town/furniture/chuwei/img_binxiang.png,,29,1,3,,温馨小冰箱,,,{flip=TRUE},{height=1;width=1},{x=-59;y=11},<<39;0>;<67;15>;<68;125>;<31;150>;<-2;135>;<-3;20>>,,,<<1;0>>,,
76009,,540,config/item/furniture/icon_batai.png,270,在岛台中心的你，可以环绕着和你的所有好友社交，或者……给他们倒酒,,1.85,1,305,,134,,city/town/furniture/chuwei/img_batai.png,,64,1,2,,弧形岩板岛台,,,{flip=TRUE},{height=4;width=4},{x=-240;y=42},<<0;62>;<-1;166>;<129;286>;<159;153>;<231;173>;<245;54>;<171;6>;<51;11>>,,,<<1;0>;<2;0>;<3;0>;<4;0>;<0;3>;<0;4>>,,<cn;tw;en;en_us;en_eu;kr>
76010,,305,config/item/furniture/icon_xishoutai.png,155,七夕限定，独特的心形梳妆镜，爱你任何时候的样子~,,1.98,1,305,,136,,city/town/furniture/chuwei/img_xishoutai.png,,56,1,2,,芬芳梳洗台,,,{flip=TRUE},{height=3;width=3},{x=-248;y=26},<<0;135>;<27;57>;<132;2>;<195;41>;<163;118>;<86;209>;<15;189>>,,<<1;0>;<0;1>;<0;2>;<0;3>;<1;4>>,<<1;0>;<0;1>;<0;2>;<0;3>;<1;4>>,,<cn;tw>
76011,,450,config/item/furniture/icon_yugang.png,225,七夕限定，请问今天是要泡花瓣浴、泡泡浴还是药草浴呢？,,1.98,1,305,,136,,city/town/furniture/chuwei/img_yugang.png,,87,1,2,,恒温圆形浴缸,,,{flip=TRUE},{height=4;width=4},{x=-213;y=54},<<232;63>;<154;1>;<41;3>;<2;29>;<4;138>;<49;255>;<204;233>;<200;134>>,,,<<4;0>;<3;0>;<2;0>;<1;0>;<0;1>;<0;2>;<0;3>;<0;4>>,,<cn;tw>
76012,,250,config/item/furniture/icon_kafeizhuo.png,120,饮料要放在超大的、放满半杯冰块的杯子里，这样才叫夏天,townfurniture/xiajijiaju_kafeiji.skel,,,305,,144,,,,35,1,3,,冰饮制作台,,{effect_loop=<kafeiji_loop>;size={width=200;height=195}},{flip=TRUE},{height=3;width=2},{x=-176;y=15},<<70;3>;<186;62>;<186;121>;<134;187>;<28;145>;<16;35>>,,,<<0;1>;<0;2>;<0;3>>,,<cn;tw>
76013,,365,config/item/furniture/icon_batai1.png,175,想吃什么喝什么自己拿！,townfurniture/xiajijiaju_bt.skel,,,305,,144,,,,41,1,3,,畅饮吧台,,{effect_loop=<batai_loop>;size={width=160;height=200}},{flip=TRUE},{height=1;width=3},{x=-225;y=9},<<105;4>;<4;62>;<1;131>;<51;190>;<145;124>;<150;21>>,,,<<3;0>;<2;0>;<1;0>>,,<cn;tw>
76501,,25,config/item/furniture/icon_zhiwu.png,10,是一个大件的植物，可以保证室内的清新,,2.1,,306,,102,,city/town/furniture/baishe/img_zhiwu.png,,10,4,8,,天堂鸟盆栽,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-60;y=21},<<11;14>;<2;99>;<63;94>;<42;9>>,,,,,
76502,,280,config/item/furniture/icon_wanou2.png,125,非常巨大的皮卡丘玩偶，摸上去软乎乎的，抱起来很舒服,,,1,306,,105,,city/town/furniture/baishe/img_wanou2.png,,32,,5,,超大软萌皮卡丘,<1;0.8;0.5>,,{flip=TRUE},{height=1;width=1},{x=-107;y=8},<<4;56>;<29;123>;<89;67>;<83;14>;<33;11>>,,,<<0;1>;<1;0>;<1;2>;<2;1>>,,
76503,,120,config/item/furniture/icon_wanju1.png,55,照着杰尼龟的样子做的栩栩如生，在地上摇晃的时候很灵动，仿佛能听到它再喊“杰尼杰尼”,,2.1,,306,,116,,city/town/furniture/baishe/img_wanju1.png,,15,,5,,杰尼龟不倒翁,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=2},{x=-115;y=25},<<47;7>;<0;52>;<26;71>;<90;29>>,,,<<1;0>;<1;2>>,,
76504,,120,config/item/furniture/icon_wanou.png,55,大大的龟壳实际上是软的，简直可以当做懒人沙发使用,,2.4,,306,,116,,city/town/furniture/baishe/img_wanou.png,,15,,5,,草苗龟玩偶,<1;0.6;0.3>,,{flip=TRUE},{height=2;width=2},{x=-103;y=38},<<3;11>;<75;11>;<57;65>;<8;50>>,,,,,
76505,,190,config/item/furniture/icon_wanou1.png,85,炒炒猪摆出了一个很是威武的姿势，但是它的猪鼻子摸着还是软乎乎湿润润的呢,,,,306,,116,,city/town/furniture/baishe/img_wanou1.png,,16,,5,,炒炒猪大型玩偶,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=2},{x=-135;y=20},<<8;38>;<5;145>;<45;160>;<98;108>;<117;40>;<81;3>>,,,<<1;0>;<2;0>>,,
76506,,50,config/item/furniture/icon_qiqiu.png,15,气氛组的存在，在家里放上一两组，感觉是要过什么佳节了呢,,2.1,,306,,114,,city/town/furniture/baishe/img_qiqiu.png,,11,4,,,缤纷气球,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-50;y=30},<<20;6>;<2;67>;<17;97>;<53;71>;<28;5>>,,,,,
76507,,65,config/item/furniture/icon_hua.png,20,一团生机勃勃的生命~,,,,306,,125,,city/town/furniture/baishe/img_hua.png,,14,4,,,蓝花楹球,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-64;y=28},<<43;5>;<59;52>;<52;89>;<11;90>;<1;62>;<20;10>>,,,,,
76508,,60,config/item/furniture/icon_liwu.png,25,特别的礼物送给特别的你，看看里面装的是什么呢？,,,,306,,125,,city/town/furniture/baishe/img_liwu.png,,12,4,8,,惊喜礼物,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-67;y=7},<<29;3>;<71;20>;<72;41>;<36;63>;<3;47>;<1;14>>,,,,,
76509,,30,config/item/furniture/icon_xiaoxiong.png,10,再盯着它们看1分钟，保证你也会开始打哈欠,,,,306,,125,,city/town/furniture/baishe/img_xiaoxiong.png,,10,4,8,,瞌睡熊小玩偶,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-64;y=11},<<27;0>;<58;21>;<48;51>;<0;35>;<7;7>>,,,,,
76510,,200,config/item/furniture/icon_shuizuxiang.png,90,夏日·季节限定哦！在艳阳高照的夏日里，好想和这些小丑鱼一样在水里畅游呀,,,1,306,,126,,city/town/furniture/baishe/img_yugang.png,,24,,5,,海洋水族箱,<1;0.8;0.5>,,{flip=TRUE},{height=2;width=2},{x=-116;y=40},<<61;1>;<115;28>;<115;161>;<49;187>;<1;163>;<1;29>>,,,<<2;0>;<1;0>;<0;1>;<0;2>>,,<cn;tw;en;en_eu;en_us;kr>
76511,,140,config/item/furniture/icon_huatan.png,65,把油菜花作为装饰简直太有春天的感觉了！就是不知道是如何保持它的花期的呢？,,1.95,,306,,135,,city/town/furniture/baishe/img_huatan.png,,14,4,4,,油菜花盒子,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-98;y=8},<<4;18>;<5;101>;<78;102>;<85;24>;<39;2>>,,,,,<cn;en;tw;kr;en_us>
76512,,305,config/item/furniture/icon_lipai.png,155,哈！这下风妖精不能随风飘走了吧！,,,,306,,135,,city/town/furniture/baishe/img_lipai.png,,14,2,2,,风妖精立牌,<1;0.7>,,{flip=TRUE},{height=1;width=1},{x=-60;y=25},<<46;8>;<60;94>;<54;130>;<-1;127>;<6;56>;<14;3>>,,,<<0;1>>,,<cn;en;tw;kr;en_us>
76513,,90,config/item/furniture/icon_rose.png,40,七夕限定，玫瑰花香很是沁人，当然要架的高高才能随时闻到了,,,,306,,136,,city/town/furniture/baishe/img_rose.png,,13,,5,,粉嫩玫瑰,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-94;y=8},<<26;9>;<64;9>;<88;89>;<69;126>;<2;125>>,,,,,<cn;tw>
76514,,275,config/item/furniture/icon_huajia2.png,125,原来花朵不用盆盆堆砌在一起显的繁华似锦，错错落落的摆放也很好看呢,,1.98,1,306,,,,city/town/furniture/baishe/img_huajia.png,,40,2,4,,铁艺花架,<1;0.8>,,{flip=TRUE},{height=4;width=1},{x=-57;y=8},<<42;0>;<180;72>;<161;252>;<40;194>;<18;133>;<-1;24>>,,,<<0;1>;<0;2>;<0;3>;<0;4>>,,
76515,,385,config/item/furniture/icon_shuijingqiu.png,175,鹅毛大雪飘落，在屋顶上积蓄起厚厚的白霜，以及屋子里暖黄的灯光，美好的夜晚在水晶球里被铭记,townfurniture/shuijinqiu.skel,1.85,1,306,,142,,,,51,2,4,,圣诞的雪夜,<1;0.8>,{effect_loop=<idle_loop>;size={width=300;height=380}},{flip=TRUE},{height=4;width=5},{x=-295;y=-33},<<1;120>;<131;374>;<214;376>;<286;107>;<145;35>>,,,<<0;1>;<0;2>;<0;3>;<0;4>;<1;0>;<1;5>>,,
76516,,320,config/item/furniture/icon_huajia1.png,145,在这个角落里，春天一直都在,,,,306,,143,,city/town/furniture/baishe/img_huajia1.png,,36,2,4,,迎春花角,<1;0.8>,,{flip=TRUE},{height=2;width=3},{x=-232;y=12},<<21;59>;<0;156>;<72;245>;<141;227>;<103;134>;<179;32>;<130;5>>,,,<<4;1>;<4;2>>,,<cn>
77001,city/town/furniture/img_waiqiang1.png,,city/town/furniture/img_waiqiang1.png,,解锁区域,,,,0,,,,city/town/furniture/img_waiqiang1.png,TRUE,,,,,外墙1,,,{level=1},{height=1;width=10},{x=-760;y=50},<<6;181>;<350;10>;<383;47>;<28;217>;<14;221>>,,,,,
77002,city/town/furniture/img_waiqiang2.png,,city/town/furniture/img_waiqiang2.png,,解锁区域,,,,0,,,,city/town/furniture/img_waiqiang2.png,TRUE,,,,,外墙2,,,{level=2},{height=1;width=9},{x=-665;y=40},<<6;163>;<326;5>;<359;7>;<359;31>;<24;200>;<4;203>>,,,,,
77003,city/town/furniture/img_waiqiang3.png,,city/town/furniture/img_waiqiang3.png,,解锁区域,,,,0,,,,city/town/furniture/img_waiqiang3.png,TRUE,,,,,外墙3,,,{level=3},{height=15;width=1},{x=-70;y=10},<<1;50>;<3;3>;<26;6>;<562;276>;<564;315>>,,,,,
77006,,,,,院子地板,,,,0,,,,town/garden.tmx,,,,,,院子地板,,,{level=4},{height=15;width=21;x=1;y=1},,,,,,,
77007,,,,,院子大地板,,,,0,,,,town/biggarden.tmx,,,,,,院子大地板,,,{level=4},{height=25;width=21;x=1;y=1},,,,,,,
77008,city/town/furniture/img_waiqiang27.png,,city/town/furniture/img_waiqiang27.png,,,,,,0,,,,city/town/furniture/img_waiqiang27.png,TRUE,,,,,栏杆27格子,,,{level=6},{height=27;width=1},{x=-82;y=12},<<24;63>;<35;20>;<1126;557>;<1099;591>>,,,,,
77009,city/town/furniture/img_waiqiang27zuo.png,,city/town/furniture/img_waiqiang27zuo.png,,,,,,0,,,,city/town/furniture/img_waiqiang27zuo.png,TRUE,,,,,栏杆27格子左边,,,{level=6},{height=1;width=27},{x=-2092;y=12},<<1111;10>;<1111;52>;<57;581>;<6;562>>,,,,,
77010,city/town/furniture/img_waiqiang36.png,,city/town/furniture/img_waiqiang36.png,,,,,,0,,,,city/town/furniture/img_waiqiang36.png,TRUE,,,,,栏杆36格子,,,{level=6},{height=36;width=1},{x=-80;y=12},<<111;98>;<1386;740>;<1384;685>;<113;46>>,,,,,
77011,city/town/furniture/img_waiqiang36zuo.png,,city/town/furniture/img_waiqiang36zuo.png,,,,,,0,,,,city/town/furniture/img_waiqiang36zuo.png,TRUE,,,,,栏杆36格子左边,,,{level=6},{height=1;width=36},{x=-2803;y=12},<<1385;97>;<1385;52>;<111;688>;<111;735>>,,,,,
77012,,,,,,,,,,,,,town/biggarden_27.tmx,,,,,,院子拓展27,,,{level=6},{height=25;width=27;x=1;y=1},,,,,,,
77013,,,,,,,,,,,,,town/biggarden_36.tmx,,,,,,院子拓展36,,,{level=6},{height=25;width=36;x=1;y=1},,,,,,,
77050,,240,config/item/furniture/icon_heiban.png,105,黑板上写了不少复杂的计算公式和草图，角落里不知道被哪个精灵偷偷画上了可爱涂鸦,,1.9,,307,,106,,city/town/furniture/qita/img_heiban.png,,30,,5,,书写黑板,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=3},{x=-195;y=22},<<6;46>;<12;174>;<112;128>;<113;17>;<90;3>>,,,<<2;0>;<1;0>;<3;0>>,,
77051,,365,config/item/furniture/icon_zhangpeng.png,175,有着创意的外形加上牢固的支架以及防风雨的篷布，将它放置在外可闲庭赏花，放在屋内又可当做休息之处,,,1,307,,105,,city/town/furniture/qita/img_zhangpeng.png,,54,1,3,,稳固帐篷,,,{flip=TRUE},{height=3;width=3},{x=-209;y=26},<<99;4>;<195;53>;<103;225>;<0;60>>,,,<<0;1>;<0;2>;<0;3>>,,
77052,,365,config/item/furniture/icon_gangqin.png,175,来自钢琴大师的精心设计，弹出的每一个音符都非常悦耳动听,,,1,307,,104,,city/town/furniture/qita/img_gangqin.png,,59,1,3,,专业三角钢琴,,,{flip=TRUE},{height=5;width=4},{x=-226;y=50},<<0;37>;<22;114>;<65;118>;<91;175>;<245;162>;<239;88>;<206;49>;<84;8>>,,,<<3;0>;<4;0>;<5;1>;<5;2>>,,
77053,,215,config/item/furniture/icon_jiazi.png,95,通常会被放置在壁炉旁边，方便在冬日壁炉中添置,,,,307,,109,,city/town/furniture/qita/img_chaihuojiazi.png,,33,,5,,柴火架,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=1},{x=-76;y=1},<<7;20>;<1;58>;<38;97>;<72;81>;<69;20>;<38;5>>,,,,,
77054,,180,config/item/furniture/icon_liushengji.png,80,看样子是有些年头的老古董了，但是播放的音乐还是那样绵远流长，令人回甘,,,,307,,104,,city/town/furniture/qita/img_liushengji.png,,28,,5,,留声机,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=1},{x=-50;y=15},<<5;11>;<1;91>;<47;126>;<53;85>;<49;14>>,,,<<1;0>>,,
77055,,450,config/item/furniture/icon_tiaowuji.png,225,别的不敢说，这个跳舞机的音效一定很炸裂带感吧！,,,1,307,,101,,city/town/furniture/qita/img_tiaowuji.png,,64,1,2,,吼爆弹跳舞机,,,{flip=TRUE},{height=6;width=3},{x=-124;y=71},<<0;32>;<172;117>;<159;177>;<194;235>;<274;191>;<259;78>;<200;81>;<58;3>>,,,,,
77056,,385,config/item/furniture/icon_wutai.png,195,需要用一个大台子来展示礼物，收到这些的时候心情一定很棒吧！,,,,307,,101,,city/town/furniture/qita/img_wutai.png,,43,1,2,,礼物展示台,,,{flip=TRUE},{height=4;width=4},{x=-202;y=42},<<1;64>;<96;134>;<198;94>;<157;13>;<34;16>>,,,,,
77057,,160,config/item/furniture/icon_wangyuanjing.png,70,看见流行高速划过夜空的时候要记得许愿奥,,,,307,,,,city/town/furniture/qita/img_wangyuanjing.png,,29,,5,,天文望远镜,<1;0.7;0.4>,,{flip=TRUE},{height=1;width=1},{x=-37;y=13},<<6;8>;<33;8>;<33;51>;<52;70>;<30;90>;<0;54>>,,,<<1;2>>,,
77058,,290,config/item/furniture/icon_zuodian.png,140,夏日·季节限定哦！切开的红壤西瓜，有一点电机噪音的老旧风扇，几个干净的小坐垫以及印着小花的扇子…一整个夏天都散落在榻榻米上,,2.1,1,307,,126,,city/town/furniture/qita/img_zuodian.png,,54,1,3,,夏日的榻榻米,,,{flip=TRUE},{height=6;width=7},{x=-523;y=8},<<0;130>;<215;253>;<462;114>;<249;2>>,,,,,<cn;tw;en;en_eu;en_us;kr>
77059,city/town/furniture/qita/img_wsjgangqin1.png,280,config/item/furniture/icon_gangqin1.png,125,明媚的鲜花点缀在肃穆黑色的钢琴上，好像能从琴声里闻到阵阵花香,,1.62,,307,,141,,city/town/furniture/qita/img_wsjgangqin.png,,34,1,3,,余音袅袅,,,{double=ture;flip=TRUE},{height=2;width=3},{x=-228;y=4},<<144;2>;<229;42>;<225;185>;<68;249>;<33;195>;<0;146>;<5;74>>,{x=-228;y=4},<<143;2>;<234;47>;<233;119>;<175;189>;<39;238>;<6;211>;<1;77>>,<<1;0>;<2;0>;<3;0>>,,
77060,,160,config/item/furniture/icon_canche.png,70,餐车特色供应沙包一样大的汉堡，能让你吃的饱饱的无法捣蛋,,1.8,1,307,,129,,city/town/furniture/qita/img_canche.png,,41,,5,,派对夜餐车,<1;0.8;0.5>,,{flip=TRUE},{height=3;width=1},{x=-69;y=5},<<15;3>;<160;66>;<170;146>;<130;160>;<0;87>>,,,<<1;4>>,,<cn;tw;en;en_us;en_eu;kr>
77061,,220,config/item/furniture/icon_zhangpeng1.png,105,木棉球的棉花做出来的帐篷真是既好看又软糯，感觉戳一戳会弹起来,townfurniture/shengdanjiayuan_zhangpeng.skel,,,307,,131,,,,34,1,3,,棉软软帐篷,,{effect=<effect1>;effect_loop=<effect_loop>;size={width=190;height=160}},{flip=TRUE},{height=3;width=3},{x=-184;y=28},<<57;0>;<182;37>;<135;156>;<55;150>;<1;50>>,,,<<0;1>;<0;2>;<0;3>>,,<cn;tw;en;en_us;en_eu;kr>
77062,,250,config/item/furniture/icon_qipan.png,120,嘿，你都想了好久了，快下呀，这次轮到你了！,townfurniture/shengdanjiayuan_xiaqi.skel,1.85,1,307,,131,,,,99,1,3,,趣味自走棋,,{effect=<effect1>;effect_loop=<effect_loop>;size={width=470;height=265}},{flip=TRUE},{height=8;width=7},{x=-358;y=66},<<202;2>;<376;53>;<467;147>;<312;247>;<52;246>;<1;117>;<58;39>>,,,<<2;0>;<3;0>;<2;9>;<3;9>;<4;0>;<4;9>>,,<cn;tw;en;en_us;en_eu;kr>
77063,,210,config/item/furniture/icon_bilu1.png,100,像是达摩狒狒吞了一个大壁炉一样，戳Ta点火看看？,townfurniture/shengdanjiayuan_huolu.skel,1.97,1,307,,131,,,,77,1,3,,古怪的火炉,,{effect=<effect1>;effect_loop=<effect_loop>;size={width=240;height=275}},{flip=TRUE},{height=2;width=4},{x=-313;y=14},<<158;8>;<235;46>;<232;201>;<114;274>;<51;194>;<26;76>>,,,<<2;0>;<3;0>;<4;0>;<1;0>>,,<cn;tw;en;en_us;en_eu;kr>
77064,,530,config/item/furniture/icon_xiaotiqin.png,,在草长莺飞的春日，谁会来光临这场独奏会呢？,,1.95,1,307,,135,,city/town/furniture/qita/img_xiaotiqin.png,,84,1,1,,春季独奏会,,,{flip=TRUE},{height=4;width=3},{x=-251;y=64},<<6;28>;<11;214>;<121;277>;<188;238>;<186;145>;<223;114>;<224;28>;<146;3>;<74;1>>,,,<<0;1>;<0;2>;<0;3>;<0;4>;<1;5>;<1;0>>,,<cn;en;tw;kr;en_us>
77065,,435,config/item/furniture/icon_yinyuetai.png,210,动感十足的舞台，有胆你就上来！,,1.94,1,307,,,,city/town/furniture/qita/img_yinyuetai.png,,69,1,3,,"""春晚""大舞台",,,{flip=TRUE},{height=6;width=7},{x=-433;y=101},<<466;76>;<433;254>;<266;326>;<155;293>;<14;199>;<5;110>;<132;12>>,,,<<7;0>;<6;0>;<5;0>;<4;0>;<3;0>;<2;0>;<1;0>>,,<cn>
77066,,155,config/item/furniture/icon_dianfengshan.png,75,风力十分强劲的落地扇！切记不要盯着它看，看久了会晕@o@,townfurniture/xiajijiaju_dfs.skel,,,307,,144,,,,29,,5,,蚊香蛙旋风王,<1;0.7;0.4>,{effect_loop=<dianfengshan_loop>;size={width=100;height=140}},{flip=TRUE},{height=1;width=1},{x=-102;y=-3},<<62;9>;<28;17>;<2;81>;<33;130>;<96;118>>,,,<<0;1>;<1;0>;<1;2>>,,<cn;tw>
77500,,,img/kongbai.png,,家具占位格,,,,307,,,,img/kongbai.png,TRUE,,,1000,,家具占位格,,,,{height=2;width=1},{x=-60;y=0},<<-8;20>;<32;0>;<114;40>;<72;60>>,,,,,
78001,,105,config/item/furniture/icon_bxy.png,50,可爱的杯子造型加上软乎乎的坐垫，在院子里赏花喝奶茶的时候坐着，简直不要太棒！,,,,401,,118,,city/town/furniture/xiaoyuan/img_bxy.png,,22,,3,,杯型桌椅,<1;0.4;0.2>,,{flip=TRUE},{height=3;width=1},{x=-86;y=25},<<3;29>;<2;105>;<123;112>;<144;44>;<77;2>;<29;4>>,,,<<0;1>;<0;2>>,,
78002,,110,config/item/furniture/icon_cy1.png,50,用纯净度高的白漆刷就而成，和秋天落叶的小院最为适配啦,,,,401,,111,,city/town/furniture/xiaoyuan/img_cy1.png,,22,5,5,,白色坐椅,<1;0.4;0.2>,,{flip=TRUE},{height=3;width=1},{x=-70;y=23},<<45;3>;<130;41>;<128;92>;<89;128>;<2;71>>,,,<<0;1>;<0;2>;<0;3>>,,
78003,,60,config/item/furniture/icon_cy2.png,25,原木自然的颜色，边角被打磨的很光滑不会刺手，还配有把手，可以更舒服的坐着休息,,,,401,,111,,city/town/furniture/xiaoyuan/img_cy2.png,,20,5,5,,原木坐椅,<1;0.4;0.2>,,{flip=TRUE},{height=3;width=1},{x=-76;y=18},<<53;2>;<11;15>;<0;90>;<87;140>;<134;71>;<135;41>>,,,<<0;1>;<0;2>;<0;3>>,,
78004,,245,config/item/furniture/icon_dht.png,,是不是每一个祈愿池都可以让人愿望成真呢？,,,1,401,,114,,city/town/furniture/xiaoyuan/img_dht.png,,39,1,1,,祈愿池,,,{flip=TRUE},{height=6;width=6},{x=-289;y=62},<<146;5>;<277;79>;<154;292>;<3;108>;<37;29>>,,,,,
78005,,35,config/item/furniture/icon_dz.png,10,一个个昏黄的灯光由着一根根长着自然年轮的木柱子牵引起来，氛围感满满的，看不看得清其实不重要,,,,401,,114,,city/town/furniture/xiaoyuan/img_dz.png,,19,12,12,,气氛灯柱,<1;0.4;0.2>,,{flip=TRUE},{height=3;width=1},{x=-39;y=23},<<4;3>;<2;64>;<110;115>;<112;51>>,,,,,
78006,,250,config/item/furniture/icon_edtzy.png,120,拥有一双皮卡丘同款耳朵的单人坐椅，好像坐在了皮卡丘的大脑袋上一样，超级可爱！,,,1,401,,105,,city/town/furniture/xiaoyuan/img_edtzy.png,,42,,3,,皮卡丘耳造型椅,<1;0.6;0.3>,,{flip=TRUE},{height=1;width=1},{x=-85;y=1},<<37;2>;<1;23>;<4;122>;<74;142>;<80;23>>,,,<<0;1>>,,
78007,,120,config/item/furniture/icon_h1.png,55,满眼缤纷的花色都被留在了一只小“碗”里,,,,401,,117,,city/town/furniture/xiaoyuan/img_h1.png,,23,5,5,,一碗小雏菊,<1;0.4;0.2>,,{flip=TRUE},{height=2;width=2},{x=-118;y=37},<<31;6>;<0;50>;<55;117>;<106;33>;<72;6>>,,,,,
78008,,240,config/item/furniture/icon_hsl.png,105,可爱的推车造型加上肆意生长的小苍兰，像是无意栽培，自然长出的春色,,,,401,,117,,city/town/furniture/xiaoyuan/img_hsl.png,,39,5,5,,一车小苍兰,<1;0.6;0.3;0.1>,,{flip=TRUE},{height=2;width=3},{x=-182;y=40},<<98;3>;<129;35>;<119;91>;<35;106>;<10;53>>,,,<<4;1>;<4;2>>,,
78009,,60,config/item/furniture/icon_ht.png,25,报春花被整齐的栽种在方形花坛内，可以用来点缀小院的景色,,,,401,,117,,city/town/furniture/xiaoyuan/img_ht.png,,20,5,5,,报春花坛,<1;0.4;0.2>,,{flip=TRUE},{height=1;width=2},{x=-140;y=11},<<61;1>;<99;19>;<99;57>;<36;85>;<0;65>;<2;29>>,,,,,
78010,city/town/furniture/xiaoyuan/img_ht3.png,70,config/item/furniture/icon_ht2.png,30,明黄色圆乎乎的花球与静谧的蓝色花架的颜色碰撞，使得花朵们看起来更加生机勃勃,,,,401,,117,,city/town/furniture/xiaoyuan/img_ht2.png,,20,5,5,,绣球花架·蓝,<1;0.4;0.2>,,{double=ture;flip=TRUE},{height=1;width=2},{x=-124;y=18},<<42;3>;<81;19>;<83;106>;<40;127>;<5;103>;<0;21>>,{x=-146;y=10},<<47;2>;<86;23>;<77;106>;<34;126>;<1;108>;<2;23>>,,,
78011,,290,config/item/furniture/icon_sfy.png,145,谁说只有海滩上才能用得着它？,,,,401,,120,,city/town/furniture/xiaoyuan/img_sfy.png,,33,2,2,,遮阳沙发椅,<1;0.5>,,{flip=TRUE},{height=3;width=2},{x=-250;y=10},<<134;0>;<240;49>;<240;101>;<145;169>;<45;167>;<1;85>>,,,<<0;1>;<0;2>;<0;3>>,,
78012,,250,config/item/furniture/icon_skj.png,120,只要不下雨，就最适合在小院上的办起烧烤party啦！,,,1,401,,103,,city/town/furniture/xiaoyuan/img_skj.png,,42,,3,,多功能烧烤架,<1;0.6;0.3>,,{flip=TRUE},{height=2;width=3},{x=-194;y=44},<<87;3>;<125;20>;<130;98>;<96;109>;<40;102>;<0;62>>,,,<<3;0>;<2;0>;<1;0>>,,
78013,,255,config/item/furniture/icon_sy.png,130,适合即喜欢亲近大自然，又爱干饭的各位屋主们~,,,,401,,120,,city/town/furniture/xiaoyuan/img_sy.png,,29,2,2,,遮阳餐椅,<1;0.5>,,{flip=TRUE},{height=4;width=3},{x=-220;y=20},<<121;3>;<247;60>;<249;233>;<125;265>;<0;210>;<1;67>>,,,<<0;1>;<0;2>;<0;3>;<0;4>>,,
78014,,635,config/item/furniture/icon_ty.png,,利用韧劲十足的藤蔓和坚硬的木头捆绑制成，中间还贴心的放了茶桌，很适合在暖阳午后坐在上面看书,,,1,401,,118,,city/town/furniture/xiaoyuan/img_ty.png,,82,1,1,,实木双人摇椅,,,{flip=TRUE},{height=5;width=2},{x=-136;y=33},<<53;2>;<229;91>;<186;231>;<4;143>;<2;25>>,,,<<0;2>;<0;4>;<0;3>>,,
78015,,320,config/item/furniture/icon_xxy.png,160,虽然不能躺平，但是提供了放置冰饮的桌子，既能享受阳光的温热还能喝上冰镇十足的饮料简直太爽了！,,,,401,,120,,city/town/furniture/xiaoyuan/img_xxy.png,,34,2,2,,遮阳桌椅套装,<1;0.5>,,{flip=TRUE},{height=3;width=1},{x=-89;y=1},<<47;2>;<156;67>;<143;212>;<43;218>;<2;119>;<6;22>>,,,<<0;1>;<0;2>>,,
