变量名,type,skill,effect2,name,icon,needStar,desc,needAdvance,effect1,level,params1,params2,cost
15031,7,1503,,高级探险掉落,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加3.0%,6,10,1,<0%;1;3.0%>,,
15032,7,1503,,高级探险掉落,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加4.5%,9,10,2,<0%;1;4.5%>,,
15033,7,1503,,高级探险掉落,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加6.0%,12,10,3,<0%;1;6.0%>,,
15034,7,1503,,高级探险掉落,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加7.5%,15,10,4,<0%;1;7.5%>,,
15035,7,1503,,高级探险掉落,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险获得额外奖励掉落几率增加9.0%,18,10,5,<0%;1;9.0%>,,
15111,7,1511,,初级探险时长,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险耗费时间缩短1.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;1;1.0%>,,
15112,7,1511,,初级探险时长,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险耗费时间缩短1.5%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;1;1.5%>,,
15113,7,1511,,初级探险时长,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;1;2.0%>,,
15114,7,1511,,初级探险时长,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险耗费时间缩短2.5%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;1;2.5%>,,
15115,7,1511,,初级探险时长,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;1;3.0%>,,
15121,7,1512,,中级探险时长,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;1;2.0%>,,
15122,7,1512,,中级探险时长,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;1;3.0%>,,
15123,7,1512,,中级探险时长,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;1;4.0%>,,
15124,7,1512,,中级探险时长,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险耗费时间缩短5.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;1;5.0%>,,
15125,7,1512,,中级探险时长,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;1;6.0%>,,
15131,7,1513,,高级探险时长,config/town_skill/icon_jl.png,5,在[火山小道]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;1;4.0%>,,
15132,7,1513,,高级探险时长,config/town_skill/icon_jl.png,6,在[火山小道]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;1;6.0%>,,
15133,7,1513,,高级探险时长,config/town_skill/icon_jl.png,8,在[火山小道]中生效，使得探险耗费时间缩短8.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;1;8.0%>,,
15134,7,1513,,高级探险时长,config/town_skill/icon_jl.png,10,在[火山小道]中生效，使得探险耗费时间缩短10.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;1;10.0%>,,
15135,7,1513,,高级探险时长,config/town_skill/icon_jl.png,12,在[火山小道]中生效，使得探险耗费时间缩短12.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;1;12.0%>,,
15211,7,1521,,初级探险掉落,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加1.0%,6,10,1,<0%;2;1.0%>,,
15212,7,1521,,初级探险掉落,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加1.5%,9,10,2,<0%;2;1.5%>,,
15213,7,1521,,初级探险掉落,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加2.0%,12,10,3,<0%;2;2.0%>,,
15214,7,1521,,初级探险掉落,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加2.5%,15,10,4,<0%;2;2.5%>,,
15215,7,1521,,初级探险掉落,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加3.0%,18,10,5,<0%;2;3.0%>,,
15221,7,1522,,中级探险掉落,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加2.0%,6,10,1,<0%;2;2.0%>,,
15222,7,1522,,中级探险掉落,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加3.0%,9,10,2,<0%;2;3.0%>,,
15223,7,1522,,中级探险掉落,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加4.0%,12,10,3,<0%;2;4.0%>,,
15224,7,1522,,中级探险掉落,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加5.0%,15,10,4,<0%;2;5.0%>,,
15225,7,1522,,中级探险掉落,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加6.0%,18,10,5,<0%;2;6.0%>,,
15231,7,1523,,高级探险掉落,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加3.0%,6,10,1,<0%;2;3.0%>,,
15232,7,1523,,高级探险掉落,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加4.5%,9,10,2,<0%;2;4.5%>,,
15233,7,1523,,高级探险掉落,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加6.0%,12,10,3,<0%;2;6.0%>,,
15234,7,1523,,高级探险掉落,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加7.5%,15,10,4,<0%;2;7.5%>,,
15235,7,1523,,高级探险掉落,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险获得额外奖励掉落几率增加9.0%,18,10,5,<0%;2;9.0%>,,
15311,7,1531,,初级探险时长,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险耗费时间缩短1.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;2;1.0%>,,
15312,7,1531,,初级探险时长,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险耗费时间缩短1.5%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;2;1.5%>,,
15313,7,1531,,初级探险时长,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;2;2.0%>,,
15314,7,1531,,初级探险时长,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险耗费时间缩短2.5%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;2;2.5%>,,
15315,7,1531,,初级探险时长,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;2;3.0%>,,
15321,7,1532,,中级探险时长,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;2;2.0%>,,
15322,7,1532,,中级探险时长,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;2;3.0%>,,
15323,7,1532,,中级探险时长,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;2;4.0%>,,
15324,7,1532,,中级探险时长,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险耗费时间缩短5.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;2;5.0%>,,
15325,7,1532,,中级探险时长,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;2;6.0%>,,
15331,7,1533,,高级探险时长,config/town_skill/icon_jl.png,5,在[青海波市]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;2;4.0%>,,
15332,7,1533,,高级探险时长,config/town_skill/icon_jl.png,6,在[青海波市]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;2;6.0%>,,
15333,7,1533,,高级探险时长,config/town_skill/icon_jl.png,8,在[青海波市]中生效，使得探险耗费时间缩短8.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;2;8.0%>,,
15334,7,1533,,高级探险时长,config/town_skill/icon_jl.png,10,在[青海波市]中生效，使得探险耗费时间缩短10.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;2;10.0%>,,
15335,7,1533,,高级探险时长,config/town_skill/icon_jl.png,12,在[青海波市]中生效，使得探险耗费时间缩短12.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;2;12.0%>,,
15411,7,1541,,初级探险掉落,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加1.0%,6,10,1,<0%;3;1.0%>,,
15412,7,1541,,初级探险掉落,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加1.5%,9,10,2,<0%;3;1.5%>,,
15413,7,1541,,初级探险掉落,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加2.0%,12,10,3,<0%;3;2.0%>,,
15414,7,1541,,初级探险掉落,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加2.5%,15,10,4,<0%;3;2.5%>,,
15415,7,1541,,初级探险掉落,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加3.0%,18,10,5,<0%;3;3.0%>,,
15421,7,1542,,中级探险掉落,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加2.0%,6,10,1,<0%;3;2.0%>,,
15422,7,1542,,中级探险掉落,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加3.0%,9,10,2,<0%;3;3.0%>,,
15423,7,1542,,中级探险掉落,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加4.0%,12,10,3,<0%;3;4.0%>,,
15424,7,1542,,中级探险掉落,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加5.0%,15,10,4,<0%;3;5.0%>,,
15425,7,1542,,中级探险掉落,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加6.0%,18,10,5,<0%;3;6.0%>,,
15431,7,1543,,高级探险掉落,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加3.0%,6,10,1,<0%;3;3.0%>,,
15432,7,1543,,高级探险掉落,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加4.5%,9,10,2,<0%;3;4.5%>,,
15433,7,1543,,高级探险掉落,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加6.0%,12,10,3,<0%;3;6.0%>,,
15434,7,1543,,高级探险掉落,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加7.5%,15,10,4,<0%;3;7.5%>,,
15435,7,1543,,高级探险掉落,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险获得额外奖励掉落几率增加9.0%,18,10,5,<0%;3;9.0%>,,
15511,7,1551,,初级探险时长,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险耗费时间缩短1.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;3;1.0%>,,
15512,7,1551,,初级探险时长,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险耗费时间缩短1.5%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;3;1.5%>,,
15513,7,1551,,初级探险时长,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;3;2.0%>,,
15514,7,1551,,初级探险时长,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险耗费时间缩短2.5%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;3;2.5%>,,
15515,7,1551,,初级探险时长,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;3;3.0%>,,
15521,7,1552,,中级探险时长,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;3;2.0%>,,
15522,7,1552,,中级探险时长,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;3;3.0%>,,
15523,7,1552,,中级探险时长,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;3;4.0%>,,
15524,7,1552,,中级探险时长,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险耗费时间缩短5.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;3;5.0%>,,
15525,7,1552,,中级探险时长,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;3;6.0%>,,
15531,7,1553,,高级探险时长,config/town_skill/icon_jl.png,5,在[名胜区]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;3;4.0%>,,
15532,7,1553,,高级探险时长,config/town_skill/icon_jl.png,6,在[名胜区]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;3;6.0%>,,
15533,7,1553,,高级探险时长,config/town_skill/icon_jl.png,8,在[名胜区]中生效，使得探险耗费时间缩短8.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;3;8.0%>,,
15534,7,1553,,高级探险时长,config/town_skill/icon_jl.png,10,在[名胜区]中生效，使得探险耗费时间缩短10.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;3;10.0%>,,
15535,7,1553,,高级探险时长,config/town_skill/icon_jl.png,12,在[名胜区]中生效，使得探险耗费时间缩短12.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;3;12.0%>,,
15611,7,1561,,初级探险掉落,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加1.0%,6,10,1,<0%;4;1.0%>,,
15612,7,1561,,初级探险掉落,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加1.5%,9,10,2,<0%;4;1.5%>,,
15613,7,1561,,初级探险掉落,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加2.0%,12,10,3,<0%;4;2.0%>,,
15614,7,1561,,初级探险掉落,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加2.5%,15,10,4,<0%;4;2.5%>,,
15615,7,1561,,初级探险掉落,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加3.0%,18,10,5,<0%;4;3.0%>,,
15621,7,1562,,中级探险掉落,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加2.0%,6,10,1,<0%;4;2.0%>,,
15622,7,1562,,中级探险掉落,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加3.0%,9,10,2,<0%;4;3.0%>,,
15623,7,1562,,中级探险掉落,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加4.0%,12,10,3,<0%;4;4.0%>,,
15624,7,1562,,中级探险掉落,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加5.0%,15,10,4,<0%;4;5.0%>,,
15625,7,1562,,中级探险掉落,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加6.0%,18,10,5,<0%;4;6.0%>,,
15631,7,1563,,高级探险掉落,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加3.0%,6,10,1,<0%;4;3.0%>,,
15632,7,1563,,高级探险掉落,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加4.5%,9,10,2,<0%;4;4.5%>,,
15633,7,1563,,高级探险掉落,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加6.0%,12,10,3,<0%;4;6.0%>,,
15634,7,1563,,高级探险掉落,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加7.5%,15,10,4,<0%;4;7.5%>,,
15635,7,1563,,高级探险掉落,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险获得额外奖励掉落几率增加9.0%,18,10,5,<0%;4;9.0%>,,
15711,7,1571,,初级探险时长,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险耗费时间缩短1.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;4;1.0%>,,
15712,7,1571,,初级探险时长,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险耗费时间缩短1.5%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;4;1.5%>,,
15713,7,1571,,初级探险时长,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;4;2.0%>,,
15714,7,1571,,初级探险时长,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险耗费时间缩短2.5%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;4;2.5%>,,
15715,7,1571,,初级探险时长,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;4;3.0%>,,
15721,7,1572,,中级探险时长,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险耗费时间缩短2.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;4;2.0%>,,
15722,7,1572,,中级探险时长,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险耗费时间缩短3.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;4;3.0%>,,
15723,7,1572,,中级探险时长,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;4;4.0%>,,
15724,7,1572,,中级探险时长,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险耗费时间缩短5.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;4;5.0%>,,
15725,7,1572,,中级探险时长,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;4;6.0%>,,
15731,7,1573,,高级探险时长,config/town_skill/icon_jl.png,5,在[大浪海滩]中生效，使得探险耗费时间缩短4.0%（时间效果不叠加，取1个最优生效）,6,7,1,<0%;4;4.0%>,,
15732,7,1573,,高级探险时长,config/town_skill/icon_jl.png,6,在[大浪海滩]中生效，使得探险耗费时间缩短6.0%（时间效果不叠加，取1个最优生效）,9,7,2,<0%;4;6.0%>,,
15733,7,1573,,高级探险时长,config/town_skill/icon_jl.png,8,在[大浪海滩]中生效，使得探险耗费时间缩短8.0%（时间效果不叠加，取1个最优生效）,12,7,3,<0%;4;8.0%>,,
15734,7,1573,,高级探险时长,config/town_skill/icon_jl.png,10,在[大浪海滩]中生效，使得探险耗费时间缩短10.0%（时间效果不叠加，取1个最优生效）,15,7,4,<0%;4;10.0%>,,
15735,7,1573,,高级探险时长,config/town_skill/icon_jl.png,12,在[大浪海滩]中生效，使得探险耗费时间缩短12.0%（时间效果不叠加，取1个最优生效）,18,7,5,<0%;4;12.0%>,,
20011,7,2001,,铁甲犀牛履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少0.6%,15,8,1,<0.6%>,,
20012,7,2001,,铁甲犀牛履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少0.9%,,8,2,<0.9%>,,{8202=5000;8203=5000;gold=200000}
20013,7,2001,,铁甲犀牛履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.2%,,8,3,<1.2%>,,{8202=10000;8203=10000;gold=400000}
20014,7,2001,,铁甲犀牛履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.5%,,8,4,<1.5%>,,{8202=30000;8203=30000;gold=600000}
20015,7,2001,,铁甲犀牛履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.8%,,8,5,<1.8%>,,{8202=50000;8203=50000;gold=1000000}
20111,7,2011,,大甲履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少0.6%,15,9,1,<0.6%>,,
20112,7,2011,,大甲履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少0.9%,,9,2,<0.9%>,,{8202=5000;8203=5000;gold=200000}
20113,7,2011,,大甲履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少1.2%,,9,3,<1.2%>,,{8202=10000;8203=10000;gold=400000}
20114,7,2011,,大甲履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少1.5%,,9,4,<1.5%>,,{8202=30000;8203=30000;gold=600000}
20115,7,2011,,大甲履带车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少1.8%,,9,5,<1.8%>,,{8202=50000;8203=50000;gold=1000000}
20211,7,2021,,鲶鱼船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.0%,15,8,1,<1.0%>,,
20212,7,2021,,鲶鱼船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.5%,,8,2,<1.5%>,,{8202=10000;8203=10000;gold=400000}
20213,7,2021,,鲶鱼船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少2.0%,,8,3,<2.0%>,,{8202=20000;8203=20000;gold=800000}
20214,7,2021,,鲶鱼船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少2.5%,,8,4,<2.5%>,,{8202=60000;8203=60000;gold=1200000}
20215,7,2021,,鲶鱼船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少3.0%,,8,5,<3.0%>,,{8202=100000;8203=100000;gold=2000000}
20311,7,2031,,赫拉克洛斯战车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少1.0%,15,9,1,<1.0%>,,
20312,7,2031,,赫拉克洛斯战车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少1.5%,,9,2,<1.5%>,,{8202=10000;8203=10000;gold=400000}
20313,7,2031,,赫拉克洛斯战车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少2.0%,,9,3,<2.0%>,,{8202=20000;8203=20000;gold=800000}
20314,7,2031,,赫拉克洛斯战车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少2.5%,,9,4,<2.5%>,,{8202=60000;8203=60000;gold=1200000}
20315,7,2031,,赫拉克洛斯战车,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少3.0%,,9,5,<3.0%>,,{8202=100000;8203=100000;gold=2000000}
20411,7,2041,,独角爬行器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.0%,15,8,1,<1.0%>,,
20412,7,2041,,独角爬行器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少1.5%,,8,2,<1.5%>,,{8202=10000;8203=10000;gold=400000}
20413,7,2041,,独角爬行器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少2.0%,,8,3,<2.0%>,,{8202=20000;8203=20000;gold=800000}
20414,7,2041,,独角爬行器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少2.5%,,8,4,<2.5%>,,{8202=60000;8203=60000;gold=1200000}
20415,7,2041,,独角爬行器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少3.0%,,8,5,<3.0%>,,{8202=100000;8203=100000;gold=2000000}
20511,7,2051,,嘟嘟探测器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少2.0%,15,8,1,<2.0%>,,
20512,7,2051,,嘟嘟探测器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少3.0%,,8,2,<3.0%>,,{8202=15000;8203=15000;gold=600000}
20513,7,2051,,嘟嘟探测器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少4.0%,,8,3,<4.0%>,,{8202=30000;8203=30000;gold=1200000}
20514,7,2051,,嘟嘟探测器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少5.0%,,8,4,<5.0%>,,{8202=90000;8203=90000;gold=1800000}
20515,7,2051,,嘟嘟探测器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少6.0%,,8,5,<6.0%>,,{8202=150000;8203=150000;gold=3000000}
20611,7,2061,,蚊香蛙探险器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少2.0%,15,9,1,<2.0%>,,
20612,7,2061,,蚊香蛙探险器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少3.0%,,9,2,<3.0%>,,{8202=15000;8203=15000;gold=600000}
20613,7,2061,,蚊香蛙探险器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少4.0%,,9,3,<4.0%>,,{8202=30000;8203=30000;gold=1200000}
20614,7,2061,,蚊香蛙探险器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少5.0%,,9,4,<5.0%>,,{8202=90000;8203=90000;gold=1800000}
20615,7,2061,,蚊香蛙探险器,config/town_skill/icon_txq1.png,,在探险中生效，使得探险中精灵精力消耗减少6.0%,,9,5,<6.0%>,,{8202=150000;8203=150000;gold=3000000}
20711,7,2071,,准神号飞船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少3.0%,15,8,1,<3.0%>,,
20712,7,2071,,准神号飞船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少4.5%,,8,2,<4.5%>,,{8202=25000;8203=25000;gold=1200000}
20713,7,2071,,准神号飞船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少6.0%,,8,3,<6.0%>,,{8202=60000;8203=60000;gold=2400000}
20714,7,2071,,准神号飞船,config/town_skill/icon_txq1.png,,在探险中生效，使得探险甜点消耗减少7.5%,,8,4,<7.5%>,,{8202=180000;8203=180000;gold=3600000}
