变量名,feelType,level,needExp,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
2397,2,396,390,,6059,,6059,,20196,,2020,,2020,,673,
2398,2,397,390,,6120,,6120,,20196,,2020,,2020,,673,
2399,2,398,390,,6120,,6120,,20400,,2020,,2020,,673,
2400,2,399,390,,6120,,6120,,20400,,2040,,2040,,673,
2401,2,400,400,,6120,,6120,,20400,,2040,,2040,,680,
2402,2,401,400,,6181,,6181,,20400,,2040,,2040,,680,
2403,2,402,400,,6181,,6181,,20604,,2040,,2040,,680,
2404,2,403,400,,6181,,6181,,20604,,2060,,2060,,680,
2405,2,404,400,,6181,,6181,,20604,,2060,,2060,,687,
2406,2,405,400,,6242,,6242,,20604,,2060,,2060,,687,
2407,2,406,400,,6242,,6242,,20808,,2060,,2060,,687,
2408,2,407,400,,6242,,6242,,20808,,2081,,2081,,687,
2409,2,408,400,,6242,,6242,,20808,,2081,,2081,,694,
2410,2,409,400,,6304,,6304,,20808,,2081,,2081,,694,
2411,2,410,400,,6304,,6304,,21012,,2081,,2081,,694,
2412,2,411,410,,6304,,6304,,21012,,2101,,2101,,694,
2413,2,412,410,,6304,,6304,,21012,,2101,,2101,,700,
2414,2,413,410,,6365,,6365,,21012,,2101,,2101,,700,
2415,2,414,410,,6365,,6365,,21216,,2101,,2101,,700,
2416,2,415,410,,6365,,6365,,21216,,2122,,2122,,700,
2417,2,416,410,,6365,,6365,,21216,,2122,,2122,,707,
2418,2,417,410,,6426,,6426,,21216,,2122,,2122,,707,
2419,2,418,410,,6426,,6426,,21420,,2122,,2122,,707,
2420,2,419,410,,6426,,6426,,21420,,2142,,2142,,707,
2421,2,420,410,,6804,,6804,,22680,,2268,,2268,,756,
2422,2,421,410,,6869,,6869,,22680,,2268,,2268,,756,
2423,2,422,420,,6869,,6869,,22896,,2268,,2268,,756,
2424,2,423,420,,6869,,6869,,22896,,2290,,2290,,756,
2425,2,424,420,,6869,,6869,,22896,,2290,,2290,,763,
2426,2,425,420,,6934,,6934,,22896,,2290,,2290,,763,
2427,2,426,420,,6934,,6934,,23112,,2290,,2290,,763,
2428,2,427,420,,6934,,6934,,23112,,2311,,2311,,763,
2429,2,428,420,,6934,,6934,,23112,,2311,,2311,,770,
2430,2,429,420,,6998,,6998,,23112,,2311,,2311,,770,
2431,2,430,420,,6998,,6998,,23328,,2311,,2311,,770,
2432,2,431,420,,6998,,6998,,23328,,2333,,2333,,770,
2433,2,432,420,,6998,,6998,,23328,,2333,,2333,,778,
2434,2,433,430,,7063,,7063,,23328,,2333,,2333,,778,
2435,2,434,430,,7063,,7063,,23544,,2333,,2333,,778,
2436,2,435,430,,7063,,7063,,23544,,2354,,2354,,778,
2437,2,436,430,,7063,,7063,,23544,,2354,,2354,,785,
2438,2,437,430,,7128,,7128,,23544,,2354,,2354,,785,
2439,2,438,430,,7128,,7128,,23760,,2354,,2354,,785,
2440,2,439,430,,7128,,7128,,23760,,2376,,2376,,785,
2441,2,440,430,,7128,,7128,,23760,,2376,,2376,,792,
2442,2,441,430,,7193,,7193,,23760,,2376,,2376,,792,
2443,2,442,430,,7193,,7193,,23976,,2376,,2376,,792,
2444,2,443,430,,7193,,7193,,23976,,2398,,2398,,792,
2445,2,444,440,,7193,,7193,,23976,,2398,,2398,,799,
2446,2,445,440,,7258,,7258,,23976,,2398,,2398,,799,
2447,2,446,440,,7258,,7258,,24192,,2398,,2398,,799,
2448,2,447,440,,7258,,7258,,24192,,2419,,2419,,799,
2449,2,448,440,,7258,,7258,,24192,,2419,,2419,,806,
2450,2,449,440,,7322,,7322,,24192,,2419,,2419,,806,
2451,2,450,440,,7322,,7322,,24408,,2419,,2419,,806,
2452,2,451,440,,7322,,7322,,24408,,2441,,2441,,806,
2453,2,452,440,,7322,,7322,,24408,,2441,,2441,,814,
2454,2,453,440,,7387,,7387,,24408,,2441,,2441,,814,
2455,2,454,440,,7387,,7387,,24624,,2441,,2441,,814,
2456,2,455,450,,7387,,7387,,24624,,2462,,2462,,814,
2457,2,456,450,,7387,,7387,,24624,,2462,,2462,,821,
2458,2,457,450,,7452,,7452,,24624,,2462,,2462,,821,
2459,2,458,450,,7452,,7452,,24840,,2462,,2462,,821,
2460,2,459,450,,7452,,7452,,24840,,2484,,2484,,821,
2461,2,460,450,,7452,,7452,,24840,,2484,,2484,,828,
2462,2,461,450,,7517,,7517,,24840,,2484,,2484,,828,
2463,2,462,450,,7517,,7517,,25056,,2484,,2484,,828,
2464,2,463,450,,7517,,7517,,25056,,2506,,2506,,828,
2465,2,464,450,,7517,,7517,,25056,,2506,,2506,,835,
2466,2,465,450,,7582,,7582,,25056,,2506,,2506,,835,
2467,2,466,460,,7582,,7582,,25272,,2506,,2506,,835,
2468,2,467,460,,7582,,7582,,25272,,2527,,2527,,835,
2469,2,468,460,,7582,,7582,,25272,,2527,,2527,,842,
2470,2,469,460,,7646,,7646,,25272,,2527,,2527,,842,
2471,2,470,460,,7646,,7646,,25488,,2527,,2527,,842,
2472,2,471,460,,7646,,7646,,25488,,2549,,2549,,842,
2473,2,472,460,,7646,,7646,,25488,,2549,,2549,,850,
2474,2,473,460,,7711,,7711,,25488,,2549,,2549,,850,
2475,2,474,460,,7711,,7711,,25704,,2549,,2549,,850,
2476,2,475,460,,7711,,7711,,25704,,2570,,2570,,850,
2477,2,476,460,,7711,,7711,,25704,,2570,,2570,,857,
2478,2,477,470,,7776,,7776,,25704,,2570,,2570,,857,
2479,2,478,470,,7776,,7776,,25920,,2570,,2570,,857,
2480,2,479,470,,7776,,7776,,25920,,2592,,2592,,857,
2481,2,480,470,,8208,,8208,,27360,,2736,,2736,,912,
2482,2,481,470,,8276,,8276,,27360,,2736,,2736,,912,
2483,2,482,470,,8276,,8276,,27588,,2736,,2736,,912,
2484,2,483,470,,8276,,8276,,27588,,2759,,2759,,912,
2485,2,484,470,,8276,,8276,,27588,,2759,,2759,,920,
2486,2,485,470,,8345,,8345,,27588,,2759,,2759,,920,
2487,2,486,470,,8345,,8345,,27816,,2759,,2759,,920,
2488,2,487,470,,8345,,8345,,27816,,2782,,2782,,920,
2489,2,488,480,,8345,,8345,,27816,,2782,,2782,,927,
2490,2,489,480,,8413,,8413,,27816,,2782,,2782,,927,
2491,2,490,480,,8413,,8413,,28044,,2782,,2782,,927,
2492,2,491,480,,8413,,8413,,28044,,2804,,2804,,927,
2493,2,492,480,,8413,,8413,,28044,,2804,,2804,,935,
2494,2,493,480,,8482,,8482,,28044,,2804,,2804,,935,
2495,2,494,480,,8482,,8482,,28272,,2804,,2804,,935,
2496,2,495,480,,8482,,8482,,28272,,2827,,2827,,935,
2497,2,496,480,,8482,,8482,,28272,,2827,,2827,,942,
2498,2,497,480,,8550,,8550,,28272,,2827,,2827,,942,
2499,2,498,480,,8550,,8550,,28500,,2827,,2827,,942,
2500,2,499,490,,8550,,8550,,28500,,2850,,2850,,942,
2501,2,500,490,,8550,,8550,,28500,,2850,,2850,,950,
4001,3,0,30,,,,,,,,,,,,,
4002,3,1,30,,45,,45,,,,,,,,,
4003,3,2,30,,45,,45,,150,,,,,,,
4004,3,3,30,,45,,45,,150,,15,,15,,,
4005,3,4,30,,45,,45,,150,,15,,15,,5,
4006,3,5,45,,90,,90,,150,,15,,15,,5,
4007,3,6,45,,90,,90,,300,,15,,15,,5,
4008,3,7,45,,90,,90,,300,,30,,30,,5,
4009,3,8,45,,90,,90,,300,,30,,30,,10,
4010,3,9,45,,135,,135,,300,,30,,30,,10,
4011,3,10,60,,135,,135,,450,,30,,30,,10,
4012,3,11,60,,135,,135,,450,,45,,45,,10,
4013,3,12,60,,135,,135,,450,,45,,45,,15,
4014,3,13,60,,180,,180,,450,,45,,45,,15,
4015,3,14,60,,180,,180,,600,,45,,45,,15,
4016,3,15,75,,180,,180,,600,,60,,60,,15,
4017,3,16,75,,180,,180,,600,,60,,60,,20,
4018,3,17,75,,225,,225,,600,,60,,60,,20,
4019,3,18,75,,225,,225,,750,,60,,60,,20,
4020,3,19,75,,225,,225,,750,,75,,75,,20,
4021,3,20,90,,248,,248,,825,,83,,83,,28,
4022,3,21,90,,297,,297,,825,,83,,83,,28,
4023,3,22,90,,297,,297,,990,,83,,83,,28,
4024,3,23,90,,297,,297,,990,,99,,99,,28,
4025,3,24,90,,297,,297,,990,,99,,99,,33,
4026,3,25,105,,347,,347,,990,,99,,99,,33,
4027,3,26,105,,347,,347,,1155,,99,,99,,33,
4028,3,27,105,,347,,347,,1155,,116,,116,,33,
4029,3,28,105,,347,,347,,1155,,116,,116,,39,
4030,3,29,105,,396,,396,,1155,,116,,116,,39,
4031,3,30,120,,396,,396,,1320,,116,,116,,39,
4032,3,31,120,,396,,396,,1320,,132,,132,,39,
4033,3,32,120,,396,,396,,1320,,132,,132,,44,
4034,3,33,120,,446,,446,,1320,,132,,132,,44,
4035,3,34,120,,446,,446,,1485,,132,,132,,44,
4036,3,35,135,,446,,446,,1485,,149,,149,,44,
4037,3,36,135,,446,,446,,1485,,149,,149,,50,
4038,3,37,135,,495,,495,,1485,,149,,149,,50,
4039,3,38,135,,495,,495,,1650,,149,,149,,50,
4040,3,39,135,,495,,495,,1650,,165,,165,,50,
4041,3,40,150,,495,,495,,1650,,165,,165,,55,
4042,3,41,150,,545,,545,,1650,,165,,165,,55,
4043,3,42,150,,545,,545,,1815,,165,,165,,55,
4044,3,43,150,,545,,545,,1815,,182,,182,,55,
4045,3,44,150,,545,,545,,1815,,182,,182,,61,
4046,3,45,150,,594,,594,,1815,,182,,182,,61,
4047,3,46,150,,594,,594,,1980,,182,,182,,61,
4048,3,47,150,,594,,594,,1980,,198,,198,,61,
4049,3,48,150,,594,,594,,1980,,198,,198,,66,
4050,3,49,150,,644,,644,,1980,,198,,198,,66,
4051,3,50,165,,644,,644,,2145,,198,,198,,66,
4052,3,51,165,,644,,644,,2145,,215,,215,,66,
4053,3,52,165,,644,,644,,2145,,215,,215,,72,
4054,3,53,165,,693,,693,,2145,,215,,215,,72,
4055,3,54,165,,693,,693,,2310,,215,,215,,72,
4056,3,55,165,,693,,693,,2310,,231,,231,,72,
4057,3,56,165,,693,,693,,2310,,231,,231,,77,
4058,3,57,165,,743,,743,,2310,,231,,231,,77,
4059,3,58,165,,743,,743,,2475,,231,,231,,77,
4060,3,59,165,,743,,743,,2475,,248,,248,,77,
4061,3,60,180,,810,,810,,2700,,270,,270,,90,
4062,3,61,180,,864,,864,,2700,,270,,270,,90,
4063,3,62,180,,864,,864,,2880,,270,,270,,90,
4064,3,63,180,,864,,864,,2880,,288,,288,,90,
4065,3,64,180,,864,,864,,2880,,288,,288,,96,
4066,3,65,180,,918,,918,,2880,,288,,288,,96,
4067,3,66,180,,918,,918,,3060,,288,,288,,96,
4068,3,67,180,,918,,918,,3060,,306,,306,,96,
4069,3,68,180,,918,,918,,3060,,306,,306,,102,
4070,3,69,180,,972,,972,,3060,,306,,306,,102,
4071,3,70,195,,972,,972,,3240,,306,,306,,102,
4072,3,71,195,,972,,972,,3240,,324,,324,,102,
4073,3,72,195,,972,,972,,3240,,324,,324,,108,
4074,3,73,195,,1026,,1026,,3240,,324,,324,,108,
4075,3,74,195,,1026,,1026,,3420,,324,,324,,108,
4076,3,75,195,,1026,,1026,,3420,,342,,342,,108,
4077,3,76,195,,1026,,1026,,3420,,342,,342,,114,
4078,3,77,195,,1080,,1080,,3420,,342,,342,,114,
4079,3,78,195,,1080,,1080,,3600,,342,,342,,114,
4080,3,79,195,,1080,,1080,,3600,,360,,360,,114,
4081,3,80,210,,1080,,1080,,3600,,360,,360,,120,
4082,3,81,210,,1134,,1134,,3600,,360,,360,,120,
4083,3,82,210,,1134,,1134,,3780,,360,,360,,120,
4084,3,83,210,,1134,,1134,,3780,,378,,378,,120,
4085,3,84,210,,1134,,1134,,3780,,378,,378,,126,
4086,3,85,210,,1188,,1188,,3780,,378,,378,,126,
4087,3,86,210,,1188,,1188,,3960,,378,,378,,126,
4088,3,87,210,,1188,,1188,,3960,,396,,396,,126,
4089,3,88,210,,1188,,1188,,3960,,396,,396,,132,
4090,3,89,210,,1242,,1242,,3960,,396,,396,,132,
4091,3,90,225,,1242,,1242,,4140,,396,,396,,132,
4092,3,91,225,,1242,,1242,,4140,,414,,414,,132,
4093,3,92,225,,1242,,1242,,4140,,414,,414,,138,
4094,3,93,225,,1296,,1296,,4140,,414,,414,,138,
4095,3,94,225,,1296,,1296,,4320,,414,,414,,138,
4096,3,95,225,,1296,,1296,,4320,,432,,432,,138,
4097,3,96,225,,1296,,1296,,4320,,432,,432,,144,
4098,3,97,225,,1350,,1350,,4320,,432,,432,,144,
4099,3,98,225,,1350,,1350,,4500,,432,,432,,144,
4100,3,99,225,,1350,,1350,,4500,,450,,450,,144,
4101,3,100,240,,1350,,1350,,4500,,450,,450,,150,
4102,3,101,240,,1404,,1404,,4500,,450,,450,,150,
4103,3,102,240,,1404,,1404,,4680,,450,,450,,150,
4104,3,103,240,,1404,,1404,,4680,,468,,468,,150,
4105,3,104,240,,1404,,1404,,4680,,468,,468,,156,
4106,3,105,240,,1458,,1458,,4680,,468,,468,,156,
4107,3,106,240,,1458,,1458,,4860,,468,,468,,156,
4108,3,107,240,,1458,,1458,,4860,,486,,486,,156,
4109,3,108,240,,1458,,1458,,4860,,486,,486,,162,
4110,3,109,240,,1512,,1512,,4860,,486,,486,,162,
4111,3,110,255,,1512,,1512,,5040,,486,,486,,162,
4112,3,111,255,,1512,,1512,,5040,,504,,504,,162,
4113,3,112,255,,1512,,1512,,5040,,504,,504,,168,
4114,3,113,255,,1566,,1566,,5040,,504,,504,,168,
4115,3,114,255,,1566,,1566,,5220,,504,,504,,168,
4116,3,115,255,,1566,,1566,,5220,,522,,522,,168,
4117,3,116,255,,1566,,1566,,5220,,522,,522,,174,
4118,3,117,255,,1620,,1620,,5220,,522,,522,,174,
4119,3,118,255,,1620,,1620,,5400,,522,,522,,174,
4120,3,119,255,,1620,,1620,,5400,,540,,540,,174,
4121,3,120,270,,1755,,1755,,5850,,585,,585,,195,
4122,3,121,270,,1814,,1814,,5850,,585,,585,,195,
4123,3,122,270,,1814,,1814,,6045,,585,,585,,195,
4124,3,123,270,,1814,,1814,,6045,,605,,605,,195,
4125,3,124,270,,1814,,1814,,6045,,605,,605,,202,
4126,3,125,270,,1872,,1872,,6045,,605,,605,,202,
4127,3,126,270,,1872,,1872,,6240,,605,,605,,202,
4128,3,127,270,,1872,,1872,,6240,,624,,624,,202,
4129,3,128,270,,1872,,1872,,6240,,624,,624,,208,
4130,3,129,270,,1931,,1931,,6240,,624,,624,,208,
4131,3,130,285,,1931,,1931,,6435,,624,,624,,208,
4132,3,131,285,,1931,,1931,,6435,,644,,644,,208,
4133,3,132,285,,1931,,1931,,6435,,644,,644,,215,
4134,3,133,285,,1989,,1989,,6435,,644,,644,,215,
4135,3,134,285,,1989,,1989,,6630,,644,,644,,215,
4136,3,135,285,,1989,,1989,,6630,,663,,663,,215,
4137,3,136,285,,1989,,1989,,6630,,663,,663,,221,
4138,3,137,285,,2048,,2048,,6630,,663,,663,,221,
4139,3,138,285,,2048,,2048,,6825,,663,,663,,221,
4140,3,139,285,,2048,,2048,,6825,,683,,683,,221,
4141,3,140,300,,2048,,2048,,6825,,683,,683,,228,
4142,3,141,300,,2106,,2106,,6825,,683,,683,,228,
4143,3,142,300,,2106,,2106,,7020,,683,,683,,228,
4144,3,143,300,,2106,,2106,,7020,,702,,702,,228,
4145,3,144,300,,2106,,2106,,7020,,702,,702,,234,
4146,3,145,300,,2165,,2165,,7020,,702,,702,,234,
4147,3,146,300,,2165,,2165,,7215,,702,,702,,234,
4148,3,147,300,,2165,,2165,,7215,,722,,722,,234,
4149,3,148,300,,2165,,2165,,7215,,722,,722,,241,
4150,3,149,300,,2223,,2223,,7215,,722,,722,,241,
4151,3,150,300,,2223,,2223,,7410,,722,,722,,241,
4152,3,151,300,,2223,,2223,,7410,,741,,741,,241,
4153,3,152,300,,2223,,2223,,7410,,741,,741,,247,
4154,3,153,300,,2282,,2282,,7410,,741,,741,,247,
4155,3,154,300,,2282,,2282,,7605,,741,,741,,247,
4156,3,155,315,,2282,,2282,,7605,,761,,761,,247,
4157,3,156,315,,2282,,2282,,7605,,761,,761,,254,
4158,3,157,315,,2340,,2340,,7605,,761,,761,,254,
4159,3,158,315,,2340,,2340,,7800,,761,,761,,254,
4160,3,159,315,,2340,,2340,,7800,,780,,780,,254,
4161,3,160,315,,2340,,2340,,7800,,780,,780,,260,
4162,3,161,315,,2399,,2399,,7800,,780,,780,,260,
4163,3,162,315,,2399,,2399,,7995,,780,,780,,260,
4164,3,163,315,,2399,,2399,,7995,,800,,800,,260,
4165,3,164,315,,2399,,2399,,7995,,800,,800,,267,
4166,3,165,315,,2457,,2457,,7995,,800,,800,,267,
4167,3,166,315,,2457,,2457,,8190,,800,,800,,267,
4168,3,167,315,,2457,,2457,,8190,,819,,819,,267,
4169,3,168,315,,2457,,2457,,8190,,819,,819,,273,
4170,3,169,315,,2516,,2516,,8190,,819,,819,,273,
4171,3,170,330,,2516,,2516,,8385,,819,,819,,273,
4172,3,171,330,,2516,,2516,,8385,,839,,839,,273,
4173,3,172,330,,2516,,2516,,8385,,839,,839,,280,
4174,3,173,330,,2574,,2574,,8385,,839,,839,,280,
4175,3,174,330,,2574,,2574,,8580,,839,,839,,280,
4176,3,175,330,,2574,,2574,,8580,,858,,858,,280,
4177,3,176,330,,2574,,2574,,8580,,858,,858,,286,
4178,3,177,330,,2633,,2633,,8580,,858,,858,,286,
4179,3,178,330,,2633,,2633,,8775,,858,,858,,286,
4180,3,179,330,,2633,,2633,,8775,,878,,878,,286,
4181,3,180,330,,2835,,2835,,9450,,945,,945,,315,
4182,3,181,330,,2898,,2898,,9450,,945,,945,,315,
4183,3,182,330,,2898,,2898,,9660,,945,,945,,315,
4184,3,183,330,,2898,,2898,,9660,,966,,966,,315,
4185,3,184,330,,2898,,2898,,9660,,966,,966,,322,
4186,3,185,345,,2961,,2961,,9660,,966,,966,,322,
4187,3,186,345,,2961,,2961,,9870,,966,,966,,322,
4188,3,187,345,,2961,,2961,,9870,,987,,987,,322,
4189,3,188,345,,2961,,2961,,9870,,987,,987,,329,
4190,3,189,345,,3024,,3024,,9870,,987,,987,,329,
4191,3,190,345,,3024,,3024,,10080,,987,,987,,329,
4192,3,191,345,,3024,,3024,,10080,,1008,,1008,,329,
4193,3,192,345,,3024,,3024,,10080,,1008,,1008,,336,
4194,3,193,345,,3087,,3087,,10080,,1008,,1008,,336,
4195,3,194,345,,3087,,3087,,10290,,1008,,1008,,336,
4196,3,195,345,,3087,,3087,,10290,,1029,,1029,,336,
4197,3,196,345,,3087,,3087,,10290,,1029,,1029,,343,
4198,3,197,345,,3150,,3150,,10290,,1029,,1029,,343,
4199,3,198,345,,3150,,3150,,10500,,1029,,1029,,343,
4200,3,199,345,,3150,,3150,,10500,,1050,,1050,,343,
4201,3,200,360,,3150,,3150,,10500,,1050,,1050,,350,
4202,3,201,360,,3213,,3213,,10500,,1050,,1050,,350,
4203,3,202,360,,3213,,3213,,10710,,1050,,1050,,350,
4204,3,203,360,,3213,,3213,,10710,,1071,,1071,,350,
4205,3,204,360,,3213,,3213,,10710,,1071,,1071,,357,
4206,3,205,360,,3276,,3276,,10710,,1071,,1071,,357,
4207,3,206,360,,3276,,3276,,10920,,1071,,1071,,357,
4208,3,207,360,,3276,,3276,,10920,,1092,,1092,,357,
4209,3,208,360,,3276,,3276,,10920,,1092,,1092,,364,
4210,3,209,360,,3339,,3339,,10920,,1092,,1092,,364,
4211,3,210,360,,3339,,3339,,11130,,1092,,1092,,364,
4212,3,211,360,,3339,,3339,,11130,,1113,,1113,,364,
4213,3,212,360,,3339,,3339,,11130,,1113,,1113,,371,
4214,3,213,360,,3402,,3402,,11130,,1113,,1113,,371,
4215,3,214,360,,3402,,3402,,11340,,1113,,1113,,371,
4216,3,215,375,,3402,,3402,,11340,,1134,,1134,,371,
4217,3,216,375,,3402,,3402,,11340,,1134,,1134,,378,
4218,3,217,375,,3465,,3465,,11340,,1134,,1134,,378,
4219,3,218,375,,3465,,3465,,11550,,1134,,1134,,378,
4220,3,219,375,,3465,,3465,,11550,,1155,,1155,,378,
4221,3,220,375,,3465,,3465,,11550,,1155,,1155,,385,
4222,3,221,375,,3528,,3528,,11550,,1155,,1155,,385,
4223,3,222,375,,3528,,3528,,11760,,1155,,1155,,385,
4224,3,223,375,,3528,,3528,,11760,,1176,,1176,,385,
4225,3,224,375,,3528,,3528,,11760,,1176,,1176,,392,
4226,3,225,375,,3591,,3591,,11760,,1176,,1176,,392,
4227,3,226,375,,3591,,3591,,11970,,1176,,1176,,392,
4228,3,227,375,,3591,,3591,,11970,,1197,,1197,,392,
4229,3,228,375,,3591,,3591,,11970,,1197,,1197,,399,
4230,3,229,375,,3654,,3654,,11970,,1197,,1197,,399,
4231,3,230,390,,3654,,3654,,12180,,1197,,1197,,399,
4232,3,231,390,,3654,,3654,,12180,,1218,,1218,,399,
4233,3,232,390,,3654,,3654,,12180,,1218,,1218,,406,
4234,3,233,390,,3717,,3717,,12180,,1218,,1218,,406,
4235,3,234,390,,3717,,3717,,12390,,1218,,1218,,406,
4236,3,235,390,,3717,,3717,,12390,,1239,,1239,,406,
4237,3,236,390,,3717,,3717,,12390,,1239,,1239,,413,
4238,3,237,390,,3780,,3780,,12390,,1239,,1239,,413,
4239,3,238,390,,3780,,3780,,12600,,1239,,1239,,413,
4240,3,239,390,,3780,,3780,,12600,,1260,,1260,,413,
4241,3,240,390,,4050,,4050,,13500,,1350,,1350,,450,
4242,3,241,390,,4118,,4118,,13500,,1350,,1350,,450,
4243,3,242,390,,4118,,4118,,13725,,1350,,1350,,450,
4244,3,243,390,,4118,,4118,,13725,,1373,,1373,,450,
4245,3,244,390,,4118,,4118,,13725,,1373,,1373,,458,
4246,3,245,405,,4185,,4185,,13725,,1373,,1373,,458,
4247,3,246,405,,4185,,4185,,13950,,1373,,1373,,458,
4248,3,247,405,,4185,,4185,,13950,,1395,,1395,,458,
4249,3,248,405,,4185,,4185,,13950,,1395,,1395,,465,
4250,3,249,405,,4253,,4253,,13950,,1395,,1395,,465,
4251,3,250,405,,4253,,4253,,14175,,1395,,1395,,465,
4252,3,251,405,,4253,,4253,,14175,,1418,,1418,,465,
4253,3,252,405,,4253,,4253,,14175,,1418,,1418,,473,
4254,3,253,405,,4320,,4320,,14175,,1418,,1418,,473,
4255,3,254,405,,4320,,4320,,14400,,1418,,1418,,473,
4256,3,255,405,,4320,,4320,,14400,,1440,,1440,,473,
4257,3,256,405,,4320,,4320,,14400,,1440,,1440,,480,
4258,3,257,405,,4388,,4388,,14400,,1440,,1440,,480,
4259,3,258,405,,4388,,4388,,14625,,1440,,1440,,480,
4260,3,259,405,,4388,,4388,,14625,,1463,,1463,,480,
4261,3,260,420,,4388,,4388,,14625,,1463,,1463,,488,
4262,3,261,420,,4455,,4455,,14625,,1463,,1463,,488,
4263,3,262,420,,4455,,4455,,14850,,1463,,1463,,488,
4264,3,263,420,,4455,,4455,,14850,,1485,,1485,,488,
4265,3,264,420,,4455,,4455,,14850,,1485,,1485,,495,
4266,3,265,420,,4523,,4523,,14850,,1485,,1485,,495,
4267,3,266,420,,4523,,4523,,15075,,1485,,1485,,495,
4268,3,267,420,,4523,,4523,,15075,,1508,,1508,,495,
4269,3,268,420,,4523,,4523,,15075,,1508,,1508,,503,
4270,3,269,420,,4590,,4590,,15075,,1508,,1508,,503,
4271,3,270,420,,4590,,4590,,15300,,1508,,1508,,503,
4272,3,271,420,,4590,,4590,,15300,,1530,,1530,,503,
4273,3,272,420,,4590,,4590,,15300,,1530,,1530,,510,
4274,3,273,420,,4658,,4658,,15300,,1530,,1530,,510,
4275,3,274,420,,4658,,4658,,15525,,1530,,1530,,510,
4276,3,275,435,,4658,,4658,,15525,,1553,,1553,,510,
4277,3,276,435,,4658,,4658,,15525,,1553,,1553,,518,
4278,3,277,435,,4725,,4725,,15525,,1553,,1553,,518,
4279,3,278,435,,4725,,4725,,15750,,1553,,1553,,518,
4280,3,279,435,,4725,,4725,,15750,,1575,,1575,,518,
4281,3,280,435,,4725,,4725,,15750,,1575,,1575,,525,
4282,3,281,435,,4793,,4793,,15750,,1575,,1575,,525,
4283,3,282,435,,4793,,4793,,15975,,1575,,1575,,525,
4284,3,283,435,,4793,,4793,,15975,,1598,,1598,,525,
4285,3,284,435,,4793,,4793,,15975,,1598,,1598,,533,
4286,3,285,435,,4860,,4860,,15975,,1598,,1598,,533,
4287,3,286,435,,4860,,4860,,16200,,1598,,1598,,533,
4288,3,287,435,,4860,,4860,,16200,,1620,,1620,,533,
4289,3,288,435,,4860,,4860,,16200,,1620,,1620,,540,
4290,3,289,435,,4928,,4928,,16200,,1620,,1620,,540,
4291,3,290,450,,4928,,4928,,16425,,1620,,1620,,540,
4292,3,291,450,,4928,,4928,,16425,,1643,,1643,,540,
4293,3,292,450,,4928,,4928,,16425,,1643,,1643,,548,
4294,3,293,450,,4995,,4995,,16425,,1643,,1643,,548,
4295,3,294,450,,4995,,4995,,16650,,1643,,1643,,548,
4296,3,295,450,,4995,,4995,,16650,,1665,,1665,,548,
4297,3,296,450,,4995,,4995,,16650,,1665,,1665,,555,
4298,3,297,450,,5063,,5063,,16650,,1665,,1665,,555,
4299,3,298,450,,5063,,5063,,16875,,1665,,1665,,555,
4300,3,299,450,,5063,,5063,,16875,,1688,,1688,,555,
4301,3,300,450,,5400,,5400,,18000,,1800,,1800,,600,
4302,3,301,465,,5472,,5472,,18000,,1800,,1800,,600,
4303,3,302,465,,5472,,5472,,18240,,1800,,1800,,600,
4304,3,303,465,,5472,,5472,,18240,,1824,,1824,,600,
4305,3,304,465,,5472,,5472,,18240,,1824,,1824,,608,
4306,3,305,465,,5544,,5544,,18240,,1824,,1824,,608,
4307,3,306,465,,5544,,5544,,18480,,1824,,1824,,608,
4308,3,307,465,,5544,,5544,,18480,,1848,,1848,,608,
4309,3,308,465,,5544,,5544,,18480,,1848,,1848,,616,
4310,3,309,465,,5616,,5616,,18480,,1848,,1848,,616,
4311,3,310,465,,5616,,5616,,18720,,1848,,1848,,616,
4312,3,311,465,,5616,,5616,,18720,,1872,,1872,,616,
4313,3,312,480,,5616,,5616,,18720,,1872,,1872,,624,
4314,3,313,480,,5688,,5688,,18720,,1872,,1872,,624,
4315,3,314,480,,5688,,5688,,18960,,1872,,1872,,624,
4316,3,315,480,,5688,,5688,,18960,,1896,,1896,,624,
4317,3,316,480,,5688,,5688,,18960,,1896,,1896,,632,
4318,3,317,480,,5760,,5760,,18960,,1896,,1896,,632,
4319,3,318,480,,5760,,5760,,19200,,1896,,1896,,632,
4320,3,319,480,,5760,,5760,,19200,,1920,,1920,,632,
4321,3,320,480,,5760,,5760,,19200,,1920,,1920,,640,
4322,3,321,480,,5832,,5832,,19200,,1920,,1920,,640,
4323,3,322,480,,5832,,5832,,19440,,1920,,1920,,640,
4324,3,323,495,,5832,,5832,,19440,,1944,,1944,,640,
4325,3,324,495,,5832,,5832,,19440,,1944,,1944,,648,
4326,3,325,495,,5904,,5904,,19440,,1944,,1944,,648,
4327,3,326,495,,5904,,5904,,19680,,1944,,1944,,648,
4328,3,327,495,,5904,,5904,,19680,,1968,,1968,,648,
4329,3,328,495,,5904,,5904,,19680,,1968,,1968,,656,
4330,3,329,495,,5976,,5976,,19680,,1968,,1968,,656,
4331,3,330,495,,5976,,5976,,19920,,1968,,1968,,656,
4332,3,331,495,,5976,,5976,,19920,,1992,,1992,,656,
4333,3,332,495,,5976,,5976,,19920,,1992,,1992,,664,
