变量名,markID,_beizhu1,_beizhu2,_beizhu3,_beizhu4,star,attrType1,attrValue1,attrType2,attrValue2,__version
1445,1201,,,,,5,,0%,,,
1446,1201,,,,,6,,0%,,,
1447,1201,,,,,7,,0%,,,
1448,1201,,,,,8,,0%,,,
1449,1201,,,,,9,,0%,,,
1450,1201,,,,,10,,0%,,,
1451,1201,,,,,11,,0%,,,
1452,1201,,,,,12,,0%,,,
1453,1211,,,,,1,,0%,,,
1454,1211,,,,,2,,0%,,,
1455,1211,,,,,3,,0%,,,
1456,1211,,,,,4,,0%,,,
1457,1211,,,,,5,,0%,,,
1458,1211,,,,,6,,0%,,,
1459,1211,,,,,7,,0%,,,
1460,1211,,,,,8,,0%,,,
1461,1211,,,,,9,,0%,,,
1462,1211,,,,,10,,0%,,,
1463,1211,,,,,11,,0%,,,
1464,1211,,,,,12,,0%,,,
1465,1221,,,,,1,13,0%,,,
1466,1221,,,,,2,13,0%,,,
1467,1221,,,,,3,13,0.10%,,,
1468,1221,,,,,4,13,0.25%,,,
1469,1221,,,,,5,13,0.40%,,,
1470,1221,,,,,6,13,0.70%,,,
1471,1221,,,,,7,13,1%,,,
1472,1221,,,,,8,13,1.30%,,,
1473,1221,,,,,9,13,1.75%,,,
1474,1221,,,,,10,13,2.20%,,,
1475,1221,,,,,11,13,2.65%,,,
1476,1221,,,,,12,13,3.25%,,,
1477,1231,,,,,1,7,0%,,,
1478,1231,,,,,2,7,0%,,,
1479,1231,,,,,3,7,0.10%,,,
1480,1231,,,,,4,7,0.25%,,,
1481,1231,,,,,5,7,0.40%,,,
1482,1231,,,,,6,7,0.70%,,,
1483,1231,,,,,7,7,1%,,,
1484,1231,,,,,8,7,1.30%,,,
1485,1231,,,,,9,7,1.75%,,,
1486,1231,,,,,10,7,2.20%,,,
1487,1231,,,,,11,7,2.65%,,,
1488,1231,,,,,12,7,3.25%,,,
1489,1241,,,,,1,10,0%,,,
1490,1241,,,,,2,10,0%,,,
1491,1241,,,,,3,10,0.10%,,,
1492,1241,,,,,4,10,0.25%,,,
1493,1241,,,,,5,10,0.40%,,,
1494,1241,,,,,6,10,0.70%,,,
1495,1241,,,,,7,10,1%,,,
1496,1241,,,,,8,10,1.30%,,,
1497,1241,,,,,9,10,1.75%,,,
1498,1241,,,,,10,10,2.20%,,,
1499,1241,,,,,11,10,2.65%,,,
1500,1241,,,,,12,10,3.25%,,,
1501,1251,,,,,1,9,0%,,,
1502,1251,,,,,2,9,0%,,,
1503,1251,,,,,3,9,0.10%,,,
1504,1251,,,,,4,9,0.25%,,,
1505,1251,,,,,5,9,0.40%,,,
1506,1251,,,,,6,9,0.70%,,,
1507,1251,,,,,7,9,1%,,,
1508,1251,,,,,8,9,1.30%,,,
1509,1251,,,,,9,9,1.75%,,,
1510,1251,,,,,10,9,2.20%,,,
1511,1251,,,,,11,9,2.65%,,,
1512,1251,,,,,12,9,3.25%,,,
1513,1261,,,,,1,10,0%,,,
1514,1261,,,,,2,10,0%,,,
1515,1261,,,,,3,10,0%,,,
1516,1261,,,,,4,10,0.16%,,,
1517,1261,,,,,5,10,0.48%,,,
1518,1261,,,,,6,10,0.80%,,,
1519,1261,,,,,7,10,1.44%,,,
1520,1261,,,,,8,10,2.08%,,,
1521,1261,,,,,9,10,2.72%,,,
1522,1261,,,,,10,10,3.68%,,,
1523,1261,,,,,11,10,4.64%,,,
1524,1261,,,,,12,10,5.60%,,,
1525,1271,,,,,1,7,0%,,,
1526,1271,,,,,2,7,0%,,,
1527,1271,,,,,3,7,0%,,,
1528,1271,,,,,4,7,0.16%,,,
1529,1271,,,,,5,7,0.48%,,,
1530,1271,,,,,6,7,0.80%,,,
1531,1271,,,,,7,7,1.44%,,,
1532,1271,,,,,8,7,2.08%,,,
1533,1271,,,,,9,7,2.72%,,,
1534,1271,,,,,10,7,3.68%,,,
1535,1271,,,,,11,7,4.64%,,,
1536,1271,,,,,12,7,5.60%,,,
1537,1281,,,,,1,1,0%,,,
1538,1281,,,,,2,1,0%,,,
1539,1281,,,,,3,1,0%,,,
1540,1281,,,,,4,1,0.11%,,,
1541,1281,,,,,5,1,0.34%,,,
1542,1281,,,,,6,1,0.56%,,,
1543,1281,,,,,7,1,1.01%,,,
1544,1281,,,,,8,1,1.46%,,,
1545,1281,,,,,9,1,1.90%,,,
1546,1281,,,,,10,1,2.58%,,,
1547,1281,,,,,11,1,3.25%,,,
1548,1281,,,,,12,1,3.92%,,,
1549,1291,,,,,1,8,0%,,,
1550,1291,,,,,2,8,0%,,,
1551,1291,,,,,3,8,0.10%,,,
1552,1291,,,,,4,8,0.25%,,,
1553,1291,,,,,5,8,0.40%,,,
1554,1291,,,,,6,8,0.70%,,,
1555,1291,,,,,7,8,1%,,,
1556,1291,,,,,8,8,1.30%,,,
1557,1291,,,,,9,8,1.75%,,,
1558,1291,,,,,10,8,2.20%,,,
1559,1291,,,,,11,8,2.65%,,,
1560,1291,,,,,12,8,3.25%,,,
1561,1301,,,,,1,7,0%,,,
1562,1301,,,,,2,7,0%,,,
1563,1301,,,,,3,7,0.10%,,,
1564,1301,,,,,4,7,0.25%,,,
1565,1301,,,,,5,7,0.40%,,,
1566,1301,,,,,6,7,0.70%,,,
1567,1301,,,,,7,7,1%,,,
1568,1301,,,,,8,7,1.30%,,,
1569,1301,,,,,9,7,1.75%,,,
1570,1301,,,,,10,7,2.20%,,,
1571,1301,,,,,11,7,2.65%,,,
1572,1301,,,,,12,7,3.25%,,,
1573,1311,,,,,1,1,0%,,,
1574,1311,,,,,2,1,0%,,,
1575,1311,,,,,3,1,0.07%,,,
1576,1311,,,,,4,1,0.18%,,,
1577,1311,,,,,5,1,0.28%,,,
1578,1311,,,,,6,1,0.49%,,,
1579,1311,,,,,7,1,0.70%,,,
1580,1311,,,,,8,1,0.91%,,,
1581,1311,,,,,9,1,1.23%,,,
1582,1311,,,,,10,1,1.54%,,,
1583,1311,,,,,11,1,1.86%,,,
1584,1311,,,,,12,1,2.28%,,,
1585,1321,,,,,1,,0%,,,
1586,1321,,,,,2,,0%,,,
1587,1321,,,,,3,,0%,,,
1588,1321,,,,,4,,0%,,,
1589,1321,,,,,5,,0%,,,
1590,1321,,,,,6,,0%,,,
1591,1321,,,,,7,,0%,,,
1592,1321,,,,,8,,0%,,,
1593,1321,,,,,9,,0%,,,
1594,1321,,,,,10,,0%,,,
1595,1321,,,,,11,,0%,,,
1596,1321,,,,,12,,0%,,,
1597,1331,,,,,1,,0%,,,
1598,1331,,,,,2,,0%,,,
1599,1331,,,,,3,,0%,,,
1600,1331,,,,,4,,0%,,,
1601,1331,,,,,5,,0%,,,
1602,1331,,,,,6,,0%,,,
1603,1331,,,,,7,,0%,,,
1604,1331,,,,,8,,0%,,,
1605,1331,,,,,9,,0%,,,
1606,1331,,,,,10,,0%,,,
1607,1331,,,,,11,,0%,,,
1608,1331,,,,,12,,0%,,,
1609,1341,,,,,1,,0%,,,
1610,1341,,,,,2,,0%,,,
1611,1341,,,,,3,,0%,,,
1612,1341,,,,,4,,0%,,,
1613,1341,,,,,5,,0%,,,
1614,1341,,,,,6,,0%,,,
1615,1341,,,,,7,,0%,,,
1616,1341,,,,,8,,0%,,,
1617,1341,,,,,9,,0%,,,
1618,1341,,,,,10,,0%,,,
1619,1341,,,,,11,,0%,,,
1620,1341,,,,,12,,0%,,,
1621,1351,,,,,1,1,0%,,,
1622,1351,,,,,2,1,0.03%,,,
1623,1351,,,,,3,1,0.04%,,,
1624,1351,,,,,4,1,0.06%,,,
1625,1351,,,,,5,1,0.08%,,,
1626,1351,,,,,6,1,0.13%,,,
1627,1351,,,,,7,1,0.17%,,,
1628,1351,,,,,8,1,0.22%,,,
1629,1351,,,,,9,1,0.28%,,,
1630,1351,,,,,10,1,0.35%,,,
1631,1351,,,,,11,1,0.42%,,,
1632,1351,,,,,12,1,0.50%,,,
1633,1361,,,,,1,,0%,,,
1634,1361,,,,,2,,0%,,,
1635,1361,,,,,3,,0%,,,
1636,1361,,,,,4,,0%,,,
1637,1361,,,,,5,,0%,,,
1638,1361,,,,,6,,0%,,,
1639,1361,,,,,7,,0%,,,
1640,1361,,,,,8,,0%,,,
1641,1361,,,,,9,,0%,,,
1642,1361,,,,,10,,0%,,,
1643,1361,,,,,11,,0%,,,
1644,1361,,,,,12,,0%,,,
1645,1371,,,,,1,,0%,,,
1646,1371,,,,,2,,0%,,,
1647,1371,,,,,3,,0%,,,
1648,1371,,,,,4,,0%,,,
1649,1371,,,,,5,,0%,,,
1650,1371,,,,,6,,0%,,,
1651,1371,,,,,7,,0%,,,
1652,1371,,,,,8,,0%,,,
1653,1371,,,,,9,,0%,,,
1654,1371,,,,,10,,0%,,,
1655,1371,,,,,11,,0%,,,
1656,1371,,,,,12,,0%,,,
1657,1381,,,,,1,,0%,,,
1658,1381,,,,,2,,0%,,,
1659,1381,,,,,3,,0%,,,
1660,1381,,,,,4,,0%,,,
1661,1381,,,,,5,,0%,,,
1662,1381,,,,,6,,0%,,,
1663,1381,,,,,7,,0%,,,
1664,1381,,,,,8,,0%,,,
1665,1381,,,,,9,,0%,,,
1666,1381,,,,,10,,0%,,,
1667,1381,,,,,11,,0%,,,
1668,1381,,,,,12,,0%,,,
1669,1391,,,,,1,1,0%,,,
1670,1391,,,,,2,1,0%,,,
1671,1391,,,,,3,1,0.07%,,,
1672,1391,,,,,4,1,0.18%,,,
1673,1391,,,,,5,1,0.28%,,,
1674,1391,,,,,6,1,0.49%,,,
1675,1391,,,,,7,1,0.70%,,,
1676,1391,,,,,8,1,0.91%,,,
1677,1391,,,,,9,1,1.23%,,,
1678,1391,,,,,10,1,1.54%,,,
1679,1391,,,,,11,1,1.86%,,,
1680,1391,,,,,12,1,2.28%,,,
1681,1401,,,,,1,,0%,,,
1682,1401,,,,,2,,0%,,,
1683,1401,,,,,3,,0%,,,
1684,1401,,,,,4,,0%,,,
1685,1401,,,,,5,,0%,,,
1686,1401,,,,,6,,0%,,,
1687,1401,,,,,7,,0%,,,
1688,1401,,,,,8,,0%,,,
1689,1401,,,,,9,,0%,,,
1690,1401,,,,,10,,0%,,,
1691,1401,,,,,11,,0%,,,
1692,1401,,,,,12,,0%,,,
1693,1411,,,,,1,7,0%,,,
1694,1411,,,,,2,7,0%,,,
1695,1411,,,,,3,7,0.10%,,,
1696,1411,,,,,4,7,0.25%,,,
1697,1411,,,,,5,7,0.40%,,,
1698,1411,,,,,6,7,0.70%,,,
1699,1411,,,,,7,7,1%,,,
1700,1411,,,,,8,7,1.30%,,,
1701,1411,,,,,9,7,1.75%,,,
1702,1411,,,,,10,7,2.20%,,,
1703,1411,,,,,11,7,2.65%,,,
1704,1411,,,,,12,7,3.25%,,,
1705,1421,,,,,1,7,0%,,,
1706,1421,,,,,2,7,0%,,,
1707,1421,,,,,3,7,0.10%,,,
1708,1421,,,,,4,7,0.25%,,,
1709,1421,,,,,5,7,0.40%,,,
1710,1421,,,,,6,7,0.70%,,,
1711,1421,,,,,7,7,1%,,,
1712,1421,,,,,8,7,1.30%,,,
1713,1421,,,,,9,7,1.75%,,,
1714,1421,,,,,10,7,2.20%,,,
1715,1421,,,,,11,7,2.65%,,,
1716,1421,,,,,12,7,3.25%,,,
1717,1431,,,,,1,,0%,,,
1718,1431,,,,,2,,0%,,,
1719,1431,,,,,3,,0%,,,
1720,1431,,,,,4,,0%,,,
1721,1431,,,,,5,,0%,,,
1722,1431,,,,,6,,0%,,,
1723,1431,,,,,7,,0%,,,
1724,1431,,,,,8,,0%,,,
1725,1431,,,,,9,,0%,,,
1726,1431,,,,,10,,0%,,,
1727,1431,,,,,11,,0%,,,
1728,1431,,,,,12,,0%,,,
1729,1441,,,,,1,1,0%,,,
1730,1441,,,,,2,1,0.06%,,,
1731,1441,,,,,3,1,0.11%,,,
1732,1441,,,,,4,1,0.17%,,,
1733,1441,,,,,5,1,0.28%,,,
1734,1441,,,,,6,1,0.39%,,,
1735,1441,,,,,7,1,0.56%,,,
1736,1441,,,,,8,1,0.73%,,,
1737,1441,,,,,9,1,0.95%,,,
1738,1441,,,,,10,1,1.18%,,,
1739,1441,,,,,11,1,1.40%,,,
1740,1441,,,,,12,1,1.68%,,,
1741,1451,,,,,1,,0%,,,
1742,1451,,,,,2,,0%,,,
1743,1451,,,,,3,,0%,,,
1744,1451,,,,,4,,0%,,,
1745,1451,,,,,5,,0%,,,
1746,1451,,,,,6,,0%,,,
1747,1451,,,,,7,,0%,,,
1748,1451,,,,,8,,0%,,,
1749,1451,,,,,9,,0%,,,
1750,1451,,,,,10,,0%,,,
1751,1451,,,,,11,,0%,,,
1752,1451,,,,,12,,0%,,,
1753,1461,,,,,1,,0%,,,
1754,1461,,,,,2,,0%,,,
1755,1461,,,,,3,,0%,,,
1756,1461,,,,,4,,0%,,,
1757,1461,,,,,5,,0%,,,
1758,1461,,,,,6,,0%,,,
1759,1461,,,,,7,,0%,,,
1760,1461,,,,,8,,0%,,,
1761,1461,,,,,9,,0%,,,
1762,1461,,,,,10,,0%,,,
1763,1461,,,,,11,,0%,,,
1764,1461,,,,,12,,0%,,,
1765,1471,,,,,1,,0%,,,
1766,1471,,,,,2,,0%,,,
1767,1471,,,,,3,,0%,,,
1768,1471,,,,,4,,0%,,,
1769,1471,,,,,5,,0%,,,
1770,1471,,,,,6,,0%,,,
1771,1471,,,,,7,,0%,,,
1772,1471,,,,,8,,0%,,,
1773,1471,,,,,9,,0%,,,
1774,1471,,,,,10,,0%,,,
1775,1471,,,,,11,,0%,,,
1776,1471,,,,,12,,0%,,,
1777,1481,,,,,1,9,0%,,,
1778,1481,,,,,2,9,0.08%,,,
1779,1481,,,,,3,9,0.16%,,,
1780,1481,,,,,4,9,0.24%,,,
1781,1481,,,,,5,9,0.40%,,,
1782,1481,,,,,6,9,0.56%,,,
1783,1481,,,,,7,9,0.80%,,,
1784,1481,,,,,8,9,1.04%,,,
1785,1481,,,,,9,9,1.36%,,,
1786,1481,,,,,10,9,1.68%,,,
1787,1481,,,,,11,9,2%,,,
1788,1481,,,,,12,9,2.40%,,,
1789,1491,,,,,1,,0%,,,
1790,1491,,,,,2,,0%,,,
1791,1491,,,,,3,,0%,,,
1792,1491,,,,,4,,0%,,,
1793,1491,,,,,5,,0%,,,
1794,1491,,,,,6,,0%,,,
1795,1491,,,,,7,,0%,,,
1796,1491,,,,,8,,0%,,,
1797,1491,,,,,9,,0%,,,
1798,1491,,,,,10,,0%,,,
1799,1491,,,,,11,,0%,,,
1800,1491,,,,,12,,0%,,,
1801,1501,,,,,1,9,0%,,,
1802,1501,,,,,2,9,0%,,,
1803,1501,,,,,3,9,0.10%,,,
1804,1501,,,,,4,9,0.25%,,,
1805,1501,,,,,5,9,0.40%,,,
1806,1501,,,,,6,9,0.70%,,,
1807,1501,,,,,7,9,1%,,,
1808,1501,,,,,8,9,1.30%,,,
1809,1501,,,,,9,9,1.75%,,,
1810,1501,,,,,10,9,2.20%,,,
1811,1501,,,,,11,9,2.65%,,,
1812,1501,,,,,12,9,3.25%,,,
1813,1511,,,,,1,7,0%,,,
1814,1511,,,,,2,7,0.08%,,,
1815,1511,,,,,3,7,0.16%,,,
1816,1511,,,,,4,7,0.24%,,,
1817,1511,,,,,5,7,0.40%,,,
1818,1511,,,,,6,7,0.56%,,,
1819,1511,,,,,7,7,0.80%,,,
1820,1511,,,,,8,7,1.04%,,,
1821,1511,,,,,9,7,1.36%,,,
1822,1511,,,,,10,7,1.68%,,,
1823,1511,,,,,11,7,2%,,,
1824,1511,,,,,12,7,2.40%,,,
1825,1521,,,,,1,,0%,,,
1826,1521,,,,,2,,0%,,,
1827,1521,,,,,3,,0%,,,
1828,1521,,,,,4,,0%,,,
1829,1521,,,,,5,,0%,,,
1830,1521,,,,,6,,0%,,,
1831,1521,,,,,7,,0%,,,
1832,1521,,,,,8,,0%,,,
1833,1521,,,,,9,,0%,,,
1834,1521,,,,,10,,0%,,,
1835,1521,,,,,11,,0%,,,
1836,1521,,,,,12,,0%,,,
1837,1531,,,,,1,,0%,,,
1838,1531,,,,,2,,0%,,,
1839,1531,,,,,3,,0%,,,
1840,1531,,,,,4,,0%,,,
1841,1531,,,,,5,,0%,,,
1842,1531,,,,,6,,0%,,,
1843,1531,,,,,7,,0%,,,
1844,1531,,,,,8,,0%,,,
1845,1531,,,,,9,,0%,,,
1846,1531,,,,,10,,0%,,,
1847,1531,,,,,11,,0%,,,
1848,1531,,,,,12,,0%,,,
1849,1541,,,,,1,,0%,,,
1850,1541,,,,,2,,0%,,,
1851,1541,,,,,3,,0%,,,
1852,1541,,,,,4,,0%,,,
1853,1541,,,,,5,,0%,,,
1854,1541,,,,,6,,0%,,,
1855,1541,,,,,7,,0%,,,
1856,1541,,,,,8,,0%,,,
1857,1541,,,,,9,,0%,,,
1858,1541,,,,,10,,0%,,,
1859,1541,,,,,11,,0%,,,
1860,1541,,,,,12,,0%,,,
1861,1551,,,,,1,,0%,,,
1862,1551,,,,,2,,0%,,,
1863,1551,,,,,3,,0%,,,
1864,1551,,,,,4,,0%,,,
1865,1551,,,,,5,,0%,,,
1866,1551,,,,,6,,0%,,,
1867,1551,,,,,7,,0%,,,
1868,1551,,,,,8,,0%,,,
1869,1551,,,,,9,,0%,,,
1870,1551,,,,,10,,0%,,,
1871,1551,,,,,11,,0%,,,
1872,1551,,,,,12,,0%,,,
1873,1561,,,,,1,,0%,,,
1874,1561,,,,,2,,0%,,,
1875,1561,,,,,3,,0%,,,
1876,1561,,,,,4,,0%,,,
1877,1561,,,,,5,,0%,,,
1878,1561,,,,,6,,0%,,,
1879,1561,,,,,7,,0%,,,
1880,1561,,,,,8,,0%,,,
1881,1561,,,,,9,,0%,,,
1882,1561,,,,,10,,0%,,,
1883,1561,,,,,11,,0%,,,
1884,1561,,,,,12,,0%,,,
1885,1571,,,,,1,,0%,,,
1886,1571,,,,,2,,0%,,,
1887,1571,,,,,3,,0%,,,
1888,1571,,,,,4,,0%,,,
1889,1571,,,,,5,,0%,,,
1890,1571,,,,,6,,0%,,,
1891,1571,,,,,7,,0%,,,
1892,1571,,,,,8,,0%,,,
1893,1571,,,,,9,,0%,,,
1894,1571,,,,,10,,0%,,,
1895,1571,,,,,11,,0%,,,
1896,1571,,,,,12,,0%,,,
1897,1581,,,,,1,,0%,,,
1898,1581,,,,,2,,0%,,,
1899,1581,,,,,3,,0%,,,
1900,1581,,,,,4,,0%,,,
1901,1581,,,,,5,,0%,,,
1902,1581,,,,,6,,0%,,,
1903,1581,,,,,7,,0%,,,
1904,1581,,,,,8,,0%,,,
1905,1581,,,,,9,,0%,,,
1906,1581,,,,,10,,0%,,,
1907,1581,,,,,11,,0%,,,
1908,1581,,,,,12,,0%,,,
1909,1591,,,,,1,,0%,,,
1910,1591,,,,,2,,0%,,,
1911,1591,,,,,3,,0%,,,
1912,1591,,,,,4,,0%,,,
1913,1591,,,,,5,,0%,,,
1914,1591,,,,,6,,0%,,,
1915,1591,,,,,7,,0%,,,
1916,1591,,,,,8,,0%,,,
1917,1591,,,,,9,,0%,,,
1918,1591,,,,,10,,0%,,,
1919,1591,,,,,11,,0%,,,
1920,1591,,,,,12,,0%,,,
1921,1601,,,,,1,,0%,,,
1922,1601,,,,,2,,0%,,,
1923,1601,,,,,3,,0%,,,
1924,1601,,,,,4,,0%,,,
1925,1601,,,,,5,,0%,,,
1926,1601,,,,,6,,0%,,,
1927,1601,,,,,7,,0%,,,
1928,1601,,,,,8,,0%,,,
1929,1601,,,,,9,,0%,,,
1930,1601,,,,,10,,0%,,,
1931,1601,,,,,11,,0%,,,
1932,1601,,,,,12,,0%,,,
1933,1611,,,,,1,10,0%,,,
1934,1611,,,,,2,10,0.08%,,,
1935,1611,,,,,3,10,0.16%,,,
1936,1611,,,,,4,10,0.24%,,,
1937,1611,,,,,5,10,0.40%,,,
1938,1611,,,,,6,10,0.56%,,,
1939,1611,,,,,7,10,0.80%,,,
1940,1611,,,,,8,10,1.04%,,,
1941,1611,,,,,9,10,1.36%,,,
1942,1611,,,,,10,10,1.68%,,,
1943,1611,,,,,11,10,2%,,,
1944,1611,,,,,12,10,2.40%,,,
1945,1621,,,,,1,,0%,,,
1946,1621,,,,,2,,0%,,,
1947,1621,,,,,3,,0%,,,
1948,1621,,,,,4,,0%,,,
1949,1621,,,,,5,,0%,,,
1950,1621,,,,,6,,0%,,,
1951,1621,,,,,7,,0%,,,
1952,1621,,,,,8,,0%,,,
1953,1621,,,,,9,,0%,,,
1954,1621,,,,,10,,0%,,,
1955,1621,,,,,11,,0%,,,
1956,1621,,,,,12,,0%,,,
1957,1631,,,,,1,,0%,,,
1958,1631,,,,,2,,0%,,,
1959,1631,,,,,3,,0%,,,
1960,1631,,,,,4,,0%,,,
1961,1631,,,,,5,,0%,,,
1962,1631,,,,,6,,0%,,,
1963,1631,,,,,7,,0%,,,
1964,1631,,,,,8,,0%,,,
1965,1631,,,,,9,,0%,,,
1966,1631,,,,,10,,0%,,,
1967,1631,,,,,11,,0%,,,
1968,1631,,,,,12,,0%,,,
1969,1641,,,,,1,9,0%,,,
1970,1641,,,,,2,9,0.08%,,,
1971,1641,,,,,3,9,0.16%,,,
1972,1641,,,,,4,9,0.24%,,,
1973,1641,,,,,5,9,0.40%,,,
1974,1641,,,,,6,9,0.56%,,,
1975,1641,,,,,7,9,0.80%,,,
1976,1641,,,,,8,9,1.04%,,,
1977,1641,,,,,9,9,1.36%,,,
1978,1641,,,,,10,9,1.68%,,,
1979,1641,,,,,11,9,2%,,,
1980,1641,,,,,12,9,2.40%,,,
1981,1651,,,,,1,7,0%,,,
1982,1651,,,,,2,7,0%,,,
1983,1651,,,,,3,7,0.10%,,,
1984,1651,,,,,4,7,0.25%,,,
1985,1651,,,,,5,7,0.40%,,,
1986,1651,,,,,6,7,0.70%,,,
1987,1651,,,,,7,7,1%,,,
1988,1651,,,,,8,7,1.30%,,,
1989,1651,,,,,9,7,1.75%,,,
1990,1651,,,,,10,7,2.20%,,,
1991,1651,,,,,11,7,2.65%,,,
1992,1651,,,,,12,7,3.25%,,,
1993,1661,,,,,1,,0%,,,
1994,1661,,,,,2,,0%,,,
1995,1661,,,,,3,,0%,,,
1996,1661,,,,,4,,0%,,,
1997,1661,,,,,5,,0%,,,
1998,1661,,,,,6,,0%,,,
1999,1661,,,,,7,,0%,,,
2000,1661,,,,,8,,0%,,,
2001,1661,,,,,9,,0%,,,
2002,1661,,,,,10,,0%,,,
2003,1661,,,,,11,,0%,,,
2004,1661,,,,,12,,0%,,,
2005,1671,,,,,1,10,0%,,,
2006,1671,,,,,2,10,0%,,,
2007,1671,,,,,3,10,0.10%,,,
2008,1671,,,,,4,10,0.25%,,,
2009,1671,,,,,5,10,0.40%,,,
2010,1671,,,,,6,10,0.70%,,,
2011,1671,,,,,7,10,1%,,,
2012,1671,,,,,8,10,1.30%,,,
2013,1671,,,,,9,10,1.75%,,,
2014,1671,,,,,10,10,2.20%,,,
2015,1671,,,,,11,10,2.65%,,,
2016,1671,,,,,12,10,3.25%,,,
2017,1681,,,,,1,,0%,,,
2018,1681,,,,,2,,0%,,,
2019,1681,,,,,3,,0%,,,
2020,1681,,,,,4,,0%,,,
2021,1681,,,,,5,,0%,,,
2022,1681,,,,,6,,0%,,,
2023,1681,,,,,7,,0%,,,
2024,1681,,,,,8,,0%,,,
2025,1681,,,,,9,,0%,,,
2026,1681,,,,,10,,0%,,,
2027,1681,,,,,11,,0%,,,
2028,1681,,,,,12,,0%,,,
2029,1691,,,,,1,,0%,,,
2030,1691,,,,,2,,0%,,,
2031,1691,,,,,3,,0%,,,
2032,1691,,,,,4,,0%,,,
2033,1691,,,,,5,,0%,,,
2034,1691,,,,,6,,0%,,,
2035,1691,,,,,7,,0%,,,
2036,1691,,,,,8,,0%,,,
2037,1691,,,,,9,,0%,,,
2038,1691,,,,,10,,0%,,,
2039,1691,,,,,11,,0%,,,
2040,1691,,,,,12,,0%,,,
2041,1701,,,,,1,,0%,,,
2042,1701,,,,,2,,0%,,,
2043,1701,,,,,3,,0%,,,
2044,1701,,,,,4,,0%,,,
2045,1701,,,,,5,,0%,,,
2046,1701,,,,,6,,0%,,,
2047,1701,,,,,7,,0%,,,
2048,1701,,,,,8,,0%,,,
2049,1701,,,,,9,,0%,,,
2050,1701,,,,,10,,0%,,,
2051,1701,,,,,11,,0%,,,
2052,1701,,,,,12,,0%,,,
2053,1711,,,,,1,,0%,,,
2054,1711,,,,,2,,0%,,,
2055,1711,,,,,3,,0%,,,
2056,1711,,,,,4,,0%,,,
2057,1711,,,,,5,,0%,,,
2058,1711,,,,,6,,0%,,,
2059,1711,,,,,7,,0%,,,
2060,1711,,,,,8,,0%,,,
2061,1711,,,,,9,,0%,,,
2062,1711,,,,,10,,0%,,,
2063,1711,,,,,11,,0%,,,
2064,1711,,,,,12,,0%,,,
2065,1721,,,,,1,,0%,,,
2066,1721,,,,,2,,0%,,,
2067,1721,,,,,3,,0%,,,
2068,1721,,,,,4,,0%,,,
2069,1721,,,,,5,,0%,,,
2070,1721,,,,,6,,0%,,,
2071,1721,,,,,7,,0%,,,
2072,1721,,,,,8,,0%,,,
2073,1721,,,,,9,,0%,,,
2074,1721,,,,,10,,0%,,,
2075,1721,,,,,11,,0%,,,
2076,1721,,,,,12,,0%,,,
2077,1731,,,,,1,,0%,,,
2078,1731,,,,,2,,0%,,,
2079,1731,,,,,3,,0%,,,
2080,1731,,,,,4,,0%,,,
2081,1731,,,,,5,,0%,,,
2082,1731,,,,,6,,0%,,,
2083,1731,,,,,7,,0%,,,
2084,1731,,,,,8,,0%,,,
2085,1731,,,,,9,,0%,,,
2086,1731,,,,,10,,0%,,,
2087,1731,,,,,11,,0%,,,
2088,1731,,,,,12,,0%,,,
2089,1741,,,,,1,,0%,,,
2090,1741,,,,,2,,0%,,,
2091,1741,,,,,3,,0%,,,
2092,1741,,,,,4,,0%,,,
2093,1741,,,,,5,,0%,,,
2094,1741,,,,,6,,0%,,,
2095,1741,,,,,7,,0%,,,
2096,1741,,,,,8,,0%,,,
2097,1741,,,,,9,,0%,,,
2098,1741,,,,,10,,0%,,,
2099,1741,,,,,11,,0%,,,
2100,1741,,,,,12,,0%,,,
2101,1751,,,,,1,,0%,,,
2102,1751,,,,,2,,0%,,,
2103,1751,,,,,3,,0%,,,
2104,1751,,,,,4,,0%,,,
2105,1751,,,,,5,,0%,,,
2106,1751,,,,,6,,0%,,,
2107,1751,,,,,7,,0%,,,
2108,1751,,,,,8,,0%,,,
2109,1751,,,,,9,,0%,,,
2110,1751,,,,,10,,0%,,,
2111,1751,,,,,11,,0%,,,
2112,1751,,,,,12,,0%,,,
2113,1761,,,,,1,,0%,,,
2114,1761,,,,,2,,0%,,,
2115,1761,,,,,3,,0%,,,
2116,1761,,,,,4,,0%,,,
2117,1761,,,,,5,,0%,,,
2118,1761,,,,,6,,0%,,,
2119,1761,,,,,7,,0%,,,
2120,1761,,,,,8,,0%,,,
2121,1761,,,,,9,,0%,,,
2122,1761,,,,,10,,0%,,,
2123,1761,,,,,11,,0%,,,
2124,1761,,,,,12,,0%,,,
2125,1771,,,,,1,10,0%,,,
2126,1771,,,,,2,10,0%,,,
2127,1771,,,,,3,10,0.10%,,,
2128,1771,,,,,4,10,0.25%,,,
2129,1771,,,,,5,10,0.40%,,,
2130,1771,,,,,6,10,0.70%,,,
2131,1771,,,,,7,10,1%,,,
2132,1771,,,,,8,10,1.30%,,,
2133,1771,,,,,9,10,1.75%,,,
2134,1771,,,,,10,10,2.20%,,,
2135,1771,,,,,11,10,2.65%,,,
2136,1771,,,,,12,10,3.25%,,,
2137,1781,,,,,1,,0%,,,
2138,1781,,,,,2,,0%,,,
2139,1781,,,,,3,,0%,,,
2140,1781,,,,,4,,0%,,,
