变量名,typeID,star,attrTarget,attrNatureType,attrNum,effectDesc,__version
167002,1671,2,,,{25=200},,
167003,1671,3,,,{9=6%;10=6%},,
167004,1671,4,,,{1=6%},,
167005,1671,5,,,{7=6%;8=6%},,
167006,1671,6,,,{25=400},,
167007,1671,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
167008,1671,8,,,{9=12%;10=12%},,
167009,1671,9,,,{25=800},,
167010,1671,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
167011,1671,11,,,{23=1200},,
167012,1671,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
168001,1681,,,,,,
169001,1691,,,,,,
170001,1701,,,,,,
171001,1711,,,,,,
172001,1721,,,,,,
173001,1731,,,,,,
174001,1741,,,,,,
175001,1751,,,,,,
176001,1761,,,,,,
177002,1771,2,,,{25=200},,
177003,1771,3,,,{9=6%;10=6%},,
177004,1771,4,,,{1=6%},,
177005,1771,5,,,{7=6%;8=6%},,
177006,1771,6,,,{16=400},,
177007,1771,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
177008,1771,8,,,{9=12%;10=12%},,
177009,1771,9,,,{16=800},,
177010,1771,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
177011,1771,11,,,{23=1200},,
177012,1771,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
178001,1781,,,,,,
179001,1791,,,,,,
180002,1801,2,,,{24=200},,
180003,1801,3,,,{7=5%;8=5%},,
180004,1801,4,,,{1=5%},,
180005,1801,5,,,{9=5%;10=5%},,
180006,1801,6,,,{90=300},,
180007,1801,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
180008,1801,8,,,{7=10%;8=10%},,
180009,1801,9,,,{90=600},,
180010,1801,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
180011,1801,11,,,{23=1000},,
180012,1801,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
181002,1811,2,,,{24=200},,
181003,1811,3,,,{7=6%;8=6%},,
181004,1811,4,,,{1=6%},,
181005,1811,5,,,{9=6%;10=6%},,
181006,1811,6,,,{90=400},,
181007,1811,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
181008,1811,8,,,{7=12%;8=12%},,
181009,1811,9,,,{90=800},,
181010,1811,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
181011,1811,11,,,{23=1200},,
181012,1811,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
182001,1821,,,,,,
183001,1831,,,,,,
184002,1841,2,,,{25=200},,
184003,1841,3,,,{9=6%;10=6%},,
184004,1841,4,,,{1=6%},,
184005,1841,5,,,{7=6%;8=6%},,
184006,1841,6,,,{25=400},,
184007,1841,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
184008,1841,8,,,{9=12%;10=12%},,
184009,1841,9,,,{25=800},,
184010,1841,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
184011,1841,11,,,{23=1200},,
184012,1841,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
185002,1851,2,,,{24=200},,
185003,1851,3,,,{7=5%;8=5%},,
185004,1851,4,,,{1=5%},,
185005,1851,5,,,{9=5%;10=5%},,
185006,1851,6,,,{91=300},,
185007,1851,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
185008,1851,8,,,{7=10%;8=10%},,
185009,1851,9,,,{91=600},,
185010,1851,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
185011,1851,11,,,{23=1000},,
185012,1851,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
186002,1861,2,,,{25=200},,
186003,1861,3,,,{9=5%;10=5%},,
186004,1861,4,,,{1=5%},,
186005,1861,5,,,{9=5%;10=5%},,
186006,1861,6,,,{27=300},,
186007,1861,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
186008,1861,8,,,{9=10%;10=10%},,
186009,1861,9,,,{27=600},,
186010,1861,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
186011,1861,11,,,{23=1000},,
186012,1861,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
187001,1871,,,,,,
188001,1881,,,,,,
189002,1891,2,,,{24=200},,
189003,1891,3,,,{7=6%;8=6%},,
189004,1891,4,,,{1=6%},,
189005,1891,5,,,{7=6%;8=6%},,
189006,1891,6,,,{26=400},,
189007,1891,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
189008,1891,8,,,{7=12%;8=12%},,
189009,1891,9,,,{26=800},,
189010,1891,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
189011,1891,11,,,{23=1200},,
189012,1891,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
190002,1901,2,,,{25=200},,
190003,1901,3,,,{9=6%;10=6%},,
190004,1901,4,,,{1=6%},,
190005,1901,5,,,{9=6%;10=6%},,
190006,1901,6,,,{27=400},,
190007,1901,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
190008,1901,8,,,{9=12%;10=12%},,
190009,1901,9,,,{27=800},,
190010,1901,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
190011,1901,11,,,{23=1200},,
190012,1901,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
191002,1911,2,,,{25=200},,
191003,1911,3,,,{9=6%;10=6%},,
191004,1911,4,,,{1=6%},,
191005,1911,5,,,{9=6%;10=6%},,
191006,1911,6,,,{17=400},,
191007,1911,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
191008,1911,8,,,{9=12%;10=12%},,
191009,1911,9,,,{17=800},,
191010,1911,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
191011,1911,11,,,{23=1200},,
191012,1911,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
192002,1921,2,,,{25=200},,
192003,1921,3,,,{9=6%;10=6%},,
192004,1921,4,,,{1=6%},,
192005,1921,5,,,{9=6%;10=6%},,
192006,1921,6,,,{25=400},,
192007,1921,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
192008,1921,8,,,{9=12%;10=12%},,
192009,1921,9,,,{25=800},,
192010,1921,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
192011,1921,11,,,{23=1200},,
192012,1921,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
193002,1931,2,,,{25=200},,
193003,1931,3,,,{9=6%;10=6%},,
193004,1931,4,,,{1=6%},,
193005,1931,5,,,{7=6%;8=6%},,
193006,1931,6,,,{91=400},,
193007,1931,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
193008,1931,8,,,{9=12%;10=12%},,
193009,1931,9,,,{91=800},,
193010,1931,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
193011,1931,11,,,{23=1200},,
193012,1931,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
194002,1941,2,,,{25=200},,
194003,1941,3,,,{9=6%;10=6%},,
194004,1941,4,,,{1=6%},,
194005,1941,5,,,{7=6%;8=6%},,
194006,1941,6,,,{25=400},,
194007,1941,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
194008,1941,8,,,{9=12%;10=12%},,
194009,1941,9,,,{25=800},,
194010,1941,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
194011,1941,11,,,{23=1200},,
194012,1941,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
195002,1951,2,,,{24=200},,
195003,1951,3,,,{7=6%;8=6%},,
195004,1951,4,,,{1=6%},,
195005,1951,5,,,{7=6%;8=6%},,
195006,1951,6,,,{24=400},,
195007,1951,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
195008,1951,8,,,{7=12%;8=12%},,
195009,1951,9,,,{24=800},,
195010,1951,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
195011,1951,11,,,{23=1200},,
195012,1951,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
196002,1961,2,,,{25=300},,
196003,1961,3,,,{9=8%;10=8%},,
196004,1961,4,,,{1=8%},,
196005,1961,5,,,{7=8%;8=8%},,
196006,1961,6,,,{16=500},,
196007,1961,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
196008,1961,8,,,{9=15%;10=15%},,
196009,1961,9,,,{16=1000},,
196010,1961,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
196011,1961,11,,,{97=1500},,
196012,1961,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
197002,1971,2,,,{25=300},,
197003,1971,3,,,{9=8%;10=8%},,
197004,1971,4,,,{1=8%},,
197005,1971,5,,,{9=8%;10=8%},,
197006,1971,6,,,{16=500},,
197007,1971,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
197008,1971,8,,,{9=15%;10=15%},,
197009,1971,9,,,{16=1000},,
197010,1971,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
197011,1971,11,,,{97=1500},,
197012,1971,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
198002,1981,2,,,{24=300},,
198003,1981,3,,,{7=8%;8=8%},,
198004,1981,4,,,{1=8%},,
198005,1981,5,,,{7=8%;8=8%},,
198006,1981,6,,,{24=500},,
198007,1981,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
198008,1981,8,,,{7=15%;8=15%},,
198009,1981,9,,,{24=1000},,
198010,1981,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
198011,1981,11,,,{97=1500},,
198012,1981,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
199002,1991,2,,,{25=300},,
199003,1991,3,,,{9=8%;10=8%},,
199004,1991,4,,,{1=8%},,
199005,1991,5,,,{7=8%;8=8%},,
199006,1991,6,,,{17=500},,
199007,1991,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
199008,1991,8,,,{9=15%;10=15%},,
199009,1991,9,,,{17=1000},,
199010,1991,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
199011,1991,11,,,{97=1500},,
199012,1991,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
200001,2001,,,,,,
201002,2011,2,,,{25=200},,
201003,2011,3,,,{7=5%;8=5%},,
201004,2011,4,,,{1=5%},,
201005,2011,5,,,{9=5%;10=5%},,
201006,2011,6,,,{28=300},,
201007,2011,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
201008,2011,8,,,{7=10%;8=10%},,
201009,2011,9,,,{28=600},,
201010,2011,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
201011,2011,11,,,{23=1000},,
201012,2011,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
202002,2021,2,,,{24=200},,
202003,2021,3,,,{7=6%;8=6%},,
202004,2021,4,,,{1=6%},,
202005,2021,5,,,{7=6%;8=6%},,
202006,2021,6,,,{14=400},,
202007,2021,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
202008,2021,8,,,{7=12%;8=12%},,
202009,2021,9,,,{14=800},,
202010,2021,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
202011,2021,11,,,{23=1200},,
202012,2021,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
203002,2031,2,,,{24=200},,
203003,2031,3,,,{7=6%;8=6%},,
203004,2031,4,,,{1=6%},,
203005,2031,5,,,{7=6%;8=6%},,
203006,2031,6,,,{24=400},,
203007,2031,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
203008,2031,8,,,{7=12%;8=12%},,
203009,2031,9,,,{24=800},,
203010,2031,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
203011,2031,11,,,{23=1200},,
203012,2031,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
204002,2041,2,,,{24=200},,
204003,2041,3,,,{7=6%;8=6%},,
204004,2041,4,,,{1=6%},,
204005,2041,5,,,{7=6%;8=6%},,
204006,2041,6,,,{11=400},,
204007,2041,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
204008,2041,8,,,{7=12%;8=12%},,
204009,2041,9,,,{11=800},,
204010,2041,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
204011,2041,11,,,{23=1200},,
204012,2041,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
205001,2051,,,,,,
206001,2061,,,,,,
207002,2071,2,,,{24=200},,
207003,2071,3,,,{7=5%;8=5%},,
207004,2071,4,,,{1=5%},,
207005,2071,5,,,{7=5%;8=5%},,
207006,2071,6,,,{24=300},,
207007,2071,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
207008,2071,8,,,{7=10%;8=10%},,
207009,2071,9,,,{24=600},,
207010,2071,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
207011,2071,11,,,{23=1000},,
207012,2071,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
208001,2081,,,,,,
209001,2091,,,,,,
210001,2101,,,,,,
211001,2111,,,,,,
212002,2121,2,,,{24=200},,
212003,2121,3,,,{7=5%;8=5%},,
212004,2121,4,,,{1=5%},,
212005,2121,5,,,{9=5%;10=5%},,
212006,2121,6,,,{90=300},,
212007,2121,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
212008,2121,8,,,{7=10%;8=10%},,
212009,2121,9,,,{90=600},,
212010,2121,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
212011,2121,11,,,{23=1000},,
212012,2121,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
213002,2131,2,,,{24=200},,
213003,2131,3,,,{7=6%;8=6%},,
213004,2131,4,,,{1=6%},,
213005,2131,5,,,{7=6%;8=6%},,
213006,2131,6,,,{11=400},,
213007,2131,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
213008,2131,8,,,{7=12%;8=12%},,
213009,2131,9,,,{11=800},,
213010,2131,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
213011,2131,11,,,{23=1200},,
213012,2131,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
214001,2141,,,,,,
215001,2151,,,,,,
216001,2161,,,,,,
217001,2171,,,,,,
218001,2181,,,,,,
219001,2191,,,,,,
220001,2201,,,,,,
221001,2211,,,,,,
222001,2221,,,,,,
223002,2231,2,,,{24=200},,
223003,2231,3,,,{7=6%;8=6%},,
223004,2231,4,,,{1=6%},,
223005,2231,5,,,{7=6%;8=6%},,
223006,2231,6,,,{15=600},,
223007,2231,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
223008,2231,8,,,{7=12%;8=12%},,
223009,2231,9,,,{15=1200},,
223010,2231,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
223011,2231,11,,,{23=1200},,
223012,2231,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
224002,2241,2,,,{24=200},,
224003,2241,3,,,{7=6%;8=6%},,
224004,2241,4,,,{1=6%},,
224005,2241,5,,,{7=6%;8=6%},,
224006,2241,6,,,{24=400},,
224007,2241,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
224008,2241,8,,,{7=12%;8=12%},,
224009,2241,9,,,{24=800},,
224010,2241,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
224011,2241,11,,,{23=1200},,
224012,2241,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
225001,2251,,,,,,
226001,2261,,,,,,
227002,2271,2,,,{24=200},,
227003,2271,3,,,{7=5%;8=5%},,
227004,2271,4,,,{1=5%},,
227005,2271,5,,,{7=5%;8=5%},,
227006,2271,6,,,{24=300},,
227007,2271,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
227008,2271,8,,,{7=10%;8=10%},,
227009,2271,9,,,{24=600},,
227010,2271,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
227011,2271,11,,,{23=1000},,
227012,2271,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
228001,2281,,,,,,
229001,2291,,,,,,
230002,2301,2,,,{24=200},,
230003,2301,3,,,{7=5%;8=5%},,
230004,2301,4,,,{1=5%},,
230005,2301,5,,,{9=5%;10=5%},,
230006,2301,6,,,{90=300},,
230007,2301,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
230008,2301,8,,,{7=10%;8=10%},,
230009,2301,9,,,{90=600},,
230010,2301,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
230011,2301,11,,,{23=1000},,
230012,2301,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
231001,2311,,,,,,
232001,2321,,,,,,
233002,2331,2,,,{25=200},,
233003,2331,3,,,{9=6%;10=6%},,
233004,2331,4,,,{1=6%},,
233005,2331,5,,,{7=6%;8=6%},,
233006,2331,6,,,{25=400},,
233007,2331,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
233008,2331,8,,,{9=12%;10=12%},,
233009,2331,9,,,{25=800},,
233010,2331,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
233011,2331,11,,,{23=1200},,
233012,2331,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
234001,2341,,,,,,
235002,2351,2,,,{24=300},,
235003,2351,3,,,{7=8%;8=8%},,
235004,2351,4,,,{1=8%},,
235005,2351,5,,,{7=8%;8=8%},,
235006,2351,6,,,{5=500},,
235007,2351,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
235008,2351,8,,,{7=15%;8=15%},,
235009,2351,9,,,{5=1000},,
235010,2351,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
235011,2351,11,,,{97=1500},,
235012,2351,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
235102,2352,2,,,{24=300},,
235103,2352,3,,,{7=8%;8=8%},,
235104,2352,4,,,{1=8%},,
235105,2352,5,,,{7=8%;8=8%},,
235106,2352,6,,,{5=500},,
235107,2352,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
235108,2352,8,,,{7=15%;8=15%},,
235109,2352,9,,,{5=1000},,
235110,2352,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
235111,2352,11,,,{97=1500},,
235112,2352,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
236002,2361,2,,,{24=300},,
236003,2361,3,,,{7=8%;8=8%},,
236004,2361,4,,,{1=8%},,
236005,2361,5,,,{7=8%;8=8%},,
236006,2361,6,,,{15=750},,
236007,2361,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
236008,2361,8,,,{7=15%;8=15%},,
236009,2361,9,,,{15=1500},,
236010,2361,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
236011,2361,11,,,{97=1500},,
236012,2361,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
236102,2362,2,,,{24=300},,
236103,2362,3,,,{7=8%;8=8%},,
236104,2362,4,,,{1=8%},,
236105,2362,5,,,{7=8%;8=8%},,
236106,2362,6,,,{22=500},,
236107,2362,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
236108,2362,8,,,{7=15%;8=15%},,
236109,2362,9,,,{22=1000},,
236110,2362,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
236111,2362,11,,,{97=1500},,
236112,2362,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
237002,2371,2,,,{25=200},,
237003,2371,3,,,{9=6%;10=6%},,
237004,2371,4,,,{1=6%},,
237005,2371,5,,,{9=6%;10=6%},,
237006,2371,6,,,{25=400},,
237007,2371,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
237008,2371,8,,,{9=12%;10=12%},,
237009,2371,9,,,{25=800},,
237010,2371,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
237011,2371,11,,,{23=1200},,
237012,2371,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
238002,2381,2,,,{24=300},,
238003,2381,3,,,{7=8%;8=8%},,
238004,2381,4,,,{1=8%},,
238005,2381,5,,,{7=8%;8=8%},,
238006,2381,6,,,{24=500},,
238007,2381,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
238008,2381,8,,,{7=15%;8=15%},,
238009,2381,9,,,{24=1000},,
238010,2381,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
238011,2381,11,,,{97=1500},,
238012,2381,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
239002,2391,2,,,{25=300},,
239003,2391,3,,,{9=8%;10=8%},,
239004,2391,4,,,{1=8%},,
239005,2391,5,,,{9=8%;10=8%},,
239006,2391,6,,,{25=500},,
239007,2391,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
239008,2391,8,,,{9=15%;10=15%},,
239009,2391,9,,,{25=1000},,
239010,2391,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
239011,2391,11,,,{97=1500},,
239012,2391,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
240002,2401,2,,,{25=200},,
240003,2401,3,,,{9=6%;10=6%},,
240004,2401,4,,,{1=6%},,
240005,2401,5,,,{7=6%;8=6%},,
240006,2401,6,,,{25=400},,
240007,2401,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
240008,2401,8,,,{9=12%;10=12%},,
240009,2401,9,,,{25=800},,
240010,2401,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
240011,2401,11,,,{23=1200},,
240012,2401,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
241002,2411,2,,,{25=200},,
241003,2411,3,,,{9=6%;10=6%},,
241004,2411,4,,,{1=6%},,
241005,2411,5,,,{7=6%;8=6%},,
241006,2411,6,,,{25=400},,
241007,2411,7,,,{1=12%},\n解锁竞技玩法伤害减免被动技能,
241008,2411,8,,,{9=12%;10=12%},,
241009,2411,9,,,{25=800},,
241010,2411,10,,,{22=1200},\n解锁竞技玩法伤害加成被动技能,
241011,2411,11,,,{23=1200},,
241012,2411,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
242002,2421,2,,,{25=300},,
242003,2421,3,,,{9=8%;10=8%},,
242004,2421,4,,,{1=8%},,
242005,2421,5,,,{7=8%;8=8%},,
242006,2421,6,,,{16=500},,
242007,2421,7,,,{1=15%},\n解锁竞技玩法伤害减免被动技能,
242008,2421,8,,,{9=15%;10=15%},,
242009,2421,9,,,{16=1000},,
242010,2421,10,,,{96=1500},\n解锁竞技玩法伤害加成被动技能,
242011,2421,11,,,{97=1500},,
242012,2421,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
243002,2431,2,,,{24=300},,
243003,2431,3,,,{7=8%;8=8%},,
243004,2431,4,,,{1=8%},,
243005,2431,5,,,{9=8%;10=8%},,
243006,2431,6,,,{90=500},,
243007,2431,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
243008,2431,8,,,{7=15%;8=15%},,
243009,2431,9,,,{90=1000},,
243010,2431,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
243011,2431,11,,,{97=1500},,
243012,2431,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
244002,2441,2,,,{24=300},,
244003,2441,3,,,{7=8%;8=8%},,
244004,2441,4,,,{1=8%},,
244005,2441,5,,,{9=8%;10=8%},,
244006,2441,6,,,{28=500},,
244007,2441,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
244008,2441,8,,,{7=15%;8=15%},,
244009,2441,9,,,{28=1000},,
244010,2441,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
244011,2441,11,,,{97=1500},,
244012,2441,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
245001,2451,,,,,,
246002,2461,2,,,{24=300},,
246003,2461,3,,,{7=8%;8=8%},,
246004,2461,4,,,{1=8%},,
246005,2461,5,,,{9=8%;10=8%},,
246006,2461,6,,,{16=500},,
246007,2461,7,,,{1=15%},\n解锁竞技玩法伤害加成被动技能,
246008,2461,8,,,{7=15%;8=15%},,
246009,2461,9,,,{16=1000},,
246010,2461,10,,,{96=1500},\n解锁竞技玩法伤害减免被动技能,
246011,2461,11,,,{97=1500},,
246012,2461,12,,,{1=15%;7=15%;8=15%;9=15%;10=15%;13=15%},,
247002,2471,2,,,{24=200},,
247003,2471,3,,,{7=6%;8=6%},,
247004,2471,4,,,{1=6%},,
247005,2471,5,,,{7=6%;8=6%},,
247006,2471,6,,,{90=400},,
247007,2471,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
247008,2471,8,,,{7=12%;8=12%},,
247009,2471,9,,,{90=800},,
247010,2471,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
247011,2471,11,,,{23=1200},,
247012,2471,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
248002,2481,2,,,{24=200},,
248003,2481,3,,,{7=5%;8=5%},,
248004,2481,4,,,{1=5%},,
248005,2481,5,,,{7=5%;8=5%},,
248006,2481,6,,,{11=300},,
248007,2481,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
248008,2481,8,,,{7=10%;8=10%},,
248009,2481,9,,,{11=600},,
248010,2481,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
248011,2481,11,,,{23=1000},,
248012,2481,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
249002,2491,2,,,{24=200},,
249003,2491,3,,,{7=6%;8=6%},,
249004,2491,4,,,{1=6%},,
249005,2491,5,,,{7=6%;8=6%},,
249006,2491,6,,,{12=400},,
249007,2491,7,,,{1=12%},\n解锁竞技玩法伤害加成被动技能,
249008,2491,8,,,{7=12%;8=12%},,
249009,2491,9,,,{12=800},,
249010,2491,10,,,{22=1200},\n解锁竞技玩法伤害减免被动技能,
249011,2491,11,,,{23=1200},,
249012,2491,12,,,{1=10%;7=10%;8=10%;9=10%;10=10%;13=10%},,
250001,2501,,,,,,
251001,2511,,,,,,
252001,2521,,,,,,
253001,2531,,,,,,
254001,2541,,,,,,
255001,2551,,,,,,
256001,2561,,,,,,
257001,2571,,,,,,
258001,2581,,,,,,
259002,2591,2,,,{25=200},,
259003,2591,3,,,{9=5%;10=5%},,
259004,2591,4,,,{1=5%},,
259005,2591,5,,,{9=5%;10=5%},,
259006,2591,6,,,{25=300},,
259007,2591,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
259008,2591,8,,,{9=10%;10=10%},,
259009,2591,9,,,{25=600},,
259010,2591,10,,,{22=1000},\n解锁竞技玩法伤害加成被动技能,
259011,2591,11,,,{23=1000},,
259012,2591,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
260001,2601,,,,,,
261002,2611,2,,,{24=200},,
261003,2611,3,,,{7=5%;8=5%},,
261004,2611,4,,,{1=5%},,
261005,2611,5,,,{7=5%;8=5%},,
261006,2611,6,,,{24=300},,
261007,2611,7,,,{1=10%},\n解锁竞技玩法伤害加成被动技能,
261008,2611,8,,,{7=10%;8=10%},,
261009,2611,9,,,{24=600},,
261010,2611,10,,,{22=1000},\n解锁竞技玩法伤害减免被动技能,
261011,2611,11,,,{23=1000},,
261012,2611,12,,,{1=5%;7=5%;8=5%;9=5%;10=5%;13=5%},,
262001,2621,,,,,,
263002,2631,2,,,{25=200},,
263003,2631,3,,,{9=5%;10=5%},,
263004,2631,4,,,{1=5%},,
263005,2631,5,,,{7=5%;8=5%},,
263006,2631,6,,,{91=300},,
263007,2631,7,,,{1=10%},\n解锁竞技玩法伤害减免被动技能,
