变量名,scene_id,_name,round,monsters,bossMark,showInfo,posAdjust,bossLifeCount,rebornSeq,hpC,speedC,damageC,specialDamageC,defenceC,specialDefenceC,bkCsv,storys,winStories,failStories,storyNames,weatherTypeId,monsters3,defenceC2,specialDefenceC2,specialDamageC2,speedC2,bossMark2,damageC2,monsters2,multiTeamNum,hpC2,damageC3,defenceC3,hpC3,specialDamageC3,specialDefenceC3,speedC3
80301,80042,,1,<0;0;0;0;300421;0>,,,,,,,,,,,,csv.stage.s,<<1;80001>>,,,,,,,,,,,,,,,,,,,,
80302,80042,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80303,80042,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80304,80042,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80305,80042,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80306,80042,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80307,80042,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80308,80042,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80309,80042,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80310,80042,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80311,80042,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80312,80042,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80313,80043,,1,<292593;292593;292593;0;300431;0>,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80314,80043,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80315,80043,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80316,80043,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80317,80043,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80318,80043,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80319,80043,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80320,80043,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80321,80043,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80322,80043,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80323,80043,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80324,80043,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80325,80044,,1,<0;0;0;300441;0;300442>,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80326,80044,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80327,80044,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80328,80044,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80329,80044,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80330,80044,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80331,80044,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80332,80044,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80333,80044,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80334,80044,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80335,80044,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80336,80044,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80337,80045,,1,<291911;297031;294141;293171;300451;294031>,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,<290403;291972;291653;293231;300452;297091>,4,,,,,,,
80338,80045,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80339,80045,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80340,80045,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80341,80045,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80342,80045,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80343,80045,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80344,80045,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80345,80045,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80346,80045,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80347,80045,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80348,80045,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80349,80046,,1,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80350,80046,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80351,80046,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80352,80046,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80353,80046,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80354,80046,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80355,80046,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80356,80046,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80357,80046,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80358,80046,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80359,80046,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80360,80046,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80361,80051,,1,<291314;291504;291253;292233;300511;291911>,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80362,80051,,2,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80363,80051,,3,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80364,80051,,4,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80365,80051,,5,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80366,80051,,6,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80367,80051,,7,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80368,80051,,8,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80369,80051,,9,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80370,80051,,10,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80371,80051,,11,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80372,80051,,12,,,,,,,,,,,,,csv.stage.s,,,,,,,,,,,,,,,,,,,,,
80373,80101,,1,<290551;293471;290691;290541;301011;290541>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80374,80101,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80375,80101,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80376,80101,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80377,80101,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80378,80101,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80379,80101,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80380,80101,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80381,80101,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80382,80101,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80383,80101,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80384,80101,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80385,80102,,1,<292871;293011;291861;292301;301021;291851>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80386,80102,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80387,80102,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80388,80102,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80389,80102,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80390,80102,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80391,80102,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80392,80102,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80393,80102,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80394,80102,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80395,80102,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80396,80102,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80397,80103,,1,<290381;290552;291352;291081;301031;292031>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80398,80103,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80399,80103,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80400,80103,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80401,80103,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80402,80103,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80403,80103,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80404,80103,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80405,80103,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80406,80103,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80407,80103,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80408,80103,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80409,80104,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80410,80104,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80411,80104,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80412,80104,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80413,80104,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80414,80104,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80415,80104,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80416,80104,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80417,80104,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80418,80104,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80419,80104,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80420,80104,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80421,80105,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80422,80105,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80423,80105,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80424,80105,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80425,80105,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80426,80105,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80427,80105,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80428,80105,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80429,80105,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80430,80105,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80431,80105,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80432,80105,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80433,80106,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80434,80106,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80435,80106,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80436,80106,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80437,80106,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80438,80106,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80439,80106,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80440,80106,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80441,80106,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80442,80106,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80443,80106,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80444,80106,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80445,80111,,1,<290021;293301;290801;292491;301111;292031>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80446,80111,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80447,80111,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80448,80111,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80449,80111,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80450,80111,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80451,80111,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80452,80111,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80453,80111,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80454,80111,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80455,80111,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80456,80111,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80457,80112,,1,<292921;291353;292922;292923;301121;292924>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80458,80112,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80459,80112,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80460,80112,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80461,80112,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80462,80112,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80463,80112,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80464,80112,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80465,80112,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80466,80112,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80467,80112,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80468,80112,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80469,80113,,1,<0;0;0;0;301131;0>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80470,80113,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80471,80113,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80472,80113,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80473,80113,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80474,80113,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80475,80113,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80476,80113,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80477,80113,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80478,80113,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80479,80113,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80480,80113,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80481,80114,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80482,80114,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80483,80114,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80484,80114,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80485,80114,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80486,80114,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80487,80114,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80488,80114,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80489,80114,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80490,80114,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80491,80114,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80492,80114,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80493,80115,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80494,80115,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80495,80115,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80496,80115,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80497,80115,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80498,80115,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80499,80115,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80500,80115,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80501,80115,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80502,80115,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80503,80115,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80504,80115,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80505,80116,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80506,80116,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80507,80116,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80508,80116,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80509,80116,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80510,80116,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80511,80116,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80512,80116,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80513,80116,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80514,80116,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80515,80116,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80516,80116,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80517,80121,,1,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80518,80121,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80519,80121,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80520,80121,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80521,80121,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80522,80121,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80523,80121,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80524,80121,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80525,80121,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80526,80121,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80527,80121,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80528,80121,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80529,80122,,1,<292871;292871;292871;292872;301221;292872>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80530,80122,,2,<291861;291862;291863;0;301222;0>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80531,80122,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80532,80122,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80533,80122,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80534,80122,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80535,80122,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80536,80122,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80537,80122,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80538,80122,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80539,80122,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80540,80122,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80541,80123,,1,<0;0;0;291851;301231;291851>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80542,80123,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80543,80123,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80544,80123,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80545,80123,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80546,80123,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80547,80123,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80548,80123,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80549,80123,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80550,80123,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80551,80123,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80552,80123,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80553,80124,,1,<0;0;0;301241;0;291772>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80554,80124,,2,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80555,80124,,3,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80556,80124,,4,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80557,80124,,5,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80558,80124,,6,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80559,80124,,7,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80560,80124,,8,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80561,80124,,9,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80562,80124,,10,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80563,80124,,11,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80564,80124,,12,,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
80565,80125,,1,<291921;291921;291921;291921;301251;291921>,,,,,,,,,,,,csv.stage.qf,,,,,,,,,,,,,,,,,,,,,
