变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect
524973,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,9,,,,1,<1>,"{1={triggerPoint=2;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder={input=selfForce|nodead;process=attrDiffer(""natureType"", {14,8})|random(2)};cfgId=5561261;prob=1;lifeRound=2}>;<{value=0;holder=1;caster=1;cfgId=524983;lifeRound=1}>>};2={triggerPoint=13;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder={input=selfForce|nodead;process=attrDiffer(""natureType"", {14,8})|random(2)};cfgId=5561261;prob=1;lifeRound=2}>>}}",,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524974,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;cfgId=524975;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>;<{lifeRound=999;cfgId=524981;value=<list(target:normalSkill():getId());list(55617);<1>>;caster=2;holder=1;bond=1;prob=1}>;<{lifeRound=999;cfgId=524982;value=<1;0;list(1,0,0);10>;caster=2;holder=1;bond=1;prob=1}>>}}",,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524975,,,,,silence,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0>,,1,<1>,,,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524981,,,,,replaceSkill,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524982,,,,,alterRoundAttackInfo,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;1;2>,,1,<1>,,,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524983,,,,,kill,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,1,<1>,,,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
524987,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=13;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<5566;target:id();0;1.5;1;{specialDefault=1};0;<>;0;0;1>;holder={input=selfForce|nodead;process=random(1)};caster=1;prob=1;cfgId=524988}>>}},,,,,,,,,,,,,,,<9998;9999;3006>,,,,,,,,,
524988,,,,,summon,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<2>,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=20;cfgId=5561822;prob=1;lifeRound=999}>;<{value=0;caster=2;holder=20;cfgId=5561823;prob=1;lifeRound=2}>;<{value=0;holder=20;caster=2;cfgId=5561824;lifeRound=999}>;<{value=0;caster=20;holder=11;cfgId=5561834;prob=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
525010,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;holder=2;value=<2;2;1>;caster=2;cfgId=525012}>;<{value=0;holder=2;caster=2;cfgId=525021;lifeRound=999}>;<{value=0;holder=2;caster=2;cfgId=525031;lifeRound=999}>;<{lifeRound=999;value=<0>;holder=2;caster=2;prob=target2:natureIntersection(list(14)) and 1 or 0;cfgId=525041}>;<{lifeRound=1;value=<1;1;1>;holder=2;caster=2;prob=1;cfgId=525011}>>}},,,,,,,<{type=2;limit=1}>,1,,,,,,,<3017>,,{gameEnd=0;wave=0},,,,,,,
525011,,,,,stealth,,,2,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},battle/txt/txt_ys1.png,,,,,,,,,,,,,<<10;1>;<14;1>>,,,,,,<30473>,,,,,,,,,,,,
525012,,,,,alterDmgRecordVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{calcInternalDamageFinish=<setValue(list(""calFinalDamage""),moreE(countObjByBuffExGroup(target:force(),list(),list(c.yinshen_oc()),list()),4-(moreE(target:skillLv(52143),3) and 1 or 0)-(moreE(target:skillLv(52143),6) and 1 or 0)) and list(calFinalDamage*(1-(0.045+0.025*target:skillLv(52143)))) or list(calFinalDamage) )>}>",,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,
525021,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=29;onSomeFlag=<exitInTab(trigger.beAddBuff:getGroup(),list(c.yinshen_oc())) and less(target:getBuffOverlayCount(525022),2+(moreE(self:skillLv(52143),2) and 1 or 0)+(moreE(self:skillLv(52143),8) and 1 or 0))>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=525022;prob=1;lifeRound=999}>;<{value=0;holder=2;caster=2;cfgId=525024;lifeRound=1}>>}}",,,,,,,,,,,,<30473>,,,<3017>,,,,,,,,,
525022,,,,,,,,2,,,,,,,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,<9998;9999;3006>,,{gameEnd=0;wave=0},,,,,,,
525023,,,,,damageSub,,,2,1025,,,,,,2,4,,,battle/buff_icon/logo_shjm_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shjmtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525024,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=32;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=500+(moreE(self:skillLv(52143),5) and 500 or 0)+(skillLevel >= 8 and 5 or 0);caster=2;holder={input=selfForce|nodead;process=attrDiffer(""natureType"", {14})};cfgId=525023;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,<30473>,,,<3017>,,,,,,,,,
525031,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=50;onSomeFlag=<exitInTab(trigger.buffGroupId,list(c.yinshen_oc())) and less(target:getBuffOverlayCount(525032),2+(moreE(self:skillLv(52143),5) and 1 or 0))>;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<1;1;1>;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {14})|buffDifferExclude('group',{c.yinshen_oc()})|random(1)};caster=2;prob=1;cfgId=525033}>>}}",,,,,,,,,,,,,,,<3017>,,,,,,,,,
525032,,,,,,,,2,,,,,,,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,<30473>,,,<9998;9999;3006>,,{gameEnd=0;wave=0},,,,,,,
525033,,,,,stealth,,,2,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},battle/txt/txt_ys1.png,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=2;cfgId=525032;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,
525041,,,,,aura,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,<{input=enemyForce|nodead}>,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=0;caster=2;holder=20;cfgId=525042;prob=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
525042,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=32;onSomeFlag=<moreE(target:mp1(),target:mp1Max()) and less(self:getBuffOverlayCount(525043),2+(moreE(self:skillLv(52143),4) and 1 or 0)+(moreE(self:skillLv(52143),7) and 1 or 0)) and not target:hasBuff(525044)>;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=50+(moreE(self:skillLv(52143),4) and 50 or 0);cfgId=525045;caster=2;holder=1;bond=1;lifeRound=999}>;<{value=0;caster=2;holder={input=all|nodead;process=filterByRules({{""filterSelfForce()"",""attrDiffer('natureType', {14})""},{""filterEnemyForce()"",""buffDifferExclude('group',{c.fly_oc()})""}},99)|random(1)};cfgId=4104617;prob=1;lifeRound=1}>;<{value=0;caster=2;holder={input=all|nodead;process=filterByRules({{""filterSelfForce()"",""attrDiffer('natureType', {14})""},{""filterEnemyForce()"",""buffDifferExclude('group',{c.fly_oc()})""}},99)|random(1)};cfgId=4104617;prob=moreE(self:skillLv(52143),4) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525043,,,,,,,,2,,,,,,,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,<30473>,,,<9998;9999;3006>,,{gameEnd=0;wave=0},,,,,,,
525044,,,,,,,,2,,,,,,,6,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,<9998;9999;3006>,,{gameEnd=0;wave=0},,,,,,,
525045,,,,,addMp1Max,,,2,13034,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=525043;lifeRound=999}>;<{value=0;holder=1;caster=2;cfgId=525044;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525052,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,"{1={triggerPoint=1;onSomeFlag=<self:hasBuff(525010)>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=1;holder=1;value=<1;1;1>;caster=2;cfgId=525053}>;<{value=1000+(moreE(self:skillLv(52143),5) and 500 or 0);holder=1;caster=2;cfgId=525054;lifeRound=2}>>}}",,,,,,,,1,,,,,,,<3001;3006;9999>,,{gameEnd=0;wave=0},,,,,,,
525053,,,,,stealth,,,2,9101,,,,,,1,1,,,battle/buff_icon/logo_ys.png,,,,,,,,,,,,,,,,,,,{args={value=0.5};typ=opacity},battle/txt/txt_ys1.png,,,,,,,,,,,,,,,,,,,<30473>,,,,,,,,,,,,
525054,,,,,damageAdd,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjc_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_shtg.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525110,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=525120;lifeRound=99}>;<{value=0;cfgId=525130;caster=2;holder=1;bond=1;lifeRound=99}>>};2={triggerPoint=42;effectFuncs=<castBuff>;funcArgs=<<{value=0;cfgId=525151;holder={input=allEx(list(c.weizhuang_oc()));process=selfSeat()};bond=1;caster=2;lifeRound=99}>>}},,,,,,,,,,,,,,,<3017>,,{gameEnd=0;wave=0},,,,,,,
525120,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=3;onSomeFlag=<lessE(getNowRound(),5)>;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=200+(moreE(self:skillLv(52144),2) and 100 or 0)+(moreE(self:skillLv(52144),5) and 100 or 0);caster=2;holder=1;cfgId=525121;prob=target:natureIntersection(list(4))  and 1 or 0;lifeRound=99}>;<{value=200+(moreE(self:skillLv(52144),2) and 100 or 0)+(moreE(self:skillLv(52144),5) and 100 or 0);caster=2;holder=1;cfgId=525122;prob=target:natureIntersection(list(3))  and 1 or 0;lifeRound=99}>;<{value=200+(moreE(self:skillLv(52144),2) and 100 or 0)+(moreE(self:skillLv(52144),5) and 100 or 0);caster=2;holder=1;cfgId=525123;prob=target:natureIntersection(list(2))  and 1 or 0;lifeRound=99}>;<{value=0;caster=2;holder=1;cfgId=525124;prob=target:natureIntersection(list(13))  and 1 or 0;lifeRound=99}>>}}",,,,,,,,,,,,,,,<3017>,,{gameEnd=0;wave=0},,,,,,,
525121,,,,,cure,,,,3085,,,,,,6,5,,,battle/buff_icon/logo_zll_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_zlltg.png,,,,,,,,,,,,,,,,,,,<30474>,,,,<1;10>,,,,,,,,
525122,,,,,strikeResistance,,,2,1026,,,,,,6,5,,,battle/buff_icon/logo_bjkx_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjkxtg.png,,,,,,,,,,,,,,,1,,,,<30474>,,,,<1;10>,,,,,,,,
525123,,,,,strike,,,,,,,,,,6,5,,,battle/buff_icon/logo_bjl_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bjltg.png,,,,,,,,,,,,,,,,,,,<30474>,,,,<1;10>,,,,,,,,
525124,,,,,,,,2,1030,,,,,,6,5,,,battle/buff_icon/logo_sf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_sftg.png,,,,,,,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=target:Bdefence()*(0.02+(moreE(self:skillLv(52144),2) and 0.01 or 0)+(moreE(self:skillLv(52144),5) and 0.01 or 0));cfgId=525125;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>;<{value=target:BspecialDefence()*(0.02+(moreE(self:skillLv(52144),2) and 0.01 or 0)+(moreE(self:skillLv(52144),5) and 0.01 or 0));cfgId=525126;caster=2;bond=1;holder=1;lifeRound=999;prob=1}>>}}",,,,,,,,,,,,<30474>,,,<2038>,,,,,,,,,
525125,,,,,defence,,,2,2021,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525126,,,,,specialDefence,,,2,2022,,,,,,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525130,,,,,buff1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerTimes=<1;1>;triggerPoint=18;onSomeFlag=<lessThan(self:hp()/self:hpMax(),0.3+(moreE(self:skillLv(52144),3) and 0.1 or 0)+(moreE(self:skillLv(52144),7) and 0.1 or 0))>;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder=1;caster=2;cfgId=525131;lifeRound=2}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
525131,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=525132;prob=1;lifeRound=2}>;<{value=1;cfgId=525141;holder={input=selfForce|nodead;process=exclude(list(csvSelf:id()))|attrDiffer(""natureType"", {2,3,4,13})};caster=2;bond=1;lifeRound=2;prob=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,
525132,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=2;value=<5497;99;0;(0.8+(moreE(self:skillLv(52144),6) and 0.1 or 0)+(moreE(self:skillLv(52144),7) and 0.1 or 0));1;{initMp1=0;speed=1;mp1Max=1};1;{dealGroup=10;y=0;x=0;followMark=1036}>;holder=1;caster=2;prob=1;cfgId=525133}>>}}",,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525133,,,,,summon,,,2,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_bchy.png,,,,<2>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=0;cfgId=525134;caster=2;bond=2;holder=20;lifeRound=999;prob=1}>;<{lifeRound=999;cfgId=525135;value=<2;0;1;1;1>;caster=20;holder=1;bond=2;prob=1}>;<{lifeRound=999;cfgId=525136;value=<1;2;19;100>;caster=20;holder=1;bond=2;prob=1}>;<{value=0;cfgId=525137;caster=2;bond=2;holder=20;lifeRound=999;prob=1}>;<{value=0;cfgId=525139;caster=1;bond=2;holder=1;lifeRound=999;prob=1}>>};2={triggerPoint=2;effectFuncs=<castBuff>;funcArgs=<<{value=0;holder={input=selfForceEx(list(1036));process=selectObjSeat()};caster=2;cfgId=525138;lifeRound=1}>>};3={triggerPoint=5;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(1.5+(moreE(self:skillLv(52144),7) and 0.5 or 0));caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|random(1)};cfgId=525140;prob=1;lifeRound=1}>>}}",,,,,,,,,,,,<30474>,,,<2018>,,{gameEnd=0;wave=0},,,,,,,
525134,,,,,stun,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525135,,,,,replaceTarget,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0>,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525136,,,,,damageAllocate,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525137,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=13;effectFuncs=<castBuff>;funcArgs=<<{value=self:damage()*(2+(moreE(self:skillLv(52144),3) and 1 or 0)+(moreE(self:skillLv(52144),7) and 1 or 0));caster=2;holder=2;cfgId=525143;prob=1;lifeRound=2}>>}}",,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525138,,,,,kill,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,,,,,,,,,,,,,,,,,,,,{gameEnd=0;wave=0},,,,,,,
525139,,,,,stun,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,{args={lifebar={isShow=FALSE};sprite={isShow=FALSE}};typ=hide},,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525140,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/eguipeng_buff/egp_buff.skel,attack_jtbbc,,,,,TRUE,,,,,,,<{processId=3;damageType=0;natureType=4}>,,,,,,4,,,,,,,,,,,,,<4004;4021;9998>,,,,,,,,,
525141,,,,,buff1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=6;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*(1.5+(moreE(self:skillLv(52144),7) and 0.5 or 0));caster=2;holder=8;cfgId=525140;prob=less(self:getBuffOverlayCount(525142),2+(moreE(self:skillLv(52144),6) and 1 or 0)) and 1 or 0;lifeRound=1}>;<{value=0;caster=2;holder=2;cfgId=525142;prob=1;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9999>,<1;10>,,,,,,,,
525142,,,,,,,,,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,,,6,,,,,,,,,,,,,,,,,,,,,,
525143,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,buff/zhiliao/zhiliao.skel,zhiliao_lv,,,,,,,,,battle/txt/txt_hf.png,,,,,1,<1>,,,,,,,,,1,,,,,,,<3017>,,{gameEnd=0;wave=0},,,,,,,
525151,,,,,buff1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=13;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*(1.5+(moreE(self:skillLv(52144),4) and 0.5 or 0)+(moreE(self:skillLv(52144),8) and 0.4 or 0));caster=2;holder={input=enemyForce|nodead;process=attr(""hp"",""min"",1)};cfgId=525152;prob=lessE(self:skillLv(52144),7) and 1 or 0;lifeRound=1}>;<{value=self:damage()*(1.5+(moreE(self:skillLv(52144),4) and 0.5 or 0)+(moreE(self:skillLv(52144),8) and 0.4 or 0));caster=2;holder={input=enemyForce|nodead;process=attr(""hp"",""min"",2)};cfgId=525152;prob=more(self:skillLv(52144),7) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,<9999>,<1;10>,,,,,,,,
525152,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,buff/eguipeng_buff/egp_buff.skel,attack_jtbbc,,,,,TRUE,,,,,,,<{processId=3;damageType=0;natureType=4}>,,,,,,4,,,,,,,,,,<30474>,,,<4004;4021;9998>,,,,,,,,,
525210,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=525211;prob=target2:flag(7231) and 1 or 0;lifeRound=3+(moreE(self:skillLv(52145),2) and 1 or 0)+(moreE(self:skillLv(52145),5) and 1 or 0)}>;<{value=1;caster=2;holder=2;cfgId=525212;prob=target2:flag(7231) and 0 or 1;lifeRound=3}>;<{value=1;caster=2;holder=2;cfgId=525220;prob=target2:flag(7231) and 1 or 0;lifeRound=999}>;<{value=1;caster=2;holder=2;cfgId=525214;prob=1;lifeRound=999}>;<{value=1;cfgId=525231;caster=2;bond=1;holder=11;lifeRound=999;prob=1}>;<{value=1;cfgId=525251;caster=2;bond=1;holder=2;lifeRound=999;prob=self:natureIntersection(list(9))  and 1 or 0}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,
525211,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=24;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;holder=2;value=<list();list();list(c.zhangaiwuflag_oc())>;caster=2;cfgId=525216}>>}},,6,,,,,,1,,,,,,,,,,,,,,,,
525212,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=7;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=1;value=<1;99;1>;holder=2;caster=2;prob=1;cfgId=525213}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525213,,,,,alterDmgRecordVal,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{damageAdd=<setValue(list(""damageAdd""),list(ifElse(target:hasBuffFlag(2039),attacker:damageAdd()*10000+2000,attacker:damageAdd()*10000)))>;reduce=<setValue(list(""defenceIgnore""),list(ifElse(target:hasBuffFlag(2039),attacker:defenceIgnore()*10000+5000,attacker:defenceIgnore()*10000)))>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
525214,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<1;99;1>;holder=1;caster=2;prob=1;cfgId=525215}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525215,,,,,alterDmgRecordVal,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<{finalRate=<setValue(list(""finalDamageAdd""),(exitInTab(processId,list(48,49,52,53)) ) and list(env:finalDamageAdd()*10000+((7+attacker:skillLv(52145) *2-2))*100) or  list(env:finalDamageAdd()*10000 ) )>}>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,
525216,,,,,ignoreSpecBuff,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,,,,,,,,,,
525217,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;effectFuncs=<castBuff>;onSkillType=3;funcArgs=<<{value=1;caster=2;holder=8;cfgId=525221;prob=self:hasBuff(525211) and 1  or 0;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525218,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={effectFuncs=<castBuff>;triggerPoint=8;onSomeFlag=<(getExtraRoundId()==7231228)>;onSkillType=2;funcArgs=<<{value=1;caster=2;holder=8;cfgId=525224;prob=self:hasBuff(525211) and 1  or 0;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525219,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=8;effectFuncs=<castBuff>;onSkillType=1;funcArgs=<<{value=1;caster=2;holder=8;cfgId=525227;prob=self:hasBuff(525211) and 1  or 0;lifeRound=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=1;caster=2;holder=1;cfgId=525217;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=1;cfgId=525218;prob=1;lifeRound=999}>;<{value=1;caster=2;holder=1;cfgId=525219;prob=1;lifeRound=999}>>}},,,,,,,,1,,,,,,,,,,,,,,,,
525221,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:damage()*(self:flagZ1() and 1.3 or 1.1);caster=2;holder=1;cfgId=525222;prob=target2:hasBuffFlag(2019) and 1 or 0;lifeRound=1}>;<{lifeRound=1;value=<list(c.huduns_oc());-self:damage()*(self:flagZ1() and 1.3 or 1.1)>;holder=1;caster=2;prob=1;cfgId=525223}>>}},,,,,,,,,,,,,,,<9998;9999>,,,,,,,,,
