变量名,_beizhu,triggerTime,lastTime,needAutoJump,canSkip,isFirstGate,isOver,storyType,guideArgs,showType,choices,gotoStep,force,useRoleFigure,unitId,offPos,talkSelect,talkContent,talkContent_tw,talkContent_en,talkContent_vn,talkContent_kr,topTalk,topTalk_tw,topTalk_en,topTalk_vn,topTalk_kr,topTalkPos,topPosX,topPosY,playmp4,headRes,headPos,roleName,roleName_tw,roleName_en,roleName_vn,roleName_kr,bgRes,tagName,animate,animateAngle,animatePos,anyPosCancel,lightSize
100515,,,90000,1,,,,,,3,,,,,,,,,,,,,与我相邻的人都在说谎,,,,,11,,,,,,,,,,,,,,,,,
100516,,,90000,1,,,,,,3,,,,,,,,,,,,,我们当中有一个人不说谎,,,,,12,,,,,,,,,,,,,,,,,
100601,,,2000,,,,,,,,,,,,,,,探险手册的指引到摩天轮就结束了，在通过摩天轮的考验后，你们不知道下一步该去哪里。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100602,,,2000,,,,,,,,,,,,,,,你们将之前收集到的六块石板拼合起来，发现背面竟然绘着一副地图，这个地图要比探险手册上的地图更详细，并且指明了湖中神殿的钥匙所在的位置。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100603,,,2000,,,,,,,,,,,,,,,你们收起石板，前往地图上指引的钥匙所在地，在经过一个水上乐园时，你们发现几个不良少年正在岸边上踢打着什么东西。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100604,,,2000,,,,,,,,,,,<29>,,,,怎么会有这么丑的宝可梦啊，你再给我跑啊,,,,,,,,,,,,,,,,,,,,,,,,,,,
100605,,,2000,,,,,,,,,,2,,1771,{y=-100;x=150},,呜噜……（在地面上笨拙地弹跳着）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100606,,,2000,,,,,,,,,,,<0>,,{y=0;x=-100},,快住手！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100607,,,2000,,,,,,,,,,2,<27>,,,,你们到底在干什么！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100608,,,2000,,,,,,,,,,,<2>,,,,就是嘛，为什么要欺负它！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100609,,,2000,,,,,,,,,,2,<29>,,,,你们是谁啊，多管闲事的家伙，看来得好好教训你们一顿才行。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100610,,,2000,,,,,,,,<100601;100602>,,,<0>,,{y=0;x=-100},,……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100612,,,2000,,,,,,,,,,,,,,,你们治好了丑丑鱼的伤势，但是你们的无视让不良少年很生气。（敌方获得伤害加成）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100614,,,2000,,,,,,,,,,,,,,,你们决定先赶跑不良少年，等之后再照顾受伤的丑丑鱼。（丑丑鱼开场将处在重伤状态）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100616,,,2000,,,,,,,,,,,,,,,成功赶跑不良少年并稳定了丑丑鱼的伤势后，丑丑鱼非常感激你们，于是你决定先将它收服到精灵球中，等探险结束再对它进行进一步的治疗。救援丑丑鱼的小插曲告一段落，你们重整行囊，继续向着石板上标注的藏宝地前进……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100701,,,2000,,,,,,,,,,,,,,,你们终于来到了石板标示的地点，但是这里四周都是荒漠，根本不像是有建筑的样子，奇怪的是荒漠中央伫立着六根颜色各异的柱子，这些颜色让你们觉得莫名眼熟，总觉得在哪里见过……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100703,,,2000,,,,,,,,,,,,,,,顺利解开了石阵谜题后，大地开始轰隆隆的震颤，有什么东西从沙土中渐渐升起，不一会，一座低矮的石龛出现在你们面前，石龛当中放着一尊精美的美纳斯雕像，雕像上似乎有什么东西在阳光下闪耀着斑斓的色彩……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100801,,,2000,,,,,,,,,,,,,,,正当你们准备拿取雕像时，一片黑影笼罩了你们，仿佛阳光被什么东西挡住了，你们抬头一看，是一架巨大的空中飞艇，就在你们抬头看天空的空当，一只机械手臂抢先一步将美纳斯雕像从石龛中拿了起来，并快速地收回飞艇中。,,,,,,,,,,,,,,,,,,,,,,,,,,,
100802,,,2000,,,,,,,,,,,,211,{y=-200;x=200},,到手了，喵！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100803,,,2000,,,,,,,,,,2,<2>,,,,是火箭队他们！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100804,,,2000,,,,,,,,,,,<36>,,,,既然你诚心诚意地发问了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100805,,,2000,,,,,,,,,,2,<35>,,,,那我就大发慈悲地告诉你！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100806,,,2000,,,,,,,,,,,<36>,,,,为了防止世界被破坏！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100807,,,2000,,,,,,,,,,2,<35>,,,,为了守护世界的和平！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100808,,,2000,,,,,,,,,,,<36>,,,,贯彻爱与真实的邪恶！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100809,,,2000,,,,,,,,,,2,<35>,,,,可爱又迷人的反派角色！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100810,,,2000,,,,,,,,,,,<36>,,,,武藏！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100811,,,2000,,,,,,,,,,2,<35>,,,,小次郎！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100812,,,2000,,,,,,,,,,,<36>,,,,我们是穿梭在银河的火箭队！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100813,,,2000,,,,,,,,,,2,<35>,,,,白洞，白色的明天在等着我们！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100814,,,2000,,,,,,,,,,,,211,{y=-200;x=200},,就是这样，喵！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100815,,,2000,,,,,,,,,,2,<36>,,,,果然只要跟着你们，就能不费吹灰之力地找到最终的宝藏啊！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100816,,,2000,,,,,,,,,,,<35>,,,,美纳斯和宝藏我们就收下了，哈哈哈哈哈！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100817,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,上吧，皮卡丘！拿回属于我们的美纳斯雕像！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100819,,,2000,,,,,,,,,,,,,,,经过一番战斗，美纳斯雕像意外飞出了飞艇外，你伸手想要去抓住雕像，却也意外地掉下了飞艇……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100901,,,2000,,,,,,,,,,,,,,,意外发生得太突然，飞船上的伙伴们急忙派出宝可梦帮忙，但是由于高度相差太多，眼见你就要坠入湖中……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100902,,,2000,,,,,,,,,,,,,,,就在这时，丑丑鱼忽然自行从精灵球中跳了出来，触碰到了雕像上的反射着斑斓光芒的部分，顿时，一道白光闪过，你感觉被什么东西托了起来……,,,,,,,,,,,,,,,,,,,,,,,,,,,
100903,,,2000,,,,,,,,,,,<27>,,,,是美纳斯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100904,,,2000,,,,,,,,,,2,<2>,,,,哇，丑丑鱼进化成了美纳斯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100905,,,2000,,,,,,,,,,,<0>,,{y=0;x=-100},,呼，得救了，谢谢你啊，丑丑鱼……不，美纳斯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100906,,,2000,,,,,,,,,,2,,1772,{y=-150;x=150},,（亲昵地用脖子在你的脖子上蹭了蹭）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100907,,,2000,,,,,,,,,,,<35>,,,,天呐！是美纳斯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100908,,,2000,,,,,,,,,,2,<36>,,,,哇，美纳斯真是太美了，快给我上！我一定要收服它！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100909,,,2000,,,,,,,,,,,,1772,{y=-150;x=150},,（美纳斯将你轻轻放在岸边，昂首迎向火箭队一行人）,,,,,,,,,,,,,,,,,,,,,,,,,,,
100910,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,我们一起并肩作战吧！美纳斯！,,,,,,,,,,,,,,,,,,,,,,,,,,,
100912,,,2000,,,,,,,,,,,,,,,在美纳斯的帮助下，你们轻松地击败了火箭队一行，并得以进入湖中神殿，你们作为第一个到达终点的队伍，赢得了本次探险活动的最终胜利……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200001,,,2000,,,,,,,,,,,,,,,你们打算前往美丽的湖边山谷春游，来到山谷却发现湖泊已由于未知原因干涸，湖边原本盎然的花草也已经枯死。,,,,,,,,,,,,,,,,,,,,,,,,,,,
200002,,,2000,,,,,,,,,,,,,,,在湖泊干涸形成的河谷中，小智等人遇到了一大群呆呆兽，似乎是因为栖息地的环境变化，呆呆兽们对你们这些外来者表露出了很大的敌意……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200101,,,2000,,,,,,,,,,,,,,,石碑上的图案讲述了持有王者的信物的呆呆兽在被大舌贝咬住脑袋后进化成为呆呆王的故事，但是在此之前，呆呆兽需要通过大舌贝的考验……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200102,,,2000,,,,,,,,,,,<2>,,,,如果被大舌贝咬到尾巴的话，呆呆兽就没法进化成呆呆王了,,,,,,,,,,,,,,,,,,,,,,,,,,,
200103,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,嗯！让我们一起来帮帮呆呆兽吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200201,,,2000,,,,,,,,,,2,<27>,,,,好！接下来只要让大舌贝咬到呆呆兽的头顶，就可以进化成呆呆王了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200202,,,2000,,,,,,,,,,,<0>,,{y=0;x=-100},,要怎么样才能让大舌贝正好咬到头顶呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
200203,,,2000,,,,,,,,,,2,<36>,,,,既然你诚心诚意地发问了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200204,,,2000,,,,,,,,,,,<35>,,,,那我就大发慈悲地告诉你！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200205,,,2000,,,,,,,,,,2,<36>,,,,为了防止世界被破坏！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200206,,,2000,,,,,,,,,,,<35>,,,,为了守护世界的和平！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200207,,,2000,,,,,,,,,,2,<36>,,,,贯彻爱与真实的邪恶！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200208,,,2000,,,,,,,,,,,<35>,,,,可爱又迷人的反派角色！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200209,,,2000,,,,,,,,,,2,<36>,,,,武藏！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200210,,,2000,,,,,,,,,,,<35>,,,,小次郎！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200211,,,2000,,,,,,,,,,2,<36>,,,,我们是穿梭在银河的火箭队！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200212,,,2000,,,,,,,,,,,<35>,,,,白洞，白色的明天在等着我们！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200213,,,2000,,,,,,,,,,2,,211,{y=-200;x=200},,就是这样，喵！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200214,,,2000,,,,,,,,,,,<0>,,{y=0;x=-100},,火箭队！你们为什么会在这里！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200215,,,2000,,,,,,,,,,2,,211,{y=-200;x=200},,我们是来拿王者的信物的，喵！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200216,,,2000,,,,,,,,,,,<36>,,,,快去把那只呆呆兽抓过来！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200217,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,上吧！皮卡丘！保护好呆呆兽,,,,,,,,,,,,,,,,,,,,,,,,,,,
200301,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,接下来只要让大舌贝咬住拿着王者之证的呆呆兽就可以成功进化了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200401,,,2000,,,,,,,,,,,,,,,进化后的呆呆王告诉了你们环境发生如此变化的原因：原本居住于海中小岛上的三圣鸟失去了控制，导致气候和洋流都发生了变化，如果不加以阻止，世界将会走向毁灭……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200402,,,2000,,,,,,,,,,,<0>,,{y=0;x=-100},,怎么样才能阻止这一切呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
200403,,,2000,,,,,,,,,,,,,,,呆呆王告诉你们需要分别前往三圣鸟居住的岛屿取来三圣物，届时它会奏响洛奇亚之歌唤来海洋守护者平息这一切……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200404,,,2000,,,,,,,,,,,,,,,于是你们来到了第一座岛屿——火之岛，要想拿到火之圣物，需要通过火焰鸟设下的谜题：光暗相生，火光通明。,,,,,,,,,,,,,,,,,,,,,,,,,,,
200405,,,2000,,,,,,,,,,,<2>,,,,看来我们需要把所有的火把点亮,,,,,,,,,,,,,,,,,,,,,,,,,,,
200501,,,2000,,,,,,,,,,,,,,,你们紧接着来到了第二座岛屿——电之岛，圣物的周围设下了由不同电极组成的电网，看起来这就是闪电鸟设下的谜题,,,,,,,,,,,,,,,,,,,,,,,,,,,
200502,,,2000,,,,,,,,,,2,<27>,,,,看起来这正负电极就是破解谜题的关键，仔细观察它们的极性！只有将正负电极连接在一起，才能形成通路！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200601,,,2000,,,,,,,,,,,,,,,你们来到了最后一个圣物所在地——冰之岛，圣物被包裹在层层坚冰之中,,,,,,,,,,,,,,,,,,,,,,,,,,,
200602,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,看来要打破冰层才能取出圣物，但是要控制力量，不能把圣物破坏了,,,,,,,,,,,,,,,,,,,,,,,,,,,
200701,,,2000,,,,,,,,,,,,,,,集齐了圣物之后，呆呆王便开始演奏起了洛奇亚之歌，而此时三圣鸟一同出现，似乎打算阻止呆呆王……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200702,,,2000,,,,,,,,,,2,<0>,,{y=0;x=-100},,呆呆王，你专心演奏，这里就交给我们吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
200801,,,2000,,,,,,,,,,,,,,,海洋守护者——洛奇亚从海中升起，而火箭队一行人，为了通过拯救世界以继续他们的恶行，也加入了阻止三圣鸟的队伍……,,,,,,,,,,,,,,,,,,,,,,,,,,,
200901,,,2000,,,,,,,,,,,,,,,尽管动机不纯，但火箭队们拯救世界的义举还是值得肯定。于是你们决定用他们熟悉的方式将他们送离亚西亚岛……,,,,,,,,,,,,,,,,,,,,,,,,,,,
300001,,,2000,,,,,,,,,,2,<31>,,,,久违了，小智，这一天我已经期待很久了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300002,,,2000,,,,,,,,,,,<1>,,,,我也是，艾岚，这场战斗我们一定会赢的！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300003,,,2000,,,,,,,,,,,<1>,,,,甲贺忍蛙，让他们见识一下我们最强的一面吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300004,,,2000,,,,,,,,,,,<1>,,,,甲贺忍蛙，居合斩！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300005,,,2000,,,,,,,,,,2,<31>,,,,喷火龙，火焰拳！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300008,,,2000,,,,,,,,,,2,<31>,,,,喷火龙，没事吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
300009,,,2000,,,,,,,,,,2,,13,,,嗷呜！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300010,,,2000,,,,,,,,,,2,<31>,,,,小智，果然对于你们来说，用这种力量来挑战比较合适,,,,,,,,,,,,,,,,,,,,,,,,,,,
300011,,,2000,,,,,,,,,,,<1>,,,,来了吗？这是……,,,,,,,,,,,,,,,,,,,,,,,,,,,
300012,,,2000,,,,,,,,,,2,<31>,,,,喷火龙，回应我的心吧，进化钥匙！超越进化吧，超进化！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300015,,,2000,,,,,,,,,,2,,14,,,嚎！！（超级喷火龙X登场）,,,,,,,,,,,,,,,,,,,,,,,,,,,
300016,,,2000,,,,,,,,,,,<1>,,,,谢谢你艾岚，你们真的很强，但是，我和甲贺忍蛙的羁绊，是不可能输给你们的！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300017,,,2000,,,,,,,,,,,<1>,,,,甲贺忍蛙，还能战斗吗？,,,,,,,,,,,,,,,,,,,,,,,,,,,
300018,,,2000,,,,,,,,,,,,3303,{y=-80;x=60},,酷卡！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300019,,,2000,,,,,,,,,,,<1>,,,,我们还能变得更加更加强大！！上吧！！！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300025,,,2000,,,,,,,,,,,,7011,{y=-260;x=0},,（小智版甲贺忍蛙登场）,,,,,,,,,,,,,,,,,,,,,,,,,,,
300026,,,2000,,,,,,,,,,,<1>,,,,来吧，艾岚，这就是我们的全力！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300030,,,2000,,,,,,,,,,,<1>,,,,甲贺忍蛙，一起登上那无人知晓的巅峰吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
300031,,,2000,,,,,,,,,,,,7011,{y=-260;x=0},,酷卡！,,,,,,,,,,,,,,,,,,,,,,,,,,,
400001,,,2000,,,,,,,,,,,,,,,又到了新一年的夏日活动，你们打算前往美丽的夏日海岛度假。无意间从电视广告上听说了扇贝贝岛正在举办扇贝贝王争霸赛，只有拥有水水獭的训练家才能参赛，所以先去博士的研究所领养一只水水獭吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
400101,,,2000,,,,,,,,,,,,,,,你带着水水獭来到了比赛现场，水水獭对扇贝贝女王——水水可一见钟情，不料水水可非但对水水獭不理不睬，还对着双刃丸抛媚眼，水水獭非常生气，向情敌发起了挑战。,,,,,,,,,,,,,,,,,,,,,,,,,,,
400102,,,2000,,,,,,,,<400101;400102;400103>,,,,,,,为水水獭选择一个效果，双刃丸将获得其余的两个效果,,,,,,,,,,,,,,,,,,,,,,,,,,,
400201,,,2000,,,,,,,,,,,,,,,败给双刃丸的水水獭非常失落，于是你决定对水水獭展开特训，在最终的扇贝贝王大赛中获得胜利。第一项训练是走钢丝，水水獭需要保持自身的平衡，不能掉落到地上,,,,,,,,,,,,,,,,,,,,,,,,,,,
400301,,,2000,,,,,,,,,,,,,,,第二项特训内容是躲避球训练，锻炼水水獭的灵敏度，如果被球击中三次就会出局,,,,,,,,,,,,,,,,,,,,,,,,,,,
400401,,,2000,,,,,,,,,,,,,,,第三项特训内容是力量控制训练，水水獭必须控制好自己的力量才能通过考验哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
400501,,,2000,,,,,,,,,,,,,,,第四项特训内容是耐力训练，要静静地坐着不能乱动哦,,,,,,,,,,,,,,,,,,,,,,,,,,,
400601,,,2000,,,,,,,,,,,,,,,第五项特训内容是扇贝贝投掷训练，如何用一个扇贝贝击破远处的所有冰块呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
400701,,,2000,,,,,,,,,,,,,,,第六项特训内容是速度训练，谁能先跑到终点呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
400801,,,2000,,,,,,,,,,,,,,,扇贝贝王争霸赛如期而至，经过一系列的特训，水水獭能否击败对手成为扇贝贝王呢？,,,,,,,,,,,,,,,,,,,,,,,,,,,
400803,,,2000,,,,,,,,,,,,,,,水水獭最终获得了扇贝贝王大赛的第一名，却依然得不到水水可的心，水水獭身前的扇贝贝也因为过度悲伤而开裂，并因此失去了比赛资格……,,,,,,,,,,,,,,,,,,,,,,,,,,,
400901,,,2000,,,,,,,,,,,,,,,就在这时，火箭队又来捣乱了。大家一起齐心协力击败火箭队吧！,,,,,,,,,,,,,,,,,,,,,,,,,,,
606031,,,4500,1,,,,,,3,,,,,,,,,,,,,卡比很生气，后果很严重！,,,,,7,,,,,,,,,,,,,,,,,
606032,,,4500,1,,,,,,3,,,,,,,,,,,,,卡比很生气，后果很严重！,,,,,9,,,,,,,,,,,,,,,,,
606041,,,4500,1,,,,,,3,,,,,,,,,,,,,欺负我的话，爸爸不会放过你们的！,,,,,8,,,,,,,,,,,,,,,,,
606051,,,4500,1,,,,,,3,,,,,,,,,,,,,嘘 不要出声！,,,,,11,,,,,,,,,,,,,,,,,
606061,,,4500,1,,,,,,3,,,,,,,,,,,,,有我们在，孩子们就不会受伤！,,,,,7,,,,,,,,,,,,,,,,,
606062,,,4500,1,,,,,,3,,,,,,,,,,,,,有我们在，孩子们就不会受伤！,,,,,8,,,,,,,,,,,,,,,,,
606063,,,4500,1,,,,,,3,,,,,,,,,,,,,有我们在，孩子们就不会受伤！,,,,,11,,,,,,,,,,,,,,,,,
607011,,,2000,,TRUE,,,,,,,,2,,281011,{y=-150;x=0},,冰雪节快到了，大家一起制作甜品蛋糕来迎接冰雪节吧,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,{y=600;x=-30},图鉴洛托姆,,,,,,,,,,,
607012,,2000,4000,,TRUE,,,,,,,,,,281027,{y=-400;x=0},,嗯嗯，大家一起加油吧,,,,,,,,,,,,,,login/new_character/img_tjltm@.png,,图鉴洛托姆,,,,,,<bottomRightPanel;skill3>,effect/shouyindao.skel,,,,
607019,,,2000,,TRUE,,,,,,,,2,,281027,{y=-400;x=0},,哇，感谢大家的努力，蛋糕终于做好了。快去叫小伙伴们一起过来吃蛋糕吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
607021,,,2000,,TRUE,,,,,,,,2,,281018,{y=-150;x=0},,大王叫我来巡山♪……嗯？什么东西这么香，去看看,,,,,,,,,,,,,,,,,,,,,,,,,,,
607022,,,2000,,TRUE,,,,,,,,,,281011,{y=-150;x=0},,救命啊，有人抢蛋糕！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607023,,,2000,,TRUE,,,,,,,,2,,281027,{y=-400;x=0},,这可是大家辛辛苦苦做的蛋糕，快赶跑狃拉，别让他们抢走蛋糕,,,,,,,,,,,,,,,,,,,,,,,,,,,
607029,,,2000,,TRUE,,,,,,,,2,,281018,{y=-150;x=0},,哼！你们仗着人多欺负人，看我去把老大喊过来，你们死定了！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607031,,,2000,,TRUE,,,,,,,,2,,281011,{y=-150;x=0},,不好，狃拉他们带着救兵回来了,,,,,,,,,,,,,,,,,,,,,,,,,,,
607032,,2000,4000,,TRUE,,,,,,,,,,281018,{y=-150;x=0},,老大，我们只是想尝尝甜品蛋糕，他们……他们就把我们打成这样了，呜呜呜~,,,,,,,,,,,,,,,,,,,,,,,,,,,
607033,,4000,6000,,TRUE,,,,,,,,2,,281021,{y=-150;x=0},,哼，敢伤我小弟，不好好教训一顿真当我玛狃拉是病猫！小的们看好了，看我五回合给他们全打趴下，替你们报仇,,,,,,,,,,,,,,,,,,,,,,,,,,,
607034,,4000,6000,,TRUE,,,,,,,,,,281018,{y=-150;x=0},,老大威武！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607036,,,2000,,TRUE,,,,,,,,2,,281021,{y=-150;x=0},,时候差不多了，小爷我今天有点事，小的们，撤！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607037,,2000,4000,,TRUE,,,,,,,,,,281018,{y=-150;x=0},,（偷笑）嘻嘻嘻嘻，对对，我们有点事，下次再揍你们,,,,,,,,,,,,,,,,,,,,,,,,,,,
607038,,4000,6000,,TRUE,,,,,,,,2,,281011,{y=-150;x=0},,糟了，中计了，刚才他们趁乱把钻石公主掳走了,,,,,,,,,,,,,,,,,,,,,,,,,,,
607039,,4000,6000,,TRUE,,,,,,,,,,281012,{y=-150;x=0},,呜呜这可怎么办，马上就要到冰雪节了，我们一定要尽快救出公主,,,,,,,,,,,,,,,,,,,,,,,,,,,
607041,,,2000,,TRUE,,,,,,,,2,,281011,{y=-150;x=0},,呜呜我们快去救公主吧！冰雪节不能没有公主,,,,,,,,,,,,,,,,,,,,,,,,,,,
607042,,2000,4000,,TRUE,,,,,,,,,,281012,{y=-150;x=0},,玛狃拉阴险狡猾，我们正面和他们战斗吃不到甜头，况且公主还在他们手上，我们去问问冰之守护神，他一定能帮我们救出公主！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607043,,4000,6000,,TRUE,,,,,,,,2,,281024,{y=-150;x=0},,你们的事我早已听说，要想让我帮忙，你们必须先证明自己的实力,,,,,,,,,,,,,,,,,,,,,,,,,,,
607045,,,2000,,TRUE,,,,,,,,2,,281024,{y=-150;x=0},,你们的勇气我很欣赏，不过你们的实力要想战胜玛狃拉还有一定难度，我将冰雪之力赋予你们，使用冰系技能时会召唤出雪球助你们一同攻击。接下来就用这冰雪之力打败我吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
607047,,,2000,,TRUE,,,,,,,,2,,281024,{y=-150;x=0},,不错，看来你们已经熟练掌握了冰雪之力，去救你们的公主吧,,,,,,,,,,,,,,,,,,,,,,,,,,,
607051,,,2000,,TRUE,,,,,,,,2,,281018,{y=-150;x=0},,哼，没想到路上的寒冰陷阱没能拦住你们……你们几个，给我拦住他们，我去找老大！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607052,,,2000,,TRUE,,,,,,,,,,281011,{y=-150;x=0},,看来玛狃拉不在，我们一定要在他回来前救出公主,,,,,,,,,,,,,,,,,,,,,,,,,,,
607053,,2000,4000,,TRUE,,,,,,,,2,,281012,{y=-151;x=0},,呜呜，你们小心点，可别误伤了公主,,,,,,,,,,,,,,,,,,,,,,,,,,,
607061,,,2000,,TRUE,,,,,,,,2,,281018,{y=-150;x=0},,dai~伤了我兄弟，还从我眼皮子底下抢人！哇呀呀呀呀呀~哪里跑！,,,,,,,,,,,,,,,,,,,,,,,,,,,
607062,,2000,4000,,TRUE,,,,,,,,,,281011,{y=-150;x=0},,不好，玛狃拉追上来了，快依照冰之守护神的指示，使用冰系技能攻击,,,,,,,,,,,,,,,,,,,,,,,,,,,
607063,,4000,6000,,TRUE,,,,,,,,2,,281018,{y=-150;x=0},,哼，今天就是阿尔宙斯来也救不了你们,,,,,,,,,,,,,,,,,,,,,,,,,,,
608011,,,2000,,TRUE,,,,,,,,2,<32>,,{y=-150;x=0},,又到了一年一度的劳动节，特此召开大会票选最勤劳宝可梦，请大家为心目中的最勤劳宝可梦投出宝贵的一票！,,,,,,,,,,,,,,,,,,,,,,,,,,,
608012,,,2000,,TRUE,,,,,,,,2,<32>,,{y=-150;x=0},,下面有请第一位劳动模范代表——修建老匠发表感言,,,,,,,,,,,,,,,,,,,,,,,,,,,
608013,,,2000,,TRUE,,,,,,,,,,282013,{y=-150;x=150},,咱们工人有力量！,,,,,,,,,,,,,,,,,,,,,,,,,,,
608014,,,2000,,TRUE,,,,,,,,2,<32>,,{y=-150;x=0},,对了，在投票开始之前，应观众要求采访您一下，对于精灵评分垫底这件事，您怎么看？,,,,,,,,,,,,,,,,,,,,,,,,,,,
608015,,,2000,,TRUE,,,,,,,,,,282013,{y=-150;x=150},,……（把主持人打飞）嘿！咱们工人有力量！,,,,,,,,,,,,,,,,,,,,,,,,,,,
608021,,,2000,,TRUE,,,,,,,,2,<32>,,{y=-150;x=0},,第二位劳动模范代表是来自力大搬家公司的搬家团队,,,,,,,,,,,,,,,,,,,,,,,,,,,
608022,,,2000,,TRUE,,,,,,,,,,282014,{y=-150;x=0},,（展示肌肉）我们的口号是！,,,,,,,,,,,,,,,,,,,,,,,,,,,
