变量名,gateID,_beizhu,itemMap,count,probability,itemCount
8611,60382,(2021劳动节活动本)（化石翼龙碎片）(难度2),{850=100},54,81,
8612,60382,(2021劳动节活动本)（派遣行动点）(难度2),{851=100},17,73,
8613,60382,(2021劳动节活动本)（空）(难度2),{850=100},0,,
8621,60383,(2021劳动节活动本)（化石翼龙碎片）(难度3),{850=100},60,80,
8622,60383,(2021劳动节活动本)（派遣行动点）(难度3),{851=100},18,75,
8623,60383,(2021劳动节活动本)（空）(难度3),{850=100},0,,
8631,60384,(2021劳动节活动本)（化石翼龙碎片）(难度4),{850=100},66,79,
8632,60384,(2021劳动节活动本)（派遣行动点）(难度4),{851=100},21,71,
8633,60384,(2021劳动节活动本)（空）(难度4),{850=100},0,,
8641,60385,(2021劳动节活动本)（化石翼龙碎片）(难度5),{850=100},72,78,
8642,60385,(2021劳动节活动本)（派遣行动点）(难度5),{851=100},23,73,
8643,60385,(2021劳动节活动本)（空）(难度5),{850=100},0,,
8651,60386,(2021劳动节活动本)（化石翼龙碎片）(难度6),{850=100},78,77,
8652,60386,(2021劳动节活动本)（派遣行动点）(难度6),{851=100},24,75,
8653,60386,(2021劳动节活动本)（空）(难度6),{850=100},0,,
8661,60387,,{850=100},84,77,
8662,60387,(2021劳动节活动本)（金币）(难度1),{851=100},26,75,
8663,60387,(2021劳动节活动本)（金币）(难度1),{850=100},0,,
8701,60401,(2021劳动节活动本)（金币）(难度1),{850=100},0,,
8702,60401,(2021劳动节活动本)（金币）(难度1),{851=100},0,,
8703,60401,(2021劳动节活动本)（金币）(难度1),{850=100},0,,
8711,60402,(2021劳动节活动本)（金币）(难度1),{850=100},54,81,
8712,60402,,{851=100},17,73,
8713,60402,(国庆节活动本)（小火焰猴碎片）(难度1),{850=100},0,,
8721,60403,(国庆节活动本)（强化药剂）(难度1),{850=100},60,80,
8722,60403,(国庆节活动本)（礼物）(难度1),{851=100},18,75,
8723,60403,(国庆节活动本)（小火焰猴碎片）(难度2),{850=100},0,,
8731,60404,(国庆节活动本)（强化药剂）(难度2),{850=100},66,79,
8732,60404,(国庆节活动本)（礼物）(难度2),{851=100},21,71,
8733,60404,(国庆节活动本)（小火焰猴碎片）(难度3),{850=100},0,,
8741,60405,(国庆节活动本)（强化药剂）(难度3),{850=100},72,78,
8742,60405,(国庆节活动本)（礼物）(难度3),{851=100},23,73,
8743,60405,(国庆节活动本)（小火焰猴碎片）(难度4),{850=100},0,,
8751,60406,(国庆节活动本)（强化药剂）(难度4),{850=100},78,77,
8752,60406,(国庆节活动本)（礼物）(难度4),{851=100},24,75,
8753,60406,(国庆节活动本)（小火焰猴碎片）(难度5),{850=100},0,,
8761,60407,(国庆节活动本)（强化药剂）(难度5),{850=100},84,77,
8762,60407,(国庆节活动本)（礼物）(难度5),{851=100},26,75,
8763,60407,(国庆节活动本)（小火焰猴碎片）(难度6),{850=100},0,,
8801,60411,(国庆节活动本)（强化药剂）(难度6),{850=100},0,,
8802,60411,(国庆节活动本)（礼物）(难度6),{851=100},0,,
8803,60411,,{850=100},0,,
8811,60412,(国庆节活动本)（金币）(难度1),{850=100},54,81,
8812,60412,(国庆节活动本)（金币）(难度1),{851=100},17,73,
8813,60412,(国庆节活动本)（金币）(难度1),{850=100},0,,
8821,60413,(国庆节活动本)（金币）(难度1),{850=100},60,80,
8822,60413,(国庆节活动本)（金币）(难度1),{851=100},18,75,
8823,60413,(国庆节活动本)（金币）(难度1),{850=100},0,,
8831,60414,,{850=100},66,79,
8832,60414,(道馆1_难度1常青道馆_地面岩石徽章碎片),{851=100},21,71,
8833,60414,(道馆1_难度1常青道馆_地面岩石徽章碎片),{850=100},0,,
8841,60415,(道馆1_难度1常青道馆_地面岩石徽章碎片),{850=100},72,78,
8842,60415,(道馆1_难度1常青道馆_地面岩石徽章碎片),{851=100},23,73,
8843,60415,(道馆1_难度1常青道馆_地面岩石徽章碎片),{850=100},0,,
8851,60416,(道馆1_难度1常青道馆_地面岩石徽章碎片),{850=100},78,77,
8852,60416,(道馆1_难度2常青道馆_地面岩石徽章碎片),{851=100},24,75,
8853,60416,(道馆1_难度2常青道馆_地面岩石徽章碎片),{850=100},0,,
8861,60417,(道馆1_难度2常青道馆_地面岩石徽章碎片),{850=100},84,77,
8862,60417,(道馆1_难度2常青道馆_地面岩石徽章碎片),{851=100},26,75,
8863,60417,(道馆1_难度2常青道馆_地面岩石徽章碎片),{850=100},0,,
8901,60421,(道馆1_难度2常青道馆_地面岩石徽章碎片),{850=100},0,,
8902,60421,(道馆1_难度3常青道馆_地面岩石徽章碎片),{851=100},0,,
8903,60421,(道馆1_难度3常青道馆_地面岩石徽章碎片),{850=100},0,,
8911,60422,(道馆1_难度3常青道馆_地面岩石徽章碎片),{850=100},54,81,
8912,60422,(道馆1_难度3常青道馆_地面岩石徽章碎片),{851=100},17,73,
8913,60422,(道馆1_难度3常青道馆_地面岩石徽章碎片),{850=100},0,,
8921,60423,(道馆1_难度3常青道馆_地面岩石徽章碎片),{850=100},60,80,
8922,60423,(道馆1_难度4常青道馆_地面岩石徽章碎片),{851=100},18,75,
8923,60423,(道馆1_难度4常青道馆_地面岩石徽章碎片),{850=100},0,,
8931,60424,(道馆1_难度4常青道馆_地面岩石徽章碎片),{850=100},66,79,
8932,60424,(道馆1_难度4常青道馆_地面岩石徽章碎片),{851=100},21,71,
8933,60424,(道馆1_难度4常青道馆_地面岩石徽章碎片),{850=100},0,,
8941,60425,(道馆1_难度4常青道馆_地面岩石徽章碎片),{850=100},72,78,
8942,60425,(道馆1_难度5常青道馆_地面岩石徽章碎片),{851=100},23,73,
8943,60425,(道馆1_难度5常青道馆_地面岩石徽章碎片),{850=100},0,,
8951,60426,(道馆1_难度5常青道馆_地面岩石徽章碎片),{850=100},78,77,
8952,60426,(道馆1_难度5常青道馆_地面岩石徽章碎片),{851=100},24,75,
8953,60426,(道馆1_难度5常青道馆_地面岩石徽章碎片),{850=100},0,,
8961,60427,(道馆1_难度5常青道馆_地面岩石徽章碎片),{850=100},84,77,
8962,60427,(道馆1_难度6_NPC常青道馆_地面岩石徽章碎片),{851=100},26,75,
8963,60427,(道馆2_难度1切锋道馆_水冰徽章碎片),{850=100},0,,
9001,60431,(道馆2_难度1切锋道馆_水冰徽章碎片),{850=100},0,,
9002,60431,(道馆2_难度1切锋道馆_水冰徽章碎片),{851=100},0,,
9003,60431,(道馆2_难度1切锋道馆_水冰徽章碎片),{850=100},0,,
9011,60432,(道馆2_难度1切锋道馆_水冰徽章碎片),{850=100},54,81,
9012,60432,(道馆2_难度1切锋道馆_水冰徽章碎片),{851=100},17,73,
9013,60432,(道馆2_难度2切锋道馆_水冰徽章碎片),{850=100},0,,
9021,60433,(道馆2_难度2切锋道馆_水冰徽章碎片),{850=100},60,80,
9022,60433,(道馆2_难度2切锋道馆_水冰徽章碎片),{851=100},18,75,
9023,60433,(道馆2_难度2切锋道馆_水冰徽章碎片),{850=100},0,,
9031,60434,(道馆2_难度2切锋道馆_水冰徽章碎片),{850=100},66,79,
9032,60434,(道馆2_难度2切锋道馆_水冰徽章碎片),{851=100},21,71,
9033,60434,(道馆2_难度3切锋道馆_水冰徽章碎片),{850=100},0,,
9041,60435,(道馆2_难度3切锋道馆_水冰徽章碎片),{850=100},72,78,
9042,60435,(道馆2_难度3切锋道馆_水冰徽章碎片),{851=100},23,73,
9043,60435,(道馆2_难度3切锋道馆_水冰徽章碎片),{850=100},0,,
9051,60436,(道馆2_难度3切锋道馆_水冰徽章碎片),{850=100},78,77,
9052,60436,(道馆2_难度3切锋道馆_水冰徽章碎片),{851=100},24,75,
9053,60436,(道馆2_难度4切锋道馆_水冰徽章碎片),{850=100},0,,
9061,60437,(道馆2_难度4切锋道馆_水冰徽章碎片),{850=100},84,77,
9062,60437,(道馆2_难度4切锋道馆_水冰徽章碎片),{851=100},26,75,
9063,60437,(道馆2_难度4切锋道馆_水冰徽章碎片),{850=100},0,,
9101,60441,(道馆2_难度4切锋道馆_水冰徽章碎片),{850=100},0,,
9102,60441,(道馆2_难度4切锋道馆_水冰徽章碎片),{851=100},0,,
9103,60441,(道馆2_难度5切锋道馆_水冰徽章碎片),{850=100},0,,
9111,60442,(道馆2_难度5切锋道馆_水冰徽章碎片),{850=100},54,81,
9112,60442,(道馆2_难度5切锋道馆_水冰徽章碎片),{851=100},17,73,
9113,60442,(道馆2_难度5切锋道馆_水冰徽章碎片),{850=100},0,,
9121,60443,(道馆2_难度5切锋道馆_水冰徽章碎片),{850=100},60,80,
9122,60443,(道馆2_难度5切锋道馆_水冰徽章碎片),{851=100},18,75,
9123,60443,(道馆2_难度6_NPC切锋道馆_水冰徽章碎片),{850=100},0,,
9131,60444,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{850=100},66,79,
9132,60444,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{851=100},21,71,
9133,60444,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{850=100},0,,
9141,60445,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{850=100},72,78,
9142,60445,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{851=100},23,73,
9143,60445,(道馆3_难度1桔梗道馆_草飞行一般徽章碎片),{850=100},0,,
9151,60446,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{850=100},78,77,
9152,60446,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{851=100},24,75,
9153,60446,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{850=100},0,,
9161,60447,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{850=100},84,77,
9162,60447,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{851=100},26,75,
9163,60447,(道馆3_难度2桔梗道馆_草飞行一般徽章碎片),{850=100},0,,
9501,60501,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},6,75,
9502,60502,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},7,75,
9503,60503,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},8,75,
9504,60504,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},9,75,
9505,60505,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},10,75,
9506,60506,(道馆3_难度3桔梗道馆_草飞行一般徽章碎片),{131=100},11,75,
9507,60507,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{131=100},12,75,
9511,60501,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{132=100},3,50,
9512,60502,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{132=100},3,55,
9513,60503,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{132=100},3,60,
9514,60504,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{132=100},4,55,
9515,60505,(道馆3_难度4桔梗道馆_草飞行一般徽章碎片),{132=100},4,60,
9516,60506,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{132=100},5,55,
9517,60507,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{132=100},5,60,
9521,60501,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{7348=100},2,55,
9522,60502,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{7348=100},2,62,
9523,60503,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{7348=100},2,68,
9524,60504,(道馆3_难度5桔梗道馆_草飞行一般徽章碎片),{7348=100},2,75,
9525,60505,(道馆3_难度6_NPC桔梗道馆_草飞行一般徽章碎片),{7348=100},3,57,
9526,60506,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7348=100},3,62,
9527,60507,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7348=100},3,67,
9531,60501,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7349=100},0,,
9532,60502,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7349=100},0,,
9533,60503,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7349=100},0,,
9534,60504,(道馆4_难度1红莲道馆_火格斗徽章碎片),{7349=100},,55,
9535,60505,(道馆4_难度2红莲道馆_火格斗徽章碎片),{7349=100},,70,
9536,60506,(道馆4_难度2红莲道馆_火格斗徽章碎片),{7349=100},,85,
9537,60507,(道馆4_难度2红莲道馆_火格斗徽章碎片),{7349=100},,100,
10001,60601,(道馆4_难度2红莲道馆_火格斗徽章碎片),{20711=1},10,30,
10002,60601,(道馆4_难度2红莲道馆_火格斗徽章碎片),{6346=1},10,50,
10003,60601,(道馆4_难度2红莲道馆_火格斗徽章碎片),{6345=1},0,,
10011,60602,(道馆4_难度3红莲道馆_火格斗徽章碎片),{20711=1},11,30,
10012,60602,(道馆4_难度3红莲道馆_火格斗徽章碎片),{6346=1},11,50,
10013,60602,(道馆4_难度3红莲道馆_火格斗徽章碎片),{6345=1},0,,
10021,60603,(道馆4_难度3红莲道馆_火格斗徽章碎片),{20711=1},12,30,
10022,60603,(道馆4_难度3红莲道馆_火格斗徽章碎片),{6346=1},12,50,
10023,60603,(道馆4_难度3红莲道馆_火格斗徽章碎片),{6345=1},0,,
10031,60604,(道馆4_难度4红莲道馆_火格斗徽章碎片),{20711=1},13,30,
10032,60604,(道馆4_难度4红莲道馆_火格斗徽章碎片),{6346=1},13,50,
10033,60604,(道馆4_难度4红莲道馆_火格斗徽章碎片),{6345=1},0,,
10041,60605,(道馆4_难度4红莲道馆_火格斗徽章碎片),{20711=1},14,30,
10042,60605,(道馆4_难度4红莲道馆_火格斗徽章碎片),{6346=1},14,50,
10043,60605,(道馆4_难度4红莲道馆_火格斗徽章碎片),{6345=1},0,,
10051,60606,(道馆4_难度5红莲道馆_火格斗徽章碎片),{20711=1},16,30,
10052,60606,(道馆4_难度5红莲道馆_火格斗徽章碎片),{6346=1},15,50,
10053,60606,(道馆4_难度5红莲道馆_火格斗徽章碎片),{6345=1},0,,
10101,60601,(道馆4_难度5红莲道馆_火格斗徽章碎片),{514=1},20,50,
10102,60602,(道馆4_难度5红莲道馆_火格斗徽章碎片),{514=1},23,50,
10103,60603,(道馆4_难度5红莲道馆_火格斗徽章碎片),{514=1},26,50,
10104,60604,(道馆4_难度6_NPC红莲道馆_火格斗徽章碎片),{514=1},29,50,
10105,60605,(道馆5_难度1双龙道馆_龙电徽章碎片),{514=1},32,50,
10106,60606,(道馆5_难度1双龙道馆_龙电徽章碎片),{514=1},35,50,
10201,60701,(道馆5_难度1双龙道馆_龙电徽章碎片),{21941=1},10,15,
10202,60701,(道馆5_难度1双龙道馆_龙电徽章碎片),{21951=1},10,15,
10203,60701,(道馆5_难度1双龙道馆_龙电徽章碎片),{6325=1},8,50,
10211,60702,(道馆5_难度1双龙道馆_龙电徽章碎片),{21941=1},11,15,
10212,60702,(道馆5_难度2双龙道馆_龙电徽章碎片),{21951=1},11,15,
10213,60702,(道馆5_难度2双龙道馆_龙电徽章碎片),{6325=1},9,50,
10221,60703,(道馆5_难度2双龙道馆_龙电徽章碎片),{21941=1},12,15,
10222,60703,(道馆5_难度2双龙道馆_龙电徽章碎片),{21951=1},12,15,
10223,60703,(道馆5_难度2双龙道馆_龙电徽章碎片),{6325=1},10,50,
10231,60704,(道馆5_难度2双龙道馆_龙电徽章碎片),{21941=1},13,15,
10232,60704,(道馆5_难度3双龙道馆_龙电徽章碎片),{21951=1},13,15,
10233,60704,(道馆5_难度3双龙道馆_龙电徽章碎片),{6325=1},11,50,
10241,60705,(道馆5_难度3双龙道馆_龙电徽章碎片),{21941=1},14,15,
10242,60705,(道馆5_难度3双龙道馆_龙电徽章碎片),{21951=1},14,15,
10243,60705,(道馆5_难度3双龙道馆_龙电徽章碎片),{6325=1},12,50,
10251,60706,(道馆5_难度3双龙道馆_龙电徽章碎片),{21941=1},16,15,
10252,60706,(道馆5_难度4双龙道馆_龙电徽章碎片),{21951=1},16,15,
10253,60706,(道馆5_难度4双龙道馆_龙电徽章碎片),{6325=1},13,50,
10301,60701,(道馆5_难度4双龙道馆_龙电徽章碎片),{514=1},20,50,
10302,60702,(道馆5_难度4双龙道馆_龙电徽章碎片),{514=1},23,50,
10303,60703,(道馆5_难度4双龙道馆_龙电徽章碎片),{514=1},26,50,
10304,60704,(道馆5_难度4双龙道馆_龙电徽章碎片),{514=1},29,50,
10305,60705,(道馆5_难度5双龙道馆_龙电徽章碎片),{514=1},32,50,
10306,60706,(道馆5_难度5双龙道馆_龙电徽章碎片),{514=1},35,50,
10401,60801,(道馆5_难度5双龙道馆_龙电徽章碎片),{20701=1},10,35,
10402,60801,(道馆5_难度5双龙道馆_龙电徽章碎片),{8118=1},10,100,
10403,60801,(道馆5_难度5双龙道馆_龙电徽章碎片),{8118=1},0,,
10411,60802,(道馆5_难度5双龙道馆_龙电徽章碎片),{20701=1},11,35,
10412,60802,(道馆5_难度6_NPC双龙道馆_龙电徽章碎片),{8118=1},11,100,
10413,60802,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10421,60803,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{20701=1},12,35,
10422,60803,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{8118=1},12,100,
10423,60803,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10431,60804,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{20701=1},13,35,
10432,60804,(道馆6_难度1缘朱道馆_恶幽灵徽章碎片),{8118=1},13,100,
10433,60804,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10441,60805,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{20701=1},14,35,
10442,60805,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{8118=1},14,100,
10443,60805,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10451,60806,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{20701=1},16,35,
10452,60806,(道馆6_难度2缘朱道馆_恶幽灵徽章碎片),{8118=1},15,100,
10453,60806,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10501,60801,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{514=1},30,50,
10502,60802,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{514=1},35,50,
10503,60803,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{514=1},40,50,
10504,60804,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{514=1},45,50,
10505,60805,(道馆6_难度3缘朱道馆_恶幽灵徽章碎片),{514=1},50,50,
10506,60806,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{514=1},55,50,
10511,60811,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{22021=1},10,35,
10512,60811,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{8118=1},10,100,
10513,60811,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10521,60812,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{22021=1},11,35,
10522,60812,(道馆6_难度4缘朱道馆_恶幽灵徽章碎片),{8118=1},11,100,
10523,60812,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10531,60813,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{22021=1},12,35,
10532,60813,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{8118=1},12,100,
10533,60813,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10541,60814,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{22021=1},13,35,
10542,60814,(道馆6_难度5缘朱道馆_恶幽灵徽章碎片),{8118=1},13,100,
10543,60814,(道馆6_难度6_NPC缘朱道馆_恶幽灵徽章碎片),{8118=1},0,,
10551,60815,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{22021=1},14,35,
10552,60815,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{8118=1},14,100,
10553,60815,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{8118=1},0,,
10561,60816,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{22021=1},16,35,
10562,60816,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{8118=1},15,100,
10563,60816,(道馆7_难度1浅葱道馆_钢虫毒徽章碎片),{8118=1},0,,
10571,60811,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},30,50,
10572,60812,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},35,50,
10573,60813,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},40,50,
10574,60814,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},45,50,
10575,60815,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},50,50,
10576,60816,(道馆7_难度2浅葱道馆_钢虫毒徽章碎片),{514=1},55,50,
10601,60901,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{22021=1},10,30,
10602,60901,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},10,60,
10603,60901,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},10,60,
10611,60902,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{22021=1},11,30,
10612,60902,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},11,60,
10613,60902,(道馆7_难度3浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},11,60,
10621,60903,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{22021=1},12,30,
10622,60903,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},12,60,
10623,60903,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},12,60,
10631,60904,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{22021=1},13,30,
10632,60904,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},13,60,
10633,60904,(道馆7_难度4浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},13,60,
10641,60905,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{22021=1},14,30,
10642,60905,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},14,60,
10643,60905,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},14,60,
10651,60906,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{22021=1},15,30,
10652,60906,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{5000=1;930=1},15,60,
10653,60906,(道馆7_难度5浅葱道馆_钢虫毒徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},15,60,
10661,63101,(道馆7_难度6_NPC浅葱道馆_钢虫毒徽章碎片),{20251=1},10,30,
10662,63101,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{5000=1;930=1},10,60,
10663,63101,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},10,60,
10664,63102,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{20251=1},11,30,
10665,63102,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{5000=1;930=1},11,60,
10666,63102,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},11,60,
10667,63103,(道馆8_难度1香薰道馆_超能妖精徽章碎片),{20251=1},12,30,
10668,63103,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{5000=1;930=1},12,60,
10669,63103,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},12,60,
10670,63104,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{20251=1},13,30,
10671,63104,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{5000=1;930=1},13,60,
10672,63104,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},13,60,
10673,63105,(道馆8_难度2香薰道馆_超能妖精徽章碎片),{20251=1},14,30,
10674,63105,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{5000=1;930=1},14,60,
10675,63105,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},14,60,
10676,63106,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{20251=1},15,30,
10677,63106,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{5000=1;930=1},15,60,
10678,63106,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{620=15;621=100;622=50;623=15;606=100;607=50;608=15;609=100;610=50;611=15;612=100;613=50;614=15;615=100;616=50;617=15;618=100;619=50},15,60,
10679,63101,(道馆8_难度3香薰道馆_超能妖精徽章碎片),{514=1},20,50,
10680,63102,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},23,50,
10681,63103,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},26,50,
10682,63104,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},29,50,
10683,63105,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},32,50,
10684,63106,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},35,50,
10701,60901,(道馆8_难度4香薰道馆_超能妖精徽章碎片),{514=1},20,50,
10702,60902,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{514=1},23,50,
10703,60903,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{514=1},26,50,
10704,60904,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{514=1},29,50,
10705,60905,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{514=1},32,50,
10706,60906,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{514=1},35,50,
10711,60821,(道馆8_难度5香薰道馆_超能妖精徽章碎片),{20561=1},10,35,
10712,60821,(道馆8_难度6_NPC香薰道馆_超能妖精徽章碎片),{8118=1},10,100,
10713,60821,,{22831=1},10,35,
10714,60821,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{514=1},30,50,
10721,60822,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{20561=1},11,35,
10722,60822,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{8118=1},11,100,
10723,60822,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{22831=1},11,35,
10724,60822,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{514=1},35,50,
10731,60823,(道馆1_难度1常青道馆_地面岩石彩虹喷漆),{20561=1},12,35,
10732,60823,(道馆1_难度2常青道馆_地面岩石彩虹喷漆),{8118=1},12,100,
