变量名,desc,name,key,bgColor,strokeColor,fontColor,__version
70412,超能系变形，随机重塑为超级胡地，获得本体重塑时血量\n被动技能：提升10%速度，攻击时50%概率令1名敌人石化\n主动技能：造成#C0x3D8A99#180%特攻#C0x5B545B#的#C0xF13B54#特殊伤害#C0x5B545B#，并100%概率沉默目标1回合,【基因重塑-超级胡地】,【基因重塑-超级胡地】,<245;175;37>,<233;147;25>,<233;147;25>,
70413,超能系变形，随机重塑为果然翁，获得本体重塑时血量\n被动技能：提升200%最大血量，获得15%反弹率\n主动技能：造成#C0x3D8A99#100%特攻#C0x5B545B#的#C0xF13B54#特殊伤害#C0x5B545B#，链接随机1名超能系队友，令其提升10%免伤，并分摊其受到的50%伤害,【基因重塑-果然翁】,【基因重塑-果然翁】,<245;175;37>,<233;147;25>,<233;147;25>,
70414,超能系变形，随机重塑为克雷色利亚，获得本体重塑时血量\n被动技能：免控率提升50%，治疗率提升20%\n主动技能：造成#C0x3D8A99#120%特攻#C0x5B545B#的#C0xF13B54#特殊伤害#C0x5B545B#，为自身和1名超能系队友恢复15%最大生命，并对双方触发【驱散Ⅰ】,【基因重塑-克雷色利亚】,【基因重塑-克雷色利亚】,<245;175;37>,<233;147;25>,<233;147;25>,
70415,3级增益，不可叠加，双防提升15%，受到的元素和普攻伤害降低20%；受到的负面效果不会扩散至气泡之外,【超能气泡】,【超能气泡】,<120;203;147>,<92;153;112>,<92;153;112>,
70416,4级增益，效果中的目标，任意1名存活，其他目标受到致命时不会阵亡，转而可获得效果中血量最高精灵的当前血量,【生生不息】,【生生不息】,<120;203;147>,<92;153;112>,<92;153;112>,
70417,超能系变形，伪装成为目标形象（不会获得伪装目标的能力），伪装形象血量耗尽时提前结束效果。如没有伪装目标则恢复自身15%最大血量,【基因伪装】,【基因伪装】,<245;175;37>,<233;147;25>,<233;147;25>,
70418,超能系变形，目标仍可正常行动，但主动将被替换为指定技能；累计损失30%最大血量时可解除变形\n单卵细胞球技能：\n普攻：造成100%特攻的伤害\n小技能：造成150%特攻伤害\n必杀技：造成300%特攻伤害，并恢复10%自身最大血量,【单卵细胞球】,【单卵细胞球】,<245;175;37>,<233;147;25>,<233;147;25>,
70511,2级负面，陷阱效果，可叠加2次，目标位移或行动时触发，造成释放者120%特攻的陷阱伤害，并附带1层【流血】2回合，触发后失效,【荆棘陷阱】,【荆棘陷阱】,<251;85;114>,<220;53;76>,<241;59;84>,
70512,斗系跟随召唤物，继承召唤者100%属性，为召唤者承担伤害和攻击施加的异常效果；骑士攻击时附带1层【流血】2回合（对【流血】目标，改为添加【撕裂】）,【骑士】,【骑士】,<245;175;37>,<233;147;25>,<233;147;25>,
70513,特殊效果，争宠双方用普攻进行互殴，造成3倍伤害；损失血量多（或阵亡）的为败方，败方若存活，会降低30%双防和30%免伤，持续1回合,【争宠】,【争宠】,<245;175;37>,<233;147;25>,<233;147;25>,
70514,2级负面，光环效果，弱化敌方全体20%免控率,【免控弱化光环Ⅱ】,【免控弱化光环Ⅱ】,<251;85;114>,<220;53;76>,<241;59;84>,
70613,3级增益，契约双方提升30%抵御率，各获得1次【先攻Ⅰ】；缔结契约队友所受伤害的30%，会由释放者承担,【骑士契约】,【骑士契约】,<120;203;147>,<92;153;112>,<92;153;112>,
70614,专属形态，期间提升30%抵御率，令自身和攻击最高的斗系队友获得1次【先攻Ⅱ】，并提升己方20%先攻类型伤害。受到的1/2级控制会延迟到拔刀后触发,【收刀居合】,【收刀居合】,<245;175;37>,<233;147;25>,<233;147;25>,
70615,光环效果，己方斗系的抵御都进阶为高级抵御（被动伤害也可以触发抵御）,【高级抵御光环】,【高级抵御光环】,<245;175;37>,<233;147;25>,<233;147;25>,
70616,专属形态，期间提升30%物攻和普攻伤害，血量不会低于1；状态结束时若自身血量达到35%，则自身失去一半血量上限后，恢复全部血量,【搏命】,【搏命】,<245;175;37>,<233;147;25>,<233;147;25>,
70617,合体技，对敌方全体分别造成二者（200%物攻+200%特攻）之和的物攻伤害，附带20%吸血，并随机触发敌人1层附带的【流血】或【撕裂】效果（冷却4回合）,【鲜血玫瑰】,【鲜血玫瑰】,<245;175;37>,<233;147;25>,<233;147;25>,
70711,水系跟随召唤物，继承召唤者100%六维属性，为本体分摊25%伤害；本体主动攻击时，剑使也会对所在位置的敌方造成80%特攻的特殊伤害；本体下次受到1/2级控制时，会对其触发【高级净化Ⅰ】；剑使在场时提升己方15%连击类效果伤害,【凌波剑使】,【凌波剑使】,<245;175;37>,<233;147;25>,<233;147;25>,
70712,2级增益，连击类效果，主动攻击后，会额外普攻连击1次,【连打Ⅰ】,【连打Ⅰ】,<120;203;147>,<92;153;112>,<92;153;112>,
70713,2级增益，连击类效果，主动攻击后，会额外普攻连击1次，且本次普攻附带【斩断Ⅰ】效果，立刻斩断目标5%当前生命（不超过自身150%物攻/特攻）,【连斩Ⅰ】,【连斩Ⅰ】,<120;203;147>,<92;153;112>,<92;153;112>,
70714,对主目标造成本次必杀50%伤害，对其十字范围溅射65%特攻水元素伤害，并对主目标触发1次【净化Ⅱ】,【凌波神剑】,【凌波神剑】,<245;175;37>,<233;147;25>,<233;147;25>,
70715,1级增益，每层提升3%伤害和5%破抵御率，释放主动技能后，15%概率获得【连打Ⅰ】，上限5层,【凌波剑意】,【凌波剑意】,<120;203;147>,<92;153;112>,<92;153;112>,
70716,3级增益，不可叠加，伤害减免提升10%，对主目标提升40%伤害和破抵御率，攻击可破除无伤保护；主动攻击获得【连打Ⅰ】；期间获得的【凌波剑意】会转移给攻击最高的水/斗或剑舞类队友（队友剑意上限后会继续流转）,【剑意凝心】,【剑意凝心】,<120;203;147>,<92;153;112>,<92;153;112>,
70717,附带120%草属性特攻伤害，并回复自身200%特攻的生命值,【草之剑】,【草之剑】,<245;175;37>,<233;147;25>,<233;147;25>,
70718,附带120%钢属性特攻伤害，并添加15%最大生命值的护盾,【钢之剑】,【钢之剑】,<245;175;37>,<233;147;25>,<233;147;25>,
70719,附带120%岩属性特攻伤害，受到下两次伤害分别减伤20%/10%,【岩之剑】,【岩之剑】,<245;175;37>,<233;147;25>,<233;147;25>,
70720,水系高级全场地，将自身和目标引入独立场地，双方以一轮必杀技进行对决，幻境中必杀技仅造成伤害，且双方不扣除实际生命，造成伤害较高一方，在退出场地后，会释放50%威力的必杀技（场地释放者胜利时释放必杀无消耗）\n幻境中，目标降低50%必杀伤害和暴击伤害,【凌波幻境】,【凌波幻境】,<245;175;37>,<233;147;25>,<233;147;25>,
70811,上限10点，每点提升10%双防，获得1点时，获得30%双防之和护盾,【重力值】,【重力值】,<120;203;147>,<92;153;112>,<92;153;112>,
70812,特殊护盾，不会衰减，期间免疫位移，双防和免伤不会被忽视，固定减少30%双防之和的伤害,【重力屏障】,【重力屏障】,<245;175;37>,<233;147;25>,<233;147;25>,
70813,超能系变形，轻金属速度提升9%；有【重力屏障】时不受持续型伤害影响（灼烧除外）；主动攻击时四个爪子也会对随机目标造成4次150%双防之和的物攻穿透伤害,【重力失控】,【重力失控】,<245;175;37>,<233;147;25>,<233;147;25>,
70814,记录自身技能获得过的双防提升效果，激活后可重新获得,【记忆金属—双防】,【记忆金属—双防】,<120;203;147>,<92;153;112>,<92;153;112>,
70815,3级增益，期间身后1格钢/超系队友受到的70%被动伤害，会转移被释放者承担,【重力偏折】,【重力偏折】,<245;175;37>,<233;147;25>,<233;147;25>,
70816,3级控制，对体重小于释放者目标，施加强大重力，目标速度降低50%，封锁期间目标无法行动或离场,【重力封锁】,【重力封锁】,<169;123;231>,<141;93;206>,<141;93;206>,
70817,魅惑、混乱、睡眠、嘲讽类控制的统称,【精神类控制】,【精神类控制】,<245;175;37>,<233;147;25>,<233;147;25>,
70818,无法进行协战和邀战，无法享受来自队友的效果（包括连结类效果）,【孤立】,【孤立】,<169;123;231>,<141;93;206>,<141;93;206>,
70911,龙息效果，释放1道风刃，对目标造成120%~150%物攻的地震伤害，令目标附带【地系致盲Ⅱ】2回合；暴击时会分裂1道风刃攻击随机敌人,【神岚砂】,【神岚砂】,<120;203;147>,<92;153;112>,<92;153;112>,
70912,特殊行动，在地底穿行，期间无法被双方选中，自身原有位置视同空位，可越过障碍物攻击目标，攻击后返回，若自身原有位置被占位，则暂时滞留地底，1回合后会从己方随机空位出现；期间如有【奇袭地穴】存在，己方地系主动行动后，会对所有地穴目标释放【神岚砂】（每回合3次）,【遁地】,【遁地】,<245;175;37>,<233;147;25>,<233;147;25>,
70913,地系高级敌方场地，场地中的敌方拥有【地系致盲Ⅱ】，且致盲效果无法被驱散；沙化场地之上钢系护盾和岩系障碍物，令其受到的地系伤害会提高0.5倍,【流沙深渊】,【流沙深渊】,<245;175;37>,<233;147;25>,<233;147;25>,
70914,2级增益，提升20%地系闪避和15%地系伤害；主动攻击时会立刻减少主目标25%护盾值，并令其小技能冷却延长1回合,【伤残砂砾】,【伤残砂砾】,<251;85;114>,<220;53;76>,<241;59;84>,
70915,对全体敌方造成120%释放者物攻的地震伤害,【沙漠地震】,【沙漠地震】,<245;175;37>,<233;147;25>,<233;147;25>,
70916,专属形态，立刻解除自身所有1/2级控制并回满怒气进行【埋沙】，暴击率提升50%；结束时，对敌方释放4道【神岚砂】，每道击中敌人后获得10%血量的【沙漠之血】,【沙漠暴走】,【沙漠暴走】,<120;203;147>,<92;153;112>,<92;153;112>,
70917,特殊血条，自身行动前衰减50%，期间提升30%地系闪避和15%地系伤害，免疫毒/电元素伤害。,【沙漠之血】,【沙漠之血】,<245;175;37>,<233;147;25>,<233;147;25>,
70918,沙化并汲取所有敌人5%最大血量，变为自身的【沙漠之血】,【沙化血液】,【沙化血液】,<245;175;37>,<233;147;25>,<233;147;25>,
71011,2级负面，触发时可直接消融敌方1层护盾，令其后续护盾获得量降低50%,【熔盾】,【熔盾】,<251;85;114>,<220;53;76>,<241;59;84>,
71012,2级负面，降低目标50%护盾，目标无法选中释放者，对释放者造成伤害降低50%，且受到释放者伤害提升15%,【破胆】,【破胆】,<251;85;114>,<220;53;76>,<241;59;84>,
71013,特殊行为，将其他敌方的随机1层灼烧类效果，汇聚至主目标，溢出的灼烧会引爆,【聚炎】,【聚炎】,<245;175;37>,<233;147;25>,<233;147;25>,
71014,3级增益，抵御率提升30%，受到攻击前，对攻击者造成100%物攻的火元素伤害，且自身会抵消等量伤害,【灼热战意】,【灼热战意】,<120;203;147>,<92;153;112>,<92;153;112>,
71015,连击类效果，追击1段45%必杀威力的伤害并附带100%物攻的火元素伤害；本次必杀如果暴击或目标未抵御，会再追加1段30%必杀威力伤害并附带65%物攻的火元素伤害,【爆炎连踢】,【爆炎连踢】,<245;175;37>,<233;147;25>,<233;147;25>,
71016,连击类效果，进行1次普攻攻击，附带50%物攻火元素伤害，并获得【抵御Ⅱ】1回合,【火焰连踢】,【火焰连踢】,<245;175;37>,<233;147;25>,<233;147;25>,
71017,特殊负面，攻击英雄伤害降低50%，受到英雄攻击暴击和暴击伤害提升15%，对英雄需要2次致命伤害后才可将其击杀；宿敌被击败后，英雄永久提升15%暴击和10%暴击伤害，并恢复30%生命,【宿敌】,【宿敌】,<251;85;114>,<220;53;76>,<241;59;84>,
71018,专属形态，全身覆盖火焰，提升15%暴击、伤害减免和20%火元素伤害， 免疫1/2级控制和灼烧，造成的元素伤害可暴击（此状态受击5次会提前解除）,【英雄之姿】,【英雄之姿】,<251;85;114>,<220;53;76>,<241;59;84>,
71111,1级增益，连击类效果，队友攻击时，自身额外用普攻追击同一目标,【追打Ⅰ】,【追打Ⅰ】,<120;203;147>,<92;153;112>,<92;153;112>,
71112,2级增益，释放者习得斗/钢队友已释放过的1种额外行动，以普攻形式触发；该队友下次额外行动时也可注入释放者100%特攻的波导能量,【波导共鸣】,【波导共鸣】,<120;203;147>,<92;153;112>,<92;153;112>,
71113,波导能量（斗系注入时无视护盾和岩系障碍物），持续至下回合末；目标下回合受到释放者主动攻击或斗系任意攻击时，引动并消散1倍波导伤害（斗系2倍）,【波导能量】,【波导能量】,<251;85;114>,<220;53;76>,<241;59;84>,
71114,3级增益，释放者下次受到的主动攻击伤害会转化为50%伤害值的护盾（不会少于自身100%双攻之和），触发期间受到的1/2级负面效果会转化为【连打Ⅰ】和2回合【抵御提升Ⅲ】,【波导反转】,【波导反转】,<120;203;147>,<92;153;112>,<92;153;112>,
71115,1级增益，连击类效果，主动攻击后会普攻连击2次,【连打Ⅱ】,【连打Ⅱ】,<120;203;147>,<92;153;112>,<92;153;112>,
71116,2级负面，令目标速度降低6%，封锁敌人的额外行动；己方斗/钢系精灵额外行动攻击该目标时伤害提升10%,【断筋】,【断筋】,<251;85;114>,<220;53;76>,<241;59;84>,
71117,波导能量，对目标注入300%特攻的波导能量；目标下回合行动时，触发1.5倍注入时系数的波导能量特攻伤害，能量注入和伤害触发时可越过护盾和岩系障碍物，随后消失,【波导迸发】,【波导迸发】,<251;85;114>,<220;53;76>,<241;59;84>,
71118,3级负面，目标接下去受到的前3次钢/斗系精灵额外行动攻击，会依次封印普攻/小技能/必杀技,【波导封印】,【波导封印】,<251;85;114>,<220;53;76>,<241;59;84>,
71119,连击类效果，进行2~5次普攻（附带注入50%特攻波导能量），攻击敌方随机目标（每个目标最多受到2次攻击）,【波导乱打】,【波导乱打】,<245;175;37>,<233;147;25>,<233;147;25>,
71120,记录自身技能触发的追打次数，每累计3次可提升5%连击伤害（最高40%）,【记忆金属-追打】,【记忆金属-追打】,<120;203;147>,<92;153;112>,<92;153;112>,
71211,2级负面，灼烧类效果，持续2回合，每层造成释放者60%~90%物攻的火元素伤害，上限3层；敌方每多1层其他灼烧效果，苍炎伤害上下限系数提升10%（最多提升50%）,【苍炎】,【苍炎】,<251;85;114>,<220;53;76>,<241;59;84>,
71212,2级负面，分别令目标当前和下次获得的1个1/2级增益转化为1层【苍炎】2回合（如未转化成功，则为目标添加1层【灼烧Ⅱ】2回合）,【火焰涤荡】,【火焰涤荡】,<251;85;114>,<220;53;76>,<241;59;84>,
71213,龙息类攻击，对目标附带1~3层【苍炎】，超过上限的【苍炎】会向其他随机敌方转移，并触发1层苍炎伤害,【苍炎吐息】,【苍炎吐息】,<245;175;37>,<233;147;25>,<233;147;25>,
71214,3级负面，灼烧类效果结束时（包括驱散/净化），有50%概率重新复燃1层，并获得同样持续时间,【余烬】,【余烬】,<251;85;114>,<220;53;76>,<241;59;84>,
71215,行走在焦土之上，敌方行动时会额外触发1~3层灼烧伤害，如果未有灼烧类效果，则会被添加1层【苍炎】,【焦土】,【焦土】,<120;203;147>,<92;153;112>,<92;153;112>,
71216,自身【龙飨】效果提升2倍；并吞噬自身1~2个1/2级负面效果,【龙飨盛宴】,【龙飨盛宴】,<120;203;147>,<92;153;112>,<92;153;112>,
71217,2级增益，暴击时引爆1层【苍炎】后，再为目标添加1~2层【苍炎】,【苍炎暴轰】,【苍炎暴轰】,<120;203;147>,<92;153;112>,<92;153;112>,
71218,免疫1/2级冰冻和灼烧；受灼烧单位攻击时，伤害降低10%；受到的额外行动伤害降低50%,【火鳞】,【火鳞】,<120;203;147>,<92;153;112>,<92;153;112>,
71219,吞噬火焰能量，每次吞噬可提升自身5%火系伤害及5%伤害减免2回合（吞噬4次达到上限），并恢复90%物攻血量（每回合3次）,【龙飨】,【龙飨】,<245;175;37>,<233;147;25>,<233;147;25>,
71220,龙系特殊攻击的统称：包含【龙息Ⅰ】、【龙息Ⅱ】、【极意龙舞】、【硫磺龙息】、【苍炎吐息】等,【龙息类攻击】,【龙息类攻击】,<245;175;37>,<233;147;25>,<233;147;25>,
71311,伪装效果，伪装具备释放者100%双攻之和的血量（耗尽时破除伪装），期间反伤率提升10%，持续至自身下次行动前,【雪男伪装】,【雪男伪装】,<245;175;37>,<233;147;25>,<233;147;25>,
71312,2级负面，不可叠加，目标冰系易伤提升12%，被冰冻时会立刻失去10%生命上限的生命（不会计入破冰伤害），释放者行动时对冻伤目标造成45%双攻之和冰元素伤害,【冻伤】,【冻伤】,<251;85;114>,<220;53;76>,<241;59;84>,
71313,伪装效果，利用风雪伪装自身，伪装具备释放者150%双攻之和的血量（耗尽时破除伪装），不会被主动技能锁定；【雪天天气】下受到主动攻击时，对攻击者反弹50%双攻之和的冰元素伤害。,【雪隐】,【雪隐】,<245;175;37>,<233;147;25>,<233;147;25>,
71314,3级负面，被添加时会立刻扣除目标15%生命上限的生命（目标若处于冰冻状态或为地系，则额外降低15%），随后己方冰系精灵主动攻击时，目标都会扣除10%生命上限的生命（至多降至30%，效果自动结束），效果结束时转化为【冰冻Ⅰ】1回合,【极度深寒】,【极度深寒】,<251;85;114>,<220;53;76>,<241;59;84>,
71315,3级增益，可被净化；消除并免疫附着类负面效果和冰冻效果，目标单个行动回合内承受伤害超过75%双攻之和时，消耗1个【霜华】将伤害限制为75%双攻之和;并将【霜华】发射出去，对攻击者造成本次限制数值的冰元素伤害并有35%对其【冰冻Ⅰ】1回合,【霜华】,【霜华】,<120;203;147>,<92;153;112>,<92;153;112>,
71316,特殊行为，穿透障碍物，对敌方全体造成1次60%双攻之和的冰元素伤害，并对敌方全体添加【冻伤】2回合,【冰冻之风】,【冰冻之风】,<245;175;37>,<233;147;25>,<233;147;25>,
71317,天气效果，包括【暴雪】和【冰雪暴】,【雪天天气】,【雪天天气】,<245;175;37>,<233;147;25>,<233;147;25>,
71411,发射后，1回合后落下，对敌方血量最少目标造成1.5倍储存血量的草系特攻伤害；对克制属性可暴击，并会【缠绕】其1回合,【木叶飞弹】,【木叶飞弹】,<245;175;37>,<233;147;25>,<233;147;25>,
71412,释放者主动攻击前会消除1个岩系障碍物（超级钻石星墙除外），且所有伤害都可穿透岩系障碍物，对岩/地系目标伤害提升2倍,【切岩】,【切岩】,<120;203;147>,<92;153;112>,<92;153;112>,
71413,对水系召唤物伤害提升至3倍，消除召唤物时，将150%特草系伤害传递给召唤物释放者,【破水】,【破水】,<120;203;147>,<92;153;112>,<92;153;112>,
71414,免疫电元素伤害，受到其他电系伤害减半,【避雷】,【避雷】,<120;203;147>,<92;153;112>,<92;153;112>,
71415,特殊效果，上限3颗；释放者血量低于75%/50%/25%血线时，会食用1颗，恢复75%特攻血量。有果实后，自身草系伤害提升15%,【密林果实】,【密林果实】,<245;175;37>,<233;147;25>,<233;147;25>,
71416,伪装效果，具备释放者200%特攻血量（耗尽时破除伪装），期间不可被敌方选中；伪装破除后，50%概率进入【隐身Ⅰ】，下1次主动攻击可攻击任意敌方,【潜行伪装】,【潜行伪装】,<245;175;37>,<233;147;25>,<233;147;25>,
71417,龙息攻击，治疗自身50%~100%特攻血量，并对目标造成治疗2倍伤害。治疗率每高10%，治疗上限高10%（最多50%）,【飞叶龙息】,【飞叶龙息】,<245;175;37>,<233;147;25>,<233;147;25>,
71418,特殊效果，受到必杀技伤害时，瞬间化为木桩代替自身承受伤害和效果，并对目标造成150%特攻的陷阱伤害，触发后效果结束；结束时触发【驱散Ⅱ】（火系必杀不会触发该效果）,【木替身术】,【木替身术】,<245;175;37>,<233;147;25>,<233;147;25>,
71419,3级增益，提升自身9%速度、20%治疗率和草系伤害；主动攻击时附带【飞叶龙息】,【飞叶大快刀】,【飞叶大快刀】,<120;203;147>,<92;153;112>,<92;153;112>,
71511,用自身藤鞭，攻击随机2名敌方，造成100%特攻的毒元素伤害，并附带1层【荆棘毒素】,【毒蔓藤】,【毒蔓藤】,<245;175;37>,<233;147;25>,<233;147;25>,
71512,3级控制效果，对敌人造成300%草系伤害后，将敌人吞噬到胃中（无法吞噬火系及带有吞噬技能精灵），自身增加50KG脂肪，吞噬结束后【缠绕】敌人1回合,【贪食吞噬】,【贪食吞噬】,<169;123;231>,<141;93;206>,<141;93;206>,
71513,光环效果，提升己方草系15%治疗率，己方草系行动后，为其恢复释放者80%双防之和的生命,【疗愈之花】,【疗愈之花】,<245;175;37>,<233;147;25>,<233;147;25>,
71514,释放者受到草/毒系治疗时，被吞噬目标获得1层【荆棘毒素】并触发其身上所有毒素伤害；吐出后，腐蚀降低敌方30%免伤和草系伤害抵抗，持续2回合,【胃酸腐蚀】,【胃酸腐蚀】,<245;175;37>,<233;147;25>,<233;147;25>,
71515,伪装效果，身躯潜入地下，只露出背部巨大花朵；具备释放者500%双防之和血量（耗尽时破除伪装）；接受草/毒系治疗时，会落下一道阳光射线，对随机敌方造成200%草系伤害并添加1层【荆棘毒素】（总共5次）,【巨大花朵】,【巨大花朵】,<245;175;37>,<233;147;25>,<233;147;25>,
71516,2级负面，毒素效果，可分裂扩散，持续3回合；每层令目标降低5%伤害减免，行动前造成释放者50%双防之和的毒元素伤害，最高叠加8层；每层结束时向随机1名敌方扩散1层,【荆棘毒素】,【荆棘毒素】,<251;85;114>,<220;53;76>,<241;59;84>,
71517,草系召唤物（优先占据遁地类效果），持续1回合；持续回合结束时绽放，为随机3名敌方加2层【荆棘毒素】，释放者获得100点怒气,【毒地蓓蕾】,【毒地蓓蕾】,<245;175;37>,<233;147;25>,<233;147;25>,
71518,特殊效果，每10KG脂肪可储存40%双防之和自身受到的伤害,【脂肪】,【脂肪】,<245;175;37>,<233;147;25>,<233;147;25>,
71519,特殊效果，每10KG脂肪可储存40%双防之和自身受到的伤害（上限150KG脂肪）；行动回合前，脂肪储存伤害转化为治疗回复自身,【肥厚脂肪】,【肥厚脂肪】,<245;175;37>,<233;147;25>,<233;147;25>,
71520,光环效果，受到的电系伤害降低30%,【绝缘】,【绝缘】,<245;175;37>,<233;147;25>,,
71611,特殊效果，提升25%电系闪避和被动伤害减免，优先攻击负电目标，并对其附带100%特攻电元素伤害；受到【感电】或【负电】目标可被额外抵消减免掉25%伤害,【正电】,【正电】,<245;175;37>,<233;147;25>,<233;147;25>,
71612,2级负面，不可净化，对电系伤害降低10%~30%，优先攻击对手正电目标，但受到其100%特攻电元素反伤；重复添加时会对目标释放1次【精准雷击】,【负电】,【负电】,<251;85;114>,<220;53;76>,<241;59;84>,
71613,专属形态，期间至少保留1点血量，不可行动；每次己方触发引雷，或受到敌方引雷攻击时，电击激活心脏，恢复10%血量，满血或回合结束时复活，并解除自身所有1/2级控制,【电击心脏】,【电击心脏】,<245;175;37>,<233;147;25>,<233;147;25>,
71614,特殊效果，受到引雷伤害降低50%，期间受到的非克制属性伤害都会视为引雷伤害，皮毛可储存己方电系溢出怒气（最多150点）,【静电皮毛】,【静电皮毛】,<245;175;37>,<233;147;25>,<233;147;25>,
71615,提升20%电系闪避,【电系闪避Ⅱ】,【电系闪避Ⅱ】,<120;203;147>,<92;153;112>,<92;153;112>,
71616,链接效果，链接中1个目标行动时，其他目标会受到释放者100%物攻电元素伤害，（该效果受到净化时会被重新添加，并对链接上所有目标触发1次伤害）,【负电弧光】,【负电弧光】,<251;85;114>,<220;53;76>,<241;59;84>,
71617,期间承受的所有伤害，在受到5次主动攻击或1回合后结算；结算时优先有（40%+10%x己方电系精灵数量）概率闪避掉全部伤害，成功闪避时，会对1名敌方反击500%物攻电元素的引雷伤害；（60%-10%x己方电系精灵数量）概率承受累积的50%伤害,【冠军意识】,【冠军意识】,<245;175;37>,<233;147;25>,<233;147;25>,
71618,2级增益，不可净化，令攻击最高的电系队友具备负电性质，同性相斥，不会受到敌方负电目标伤害，自身行动后，保护结束,【负电保护】,【负电保护】,<120;203;147>,<92;153;112>,<92;153;112>,
71712,立刻驱散自身1个1/2级控制，对攻击者及【奇袭地穴】上敌方造成300%物防的地系伤害,【大地反震】,【大地反震】,<245;175;37>,<233;147;25>,<233;147;25>,
71713,破坏敌方1个陷阱效果,【扫钉】,【扫钉】,<245;175;37>,<233;147;25>,<233;147;25>,
71714,共振带上所有目标获得护盾，护盾值为共振带上己方精灵100%物防之和,【大地共振】,【大地共振】,<245;175;37>,<233;147;25>,<233;147;25>,
71715,受到的伤害都会转为物攻计算，受到物防小于自身目标的伤害降低15%,【合金铁骨】,【合金铁骨】,<120;203;147>,<92;153;112>,<92;153;112>,
71716,隧道效果，持续2回合，己方地系精灵可攻击任意地穴敌方；并且己方【潜地】后，敌人之上的敌人会受到地刺攻击，造成200%物防地系伤害,【奇袭地穴】,【奇袭地穴】,<245;175;37>,<233;147;25>,<233;147;25>,
71718,3级控制，将敌人拖拽至己方用身躯对其绞杀，己方触发地震时挤碎敌人25%护盾值并造成200%物防地系伤害，期间自身伤害减免提升30%（【飞离】可逃离绞杀）,【窒息绞杀】,【窒息绞杀】,<169;123;231>,<141;93;206>,<141;93;206>,
71811,特殊效果，离开战场，不可选中,【飞离】,【飞离】,<245;175;37>,<233;147;25>,<233;147;25>,
71812,攻击全体随机目标（优先攻击【撕裂】目标，无视非岩系障碍物、召唤物阻挡），每颗造成50%物攻的飞行系伤害（对克制属性伤害提升1.5倍），额外附带30%吸血率,【血翼飞弹】,【血翼飞弹】,<245;175;37>,<233;147;25>,<233;147;25>,
71813,特殊状态，速度提升9%，飞行闪避和被动伤害减免提升30%，免疫地震伤害，释放【血翼龙息】额外攻击1个目标，且1回合后【血翼龙息】会再次折返造成一次攻击,【飞行姿态】,【飞行姿态】,<245;175;37>,<233;147;25>,<233;147;25>,
71814,在【暴风】基础效果之上，飞行系每次主动攻击，会给随机3个敌方添加【流血】2回合，令敌方全体的【流血】/【撕裂】触发1层,【血翼暴风】,【血翼暴风】,<245;175;37>,<233;147;25>,<233;147;25>,
71815,龙息攻击，斩击类效果，损失目标血量上限5%~8%的血量（不超过自身500%物攻），并令受击目标身上撕裂效果向随机敌方扩散1层，持续2回合（没有时会添加1层【撕裂】）,【血翼龙息】,【血翼龙息】,<245;175;37>,<233;147;25>,<233;147;25>,
71816,特殊形态，己方龙/飞系对敌方造成伤害的50%，会被血翼汲取转化为释放者血量（最多不超过自身500%物攻）,【血翼扩张】,【血翼扩张】,<245;175;37>,<233;147;25>,<233;147;25>,
71817,附着类效果，可无视障碍物、召唤物等直接附着于目标（岩系障碍物除外），目标无法免疫【流血】/【撕裂】效果，敌方任意【流血】/【撕裂】目标行动时，败血目标会再附加1层【撕裂】2回合,【败血】,【败血】,<251;85;114>,<220;53;76>,<241;59;84>,
71818,龙息攻击，斩击类效果，令全体敌方立刻损失8%最大血量（不超过自身500%物攻），并添加1层【撕裂】2回合，1回合后血翼会再次折返造成一次攻击。血翼飞行所到之处，会掩埋敌方地穴,【新月血翼】,【新月血翼】,<245;175;37>,<233;147;25>,<233;147;25>,
71911,化身成一道红色闪光，对目标造成120%物攻虫系伤害（虫王超级赫拉克罗斯在场时，额外添加钝击伤害）；该行动不会触发敌方反击反伤,【闪光一击】,【闪光一击】,<245;175;37>,<233;147;25>,<233;147;25>,
71912,冲破1/2级控制，获得1次【虫鸣瞬影】，令其免死效果提前1回合，随后对其造成150%x己方在场【虫鸣武装】数量的虫系伤害（上限6个 ）；不会触发敌方反击反伤和持续型伤害,【瞬影一击】,【瞬影一击】,<245;175;37>,<233;147;25>,<233;147;25>,
71913,3级增益，持续2回合，可累积2次；受到主动攻击时（火/飞系除外），会立刻瞬移至同排空位，躲避此次攻击（无空位时，会与同排虫/钢队友换位，该队友承担50%伤害和技能效果）,【虫鸣瞬影】,【虫鸣瞬影】,<120;203;147>,<92;153;112>,<92;153;112>,
71914,虫鸣武装，攻击变为斩击，对血量≤50%目标额外提升15%伤害；【闪光一击】发动虫鸣，和1名有【武装】的虫系队友形成钳型攻势，对目标左右两侧同时发动1次【闪光一击】）,【虫鸣巨钳】,【虫鸣巨钳】,<245;175;37>,<233;147;25>,<233;147;25>,
71915,附着效果，持续2回合，附着期间目标血量不会恢复至50%以上,【血限钳制】,【血限钳制】,<251;85;114>,<220;53;76>,<241;59;84>,
71916,虫系的特殊效果，殖装时随机武装场上虫系精灵的最多2种武装效果,【虫鸣武装】,【虫鸣武装】,<245;175;37>,<233;147;25>,<233;147;25>,
