变量名,name,_beizhu,isShow,icon,desc,desc1,quality,use,type,stackMax,specialArgsMap,effBtn,pageTag,sellPrice,autoSell,sortType,sortValue,fragID,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,rebirthRMB,dateType,expireDate,expireTime,timeOut,gateDropC,drawItemsLibC,regain,isLimitDrop,drawItemType,descType,ruleType,showNum
5717,碎片选择宝箱,燃烧虫/毕力吉翁,,config/item/box/box_1_4.png,,,5,,16,,{choose1={23151=1};choose2={23181=1};choose3={23051=1};choose4={22131=1};choose5={25361=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5718,碎片选择宝箱,拉普拉斯/大舌贝,,config/item/box/box_1_4.png,,,5,,16,,{choose1={20641=1};choose2={20381=1};choose3={24661=1};choose4={24191=1};choose5={24771=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5719,碎片选择宝箱,好坏星/小福蛋,,config/item/box/box_1_4.png,,,5,,16,,{choose1={23771=1};choose2={20501=1};choose3={24623=1};choose4={23941=1};choose5={24001=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5720,碎片选择宝箱,暴鲤龙/凯罗斯,,config/item/box/box_1_4.png,,,5,,16,,{choose1={20631=1};choose2={20611=1};choose3={24141=1};choose4={20901=1};choose5={24571=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5721,碎片选择宝箱,铁哑铃/球球海狮,,config/item/box/box_1_4.png,,,5,,16,,{choose1={21901=1};choose2={23681=1};choose3={24061=1};choose4={23981=1};choose5={20441=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5722,碎片选择宝箱,宝贝龙/雷电云,,config/item/box/box_1_4.png,,,5,,16,,{choose1={21891=1};choose2={23201=1};choose3={20991=1};choose4={24651=1};choose5={24851=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5723,碎片选择宝箱,闪电鸟/龙卷云,,config/item/box/box_1_4.png,,,5,,16,,{choose1={20731=1};choose2={23191=1};choose3={24051=1};choose4={22041=1};choose5={21771=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5724,碎片选择宝箱,火焰鸟/土地云,,config/item/box/box_1_4.png,,,5,,16,,{choose1={20741=1};choose2={23231=1};choose3={24041=1};choose4={20143=1};choose5={25241=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5725,碎片选择宝箱,急冻鸟/谜拟Ｑ,,config/item/box/box_1_4.png,,,5,,16,,{choose1={20721=1};choose2={23961=1};choose3={24621=1};choose4={24581=1};choose5={20431=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5726,碎片选择宝箱,利欧路/甜竹竹,,config/item/box/box_1_4.png,,,5,,16,,{choose1={22241=1};choose2={23841=1};choose3={22411=1};choose4={23671=1};choose5={24701=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5727,碎片选择宝箱,克雷色利亚/天蝎,,config/item/box/box_1_4.png,,,5,,16,,{choose1={22401=1};choose2={21031=1};choose3={24081=1};choose4={22491=1};choose5={24011=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5728,碎片选择宝箱,幼基拉斯/毒贝比,,config/item/box/box_1_4.png,,,5,,16,,{choose1={21251=1};choose2={24131=1};choose3={24071=1};choose4={20561=1};choose5={24001=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5729,碎片选择宝箱,圆陆鲨/拉帝亚斯,,config/item/box/box_1_4.png,,,5,,16,,{choose1={22231=1};choose2={21941=1};choose3={22371=1};choose4={20321=1};choose5={24641=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5730,碎片选择宝箱,牙牙/拉帝欧斯,,config/item/box/box_1_4.png,,,5,,16,,{choose1={23001=1};choose2={21951=1};choose3={24151=1};choose4={20251=1};choose5={24301=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5731,碎片选择宝箱,索罗亚/波克比,,config/item/box/box_1_4.png,,,5,,16,,{choose1={22821=1};choose2={20861=1};choose3={24031=1};choose4={23831=1};choose5={24201=1}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5800,神兽二选一礼包,帝牙卢卡/达克莱伊,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2351}};choose2={card={id=2431}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5801,神兽碎片选择宝箱,帝牙卢卡/达克莱伊,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22351=1};choose2={22431=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5802,神兽二选一礼包,酋雷姆/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3241}};choose2={card={id=3261}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5803,神兽碎片选择宝箱,酋雷姆/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23241=1};choose2={23261=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5804,神兽二选一礼包,裂空座/骑拉帝纳,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1981}};choose2={card={id=2391}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5805,神兽碎片选择宝箱,裂空座/骑拉帝纳,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21981=1};choose2={22391=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5806,神兽二选一礼包,莱希拉姆/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3211}};choose2={card={id=3261}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5807,神兽碎片选择宝箱,莱希拉姆/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23211=1};choose2={23261=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5808,神兽二选一礼包,比克提尼/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2461}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5809,神兽碎片选择宝箱,比克提尼/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22461=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5810,神兽二选一礼包,基拉祈/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1991}};choose2={card={id=4171}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5811,神兽碎片选择宝箱,基拉祈/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21991=1};choose2={24171=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5812,神兽二选一礼包,基拉祈/捷克罗姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1991}};choose2={card={id=3221}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5813,神兽碎片选择宝箱,基拉祈/捷克罗姆,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21991=1};choose2={23221=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5814,神兽二选一礼包,惩戒胡帕/达克莱伊,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3641}};choose2={card={id=2431}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5815,神兽碎片选择宝箱,惩戒胡帕/达克莱伊,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23641=1};choose2={22431=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5816,神兽二选一礼包,基格尔德·100%/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3623}};choose2={card={id=3271}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5817,神兽碎片选择宝箱,基格尔德·10％/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23621=1};choose2={23271=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5818,神兽二选一礼包,帕路奇亚/蒂安希,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2361}};choose2={card={id=3631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5819,神兽碎片选择宝箱,帕路奇亚/蒂安希,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22361=1};choose2={23631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5820,神兽二选一礼包,酋雷姆/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3241}};choose2={card={id=4171}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5821,神兽碎片选择宝箱,酋雷姆/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23241=1};choose2={24171=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5822,神兽二选一礼包,玛夏多/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4121}};choose2={card={id=3601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5823,神兽碎片选择宝箱,玛夏多/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={23601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5824,神兽二选一礼包,伊裴尔塔尔/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3611}};choose2={card={id=3261}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5825,神兽碎片选择宝箱,伊裴尔塔尔/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23611=1};choose2={23261=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5826,神兽二选一礼包,帝牙卢卡/骑拉帝纳,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2351}};choose2={card={id=2391}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5827,神兽碎片选择宝箱,帝牙卢卡/骑拉帝纳,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22351=1};choose2={22391=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5828,神兽二选一礼包,玛纳霏/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2421}};choose2={card={id=4161}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5829,神兽碎片选择宝箱,玛纳霏/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22421=1};choose2={24161=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5830,神兽二选一礼包,帝牙卢卡/帕路奇亚,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2351}};choose2={card={id=2361}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5831,神兽碎片选择宝箱,帝牙卢卡/帕路奇亚,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22351=1};choose2={22361=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5832,神兽二选一礼包,基拉祈/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1991}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5833,神兽碎片选择宝箱,基拉祈/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21991=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5834,神兽二选一礼包,雷吉奇卡斯/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2381}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5835,神兽碎片选择宝箱,雷吉奇卡斯/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22381=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5836,神兽二选一礼包,盖诺赛克特/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3271}};choose2={card={id=4171}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5837,神兽碎片选择宝箱,盖诺赛克特/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23271=1};choose2={24171=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5838,神兽二选一礼包,索尔迦雷欧/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4023}};choose2={card={id=2461}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5839,神兽碎片选择宝箱,索尔迦雷欧/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24023=1};choose2={22461=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5840,神兽二选一礼包,哲尔尼亚斯/伊裴尔塔尔,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3601}};choose2={card={id=3611}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5841,神兽碎片选择宝箱,哲尔尼亚斯/伊裴尔塔尔,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23601=1};choose2={23611=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5842,神兽二选一礼包,基格尔德·100%/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3623}};choose2={card={id=4111}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5843,神兽碎片选择宝箱,基格尔德·10％/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23621=1};choose2={24111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5844,神兽二选一礼包,捷拉奥拉/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4161}};choose2={card={id=1281}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5845,神兽碎片选择宝箱,捷拉奥拉/时拉比,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24161=1};choose2={21281=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5846,神兽二选一礼包,玛夏多/波尔凯尼恩,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4121}};choose2={card={id=3651}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5847,神兽碎片选择宝箱,玛夏多/波尔凯尼恩,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={23651=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5848,神兽二选一礼包,比克提尼/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2461}};choose2={card={id=3271}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5849,神兽碎片选择宝箱,比克提尼/盖诺赛克特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22461=1};choose2={23271=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5850,神兽二选一礼包,玛纳霏/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2421}};choose2={card={id=4024}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5851,神兽碎片选择宝箱,玛纳霏/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22421=1};choose2={24024=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5852,神兽二选一礼包,惩戒胡帕/谢米,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3641}};choose2={card={id=2441}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5853,神兽碎片选择宝箱,惩戒胡帕/谢米,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23641=1};choose2={22441=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5854,神兽二选一礼包,基格尔德·100%/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3623}};choose2={card={id=3601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5855,神兽碎片选择宝箱,基格尔德·10％/哲尔尼亚斯,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23621=1};choose2={23601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5856,神兽二选一礼包,莱希拉姆/蒂安希,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3211}};choose2={card={id=3631}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5857,神兽碎片选择宝箱,莱希拉姆/蒂安希,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23211=1};choose2={23631=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5858,神兽二选一礼包,索尔迦雷欧/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4023}};choose2={card={id=7021}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5859,神兽碎片选择宝箱,索尔迦雷欧/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24023=1};choose2={27021=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5860,神兽二选一礼包,玛夏多/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4121}};choose2={card={id=4161}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5861,神兽碎片选择宝箱,玛夏多/捷拉奥拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={24161=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5862,神兽二选一礼包,闪光超级班基拉斯/波尔凯尼恩,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7031}};choose2={card={id=3651}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5863,神兽碎片选择宝箱,闪光超级班基拉斯/波尔凯尼恩,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27031=1};choose2={23651=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5864,神兽二选一礼包,盖欧卡/裂空座,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1961}};choose2={card={id=1981}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5865,神兽碎片选择宝箱,盖欧卡/裂空座,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21961=1};choose2={21981=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5866,神兽二选一礼包,基拉祈/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1991}};choose2={card={id=3261}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5867,神兽碎片选择宝箱,基拉祈/美洛耶塔·歌声,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21991=1};choose2={23261=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5868,神兽二选一礼包,玛纳霏/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2421}};choose2={card={id=2461}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5869,神兽碎片选择宝箱,玛纳霏/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22421=1};choose2={22461=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5870,神兽二选一礼包,奈克洛兹玛/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4101}};choose2={card={id=4024}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5871,神兽碎片选择宝箱,奈克洛兹玛/露奈雅拉,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24101=1};choose2={24024=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5872,神兽二选一礼包,索尔迦雷欧/基格尔德·100%,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4023}};choose2={card={id=3623}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5873,神兽碎片选择宝箱,索尔迦雷欧/基格尔德·10％,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24023=1};choose2={23621=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5874,神兽二选一礼包,起源梦幻/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7041}};choose2={card={id=7021}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5875,神兽碎片选择宝箱,起源梦幻/闪光超级耿鬼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27041=1};choose2={27021=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5876,神兽二选一礼包,骑拉帝纳/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=2391}};choose2={card={id=4171}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5877,神兽碎片选择宝箱,骑拉帝纳/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={22391=1};choose2={24171=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5878,神兽二选一礼包,索尔迦雷欧/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4023}};choose2={card={id=4111}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5879,神兽碎片选择宝箱,索尔迦雷欧/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24023=1};choose2={24111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5880,神兽二选一礼包,时拉比/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=1281}};choose2={card={id=4171}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5881,神兽碎片选择宝箱,时拉比/美录坦,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={21281=1};choose2={24171=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5882,神兽二选一礼包,玛机雅娜/玛夏多,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4111}};choose2={card={id=4121}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5883,神兽碎片选择宝箱,玛夏多/玛机雅娜,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24121=1};choose2={24111=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5884,神兽二选一礼包,闪光超级班基拉斯/闪光超级沙奈朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=7031}};choose2={card={id=7051}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5885,神兽碎片选择宝箱,闪光超级班基拉斯/闪光超级沙奈朵,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={27031=1};choose2={27051=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5886,神兽二选一礼包,波尔凯尼恩/玛纳霏,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=3651}};choose2={card={id=2421}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5887,神兽碎片选择宝箱,波尔凯尼恩/玛纳霏,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={23651=1};choose2={22421=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5888,神兽二选一礼包,奈克洛兹玛/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4101}};choose2={card={id=4601}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
5889,神兽碎片选择宝箱,奈克洛兹玛/藏玛然特,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={24101=1};choose2={24601=1}},<3>,<1>,,,99,99,,,,,,,,,,{drawcard=huang_effect_loop;gain=huang_effect_loop},,,,,,,,,,,2,,
5890,神兽二选一礼包,玛夏多/比克提尼,,config/item/box/box_15_4@.png,,,6,,16,,{choose1={card={id=4121}};choose2={card={id=2461}}},<3>,<1>,,,99,99,,,,,,,,,,,,,,,,,,,,,1,,
