变量名,变量名,eventID,_name,delay,sound,damageSeg,hpSeg,segInterval,shaker,music,zOrder,move,show,effectType,effectRes,effectArgs,otherEventIDs,follow,onlyTargetShow,jumpFlag,control,__version
198111,,384001,,,,<0.3;0.3;0.4>,,<50;280;280>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198121,,384006,,,,<0.25;0.25;0.25;0.25>,,<50;260;260;260>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198122,,384015,,,,,,,,,,,,,,,,{notback=TRUE;bones=<hitman_move7>},FALSE,,,
198131,,384012,,,,<0.3;0.3;0.4>,,<150;150;150>,{beginT=0;count=1;disx=30;disy=40;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
198132,,1,,,,,,,,,<{zorder=4;delay=0;lastTime=20000}>,,,,,,<90;384091;384092;384093>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
198133,,384091,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=1;zorder=6;offsetX=-185;lastTime=11600;aniLoop=FALSE;aniName=liekongzuo_skill2_qian;offsetY=0;scale=0.71},,,,,,
198134,,384092,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=3;offsetX=-130;lastTime=11600;aniLoop=FALSE;aniName=liekongzuo_skill2;offsetY=0;scale=0.68},,,,,,
198135,,384093,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=1;offsetX=-130;lastTime=13300;aniLoop=FALSE;aniName=liekongzuo_skill2;offsetY=0;scale=0.65},,,,,,
198211,,384101,,,,<0.3;0.3;0.4>,,<0;250;250>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198221,,384104,,,,<0.25;0.25;0.25;0.25>,,<50;250;250;250>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198222,,384180,,,,,,,,,,,,,,,,{notback=TRUE;bones=<hitman_move1>},FALSE,,,
198231,,384110,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;450;450;450;1000;166;166;135;135;135>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
198232,,1,,,,,,,,,,,,,,,<90;384191;384192;384193;384194>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
198233,,384191,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=1;zorder=11;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=liekongzuo_mega_skill2_qian;offsetY=0;scale=0.66},,,,,,
198234,,384192,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{screenPos=0;addTolayer=-1;zorder=11;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=liekongzuo_mega_skill2_qian;offsetY=0;scale=0.66},,,,,,
198235,,384193,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{screenPos=0;addTolayer=-1;zorder=10;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=liekongzuo_mega_skill2_hou;offsetY=0;scale=0.66},,,,,,
198236,,384194,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=5;offsetX=0;lastTime=18333.3;aniLoop=FALSE;aniName=liekongzuo_mega_skill2_hou;offsetY=0;scale=0.66},,,,,,
198411,,384201,,,,<0.3;0.3;0.4>,,<0;250;250>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198421,,384206,,,,<0.25;0.25;0.25;0.25>,,<0;230;230;230>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
198422,,384280,,,,,,,,,,,,,,,,{notback=TRUE;bones=<hitman_move>},FALSE,,,
198431,,384213,,,,<0.05;0.05;0.05;0.05;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;4000;133.3;933.3;300;266.6;266.6;1200;100;100;100;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,,
198432,,1,,,,,,,,,,,,,,,<90;384291;384292;384293;384294>,{bones=<hitman_move;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
198433,,384291,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=1;zorder=11;offsetX=0;lastTime=25833.3;aniLoop=FALSE;aniName=lkzmegapf_qian;offsetY=100;scale=0.66},,,,,,
198434,,384292,,,,,,,,,,,,1,koudai_beijing/diqiu.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=0;lastTime=25833.3;aniLoop=FALSE;aniName=lkzmegapf;offsetY=0;scale=0.66},,,,,,
198435,,384293,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;offsetX=0;lastTime=25833.3;aniLoop=FALSE;aniName=lkzmegapf_hou;offsetY=0;scale=0.66},,,,,,
198436,,384294,,,,,,,,,,,,1,koudai_beijing/jitan.skel,{screenPos=0;addTolayer=-1;zorder=-3;offsetX=0;lastTime=25833.3;aniLoop=FALSE;aniName=lkzmegapf;offsetY=0;scale=0.66},,,,,,
199111,,385001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
199121,,385002,,,,<0.33;0.33;0.34>,,<0;250;250>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
199131,,385003,,,,<0.3;0.35;0.35>,,<0;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
199132,,1,,,,,,,,,,,,,,,<90;385091>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
199133,,385091,,,,,,,,,,,,1,koudai_beijing/senlin2.skel,{screenPos=0;addTolayer=-1;zorder=5;offsetX=0;lastTime=14100;aniLoop=FALSE;aniName=jilaqi_skill2;offsetY=0;scale=0.66},,,,,,
199211,,385101,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
199221,,385102,,,,<0.33;0.33;0.34>,,<0;250;250>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
199231,,385103,,,,<0.3;0.35;0.35>,,<0;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
199232,,1,,,,,,,,,,,,,,,<90;385191;385192>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
199233,,385191,,,,,,,,,,,,1,koudai_beijing/fangjian.skel,{screenPos=0;addTolayer=-1;zorder=-5;offsetX=0;lastTime=17000;aniLoop=FALSE;aniName=jilaqi_pifu_skill2;offsetY=0;scale=0.66},,,,,,
199234,,385192,,,,,,,,,,,,1,koudai_beijing/yuzhou2.skel,{screenPos=0;addTolayer=-1;zorder=-10;offsetX=0;lastTime=17000;aniLoop=FALSE;aniName=jilaqi_pifu_skill2;offsetY=0;scale=0.66},,,,,,
201111,,387001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201121,,387002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201131,,387003,,,,<0.3;0.35;0.35>,,<0;167;167>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
201211,,388001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201221,,388002,,,,<0.3;0.35;0.35>,,<0;134;400>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201231,,388005,,,,<0.2;0.1;0.2;0.15;0.2;0.15>,,<0;400;400;400;400;400>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
201311,,389001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201321,,389002,,,,<0.3;0.3;0.4>,,<0;233.3;266.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
201331,,389005,,,,<0.3;0.3;0.4>,,<0;1433.3;833.3>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
201332,,1,,,,,,,,,,,,,,,<90;389092>,{bones=<hitman_move1;hitman_move2;hitman_move3;hitman_move4;hitman_move5;hitman_move6>},,,,
201333,,389092,,,,,,,,,,,,1,koudai_beijing/sudu_bj.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=-450;lastTime=5233.3;aniLoop=FALSE;aniName=tutaigui_skill2;offsetY=0;scale=1},,,,,,
202111,,390001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;200;200;200;200>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202121,,390007,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202131,,390010,,,,<0.5;0.5>,,<0;330>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
202211,,391001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202221,,391002,,,,<0.25;0.25;0.25;0.25>,,<0;250;250;250>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202231,,391013,,,,<0.25;0.25;0.25;0.25>,,<0;200;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
202232,,1,,,,,,,,,,,,,,,<90;391091>,{bones=<hitman_move>},,,,
202233,,391091,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=99;offsetX=0;lastTime=5347;aniLoop=FALSE;aniName=menghuohou_skill2;offsetY=0;scale=0.7},,,,,,
202311,,392001,,,,<0.5;0.5>,,<0;330>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202321,,392003,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202331,,392004,,,,<0.1;0.3;0.3;0.3>,,<0;1150;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
202332,,1,,,,,,,,,,,,,,,<90;392091>,{bones=<hitman_move>},,,,
202333,,392091,,,,,,,,,,,,1,koudai_beijing/guofengshan.skel,{screenPos=0;addTolayer=-1;zorder=99;offsetX=30;lastTime=5379;aniLoop=FALSE;aniName=lieyanhou_skill2;offsetY=20;scale=0.7},,,,,,
202411,,392101,,,,<0.3;0.3;0.4>,,<0;733.3;866.6>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202421,,392104,,,,<0.5;0.5>,,<0;2033.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
202431,,392106,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;66.6;66.6;66.6;66.6;66.6;66.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
202432,,1,,,,,,,,,,,,,,,<90>,{bones=<hitman_move>},,,,
203111,,393001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203121,,393002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203131,,393003,,,,<0.1;0.1;0.1;0.1;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
203211,,394001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203221,,394002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203231,,394003,,,,<0.1;0.1;0.2;0.2;0.2;0.2>,,<0;166.6;166.6;166.6;166.6;166.6>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
203232,,1,,,,,,,,,,,<{hide=TRUE;delay=0;lastTime=5533.3}>,,,,<90;394092;394093;394094>,,,,,
203233,,394092,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=1;zorder=99;offsetX=-450;lastTime=7400;aniLoop=FALSE;aniName=bohuangzi_skill2_qian;offsetY=-200;scale=0.6},,,,,,
203234,,394093,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=-530;lastTime=7400;aniLoop=FALSE;aniName=bohuangzi_skill2_hou;offsetY=0;scale=0.67},,,,,,
203235,,394094,,,,,,,,,,,,1,koudai_beijing/sudu_bj_guang.skel,{screenPos=1;addTolayer=-1;zorder=-2;offsetX=-450;lastTime=7400;aniLoop=FALSE;aniName=bohuangzi_skill2;offsetY=0;scale=1},,,,,,
203311,,395001,,,,<0.5;0.5>,,<0;633.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203321,,395003,,,,<0.3;0.3;0.4>,,<0;133.3;133.3>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
203331,,395006,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
203332,,1,,,,,,,,,,<{t=0;teamClose=1.4;absX=1170;absY=540;delay=0;scale=1}>,<{hide=TRUE;delay=0;lastTime=6700}>,,,,<90;395092;395093;395094>,{bones=<hitman_move1;hitman_move2>},,,,
203333,,395092,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=1;zorder=99;offsetX=-150;lastTime=7800;aniLoop=FALSE;aniName=diwangnabo_skill2_qian;offsetY=-200;scale=0.7},,,,,,
203334,,395093,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=-1;offsetX=-230;lastTime=7800;aniLoop=FALSE;aniName=diwangnabo_skill2_hou;offsetY=-100;scale=0.7},,,,,,
203335,,395094,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=1;addTolayer=-1;zorder=-2;offsetX=-250;lastTime=7800;aniLoop=FALSE;aniName=diwangnabo_skill2;offsetY=100;scale=0.8},,,,,,
204111,,396001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204121,,396002,,,,<0.5;0.5>,,<0;700>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204131,,396004,,,,<0.25;0.25;0.25;0.25>,,<0;300;300;266.67>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
204211,,397001,,,,<0.3;0.3;0.4>,,<0;333.33;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204221,,397004,,,,<0.5;0.5>,,<0;600>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204231,,397006,,,,<0.2;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;400;400;300;300;300;300;300;333.33>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
204232,,1,,,,,,,,,,,,,,,<90;397091;397092>,{bones=<hitman_move>},,,,
204233,,397092,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-1;delay=0;offsetX=0;lastTime=4766;aniLoop=FALSE;aniName=mukeniao_skill2;offsetY=0;scale=0.66},,,,,,
204234,,397091,,,,,,,,,,,,1,koudai_beijing/senlin.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=4766;aniLoop=FALSE;aniName=mukeniao_skill2;offsetY=0;scale=0.66},,,,,,
204311,,398001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204321,,398002,,,,<0.5;0.5>,,<0;1033.33>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
204331,,398005,,,,<0.2;0.1;0.2;0.1;0.4>,,<0;133.33;133.33;133.33;533.33>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
204332,,1,,,,,,,,,<{zorder=4;delay=0;lastTime=6400}>,,<{hide=TRUE;delay=0;lastTime=4500}>,,,,<90;398091>,{bones=<hitman_move>},,,,
204333,,398091,,,,,,,,,,,,1,koudai_beijing/yewan.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=6400;aniLoop=FALSE;aniName=mukeying_skill2;offsetY=0;scale=0.75},,,,,,
207111,,403001,,,,<0.3;0.3;0.4>,,<0;166.67;300>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207121,,403004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207131,,403005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1;0.1>,,<0;100;100;100;100;100;100;100;100;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
207211,,404001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207221,,404002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207231,,404003,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
207311,,405001,,,,<0.3;0.3;0.4>,,<0;733.3;400>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207321,,405004,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
207331,,405005,,,,<0.2;0.2;0.2;0.1;0.1;0.1;0.1>,,<0;633;220;220;1300;100;100>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
207332,,405091,,,,,,,,,,<{t=0;absX=960;absY=620;rot=-30;delay=0;scale=1.3};{t=650;absX=1750;absY=1130;rot=30;delay=3100;scale=1.3};{t=160;absX=2150;absY=680;rot=60;delay=3750;scale=1.3};{t=240;absX=1100;absY=950;rot=30;delay=3950;scale=1.3};{t=180;absX=1930;absY=400;rot=80;delay=4130;scale=1.3};{t=150;absX=1600;absY=500;rot=20;delay=4390;scale=1.3};{t=210;absX=1400;absY=1000;rot=10;delay=4540;scale=1.3};{t=0;absX=1500;absY=750;rot=0;delay=4750;scale=2.3};{t=360;absX=2100;absY=450;rot=110;delay=4750;scale=0.5};{t=400;absX=2150;absY=440;rot=140;delay=5110;scale=0.2}>,<{hide=TRUE;delay=0;lastTime=3066.67}>,,,,<90;405092>,,,,,
207333,,405092,,,,,,,,,,,,1,koudai_beijing/moren_bj.skel,{screenPos=0;addTolayer=-1;zorder=1;delay=0;offsetX=0;lastTime=5633.33;aniLoop=FALSE;offsetY=0;aniName=lunqinmao_skill2},,,,,,
212111,,417001,,,,<0.25;0.25;0.25;0.25>,,<0;133.3;133.3;133.3>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
212121,,417005,,,,<0.1;0.1;0.1;0.1;0.1;0.1;0.4>,,<0;133;133;133;133;133;566.6>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
212131,,417012,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,{bones=<hitman_move>},,,,
212132,,1,,,,,,,,,<{zorder=999;delay=0;lastTime=9999}>,<{t=0;absX=1900;absY=550;delay=0;scale=0.6}>,<{hide=TRUE;delay=0;lastTime=9900}>,,,,<90;417091;417092>,,,,,
212133,,417091,,,,,,,,,,,,1,koudai_beijing/shuimian.skel,{screenPos=0;addTolayer=-1;zorder=0;offsetX=0;lastTime=11266;aniLoop=FALSE;aniName=paqilizi_skill2;offsetY=0;scale=0.6},,,,,,
212134,,417092,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=-2;offsetX=0;lastTime=11266;aniLoop=FALSE;aniName=paqilizi_skill2;offsetY=0;scale=0.6},,,,,,
213111,,418001,,,,<1>,,<0>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
213121,,418002,,,,<1>,,<0>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
213131,,418003,,,,<1>,,<0>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
213132,,1,,,,,,,,,,,,,,,<90;418092;418093;418094>,{bones=<hitman_move>},,,,
213133,,418092,,,,,,,,,,,,1,koudai_beijing/shuizhu.skel,{screenPos=0;addTolayer=1;zorder=50;offsetX=0;lastTime=8333.3;aniLoop=FALSE;aniName=yongquanyou_skill2;offsetY=0;scale=0.66},,,,,,
213134,,418093,,,,,,,,,,,,1,koudai_beijing/hailang.skel,{screenPos=0;addTolayer=-1;zorder=10;offsetX=0;lastTime=8333.3;aniLoop=FALSE;aniName=yongquanyou_skill2;offsetY=0;scale=0.66},,,,,,
213135,,418094,,,,,,,,,,,,1,koudai_beijing/tiankong_x.skel,{screenPos=0;addTolayer=-1;zorder=1;offsetX=0;lastTime=8333.3;aniLoop=FALSE;aniName=yongquanyou_skill2;offsetY=0;scale=0.66},,,,,,
213211,,419001,,,,<0.5;0.5>,,<0;200>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
213221,,419003,,,,<0.25;0.25;0.25;0.25>,,<0;1366.6;100;100>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
213231,,419007,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;100;1200;800;600>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
213232,,1,,,,,,,,,,,,,,,<90>,,,,,
223111,,443001,,,,<0.2;0.2;0.2;0.2;0.2>,,<0;366.67;200;300;500>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
223121,,443006,,,,<0.5;0.5>,,<0;700>,{beginT=0;count=1;disx=15;disy=20;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
223131,,443008,,,,<0.3;0.3;0.4>,,<0;200;200>,{beginT=0;count=1;disx=20;disy=30;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,,,,
223132,,443091,,,,,,,,,,<{absY=500;t=0;delay=0};{x=-200;t=0;delay=0};{t=0;rot=-10;delay=0;scale=1.3};{x=500;t=533.33;delay=5666.67};{absY=700;t=533.33;delay=5666.667};{t=533.33;delay=5666.67;scale=0.3};{rot=-30;t=533.33;delay=5666.67}>,<{hide=TRUE;delay=0;lastTime=5666.67}>,,,,<90;443092;443093>,,,,,
223133,,443092,,,,,,,,,,,,1,koudai_beijing/tiankong.skel,{screenPos=0;addTolayer=-1;zorder=-1000;offsetX=0;lastTime=7033.33;aniLoop=FALSE;aniName=yuanlusha_skill2;offsetY=0;scale=0.75},,,,,,
223134,,443093,,,,,,,,,,,,1,koudai_beijing/huangtu.skel,{screenPos=0;addTolayer=-1;zorder=-100;offsetX=-200;lastTime=7033.33;aniLoop=FALSE;aniName=yuanlusha_skill2;offsetY=-50;scale=0.75},,,,,,
223211,,444001,,,,<0.3;0.3;0.4>,,<0;233.3;500>,{beginT=0;count=1;disx=10;disy=10;endT=100;interval=0;isRepeat=TRUE},,,,,,,,,,FALSE,,{lifeBar={show=TRUE}},
