变量名,drawType,_comment,drawTriggerType,drawTriggerTimes,weightStart,weightEnd,effectLimit,startCount,probInit,probStep,probLimit,probMiniTimes,probEffectInterval,lotteryType1,lotteryWeight1,lotteryType2,lotteryWeight2,lotteryType3,lotteryWeight3,lotteryType4,lotteryWeight4,lotteryType5,lotteryWeight5,lotteryType6,lotteryWeight6,lotteryType7,lotteryWeight7,lotteryType8,lotteryWeight8,lotteryType9,lotteryWeight9,lotteryType10,lotteryWeight10
1196,limit_box_rmb10_1941,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,limit_box_rmb1_2031,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1202,limit_box_rmb1_2031,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1211,limit_box_rmb10_2031,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1212,limit_box_rmb10_2031,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1213,limit_box_rmb10_2031,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1214,limit_box_rmb10_2031,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1215,limit_box_rmb10_2031,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1216,limit_box_rmb10_2031,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1221,limit_box_rmb1_2121,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1222,limit_box_rmb1_2121,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1231,limit_box_rmb10_2121,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1232,limit_box_rmb10_2121,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1233,limit_box_rmb10_2121,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1234,limit_box_rmb10_2121,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1235,limit_box_rmb10_2121,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1236,limit_box_rmb10_2121,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1241,limit_box_rmb1_2231,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1242,limit_box_rmb1_2231,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1251,limit_box_rmb10_2231,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1252,limit_box_rmb10_2231,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1253,limit_box_rmb10_2231,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1254,limit_box_rmb10_2231,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1255,limit_box_rmb10_2231,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1256,limit_box_rmb10_2231,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1261,limit_box_rmb1_2301,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1262,limit_box_rmb1_2301,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1271,limit_box_rmb10_2301,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1272,limit_box_rmb10_2301,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1273,limit_box_rmb10_2301,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1274,limit_box_rmb10_2301,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1275,limit_box_rmb10_2301,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1276,limit_box_rmb10_2301,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1281,limit_box_rmb1_2391,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1282,limit_box_rmb1_2391,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1291,limit_box_rmb10_2391,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1292,limit_box_rmb10_2391,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1293,limit_box_rmb10_2391,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1294,limit_box_rmb10_2391,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1295,limit_box_rmb10_2391,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1296,limit_box_rmb10_2391,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1301,limit_box_rmb1_2491,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1302,limit_box_rmb1_2491,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1311,limit_box_rmb10_2491,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1312,limit_box_rmb10_2491,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1313,limit_box_rmb10_2491,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1314,limit_box_rmb10_2491,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1315,limit_box_rmb10_2491,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1316,limit_box_rmb10_2491,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,limit_box_rmb1_2591,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1322,limit_box_rmb1_2591,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,limit_box_rmb10_2591,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1332,limit_box_rmb10_2591,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1333,limit_box_rmb10_2591,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1334,limit_box_rmb10_2591,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1335,limit_box_rmb10_2591,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1336,limit_box_rmb10_2591,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1341,limit_box_rmb1_2681,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1342,limit_box_rmb1_2681,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1351,limit_box_rmb10_2681,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1352,limit_box_rmb10_2681,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1353,limit_box_rmb10_2681,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1354,limit_box_rmb10_2681,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1355,limit_box_rmb10_2681,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1356,limit_box_rmb10_2681,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,limit_box_rmb1_2741,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1362,limit_box_rmb1_2741,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,limit_box_rmb10_2741,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1372,limit_box_rmb10_2741,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1373,limit_box_rmb10_2741,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1374,limit_box_rmb10_2741,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1375,limit_box_rmb10_2741,十连-出饰品觉醒材料-第二次后5次左右出,1,10,0.2,0.3,1,2,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1376,limit_box_rmb10_2741,常规十连,0,1,,,,,,,,,,{150=1;152=3;1101=1;153=2;154=2;160=1},100,{150=1;152=3;1101=1;153=1;154=2;160=1;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},100,{150=1;152=4;1101=1;153=1;154=2;160=1},100,{150=1;152=4;1101=1;153=2;154=1;160=1},100,{150=1;152=4;1101=1;153=1;154=1;160=1;161=1},100,{150=1;152=4;1101=1;153=1;154=2;161=1},100,{150=1;152=3;1101=1;153=1;154=3;160=1},0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,limit_box_rmb1_2861,每十连抽-必出饰品升星道具,3,10,,,,,,,,,,{150=1},100,,0,,0,,0,,0,,0,,0,,0,,0,,0
1382,limit_box_rmb1_2861,常规单抽-基础产出,0,1,,,,,,,,,,{152=1},45,{153=1},15,{154=1},15,{160=1},15,{161=1},5,,0,,0,,0,,0,,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1391,limit_box_rmb10_2861,十连-出紫色携带道具-后续正常概率出-15次,1,10,0.04,0.09,,19,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1392,limit_box_rmb10_2861,十连-出紫色携带道具-第四次后18次左右出,1,10,0.08,0.15,1,11,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1393,limit_box_rmb10_2861,十连-出紫色携带道具-第四次后9次左右出,1,10,0.2,0.3,1,5,,,,,,{150=1;162=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;162=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;162=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
1394,limit_box_rmb10_2861,十连-出饰品觉醒材料-后续正常概率出-11次,1,10,0.06,0.12,,6,,,,,,{150=1;151=1;152=3;1101=1;153=1;154=2;160=1},100,{150=1;151=1;152=3;1101=1;153=2;154=1;160=1},100,{150=1;151=1;152=4;1101=1;153=1;154=1;160=1},100,,0,,0,,0,,0,,0,,0,,0
