变量名,name,desc,cards,equipID,skinID,attrMap,__version
44313,艰难进化,,<1771;211>,,,{7=10%;8=10%},
44314,主角羁绊,,<391;2241;91>,,,{14=500},
44411,魔法人偶,,<561;2841>,,,{7=10%;8=10%},
44412,超能元素,,<1511;2331;4521>,,,{1=12%},
44413,冰川行者,,<1141;4661;1851>,,,{7=10%;8=10%},
44414,舞力全开,,<321;411;461>,,,{22=500},
45211,贴心管家,,<561;501>,,,{7=10%;8=10%},
45212,超然能量,,<2401;4012;771>,,,{1=12%},
45213,情感联结,,<1391;551;2841>,,,{7=10%;8=10%},
45214,可爱战队,,<4851;891>,,,{23=500},
45611,水势防御,,<251;321;381>,,,{7=10%;8=10%},
45612,远古化石,,<701;691>,,,{1=12%},
45613,坚韧牙口,,<3001;2231;801>,,,{7=10%;8=10%},
45614,主角羁绊,,<4431;2241;91>,,,{23=500},
45711,钢铁之壁,,<1931;331>,,,{7=10%;8=10%},
45712,龙系家族,,<4001;5361>,,,{1=12%},
45713,钢筋铁骨,,<2961;4991;5241>,,,{7=10%;8=10%},
45714,坚毅不倒,,<301;401;1901>,,,{23=500},
45811,隐形战机,,<1941;1951>,,,{7=10%;8=10%},
45812,多合一,,<321;441;3141>,,,{1=12%},
45813,大器晚成,,<1251;751;3541;2231>,,,{7=10%;8=10%},
45814,恒净之躯,,<1911;1921;1931;2961>,,,{14=500},
45911,妖精之谜,,<3601;4111;3961;4012>,,,{7=15%;8=15%},
45912,亚瑟王传奇,,<3631>,,,{1=20%},
45913,破坏斩击,,<7071;3251;4431>,,,{7=15%;8=15%},
45914,传说英雄,,<4601>,,,{14=750},
46011,格斗世家,,<3261;4121;3831;4041>,,,{7=15%;8=15%},
46012,近身肉搏,,<3301;3161;1301;571>,,,{1=20%},
46013,忠诚象征,,<241;1171;2241>,,,{7=15%;8=15%},
46014,坚硬强盾,,<7031;4023;4171>,,,{23=750},
46111,异龙聚形,,<4581;4561;4091>,,,{7=15%;8=15%},
46112,无极之道,,<3241>,,,{1=20%},
46113,极巨变化,,<4171;4191;91;391>,,,{7=15%;8=15%},
46114,剑盾屠龙,,<4601;4591>,,,{23=750},
46211,熊爪招式,,<3831;3011>,,,{7=10%;8=10%},
46212,近距搏击,,<3251;2021;461;2481>,,,{1=12%},
46213,恶霸闯荡,,<1081;2821;1171>,,,{7=10%;8=10%},
46214,武道宗师,,<4431;4041;4051>,,,{14=500},
46231,熊爪招式,,<3831;3011>,,,{7=10%;8=10%},
46232,近距搏击,,<3251;2021;461;2481>,,,{1=12%},
46233,水系能者,,<641;2491;21>,,,{7=10%;8=10%},
46234,武道宗师,,<4431;4041;4051>,,,{14=500},
46311,恶霸来临,,<7031;2821;4621;4091>,,,{7=15%;8=15%},
46312,藤蔓丛林,,<2471;3841;3181>,,,{1=20%},
46313,自然恩泽,,<2441;3601>,,,{7=15%;8=15%},
46314,特殊形态,,<7071;4601>,,,{23=750},
46411,圣柱使徒,,<1911;1921;1931>,,,{7=10%;8=10%},
46412,遗迹守护者,,<4651>,,,{1=12%},
46413,黄色躯体,,<731;7001;3961>,,,{7=10%;8=10%},
46414,疾如闪电,,<4051;4581;261>,,,{14=500},
46511,恶面巨龙,,<3141;4091>,,,{7=10%;8=10%},
46512,恐龙时代,,<701;4561>,,,{1=12%},
46513,巨人魔像,,<1811;4391>,,,{7=10%;8=10%},
46514,传说巨人,,<1921;1911;1931>,,,{14=500},
46611,黑白双煞,,<4671>,,,{7=10%;8=10%},
46612,坚固面罩,,<451;1501>,,,{1=12%},
46613,龙马精神,,<3981;3251>,,,{7=10%;8=10%},
46614,暴雪冰冻,,<2301;1851;721>,,,{23=500},
46711,黑夜魔影,,<391;1811;3561>,,,{7=10%;8=10%},
46712,幽境缠绕,,<601;741>,,,{1=12%},
46713,意志灵魂,,<2922;2871;2471>,,,{7=10%;8=10%},
46714,超强之马,,<3411;2821;2921>,,,{14=500},
46821,王者座驾,,<4661>,,,{7=15%;8=15%},
46822,黑白分明,,<4683>,,,{1=20%},
46823,王者君临,,<2381;1421;121;2031>,,,{7=15%;8=15%},
46824,大地回春,,<3601;2441;1281>,,,{23=750},
46831,幽冥场地,,<971;2991;3961;4671>,,,{7=15%;8=15%},
46832,超能家园,,<4012;2331;1941;1951>,,,{1=20%},
46833,遨游骑士,,<7061;641;2231;1671>,,,{7=15%;8=15%},
46834,黑雾笼罩,,<4024;4101;7021>,,,{14=750},
47011,虫虫军团,,<571;611;2681>,,,{7=10%;8=10%},
47012,岩石之躯,,<901;1911;301>,,,{1=12%},
47013,刺客联盟,,<1291;3661>,,,{7=10%;8=10%},
47014,刀锋战士,,<691;3001;1891>,,,{14=500},
47611,魔幻假面,,<2821;561>,,,{7=10%;8=10%},
47612,阿猫阿狗,,<241;1171>,,,{1=12%},
47613,猫猫军团,,<2071;211;3671>,,,{7=10%;8=10%},
47614,草系御三家,,<1;1291;781;3281;2471>,,,{14=500},
47711,鳄鱼联盟,,<801;2721>,,,{7=10%;8=10%},
47712,火系御三家,,<1301;2021;3671;4191>,,,{1=12%},
47713,怨灵出没,,<391;1801;2991>,,,{7=10%;8=10%},
47714,熊熊烈火,,<601;741;3941>,,,{14=500},
48511,收获树果,,<3561;441>,,,{7=10%;8=10%},
48512,草木联盟,,<171;2011;281>,,,{1=12%},
48513,慈悲为怀,,<641;501;3981>,,,{7=10%;8=10%},
48514,迷你可爱,,<2871;3961;751;3771>,,,{14=500},
49911,妖精联盟,,<151;3431;861>,,,{7=10%;8=10%},
49912,千锤百炼,,<2371;3511;2071;4701>,,,{1=12%},
49913,母系群落,,<501;3351;3841>,,,{7=10%;8=10%},
49914,我行我素,,<321;1641;1611>,,,{23=500},
52111,怨灵之契,,<971>,,,{7=10%;8=10%},
52112,古代悖谬,,<5221;5361;5401>,,,{1=12%},
52113,魅影重重,,<391;1811;1801;2991>,,,{7=10%;8=10%},
52114,妖精联盟,,<3961;4391;131;151>,,,{14=500},
52211,燃烧之虫,,<3151>,,,{7=10%;8=10%},
52212,虫族复兴,,<571;611;2681>,,,{1=12%},
52213,虫斗联盟,,<1071;4041;4051>,,,{7=10%;8=10%},
52214,破茧而出,,<191;31;4012>,,,{14=500},
52411,地钢属性,,<401;2611>,,,{7=10%;8=10%},
52412,圆圆滚滚,,<301;2961;1851>,,,{1=12%},
52413,超重体重,,<3171;491;2011;1501>,,,{7=10%;8=10%},
52414,钢铁怪兽,,<4141;4071;4081;3411>,,,{17=500},
53311,虎虎生威,,<3671;1221>,,,{7=10%;8=10%},
53312,灾祸降临,,<1841;5361>,,,{1=12%},
53313,恶之本源,,<1081;1171;2721;2821>,,,{7=10%;8=10%},
53314,古灵精怪,,<1481;4761;4391>,,,{14=500},
53611,悖谬传说,,<5241>,,,{7=10%;8=10%},
53612,月之舞者,,<131;2401>,,,{1=12%},
53613,龙系家族,,<751;1891;2231;3001>,,,{7=10%;8=10%},
53614,恶系联盟,,<1841;3141;4391;1171>,,,{14=500},
53811,悖谬传说,,<5391>,,,{7=15%;8=15%},
53812,绯红脉动,,<1971;2021;7101;4191>,,,{14=750},
53813,龙之逆鳞,,<3211;4651;4581>,,,{7=15%;8=15%},
53814,斗技掌控,,<4001;3051;4431;4621>,,,{1=20%},
53911,电系场地,,<4011;4161>,,,{7=15%;8=15%},
53912,龙之逆鳞,,<4611;753;3981>,,,{14=750},
53913,雷电操纵,,<7001;591;881;3201>,,,{7=15%;8=15%},
53914,预测未来,,<1281;2351;321>,,,{1=20%},
54011,始祖演化,,<1241>,,,{7=10%;8=10%},
54012,古代身躯,,<2801;691;2591>,,,{1=12%},
54013,残暴嗜血,,<1311;631;801>,,,{7=10%;8=10%},
54014,悖谬之力,,<5241;5361>,,,{14=500},
54811,碧草面具,,<7151;4761;4851>,,,{7=15%;8=15%},
54812,水井面具,,<2421;641;4201>,,,{1=20%},
54813,火灶面具,,<2461;601;2021>,,,{7=15%;8=15%},
54814,础石面具,,<7221;2801;4141>,,,{23=750},
55611,鬼魅漂浮,,<5211;391>,,,{7=15%;8=15%},
55612,壳之多态,,<381;861;1891>,,,{1=20%},
55613,生死锁链,,<3611;3601;3351>,,,{7=15%;8=15%},
55614,剧毒汁液,,<4611;4131;3771;161>,,,{23=750},
70011,电光一闪,,<331;731;2071;91>,,,{7=10%;8=10%},
70012,神圣之火,,<1301;2991;2481;11>,,,{1=12%},
70013,水之誓约,,<3301;3771;221;21>,,,{7=10%;8=10%},
70014,万有引力,,<2471;3841;781;1>,,,{22=500},
70111,主角传承,,<7001>,,,{7=15%;8=15%},
70112,水之波动,,<1241;631;1311;21>,,,{1=20%},
70113,水之使者,,<2411;3681;641>,,,{7=15%;8=15%},
70114,海洋统治,,<1961;2421;2361>,,,{14=750},
70211,毒素蔓延,,<391;3771;161;4031>,,,{7=15%;8=15%},
70212,卷土重来,,<1251;1901;771>,,,{1=20%},
70213,闪亮登场,,<4023;4161>,,,{7=15%;8=15%},
70214,幽冥魂殿,,<2391;4121;4024>,,,{14=750},
70311,岩窟驻防,,<1911;3171;4031;4141>,,,{7=15%;8=15%},
70312,卷土重来,,<1901;771;391>,,,{1=20%},
70313,山崩地裂,,<1971;2381>,,,{7=15%;8=15%},
70314,邪恶波动,,<3641;2431;3611>,,,{14=750},
70411,超能精神,,<2401;261;991>,,,{7=15%;8=15%},
70412,可可爱爱,,<861;3961;501;2411>,,,{1=20%},
70413,超级仿制,,<761>,,,{7=15%;8=15%},
70414,起源幻兽,,<1281;1991;3261>,,,{23=750},
70511,魅力四射,,<3601;3631;1771;4051>,,,{7=15%;8=15%},
70512,卷土重来,,<1251;771;391;1901>,,,{1=20%},
70513,魅惑众生,,<4111;3261;1391>,,,{7=15%;8=15%},
70514,超能咒语,,<1261;561;2401;321>,,,{14=750},
70611,武士精神,,<4601;4041;4051;4621>,,,{7=15%;8=15%},
70612,纸艺娃娃,,<7051>,,,{1=20%},
70613,圣剑,,<3181;4081;3411>,,,{7=15%;8=15%},
70614,精神利刃,,<7041;4101;1281>,,,{14=750},
70711,斗士精神,,<3261;4121;4041;4623>,,,{7=15%;8=15%},
70712,决战圣剑士,,<3241>,,,{1=20%},
70713,觉悟宣誓,,<3251;3161;3171;3181>,,,{7=15%;8=15%},
70714,水势攻击,,<1961;7011;2491;2031>,,,{14=750},
70811,超能环视,,<561;991;4012;2331>,,,{7=15%;8=15%},
70812,钢铁意志,,<1991;4171;1501;3161>,,,{1=20%},
70813,超重压力,,<1971;4071;4091;4141>,,,{7=15%;8=15%},
70814,卷土重来,,<7031;7051;7061>,,,{23=750},
70911,地面飞行,,<2231;1031;3231;1651>,,,{7=15%;8=15%},
70912,凶暴准神,,<1891;3001;3141;1251>,,,{1=20%},
70913,狂暴失控,,<631;231;4101>,,,{7=15%;8=15%},
70914,沙暴龙卷,,<7031;3631;3621>,,,{14=750},
71011,火斗王者,,<1301;2021;2481>,,,{7=15%;8=15%},
71012,火焰之踢,,<4191;461;3671>,,,{1=20%},
71013,特殊羁绊,,<7011;7001;7091>,,,{7=15%;8=15%},
71014,非凡外观,,<4631;7041;7031>,,,{14=750},
71111,无畏精神,,<3051;1391;751;2241>,,,{7=15%;8=15%},
71112,波导之力,,<771;861;1941;1951>,,,{1=20%},
71113,迅雷攻势,,<4161>,,,{7=15%;8=15%},
71114,至高格斗,,<7071;7061;4121>,,,{14=750},
71211,超进化试炼,,<261;1171;1;881>,,,{7=15%;8=15%},
71212,巅峰对决,,<7011>,,,{1=20%},
71213,爆炸烈焰,,<3651;3941;3341>,,,{7=15%;8=15%},
71214,与神争锋,,<1981;1971>,,,{14=750},
71311,降雪之力,,<143;2871;3501>,,,{7=15%;8=15%},
71312,雪王驾到,,<4682;2301>,,,{1=20%},
71313,冰雪世界,,<3241;1921;721>,,,{7=15%;8=15%},
71314,唯一属性,,<3651;4121;2371;3171>,,,{14=750},
71411,丰缘御三家,,<1301;1311>,,,{7=15%;8=15%},
71412,草木操纵,,<4631;4013>,,,{1=20%},
71413,升而为龙,,<7121;1671;881>,,,{7=15%;8=15%},
71414,唯快不破,,<4683;4161;4051;261;701>,,,{14=750},
71511,种子种子,,<4851;1>,,,{7=15%;8=15%},
71512,蛙蛙联盟,,<251;2271;3301>,,,{1=20%},
71513,闪光草系,,<7131;7141>,,,{7=15%;8=15%},
71514,有毒危险,,<4611;7021;161;3771>,,,{23=750},
71611,皮卡皮卡,,<91;7001>,,,{7=15%;8=15%},
71612,最初的伙伴,,<7151;7111>,,,{1=20%},
71613,我们是冠军,,<391;4431;4561;751>,,,{7=15%;8=15%},
71614,十万伏特,,<4061;1221;591;4641>,,,{23=750},
71711,钢铁身躯,,<7111;7081>,,,{7=15%;8=15%},
71712,钢铁蜕变,,<1501;2031;5241>,,,{23=750},
71713,大地掌控,,<3621;1971;7091>,,,{7=15%;8=15%},
71714,小刚的羁绊,,<161;901;1311;501>,,,{1=20%},
71811,血翼飞龙,,<1891;5361>,,,{7=15%;8=15%},
71812,希嘉娜伙伴,,<1671;3591;3541>,,,{1=20%},
71813,暴龙出击,,<7091;3221;631>,,,{7=15%;8=15%},
71814,宝可梦大师,,<7121;7081;7001>,,,{14=750},
71911,螳螂在后,,<571;4701>,,,{7=15%;8=15%},
71912,虫系联盟,,<3271;611;1071;4051>,,,{1=20%},
71913,红色预警,,<3651;4041;1301>,,,{7=15%;8=15%},
71914,钢铁追击,,<7171;7081;1991>,,,{14=750},
72011,大力士,,<711;1421>,,,{7=15%;8=15%},
72012,健美达人,,<4041;4051;5221>,,,{1=20%},
72013,巨角联盟,,<7071;3601;611;491>,,,{7=15%;8=15%},
72014,虫族意志,,<3271;7191;3151>,,,{23=750},
72111,虫族共鸣,,<3881;571;3151>,,,{7=15%;8=15%},
72112,坚甲战团,,<491;1251;7171>,,,{1=20%},
72113,森林守卫,,<7201;901>,,,{7=15%;8=15%},
72114,虫鸣装甲,,<7191;4701;3271>,,,{14=750},
72211,史前翼兽,,<2801;701>,,,{7=15%;8=15%},
72212,岩系突击,,<1501;4141;491;3631>,,,{1=20%},
72213,飞行家族,,<1671;721;3191;3591>,,,{7=15%;8=15%},
72214,山崩地裂,,<7091;7171;7031>,,,{14=750},
72311,鼠鼠家族,,<2611;101>,,,{7=15%;8=15%},
72312,锻地成钢,,<401;5241>,,,{1=20%},
72313,山崩地裂,,<1971;3621;7091;1111>,,,{7=15%;8=15%},
72314,钢铁家族,,<1901;3161;4571;1931>,,,{14=750},
72411,冰原伙伴,,<1851;4441;3011;2871;3021>,,,{7=15%;8=15%},
72412,唯一雌性,,<2401;501;3351;1941>,,,{1=20%},
72413,鬼魅妖女,,<4024;971>,,,{7=15%;8=15%},
72414,冰封王座,,<4682;7131>,,,{22=750},
72511,恶意不息,,<5331;2431;1841>,,,{7=15%;8=15%},
72512,宿命之瞳,,<1991;1391;2841>,,,{1=20%},
72513,堕天之翼,,<3611;5361>,,,{7=15%;8=15%},
72514,不祥之兆,,<7031;1811;1801>,,,{26=750},
72611,格斗豪杰,,<271;4621>,,,{7=15%;8=15%},
72612,烈火守护,,<1301;2021;3671>,,,{1=20%},
72613,热血硬汉,,<301;3171;491>,,,{7=15%;8=15%},
72614,合众御三家,,<2491;2471>,,,{14=750},
90011,最佳拍档,,<9002;9003>,,,{7=10%;8=10%},
90021,最佳拍档,,<9001;9003>,,,{7=10%;8=10%},
90031,最佳拍档,,<9001;9002>,,,{7=15%;8=15%},
