变量名,markID,level,addType,addScene,natureType,desc,attrType1,attrNum1,attrType2,attrNum2,attrType3,attrNum3,attrType4,attrNum4,attrType5,attrNum5,attrType6,attrNum6,__version
248013,2481,500,1,,,%s,24,500,,,,,,,,,,,
249001,2491,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
249002,2491,40,1,,,%s,1,3%,,,,,,,,,,,
249003,2491,60,1,,,%s,14,300,15,300,,,,,,,,,
249004,2491,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
249005,2491,100,1,,,%s,7,3%,8,3%,,,,,,,,,
249006,2491,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
249007,2491,200,1,,,%s,17,300,19,300,,,,,,,,,
249008,2491,250,1,,,%s,9,3%,10,3%,,,,,,,,,
249009,2491,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
249010,2491,350,1,,,%s,11,300,12,300,,,,,,,,,
249011,2491,400,1,,,%s,22,300,23,300,,,,,,,,,
249012,2491,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
249013,2491,500,1,,,%s,24,500,,,,,,,,,,,
259001,2591,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
259002,2591,40,1,,,%s,1,3%,,,,,,,,,,,
259003,2591,60,1,,,%s,14,300,15,300,,,,,,,,,
259004,2591,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
259005,2591,100,1,,,%s,7,3%,8,3%,,,,,,,,,
259006,2591,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
259007,2591,200,1,,,%s,17,300,19,300,,,,,,,,,
259008,2591,250,1,,,%s,9,3%,10,3%,,,,,,,,,
259009,2591,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
259010,2591,350,1,,,%s,11,300,12,300,,,,,,,,,
259011,2591,400,1,,,%s,22,300,23,300,,,,,,,,,
259012,2591,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
259013,2591,500,1,,,%s,24,500,,,,,,,,,,,
261001,2611,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
261002,2611,40,1,,,%s,1,3%,,,,,,,,,,,
261003,2611,60,1,,,%s,14,300,15,300,,,,,,,,,
261004,2611,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
261005,2611,100,1,,,%s,7,3%,8,3%,,,,,,,,,
261006,2611,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
261007,2611,200,1,,,%s,17,300,19,300,,,,,,,,,
261008,2611,250,1,,,%s,9,3%,10,3%,,,,,,,,,
261009,2611,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
261010,2611,350,1,,,%s,11,300,12,300,,,,,,,,,
261011,2611,400,1,,,%s,22,300,23,300,,,,,,,,,
261012,2611,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
261013,2611,500,1,,,%s,24,500,,,,,,,,,,,
263001,2631,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
263002,2631,40,1,,,%s,1,3%,,,,,,,,,,,
263003,2631,60,1,,,%s,14,300,15,300,,,,,,,,,
263004,2631,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
263005,2631,100,1,,,%s,7,3%,8,3%,,,,,,,,,
263006,2631,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
263007,2631,200,1,,,%s,17,300,19,300,,,,,,,,,
263008,2631,250,1,,,%s,9,3%,10,3%,,,,,,,,,
263009,2631,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
263010,2631,350,1,,,%s,11,300,12,300,,,,,,,,,
263011,2631,400,1,,,%s,22,300,23,300,,,,,,,,,
263012,2631,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
263013,2631,500,1,,,%s,24,500,,,,,,,,,,,
268001,2681,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
268002,2681,40,1,,,%s,1,3%,,,,,,,,,,,
268003,2681,60,1,,,%s,14,300,15,300,,,,,,,,,
268004,2681,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
268005,2681,100,1,,,%s,7,3%,8,3%,,,,,,,,,
268006,2681,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
268007,2681,200,1,,,%s,17,300,19,300,,,,,,,,,
268008,2681,250,1,,,%s,9,3%,10,3%,,,,,,,,,
268009,2681,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
268010,2681,350,1,,,%s,11,300,12,300,,,,,,,,,
268011,2681,400,1,,,%s,22,300,23,300,,,,,,,,,
268012,2681,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
268013,2681,500,1,,,%s,24,500,,,,,,,,,,,
272001,2721,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
272002,2721,40,1,,,%s,1,3%,,,,,,,,,,,
272003,2721,60,1,,,%s,14,300,15,300,,,,,,,,,
272004,2721,80,2,,9,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
272005,2721,100,1,,,%s,7,3%,8,3%,,,,,,,,,
272006,2721,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
272007,2721,200,1,,,%s,17,300,19,300,,,,,,,,,
272008,2721,250,1,,,%s,9,3%,10,3%,,,,,,,,,
272009,2721,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
272010,2721,350,1,,,%s,11,300,12,300,,,,,,,,,
272011,2721,400,1,,,%s,22,300,23,300,,,,,,,,,
272012,2721,450,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
272013,2721,500,1,,,%s,24,500,,,,,,,,,,,
280001,2801,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
280002,2801,40,1,,,%s,1,3%,,,,,,,,,,,
280003,2801,60,1,,,%s,14,300,15,300,,,,,,,,,
280004,2801,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
280005,2801,100,1,,,%s,7,3%,8,3%,,,,,,,,,
280006,2801,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
280007,2801,200,1,,,%s,17,300,19,300,,,,,,,,,
280008,2801,250,1,,,%s,9,3%,10,3%,,,,,,,,,
280009,2801,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
280010,2801,350,1,,,%s,11,300,12,300,,,,,,,,,
280011,2801,400,1,,,%s,22,300,23,300,,,,,,,,,
280012,2801,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
280013,2801,500,1,,,%s,24,500,,,,,,,,,,,
282001,2821,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
282002,2821,40,1,,,%s,1,3%,,,,,,,,,,,
282003,2821,60,1,,,%s,14,300,15,300,,,,,,,,,
282004,2821,80,2,,16,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
282005,2821,100,1,,,%s,7,3%,8,3%,,,,,,,,,
282006,2821,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
282007,2821,200,1,,,%s,17,300,19,300,,,,,,,,,
282008,2821,250,1,,,%s,9,3%,10,3%,,,,,,,,,
282009,2821,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
282010,2821,350,1,,,%s,11,300,12,300,,,,,,,,,
282011,2821,400,1,,,%s,22,300,23,300,,,,,,,,,
282012,2821,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
282013,2821,500,1,,,%s,24,500,,,,,,,,,,,
283001,2831,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
283002,2831,40,1,,,%s,1,3%,,,,,,,,,,,
283003,2831,60,1,,,%s,14,300,15,300,,,,,,,,,
283004,2831,80,2,,1,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
283005,2831,100,1,,,%s,7,3%,8,3%,,,,,,,,,
283006,2831,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
283007,2831,200,1,,,%s,17,300,19,300,,,,,,,,,
283008,2831,250,1,,,%s,9,3%,10,3%,,,,,,,,,
283009,2831,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
283010,2831,350,1,,,%s,11,300,12,300,,,,,,,,,
283011,2831,400,1,,,%s,22,300,23,300,,,,,,,,,
283012,2831,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
283013,2831,500,1,,,%s,24,500,,,,,,,,,,,
284001,2841,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
284002,2841,40,1,,,%s,1,3%,,,,,,,,,,,
284003,2841,60,1,,,%s,14,300,15,300,,,,,,,,,
284004,2841,80,2,,11,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
284005,2841,100,1,,,%s,7,3%,8,3%,,,,,,,,,
284006,2841,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
284007,2841,200,1,,,%s,17,300,19,300,,,,,,,,,
284008,2841,250,1,,,%s,9,3%,10,3%,,,,,,,,,
284009,2841,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
284010,2841,350,1,,,%s,11,300,12,300,,,,,,,,,
284011,2841,400,1,,,%s,22,300,23,300,,,,,,,,,
284012,2841,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
284013,2841,500,1,,,%s,24,500,,,,,,,,,,,
287001,2871,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
287002,2871,40,1,,,%s,1,3%,,,,,,,,,,,
287003,2871,60,1,,,%s,14,300,15,300,,,,,,,,,
287004,2871,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
287005,2871,100,1,,,%s,7,3%,8,3%,,,,,,,,,
287006,2871,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
287007,2871,200,1,,,%s,17,300,19,300,,,,,,,,,
287008,2871,250,1,,,%s,9,3%,10,3%,,,,,,,,,
287009,2871,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
287010,2871,350,1,,,%s,11,300,12,300,,,,,,,,,
287011,2871,400,1,,,%s,22,300,23,300,,,,,,,,,
287012,2871,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
287013,2871,500,1,,,%s,24,500,,,,,,,,,,,
289001,2891,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
289002,2891,40,1,,,%s,1,3%,,,,,,,,,,,
289003,2891,60,1,,,%s,14,300,15,300,,,,,,,,,
289004,2891,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
289005,2891,100,1,,,%s,7,3%,8,3%,,,,,,,,,
289006,2891,150,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
289007,2891,200,1,,,%s,17,300,19,300,,,,,,,,,
289008,2891,250,1,,,%s,9,3%,10,3%,,,,,,,,,
289009,2891,300,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
289010,2891,350,1,,,%s,11,300,12,300,,,,,,,,,
289011,2891,400,1,,,%s,22,300,23,300,,,,,,,,,
289012,2891,450,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
289013,2891,500,1,,,%s,24,500,,,,,,,,,,,
292001,2921,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
292002,2921,40,1,,,%s,1,3%,,,,,,,,,,,
292003,2921,60,1,,,%s,14,300,15,300,,,,,,,,,
292004,2921,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
292005,2921,100,1,,,%s,7,3%,8,3%,,,,,,,,,
292006,2921,150,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
292007,2921,200,1,,,%s,17,300,19,300,,,,,,,,,
292008,2921,250,1,,,%s,9,3%,10,3%,,,,,,,,,
292009,2921,300,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
292010,2921,350,1,,,%s,11,300,12,300,,,,,,,,,
292011,2921,400,1,,,%s,22,300,23,300,,,,,,,,,
292012,2921,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
292013,2921,500,1,,,%s,24,500,,,,,,,,,,,
292101,2922,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
292102,2922,40,1,,,%s,1,3%,,,,,,,,,,,
292103,2922,60,1,,,%s,14,300,15,300,,,,,,,,,
292104,2922,80,2,,3,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
292105,2922,100,1,,,%s,7,3%,8,3%,,,,,,,,,
292106,2922,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
292107,2922,200,1,,,%s,17,300,19,300,,,,,,,,,
292108,2922,250,1,,,%s,9,3%,10,3%,,,,,,,,,
292109,2922,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
292110,2922,350,1,,,%s,11,300,12,300,,,,,,,,,
292111,2922,400,1,,,%s,22,300,23,300,,,,,,,,,
292112,2922,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
292113,2922,500,1,,,%s,24,500,,,,,,,,,,,
296001,2961,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
296002,2961,40,1,,,%s,1,3%,,,,,,,,,,,
296003,2961,60,1,,,%s,14,300,15,300,,,,,,,,,
296004,2961,80,2,,17,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
296005,2961,100,1,,,%s,7,3%,8,3%,,,,,,,,,
296006,2961,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
296007,2961,200,1,,,%s,17,300,19,300,,,,,,,,,
296008,2961,250,1,,,%s,9,3%,10,3%,,,,,,,,,
296009,2961,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
296010,2961,350,1,,,%s,11,300,12,300,,,,,,,,,
296011,2961,400,1,,,%s,22,300,23,300,,,,,,,,,
296012,2961,450,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
296013,2961,500,1,,,%s,24,500,,,,,,,,,,,
299001,2991,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
299002,2991,40,1,,,%s,1,3%,,,,,,,,,,,
299003,2991,60,1,,,%s,14,300,15,300,,,,,,,,,
299004,2991,80,2,,14,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
299005,2991,100,1,,,%s,7,3%,8,3%,,,,,,,,,
299006,2991,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
299007,2991,200,1,,,%s,17,300,19,300,,,,,,,,,
299008,2991,250,1,,,%s,9,3%,10,3%,,,,,,,,,
299009,2991,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
299010,2991,350,1,,,%s,11,300,12,300,,,,,,,,,
299011,2991,400,1,,,%s,22,300,23,300,,,,,,,,,
299012,2991,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
299013,2991,500,1,,,%s,24,500,,,,,,,,,,,
300001,3001,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
300002,3001,40,1,,,%s,1,3%,,,,,,,,,,,
300003,3001,60,1,,,%s,14,300,15,300,,,,,,,,,
300004,3001,80,2,,15,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
300005,3001,100,1,,,%s,7,3%,8,3%,,,,,,,,,
300006,3001,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
300007,3001,200,1,,,%s,17,300,19,300,,,,,,,,,
300008,3001,250,1,,,%s,9,3%,10,3%,,,,,,,,,
300009,3001,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
300010,3001,350,1,,,%s,11,300,12,300,,,,,,,,,
300011,3001,400,1,,,%s,22,300,23,300,,,,,,,,,
300012,3001,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
300013,3001,500,1,,,%s,24,500,,,,,,,,,,,
301001,3011,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
301002,3011,40,1,,,%s,1,3%,,,,,,,,,,,
301003,3011,60,1,,,%s,14,300,15,300,,,,,,,,,
301004,3011,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.50%,8,0.50%,1,0.50%,9,0.50%,10,0.50%,13,0.50%,
301005,3011,100,1,,,%s,7,3%,8,3%,,,,,,,,,
301006,3011,150,3,,,所有精灵%s,9,0.50%,10,0.50%,,,,,,,,,
301007,3011,200,1,,,%s,17,300,19,300,,,,,,,,,
301008,3011,250,1,,,%s,9,3%,10,3%,,,,,,,,,
301009,3011,300,3,,,所有精灵%s,7,0.50%,8,0.50%,,,,,,,,,
301010,3011,350,1,,,%s,11,300,12,300,,,,,,,,,
301011,3011,400,1,,,%s,22,300,23,300,,,,,,,,,
301012,3011,450,3,,,所有精灵%s,1,0.50%,,,,,,,,,,,
301013,3011,500,1,,,%s,24,500,,,,,,,,,,,
302001,3021,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
302002,3021,40,1,,,%s,1,3%,,,,,,,,,,,
302003,3021,60,1,,,%s,14,300,15,300,,,,,,,,,
302004,3021,80,2,,6,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
302005,3021,100,1,,,%s,7,3%,8,3%,,,,,,,,,
302006,3021,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
302007,3021,200,1,,,%s,17,300,19,300,,,,,,,,,
302008,3021,250,1,,,%s,9,3%,10,3%,,,,,,,,,
302009,3021,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
302010,3021,350,1,,,%s,11,300,12,300,,,,,,,,,
302011,3021,400,1,,,%s,22,300,23,300,,,,,,,,,
302012,3021,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
302013,3021,500,1,,,%s,24,500,,,,,,,,,,,
305001,3051,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
305002,3051,40,1,,,%s,1,3%,,,,,,,,,,,
305003,3051,60,1,,,%s,14,300,15,300,,,,,,,,,
305004,3051,80,2,,7,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
305005,3051,100,1,,,%s,7,3%,8,3%,,,,,,,,,
305006,3051,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
305007,3051,200,1,,,%s,17,300,19,300,,,,,,,,,
305008,3051,250,1,,,%s,9,3%,10,3%,,,,,,,,,
305009,3051,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
305010,3051,350,1,,,%s,11,300,12,300,,,,,,,,,
305011,3051,400,1,,,%s,22,300,23,300,,,,,,,,,
305012,3051,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
305013,3051,500,1,,,%s,24,500,,,,,,,,,,,
314001,3141,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
314002,3141,40,1,,,%s,1,3%,,,,,,,,,,,
314003,3141,60,1,,,%s,14,300,15,300,,,,,,,,,
314004,3141,80,2,,16,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
314005,3141,100,1,,,%s,7,3%,8,3%,,,,,,,,,
314006,3141,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
314007,3141,200,1,,,%s,17,300,19,300,,,,,,,,,
314008,3141,250,1,,,%s,9,3%,10,3%,,,,,,,,,
314009,3141,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
314010,3141,350,1,,,%s,11,300,12,300,,,,,,,,,
314011,3141,400,1,,,%s,22,300,23,300,,,,,,,,,
314012,3141,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
314013,3141,500,1,,,%s,24,500,,,,,,,,,,,
315001,3151,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
315002,3151,40,1,,,%s,1,3%,,,,,,,,,,,
315003,3151,60,1,,,%s,14,300,15,300,,,,,,,,,
315004,3151,80,2,,12,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
315005,3151,100,1,,,%s,7,3%,8,3%,,,,,,,,,
315006,3151,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
315007,3151,200,1,,,%s,17,300,19,300,,,,,,,,,
315008,3151,250,1,,,%s,9,3%,10,3%,,,,,,,,,
315009,3151,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
315010,3151,350,1,,,%s,11,300,12,300,,,,,,,,,
315011,3151,400,1,,,%s,22,300,23,300,,,,,,,,,
315012,3151,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
315013,3151,500,1,,,%s,24,500,,,,,,,,,,,
316001,3161,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
316002,3161,40,1,,,%s,1,3%,,,,,,,,,,,
316003,3161,60,1,,,%s,14,300,15,300,,,,,,,,,
316004,3161,80,2,,17,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
316005,3161,100,1,,,%s,7,3%,8,3%,,,,,,,,,
316006,3161,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
316007,3161,200,1,,,%s,17,300,19,300,,,,,,,,,
316008,3161,250,1,,,%s,9,3%,10,3%,,,,,,,,,
316009,3161,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
316010,3161,350,1,,,%s,11,300,12,300,,,,,,,,,
316011,3161,400,1,,,%s,22,300,23,300,,,,,,,,,
316012,3161,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
316013,3161,500,1,,,%s,24,500,,,,,,,,,,,
317001,3171,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
317002,3171,40,1,,,%s,1,3%,,,,,,,,,,,
317003,3171,60,1,,,%s,14,300,15,300,,,,,,,,,
317004,3171,80,2,,13,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
317005,3171,100,1,,,%s,7,3%,8,3%,,,,,,,,,
317006,3171,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
317007,3171,200,1,,,%s,17,300,19,300,,,,,,,,,
317008,3171,250,1,,,%s,9,3%,10,3%,,,,,,,,,
317009,3171,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
317010,3171,350,1,,,%s,11,300,12,300,,,,,,,,,
317011,3171,400,1,,,%s,22,300,23,300,,,,,,,,,
317012,3171,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
317013,3171,500,1,,,%s,24,500,,,,,,,,,,,
318001,3181,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
318002,3181,40,1,,,%s,1,3%,,,,,,,,,,,
318003,3181,60,1,,,%s,14,300,15,300,,,,,,,,,
318004,3181,80,2,,4,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
318005,3181,100,1,,,%s,7,3%,8,3%,,,,,,,,,
318006,3181,150,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
318007,3181,200,1,,,%s,17,300,19,300,,,,,,,,,
318008,3181,250,1,,,%s,9,3%,10,3%,,,,,,,,,
318009,3181,300,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
318010,3181,350,1,,,%s,11,300,12,300,,,,,,,,,
318011,3181,400,1,,,%s,22,300,23,300,,,,,,,,,
318012,3181,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
318013,3181,500,1,,,%s,24,500,,,,,,,,,,,
319001,3191,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
319002,3191,40,1,,,%s,1,3%,,,,,,,,,,,
319003,3191,60,1,,,%s,14,300,15,300,,,,,,,,,
319004,3191,80,2,,10,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
319005,3191,100,1,,,%s,7,3%,8,3%,,,,,,,,,
319006,3191,150,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
319007,3191,200,1,,,%s,17,300,19,300,,,,,,,,,
319008,3191,250,1,,,%s,9,3%,10,3%,,,,,,,,,
319009,3191,300,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
319010,3191,350,1,,,%s,11,300,12,300,,,,,,,,,
319011,3191,400,1,,,%s,22,300,23,300,,,,,,,,,
319012,3191,450,3,,,所有精灵%s,1,0.60%,,,,,,,,,,,
319013,3191,500,1,,,%s,24,500,,,,,,,,,,,
320001,3201,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
320002,3201,40,1,,,%s,1,3%,,,,,,,,,,,
320003,3201,60,1,,,%s,14,300,15,300,,,,,,,,,
320004,3201,80,2,,5,第一属性%s精灵所有基础属性%s,7,0.60%,8,0.60%,1,0.60%,9,0.60%,10,0.60%,13,0.60%,
320005,3201,100,1,,,%s,7,3%,8,3%,,,,,,,,,
320006,3201,150,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
320007,3201,200,1,,,%s,17,300,19,300,,,,,,,,,
320008,3201,250,1,,,%s,9,3%,10,3%,,,,,,,,,
320009,3201,300,3,,,所有精灵%s,7,0.60%,8,0.60%,,,,,,,,,
320010,3201,350,1,,,%s,11,300,12,300,,,,,,,,,
320011,3201,400,1,,,%s,22,300,23,300,,,,,,,,,
320012,3201,450,3,,,所有精灵%s,9,0.60%,10,0.60%,,,,,,,,,
320013,3201,500,1,,,%s,24,500,,,,,,,,,,,
321001,3211,20,1,,,所有基础属性%s,7,1%,8,1%,1,1%,9,1%,10,1%,13,1%,
321002,3211,40,1,,,%s,1,3%,,,,,,,,,,,
321003,3211,60,1,,,%s,14,300,15,300,,,,,,,,,
