变量名,gateID,_beizhu,itemID,itemCount,weightMin,weightMax,firstWeight
1086,12401,(掉落物品2技能62)(普通23-08)(普通关卡),,,0.7,0.9,0.5
1087,12401,(掉落物品1强化药剂)(普通23-09)(普通关卡),5043,,0.7,0.9,0.5
1088,12401,(掉落物品2技能62)(普通23-09)(普通关卡),5027,,0.1,0.3,0.5
1091,12402,(掉落物品1强化药剂)(普通23-10)(普通关卡),,,0.7,0.9,0.5
1092,12402,(掉落物品2技能62)(普通23-10)(普通关卡),5043,,0.7,0.9,0.5
1093,12402,(掉落物品1强化药剂)(普通24-01)(普通关卡),5027,,0.1,0.3,0.5
1096,12403,(掉落物品2攻击63)(普通24-01)(普通关卡),,,0.7,0.9,0.5
1097,12403,(掉落物品3技能52)(普通24-01)(普通关卡),5043,,0.7,0.9,0.5
1098,12403,(掉落物品1强化药剂)(普通24-02)(普通关卡),5027,,0.1,0.3,0.5
1101,12404,(掉落物品2攻击63)(普通24-02)(普通关卡),,,0.7,0.9,0.5
1102,12404,(掉落物品3技能52)(普通24-02)(普通关卡),5043,,0.7,0.9,0.5
1103,12404,(掉落物品1强化药剂)(普通24-03)(普通关卡),5027,,0.1,0.3,0.5
1106,12405,(掉落物品2攻击63)(普通24-03)(普通关卡),,,0.7,0.9,0.5
1107,12405,(掉落物品3技能52)(普通24-03)(普通关卡),5044,,0.7,0.9,0.5
1108,12405,(掉落物品1强化药剂)(普通24-04)(普通关卡),5025,,0.1,0.3,0.5
1111,12406,(掉落物品2攻击63)(普通24-04)(普通关卡),,,0.7,0.9,0.5
1112,12406,(掉落物品3技能52)(普通24-04)(普通关卡),5044,,0.7,0.9,0.5
1113,12406,(掉落物品1强化药剂)(普通24-05)(普通关卡),5025,,0.1,0.3,0.5
1116,12407,(掉落物品2防御63)(普通24-05)(普通关卡),,,0.7,0.9,0.5
1117,12407,(掉落物品3攻击52)(普通24-05)(普通关卡),5044,,0.7,0.9,0.5
1118,12407,(掉落物品1强化药剂)(普通24-06)(普通关卡),5025,,0.1,0.3,0.5
1121,12408,(掉落物品2防御63)(普通24-06)(普通关卡),,,0.7,0.9,0.5
1122,12408,(掉落物品3攻击52)(普通24-06)(普通关卡),5045,,0.7,0.9,0.5
1123,12408,(掉落物品1强化药剂)(普通24-07)(普通关卡),5026,,0.1,0.3,0.5
1126,12409,(掉落物品2防御63)(普通24-07)(普通关卡),,,0.7,0.9,0.5
1127,12409,(掉落物品3攻击52)(普通24-07)(普通关卡),5045,,0.7,0.9,0.5
1128,12409,(掉落物品1强化药剂)(普通24-08)(普通关卡),5026,,0.1,0.3,0.5
1131,12410,(掉落物品2技能63)(普通24-08)(普通关卡),,,0.7,0.9,0.5
1132,12410,(掉落物品3防御52)(普通24-08)(普通关卡),5045,,0.7,0.9,0.5
1133,12410,(掉落物品1强化药剂)(普通24-09)(普通关卡),5026,,0.1,0.3,0.5
1136,12501,(掉落物品2技能63)(普通24-09)(普通关卡),,,0.7,0.9,0.5
1137,12501,(掉落物品3防御52)(普通24-09)(普通关卡),5046,,0.7,0.9,0.5
1141,12502,(掉落物品1强化药剂)(普通24-10)(普通关卡),,,0.7,0.9,0.5
1142,12502,(掉落物品2技能63)(普通24-10)(普通关卡),5046,,0.7,0.9,0.5
1146,12503,(掉落物品3防御52)(普通24-10)(普通关卡),,,0.7,0.9,0.5
1147,12503,(掉落物品1强化药剂)(普通25-01)(普通关卡),5046,,0.7,0.9,0.5
1151,12504,(掉落物品1强化药剂)(普通25-02)(普通关卡),,,0.7,0.9,0.5
1152,12504,(掉落物品1强化药剂)(普通25-03)(普通关卡),5046,,0.7,0.9,0.5
1156,12505,(掉落物品1强化药剂)(普通25-04)(普通关卡),,,0.7,0.9,0.5
1157,12505,(掉落物品1强化药剂)(普通25-05)(普通关卡),5047,,0.7,0.9,0.5
1161,12506,(掉落物品1强化药剂)(普通25-06)(普通关卡),,,0.7,0.9,0.5
1162,12506,(掉落物品1强化药剂)(普通25-07)(普通关卡),5047,,0.7,0.9,0.5
1166,12507,(掉落物品1强化药剂)(普通25-08)(普通关卡),,,0.7,0.9,0.5
1167,12507,(掉落物品1强化药剂)(普通25-09)(普通关卡),5047,,0.7,0.9,0.5
1171,12508,(掉落物品1强化药剂)(普通25-10)(普通关卡),,,0.7,0.9,0.5
1172,12508,(掉落物品1强化药剂)(精英1-01)(精英关卡),5048,,0.7,0.9,0.5
1176,12509,(掉落物品2装备卷轴11)(精英1-01)(精英关卡),,,0.7,0.9,0.5
1177,12509,(掉落物品3菊草叶碎片)(精英1-01)(精英关卡),5048,,0.7,0.9,0.5
1181,12510,(掉落物品1强化药剂)(精英1-02)(精英关卡),,,0.7,0.9,0.5
1182,12510,(掉落物品2装备卷轴11)(精英1-02)(精英关卡),5048,,0.7,0.9,0.5
1186,20101,(掉落物品3暖暖猪碎片)(精英1-02)(精英关卡),,,0.7,1.2,0.5
1187,20101,(掉落物品1强化药剂)(精英1-03)(精英关卡),100,,0.5,0.8,0.5
1188,20101,(掉落物品2装备卷轴11)(精英1-03)(精英关卡),20781,,0.26,0.65,0.5
1191,20102,(掉落物品3妙蛙种子碎片)(精英1-03)(精英关卡),,,0.7,1.2,0.5
1192,20102,(掉落物品1强化药剂)(精英2-01)(精英关卡),100,,0.5,0.8,0.5
1193,20102,(掉落物品2装备卷轴11)(精英2-01)(精英关卡),22481,,0.26,0.65,0.5
1196,20103,(掉落物品3大舌头碎片)(精英2-01)(精英关卡),,,0.7,1.2,0.5
1197,20103,(掉落物品1强化药剂)(精英2-02)(精英关卡),100,,0.5,0.8,0.5
1198,20103,(掉落物品2装备卷轴11)(精英2-02)(精英关卡),20001,,0.26,0.65,0.5
1201,20201,(掉落物品3皮丘碎片)(精英2-02)(精英关卡),,,0.7,1.2,0.5
1202,20201,(掉落物品1强化药剂)(精英2-03)(精英关卡),100,,0.5,0.8,0.5
1203,20201,(掉落物品2装备卷轴11)(精英2-03)(精英关卡),20471,,0.26,0.65,0.5
1206,20202,(掉落物品3小磁怪碎片)(精英2-03)(精英关卡),,,0.7,1.2,0.5
1207,20202,(掉落物品1强化药剂)(精英3-01)(精英关卡),100,,0.5,0.8,0.5
1208,20202,(掉落物品2装备卷轴11)(精英3-01)(精英关卡),20091,,0.26,0.65,0.5
1211,20203,(掉落物品3波波碎片)(精英3-01)(精英关卡),,,0.7,1.2,0.5
1212,20203,(掉落物品1强化药剂)(精英3-02)(精英关卡),100,,0.5,0.8,0.5
1213,20203,(掉落物品2装备卷轴11)(精英3-02)(精英关卡),20331,,0.26,0.65,0.5
1221,20301,(掉落物品3腕力碎片)(精英3-02)(精英关卡),,,0.7,1.2,0.5
1222,20301,(掉落物品1强化药剂)(精英3-03)(精英关卡),100,,0.5,0.8,0.5
1223,20301,(掉落物品2装备卷轴11)(精英3-03)(精英关卡),20051,,0.26,0.65,0.5
1226,20302,(掉落物品3杰尼龟碎片)(精英3-03)(精英关卡),,,0.7,1.2,0.5
1227,20302,(掉落物品1强化药剂)(精英3-04)(精英关卡),100,,0.5,0.8,0.5
1228,20302,(掉落物品2装备卷轴11)(精英3-04)(精英关卡),20271,,0.26,0.65,0.5
1231,20303,(掉落物品3黏黏宝碎片)(精英3-04)(精英关卡),,,0.7,1.2,0.5
1232,20303,(掉落物品1强化药剂)(精英4-01)(精英关卡),100,,0.5,0.8,0.5
1233,20303,(掉落物品2装备卷轴11)(精英4-01)(精英关卡),20021,,0.26,0.65,0.5
1236,20304,(掉落物品3小狮狮碎片)(精英4-01)(精英关卡),,,0.7,1.2,0.5
1237,20304,(掉落物品1强化药剂)(精英4-02)(精英关卡),100,,0.5,0.8,0.5
1238,20304,(掉落物品2装备卷轴11)(精英4-02)(精英关卡),23541,,0.26,0.65,0.5
1241,20401,(掉落物品3火狐狸碎片)(精英4-02)(精英关卡),,,0.7,1.2,0.5
1242,20401,(掉落物品1强化药剂)(精英4-03)(精英关卡),100,,0.5,0.8,0.5
1243,20401,(掉落物品2装备卷轴11)(精英4-03)(精英关卡),23341,,0.26,0.65,0.5
1246,20402,(掉落物品3小火龙碎片)(精英4-03)(精英关卡),,,0.7,1.2,0.5
1247,20402,(掉落物品1强化药剂)(精英4-04)(精英关卡),100,,0.5,0.8,0.5
1248,20402,(掉落物品2装备卷轴11)(精英4-04)(精英关卡),23291,,0.26,0.65,0.5
1251,20403,(掉落物品3鸭嘴宝宝碎片)(精英4-04)(精英关卡),,,0.7,1.2,0.5
1252,20403,(掉落物品1强化药剂)(精英5-01)(精英关卡),100,,0.5,0.8,0.5
1253,20403,(掉落物品2装备卷轴11)(精英5-01)(精英关卡),20011,,0.26,0.65,0.5
1256,20404,(掉落物品3无畏小子碎片)(精英5-01)(精英关卡),,,0.7,1.2,0.5
1257,20404,(掉落物品1强化药剂)(精英5-02)(精英关卡),100,,0.5,0.8,0.5
1258,20404,(掉落物品2装备卷轴11)(精英5-02)(精英关卡),20601,,0.26,0.65,0.5
1261,20501,(掉落物品3皮宝宝碎片)(精英5-02)(精英关卡),,,0.7,1.2,0.5
1262,20501,(掉落物品1强化药剂)(精英5-03)(精英关卡),100,,0.5,0.8,0.5
1263,20501,(掉落物品2装备卷轴11)(精英5-03)(精英关卡),20461,,0.26,0.65,0.5
1266,20502,(掉落物品3凯西碎片)(精英5-03)(精英关卡),,,0.7,1.2,0.5
1267,20502,(掉落物品1强化药剂)(精英5-04)(精英关卡),100,,0.5,0.8,0.5
1268,20502,(掉落物品2装备卷轴11)(精英5-04)(精英关卡),20131,,0.26,0.65,0.5
1271,20503,(掉落物品3喇叭芽碎片)(精英5-04)(精英关卡),,,0.7,1.2,0.5
1272,20503,(掉落物品1强化药剂)(精英5-05)(精英关卡),100,,0.5,0.8,0.5
1273,20503,(掉落物品2装备卷轴11)(精英5-05)(精英关卡),20261,,0.26,0.65,0.5
1276,20504,(掉落物品3花蓓蓓碎片)(精英5-05)(精英关卡),,,0.7,1.2,0.5
1277,20504,(掉落物品1强化药剂)(精英6-01)(精英关卡),100,,0.5,0.8,0.5
1278,20504,(掉落物品2装备卷轴11)(精英6-01)(精英关卡),20281,,0.26,0.65,0.5
1281,20505,(掉落物品3呆火驼碎片)(精英6-01)(精英关卡),,,0.7,1.2,0.5
1282,20505,(掉落物品1强化药剂)(精英6-02)(精英关卡),100,,0.5,0.8,0.5
1283,20505,(掉落物品2装备卷轴11)(精英6-02)(精英关卡),23351,,0.26,0.65,0.5
1286,20601,(掉落物品3小锯鳄碎片)(精英6-02)(精英关卡),,,0.7,1.2,0.5
1287,20601,(掉落物品1强化药剂)(精英6-03)(精英关卡),100,,0.5,0.8,0.5
1288,20601,(掉落物品2装备卷轴11)(精英6-03)(精英关卡),21611,,0.26,0.65,0.5
1291,20602,(掉落物品3飞天螳螂碎片)(精英6-03)(精英关卡),,,0.7,1.2,0.5
1292,20602,(掉落物品1强化药剂)(精英6-04)(精英关卡),100,,0.5,0.8,0.5
1293,20602,(掉落物品2装备卷轴11)(精英6-04)(精英关卡),20801,,0.26,0.65,0.5
1296,20603,(掉落物品3瓦斯弹碎片)(精英6-04)(精英关卡),,,0.7,1.2,0.5
1297,20603,(掉落物品1强化药剂)(精英6-05)(精英关卡),100,,0.5,0.8,0.5
1298,20603,(掉落物品2装备卷轴11)(精英6-05)(精英关卡),20571,,0.26,0.65,0.5
1301,20604,(掉落物品3鬼斯碎片)(精英6-05)(精英关卡),,,0.7,1.2,0.5
1302,20604,(掉落物品1强化药剂)(精英7-01)(精英关卡),100,,0.5,0.8,0.5
1303,20604,(掉落物品2装备卷轴11)(精英7-01)(精英关卡),20481,,0.26,0.65,0.5
1306,20605,(掉落物品3臭泥碎片)(精英7-01)(精英关卡),,,0.7,1.2,0.5
1307,20605,(掉落物品1强化药剂)(精英7-02)(精英关卡),100,,0.5,0.8,0.5
1308,20605,(掉落物品2装备卷轴11)(精英7-02)(精英关卡),20391,,0.26,0.65,0.5
1311,20701,(掉落物品3咕妞妞碎片)(精英7-02)(精英关卡),,,0.7,1.2,0.5
1312,20701,(掉落物品1强化药剂)(精英7-03)(精英关卡),100,,0.5,0.8,0.5
1313,20701,(掉落物品2装备卷轴11)(精英7-03)(精英关卡),20371,,0.26,0.65,0.5
1316,20702,(掉落物品3电击怪碎片)(精英7-03)(精英关卡),,,0.7,1.2,0.5
1317,20702,(掉落物品1强化药剂)(精英7-04)(精英关卡),100,,0.5,0.8,0.5
1318,20702,(掉落物品2装备卷轴11)(精英7-04)(精英关卡),21441,,0.26,0.65,0.5
1321,20703,(掉落物品3小拳石碎片)(精英7-04)(精英关卡),,,0.7,1.2,0.5
1322,20703,(掉落物品1强化药剂)(精英7-05)(精英关卡),100,,0.5,0.8,0.5
1323,20703,(掉落物品2装备卷轴11)(精英7-05)(精英关卡),20591,,0.26,0.65,0.5
1326,20704,(掉落物品3木守宫碎片)(精英7-05)(精英关卡),,,0.7,1.2,0.5
1327,20704,(掉落物品1强化药剂)(精英8-01)(精英关卡),100,,0.5,0.8,0.5
1328,20704,(掉落物品2装备卷轴11)(精英8-01)(精英关卡),20301,,0.26,0.65,0.5
1331,20705,(掉落物品3冰雪龙碎片)(精英8-01)(精英关卡),,,0.7,1.2,0.5
1332,20705,(掉落物品1强化药剂)(精英8-02)(精英关卡),100,,0.5,0.8,0.5
1333,20705,(掉落物品2装备卷轴11)(精英8-02)(精英关卡),21291,,0.26,0.65,0.5
1336,20801,(掉落物品3海星星碎片)(精英8-02)(精英关卡),,,0.7,1.2,0.5
1337,20801,(掉落物品1强化药剂)(精英8-03)(精英关卡),100,,0.5,0.8,0.5
1338,20801,(掉落物品2装备卷轴11)(精英8-03)(精英关卡),23501,,0.26,0.65,0.5
1341,20802,(掉落物品3几何雪花碎片)(精英8-03)(精英关卡),,,0.7,1.2,0.5
1342,20802,(掉落物品1强化药剂)(精英8-04)(精英关卡),100,,0.5,0.8,0.5
1343,20802,(掉落物品2装备卷轴11)(精英8-04)(精英关卡),20551,,0.26,0.65,0.5
1346,20803,(掉落物品3雪笠怪碎片)(精英8-04)(精英关卡),,,0.7,1.2,0.5
1347,20803,(掉落物品1强化药剂)(精英8-05)(精英关卡),100,,0.5,0.8,0.5
1348,20803,(掉落物品2装备卷轴11)(精英8-05)(精英关卡),23021,,0.26,0.65,0.5
1351,20804,(掉落物品3迷你冰碎片)(精英8-05)(精英关卡),,,0.7,1.2,0.5
1352,20804,(掉落物品1强化药剂)(精英9-01)(精英关卡),100,,0.5,0.8,0.5
1353,20804,(掉落物品2装备卷轴11)(精英9-01)(精英关卡),22301,,0.26,0.65,0.5
1356,20805,(掉落物品3不良蛙碎片)(精英9-01)(精英关卡),,,0.7,1.2,0.5
1357,20805,(掉落物品1强化药剂)(精英9-02)(精英关卡),100,,0.5,0.8,0.5
1358,20805,(掉落物品2装备卷轴11)(精英9-02)(精英关卡),22871,,0.26,0.65,0.5
1361,20901,(掉落物品3火球鼠碎片)(精英9-02)(精英关卡),,,0.7,1.2,0.5
1362,20901,(掉落物品1强化药剂)(精英9-03)(精英关卡),100,,0.5,0.8,0.5
1363,20901,(掉落物品2装备卷轴11)(精英9-03)(精英关卡),22271,,0.26,0.65,0.5
1366,20902,(掉落物品3咩利羊碎片)(精英9-03)(精英关卡),,,0.7,1.2,0.5
1367,20902,(掉落物品1强化药剂)(精英9-04)(精英关卡),100,,0.5,0.8,0.5
1368,20902,(掉落物品2装备卷轴11)(精英9-04)(精英关卡),20791,,0.26,0.65,0.5
1371,20903,(掉落物品3海豹球碎片)(精英9-04)(精英关卡),,,0.7,1.2,0.5
1372,20903,(掉落物品1强化药剂)(精英9-05)(精英关卡),100,,0.5,0.8,0.5
1373,20903,(掉落物品2装备卷轴11)(精英9-05)(精英关卡),20881,,0.26,0.65,0.5
1376,20904,(掉落物品3单首龙碎片)(精英9-05)(精英关卡),,,0.7,1.2,0.5
1377,20904,(掉落物品1强化药剂)(精英10-01)(精英关卡),100,,0.5,0.8,0.5
1378,20904,(掉落物品2装备卷轴11)(精英10-01)(精英关卡),21861,,0.26,0.65,0.5
1381,20905,(掉落物品3喷嚏熊碎片)(精英10-01)(精英关卡),,,0.7,1.2,0.5
1382,20905,(掉落物品1强化药剂)(精英10-02)(精英关卡),100,,0.5,0.8,0.5
1383,20905,(掉落物品2装备卷轴11)(精英10-02)(精英关卡),23141,,0.26,0.65,0.5
1386,21001,(掉落物品3绵绵泡芙碎片)(精英10-02)(精英关卡),,,0.7,1.2,0.5
1387,21001,(掉落物品1强化药剂)(精英10-03)(精英关卡),100,,0.5,0.8,0.5
1388,21001,(掉落物品2装备卷轴11)(精英10-03)(精英关卡),23011,,0.26,0.65,0.5
1391,21002,(掉落物品3暴鲤龙碎片)(精英10-03)(精英关卡),,,0.7,1.2,0.5
1392,21002,(掉落物品1强化药剂)(精英10-04)(精英关卡),100,,0.5,0.8,0.5
1393,21002,(掉落物品2装备卷轴11)(精英10-04)(精英关卡),23431,,0.26,0.65,0.5
1396,21003,(掉落物品3百足蜈蚣碎片)(精英10-04)(精英关卡),,,0.7,1.2,0.5
1397,21003,(掉落物品1强化药剂)(精英10-05)(精英关卡),100,,0.5,0.8,0.5
1398,21003,(掉落物品2装备卷轴11)(精英10-05)(精英关卡),20631,,0.26,0.65,0.5
1401,21004,(掉落物品3夜巡灵碎片)(精英10-05)(精英关卡),,,0.7,1.2,0.5
1402,21004,(掉落物品1强化药剂)(精英11-01)(精英关卡),100,,0.5,0.8,0.5
1403,21004,(掉落物品2装备卷轴11)(精英11-01)(精英关卡),22681,,0.26,0.65,0.5
1406,21005,(掉落物品3哈力栗碎片)(精英11-01)(精英关卡),,,0.7,1.2,0.5
1407,21005,(掉落物品1强化药剂)(精英11-02)(精英关卡),100,,0.5,0.8,0.5
1408,21005,(掉落物品2装备卷轴11)(精英11-02)(精英关卡),21811,,0.26,0.65,0.5
1411,21101,(掉落物品3铁臂枪虾碎片)(精英11-02)(精英关卡),,,0.7,1.2,0.5
1412,21101,(掉落物品1强化药剂)(精英11-03)(精英关卡),100,,0.5,0.8,0.5
1413,21101,(掉落物品2装备卷轴11)(精英11-03)(精英关卡),23281,,0.26,0.65,0.5
1416,21102,(掉落物品3懒人獭碎片)(精英11-03)(精英关卡),,,0.7,1.2,0.5
1417,21102,(掉落物品1强化药剂)(精英11-04)(精英关卡),100,,0.5,0.8,0.5
1418,21102,(掉落物品2装备卷轴11)(精英11-04)(精英关卡),23471,,0.26,0.65,0.5
1421,21103,(掉落物品3小猫怪碎片)(精英11-04)(精英关卡),,,0.7,1.2,0.5
1422,21103,(掉落物品1强化药剂)(精英11-05)(精英关卡),100,,0.5,0.8,0.5
1423,21103,(掉落物品2装备卷轴11)(精英11-05)(精英关卡),21421,,0.26,0.65,0.5
1426,21104,(掉落物品3可可多拉碎片)(精英11-05)(精英关卡),,,0.7,1.2,0.5
1427,21104,(掉落物品1强化药剂)(精英12-01)(精英关卡),100,,0.5,0.8,0.5
1428,21104,(掉落物品2装备卷轴11)(精英12-01)(精英关卡),22071,,0.26,0.65,0.5
1431,21105,(掉落物品3搬运小匠碎片)(精英12-01)(精英关卡),,,0.7,1.2,0.5
1432,21105,(掉落物品1强化药剂)(精英12-02)(精英关卡),100,,0.5,0.8,0.5
1433,21105,(掉落物品2装备卷轴11)(精英12-02)(精英关卡),21501,,0.26,0.65,0.5
1436,21201,(掉落物品3独剑鞘碎片)(精英12-02)(精英关卡),,,0.7,1.2,0.5
1437,21201,(掉落物品1强化药剂)(精英12-03)(精英关卡),100,,0.5,0.8,0.5
1438,21201,(掉落物品2装备卷轴11)(精英12-03)(精英关卡),22631,,0.26,0.65,0.5
1441,21202,(掉落物品3拉鲁拉丝碎片)(精英12-03)(精英关卡),,,0.7,1.2,0.5
1442,21202,(掉落物品1强化药剂)(精英12-04)(精英关卡),100,,0.5,0.8,0.5
1443,21202,(掉落物品2装备卷轴11)(精英12-04)(精英关卡),23411,,0.26,0.65,0.5
1446,21203,(掉落物品3草苗龟碎片)(精英12-04)(精英关卡),,,0.7,1.2,0.5
1447,21203,(掉落物品1强化药剂)(精英12-05)(精英关卡),100,,0.5,0.8,0.5
1448,21203,(掉落物品2装备卷轴11)(精英12-05)(精英关卡),21391,,0.26,0.65,0.5
1451,21204,(掉落物品3赫拉克罗斯碎片)(精英12-05)(精英关卡),,,0.7,1.2,0.5
1452,21204,(掉落物品1强化药剂)(精英13-01)(精英关卡),100,,0.5,0.8,0.5
1453,21204,(掉落物品2装备卷轴11)(精英13-01)(精英关卡),22011,,0.26,0.65,0.5
1456,21205,(掉落物品3大岩蛇碎片)(精英13-01)(精英关卡),,,0.7,1.2,0.5
1457,21205,(掉落物品1强化药剂)(精英13-02)(精英关卡),100,,0.5,0.8,0.5
1458,21205,(掉落物品2装备卷轴11)(精英13-02)(精英关卡),21071,,0.26,0.65,0.5
1461,21301,(掉落物品3轻飘飘·雌碎片)(精英13-02)(精英关卡),,,0.7,1.2,0.5
1462,21301,(掉落物品1强化药剂)(精英13-03)(精英关卡),100,,0.5,0.8,0.5
1463,21301,(掉落物品2装备卷轴11)(精英13-03)(精英关卡),20401,,0.26,0.65,0.5
1466,21302,(掉落物品3阿勃梭鲁碎片)(精英13-03)(精英关卡),,,0.7,1.2,0.5
1467,21302,(掉落物品1强化药剂)(精英13-04)(精英关卡),100,,0.5,0.8,0.5
1468,21302,(掉落物品2装备卷轴11)(精英13-04)(精英关卡),22921,,0.26,0.65,0.5
1471,21303,(掉落物品3电飞鼠碎片)(精英13-04)(精英关卡),,,0.7,1.2,0.5
1472,21303,(掉落物品1强化药剂)(精英13-05)(精英关卡),100,,0.5,0.8,0.5
1473,21303,(掉落物品2装备卷轴11)(精英13-05)(精英关卡),21841,,0.26,0.65,0.5
1476,21304,(掉落物品3戴鲁比碎片)(精英13-05)(精英关卡),,,0.7,1.2,0.5
1477,21304,(掉落物品1强化药剂)(精英14-01)(精英关卡),100,,0.5,0.8,0.5
1478,21304,(掉落物品2装备卷轴11)(精英14-01)(精英关卡),22891,,0.26,0.65,0.5
1481,21305,(掉落物品3化石盔碎片)(精英14-01)(精英关卡),,,0.7,1.2,0.5
1482,21305,(掉落物品1强化药剂)(精英14-02)(精英关卡),100,,0.5,0.8,0.5
1483,21305,(掉落物品2装备卷轴11)(精英14-02)(精英关卡),21171,,0.26,0.65,0.5
1486,21401,(掉落物品3雷公碎片)(精英14-02)(精英关卡),,,0.7,1.2,0.5
1487,21401,(掉落物品1强化药剂)(精英14-03)(精英关卡),100,,0.5,0.8,0.5
1488,21401,(掉落物品2装备卷轴11)(精英14-03)(精英关卡),20691,,0.26,0.65,0.5
1491,21402,(掉落物品3凯西碎片)(精英14-03)(精英关卡),,,0.7,1.2,0.5
1492,21402,(掉落物品1强化药剂)(精英14-04)(精英关卡),100,,0.5,0.8,0.5
1493,21402,(掉落物品2装备卷轴11)(精英14-04)(精英关卡),21221,,0.26,0.65,0.5
1496,21403,(掉落物品3皮丘碎片)(精英14-04)(精英关卡),,,0.7,1.2,0.5
1497,21403,(掉落物品1强化药剂)(精英14-05)(精英关卡),100,,0.5,0.8,0.5
1498,21403,(掉落物品2装备卷轴11)(精英14-05)(精英关卡),20261,,0.26,0.65,0.5
1501,21404,(掉落物品3小磁怪碎片)(精英14-05)(精英关卡),,,0.7,1.2,0.5
1502,21404,(掉落物品1强化药剂)(精英15-01)(精英关卡),100,,0.5,0.8,0.5
1503,21404,(掉落物品2装备卷轴11)(精英15-01)(精英关卡),20091,,0.26,0.65,0.5
1506,21405,(掉落物品3妙蛙种子碎片)(精英15-01)(精英关卡),,,0.7,1.2,0.5
1507,21405,(掉落物品1强化药剂)(精英15-02)(精英关卡),100,,0.5,0.8,0.5
1508,21405,(掉落物品2装备卷轴11)(精英15-02)(精英关卡),20331,,0.26,0.65,0.5
1511,21501,(掉落物品3木守宫碎片)(精英15-02)(精英关卡),,,0.7,1.2,0.5
1512,21501,(掉落物品1强化药剂)(精英15-03)(精英关卡),100,,0.5,0.8,0.5
1513,21501,(掉落物品2装备卷轴11)(精英15-03)(精英关卡),20001,,0.26,0.65,0.5
1516,21502,(掉落物品3可可多拉碎片)(精英15-03)(精英关卡),,,0.7,1.2,0.5
1517,21502,(掉落物品1强化药剂)(精英15-04)(精英关卡),100,,0.5,0.8,0.5
1518,21502,(掉落物品2装备卷轴11)(精英15-04)(精英关卡),21291,,0.26,0.65,0.5
1521,21503,(掉落物品3水君碎片)(精英15-04)(精英关卡),,,0.7,1.2,0.5
1522,21503,(掉落物品1强化药剂)(精英15-05)(精英关卡),100,,0.5,0.8,0.5
1523,21503,(掉落物品2装备卷轴11)(精英15-05)(精英关卡),21501,,0.26,0.65,0.5
1526,21504,(掉落物品3幼基拉斯碎片)(精英15-05)(精英关卡),,,0.7,1.2,0.5
1527,21504,(掉落物品1强化药剂)(精英16-01)(精英关卡),100,,0.5,0.8,0.5
1528,21504,(掉落物品2装备卷轴11)(精英16-01)(精英关卡),21241,,0.26,0.65,0.5
1531,21505,(掉落物品3迷你冰碎片)(精英16-01)(精英关卡),,,0.7,1.2,0.5
1532,21505,(掉落物品1强化药剂)(精英16-02)(精英关卡),100,,0.5,0.8,0.5
1533,21505,(掉落物品2装备卷轴11)(精英16-02)(精英关卡),21251,,0.22,0.52,0.5
1536,21601,(掉落物品3懒人獭碎片)(精英16-02)(精英关卡),,,0.7,1.2,0.5
1537,21601,(掉落物品1强化药剂)(精英16-03)(精英关卡),100,,0.5,0.8,0.5
1538,21601,(掉落物品2装备卷轴11)(精英16-03)(精英关卡),22871,,0.26,0.65,0.5
1541,21602,(掉落物品3冰雪龙碎片)(精英16-03)(精英关卡),,,0.7,1.2,0.5
1542,21602,(掉落物品1强化药剂)(精英16-04)(精英关卡),100,,0.5,0.8,0.5
1543,21602,(掉落物品2装备卷轴11)(精英16-04)(精英关卡),21421,,0.26,0.65,0.5
1546,21603,(掉落物品3炎帝碎片)(精英16-04)(精英关卡),,,0.7,1.2,0.5
1547,21603,(掉落物品1强化药剂)(精英16-05)(精英关卡),100,,0.5,0.8,0.5
1548,21603,(掉落物品2装备卷轴11)(精英16-05)(精英关卡),23501,,0.26,0.65,0.5
1551,21604,(掉落物品3几何雪花碎片)(精英16-05)(精英关卡),,,0.7,1.2,0.5
1552,21604,(掉落物品1强化药剂)(精英17-01)(精英关卡),100,,0.5,0.8,0.5
1553,21604,(掉落物品2装备卷轴11)(精英17-01)(精英关卡),21231,,0.26,0.65,0.5
1556,21605,(掉落物品3铁臂枪虾碎片)(精英17-01)(精英关卡),,,0.7,1.2,0.5
1557,21605,(掉落物品1强化药剂)(精英17-02)(精英关卡),100,,0.5,0.8,0.5
1558,21605,(掉落物品2装备卷轴11)(精英17-02)(精英关卡),23021,,0.26,0.65,0.5
1561,21701,(掉落物品3花蓓蓓碎片)(精英17-02)(精英关卡),,,0.7,1.2,0.5
1562,21701,(掉落物品1强化药剂)(精英17-03)(精英关卡),100,,0.5,0.8,0.5
1563,21701,(掉落物品2装备卷轴11)(精英17-03)(精英关卡),23471,,0.26,0.65,0.5
1566,21702,(掉落物品3小狮狮碎片)(精英17-03)(精英关卡),,,0.7,1.2,0.5
1567,21702,(掉落物品1强化药剂)(精英17-04)(精英关卡),100,,0.5,0.8,0.5
1568,21702,(掉落物品2装备卷轴11)(精英17-04)(精英关卡),23351,,0.26,0.65,0.5
1571,21703,(掉落物品3戴鲁比碎片)(精英17-04)(精英关卡),,,0.7,1.2,0.5
1572,21703,(掉落物品1强化药剂)(精英17-05)(精英关卡),100,,0.5,0.8,0.5
1573,21703,(掉落物品2装备卷轴11)(精英17-05)(精英关卡),23341,,0.26,0.65,0.5
1576,21704,(掉落物品3夜巡灵碎片)(精英17-05)(精英关卡),,,0.7,1.2,0.5
