变量名,sceneName,sceneName_tw,sceneName_en,sceneName_vn,sceneName_kr,_beizhu,languages,monsters,boss,icon,gateType,sceneType,roundLimit,backMusic,backGround,bg_boss,bg_boss_pos,openLevel,desc,sceneCount,showLevel,sceneLevel,skillLevel,sceneLevelCorrect,demonCorrect,demonCorrectSelf,limitType,limitArg,firstAward,firstAwardShow,saodangAward,saodangAwardShow,lowestFightingPoint,gateDesc,gateDesc_tw,gateDesc_en,gateDesc_vn,gateDesc_kr
100222,第222关,第222關,Stage 222,Th? 222 Quan,???? 222,,,<{unitId=230303;level=409;advance=35};{unitId=222963;level=409;advance=35};{unitId=230303;level=409;advance=35};{unitId=230333;level=409;advance=35};{unitId=230333;level=409;advance=35}>,<{unitId=251222;level=409;advance=36}>,config/portrait/jinglingtouxiang1/img_681_jdjg@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,409,945,945,,,,4,<<1;0;7%>;<28;0;7%>>,{gold=240000;451=30;502=1},<<gold;240000;1>;<451;30;1>;<502;1;1>>,{gold=6400;451=2;libs=<110;111>},<<gold;6400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100223,第223关,第223關,Stage 223,Th? 223 Quan,???? 223,,,<{unitId=232873;level=411;advance=35};{unitId=223021;level=411;advance=35};{unitId=232873;level=411;advance=35};{unitId=231082;level=411;advance=35};{unitId=231082;level=411;advance=35}>,<{unitId=251223;level=411;advance=36}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,411,949,949,,,,5,<<7;0;8%>;<8;0;8%>>,{gold=240000;451=30;rmb=100},<<gold;240000;1>;<451;30;1>;<rmb;100;1>>,{gold=6400;451=2;libs=<110;111>},<<gold;6400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100224,第224关,第224關,Stage 224,Th? 224 Quan,???? 224,,,<{unitId=231503;level=413;advance=35};{unitId=221503;level=413;advance=35};{unitId=231503;level=413;advance=35};{unitId=230721;level=413;advance=35};{unitId=230741;level=413;advance=35}>,<{unitId=251224;level=413;advance=36}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,413,953,953,,,,5,<<1;0;8%>;<22;0;8%>>,{gold=240000;451=30;452=20},<<gold;240000;1>;<451;30;1>;<452;20;1>>,{gold=6400;451=2;libs=<110;111>},<<gold;6400;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100225,第225关,第225關,Stage 225,Th? 225 Quan,???? 225,boss,,<{unitId=231071;level=415;advance=35};{unitId=221903;level=415;advance=35};{unitId=231071;level=415;advance=35};{unitId=231293;level=415;advance=35};{unitId=231293;level=415;advance=35}>,<{unitId=251225;level=415;advance=36}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,415,957,957,,,,5,<<1;1;10%>;<22;0;10%>>,{gold=240000;451=30;519=1},<<gold;240000;1>;<451;30;1>;<519;1;1>>,{gold=6400;452=1;libs=<110;111;112>},<<gold;6400;0>;<451;1;1>;<452;1;1>>,429005,每回合全体生命上限降低，击杀光环怪清除,每回合全體生命上限降低，擊殺光環怪清除,"The upper limit of the total life per round is reduced, and the killing aura is cleared",404404,"??? ?? ??? ?? HP? ????, ??? ???? ???? ??? ?????"
100226,第226关,第226關,Stage 226,Th? 226 Quan,???? 226,,,<{unitId=231172;level=417;advance=36};{unitId=220472;level=417;advance=36};{unitId=231313;level=417;advance=36};{unitId=230632;level=417;advance=36};{unitId=230632;level=417;advance=36}>,<{unitId=251226;level=417;advance=37}>,config/portrait/jinglingtouxiang1/img_245_sj@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,417,961,961,,,,3,<<7;1;7%>;<8;1;7%>>,{gold=245000;451=30;452=20},<<gold;245000;1>;<451;30;1>;<452;20;1>>,{gold=6500;451=2;libs=<110;111>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100227,第227关,第227關,Stage 227,Th? 227 Quan,???? 227,,,<{unitId=231393;level=419;advance=36};{unitId=223543;level=419;advance=36};{unitId=231393;level=419;advance=36};{unitId=231813;level=419;advance=36};{unitId=231813;level=419;advance=36}>,<{unitId=251227;level=419;advance=37}>,config/portrait/jinglingtouxiang1/img_475_alld@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,419,965,965,,,,4,<<7;0;7%>;<8;0;7%>;<14;0;7%>>,{gold=245000;451=30;502=1},<<gold;245000;1>;<451;30;1>;<502;1;1>>,{gold=6500;451=2;libs=<110;111>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100228,第228关,第228關,Stage 228,Th? 228 Quan,???? 228,,,<{unitId=230721;level=421;advance=36};{unitId=220731;level=421;advance=36};{unitId=230741;level=421;advance=36};{unitId=230753;level=421;advance=36};{unitId=230632;level=421;advance=36}>,<{unitId=251228;level=421;advance=37}>,config/portrait/jinglingtouxiang1/img_373_bfl@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,421,969,969,,,,5,<<7;0;8%>;<8;0;8%>>,{gold=245000;451=30;rmb=100},<<gold;245000;1>;<451;30;1>;<rmb;100;1>>,{gold=6500;451=2;libs=<110;111>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100229,第229关,第229關,Stage 229,Th? 229 Quan,???? 229,,,<{unitId=231903;level=423;advance=36};{unitId=221903;level=423;advance=36};{unitId=231903;level=423;advance=36};{unitId=231221;level=423;advance=36};{unitId=231241;level=423;advance=36}>,<{unitId=251229;level=423;advance=37}>,config/portrait/jinglingtouxiang1/img_244_yd@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,423,973,973,,,,5,<<1;0;8%>;<22;0;8%>>,{gold=245000;451=30;452=20},<<gold;245000;1>;<451;30;1>;<452;20;1>>,{gold=6500;451=2;libs=<110;111>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100230,第230关,第230關,Stage 230,Th? 230 Quan,???? 230,boss,,<{unitId=230273;level=425;advance=36};{unitId=220464;level=425;advance=36};{unitId=230273;level=425;advance=36};{unitId=230462;level=425;advance=36};{unitId=230462;level=425;advance=36}>,<{unitId=251230;level=425;advance=37}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,425,977,977,,,,5,<<1;1;20%>;<22;0;20%>>,{gold=245000;451=30;501=1},<<gold;245000;1>;<451;30;1>;<501;1;1>>,{gold=6500;452=2;libs=<110;111;112>},<<gold;6500;0>;<451;1;1>;<452;1;1>>,429005,怪物全体必杀伤害提升，击杀光环怪清除,怪物全體必殺傷害提升，擊殺光環怪清除,"The monster's mortal damage has been increased, and the aura has been eliminated",404404,"?? ???? ??? ??? ????, ??? ??? ???? ?? ??? ?????"
100231,第231关,第231關,Stage 231,Th? 231 Quan,???? 231,,,<{unitId=232633;level=427;advance=37};{unitId=223342;level=427;advance=37};{unitId=233432;level=427;advance=37};{unitId=230593;level=427;advance=37};{unitId=230593;level=427;advance=37}>,<{unitId=251231;level=427;advance=38}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,427,981,981,,,,3,<<9;1;7%>;<10;1;7%>>,{gold=250000;451=30;452=20},<<gold;250000;1>;<451;30;1>;<452;20;1>>,{gold=6600;451=2;libs=<110;111>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100232,第232关,第232關,Stage 232,Th? 232 Quan,???? 232,,,<{unitId=232723;level=429;advance=37};{unitId=222013;level=429;advance=37};{unitId=232723;level=429;advance=37};{unitId=230402;level=429;advance=37};{unitId=230402;level=429;advance=37}>,<{unitId=251232;level=429;advance=38}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,429,985,985,,,,4,<<9;0;7%>;<10;0;7%>;<17;0;7%>>,{gold=250000;451=30;502=1},<<gold;250000;1>;<451;30;1>;<502;1;1>>,{gold=6600;451=2;libs=<110;111>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100233,第233关,第233關,Stage 233,Th? 233 Quan,???? 233,,,<{unitId=232683;level=431;advance=37};{unitId=221071;level=431;advance=37};{unitId=232683;level=431;advance=37};{unitId=230572;level=431;advance=37};{unitId=230572;level=431;advance=37}>,<{unitId=251233;level=431;advance=38}>,config/portrait/jinglingtouxiang1/img_212_jqtl@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,431,989,989,,,,5,<<9;0;8%>;<10;0;8%>>,{gold=250000;451=30;rmb=100},<<gold;250000;1>;<451;30;1>;<rmb;100;1>>,{gold=6600;451=2;libs=<110;111>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100234,第234关,第234關,Stage 234,Th? 234 Quan,???? 234,,,<{unitId=230493;level=433;advance=37};{unitId=221903;level=433;advance=37};{unitId=230493;level=433;advance=37};{unitId=231253;level=433;advance=37};{unitId=231253;level=433;advance=37}>,<{unitId=251234;level=433;advance=38}>,config/portrait/jinglingtouxiang1/img_383_gld@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,433,993,993,,,,5,<<9;0;8%>;<10;0;8%>;<24;0;8%>>,{gold=250000;451=30;452=20},<<gold;250000;1>;<451;30;1>;<452;20;1>>,{gold=6600;451=2;libs=<110;111>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100235,第235关,第235關,Stage 235,Th? 235 Quan,???? 235,boss,,<{unitId=231503;level=435;advance=37};{unitId=223501;level=435;advance=37};{unitId=231503;level=435;advance=37};{unitId=230781;level=435;advance=37};{unitId=230781;level=435;advance=37}>,<{unitId=251235;level=435;advance=38}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,435,997,997,,,,5,<<9;1;10%>;<10;0;10%>;<22;0;10%>>,{gold=250000;451=30;519=1},<<gold;250000;1>;<451;30;1>;<519;1;1>>,{gold=6600;452=1;libs=<110;111;112>},<<gold;6600;0>;<451;1;1>;<452;1;1>>,429005,怪物全体治疗量提升，击杀光环怪清除,怪物全體治療量提升，擊殺光環怪清除,"The monster's overall healing is increased, and the aura is killed and cleared",404404,"?? ???? ???? ????, ??? ??? ???? ?? ??? ?????"
100236,第236关,第236關,Stage 236,Th? 236 Quan,???? 236,,,<{unitId=230372;level=437;advance=38};{unitId=220393;level=437;advance=38};{unitId=230552;level=437;advance=38};{unitId=231813;level=437;advance=38};{unitId=231813;level=437;advance=38}>,<{unitId=251236;level=437;advance=39}>,config/portrait/jinglingtouxiang1/img_477_hyml@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,437,1001,1001,,,,3,<<13;1;7%>>,{gold=255000;451=30;452=20},<<gold;255000;1>;<451;30;1>;<452;20;1>>,{gold=6700;451=2;libs=<110;111>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100237,第237关,第237關,Stage 237,Th? 237 Quan,???? 237,,,<{unitId=230771;level=439;advance=38};{unitId=220753;level=439;advance=38};{unitId=230771;level=439;advance=38};{unitId=230893;level=439;advance=38};{unitId=230893;level=439;advance=38}>,<{unitId=251237;level=439;advance=39}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,439,1005,1005,,,,4,<<13;0;7%>;<24;0;7%>>,{gold=255000;451=30;502=1},<<gold;255000;1>;<451;30;1>;<502;1;1>>,{gold=6700;451=2;libs=<110;111>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100238,第238关,第238關,Stage 238,Th? 238 Quan,???? 238,,,<{unitId=230023;level=441;advance=38};{unitId=221313;level=441;advance=38};{unitId=230552;level=441;advance=38};{unitId=233303;level=441;advance=38};{unitId=231241;level=441;advance=38}>,<{unitId=251238;level=441;advance=39}>,config/portrait/jinglingtouxiang1/img_130_bll@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,441,1009,1009,,,,5,<<9;0;8%>;<10;0;8%>>,{gold=255000;451=30;rmb=100},<<gold;255000;1>;<451;30;1>;<rmb;100;1>>,{gold=6700;451=2;libs=<110;111>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100239,第239关,第239關,Stage 239,Th? 239 Quan,???? 239,,,<{unitId=233353;level=443;advance=38};{unitId=221503;level=443;advance=38};{unitId=233353;level=443;advance=38};{unitId=233472;level=443;advance=38};{unitId=233472;level=443;advance=38}>,<{unitId=251239;level=443;advance=39}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,443,1013,1013,,,,5,<<9;0;8%>;<10;0;8%>;<24;0;8%>>,{gold=255000;451=30;452=20},<<gold;255000;1>;<451;30;1>;<452;20;1>>,{gold=6700;451=2;libs=<110;111>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100240,第240关,第240關,Stage 240,Th? 240 Quan,???? 240,boss,,<{unitId=231253;level=445;advance=38};{unitId=221253;level=445;advance=38};{unitId=231253;level=445;advance=38};{unitId=231231;level=445;advance=38};{unitId=231231;level=445;advance=38}>,<{unitId=251240;level=445;advance=39}>,config/portrait/jinglingtouxiang1/img_59_fsg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,445,1017,1017,,,,5,<<9;1;20%>;<10;0;20%>;<22;0;20%>>,{gold=255000;451=30;501=1},<<gold;255000;1>;<451;30;1>;<501;1;1>>,{gold=6700;452=2;libs=<110;111;112>},<<gold;6700;0>;<451;1;1>;<452;1;1>>,429005,怪物全体血量越低伤害越高，击杀光环怪清除,怪物全體血量越低傷害越高，擊殺光環怪清除,"The lower the total health of the monster, the higher the damage.",404404,"?? ???? HP? ???? ??? ????, ??? ??? ???? ?? ??? ?????"
100241,第241关,第241關,Stage 241,Th? 241 Quan,???? 241,,,<{unitId=230093;level=447;advance=39};{unitId=221443;level=447;advance=39};{unitId=232302;level=447;advance=39};{unitId=230741;level=447;advance=39};{unitId=230741;level=447;advance=39}>,<{unitId=251241;level=447;advance=40}>,config/portrait/jinglingtouxiang1/img_467_yzys@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,447,1021,1021,,,,3,<<1;1;8%>>,{gold=260000;451=30;452=20},<<gold;260000;1>;<451;30;1>;<452;20;1>>,{gold=6800;451=2;libs=<110;111>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100242,第242关,第242關,Stage 242,Th? 242 Quan,???? 242,,,<{unitId=232593;level=449;advance=39};{unitId=222612;level=449;advance=39};{unitId=232593;level=449;advance=39};{unitId=232963;level=449;advance=39};{unitId=232963;level=449;advance=39}>,<{unitId=251242;level=449;advance=40}>,config/portrait/jinglingtouxiang1/img_306_bskdl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,449,1025,1025,,,,4,<<1;0;8%>;<28;0;8%>>,{gold=260000;451=30;502=1},<<gold;260000;1>;<451;30;1>;<502;1;1>>,{gold=6800;451=2;libs=<110;111>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100243,第243关,第243關,Stage 243,Th? 243 Quan,???? 243,,,<{unitId=232013;level=451;advance=39};{unitId=222302;level=451;advance=39};{unitId=233283;level=451;advance=39};{unitId=231353;level=451;advance=39};{unitId=231353;level=451;advance=39}>,<{unitId=251243;level=451;advance=40}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,451,1029,1029,,,,5,<<27;0;8%>;<24;0;8%>>,{gold=260000;451=30;rmb=100},<<gold;260000;1>;<451;30;1>;<rmb;100;1>>,{gold=6800;451=2;libs=<110;111>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100244,第244关,第244關,Stage 244,Th? 244 Quan,???? 244,,,<{unitId=230771;level=453;advance=39};{unitId=221903;level=453;advance=39};{unitId=230771;level=453;advance=39};{unitId=230333;level=453;advance=39};{unitId=230333;level=453;advance=39}>,<{unitId=251244;level=453;advance=40}>,config/portrait/jinglingtouxiang1/img_150_cm@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,453,1033,1033,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=260000;451=30;452=20},<<gold;260000;1>;<451;30;1>;<452;20;1>>,{gold=6800;451=2;libs=<110;111>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100245,第245关,第245關,Stage 245,Th? 245 Quan,???? 245,boss,,<{unitId=230731;level=455;advance=39};{unitId=223021;level=455;advance=39};{unitId=230731;level=455;advance=39};{unitId=230721;level=455;advance=39};{unitId=230721;level=455;advance=39}>,<{unitId=251245;level=455;advance=40}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,455,1037,1037,,,,5,<<27;0;10%>;<22;0;10%>;<26;1;10%>>,{gold=260000;451=30;519=1},<<gold;260000;1>;<451;30;1>;<519;1;1>>,{gold=6800;452=1;libs=<110;111;112>},<<gold;6800;0>;<451;1;1>;<452;1;1>>,429005,光环单位击杀时，会为其他怪物提升怒气,光環單位擊殺時，會為其他怪物提升怒氣,"When the aura unit is killed, it will increase anger for other monsters",404404,"??? ?? ?? ?, ?? ???? ??? ????"
100246,第246关,第246關,Stage 246,Th? 246 Quan,???? 246,,,<{unitId=232483;level=457;advance=40};{unitId=222483;level=457;advance=40};{unitId=232483;level=457;advance=40};{unitId=230263;level=457;advance=40};{unitId=230263;level=457;advance=40}>,<{unitId=251246;level=457;advance=41}>,config/portrait/jinglingtouxiang1/img_151_mh@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,457,1041,1041,,,,3,<<7;1;8%>;<8;1;8%>>,{gold=265000;451=30;452=20},<<gold;265000;1>;<451;30;1>;<452;20;1>>,{gold=6900;451=2;libs=<110;111>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100247,第247关,第247關,Stage 247,Th? 247 Quan,???? 247,,,<{unitId=231813;level=459;advance=40};{unitId=221221;level=459;advance=40};{unitId=231813;level=459;advance=40};{unitId=230263;level=459;advance=40};{unitId=230771;level=459;advance=40}>,<{unitId=251247;level=459;advance=41}>,config/portrait/jinglingtouxiang1/img_94_gg@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,459,1045,1045,,,,4,<<7;0;8%>;<8;0;8%>;<14;0;8%>>,{gold=265000;451=30;502=1},<<gold;265000;1>;<451;30;1>;<502;1;1>>,{gold=6900;451=2;libs=<110;111>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100248,第248关,第248關,Stage 248,Th? 248 Quan,???? 248,,,<{unitId=231393;level=461;advance=40};{unitId=223353;level=461;advance=40};{unitId=231393;level=461;advance=40};{unitId=230133;level=461;advance=40};{unitId=233432;level=461;advance=40}>,<{unitId=251248;level=461;advance=41}>,config/portrait/jinglingtouxiang1/img_719_dax@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,461,1049,1049,,,,5,<<27;0;8%>;<24;0;8%>>,{gold=265000;451=30;rmb=100},<<gold;265000;1>;<451;30;1>;<rmb;100;1>>,{gold=6900;451=2;libs=<110;111>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100249,第249关,第249關,Stage 249,Th? 249 Quan,???? 249,,,<{unitId=231893;level=463;advance=40};{unitId=221893;level=463;advance=40};{unitId=231893;level=463;advance=40};{unitId=231303;level=463;advance=40};{unitId=231303;level=463;advance=40}>,<{unitId=251249;level=463;advance=41}>,config/portrait/jinglingtouxiang1/img_250_fw@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,463,1053,1053,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=265000;451=30;452=20},<<gold;265000;1>;<451;30;1>;<452;20;1>>,{gold=6900;451=2;libs=<110;111>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100250,第250关,第250關,Stage 250,Th? 250 Quan,???? 250,boss,,<{unitId=231393;level=465;advance=40};{unitId=220771;level=465;advance=40};{unitId=230263;level=465;advance=40};{unitId=233293;level=465;advance=40};{unitId=232272;level=465;advance=40}>,<{unitId=251250;level=465;advance=41}>,config/portrait/jinglingtouxiang1/img_359_absl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,465,1057,1057,,,,5,<<27;0;20%>;<22;0;20%>;<26;1;20%>>,{gold=265000;451=30;501=1},<<gold;265000;1>;<451;30;1>;<501;1;1>>,{gold=6900;452=2;libs=<110;111;112>},<<gold;6900;0>;<451;1;1>;<452;1;1>>,429005,怪物全体控制率提升，击杀光环怪物清除,怪物全體控制率提升，擊殺光環怪物清除,"Increase the overall control rate of monsters, kill aura monsters and clear them",404404,"?? ???? ???? ????, ??? ??? ???? ?? ??? ?????"
100251,第251关,第251關,Stage 251,Th? 251 Quan,???? 251,,,<{unitId=232612;level=467;advance=41};{unitId=222683;level=467;advance=41};{unitId=230793;level=467;advance=41};{unitId=230883;level=467;advance=41};{unitId=230883;level=467;advance=41}>,<{unitId=251251;level=467;advance=42}>,config/portrait/jinglingtouxiang1/img_145_sdn@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,467,1061,1061,,,,3,<<9;1;8%>;<10;1;8%>>,{gold=270000;451=30;452=20},<<gold;270000;1>;<451;30;1>;<452;20;1>>,{gold=7000;451=2;libs=<110;111>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100252,第252关,第252關,Stage 252,Th? 252 Quan,???? 252,,,<{unitId=231313;level=469;advance=41};{unitId=220493;level=469;advance=41};{unitId=231313;level=469;advance=41};{unitId=230283;level=469;advance=41};{unitId=233283;level=469;advance=41}>,<{unitId=251252;level=469;advance=42}>,config/portrait/jinglingtouxiang1/img_272_ltht@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,469,1065,1065,,,,4,<<9;0;8%>;<10;0;8%>;<17;0;8%>>,{gold=270000;451=30;502=1},<<gold;270000;1>;<451;30;1>;<502;1;1>>,{gold=7000;451=2;libs=<110;111>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100253,第253关,第253關,Stage 253,Th? 253 Quan,???? 253,,,<{unitId=230783;level=471;advance=41};{unitId=220283;level=471;advance=41};{unitId=233283;level=471;advance=41};{unitId=231293;level=471;advance=41};{unitId=231293;level=471;advance=41}>,<{unitId=251253;level=471;advance=42}>,config/portrait/jinglingtouxiang1/img_254_xyw@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,471,1069,1069,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=270000;451=30;rmb=100},<<gold;270000;1>;<451;30;1>;<rmb;100;1>>,{gold=7000;451=2;libs=<110;111>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100254,第254关,第254關,Stage 254,Th? 254 Quan,???? 254,,,<{unitId=230043;level=473;advance=41};{unitId=220062;level=473;advance=41};{unitId=230072;level=473;advance=41};{unitId=233303;level=473;advance=41};{unitId=233303;level=473;advance=41}>,<{unitId=251254;level=473;advance=42}>,config/portrait/jinglingtouxiang1/img_658_jhrw@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,473,1073,1073,,,,5,<<27;0;8%>;<24;0;8%>>,{gold=270000;451=30;452=20},<<gold;270000;1>;<451;30;1>;<452;20;1>>,{gold=7000;451=2;libs=<110;111>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100255,第255关,第255關,Stage 255,Th? 255 Quan,???? 255,boss,,<{unitId=232721;level=475;advance=41};{unitId=222721;level=475;advance=41};{unitId=231172;level=475;advance=41};{unitId=231082;level=475;advance=41};{unitId=231172;level=475;advance=41}>,<{unitId=251255;level=475;advance=42}>,config/portrait/jinglingtouxiang1/img_306_bskdl@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,475,1077,1077,,,,5,<<1;1;10%>;<13;0;10%>;<13;0;10%>>,{gold=270000;451=30;519=1},<<gold;270000;1>;<451;30;1>;<519;1;1>>,{gold=7000;452=1;libs=<110;111;112>},<<gold;7000;0>;<451;1;1>;<452;1;1>>,429005,若干回合后，全体怪物会添加一个护盾,若干回合後，全體怪物會添加一個護盾,"After several rounds, all monsters will add a shield",404404,"?? ?? ???, ?? ????? ??? ????"
100256,第256关,第256關,Stage 256,Th? 256 Quan,???? 256,,,<{unitId=233012;level=477;advance=42};{unitId=221863;level=477;advance=42};{unitId=233012;level=477;advance=42};{unitId=231082;level=477;advance=42};{unitId=231082;level=477;advance=42}>,<{unitId=251256;level=477;advance=43}>,config/portrait/jinglingtouxiang1/img_144_jdn@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,477,1081,1081,,,,3,<<13;1;8%>>,{gold=275000;451=30;452=20},<<gold;275000;1>;<451;30;1>;<452;20;1>>,{gold=7100;451=2;libs=<110;111>},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100257,第257关,第257關,Stage 257,Th? 257 Quan,???? 257,,,<{unitId=230472;level=479;advance=42};{unitId=221841;level=479;advance=42};{unitId=230273;level=479;advance=42};{unitId=231423;level=479;advance=42};{unitId=231423;level=479;advance=42}>,<{unitId=251257;level=479;advance=43}>,config/portrait/jinglingtouxiang1/img_289_qjw@.png,,22,10,,battle/scene/bg_sd.jpg,,,,,,479,1085,1085,,,,4,<<13;0;8%>;<24;0;8%>>,{gold=275000;451=30;502=1},<<gold;275000;1>;<451;30;1>;<502;1;1>>,{gold=7100;451=2;libs=<110;111>},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100258,第258关,第258關,Stage 258,Th? 258 Quan,???? 258,,,<{unitId=232612;level=481;advance=42};{unitId=220493;level=481;advance=42};{unitId=232822;level=481;advance=42};{unitId=230692;level=481;advance=42};{unitId=232073;level=481;advance=42}>,<{unitId=251258;level=481;advance=43}>,config/portrait/jinglingtouxiang1/img_359_absl@.png,,22,10,,battle/scene/bg_tower.jpg,,,,,,481,1089,1089,,,,5,<<1;0;8%>;<24;0;8%>>,{gold=275000;451=30;rmb=100},<<gold;275000;1>;<451;30;1>;<rmb;100;1>>,{gold=7100;451=2;libs=<110;111>},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100259,第259关,第259關,Stage 259,Th? 259 Quan,???? 259,,,<{unitId=230082;level=483;advance=42};{unitId=220123;level=483;advance=42};{unitId=230232;level=483;advance=42};{unitId=233562;level=483;advance=42};{unitId=230173;level=483;advance=42}>,<{unitId=251259;level=483;advance=43}>,config/portrait/jinglingtouxiang1/img_65_hd@.png,,22,10,,battle/scene/bg_grass.jpg,,,,,,483,1093,1093,,,,5,<<27;0;8%>;<24;0;8%>>,{gold=275000;451=30;452=20},<<gold;275000;1>;<451;30;1>;<452;20;1>>,{gold=7100;451=2;libs=<110;111>},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,,,,,
100260,第260关,第260關,Stage 260,Th? 260 Quan,???? 260,boss,,<{unitId=231863;level=485;advance=42};{unitId=221863;level=485;advance=42};{unitId=231863;level=485;advance=42};{unitId=230372;level=485;advance=42};{unitId=230372;level=485;advance=42}>,<{unitId=251260;level=485;advance=43}>,config/portrait/jinglingtouxiang1/img_462_zbcg@.png,,22,10,,battle/scene/bg_night.jpg,,,,,,485,1097,1097,,,,5,<<1;1;20%>;<13;0;20%>;<13;0;20%>>,{gold=275000;451=30;501=1},<<gold;275000;1>;<451;30;1>;<501;1;1>>,{gold=7100;452=2;libs=<110;111;112>},<<gold;7100;0>;<451;1;1>;<452;1;1>>,429005,全体怪物反伤率提升，击杀光环怪物清除,全體怪物反傷率提升，擊殺光環怪物清除,"The anti-injury rate of all monsters has been improved, killing aura monsters to clear",404404,"?? ???? ?? ???? ????, ??? ??? ???? ?? ??? ?????"
