变量名,name,languages,drawlanguages,name_tw,name_en,name_kr,icon,desc,desc_tw,desc_en,desc_kr,desc1,desc1_tw,desc1_en,desc1_kr,quality,type,donateType,universalFragID,decomposeGain,combID,combCount,stackMax,effBtn,pageTag,sellPrice,autoComb,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,produceDesc_tw,produceDesc_en,produceDesc_kr,isFinal,rebirthRMB,effect,sortType,sortValue,canCompound,__version
23181,毕力吉翁碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_640_bljw@.png,集齐%d个碎片可以合成#C0xE77421#毕力吉翁#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3181,50,,,,,,shop-17,drawCard-gold,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23191,龙卷云碎片,<cn;kr;tw;en;en_us;en_eu>,<cn>,,,,config/portrait/jinglingtouxiang/img_641_ljy@.png,集齐%d个碎片可以合成#C0xE77421#龙卷云#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3191,50,,,,,,shop-21,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23201,雷电云碎片,<cn;kr;tw;en;en_us;en_eu>,<cn>,,,,config/portrait/jinglingtouxiang/img_642_ldy@.png,集齐%d个碎片可以合成#C0xE77421#雷电云#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3201,50,,,,,,shop-15,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23211,莱希拉姆碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_643_lxlm@.png,集齐%d个碎片可以合成#C0xE77421#莱希拉姆#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3211,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23221,捷克罗姆碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_644_jklm@.png,集齐%d个碎片可以合成#C0xE77421#捷克罗姆#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3221,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23231,土地云碎片,<cn;kr;tw;en;en_us;en_eu>,<cn>,,,,config/portrait/jinglingtouxiang/img_645_tdy@.png,集齐%d个碎片可以合成#C0xE77421#土地云#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3231,50,,,,,,shop-16,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23241,酋雷姆碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_646_qlm@.png,集齐%d个碎片可以合成#C0xE77421#酋雷姆#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3241,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23251,凯路迪欧碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_647_kldo@.png,集齐%d个碎片可以合成#C0xE77421#凯路迪欧#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3251,50,,,,,,shop-17,22505,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23261,美洛耶塔·歌声碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_648_mlytgsxt@.png,集齐%d个碎片可以合成#C0xE77421#美洛耶塔·歌声#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3261,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23271,盖诺赛克特碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_649_gnskt@.png,集齐%d个碎片可以合成#C0xE77421#盖诺赛克特#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3271,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23281,哈力栗碎片,,,,,,config/portrait/jinglingtouxiang/img_650_hll@.png,集齐%d个碎片可以合成#C0xE77421#哈力栗#C0x55504D#,,,,,,,,,,,502,{coin5=5},3281,30,,,,,,21101,shop-4,drawCard-gold,,,,,,,,,,,,,,,
23291,火狐狸碎片,,,,,,config/portrait/jinglingtouxiang/img_653_hhl@.png,集齐%d个碎片可以合成#C0xE77421#火狐狸#C0x55504D#,,,,,,,,,,,502,{coin5=5},3291,30,,,,,,20402,shop-4,drawCard-gold,,,,,,,,,,,,,,,
23301,呱呱泡蛙碎片,,,,,,config/portrait/jinglingtouxiang/img_656_ggpw@.png,集齐%d个碎片可以合成#C0xE77421#呱呱泡蛙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3301,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23341,小狮狮碎片,,,,,,config/portrait/jinglingtouxiang/img_667_xss@.png,集齐%d个碎片可以合成#C0xE77421#小狮狮#C0x55504D#,,,,,,,,,,,502,{coin5=5},3341,30,,,,,,20401,21703,drawCard-gold,,,,,,,,,,,,,,,
23351,花蓓蓓碎片,,,,,,config/portrait/jinglingtouxiang/img_669_hbb@.png,集齐%d个碎片可以合成#C0xE77421#花蓓蓓#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3351,50,,,,,,20505,21702,shop-6,drawCard-gold,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23411,独剑鞘碎片,,,,,,config/portrait/jinglingtouxiang/img_679_djq@.png,集齐%d个碎片可以合成#C0xE77421#独剑鞘#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3411,50,,,,,,21202,shop-10,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23431,绵绵泡芙碎片,,,,,,config/portrait/jinglingtouxiang/img_684_mmpf@.png,集齐%d个碎片可以合成#C0xE77421#绵绵泡芙#C0x55504D#,,,,,,,,,,,502,{coin5=5},3431,30,,,,,,21002,drawCard-gold,shop-2,,,,,,,,,,,,,,,
23471,铁臂枪虾碎片,,,,,,config/portrait/jinglingtouxiang/img_692_tbqx@.png,集齐%d个碎片可以合成#C0xE77421#铁臂枪虾#C0x55504D#,,,,,,,,,,,502,{coin5=5},3471,30,,,,,,21102,21701,drawCard-gold,,,,,,,,,,,,,,,
23501,冰雪龙碎片,,,,,,config/portrait/jinglingtouxiang/img_698_bxl@.png,集齐%d个碎片可以合成#C0xE77421#冰雪龙#C0x55504D#,,,,,,,,,,,502,{coin5=5},3501,30,,,,,,20801,21603,shop-7,drawCard-gold,,,,,,,,,,,,,,
23511,摔角鹰人碎片,,,,,,config/portrait/jinglingtouxiang/img_701_sjyr@.png,集齐%d个碎片可以合成#C0xE77421#摔角鹰人#C0x55504D#,,,,,,,,,,,502,{coin5=5},3511,30,,,,,,shop-9,drawCard-gold,,,,,,,,,,,,,,,,
23541,黏黏宝碎片,,,,,,config/portrait/jinglingtouxiang/img_704_nnb@.png,集齐%d个碎片可以合成#C0xE77421#黏黏宝#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3541,50,,,,,,20304,shop-2,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23561,小木灵碎片,,,,,,config/portrait/jinglingtouxiang/img_708_xml@.png,集齐%d个碎片可以合成#C0xE77421#小木灵#C0x55504D#,,,,,,,,3,,,502,{coin5=2},3561,20,,,,,,drawCard-gold,,,,,,,,,,,,,,,,,
23571,南瓜精碎片,<cn>,<cn>,,,,config/portrait/jinglingtouxiang/img_710_ngj@.png,集齐%d个碎片可以合成#C0xE77421#南瓜精#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3571,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23591,嗡蝠碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_714_wf@.png,集齐%d个碎片可以合成#C0xE77421#嗡蝠#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3591,50,,,,,,shop-9,shop-12,drawCard-gold,22005,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23601,哲尔尼亚斯碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_716_zenys@.png,集齐%d个碎片可以合成#C0xE77421#哲尔尼亚斯#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3601,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23611,伊裴尔塔尔碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_717_ypete@.png,集齐%d个碎片可以合成#C0xE77421#伊裴尔塔尔#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3611,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23621,基格尔德碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_718_jged100@.png,集齐%d个碎片可以合成#C0xE77421#基格尔德#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3623,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23631,蒂安希碎片,,,,,,config/portrait/jinglingtouxiang/img_719_dax@.png,集齐%d个碎片可以合成#C0xE77421#蒂安希#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3631,80,,,,,,shop-13,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23641,惩戒胡帕碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_720_cjhp@.png,集齐%d个碎片可以合成#C0xE77421#惩戒胡帕#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3641,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23651,波尔凯尼恩碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_721_bekne@.png,集齐%d个碎片可以合成#C0xE77421#波尔凯尼恩#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},3651,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
23661,木木枭碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_722_mmx@.png,集齐%d个碎片可以合成#C0xE77421#木木枭#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3661,50,,,,,,drawCard-gold,shop-7,22205,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23671,火斑喵碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_725_hbm@.png,集齐%d个碎片可以合成#C0xE77421#火斑喵#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3671,50,,,,,,22704,shop-21,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23681,球球海狮碎片,<cn;tw;kr;en;en_us;en_eu>,<cn>,,,,config/portrait/jinglingtouxiang/img_728_qqhs@.png,集齐%d个碎片可以合成#C0xE77421#球球海狮#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3681,50,,,,,,townSupermarket,22603,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23771,好坏星碎片,<cn;tw;kr;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_747_hhx@.png,集齐%d个碎片可以合成#C0xE77421#好坏星#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3771,50,,,,,,shop-16,drawCard-gold,22303,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23831,童偶熊碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_759_tox@.png,集齐%d个碎片可以合成#C0xE77421#童偶熊#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3831,50,,,,,,shop-21,23102,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23841,甜竹竹碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_761_tzz@.png,集齐%d个碎片可以合成#C0xE77421#甜竹竹#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3841,50,,,,,,shop-16,drawCard-gold,22304,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23881,胆小虫碎片,<cn>,<cn>,,,,config/portrait/jinglingtouxiang/img_767_dxc@.png,集齐%d个碎片可以合成#C0xE77421#胆小虫#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3881,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23941,爆焰龟兽碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_776_bygs@.png,集齐%d个碎片可以合成#C0xE77421#爆焰龟兽#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3941,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23961,谜拟Ｑ碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_778_mnq@.png,集齐%d个碎片可以合成#C0xE77421#谜拟Ｑ#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3961,50,,,,,,shop-21,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
23981,老翁龙碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_780_lwl@.png,集齐%d个碎片可以合成#C0xE77421#老翁龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},3981,50,,,,,,23103,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24001,心鳞宝碎片,<cn;tw;en_us;kr>,,,,,config/portrait/jinglingtouxiang/img_782_xlb@.png,集齐%d个碎片可以合成#C0xE77421#心鳞宝#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4001,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24011,卡璞·鸣鸣碎片,<cn;kr;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_785_kpmm@.png,集齐%d个碎片可以合成#C0xE77421#卡璞·鸣鸣#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4011,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24012,卡璞·蝶蝶碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_786_kpdd@.png,集齐%d个碎片可以合成#C0xE77421#卡璞·蝶蝶#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4012,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24013,卡璞·哞哞碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_786_kpmm@.png,集齐%d个碎片可以合成#C0xE77421#卡璞·哞哞#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4013,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24014,卡璞·鳍鳍碎片,<cn;tw>,,,,,config/portrait/jinglingtouxiang/img_787_kpqq@.png,集齐%d个碎片可以合成#C0xE77421#卡璞·鳍鳍#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4014,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24021,废弃,<cn>,,,,,config/portrait/jinglingtouxiang/img_791_sejla@.png,集齐%d个碎片可以合成#C0xE77421#索尔迦雷欧#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4023,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24023,索尔迦雷欧碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_791_sejlo@.png,集齐%d个碎片可以合成#C0xE77421#索尔迦雷欧#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4023,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24024,露奈雅拉碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_792_lnyl@.png,集齐%d个碎片可以合成#C0xE77421#露奈雅拉#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4024,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24031,虚吾伊德碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_793_xwyd@.png,集齐%d个碎片可以合成#C0xE77421#虚吾伊德#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4031,50,,,,,,shop-17,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24041,爆肌蚊碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_794_bjw@.png,集齐%d个碎片可以合成#C0xE77421#爆肌蚊#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4041,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24051,费洛美螂碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_795_flml@.png,集齐%d个碎片可以合成#C0xE77421#费洛美螂#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4051,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24061,电束木碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_796_dsm@.png,集齐%d个碎片可以合成#C0xE77421#电束木#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4061,50,,,,,,townSupermarket,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24071,铁火辉夜碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_797_thhy@.png,集齐%d个碎片可以合成#C0xE77421#铁火辉夜#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4071,50,,,,,,shop-19,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24081,纸御剑碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_798_zyj@.png,集齐%d个碎片可以合成#C0xE77421#纸御剑#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4081,50,,,,,,shop-19,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24091,恶食大王碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_799_esdw@.png,集齐%d个碎片可以合成#C0xE77421#恶食大王#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4091,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24101,奈克洛兹玛碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_800_nklzm@.png,集齐%d个碎片可以合成#C0xE77421#奈克洛兹玛#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4101,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24111,玛机雅娜碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_801_mjyn@.png,集齐%d个碎片可以合成#C0xE77421#玛机雅娜#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4111,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24121,玛夏多碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_802_mxd@.png,集齐%d个碎片可以合成#C0xE77421#玛夏多#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4121,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24131,毒贝比碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_803_dbb@.png,集齐%d个碎片可以合成#C0xE77421#毒贝比#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4131,50,,,,,,shop-16,22305,drawCard-gold,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24141,垒磊石碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_805_lls@.png,集齐%d个碎片可以合成#C0xE77421#垒磊石#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4141,50,,,,,,townSupermarket,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24151,砰头小丑碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_806_ptxc@.png,集齐%d个碎片可以合成#C0xE77421#砰头小丑#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4151,50,,,,,,shop-13,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24161,捷拉奥拉碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_807_jlal@.png,集齐%d个碎片可以合成#C0xE77421#捷拉奥拉#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4161,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24171,美录坦碎片,<cn;kr;tw;en;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_808_mlt@.png,集齐%d个碎片可以合成#C0xE77421#美录坦#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4171,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24181,敲音猴碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_810_qyh@.png,集齐%d个碎片可以合成#C0xE77421#敲音猴#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4181,50,,,,,,22904,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24191,炎兔儿碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_813_yte@.png,集齐%d个碎片可以合成#C0xE77421#炎兔儿#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4191,50,,,,,,22805,shop-21,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24201,泪眼蜥碎片,<cn;kr;en;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_816_lyx@.png,集齐%d个碎片可以合成#C0xE77421#泪眼蜥#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4201,50,,,,,,23104,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24301,苹裹龙碎片,<cn;tw;kr;en_us>,,,,,config/portrait/jinglingtouxiang/img_841_pgl@.png,集齐%d个碎片可以合成#C0xE77421#苹裹龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4301,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24391,捣蛋小妖碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_859_ddxy@.png,集齐%d个碎片可以合成#C0xE77421#捣蛋小妖#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4391,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24431,葱游兵碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_865_cyb@.png,集齐%d个碎片可以合成#C0xE77421#葱游兵#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4431,50,,,,,,22905,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24441,踏冰人偶碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_866_tbro@.png,集齐%d个碎片可以合成#C0xE77421#踏冰人偶#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4441,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24521,爱管侍碎片,<cn>,,,,,config/portrait/jinglingtouxiang/img_876_ags@.png,集齐%d个碎片可以合成#C0xE77421#爱管侍#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4521,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24561,鳃鱼龙碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_882_syl@.png,集齐%d个碎片可以合成#C0xE77421#鳃鱼龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4561,50,,,,,,22903,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24571,铝钢龙碎片,<cn;tw;en_us>,,,,,config/portrait/jinglingtouxiang/img_884_lgl@.png,集齐%d个碎片可以合成#C0xE77421#铝钢龙#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4571,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24581,多龙梅西亚碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_885_dlmxy@.png,集齐%d个碎片可以合成#C0xE77421#多龙梅西亚#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4581,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24591,苍响碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_888_cx@.png,集齐%d个碎片可以合成#C0xE77421#苍响#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4591,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24601,藏玛然特碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_889_zmrt@.png,集齐%d个碎片可以合成#C0xE77421#藏玛然特#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4601,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24611,无极汰那碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_890_wjtn@.png,集齐%d个碎片可以合成#C0xE77421#无极汰那#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4611,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24621,熊徒弟碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_891_xtd@.png,集齐%d个碎片可以合成#C0xE77421#熊徒弟#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4621,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24623,武道熊师·连击流碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_892_wdxsljl@.png,集齐%d个碎片可以合成#C0xE77421#武道熊师·连击流#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4623,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24631,萨戮德碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_893_sld@.png,集齐%d个碎片可以合成#C0xE77421#萨戮德#C0x55504D#,,,,,,,,6,,0,521,{coin5=30},4631,80,,,,,,,,,,,,,,,,,,,{drawcard=hong_effect_loop},,,,
24641,雷吉艾勒奇碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_894_ljalq@.png,集齐%d个碎片可以合成#C0xE77421#雷吉艾勒奇#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4641,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24651,雷吉铎拉戈碎片,<cn;en;tw;kr;en_us>,,,,,config/portrait/jinglingtouxiang/img_895_ljdlg@.png,集齐%d个碎片可以合成#C0xE77421#雷吉铎拉戈#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4651,50,,,,,,23003,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24661,雪暴马碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_896_xbm@.png,集齐%d个碎片可以合成#C0xE77421#雪暴马#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4661,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
24671,灵幽马碎片,<cn;kr;tw;en;en_us;en_eu>,,,,,config/portrait/jinglingtouxiang/img_897_lym@.png,集齐%d个碎片可以合成#C0xE77421#灵幽马#C0x55504D#,,,,,,,,5,,,502,{coin5=10},4671,50,,,,,,,,,,,,,,,,,,,{drawcard=huang_effect_loop},,,,
