1529,道馆5_难度1,80404,{11=1.1},5,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1530,道馆5_难度1,80404,{11=1.1},6,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1531,道馆5_难度1,80404,{11=1.1},7,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1532,道馆5_难度1,80404,{11=1.1},8,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1533,道馆5_难度1,80404,{11=1.1},9,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1534,道馆5_难度1,80404,{11=1.1},10,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1535,道馆5_难度1,80404,{11=1.1},11,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1536,道馆5_难度1,80404,{11=1.1},12,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1537,道馆5_难度1,80405,,1,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1538,道馆5_难度1,80405,,2,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1539,道馆5_难度1,80405,,3,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1540,道馆5_难度1,80405,,4,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1541,道馆5_难度1,80405,,5,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1542,道馆5_难度1,80405,,6,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1543,道馆5_难度1,80405,,7,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1544,道馆5_难度1,80405,,8,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1545,道馆5_难度1,80405,,9,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1546,道馆5_难度1,80405,,10,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1547,道馆5_难度1,80405,,11,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1548,道馆5_难度1,80405,,12,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1549,道馆5_难度1,80406,,1,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1550,道馆5_难度1,80406,,2,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1551,道馆5_难度1,80406,,3,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1552,道馆5_难度1,80406,,4,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1553,道馆5_难度1,80406,,5,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1554,道馆5_难度1,80406,,6,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1555,道馆5_难度1,80406,,7,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1556,道馆5_难度1,80406,,8,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1557,道馆5_难度1,80406,,9,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1558,道馆5_难度1,80406,,10,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1559,道馆5_难度1,80406,,11,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1560,道馆5_难度1,80406,,12,<2.24;1.91>,<0.89;0.99>,<0.89;0.99>,<1.18;1.01>,<1.18;1.01>,<0.91;0.91>,,,,,,
1561,道馆5_难度2,80411,,1,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1562,道馆5_难度2,80411,,2,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1563,道馆5_难度2,80411,,3,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1564,道馆5_难度2,80411,,4,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1565,道馆5_难度2,80411,,5,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1566,道馆5_难度2,80411,,6,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1567,道馆5_难度2,80411,,7,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1568,道馆5_难度2,80411,,8,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1569,道馆5_难度2,80411,,9,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1570,道馆5_难度2,80411,,10,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1571,道馆5_难度2,80411,,11,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1572,道馆5_难度2,80411,,12,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1573,道馆5_难度2,80412,{11=1.1},1,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1574,道馆5_难度2,80412,{11=1.1},2,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1575,道馆5_难度2,80412,{11=1.1},3,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1576,道馆5_难度2,80412,{11=1.1},4,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1577,道馆5_难度2,80412,{11=1.1},5,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1578,道馆5_难度2,80412,{11=1.1},6,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1579,道馆5_难度2,80412,{11=1.1},7,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1580,道馆5_难度2,80412,{11=1.1},8,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1581,道馆5_难度2,80412,{11=1.1},9,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1582,道馆5_难度2,80412,{11=1.1},10,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1583,道馆5_难度2,80412,{11=1.1},11,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1584,道馆5_难度2,80412,{11=1.1},12,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1585,道馆5_难度2,80413,{11=1.1},1,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1586,道馆5_难度2,80413,{11=1.1},2,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1587,道馆5_难度2,80413,{11=1.1},3,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1588,道馆5_难度2,80413,{11=1.1},4,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1589,道馆5_难度2,80413,{11=1.1},5,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1590,道馆5_难度2,80413,{11=1.1},6,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1591,道馆5_难度2,80413,{11=1.1},7,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1592,道馆5_难度2,80413,{11=1.1},8,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1593,道馆5_难度2,80413,{11=1.1},9,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1594,道馆5_难度2,80413,{11=1.1},10,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1595,道馆5_难度2,80413,{11=1.1},11,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1596,道馆5_难度2,80413,{11=1.1},12,<2.57;2.18>,<1.01;1.13>,<1.01;1.13>,<1.35;1.15>,<1.35;1.15>,<0.94;0.94>,,,,,,
1597,道馆5_难度2,80414,,1,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1598,道馆5_难度2,80414,,2,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1599,道馆5_难度2,80414,,3,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1600,道馆5_难度2,80414,,4,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1601,道馆5_难度2,80414,,5,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1602,道馆5_难度2,80414,,6,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1603,道馆5_难度2,80414,,7,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1604,道馆5_难度2,80414,,8,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1605,道馆5_难度2,80414,,9,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1606,道馆5_难度2,80414,,10,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1607,道馆5_难度2,80414,,11,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1608,道馆5_难度2,80414,,12,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1609,道馆5_难度2,80415,,1,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1610,道馆5_难度2,80415,,2,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1611,道馆5_难度2,80415,,3,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1612,道馆5_难度2,80415,,4,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1613,道馆5_难度2,80415,,5,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1614,道馆5_难度2,80415,,6,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1615,道馆5_难度2,80415,,7,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1616,道馆5_难度2,80415,,8,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1617,道馆5_难度2,80415,,9,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1618,道馆5_难度2,80415,,10,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1619,道馆5_难度2,80415,,11,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1620,道馆5_难度2,80415,,12,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1621,道馆5_难度2,80416,,1,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1622,道馆5_难度2,80416,,2,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1623,道馆5_难度2,80416,,3,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1624,道馆5_难度2,80416,,4,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1625,道馆5_难度2,80416,,5,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1626,道馆5_难度2,80416,,6,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1627,道馆5_难度2,80416,,7,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1628,道馆5_难度2,80416,,8,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1629,道馆5_难度2,80416,,9,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1630,道馆5_难度2,80416,,10,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1631,道馆5_难度2,80416,,11,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1632,道馆5_难度2,80416,,12,<2.7;2.3>,<1.07;1.19>,<1.07;1.19>,<1.42;1.22>,<1.42;1.22>,<0.94;0.94>,,,,,,
1633,道馆5_难度3,80421,{11=1.3},1,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1634,道馆5_难度3,80421,{11=1.3},2,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1635,道馆5_难度3,80421,{11=1.3},3,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1636,道馆5_难度3,80421,{11=1.3},4,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1637,道馆5_难度3,80421,{11=1.3},5,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1638,道馆5_难度3,80421,{11=1.3},6,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1639,道馆5_难度3,80421,{11=1.3},7,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1640,道馆5_难度3,80421,{11=1.3},8,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1641,道馆5_难度3,80421,{11=1.3},9,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1642,道馆5_难度3,80421,{11=1.3},10,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1643,道馆5_难度3,80421,{11=1.3},11,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1644,道馆5_难度3,80421,{11=1.3},12,<4.36;3.7>,<1.72;1.92>,<1.72;1.92>,<2.29;1.96>,<2.29;1.96>,<1.02;1.02>,,,,,,
1645,道馆5_难度3,80422,{11=0.47},1,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1646,道馆5_难度3,80422,{11=0.47},2,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1647,道馆5_难度3,80422,{11=0.47},3,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1648,道馆5_难度3,80422,{11=0.47},4,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1649,道馆5_难度3,80422,{11=0.47},5,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1650,道馆5_难度3,80422,{11=0.47},6,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1651,道馆5_难度3,80422,{11=0.47},7,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1652,道馆5_难度3,80422,{11=0.47},8,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1653,道馆5_难度3,80422,{11=0.47},9,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1654,道馆5_难度3,80422,{11=0.47},10,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1655,道馆5_难度3,80422,{11=0.47},11,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1656,道馆5_难度3,80422,{11=0.47},12,<13.55;11.52>,<5.35;5.96>,<5.35;5.96>,<7.12;6.1>,<7.12;6.1>,<1.48;1.48>,,,,,,
1657,道馆5_难度3,80423,,1,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1658,道馆5_难度3,80423,,2,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1659,道馆5_难度3,80423,,3,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1660,道馆5_难度3,80423,,4,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1661,道馆5_难度3,80423,,5,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1662,道馆5_难度3,80423,,6,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1663,道馆5_难度3,80423,,7,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1664,道馆5_难度3,80423,,8,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1665,道馆5_难度3,80423,,9,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1666,道馆5_难度3,80423,,10,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1667,道馆5_难度3,80423,,11,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1668,道馆5_难度3,80423,,12,<6.66;5.66>,<2.63;2.93>,<2.63;2.93>,<3.5;3>,<3.5;3>,<1.19;1.19>,,,,,,
1669,道馆5_难度3,80424,,1,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1670,道馆5_难度3,80424,,2,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1671,道馆5_难度3,80424,,3,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1672,道馆5_难度3,80424,,4,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1673,道馆5_难度3,80424,,5,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1674,道馆5_难度3,80424,,6,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1675,道馆5_难度3,80424,,7,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1676,道馆5_难度3,80424,,8,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1677,道馆5_难度3,80424,,9,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1678,道馆5_难度3,80424,,10,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1679,道馆5_难度3,80424,,11,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1680,道馆5_难度3,80424,,12,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1681,道馆5_难度3,80425,,1,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1682,道馆5_难度3,80425,,2,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1683,道馆5_难度3,80425,,3,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1684,道馆5_难度3,80425,,4,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1685,道馆5_难度3,80425,,5,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1686,道馆5_难度3,80425,,6,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1687,道馆5_难度3,80425,,7,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1688,道馆5_难度3,80425,,8,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1689,道馆5_难度3,80425,,9,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1690,道馆5_难度3,80425,,10,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
1691,道馆5_难度3,80425,,11,<3.23;2.74>,<1.27;1.42>,<1.27;1.42>,<1.69;1.45>,<1.69;1.45>,<0.96;0.96>,,,,,,
