变量名,变量名,name,_desc,_mark1,_mark2,easyEffectFunc,_effect,_easy,skillTimePos,group,groupPower,ignoreControlVal,immuneBuff,dispelBuff,dispelType,overlayType,overlayLimit,skin,isShow,iconResPath,isIconFrame,effectResPath,effectAniName,effectAniChoose,effectResDelay,effectPos,effectAssignLayer,effectOffsetPos,effectShowOnAttack,onceEffectResPath,onceEffectAniName,onceEffectDelay,onceEffectPos,onceEffectAssignLayer,onceEffectOffsetPos,onceEffectWait,linkEffect,effectOnEnd,holderActionType,textResPath,deepCorrect,triggerPriority,specialVal,specialTarget,ignoreHolder,ignoreCaster,triggerBehaviors,limitTimes,lifeRoundType,lifeTimeEnd,buffshader,waveInherit,craftTriggerLimit,gateLimit,noDelWhenFakeDeath,showExplorer,explorerID,showHeldItem,heldItemID,buffActionEffect,stageArgs,buffFlag,iconShowType,roundInherit,spineEffect,skinEffect,extraOverlayLimit,pointEffect,effectViewArgs,delRefreshMode,rayEffect,__version
3633323,,,,,,summon,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0>,<2>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;value=<0>;holder={input=selfForceEx(list(4004));process=random(1)};caster={input=selfForceEx(list(4004));process=random(1)};prob=1;cfgId=3633328}>;<{value=1;caster=2;holder={input=selfForceEx(list(4004));process=random(1)};cfgId=3633327;prob=1;lifeRound=999}>;<{lifeRound=999;value=<list(list(),list(9998))>;holder={input=selfForceEx(list(4004));process=random(1)};caster=2;prob=1;cfgId=3633326}>;<{value=1;caster=2;holder={input=selfForceEx(list(4004));process=random(1)};cfgId=3633631;prob=1;lifeRound=999}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3633324,,,,,,damageAllocate,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<2014;2019>,<1;10>,,,,,,,,,
3633325,,,,,,replaceTarget,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0;1>,,1,<1>,,,,,,,,,,,,,,,,<2020>,,,,,,,,,,
3633326,,,,,,replaceBuffHolder,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,
3633327,,,,,,stun,,,2,80013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633328,,,,,,aura,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;cfgId=3633324;value=<1;2;17;10000>;caster={input=selfForceEx(list(4004));process=random(1)};holder=20;bond=1;prob=1}>;<{lifeRound=999;cfgId=3633325;value=<2;1;1;1;1;99;10000>;caster={input=selfForceEx(list(4004));process=random(1)};holder=20;bond=1;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
3633341,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,"{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=2;value=<list(1,0,0);1;1;list(36337)>;holder=2;caster=2;prob=(self:hasBuff(3634111) or self:hasBuff(3639111))  and 0 or 1;cfgId=3633342}>;<{lifeRound=2;value=<list(1,0,0);1;1;list(36347)>;holder=2;caster=2;prob=self:hasBuff(3634111) and 1 or 0;cfgId=3633342}>;<{lifeRound=2;value=<list(1,0,0);1;1;list(36397)>;holder=2;caster=2;prob=self:hasBuff(3639111) and 1 or 0;cfgId=3633342}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3633342,,,,,,assistAttack,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633343,,,,,,qusan1,,,2,60001,,,,,<3;0;1>,1,1,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,1,<1>,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff>;funcArgs=<<{value=1;holder=1;caster=2;cfgId=3300001;lifeRound=1}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3633344,,,,,,,,,2,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3633351,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1500;cfgId=3633352;caster=1;bond=1;holder=13;lifeRound=5;prob=1}>>}},,2,,,,,,1,,,,,,,<2029>,,,,,,,,,,
3633352,,,,,,damageDeepen,,,2,,,,,,,1,1,,,battle/buff_icon/logo_shjm_down.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_ys.png,,,,,,,,,,,,,,,,,,,,,,<2030>,,,,,,,,,,
3633361,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_gjxt.png,,,,,,,"{1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;cfgId=3633642;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>>};2={triggerPoint=27;onSomeFlag=<(trigger.resumeHpFrom~=103)>;effectFuncs=<castBuff>;funcArgs=<<{value=fromSkillLevel*3000;caster=2;holder={input=enemyForce();process=buffDifferExclude('group',{c.notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferOptional('id',{762680})|random(1)};cfgId=3633644;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>};3={triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{value=fromSkillLevel*3000;caster=2;holder={input=enemyForce();process=buffDifferExclude('group',{c.notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferOptional('id',{762680})|random(1)};cfgId=3633644;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,{action={run_loop=jian_run_loop;hit=jian_hit;attack=jian_attack;skill1=jian_skill1;standby=jian_standby_loop;win_loop=jian_win_loop;skill2=skill2};unitRes=<koudai_dianxi_mega/hero_dianxi_mega.skel;koudai_dianxi_megapf/hero_dianxi_megapf.skel>},,,,,,,
3633362,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
3633363,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633370,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=42;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder={input=selfForceEx(list(4003));process=random(1)};cfgId=3633371;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3633371,,,,,,,,,,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=13;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=1;value=<list(3633211),1>;holder=2;caster=2;prob=target2:hasBuff(3633211) and 1 or 0;cfgId=3633372}>;<{value=1;caster=2;holder=2;cfgId=3633211;prob=target2:hasBuff(3633211) and 0 or 1;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3633372,,,,,,changeBuffLifeRound,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
3633611,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3633612,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3633620,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3633621;prob=1;lifeRound=999}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3633621,,,,,,buffRecord,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<-1;(self:Bdamage()+self:specialDamage())*(1+self:skillLv(36336,36346,36396)*0.003-0.003)*(1+countObjByBuffExGroup(self:force(),list(3633611,3633612),list(),list(c.undeath_oc()))*0.4)>",,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3633622,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<self:hasBuff(3634111) and 3638 or (self:hasBuff(3639111) and 3640 or 3635);99;0;0;1;{defence=1;specialDefence=1;rebound=0;hpMax=-1;damageDodge=1};2;{dealGroup=11;y=120;x=(self:hasBuff(3634111) and 600 or 650);posType=2;followMark=4002};1;0>;holder=1;caster=2;prob=1;cfgId=3633623}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3633623,,,,,,summon,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0>,<2>,,,"{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=999;value=<0>;holder={input=selfForceEx(list(4002));process=random(1)};caster={input=selfForceEx(list(4002));process=random(1)};prob=1;cfgId=3633627}>;<{value=1;caster=2;holder={input=selfForceEx(list(4002));process=random(1)};cfgId=3633327;prob=1;lifeRound=999}>;<{lifeRound=999;value=<list(list(),list(9998))>;holder={input=selfForceEx(list(4002));process=random(1)};caster=2;prob=1;cfgId=3633626}>;<{value=1;caster=2;holder={input=selfForceEx(list(4002));process=random(1)};cfgId=3633631;prob=1;lifeRound=999}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3633624,,,,,,damageAllocate,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,<2014;2019>,<1;10>,,,,,,,,,
3633625,,,,,,replaceTarget,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,<0;0;1>,,1,<1>,,,,,,,,,,,,,,,,<2020>,,,,,,,,,,
3633626,,,,,,replaceBuffHolder,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,,,,,,,,,,,,,,,,,,
3633627,,,,,,aura,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=28;effectFuncs=<castBuff;castBuff>;funcArgs=<<{lifeRound=999;cfgId=3633624;value=<1;2;17;10000>;caster={input=selfForceEx(list(4002));process=random(1)};holder=20;bond=1;prob=1}>;<{lifeRound=999;cfgId=3633625;value=<2;1;1;1;1;99;10000>;caster={input=selfForceEx(list(4002));process=random(1)};holder=20;bond=1;prob=1}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
3633631,,,,,,,,,2,81013,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=13;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=self:damage()*0.3+self:specialDamage()*0.3;caster=2;holder=11;cfgId=3633231;prob=1;lifeRound=999}>;<{value=skillLv(36336,36346,36396)*3000-3000;caster=2;holder=13;cfgId=3633632;prob=1;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=3633641;prob=1;lifeRound=999}>;<{value=1;caster=2;holder={input=enemyForce|nodead;process=buffDifferExclude('group',{c.fly_notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferExclude('group',{602})|random(1)};cfgId=3633311;prob=(self:flagZ4() and less(self:getBuffOverlayCount(3633633),2) ) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=3633633;prob=self:flagZ4() and 1 or 0;lifeRound=999}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,,
3633632,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,,,,,,,,,,,,,,,,<4021;4035>,,,,,,,,,{time=100;deep=13;aniName=buff_guangshu_dun_loop;offsetPos={y=0;x=0};startDelayTime=0;endDelayTime=300;effectRes=koudai_dianxi_mega/guangshu.skel;scaleX=1},
3633633,,,,,,,,,2,,,,,,,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,
3633641,,,,,,,,,2,,,,<3633361>,<3633361>,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_gjxt.png,,,,,,<1>,"{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=1;cfgId=3633642;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>;<{value=1;cfgId=3633642;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>;<{value=1;cfgId=3633642;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>;<{value=1;cfgId=3633642;caster=2;bond=2;holder=2;lifeRound=999;prob=1}>>};2={triggerPoint=27;onSomeFlag=<(trigger.resumeHpFrom~=103)>;effectFuncs=<castBuff>;funcArgs=<<{value=skillLv(36336,36346,36396)*3000-3000;caster=2;holder={input=enemyForce();process=buffDifferExclude('group',{c.notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferOptional('id',{762680})|random(1)};cfgId=3633644;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>};3={triggerPoint=10;effectFuncs=<castBuff>;funcArgs=<<{value=skillLv(36336,36346,36396)*3000-3000;caster=2;holder={input=enemyForce();process=buffDifferExclude('group',{c.notbuff_oc()})|ignoreBuffGroup(list(c.yinshenplus_oc()))|buffDifferOptional('id',{762680})|random(1)};cfgId=3633644;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,,{action={run_loop=jian_run_loop;hit=jian_hit;attack=jian_attack;skill1=jian_skill1;standby=jian_standby_loop;win_loop=jian_win_loop;skill2=skill2};unitRes=<koudai_dianxi_mega/hero_dianxi_mega.skel;koudai_dianxi_megapf/hero_dianxi_megapf.skel>},,,,,,,
3633642,,,,,,,,,2,,,,,,,2,4,,,battle/buff_icon/logo_gj.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<0;30>,,,,,,,,,
3633643,,,,,,,,,2,,,,,<3633642>,<1;1;1>,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3633644,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3633643;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,<4021;4022>,,,,,,,,,{time=100;deep=13;aniName=buff_guangshu_skill_loop;offsetPos={y=0;x=0};startDelayTime=0;endDelayTime=300;effectRes=koudai_dianxi_mega/guangshu.skel;scaleX=1},
3633645,,,,,,buffDamage,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,"{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{value=1;caster=2;holder=2;cfgId=3633643;prob=(moreE(self:getBuffOverlayCount(3633642),1)) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,<4021;4022>,,,,,,,,,{time=100;deep=13;aniName=buff_guangshu_skill_loop;offsetPos={y=0;x=0};startDelayTime=0;endDelayTime=300;effectRes=koudai_dianxi_mega/guangshu.skel;scaleX=1},
3633651,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<1>,"{1={triggerPoint=27;onSomeFlag=<more(getValueTab(trigger.resumeHp,overFlowValIdx),0)>;effectFuncs=<castBuff>;funcArgs=<<{value=min(getValueTab(trigger.resumeHp,overFlowValIdx)*0.5,self:Bdamage()*0.5+self:BspecialDamage()*0.5);holder={input=selfForceEx(list(4002,4003));process=random(2)};caster=2;cfgId=3633652;lifeRound=1}>>}}",,,,,,,,1,,,,,,,,,,,,,,,,,
3633652,,,,,,addHP,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hf.png,,,<{ignoreBeHealAddRate=TRUE;ignoreLockResume=TRUE;ignoreToDamage=TRUE;ignoreHealAddRate=TRUE}>,,,<1>,,,,,,,,,,,,,,,,,<1;10>,,,,,,,,,
3633660,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{1={triggerPoint=3;onSomeFlag=<not self:hasBuff(3633670)>;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=1;cfgId=3633661;caster=2;bond=1;holder=2;lifeRound=2;prob=1}>;<{value=1;caster=2;holder=2;cfgId=3633670;prob=1;lifeRound=4}>>}},,,,,,,,1,,,,,,,,,,,,,,,,,
3633661,,,,,,,,,,,,,,,,1,1,,,,,koudai_dianxi_mega/hero_dianxi_mega.skel,<buff_yanjingyan_loop>,,,3,2,{x=200;y=400},,koudai_dianxi_mega/hero_dianxi_mega.skel,buff_yanjingyan_chuxian,,5,2,{x=200;y=400},,,,,battle/txt/txt_yjy.png,20050,,,,,<1>,{1={triggerPoint=1;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{value=self:damage()*0.05;cfgId=3633662;caster=2;bond=1;holder=11;lifeRound=99;prob=(not target2:hasBuff(3633620)) and  (target2:natureIntersection(list(9))  or target2:natureIntersection(list(13)) or  target2:natureIntersection(list(18))) and 1 or 0}>;<{value=self:specialDamage()*0.05;cfgId=3633663;caster=2;bond=1;holder=11;lifeRound=99;prob=(not target2:hasBuff(3633620)) and  (target2:natureIntersection(list(9))  or target2:natureIntersection(list(13)) or  target2:natureIntersection(list(18))) and 1 or 0}>;<{value=self:defence()*0.2;cfgId=3633664;caster=2;bond=1;holder=11;lifeRound=99;prob=(not target2:hasBuff(3633620)) and  (target2:natureIntersection(list(9))  or target2:natureIntersection(list(13)) or  target2:natureIntersection(list(18))) and 1 or 0}>;<{value=self:specialDefence()*0.2;cfgId=3633665;caster=2;bond=1;holder=11;lifeRound=99;prob=(not target2:hasBuff(3633620)) and  (target2:natureIntersection(list(9))  or target2:natureIntersection(list(13)) or  target2:natureIntersection(list(18))) and 1 or 0}>;<{value=1;cfgId=3633666;caster=2;bond=1;holder=11;lifeRound=99;prob=(target2:natureIntersection(list(9))  or target2:natureIntersection(list(13)) or  target2:natureIntersection(list(18))) and 1 or 0}>>}},,6,,,,,,1,,,,,,,,,,,{3634=3633661;3639=3639661},,,,,,
3633662,,,,,,damage,,,,,,,,,,1,1,,,battle/buff_icon/logo_wg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wgtg.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,,
3633663,,,,,,specialDamage,,,,,,,,,,1,1,,,battle/buff_icon/logo_tg_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tgtg.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,,
3633664,,,,,,defence,,,,,,,,,,1,1,,,battle/buff_icon/logo_wf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_wftg.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,,
3633665,,,,,,specialDefence,,,,,,,,,,1,1,,,battle/buff_icon/logo_tf_up.png,,,,,,,,,,,,,,,,,,,,battle/txt/txt_tftg.png,,,,,,,,,,,,,,,1,,,,,,,,<1;10>,,,,,,,,,
3633666,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{0={triggerPoint=1};1={triggerPoint=8;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=skillLv(36336,36346,36396)*2500-2500;caster=2;holder=8;cfgId=3633667;prob=((target2:force()~=self:force())  and less(self:getBuffOverlayCount(3633669),5)) and 1 or 0;lifeRound=1}>;<{value=target2:hpMax()*0.05;caster=2;holder=1;cfgId=3633668;prob=(less(self:getBuffOverlayCount(3633669),5)) and 1 or 0;lifeRound=1}>;<{value=1;caster=2;holder=2;cfgId=3633669;prob=(less(self:getBuffOverlayCount(3633669),5)) and 1 or 0;lifeRound=1}>>}}",,,,,,,,,,,,,,,,,,,,,,,,,
3633667,,,,,,buffDamage,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<{processId=2001;damageType=2}>,,,<1>,,,,,,,,,,,,,,,,<4021>,,,,,,,,,,
3633668,,,,,,addHP,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hf.png,,,,,,,,,,,,,,,,,,,,,,<2031>,<1;10>,,,,,,,,,
3633669,,,,,,,,,2,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,
3633670,,,,,,,,,2,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,1,,,,,,,,,,,,,,,,,
3633681,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerPoint=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<0;1;0;15>;holder=2;caster=2;prob=1;cfgId=3633682}>>}},,,,,,,,,,,,,,,,,,,,,,,,,
3633682,,,,,,reborn,,,2,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=12};1={triggerPoint=26;effectFuncs=<castBuff;castBuff;castBuff>;funcArgs=<<{value=0;holder=2;caster=2;cfgId=3633683;lifeRound=1}>;<{value=0;holder=2;caster=2;cfgId=3633701;lifeRound=1}>;<{value=0;holder=2;caster=2;cfgId=3633702;lifeRound=1}>>}},,,,,,,,1,,,,,,,<2044>,<1;10>,{gameEnd=0;wave=0},,,,,,,,
3633683,,,,,,buff10,,,,80012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{1={triggerPoint=1;triggerTimes=<1;1>;effectFuncs=<castBuff;castBuff;castBuff;castBuff;castBuff;castBuff>;funcArgs=<<{lifeRound=99;cfgId=3633684;value=<99;1>;holder=2;caster=2;bond=1}>;<{value=0;cfgId=3633685;caster=2;holder=2;bond=1;lifeRound=99}>;<{lifeRound=99;cfgId=3633686;value=<0;0;0;1;1;0>;holder=2;caster=2;bond=1}>;<{value=0;cfgId=3633687;caster=2;holder=2;bond=1;lifeRound=99}>;<{lifeRound=99;cfgId=3633688;value=<99;1;1>;holder=2;caster=2;bond=1}>;<{value=0;cfgId=3633689;caster=2;holder=2;bond=1;lifeRound=99}>>};2={triggerPoint=19;effectFuncs=<castBuff;castBuff>;funcArgs=<<{value=self:hpMax()*0.5;holder=2;caster=2;cfgId=3633690;lifeRound=1}>;<{value=500;holder=2;caster=2;cfgId=3633691;lifeRound=1}>>}},,,0,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633684,,,,,,keepHpUnChanged,,,,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1}},,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633685,,,,,,lockMp1Add,,,,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,{0={triggerPoint=1}},,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633686,,,,,,depart,,,,4207,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633687,,,,,,stun,,,,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,<1>,,,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633688,,,,,,lockHp,,,,81012,,,,,,1,1,,,,,,,,,,,,,koudai_ailanpenhuolongx_mega/hero_ailanpenhuolongx_mega.skel,buff_fuhuo,,,,,,,,,,,,,,1,<1>,,,4,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,,,,,,,
3633689,,,,,,stun,,,,81012,,,,,,1,1,,,,,koudai_dianxi_mega/hero_dianxi_mega.skel,<die_loop>,,,,,,,,,,,,,,,,{args={lifebar={isShow=FALSE};sprite={isShow=FALSE}};typ=hide},,,,,,1,<1>,,,,,,,,,1,,,,,,,<9999>,,{gameEnd=0;wave=0},,{3634=3633689;3639=3639689},,,,,,
3633690,,,,,,addHP,,,,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_hf.png,,,<{ignoreBeHealAddRate=TRUE;ignoreLockResume=TRUE;ignoreToDamage=TRUE;ignoreHealAddRate=TRUE}>,,,<1>,,,,,,,,,,,,,,,,<9999>,<1;10>,,,,,,,,,
3633691,,,,,,addMp1,,,2,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,battle/txt/txt_nqtg.png,,,<{ignoreMp1Recover=TRUE;ignoreLockMp1Add=TRUE}>,,,<1>,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3633692,,,,,,kill,,,2,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,<TRUE;TRUE>,,,,,,,,,,,,,,,,,,,<9999>,,,,,,,,,,
3633701,,,,,,buffRecord,,,2,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"<-2;(self:Bdamage()+self:specialDamage())*(1+self:skillLv(36336,36346,36396)*0.003-0.003)*(1+countObjByBuffExGroup(self:force(),list(3633611,3633612),list(),list(c.undeath_oc()))*0.4)*(self:flagZ4() and 5 or 3)>",,,,,,,,,,,,1,,,,,,,<9999>,,,,,,,,,,
3633702,,,,,,,,,2,81012,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,{0={triggerPoint=1};1={triggerTimes=<1;1>;triggerPoint=32;delSelfWhenTriggered=1;effectFuncs=<castBuff>;funcArgs=<<{lifeRound=999;value=<self:hasBuff(3634111) and 3638 or (self:hasBuff(3639111) and 3640 or 3635);99;0;0;1;{defence=1;specialDefence=1;rebound=0;hpMax=-2;damageDodge=1};2;{dealGroup=11;y=120;x=(self:hasBuff(3634111) and 600 or 650);posType=2;followMark=4003};1;0>;holder=1;caster=2;prob=1;cfgId=3633703}>>}},,,,,,,,,,,,,,,<9999>,,,,,,,,,,
