变量名,_name,targetType,skillTarget,input,process,targetFormula,specialChoose,targetLimit,fixPos,buffList,buffLifeRound,buffProb,buffLevel,buffValue1,effectEventID,extraArgs,__version
329133,,,,enemyForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,<3291225>,<1>,<1>,,<1>,,,
329161,,1,14,,,,,,,<3291228>,<999>,<1>,,<1>,,,
329211,,,,,,,,,,,,,,,329211,,
329212,,1,14,,,,,,,<3291230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
329221,,,,,,,,,,,,,,,329221,,
329222,,,,selfForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,,,,,,,,
329223,,,,,,,,,,<3291224>,<1>,<1>,,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),6,(self:flagZ2() and 1 or 0)+(moreEqualThan(self:star(),8) and self:flagZ4() and 2 or 1))>",,,
329231,,,11,,,,,,,,,,,,329231,,
329232,,,11,,,,,,,,,,,,329232,,
329233,,,,selfForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,,,,,,,,
329234,,,,enemyForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,<3291225>,<1>,<1>,,<1>,,,
329261,,1,14,,,,,,,<3291228>,<999>,<1>,,<1>,,,
329311,,,,,,,,,,,,,,,329311,,
329312,,1,14,,,,,,,<3291230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
329321,,,,,,,,,,,,,,,329321,,
329322,,,,selfForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,,,,,,,,
329323,,,,,,,,,,<3291224>,<1>,<1>,,"<list(list(1001,1002,1003,1004,1005,1011,1012,1013,1014,1015,1021,1022,1023,1024,1025,1201,1202,1203,1211,1212,1213,1221,1222,1223,1401,1411,1421,1431,1441,1451),6,(self:flagZ2() and 1 or 0)+(moreEqualThan(self:star(),8) and self:flagZ4() and 2 or 1))>",,,
329331,,,11,,,,,,,,,,,,329331,,
329332,,,11,,,,,,,,,,,,329332,,
329333,,,,selfForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,,,,,,,,
329334,,,,enemyForce|nodead,"attr(""specialDamage"",""max"",1)",,,,,<3291225>,<1>,<1>,,<1>,,,
329361,,1,14,,,,,,,<3291228>,<999>,<1>,,<1>,,,
330111,,,,,,,,,,,,,,,330111,,
330112,,,,,,,,,,<3301111>,<2>,<1>,,<-target:Bspeed()*0.03>,,,
330113,,1,14,,,,,,,<3301112>,<2>,<self:flagZ1() and 1 or 0>,,<self:Bspeed()*0.03>,,,
330121,,,,,,,,,,,,,,,330121,,
330122,,,,,,,,,,<3301121>,<2>,<1>,,<0>,,,
330123,,1,14,,,,,,,<3301125>,<1>,<1>,,<0>,,,
330124,,,,,,,,,,<3301131>,<2>,"<more(target:strike(),0) and 1 or 0>",,<0>,,,
330131,,,,,,,,,,,,,,,330131,,
330132,,,,,,,,,,,,,,,330132,,
330133,,1,14,,,,,,,<3301141>,<1>,<1>,,<0>,,,
330134,,,,,,,,,,<3301142;3301145>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,"<(more(self:speed(),target:speed()) and 0.8 or 0.4)*self:specialDamage();0>",,,
330135,,1,14,,,,,,,<3301146>,<1>,"<moreE(self:star(),11) and (self:hasBuff(3301146) and 0 or 1) or 0>",,<0>,,,
330136,,1,14,,,,,,,<3301151;3301152>,<999;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<0;0>,,,
330161,,1,14,,,,,,,<3301161;3301171>,<999;999>,"<1;moreE(self:star(),6) and 1 or 0>",,<0;0>,,,
330162,,,,selfForce|nodead,"attrDiffer(""natureType"", {3,16})",,,,,<3301181>,<1>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
330163,,1,14,,,,,,,<3301185;3301191>,<5;999>,"<moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<0;0>,,,
330211,,,,,,,,,,,,,,,330211,,
330212,,,,,,,,,,<3301111>,<2>,<1>,,<-target:Bspeed()*0.03>,,,
330213,,1,14,,,,,,,<3301112>,<2>,<self:flagZ1() and 1 or 0>,,<self:Bspeed()*0.03>,,,
330221,,,,,,,,,,,,,,,330221,,
330222,,,,,,,,,,<3301121>,<2>,<1>,,<0>,,,
330223,,1,14,,,,,,,<3301125>,<1>,<1>,,<0>,,,
330224,,,,,,,,,,<3301131>,<2>,"<more(target:strike(),0) and 1 or 0>",,<0>,,,
330231,,,,,,,,,,,,,,,330231,,
330232,,,,,,,,,,,,,,,330232,,
330233,,1,14,,,,,,,<3301141>,<1>,<1>,,<0>,,,
330234,,,,,,,,,,<3301142;3301145>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,"<(more(self:speed(),target:speed()) and 0.8 or 0.4)*self:specialDamage();0>",,,
330235,,1,14,,,,,,,<3301146>,<1>,"<moreE(self:star(),11) and (self:hasBuff(3301146) and 0 or 1) or 0>",,<0>,,,
330236,,1,14,,,,,,,<3301151;3301152>,<999;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<0;0>,,,
330261,,1,14,,,,,,,<3301161;3301171>,<999;999>,"<1;moreE(self:star(),6) and 1 or 0>",,<0;0>,,,
330262,,,,selfForce|nodead,"attrDiffer(""natureType"", {3,16})",,,,,<3301181>,<1>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
330263,,1,14,,,,,,,<3301185;3301191>,<5;999>,"<moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<0;0>,,,
330311,,,,,,,,,,,,,,,330311,,
330312,,,,,,,,,,<3301111>,<2>,<1>,,<-target:Bspeed()*0.03>,,,
330313,,1,14,,,,,,,<3301112>,<2>,<self:flagZ1() and 1 or 0>,,<self:Bspeed()*0.03>,,,
330321,,,,,,,,,,,,,,,330321,,
330322,,,,,,,,,,<3301121>,<2>,<1>,,<0>,,,
330323,,1,14,,,,,,,<3301125>,<1>,<1>,,<0>,,,
330324,,,,,,,,,,<3301131>,<2>,"<more(target:strike(),0) and 1 or 0>",,<0>,,,
330331,,,,,,,,,,,,,,,330331,,
330332,,,,,,,,,,,,,,,330332,,
330333,,1,14,,,,,,,<3301141>,<1>,<1>,,<0>,,,
330334,,,,,,,,,,<3301142;3301145>,<1;1>,"<1;moreE(self:star(),11) and 1 or 0>",,"<(more(self:speed(),target:speed()) and 0.8 or 0.4)*self:specialDamage();0>",,,
330335,,1,14,,,,,,,<3301146>,<1>,"<moreE(self:star(),11) and (self:hasBuff(3301146) and 0 or 1) or 0>",,<0>,,,
330336,,1,14,,,,,,,<3301151;3301152>,<999;1>,<self:flagZ3() and 1 or 0;self:flagZ3() and 1 or 0>,,<0;0>,,,
330361,,1,14,,,,,,,<3301161;3301171>,<999;999>,"<1;moreE(self:star(),6) and 1 or 0>",,<0;0>,,,
330362,,,,selfForce|nodead,"attrDiffer(""natureType"", {3,16})",,,,,<3301181>,<1>,"<moreE(self:star(),8) and 1 or 0>",,<0>,,,
330363,,1,14,,,,,,,<3301185;3301191>,<5;999>,"<moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<0;0>,,,
330411,,,,,,,,,,,,,,,330411,,
330412,,1,14,,,,,,,<3305111>,<2>,<self:hasBuff(3305224) and 0 or 1>,,<target:Bspeed()*0.06>,,,
330413,,,,,,,,,,<3305121>,<2>,<self:flagZ1() and (self:hasBuff(3305224) and 0 or 1) or 0>,,<<0.03;1;1>>,,,
330421,,,,,,,,,,,,,,,330421,,
330422,,,,,,,,,,<3305211>,<1>,<1>,,<<-1>>,,,
330423,,1,14,,,,,,,<3305221;3305010>,<1;1>,<1;self:flagZ2() and 1 or 0>,,<0;0>,,,
330431,,,,,,,,,,,,,,,330431,,
330432,,,,,,,,,,,,,,,330432,,
330433,,1,14,,,,,,,<3305311>,<1>,<1>,,<5000>,,,
330434,,1,14,,,,,,,<3305341;3305342;3305343;3305344;3305345>,<1;1;1;1;1>,"<moreE(self:getBuffOverlayCount(3305220),1) and 1 or 0;moreE(self:getBuffOverlayCount(3305220),2) and 1 or 0;moreE(self:getBuffOverlayCount(3305220),3) and 1 or 0;moreE(self:getBuffOverlayCount(3305220),4) and 1 or 0;moreE(self:getBuffOverlayCount(3305220),5) and 1 or 0>",,<0;0;0;0;0>,,,
330435,,1,14,,,,,,,<3305321>,<1>,"<moreE(self:star(),11) and 1 or 0>",,"<<list(0,1,0);1;1;list(33045);1>>",,,
330436,,1,14,,,,,,,,,,,,,,
330437,,,,,,,,,,,,,,,,,
330451,,,11,,,,,,,,,,,,330451,,
330452,,1,14,,,,,,,<3305027>,<10>,<self:flagZ3() and 1 or 0>,,<0>,,,
330453,,,11,,,,,,,<3305325>,<1>,<1>,,<0>,,,
330461,,1,14,,,,,,,<3305611;3305621>,<999;999>,<1;1>,,<0;0>,,,
330462,,1,14,,,,,,,,,,,,,,
330463,,,,,,,,,,,,,,,,,
330464,,1,14,,,,,,,<3305691>,<999>,<self:flagZ4() and 1 or 0>,,<<1;1;0>>,,,
334111,,,,,,,,,,,,,,,334111,,
334112,,1,14,,,,,,,<3341228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,,
334121,,,,,,,,,,,,,,,334121,,
334122,,,,,,,,,,<3341221>,<3>,<1>,,<(self:flagZ2() and -1500 or -1000)>,,,
334131,,,3,,,,,,,,,,,,334131,,
334132,,1,14,,,,,,,<3341222;3341227>,<self:flagZ3() and 2 or 1;self:flagZ3() and 2 or 1>,"<lessThan(getForceNum(self:force()),6) and 1 or 0;lessThan(getForceNum(self:force()),6) and (moreE(self:star(),11) and 1 or 0 ) or 0>",,<2000*( 6-getForceNum(self:force()) );2000*( 6-getForceNum(self:force()) )>,,,
334161,,1,11,,,,,,,<3341223>,<999>,<1>,,<0>,,,
334162,,,11,,,,,,,<3341223>,<999>,<1>,,<0>,,,
334163,,1,14,,,,,,,<3341226>,<999>,<0>,,<0>,,,
334211,,,,,,,,,,,,,,,334211,,
334212,,1,14,,,,,,,<3341228>,<2>,<self:flagZ1() and 1 or 0>,,<self:damage()*0.1>,,,
334221,,,,,,,,,,,,,,,334221,,
334222,,,,,,,,,,<3341221>,<3>,<1>,,<(self:flagZ2() and -1500 or -1000)>,,,
334231,,,3,,,,,,,,,,,,334231,,
334232,,,3,,,,,,,,,,,,334232,,
334233,,1,14,,,,,,,<3341222;3341227>,<self:flagZ3() and 2 or 1;self:flagZ3() and 2 or 1>,"<lessThan(getForceNum(self:force()),6) and 1 or 0;lessThan(getForceNum(self:force()),6) and (moreE(self:star(),11) and 1 or 0 ) or 0>",,<2000*( 6-getForceNum(self:force()) );2000*( 6-getForceNum(self:force()) )>,,,
334261,,1,11,,,,,,,<3341223>,<999>,<1>,,<0>,,,
334262,,,11,,,,,,,<3341223>,<999>,<1>,,<0>,,,
334263,,1,14,,,,,,,<3341226>,<999>,<0>,,<0>,,,
335111,,,,,,,,,,,,,,,335111,,
335112,,1,14,,,,,,,<3351111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
335121,,,,,,,,,,,,,,,335121,,
335122,,1,14,,,,,,,<3351121;3351131>,<1;1>,<(not self:flagZ2())  and 1  or 0;self:flagZ2() and 1  or 0>,,<1;1>,,,
335123,,,,,,,,,,,,,,,,,
335131,,,11,,,,,,,,,,,,335131,,
335132,,1,11,,,,,,,<3351311>,<1>,<target:natureIntersection(list(18)) and 1 or 0>,,<self:specialDamage()*1.5>,,,
335133,,1,14,,,,,,,<3351321;3351331;3351625>,<2;1;999>,"<1;moreE(self:star(),11) and 1 or 0;1>",,<1;1;1>,,,
335161,,1,14,,,,,,,<3351611;3351621;3351641;3351651>,<999;999;999;999>,"<1;moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1;1>,,,
335211,,,,,,,,,,,,,,,335211,,
335212,,1,14,,,,,,,<3351111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
335221,,,,,,,,,,,,,,,335221,,
335222,,1,14,,,,,,,<3351121;3351131>,<1;1>,<(not self:flagZ2())  and 1  or 0;self:flagZ2() and 1  or 0>,,<1;1>,,,
335223,,,,,,,,,,,,,,,,,
335231,,,11,,,,,,,,,,,,335231,,
335232,,1,11,,,,,,,<3351311>,<1>,<target:natureIntersection(list(18)) and 1 or 0>,,<self:specialDamage()*1.5>,,,
335233,,1,14,,,,,,,<3351321;3351331;3351625>,<2;1;999>,"<1;moreE(self:star(),11) and 1 or 0;1>",,<1;1;1>,,,
335261,,1,14,,,,,,,<3351611;3351621;3351641;3351651>,<999;999;999;999>,"<1;moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1;1>,,,
335311,,,,,,,,,,,,,,,335311,,
335312,,1,14,,,,,,,<3351111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
335321,,,,,,,,,,,,,,,335321,,
335322,,1,14,,,,,,,<3351121;3351131>,<1;1>,<(not self:flagZ2())  and 1  or 0;self:flagZ2() and 1  or 0>,,<1;1>,,,
335323,,,,,,,,,,,,,,,,,
335331,,,11,,,,,,,,,,,,335331,,
335332,,,11,,,,,,,,,,,,335332,,
335333,,1,11,,,,,,,<3351311>,<1>,<target:natureIntersection(list(18)) and 1 or 0>,,<self:specialDamage()*1.5>,,,
335334,,1,14,,,,,,,<3351321;3351331;3351625>,<2;1;999>,"<1;moreE(self:star(),11) and 1 or 0;1>",,<1;1;1>,,,
335361,,1,14,,,,,,,<3351611;3351621;3351641;3351651>,<999;999;999;999>,"<1;moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1;1>,,,
335411,,,,,,,,,,,,,,,335411,,
335412,,1,14,,,,,,,<3351111>,<2>,<1>,,<self:flagZ1() and 1000 or 500>,,,
335421,,,,,,,,,,,,,,,335421,,
335422,,1,14,,,,,,,<3351121;3351131>,<1;1>,<(not self:flagZ2())  and 1  or 0;self:flagZ2() and 1  or 0>,,<1;1>,,,
335423,,,,,,,,,,,,,,,,,
335431,,,11,,,,,,,,,,,,335431,,
335432,,,11,,,,,,,,,,,,335432,,
335433,,1,11,,,,,,,<3351311>,<1>,<target:natureIntersection(list(18)) and 1 or 0>,,<self:specialDamage()*1.5>,,,
335434,,1,14,,,,,,,<3351321;3351331;3351625>,<2;1;999>,"<1;moreE(self:star(),11) and 1 or 0;1>",,<1;1;1>,,,
335461,,1,14,,,,,,,<3351611;3351621;3351641;3351651>,<999;999;999;999>,"<1;moreE(self:star(),6) and 1 or 0;moreE(self:star(),8) and 1 or 0;self:flagZ4() and 1 or 0>",,<1;1;1;1>,,,
341111,,,,,,,,,,,,,,,341111,,
341112,,1,14,,,,,,,<3411104>,<999>,<to10(self:hasBuff(3412100))>,,<self:flagZ1() and 1500 or 1000>,,,
341113,,1,14,,,,,,,<3411206>,<999>,<to10(self:hasBuff(3412200))>,,<self:Bdamage()*(self:flagZ1() and 0.08 or 0.05)>,,,
341121,,,,,,,,,,,,,,,341121,,
341122,,1,2,,,,,,,<3411105;3411109>,<2;2>,<to10(self:hasBuff(3412100));self:flagZ2() and to10(self:hasBuff(3412100)) or 0>,,<3000;2000>,,,
341123,,1,3,,,,,,,<3411208;3411209;3411218>,<2;2;2>,<to10(self:hasBuff(3412200));to10(self:hasBuff(3412200));self:flagZ2() and to10(self:hasBuff(3412200)) or 0>,,<target:damage()*0.2;target:specialDamage()*0.2;2000>,,,
341131,,,,,,,,,,,,,,,341131,,
341132,,1,14,,,,,,,<3411300;3411301;3411302>,<1;1;1>,<to10(self:hasBuff(3412100));1;self:flagZ1() and 0 or 1>,,<0;99;0>,,,
341133,,,3,,,,,,,<3411106>,<2>,"<moreE(self:star(),11) and to10(self:hasBuff(3412100)) or 0>",,<-2000>,,,
341134,,1,14,,,,,,,<3411130>,<2>,<to10(self:hasBuff(3412100))>,,<<1;1;1>>,,,
341135,,1,11,,,,,,,<3411219;3411220>,<2;2>,<self:flagZ3() and to10(self:hasBuff(3412100)) or 0;self:flagZ3() and to10(self:hasBuff(3412100)) or 0>,,<self:Bdamage()*0.3;self:BspecialDamage()*0.3>,,,
341136,,1,14,,,,,,,<3411107;3412200>,<1;999>,<to10(self:hasBuff(3412100));to10(self:hasBuff(3412100))>,,<0;0>,,,
341137,,,,,,,,,,<3411210;3411214>,<1;1>,"<self:hasBuff(3411300) and 0 or 1;self:hasBuff(3411300) and 0 or (lessThan(target:Bdefence()+target:BspecialDefence(),self:Bdefence()+self:BspecialDefence()) and to10(moreE(self:star(),11)) or 0)>",,"<0;min(self:damage()*6,target:lostHp()*0.3)>",,,
341138,,1,11,,,,,,,<3411212;3411128;3411129>,<999;2;2>,<self:hasBuff(3411300) and 0 or (target:id()==self:id() and 0 or 1);self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0;self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0>,,<-target:damage()*0.08;self:Bdefence()*0.5;self:BspecialDefence()*0.5>,,,
341139,,1,14,,,,,,,<3412100>,<999>,<self:hasBuff(3411300) and 0 or 1>,,<0>,,,
341140,,1,14,,,,,,,<3411303;3411304>,<1;1>,"<1;more(self:lostHp(),0) and 1 or 0>",,<200;self:lostHp()*0.3>,,,
341161,,1,14,,,,,,,<3412100>,<999>,<1>,,<0>,,,
341162,,,,selfForce|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
341163,,,,enemyForce()|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
341171,,1,14,,,,,,,,,,,,,,
341172,,,,selfForce|nodead,"otherProcessExcept(341171)|attr(""hp"",""min"",1)",,,,,<3411121>,<999>,<1>,,<<2;0.8>>,,,
341173,,,,selfForce|nodead,otherProcessExcept(341172),,,,,<3411122>,<1>,<1>,,<0>,,,
341211,,,,,,,,,,,,,,,341211,,
341212,,1,14,,,,,,,<3411104>,<999>,<to10(self:hasBuff(3412100))>,,<self:flagZ1() and 1500 or 1000>,,,
341213,,1,14,,,,,,,<3411206>,<999>,<to10(self:hasBuff(3412200))>,,<self:Bdamage()*(self:flagZ1() and 0.08 or 0.05)>,,,
341221,,,,,,,,,,,,,,,341221,,
341222,,1,2,,,,,,,<3411105;3411109>,<2;2>,<to10(self:hasBuff(3412100));self:flagZ2() and to10(self:hasBuff(3412100)) or 0>,,<3000;2000>,,,
341223,,1,3,,,,,,,<3411208;3411209;3411218>,<2;2;2>,<to10(self:hasBuff(3412200));to10(self:hasBuff(3412200));self:flagZ2() and to10(self:hasBuff(3412200)) or 0>,,<target:damage()*0.2;target:specialDamage()*0.2;2000>,,,
341231,,,,,,,,,,,,,,,341231,,
341232,,1,14,,,,,,,<3411300;3411301;3411302>,<1;1;1>,<to10(self:hasBuff(3412100));1;self:flagZ1() and 0 or 1>,,<0;99;0>,,,
341233,,,3,,,,,,,<3411106>,<2>,"<moreE(self:star(),11) and to10(self:hasBuff(3412100)) or 0>",,<-2000>,,,
341234,,1,14,,,,,,,<3411130>,<2>,<to10(self:hasBuff(3412100))>,,<<1;1;1>>,,,
341235,,1,11,,,,,,,<3411219;3411220>,<2;2>,<self:flagZ3() and to10(self:hasBuff(3412100)) or 0;self:flagZ3() and to10(self:hasBuff(3412100)) or 0>,,<self:Bdamage()*0.3;self:BspecialDamage()*0.3>,,,
341236,,1,14,,,,,,,<3411107;3412200>,<1;999>,<to10(self:hasBuff(3412100));to10(self:hasBuff(3412100))>,,<0;0>,,,
341237,,,,,,,,,,<3411210;3411214>,<1;1>,"<self:hasBuff(3411300) and 0 or 1;self:hasBuff(3411300) and 0 or (lessThan(target:Bdefence()+target:BspecialDefence(),self:Bdefence()+self:BspecialDefence()) and to10(moreE(self:star(),11)) or 0)>",,"<0;min(self:damage()*6,target:lostHp()*0.3)>",,,
341238,,1,11,,,,,,,<3411212;3411128;3411129>,<999;2;2>,<self:hasBuff(3411300) and 0 or (target:id()==self:id() and 0 or 1);self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0;self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0>,,<-target:damage()*0.08;self:Bdefence()*0.5;self:BspecialDefence()*0.5>,,,
341239,,1,14,,,,,,,<3412100>,<999>,<self:hasBuff(3411300) and 0 or 1>,,<0>,,,
341240,,1,14,,,,,,,<3411303;3411304>,<1;1>,"<1;more(self:lostHp(),0) and 1 or 0>",,<200;self:lostHp()*0.3>,,,
341261,,1,14,,,,,,,<3412100>,<999>,<1>,,<0>,,,
341262,,,,selfForce|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
341263,,,,enemyForce()|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
341311,,,,,,,,,,,,,,,341311,,
341312,,1,14,,,,,,,<3411104>,<999>,<to10(self:hasBuff(3411100))>,,<self:flagZ1() and 1500 or 1000>,,,
341313,,1,14,,,,,,,<3411206>,<999>,<to10(self:hasBuff(3411200))>,,<self:Bdamage()*(self:flagZ1() and 0.08 or 0.05)>,,,
341321,,,,,,,,,,,,,,,341321,,
341322,,1,2,,,,,,,<3411105;3411109>,<2;2>,<to10(self:hasBuff(3411100));self:flagZ2() and to10(self:hasBuff(3411100)) or 0>,,<3000;2000>,,,
341323,,1,3,,,,,,,<3411208;3411209;3411218>,<2;2;2>,<to10(self:hasBuff(3411200));to10(self:hasBuff(3411200));self:flagZ2() and to10(self:hasBuff(3411200)) or 0>,,<target:damage()*0.2;target:specialDamage()*0.2;2000>,,,
341331,,,,,,,,,,,,,,,341331,,
341332,,,,,,,,,,,,,,,341332,,
341333,,1,14,,,,,,,<3411300;3411301;3411302>,<1;1;1>,<to10(self:hasBuff(3411100));1;self:flagZ1() and 0 or 1>,,<0;99;0>,,,
341334,,,3,,,,,,,<3411106>,<2>,"<moreE(self:star(),11) and to10(self:hasBuff(3411100)) or 0>",,<-2000>,,,
341335,,1,14,,,,,,,<3411130>,<2>,<to10(self:hasBuff(3411100))>,,<<1;1;1>>,,,
341336,,1,11,,,,,,,<3411219;3411220>,<2;2>,<self:flagZ3() and to10(self:hasBuff(3411100)) or 0;self:flagZ3() and to10(self:hasBuff(3411100)) or 0>,,<self:Bdamage()*0.3;self:BspecialDamage()*0.3>,,,
341337,,1,14,,,,,,,<3411107;3411200>,<1;999>,<to10(self:hasBuff(3411100));to10(self:hasBuff(3411100))>,,<0;0>,,,
341338,,,,,,,,,,<3411210;3411214>,<1;1>,"<self:hasBuff(3411300) and 0 or 1;self:hasBuff(3411300) and 0 or (lessThan(target:Bdefence()+target:BspecialDefence(),self:Bdefence()+self:BspecialDefence()) and to10(moreE(self:star(),11)) or 0)>",,"<0;min(self:damage()*6,target:lostHp()*0.3)>",,,
341339,,1,11,,,,,,,<3411212;3411128;3411129>,<999;2;2>,<self:hasBuff(3411300) and 0 or (target:id()==self:id() and 0 or 1);self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0;self:flagZ3() and (self:hasBuff(3411300) and 0 or 1) or 0>,,<-target:damage()*0.08;self:Bdefence()*0.5;self:BspecialDefence()*0.5>,,,
341340,,1,14,,,,,,,<3411100>,<999>,<self:hasBuff(3411300) and 0 or 1>,,<0>,,,
341341,,1,14,,,,,,,<3411303;3411304>,<1;1>,"<1;more(self:lostHp(),0) and 1 or 0>",,<200;self:lostHp()*0.3>,,,
341361,,1,14,,,,,,,<3411100>,<999>,<1>,,<0>,,,
341362,,,,selfForce|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
341363,,,,enemyForce()|nodead,,,,,,<3411120;3411124>,<999;999>,<target:hasBuff(3411120) and 0 or 1;target:hasBuff(3411120) and 1 or 0>,,<0;0>,,,
343111,,,,,,,,,,,,,,,343111,,
343112,,1,14,,,,,,,<3431230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
343121,,1,,,,,,,,,,,,,343121,,
343122,,1,14,,,,,,,<3431221>,<1>,<1>,,<self:hpMax()*(self:flagZ2() and 0.3 or 0.2)>,,,
343123,,1,14,,,,,,,<3431222;3431226>,<1;999>,<1;0>,,<<1;1>;0>,,,
343131,,,11,,,,,,,,,,,,343131,,
343132,,,11,,,,,,,<3431223;3431229>,<1;1>,"<self:flagZ3() and 0.4 or 0.25;moreEqualThan(self:star(),11) and 1 or 0>",,<0;-3000>,,,
343161,,1,14,,,,,,,<3431224;3431225;3431228>,<999;999;999>,"<1;1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:defence()*(20+skillLevel*0.1-0.1)*0.01;(10+skillLevel*0.1-0.1)*100;self:specialDefence()*(self:flagZ4() and 0.5 or 0.3)>,,,
343211,,,,,,,,,,,,,,,343211,,
343212,,1,14,,,,,,,<3431230>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
343221,,1,,,,,,,,,,,,,343221,,
343222,,1,14,,,,,,,<3431221>,<1>,<1>,,<self:hpMax()*(self:flagZ2() and 0.3 or 0.2)>,,,
343223,,1,14,,,,,,,<3431222;3431226>,<1;999>,<1;0>,,<<1;1>;0>,,,
343231,,,11,,,,,,,,,,,,343231,,
343232,,,11,,,,,,,,,,,,343232,,
343233,,,11,,,,,,,<3431223;3431229>,<1;1>,"<self:flagZ3() and 0.4 or 0.25;moreEqualThan(self:star(),11) and 1 or 0>",,<0;-3000>,,,
343261,,1,14,,,,,,,<3431224;3431225;3431228>,<999;999;999>,"<1;1;moreEqualThan(self:star(),8) and 1 or 0>",,<self:defence()*(20+skillLevel*0.1-0.1)*0.01;(10+skillLevel*0.1-0.1)*100;self:specialDefence()*(self:flagZ4() and 0.5 or 0.3)>,,,
347111,,,,,,,,,,,,,,,347111,,
347112,,1,14,,,,,,,<3471225>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
347121,,,,,,,,,,,,,,,347121,,
347122,,1,14,,,,,,,<3471231>,<1>,<1>,,<self:flagZ2() and 200 or 150>,,,
347131,,,4,,,,,,,,,,,,347131,,
347132,,1,14,,,,,,,<3471232>,<2>,"<getObjInAttackerArrayId(target:id(),0) == getForceNum(self:force()) and 1 or 0>",,<self:flagZ3() and 6500 or 5000>,,,
347161,,1,14,,,,,,,<3471233;3471235>,<999;999>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,<1;1>,,,
347211,,,,,,,,,,,,,,,347211,,
347212,,1,14,,,,,,,<3471225>,<2>,<self:flagZ1() and 1 or 0>,,<self:specialDamage()*0.1>,,,
347221,,,,,,,,,,,,,,,347221,,
347222,,1,14,,,,,,,<3471231>,<1>,<1>,,<self:flagZ2() and 200 or 150>,,,
347231,,,4,,,,,,,,,,,,347231,,
347232,,,4,,,,,,,,,,,,347232,,
347233,,1,14,,,,,,,<3471232>,<2>,"<getObjInAttackerArrayId(target:id(),0) == getForceNum(self:force()) and 1 or 0>",,<self:flagZ3() and 6500 or 5000>,,,
347261,,1,14,,,,,,,<3471233;3471235>,<999;999>,"<1;moreEqualThan(self:star(),11) and 1 or 0>",,<1;1>,,,
350111,,,,,,,,,,,,,,,350111,,
