变量名,level_start,level_end,monsterIDs1,monsterIDs2,monsterIDs3,weight,fightgo_val_start,fightgo_val_end,grade,eliteCards,advanceEnd,advanceStart,attrFix,cards1,cards2,cards3,levelEnd,levelStart,starEnd,starStart
默认值,,,,,,0,,,0,<193;343;163;353;133>,0,0,1,<>,<>,<>,0,0,0,0
ID,等级下限,等级上限,队伍1,队伍2,队伍3,随机权重,先手值上限,先手值下限,段位,精英卡牌,advanceEnd,advanceStart,attrFix,cards1,cards2,cards3,levelEnd,levelStart,starEnd,starStart
339,,,,,,10,,,13,<>,19,18,,<382;1841;1911;3472;771;1032>,<1853;2233;1071;1813;731;1921>,<2993;753;341;2993;3003;701>,76,74,12,11
340,,,,,,10,,,13,<>,19,18,,<2993;2242;1314;552;1612;1241>,<2993;2473;1853;731;593;493>,<603;2993;1503;463;1903;2302>,76,74,12,11
341,,,,,,10,,,13,<>,19,18,,<1853;1313;493;3012;1303;3143>,<2924;863;1802;1863;2633;701>,<472;803;1443;721;1241;1813>,76,74,12,11
342,,,,,,10,,,13,<>,19,18,,<3772;2993;3152;3342;1221;771>,<1393;1813;793;3543;1951;153>,<1911;53;15;273;1852;462>,76,74,12,11
343,,,,,,10,,,13,<>,19,18,,<1314;3003;2993;2963;721;2891>,<2723;803;3543;712;393;1931>,<884;153;2483;2993;753;2993>,76,74,12,11
344,,,,,,10,,,13,<>,19,18,,<3181;2843;462;402;2822;641>,<393;44;1863;1231;2993;2993>,<1082;884;394;3543;2993;701>,76,74,12,11
345,,,,,,10,,,13,<>,19,18,,<2483;1394;2873;1221;2073;2612>,<3663;2242;1423;712;463;1082>,<574;2993;462;2993;863;3143>,76,74,12,11
346,,,,,,10,,,13,<>,19,18,,<2924;1032;741;793;641;1393>,<2242;2993;482;2993;3353;2993>,<2993;884;3592;721;2993;2233>,76,74,12,11
347,,,,,,10,,,13,<>,19,18,,<1253;692;463;2612;273;333>,<2822;402;2272;574;2924;3143>,<2993;1393;2633;1172;1853;1313>,76,74,12,11
348,,,,,,10,,,13,<>,19,18,,<1032;2683;3772;3663;593;394>,<472;2303;1852;2963;462;803>,<3021;2401;2993;3843;2993;741>,76,74,12,11
349,,,,,,10,,,13,<>,19,18,,<3;7001;1921;603;263;572>,<3003;493;3592;2233;3251;2993>,<793;883;1903;264;2993;884>,76,74,12,11
350,,,,,,10,,,13,<>,19,18,,<2233;3472;341;603;163;712>,<13;3181;2993;1852;2683;1314>,<1951;2993;2073;863;133;3161>,76,74,12,11
351,,,,,,10,,,12,<>,19,18,,<692;303;15;2891;3293;93>,<1314;593;572;2993;2272;1393>,<2993;7001;552;2612;163;493>,78,76,12,11
352,,,,,,10,,,12,<>,19,18,,<2013;2633;1503;721;493;2033>,<2242;2993;273;1253;15;382>,<4132;741;333;803;1612;242>,78,76,12,11
353,,,,,,10,,,12,<>,19,18,,<3502;493;783;2303;2073;2242>,<15;701;793;1503;3143;2233>,<2612;2401;3592;1172;7001;341>,78,76,12,11
354,,,,,,10,,,12,<>,19,18,,<13;753;2401;2993;2233;1911>,<1314;3181;2993;2593;133;2993>,<3353;2272;153;2033;402;1221>,78,76,12,11
355,,,,,,10,,,12,<>,19,18,,<13;1393;2033;2013;3152;753>,<341;3143;2993;3843;1082;2873>,<2993;1951;1863;482;153;1293>,78,76,12,11
356,,,,,,10,,,12,<>,19,18,,<603;1802;3251;3353;552;242>,<2073;464;2993;1841;3543;783>,<2993;1612;692;2612;741;463>,78,76,12,11
357,,,,,,10,,,12,<>,19,18,,<3543;884;2963;2242;2924;2633>,<2993;2993;2612;2993;572;3303>,<2013;1802;2993;2993;803;2993>,78,76,12,11
358,,,,,,10,,,12,<>,19,18,,<2013;3181;574;482;3342;4132>,<1931;372;1313;1853;472;1941>,<572;1921;712;273;1443;3161>,78,76,12,11
359,,,,,,10,,,12,<>,19,18,,<3171;2302;7001;2473;3021;2873>,<2401;93;242;884;1941;2272>,<263;2233;2993;2993;1314;1071>,78,76,12,11
360,,,,,,10,,,12,<>,19,18,,<3012;163;153;883;552;1853>,<2593;333;2993;884;1303;2993>,<264;1172;482;2993;2993;3152>,78,76,12,11
361,,,,,,10,,,12,<>,19,18,,<1394;2483;493;3021;3181;701>,<2302;13;1802;1921;3543;1841>,<771;803;3353;3251;53;552>,78,76,12,11
362,,,,,,10,,,12,<>,19,18,,<2993;741;3432;14;3171;721>,<1313;3303;1394;3152;393;863>,<793;44;2993;712;1813;603>,78,76,12,11
363,,,,,,10,,,12,<>,19,18,,<263;2993;1863;2993;793;1082>,<472;1032;1951;2303;273;2993>,<44;341;3;153;2302;3181>,78,76,12,11
364,,,,,,10,,,12,<>,19,18,,<3181;1172;2683;1221;1903;884>,<3161;1931;2924;2723;3021;283>,<2401;3;394;3353;2993;24>,78,76,12,11
365,,,,,,10,,,12,<>,19,18,,<753;2723;2924;3772;1903;1172>,<222;14;133;462;283;1293>,<1941;1032;4132;641;1071;3303>,78,76,12,11
366,,,,,,10,,,12,<>,19,18,,<2963;133;23;1032;163;472>,<1813;222;2993;1221;2993;2993>,<2401;333;1853;394;3171;1172>,78,76,12,11
367,,,,,,10,,,12,<>,19,18,,<1314;3293;1253;2993;2302;2993>,<712;1241;1293;731;3161;2013>,<264;1931;692;3663;631;133>,78,76,12,11
368,,,,,,10,,,12,<>,19,18,,<1313;7001;1082;263;2013;753>,<3171;741;2993;1253;393;341>,<771;1802;1241;163;2993;2302>,78,76,12,11
369,,,,,,10,,,12,<>,19,18,,<2073;263;1802;463;1951;3003>,<93;13;3161;3152;462;3843>,<7001;3303;3353;574;2993;1303>,78,76,12,11
370,,,,,,10,,,12,<>,19,18,,<3181;2633;3003;883;2891;242>,<863;712;2242;574;1863;1931>,<731;3353;701;631;2033;4132>,78,76,12,11
371,,,,,,10,,,12,<>,19,18,,<3543;3413;15;3161;883;394>,<53;2272;464;1903;2473;692>,<1503;2683;2993;242;3251;2993>,78,76,12,11
372,,,,,,10,,,12,<>,19,18,,<3293;3663;2593;603;3303;2401>,<3543;2843;1951;3143;2923;3413>,<13;1893;1303;1863;883;23>,78,76,12,11
373,,,,,,10,,,12,<>,19,18,,<3353;3303;3472;2303;133;753>,<572;93;552;3413;1443;2633>,<1303;15;2483;1313;1893;593>,78,76,12,11
374,,,,,,10,,,12,<>,19,18,,<2633;242;3432;712;1903;4132>,<3012;482;464;2993;3181;393>,<2993;783;1612;1893;2993;463>,78,76,12,11
375,,,,,,10,,,12,<>,19,18,,<1852;2993;1903;3293;333;2993>,<863;394;3772;3161;1931;273>,<133;1863;493;2303;1253;2993>,78,76,12,11
376,,,,,,10,,,12,<>,19,18,,<3003;14;3502;1893;3772;712>,<503;1911;641;1241;2073;2473>,<341;3152;1813;1863;1393;1921>,78,76,12,11
377,,,,,,10,,,12,<>,19,18,,<462;1241;883;1813;463;692>,<1221;2924;3843;2993;1921;394>,<2073;14;303;552;1293;603>,78,76,12,11
378,,,,,,10,,,12,<>,19,18,,<402;2033;3353;23;3;1032>,<493;53;3171;1303;1071;574>,<783;393;3181;771;1253;3772>,78,76,12,11
379,,,,,,10,,,12,<>,19,18,,<273;393;1313;692;2993;2633>,<3251;2963;1443;1863;3143;2993>,<163;701;402;2993;1813;15>,78,76,12,11
380,,,,,,10,,,12,<>,19,18,,<884;1082;3161;2723;14;552>,<3;462;133;2993;264;712>,<1241;721;2303;2593;493;341>,78,76,12,11
381,,,,,,10,,,12,<>,19,18,,<1313;1303;783;1221;15;884>,<1423;692;2993;53;2993;1903>,<382;2843;863;2993;641;2993>,78,76,12,11
382,,,,,,10,,,12,<>,19,18,,<1394;283;3012;1241;3303;883>,<3251;793;2033;2633;2473;884>,<1313;3413;1082;2993;2993;3143>,78,76,12,11
383,,,,,,10,,,12,<>,19,18,,<1903;2993;283;2272;2993;2242>,<4;53;1841;7001;153;783>,<1071;341;1941;2073;2993;803>,78,76,12,11
384,,,,,,10,,,12,<>,19,18,,<3772;3843;1032;463;7001;2993>,<3152;472;263;753;1423;482>,<1951;574;2993;2303;1921;2993>,78,76,12,11
385,,,,,,10,,,12,<>,19,18,,<372;1911;2891;2993;4;1951>,<1941;2993;3843;462;3303;24>,<263;153;1852;382;731;3152>,78,76,12,11
386,,,,,,10,,,12,<>,19,18,,<4132;2873;1853;3342;1313;721>,<242;803;1303;163;2633;93>,<44;303;2993;2033;393;7001>,78,76,12,11
387,,,,,,10,,,12,<>,19,18,,<2593;3592;2233;2473;3413;503>,<1863;1893;303;2993;133;1852>,<1231;2843;712;24;1813;2993>,78,76,12,11
388,,,,,,10,,,12,<>,19,18,,<1303;1172;2633;1032;3413;771>,<1221;3181;2302;2242;2993;1921>,<2033;1853;692;2272;14;462>,78,76,12,11
389,,,,,,10,,,12,<>,19,18,,<3161;574;2873;393;863;7001>,<1293;2233;273;712;2993;163>,<382;741;3353;303;341;2993>,78,76,12,11
390,,,,,,10,,,12,<>,19,18,,<1423;3432;3342;1911;1921;753>,<1313;93;4132;2993;13;493>,<2993;462;1082;2993;793;3181>,78,76,12,11
391,,,,,,10,,,12,<>,19,18,,<1231;3663;1313;2822;264;1221>,<2612;24;631;1503;2993;1172>,<2993;1852;3251;463;2993;263>,78,76,12,11
392,,,,,,10,,,12,<>,19,18,,<1253;1394;1503;2242;1303;382>,<1231;1813;721;153;2401;3303>,<463;641;1393;2303;1032;2612>,78,76,12,11
393,,,,,,10,,,12,<>,19,18,,<3283;93;2612;2242;333;1853>,<3543;472;1443;1903;1802;2033>,<2993;2993;2993;2993;2272;1931>,78,76,12,11
394,,,,,,10,,,12,<>,19,18,,<1841;2843;712;222;731;1231>,<1951;3152;3021;482;1393;574>,<394;2822;3413;7001;2993;464>,78,76,12,11
395,,,,,,10,,,12,<>,19,18,,<2073;2302;1813;3171;462;13>,<394;803;1612;2993;4;464>,<402;3251;53;2401;1423;552>,78,76,12,11
396,,,,,,10,,,12,<>,19,18,,<2873;1241;712;14;382;1852>,<472;603;803;44;1443;1253>,<1921;2242;2993;273;1612;341>,78,76,12,11
397,,,,,,10,,,12,<>,19,18,,<2473;2924;222;1221;1951;1853>,<493;1911;803;3592;341;14>,<2993;264;24;2302;574;393>,78,76,12,11
398,,,,,,10,,,12,<>,19,18,,<3181;1293;2473;493;23;2073>,<1911;133;4132;1032;2033;3161>,<1314;721;372;2993;2993;53>,78,76,12,11
399,,,,,,10,,,12,<>,19,18,,<3293;462;1293;574;753;1221>,<493;2473;2401;741;1443;7001>,<1911;394;15;93;333;264>,78,76,12,11
400,,,,,,10,,,12,<>,19,18,,<1423;2593;2723;1853;133;3543>,<1443;2993;1921;1813;884;803>,<2073;731;3303;2401;1841;464>,78,76,12,11
401,,,,,,10,,,11,<>,19,18,,<1813;884;1903;24;1231;3353>,<1921;3251;641;163;2993;2993>,<2993;631;503;14;1503;493>,80,78,12,11
402,,,,,,10,,,11,<>,19,18,,<493;503;1082;1172;1071;3413>,<883;1314;1841;2993;3181;3161>,<2993;1303;701;4;2993;2993>,80,78,12,11
403,,,,,,10,,,11,<>,19,18,,<603;242;3303;1903;3181;1393>,<394;2242;503;863;1303;2822>,<382;2993;264;572;2993;1231>,80,78,12,11
404,,,,,,10,,,11,<>,19,18,,<14;741;1921;503;1082;712>,<2401;3171;3021;2993;603;1303>,<593;1951;1314;2993;572;2993>,80,78,12,11
405,,,,,,10,,,11,<>,19,18,,<1841;3152;1931;1941;1253;883>,<884;2242;731;242;721;2993>,<493;2993;333;1503;2993;1893>,80,78,12,11
406,,,,,,10,,,11,<>,19,18,,<1951;603;1303;721;2993;393>,<2993;3143;731;2993;712;264>,<382;2473;503;2993;1313;753>,80,78,12,11
407,,,,,,10,,,11,<>,19,18,,<2401;753;1032;1313;2993;1931>,<3021;1911;264;572;393;3152>,<1253;242;721;2993;603;2993>,80,78,12,11
408,,,,,,10,,,11,<>,19,18,,<1394;4132;2242;1313;1931;1303>,<163;3021;3152;242;1921;4>,<1841;572;2993;1241;2993;2401>,80,78,12,11
409,,,,,,10,,,11,<>,19,18,,<1911;24;771;1893;382;493>,<242;264;263;2723;2233;1921>,<1071;163;2993;731;2242;1951>,80,78,12,11
410,,,,,,10,,,11,<>,19,18,,<394;1911;2233;1241;631;721>,<3413;3152;163;771;1303;493>,<2033;263;2993;1951;333;1172>,80,78,12,11
411,,,,,,10,,,11,<>,19,18,,<1082;3413;393;771;2993;701>,<3303;731;3143;2993;3152;1423>,<753;263;264;2993;2993;402>,80,78,12,11
412,,,,,,10,,,11,<>,19,18,,<771;3592;883;1841;1911;3181>,<1231;242;2993;1921;731;741>,<2993;721;1303;1172;572;4>,80,78,12,11
413,,,,,,10,,,11,<>,19,18,,<863;1221;1841;2233;3251;1071>,<1241;1813;1941;1303;753;263>,<712;493;731;1423;574;14>,80,78,12,11
414,,,,,,10,,,11,<>,19,18,,<1931;741;1951;2993;863;24>,<1503;393;15;3152;2993;394>,<264;1293;2233;1941;883;2993>,80,78,12,11
415,,,,,,10,,,11,<>,19,18,,<712;883;493;3592;14;1231>,<3021;3161;572;1813;593;1293>,<1931;1911;1172;1393;1951;2993>,80,78,12,11
416,,,,,,10,,,11,<>,19,18,,<1394;1941;382;1931;1293;3251>,<15;1813;1911;1503;1903;863>,<731;264;163;1841;2723;2993>,80,78,12,11
417,,,,,,10,,,11,<>,19,18,,<771;1941;1393;263;1293;574>,<3251;2993;2993;1172;641;163>,<572;1032;393;402;1893;1241>,80,78,12,11
418,,,,,,10,,,11,<>,19,18,,<3663;2723;15;1071;3171;2993>,<3003;641;1313;2993;264;2822>,<2993;24;263;721;1082;701>,80,78,12,11
419,,,,,,10,,,11,<>,19,18,,<2473;3171;771;884;1221;1082>,<2993;2993;393;721;3143;2822>,<1313;382;2993;1293;1253;2993>,80,78,12,11
420,,,,,,10,,,11,<>,19,18,,<1941;741;1241;1314;3663;3251>,<1911;2822;1393;1813;1951;3152>,<721;3003;1841;2993;2993;1082>,80,78,12,11
421,,,,,,10,,,11,<>,19,18,,<3181;641;3413;2723;1423;3161>,<3003;3171;1221;712;24;1393>,<701;1951;163;2993;1394;572>,80,78,12,11
422,,,,,,10,,,11,<>,19,18,,<1314;741;1071;753;884;3143>,<1931;1423;603;242;1032;1293>,<333;701;1241;402;2993;2473>,80,78,12,11
423,,,,,,10,,,11,<>,19,18,,<242;393;3143;1172;753;4>,<712;3161;2822;1503;1921;1071>,<1082;1231;771;1423;2993;1393>,80,78,12,11
424,,,,,,10,,,11,<>,19,18,,<333;3181;641;1172;884;1393>,<753;3021;2993;394;493;2723>,<1082;2993;631;574;2993;1921>,80,78,12,11
425,,,,,,10,,,11,<>,19,18,,<2233;3143;264;1071;3003;3303>,<574;163;1253;884;24;2993>,<242;731;1393;2993;1231;2993>,80,78,12,11
426,,,,,,10,,,11,<>,19,18,,<3543;1393;3663;15;593;2993>,<3181;242;2033;2822;2993;1903>,<1921;1172;771;1841;333;1911>,80,78,12,11
427,,,,,,10,,,11,<>,19,18,,<1241;3353;14;2993;1231;3021>,<1303;264;1394;333;574;603>,<263;721;1941;1893;2993;863>,80,78,12,11
428,,,,,,10,,,11,<>,19,18,,<1911;2822;15;1314;493;1231>,<2723;2242;2993;24;741;2993>,<263;712;2993;2993;1921;1241>,80,78,12,11
429,,,,,,10,,,11,<>,19,18,,<593;1393;163;3003;884;2401>,<2993;2993;2233;2993;883;242>,<574;1303;631;2993;771;264>,80,78,12,11
430,,,,,,10,,,11,<>,19,18,,<1032;1941;2233;884;1313;2993>,<24;1911;264;2993;1241;2993>,<3171;2993;863;1303;641;1293>,80,78,12,11
431,,,,,,10,,,11,<>,19,18,,<1253;741;2242;3353;1951;1032>,<3152;2993;3181;3171;2401;3021>,<2473;884;24;631;402;1423>,80,78,12,11
432,,,,,,10,,,11,<>,19,18,,<1231;3303;1393;2993;402;2473>,<2242;2993;24;1841;264;753>,<731;2822;15;1921;1082;1032>,80,78,12,11
433,,,,,,10,,,11,<>,19,18,,<1082;1293;163;701;1313;2993>,<1172;3143;741;1221;2993;2993>,<2993;4;1841;402;2822;2993>,80,78,12,11
434,,,,,,10,,,11,<>,19,18,,<1931;1071;1903;393;1813;24>,<2242;503;493;3251;3003;3161>,<242;863;382;2473;1921;1423>,80,78,12,11
435,,,,,,10,,,11,<>,19,18,,<1082;1503;753;3251;24;1903>,<2033;1394;3181;1303;1221;394>,<2993;883;242;631;2993;2993>,80,78,12,11
436,,,,,,10,,,11,<>,19,18,,<4;1503;2033;2473;1423;2993>,<1394;863;1071;402;1931;712>,<731;3152;14;2993;2993;1911>,80,78,12,11
437,,,,,,10,,,11,<>,19,18,,<603;1921;731;3251;3021;3152>,<883;884;1911;14;863;741>,<2993;1172;1071;1893;1032;2993>,80,78,12,11
438,,,,,,10,,,11,<>,19,18,,<603;883;394;2993;884;503>,<574;1241;1314;1423;2993;2993>,<1253;1841;2993;1893;1393;163>,80,78,12,11
439,,,,,,10,,,11,<>,19,18,,<263;2242;1172;1082;1293;2233>,<2993;721;1393;163;1813;2033>,<1032;2993;2993;14;1314;2993>,80,78,12,11
440,,,,,,10,,,11,<>,19,18,,<1221;603;1241;4;242;2822>,<2473;3143;24;1293;574;1423>,<1082;402;712;393;2723;2993>,80,78,12,11
441,,,,,,10,,,11,<>,19,18,,<3592;3021;2822;1314;712;603>,<2033;884;741;1082;1241;1032>,<4;2723;333;2993;1253;2993>,80,78,12,11
442,,,,,,10,,,11,<>,19,18,,<1393;263;3772;393;721;3161>,<2993;1303;3251;24;2993;394>,<2233;493;2993;1921;382;1293>,80,78,12,11
443,,,,,,10,,,11,<>,19,18,,<3003;3303;1931;1071;1393;393>,<1941;1032;1221;1893;263;2993>,<1911;242;2822;1423;1231;14>,80,78,12,11
444,,,,,,10,,,11,<>,19,18,,<1813;574;2723;3251;1931;603>,<2993;503;1423;712;15;2993>,<2822;1313;1893;1231;2993;1951>,80,78,12,11
445,,,,,,10,,,11,<>,19,18,,<1903;3303;493;14;2473;2033>,<712;1911;574;1241;2401;2233>,<631;701;1951;1394;1893;393>,80,78,12,11
446,,,,,,10,,,11,<>,19,18,,<3171;3161;2993;2822;1082;593>,<264;2993;2993;2033;14;741>,<402;1032;603;503;2723;1931>,80,78,12,11
447,,,,,,10,,,11,<>,19,18,,<402;2723;1293;701;2473;1893>,<1931;1231;3303;1082;3021;2993>,<2401;1253;2993;1911;15;1071>,80,78,12,11
448,,,,,,10,,,11,<>,19,18,,<264;2033;1303;3413;2401;771>,<263;641;572;393;883;721>,<603;2723;701;382;1951;1813>,80,78,12,11
449,,,,,,10,,,11,<>,19,18,,<1253;1172;1841;394;753;3543>,<2233;721;701;572;3181;1241>,<1423;2993;2993;863;1082;1813>,80,78,12,11
450,,,,,,10,,,11,<>,19,18,,<24;1032;402;1503;1172;1393>,<1221;333;741;2993;1071;3003>,<493;1293;2993;883;631;884>,80,78,12,11
451,,,,,,10,,,10,<>,19,18,,<1931;393;1423;1293;712;263>,<1911;771;163;574;863;15>,<1394;1313;2993;242;572;2723>,82,80,12,11
452,,,,,,10,,,10,<>,19,18,,<3843;263;3003;731;2993;1393>,<3171;741;1314;1813;1221;2993>,<753;1903;163;264;1503;2993>,82,80,12,11
453,,,,,,10,,,10,<>,19,18,,<263;2993;3772;731;402;24>,<1903;1231;503;2233;2993;1841>,<15;631;1393;2993;1082;603>,82,80,12,11
454,,,,,,10,,,10,<>,19,18,,<4;2233;3143;1813;2723;1032>,<1921;2401;1314;631;3152;2993>,<574;2993;1931;1221;1893;2993>,82,80,12,11
455,,,,,,10,,,10,<>,19,18,,<4132;731;883;493;2993;1841>,<3251;2723;163;1314;863;1303>,<1921;1503;1221;1893;2233;264>,82,80,12,11
456,,,,,,10,,,10,<>,19,18,,<1893;2822;382;1032;3353;3161>,<2993;333;2993;242;24;3143>,<2993;1951;884;1931;1503;2993>,82,80,12,11
457,,,,,,10,,,10,<>,19,18,,<4;1221;1253;2993;2993;1841>,<641;1032;1503;242;2473;263>,<712;382;2723;2993;572;1911>,82,80,12,11
458,,,,,,10,,,10,<>,19,18,,<15;771;1082;1903;163;1314>,<1313;641;2993;3171;731;1221>,<2401;4;2993;572;382;1293>,82,80,12,11
459,,,,,,10,,,10,<>,19,18,,<631;1841;3772;3353;771;884>,<1032;3143;1941;163;2993;1394>,<701;2822;741;1172;731;14>,82,80,12,11
460,,,,,,10,,,10,<>,19,18,,<1911;603;1951;1423;3303;242>,<1293;2993;1082;883;863;2993>,<2993;1303;1813;402;263;2993>,82,80,12,11
461,,,,,,10,,,10,<>,19,18,,<1303;701;1293;2993;1314;641>,<721;2993;1423;631;3161;1911>,<2401;1941;4;1082;1071;1231>,82,80,12,11
462,,,,,,10,,,10,<>,19,18,,<1841;2033;3663;3353;1951;863>,<1303;3021;2993;4;1393;163>,<2993;3143;2993;2993;1314;771>,82,80,12,11
463,,,,,,10,,,10,<>,19,18,,<883;741;2822;2033;1903;572>,<712;1314;1172;1082;264;3152>,<2993;2242;1032;1241;402;2993>,82,80,12,11
464,,,,,,10,,,10,<>,19,18,,<503;603;712;3181;1813;1032>,<2242;1313;3003;771;2993;1231>,<3021;753;1903;2993;264;1293>,82,80,12,11
465,,,,,,10,,,10,<>,19,18,,<3543;1082;2993;1314;1893;3303>,<493;1911;14;1813;394;1293>,<242;1503;2993;572;1172;2993>,82,80,12,11
466,,,,,,10,,,10,<>,19,18,,<1253;15;393;731;1032;242>,<3161;263;712;3171;1314;1921>,<264;2993;2993;2993;333;2242>,82,80,12,11
467,,,,,,10,,,10,<>,19,18,,<1394;264;2993;863;1951;394>,<382;574;402;1813;3003;2993>,<503;883;631;1032;741;593>,82,80,12,11
468,,,,,,10,,,10,<>,19,18,,<3152;753;3663;3353;1903;1313>,<2723;393;15;1231;2993;863>,<1082;1394;2993;2993;2822;2993>,82,80,12,11
469,,,,,,10,,,10,<>,19,18,,<574;3543;3353;1221;3171;731>,<3181;1303;1293;2993;163;2242>,<603;631;1931;701;2993;14>,82,80,12,11
470,,,,,,10,,,10,<>,19,18,,<1221;1841;1314;493;503;771>,<593;3353;1941;631;14;741>,<394;2401;163;1313;1032;1253>,82,80,12,11
471,,,,,,10,,,10,<>,19,18,,<3143;1082;3021;1293;593;393>,<4;1221;1032;3181;2993;333>,<15;2993;163;1911;24;2993>,82,80,12,11
472,,,,,,10,,,10,<>,19,18,,<2822;2401;2993;1313;3543;771>,<1032;14;1253;1813;1941;2993>,<1393;1903;2033;393;1951;2993>,82,80,12,11
473,,,,,,10,,,10,<>,19,18,,<1082;1253;1951;1893;2993;2033>,<3161;163;333;1241;3152;2993>,<394;1231;2993;574;603;2233>,82,80,12,11
474,,,,,,10,,,10,<>,19,18,,<1231;3413;3772;15;574;2993>,<1314;2993;863;2993;1893;603>,<242;503;2242;2993;1941;641>,82,80,12,11
475,,,,,,10,,,10,<>,19,18,,<3171;4;1951;3021;394;572>,<242;884;1071;2473;3161;1423>,<1813;741;2033;2993;883;863>,82,80,12,11
476,,,,,,10,,,10,<>,19,18,,<1841;1172;2401;721;3161;394>,<3413;3003;1951;2993;631;741>,<24;771;1931;163;264;1071>,82,80,12,11
477,,,,,,10,,,10,<>,19,18,,<1293;883;3303;3161;14;493>,<2993;593;264;4;641;1221>,<24;1893;1241;333;721;2233>,82,80,12,11
478,,,,,,10,,,10,<>,19,18,,<3021;15;493;14;2993;263>,<1082;3003;1032;333;1303;3161>,<603;1393;883;242;771;1172>,82,80,12,11
479,,,,,,10,,,10,<>,19,18,,<1253;2723;2233;593;572;731>,<1032;701;753;263;2993;863>,<2993;264;2993;1303;3021;2993>,82,80,12,11
480,,,,,,10,,,10,<>,19,18,,<3843;593;3303;2993;1313;493>,<2242;263;394;14;3161;2993>,<3003;1082;1071;1293;603;771>,82,80,12,11
481,,,,,,10,,,10,<>,19,18,,<3251;24;3353;1172;3021;1032>,<884;2993;641;393;2473;263>,<2233;721;2993;712;1253;1841>,82,80,12,11
482,,,,,,10,,,10,<>,19,18,,<263;1921;2473;2242;2822;3592>,<1841;572;3251;1231;1172;15>,<863;1314;2401;2993;382;731>,82,80,12,11
483,,,,,,10,,,10,<>,19,18,,<603;1231;593;3353;1303;503>,<1241;382;741;1921;1893;1071>,<731;2993;1951;1314;2993;641>,82,80,12,11
484,,,,,,10,,,10,<>,19,18,,<1931;883;2993;3181;712;1303>,<1423;1951;631;1032;2993;2993>,<1221;1394;1813;1503;1921;1082>,82,80,12,11
485,,,,,,10,,,10,<>,19,18,,<3021;574;3592;3171;1921;1893>,<731;2723;1931;15;1032;753>,<14;2993;2993;1941;1172;1503>,82,80,12,11
486,,,,,,10,,,10,<>,19,18,,<712;4132;631;1253;2401;3353>,<163;263;603;3021;2473;14>,<572;333;701;1303;402;2233>,82,80,12,11
487,,,,,,10,,,10,<>,19,18,,<631;1293;15;741;1931;1911>,<1951;1082;603;1071;1423;2723>,<393;2993;1841;2822;2993;2993>,82,80,12,11
488,,,,,,10,,,10,<>,19,18,,<1503;2723;1911;2993;3413;2993>,<1231;2993;1951;753;3181;2033>,<2993;2993;731;701;263;2993>,82,80,12,11
489,,,,,,10,,,10,<>,19,18,,<641;1293;3171;1071;1082;593>,<2033;1931;603;883;1303;3003>,<2993;1241;493;2993;2993;1903>,82,80,12,11
490,,,,,,10,,,10,<>,19,18,,<3161;1314;3543;883;1931;3171>,<242;2993;1921;731;2993;15>,<1313;884;1071;2233;1231;1032>,82,80,12,11
491,,,,,,10,,,10,<>,19,18,,<2723;1293;641;3413;721;503>,<2993;4;2993;593;1893;2993>,<24;2233;1314;2993;2993;2993>,82,80,12,11
492,,,,,,10,,,10,<>,19,18,,<4;2993;3353;3413;641;3143>,<402;2033;2401;1911;1394;1841>,<163;1253;2993;631;2993;2993>,82,80,12,11
493,,,,,,10,,,10,<>,19,18,,<883;3413;2993;24;242;1841>,<1303;1313;3303;393;2993;2993>,<603;1032;3021;721;631;2401>,82,80,12,11
494,,,,,,10,,,10,<>,19,18,,<3003;3143;593;1313;1813;242>,<493;333;1071;753;382;1253>,<863;394;2993;721;1172;1293>,82,80,12,11
495,,,,,,10,,,10,<>,19,18,,<1241;3353;2401;1393;493;3171>,<2242;603;333;2993;1313;2993>,<1253;1293;1503;1394;884;394>,82,80,12,11
496,,,,,,10,,,10,<>,19,18,,<701;572;1503;3161;242;3251>,<2993;1303;2233;863;3181;2473>,<1893;771;1221;2993;2993;1423>,82,80,12,11
497,,,,,,10,,,10,<>,19,18,,<2723;1503;3353;333;2993;1423>,<1841;883;1813;493;1911;863>,<631;2993;572;1903;753;1314>,82,80,12,11
498,,,,,,10,,,10,<>,19,18,,<263;3543;3303;593;731;1813>,<1303;1393;3181;4;3152;1313>,<493;572;1221;2233;2242;2033>,82,80,12,11
499,,,,,,10,,,10,<>,19,18,,<1231;394;731;3181;163;2993>,<2822;631;1032;721;1931;593>,<1921;1241;712;2993;1503;2242>,82,80,12,11
500,,,,,,10,,,10,<>,19,18,,<2822;2033;3143;3303;572;1393>,<3152;402;3251;1082;1921;393>,<641;1841;631;1231;2993;1813>,82,80,12,11
501,,,,,,10,,,9,<>,19,18,,<2033;503;1172;2993;3021;3353>,<1231;1841;2822;1893;14;731>,<2993;574;1423;1394;1503;2993>,84,82,12,11
502,,,,,,10,,,9,<>,19,18,,<572;1032;2242;1941;603;242>,<3171;2993;1951;1293;1253;3143>,<493;712;24;2993;2993;503>,84,82,12,11
503,,,,,,10,,,9,<>,19,18,,<574;1221;1903;2993;3251;1931>,<3353;2033;2993;2242;2993;1314>,<1893;1813;712;1241;2473;4>,84,82,12,11
504,,,,,,10,,,9,<>,19,18,,<1394;3543;24;503;3303;1941>,<2993;1911;701;572;753;163>,<1921;1893;14;1423;2993;2993>,84,82,12,11
