变量名,range,award,flag,version
17123,500,{gold=10000},,18
17124,700,{gold=10000},,18
17125,1000,{gold=10000},,18
17126,2000,{gold=10000},,18
17127,3000,{gold=10000},,18
17128,4000,{gold=10000},,18
17129,5000,{gold=10000},,18
17130,7000,{gold=10000},,18
17131,10000,{gold=10000},,18
17132,999999,{gold=10000},,18
18001,1,{3216=1;coin15=400000;gold=6000000;rmb=2000},1,19
18002,2,{3216=1;coin15=390000;gold=5800000;rmb=1800},1,19
18003,3,{3216=1;coin15=380000;gold=5600000;rmb=1700},1,19
18004,4,{3216=1;coin15=370000;gold=5400000;rmb=1600},1,19
18005,5,{3216=1;coin15=360000;gold=5200000;rmb=1500},1,19
18006,6,{3216=1;coin15=350000;gold=5000000;rmb=1400},1,19
18007,7,{3216=1;coin15=340000;gold=4800000;rmb=1300},1,19
18008,8,{3216=1;coin15=330000;gold=4600000;rmb=1200},1,19
18009,9,{3216=1;coin15=320000;gold=4400000;rmb=1100},1,19
18010,10,{3216=1;coin15=310000;gold=4200000;rmb=1000},1,19
18011,12,{3217=1;coin15=300000;gold=4000000;rmb=950},1,19
18012,15,{3217=1;coin15=290000;gold=3800000;rmb=900},1,19
18013,20,{3217=1;coin15=280000;gold=3600000;rmb=850},1,19
18014,30,{3217=1;coin15=270000;gold=3400000;rmb=800},1,19
18015,40,{3217=1;coin15=260000;gold=3200000;rmb=750},1,19
18016,50,{3217=1;coin15=250000;gold=3000000;rmb=700},1,19
18017,70,{3218=1;coin15=240000;gold=2800000;rmb=650},1,19
18018,100,{3218=1;coin15=230000;gold=2600000;rmb=600},1,19
18019,150,{3218=1;coin15=220000;gold=2500000;rmb=550},1,19
18020,200,{3218=1;coin15=210000;gold=2400000;rmb=500},1,19
18021,300,{coin15=200000;gold=2300000;rmb=480},1,19
18022,400,{coin15=190000;gold=2200000;rmb=460},1,19
18023,500,{coin15=180000;gold=2100000;rmb=440},1,19
18024,700,{coin15=170000;gold=2000000;rmb=420},1,19
18025,1000,{coin15=160000;gold=1900000;rmb=400},1,19
18026,2000,{coin15=150000;gold=1800000;rmb=380},1,19
18027,3000,{coin15=140000;gold=1700000;rmb=360},1,19
18028,4000,{coin15=130000;gold=1600000;rmb=340},1,19
18029,5000,{coin15=120000;gold=1500000;rmb=320},1,19
18030,7000,{coin15=110000;gold=1400000;rmb=300},1,19
18031,10000,{coin15=100000;gold=1300000;rmb=290},1,19
18032,999999,{coin15=90000;gold=1200000;rmb=260},1,19
18101,1,{gold=10000},,19
18102,2,{gold=10000},,19
18103,3,{gold=10000},,19
18104,4,{gold=10000},,19
18105,5,{gold=10000},,19
18106,6,{gold=10000},,19
18107,7,{gold=10000},,19
18108,8,{gold=10000},,19
18109,9,{gold=10000},,19
18110,10,{gold=10000},,19
18111,12,{gold=10000},,19
18112,15,{gold=10000},,19
18113,20,{gold=10000},,19
18114,30,{gold=10000},,19
18115,40,{gold=10000},,19
18116,50,{gold=10000},,19
18117,70,{gold=10000},,19
18118,100,{gold=10000},,19
18119,150,{gold=10000},,19
18120,200,{gold=10000},,19
18121,300,{gold=10000},,19
18122,400,{gold=10000},,19
18123,500,{gold=10000},,19
18124,700,{gold=10000},,19
18125,1000,{gold=10000},,19
18126,2000,{gold=10000},,19
18127,3000,{gold=10000},,19
18128,4000,{gold=10000},,19
18129,5000,{gold=10000},,19
18130,7000,{gold=10000},,19
18131,10000,{gold=10000},,19
18132,999999,{gold=10000},,19
19001,1,{3219=1;coin15=400000;gold=6000000;rmb=2000},1,20
19002,2,{3219=1;coin15=390000;gold=5800000;rmb=1800},1,20
19003,3,{3219=1;coin15=380000;gold=5600000;rmb=1700},1,20
19004,4,{3219=1;coin15=370000;gold=5400000;rmb=1600},1,20
19005,5,{3219=1;coin15=360000;gold=5200000;rmb=1500},1,20
19006,6,{3219=1;coin15=350000;gold=5000000;rmb=1400},1,20
19007,7,{3219=1;coin15=340000;gold=4800000;rmb=1300},1,20
19008,8,{3219=1;coin15=330000;gold=4600000;rmb=1200},1,20
19009,9,{3219=1;coin15=320000;gold=4400000;rmb=1100},1,20
19010,10,{3219=1;coin15=310000;gold=4200000;rmb=1000},1,20
19011,12,{3220=1;coin15=300000;gold=4000000;rmb=950},1,20
19012,15,{3220=1;coin15=290000;gold=3800000;rmb=900},1,20
19013,20,{3220=1;coin15=280000;gold=3600000;rmb=850},1,20
19014,30,{3220=1;coin15=270000;gold=3400000;rmb=800},1,20
19015,40,{3220=1;coin15=260000;gold=3200000;rmb=750},1,20
19016,50,{3220=1;coin15=250000;gold=3000000;rmb=700},1,20
19017,70,{3221=1;coin15=240000;gold=2800000;rmb=650},1,20
19018,100,{3221=1;coin15=230000;gold=2600000;rmb=600},1,20
19019,150,{3221=1;coin15=220000;gold=2500000;rmb=550},1,20
19020,200,{3221=1;coin15=210000;gold=2400000;rmb=500},1,20
19021,300,{coin15=200000;gold=2300000;rmb=480},1,20
19022,400,{coin15=190000;gold=2200000;rmb=460},1,20
19023,500,{coin15=180000;gold=2100000;rmb=440},1,20
19024,700,{coin15=170000;gold=2000000;rmb=420},1,20
19025,1000,{coin15=160000;gold=1900000;rmb=400},1,20
19026,2000,{coin15=150000;gold=1800000;rmb=380},1,20
19027,3000,{coin15=140000;gold=1700000;rmb=360},1,20
19028,4000,{coin15=130000;gold=1600000;rmb=340},1,20
19029,5000,{coin15=120000;gold=1500000;rmb=320},1,20
19030,7000,{coin15=110000;gold=1400000;rmb=300},1,20
19031,10000,{coin15=100000;gold=1300000;rmb=290},1,20
19032,999999,{coin15=90000;gold=1200000;rmb=260},1,20
19101,1,{gold=10000},,20
19102,2,{gold=10000},,20
19103,3,{gold=10000},,20
19104,4,{gold=10000},,20
19105,5,{gold=10000},,20
19106,6,{gold=10000},,20
19107,7,{gold=10000},,20
19108,8,{gold=10000},,20
19109,9,{gold=10000},,20
19110,10,{gold=10000},,20
19111,12,{gold=10000},,20
19112,15,{gold=10000},,20
19113,20,{gold=10000},,20
19114,30,{gold=10000},,20
19115,40,{gold=10000},,20
19116,50,{gold=10000},,20
19117,70,{gold=10000},,20
19118,100,{gold=10000},,20
19119,150,{gold=10000},,20
19120,200,{gold=10000},,20
19121,300,{gold=10000},,20
19122,400,{gold=10000},,20
19123,500,{gold=10000},,20
19124,700,{gold=10000},,20
19125,1000,{gold=10000},,20
19126,2000,{gold=10000},,20
19127,3000,{gold=10000},,20
19128,4000,{gold=10000},,20
19129,5000,{gold=10000},,20
19130,7000,{gold=10000},,20
19131,10000,{gold=10000},,20
19132,999999,{gold=10000},,20
20001,1,{3222=1;coin15=400000;gold=6000000;rmb=2000},1,21
20002,2,{3222=1;coin15=390000;gold=5800000;rmb=1800},1,21
20003,3,{3222=1;coin15=380000;gold=5600000;rmb=1700},1,21
20004,4,{3222=1;coin15=370000;gold=5400000;rmb=1600},1,21
20005,5,{3222=1;coin15=360000;gold=5200000;rmb=1500},1,21
20006,6,{3222=1;coin15=350000;gold=5000000;rmb=1400},1,21
20007,7,{3222=1;coin15=340000;gold=4800000;rmb=1300},1,21
20008,8,{3222=1;coin15=330000;gold=4600000;rmb=1200},1,21
20009,9,{3222=1;coin15=320000;gold=4400000;rmb=1100},1,21
20010,10,{3222=1;coin15=310000;gold=4200000;rmb=1000},1,21
20011,12,{3223=1;coin15=300000;gold=4000000;rmb=950},1,21
20012,15,{3223=1;coin15=290000;gold=3800000;rmb=900},1,21
20013,20,{3223=1;coin15=280000;gold=3600000;rmb=850},1,21
20014,30,{3223=1;coin15=270000;gold=3400000;rmb=800},1,21
20015,40,{3223=1;coin15=260000;gold=3200000;rmb=750},1,21
20016,50,{3223=1;coin15=250000;gold=3000000;rmb=700},1,21
20017,70,{3224=1;coin15=240000;gold=2800000;rmb=650},1,21
20018,100,{3224=1;coin15=230000;gold=2600000;rmb=600},1,21
20019,150,{3224=1;coin15=220000;gold=2500000;rmb=550},1,21
20020,200,{3224=1;coin15=210000;gold=2400000;rmb=500},1,21
20021,300,{coin15=200000;gold=2300000;rmb=480},1,21
20022,400,{coin15=190000;gold=2200000;rmb=460},1,21
20023,500,{coin15=180000;gold=2100000;rmb=440},1,21
20024,700,{coin15=170000;gold=2000000;rmb=420},1,21
20025,1000,{coin15=160000;gold=1900000;rmb=400},1,21
20026,2000,{coin15=150000;gold=1800000;rmb=380},1,21
20027,3000,{coin15=140000;gold=1700000;rmb=360},1,21
20028,4000,{coin15=130000;gold=1600000;rmb=340},1,21
20029,5000,{coin15=120000;gold=1500000;rmb=320},1,21
20030,7000,{coin15=110000;gold=1400000;rmb=300},1,21
20031,10000,{coin15=100000;gold=1300000;rmb=290},1,21
20032,999999,{coin15=90000;gold=1200000;rmb=260},1,21
20101,1,{gold=10000},,21
20102,2,{gold=10000},,21
20103,3,{gold=10000},,21
20104,4,{gold=10000},,21
20105,5,{gold=10000},,21
20106,6,{gold=10000},,21
20107,7,{gold=10000},,21
20108,8,{gold=10000},,21
20109,9,{gold=10000},,21
20110,10,{gold=10000},,21
20111,12,{gold=10000},,21
20112,15,{gold=10000},,21
20113,20,{gold=10000},,21
20114,30,{gold=10000},,21
20115,40,{gold=10000},,21
20116,50,{gold=10000},,21
20117,70,{gold=10000},,21
20118,100,{gold=10000},,21
20119,150,{gold=10000},,21
20120,200,{gold=10000},,21
20121,300,{gold=10000},,21
20122,400,{gold=10000},,21
20123,500,{gold=10000},,21
20124,700,{gold=10000},,21
20125,1000,{gold=10000},,21
20126,2000,{gold=10000},,21
20127,3000,{gold=10000},,21
20128,4000,{gold=10000},,21
20129,5000,{gold=10000},,21
20130,7000,{gold=10000},,21
20131,10000,{gold=10000},,21
20132,999999,{gold=10000},,21
21001,1,{3225=1;coin15=400000;gold=6000000;rmb=2000},1,22
21002,2,{3225=1;coin15=390000;gold=5800000;rmb=1800},1,22
21003,3,{3225=1;coin15=380000;gold=5600000;rmb=1700},1,22
21004,4,{3225=1;coin15=370000;gold=5400000;rmb=1600},1,22
21005,5,{3225=1;coin15=360000;gold=5200000;rmb=1500},1,22
21006,6,{3225=1;coin15=350000;gold=5000000;rmb=1400},1,22
21007,7,{3225=1;coin15=340000;gold=4800000;rmb=1300},1,22
21008,8,{3225=1;coin15=330000;gold=4600000;rmb=1200},1,22
21009,9,{3225=1;coin15=320000;gold=4400000;rmb=1100},1,22
21010,10,{3225=1;coin15=310000;gold=4200000;rmb=1000},1,22
21011,12,{3226=1;coin15=300000;gold=4000000;rmb=950},1,22
21012,15,{3226=1;coin15=290000;gold=3800000;rmb=900},1,22
21013,20,{3226=1;coin15=280000;gold=3600000;rmb=850},1,22
21014,30,{3226=1;coin15=270000;gold=3400000;rmb=800},1,22
21015,40,{3226=1;coin15=260000;gold=3200000;rmb=750},1,22
21016,50,{3226=1;coin15=250000;gold=3000000;rmb=700},1,22
21017,70,{3227=1;coin15=240000;gold=2800000;rmb=650},1,22
21018,100,{3227=1;coin15=230000;gold=2600000;rmb=600},1,22
21019,150,{3227=1;coin15=220000;gold=2500000;rmb=550},1,22
21020,200,{3227=1;coin15=210000;gold=2400000;rmb=500},1,22
21021,300,{coin15=200000;gold=2300000;rmb=480},1,22
21022,400,{coin15=190000;gold=2200000;rmb=460},1,22
21023,500,{coin15=180000;gold=2100000;rmb=440},1,22
21024,700,{coin15=170000;gold=2000000;rmb=420},1,22
21025,1000,{coin15=160000;gold=1900000;rmb=400},1,22
21026,2000,{coin15=150000;gold=1800000;rmb=380},1,22
21027,3000,{coin15=140000;gold=1700000;rmb=360},1,22
21028,4000,{coin15=130000;gold=1600000;rmb=340},1,22
21029,5000,{coin15=120000;gold=1500000;rmb=320},1,22
21030,7000,{coin15=110000;gold=1400000;rmb=300},1,22
21031,10000,{coin15=100000;gold=1300000;rmb=290},1,22
21032,999999,{coin15=90000;gold=1200000;rmb=260},1,22
21101,1,{gold=10000},,22
21102,2,{gold=10000},,22
21103,3,{gold=10000},,22
21104,4,{gold=10000},,22
21105,5,{gold=10000},,22
21106,6,{gold=10000},,22
21107,7,{gold=10000},,22
21108,8,{gold=10000},,22
21109,9,{gold=10000},,22
21110,10,{gold=10000},,22
21111,12,{gold=10000},,22
21112,15,{gold=10000},,22
21113,20,{gold=10000},,22
21114,30,{gold=10000},,22
21115,40,{gold=10000},,22
21116,50,{gold=10000},,22
21117,70,{gold=10000},,22
21118,100,{gold=10000},,22
21119,150,{gold=10000},,22
21120,200,{gold=10000},,22
21121,300,{gold=10000},,22
21122,400,{gold=10000},,22
21123,500,{gold=10000},,22
21124,700,{gold=10000},,22
21125,1000,{gold=10000},,22
21126,2000,{gold=10000},,22
21127,3000,{gold=10000},,22
21128,4000,{gold=10000},,22
21129,5000,{gold=10000},,22
21130,7000,{gold=10000},,22
21131,10000,{gold=10000},,22
21132,999999,{gold=10000},,22
22001,1,{3228=1;coin15=400000;gold=6000000;rmb=2000},1,23
22002,2,{3228=1;coin15=390000;gold=5800000;rmb=1800},1,23
22003,3,{3228=1;coin15=380000;gold=5600000;rmb=1700},1,23
22004,4,{3228=1;coin15=370000;gold=5400000;rmb=1600},1,23
22005,5,{3228=1;coin15=360000;gold=5200000;rmb=1500},1,23
22006,6,{3228=1;coin15=350000;gold=5000000;rmb=1400},1,23
22007,7,{3228=1;coin15=340000;gold=4800000;rmb=1300},1,23
22008,8,{3228=1;coin15=330000;gold=4600000;rmb=1200},1,23
22009,9,{3228=1;coin15=320000;gold=4400000;rmb=1100},1,23
22010,10,{3228=1;coin15=310000;gold=4200000;rmb=1000},1,23
22011,12,{3229=1;coin15=300000;gold=4000000;rmb=950},1,23
22012,15,{3229=1;coin15=290000;gold=3800000;rmb=900},1,23
22013,20,{3229=1;coin15=280000;gold=3600000;rmb=850},1,23
22014,30,{3229=1;coin15=270000;gold=3400000;rmb=800},1,23
22015,40,{3229=1;coin15=260000;gold=3200000;rmb=750},1,23
22016,50,{3229=1;coin15=250000;gold=3000000;rmb=700},1,23
22017,70,{3230=1;coin15=240000;gold=2800000;rmb=650},1,23
22018,100,{3230=1;coin15=230000;gold=2600000;rmb=600},1,23
22019,150,{3230=1;coin15=220000;gold=2500000;rmb=550},1,23
22020,200,{3230=1;coin15=210000;gold=2400000;rmb=500},1,23
22021,300,{coin15=200000;gold=2300000;rmb=480},1,23
22022,400,{coin15=190000;gold=2200000;rmb=460},1,23
22023,500,{coin15=180000;gold=2100000;rmb=440},1,23
22024,700,{coin15=170000;gold=2000000;rmb=420},1,23
22025,1000,{coin15=160000;gold=1900000;rmb=400},1,23
22026,2000,{coin15=150000;gold=1800000;rmb=380},1,23
22027,3000,{coin15=140000;gold=1700000;rmb=360},1,23
22028,4000,{coin15=130000;gold=1600000;rmb=340},1,23
22029,5000,{coin15=120000;gold=1500000;rmb=320},1,23
22030,7000,{coin15=110000;gold=1400000;rmb=300},1,23
22031,10000,{coin15=100000;gold=1300000;rmb=290},1,23
22032,999999,{coin15=90000;gold=1200000;rmb=260},1,23
22101,1,{gold=10000},,23
22102,2,{gold=10000},,23
22103,3,{gold=10000},,23
22104,4,{gold=10000},,23
22105,5,{gold=10000},,23
22106,6,{gold=10000},,23
22107,7,{gold=10000},,23
22108,8,{gold=10000},,23
22109,9,{gold=10000},,23
22110,10,{gold=10000},,23
22111,12,{gold=10000},,23
22112,15,{gold=10000},,23
22113,20,{gold=10000},,23
22114,30,{gold=10000},,23
22115,40,{gold=10000},,23
22116,50,{gold=10000},,23
22117,70,{gold=10000},,23
22118,100,{gold=10000},,23
22119,150,{gold=10000},,23
22120,200,{gold=10000},,23
22121,300,{gold=10000},,23
22122,400,{gold=10000},,23
22123,500,{gold=10000},,23
22124,700,{gold=10000},,23
22125,1000,{gold=10000},,23
22126,2000,{gold=10000},,23
22127,3000,{gold=10000},,23
22128,4000,{gold=10000},,23
22129,5000,{gold=10000},,23
22130,7000,{gold=10000},,23
22131,10000,{gold=10000},,23
22132,999999,{gold=10000},,23
22201,1,{3231=1;coin15=400000;gold=6000000;rmb=2000},1,24
22202,2,{3231=1;coin15=390000;gold=5800000;rmb=1800},1,24
22203,3,{3231=1;coin15=380000;gold=5600000;rmb=1700},1,24
22204,4,{3231=1;coin15=370000;gold=5400000;rmb=1600},1,24
22205,5,{3231=1;coin15=360000;gold=5200000;rmb=1500},1,24
22206,6,{3231=1;coin15=350000;gold=5000000;rmb=1400},1,24
22207,7,{3231=1;coin15=340000;gold=4800000;rmb=1300},1,24
22208,8,{3231=1;coin15=330000;gold=4600000;rmb=1200},1,24
22209,9,{3231=1;coin15=320000;gold=4400000;rmb=1100},1,24
22210,10,{3231=1;coin15=310000;gold=4200000;rmb=1000},1,24
22211,12,{3232=1;coin15=300000;gold=4000000;rmb=950},1,24
22212,15,{3232=1;coin15=290000;gold=3800000;rmb=900},1,24
22213,20,{3232=1;coin15=280000;gold=3600000;rmb=850},1,24
22214,30,{3232=1;coin15=270000;gold=3400000;rmb=800},1,24
22215,40,{3232=1;coin15=260000;gold=3200000;rmb=750},1,24
22216,50,{3232=1;coin15=250000;gold=3000000;rmb=700},1,24
22217,70,{3233=1;coin15=240000;gold=2800000;rmb=650},1,24
22218,100,{3233=1;coin15=230000;gold=2600000;rmb=600},1,24
22219,150,{3233=1;coin15=220000;gold=2500000;rmb=550},1,24
22220,200,{3233=1;coin15=210000;gold=2400000;rmb=500},1,24
22221,300,{coin15=200000;gold=2300000;rmb=480},1,24
22222,400,{coin15=190000;gold=2200000;rmb=460},1,24
22223,500,{coin15=180000;gold=2100000;rmb=440},1,24
22224,700,{coin15=170000;gold=2000000;rmb=420},1,24
22225,1000,{coin15=160000;gold=1900000;rmb=400},1,24
22226,2000,{coin15=150000;gold=1800000;rmb=380},1,24
22227,3000,{coin15=140000;gold=1700000;rmb=360},1,24
22228,4000,{coin15=130000;gold=1600000;rmb=340},1,24
22229,5000,{coin15=120000;gold=1500000;rmb=320},1,24
22230,7000,{coin15=110000;gold=1400000;rmb=300},1,24
22231,10000,{coin15=100000;gold=1300000;rmb=290},1,24
22232,999999,{coin15=90000;gold=1200000;rmb=260},1,24
22301,1,{gold=10000},,24
22302,2,{gold=10000},,24
22303,3,{gold=10000},,24
22304,4,{gold=10000},,24
22305,5,{gold=10000},,24
22306,6,{gold=10000},,24
22307,7,{gold=10000},,24
22308,8,{gold=10000},,24
22309,9,{gold=10000},,24
22310,10,{gold=10000},,24
22311,12,{gold=10000},,24
22312,15,{gold=10000},,24
22313,20,{gold=10000},,24
22314,30,{gold=10000},,24
22315,40,{gold=10000},,24
22316,50,{gold=10000},,24
22317,70,{gold=10000},,24
22318,100,{gold=10000},,24
22319,150,{gold=10000},,24
22320,200,{gold=10000},,24
22321,300,{gold=10000},,24
22322,400,{gold=10000},,24
22323,500,{gold=10000},,24
22324,700,{gold=10000},,24
22325,1000,{gold=10000},,24
22326,2000,{gold=10000},,24
22327,3000,{gold=10000},,24
22328,4000,{gold=10000},,24
22329,5000,{gold=10000},,24
22330,7000,{gold=10000},,24
22331,10000,{gold=10000},,24
22332,999999,{gold=10000},,24
