变量名,attrType1,symbolGroupType,attrNum2,extraAttrNum2,extraAttrsType2,starSeqID,attrType2,extraAttrsType1,extraAttrNum1,attrNum1,name,sort,power,totemGroup1,symbolPosition,nature
4190,7,5,162,69,10,,8,9,81,162,白森林,69,2,<8304;8322;8312;8440;8433;8421>,<1;2;3;4;5;7>,<15;18;2>
4191,9,5,198,634,,,10,1,922,208,迷幻森林,39,3,<8301;8339;8415;8405;8504;8505>,<1;3;4;5;6;7>,<15;18;2>
4192,1,5,,,,,,7,276,0.55%,白檀森林,14,3,<8303;8312;8401;8440;8511;8513>,<1;2;3;5;6;7>,<15;18;2>
4193,7,5,777,365,10,,8,9,375,777,微寐森林,43,5,<8317;8413;8412;8427;8504;8608>,<1;3;4;5;6;7>,<10;7;5>
4194,9,5,1.38%,1699,,,10,1,2073,1.38%,迷光森林,42,5,<8315;8411;8433;8416;8509;8609>,<1;2;3;5;6;7>,<14;8;3>
4195,1,5,,,,,,7,240,1008,沐光森林,81,3,<8329;8430;8401;8402;8429;8503>,<1;3;4;5;6;7>,<13;17;6>
4196,7,5,0.43%,134,10,,8,9,147,0.43%,专注森林,36,3,<8344;8425;8434;8431;8432;8513>,<1;2;3;4;6;7>,<14;8;3>
4197,9,5,230,634,,,10,1,1094,246,果实森林,51,4,<8431;8415;8437;8405;8501;8502>,<1;2;3;4;6;7>,<10;7;5>
4198,14,5,24,326,8,,16,7,326,24,茂青丛林,37,4,<8403;8436;8435;8418;8503;8508>,<1;2;3;4;5;7>,<13;17;6>
4199,92,5,9,61,10,,93,9,72,9,葱翠树林,93,2,<8329;8303;8312;8314;8324;8416;8423>,<1;2;3;4;5;6;7>,<14;8;3>
4200,7,5,141,0,,,8,1,375,141,游猎丛林,11,2,<8341;8301;8307;8311;8335;8407;8439>,<1;2;3;4;5;6;7>,<15;18;2>
4201,24,5,15,174,8,,25,7,174,15,橄榄丛林,31,3,<8311;8314;8313;8316;8340;8403;8510>,<1;2;3;4;5;6;7>,<11;16;1>
4202,1,5,,,,,,9,108,720,丛林遗迹,46,3,<8316;8314;8323;8326;8331;8420;8513>,<1;2;3;4;5;6;7>,<13;17;6>
4203,7,5,1.18%,1382,,,8,1,1642,1.18%,椰林村,46,4,<8308;8322;8337;8301;8325;8424;8603>,<1;2;3;4;5;6;7>,<14;8;3>
4204,9,5,363,493,8,,10,7,493,372,险林,84,4,<8309;8342;8314;8344;8334;8436;8606>,<1;2;3;4;5;6;7>,<13;17;6>
4205,1,5,,,,,,9,387,2664,迎风林,64,5,<8318;8309;8306;8336;8513;8511;8614>,<1;2;3;4;5;6;7>,<12;4;9>
4206,7,5,1199,3081,,,8,1,3197,1199,迷失山林,92,6,<8340;8335;8317;8333;8510;8610;8602>,<1;2;3;4;5;6;7>,<11;16;1>
4207,9,5,0.28%,163,8,,10,7,163,0.28%,誓约之林,52,3,<8313;8343;8325;8433;8430;8407;8404>,<1;2;3;4;5;6;7>,<10;7;5>
4208,1,5,,,,,,9,102,0.28%,宫殿林荫道,73,3,<8319;8337;8303;8410;8429;8401;8422>,<1;2;3;4;5;6;7>,<12;4;9>
4209,7,5,281,317,,,8,1,749,281,香薰林道,19,3,<8310;8338;8336;8408;8419;8432;8510>,<1;2;3;4;5;6;7>,<14;8;3>
4210,9,5,155,224,8,,10,7,224,170,树荫丛林,0,3,<8333;8324;8327;8440;8413;8411;8511>,<1;2;3;4;5;6;7>,<11;16;1>
4211,1,5,,,,,,9,330,2268,波尼树林,74,4,<8308;8344;8304;8437;8422;8421;8601>,<1;2;3;4;5;6;7>,<14;8;3>
4212,7,5,1.38%,1699,,,8,1,2016,1.38%,记号树林,30,5,<8326;8330;8323;8408;8421;8509;8613>,<1;2;3;4;5;6;7>,<10;7;5>
4213,9,5,444,604,8,,10,7,604,455,白色湖泊,12,5,<8332;8304;8307;8432;8415;8504;8601>,<1;2;3;4;5;6;7>,<13;17;6>
4214,1,5,,,,,,9,153,0.45%,荒凉海边,83,3,<8326;8313;8414;8410;8411;8404;8501>,<1;2;3;4;5;6;7>,<15;18;2>
4215,7,5,313,317,,,8,1,835,313,度假胜地,19,3,<8329;8338;8438;8408;8406;8423;8512>,<1;2;3;4;5;6;7>,<12;4;9>
4216,17,5,24,310,8,,18,7,310,24,安静洞窟,0,4,<8323;8342;8405;8410;8435;8505;8502>,<1;2;3;4;5;6;7>,<15;18;2>
4217,1,5,,,,,,9,381,2628,海之彼岸,74,5,<8305;8339;8434;8429;8418;8502;8604>,<1;2;3;4;5;6;7>,<11;16;1>
4218,7,5,345,317,,,8,1,921,345,夜空边际,30,3,<8330;8424;8428;8401;8427;8411;8504>,<1;2;3;4;5;6;7>,<14;8;3>
4219,9,5,0.63%,335,8,,10,7,335,0.63%,秘密海滨,12,4,<8327;8416;8431;8417;8412;8514;8507>,<1;2;3;4;5;6;7>,<10;7;5>
4220,1,5,,,,,,9,204,1404,秘密花圃,83,4,<8333;8419;8404;8413;8414;8505;8514>,<1;2;3;4;5;6;7>,<10;7;5>
