变量名,attrNum4,attrType4,attrNum3,attrType3,attrNum2,exp,attrType2,attrNum1,attrType1,natureType,level,awakeSeqID,zawakeID,attrAddType,viceHeldItem,skillID,attrNum5,attrType5,costItemMap,extraScene,extraAttrs,nvalue,activeReq,__version
2011805,309,9,444,8,444,203,7,2229,1,,5,8,1911,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
2011806,312,9,448,8,448,203,7,2250,1,,6,8,1911,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
2011807,315,9,452,8,452,203,7,2271,1,,7,8,1911,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
2011808,318,9,457,8,457,203,7,2293,1,,8,8,1911,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
2021101,135,9,194,8,194,75,7,974,1,,1,1,1921,,,,135,10,{51921=4;59002=4;gold=150000},,,,,
2021102,136,9,196,8,196,75,7,984,1,,2,1,1921,,,,136,10,{51921=4;59002=4;gold=180000},,,,,
2021103,138,9,198,8,198,75,7,993,1,,3,1,1921,,,,138,10,{51921=5;59002=5;gold=210000},,,,,
2021104,139,9,200,8,200,75,7,1003,1,,4,1,1921,,,,139,10,{51921=5;59002=5;gold=240000},<0>,{1=3%},,,
2021105,140,9,202,8,202,75,7,1013,1,,5,1,1921,,,,140,10,{51921=6;59002=6;gold=270000},,,,,
2021106,142,9,204,8,204,75,7,1023,1,,6,1,1921,,,,142,10,{51921=6;59002=6;gold=300000},,,,,
2021107,143,9,206,8,206,75,7,1032,1,,7,1,1921,,,,143,10,{501=1;51921=7;59002=7;gold=330000},,,,,
2021108,144,9,208,8,208,75,7,1042,1,,8,1,1921,,,,144,10,{501=1;51921=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
2021201,149,9,213,8,213,90,7,1071,1,,1,2,1921,,,,149,10,{51921=6;59002=6;gold=230000},,,,,
2021202,150,9,216,8,216,90,7,1082,1,,2,2,1921,,,,150,10,{51921=6;59002=6;gold=270000},,,,,
2021203,151,9,218,8,218,90,7,1093,1,,3,2,1921,,,,151,10,{51921=7;59002=7;gold=320000},,,,,
2021204,153,9,220,8,220,90,7,1104,1,,4,2,1921,,,,153,10,{51921=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
2021205,154,9,222,8,222,90,7,1114,1,,5,2,1921,,,,154,10,{501=1;51921=8;59002=8;gold=410000},,,,,
2021206,156,9,224,8,224,90,7,1125,1,,6,2,1921,,,,156,10,{501=1;51921=8;59002=8;gold=450000},,,,,
2021207,157,9,226,8,226,90,7,1136,1,,7,2,1921,,,,157,10,{501=1;51921=9;59002=9;gold=500000},,,,,
2021208,159,9,228,8,228,90,7,1146,1,,8,2,1921,,,79001,159,10,{501=1;51921=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
2021301,162,9,233,8,233,105,7,1169,1,,1,3,1921,,,,162,10,{51921=7;59002=7;gold=350000},,,,,
2021302,164,9,235,8,235,105,7,1180,1,,2,3,1921,,,,164,10,{51921=7;59002=7;gold=410000},,,,,
2021303,165,9,237,8,237,105,7,1192,1,,3,3,1921,,,,165,10,{501=1;51921=8;59002=8;gold=480000},,,,,
2021304,167,9,240,8,240,105,7,1204,1,,4,3,1921,,,,167,10,{501=1;51921=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
2021305,168,9,242,8,242,105,7,1216,1,,5,3,1921,,,,168,10,{501=1;51921=9;59002=9;gold=620000},,,,,
2021306,170,9,244,8,244,105,7,1227,1,,6,3,1921,,,,170,10,{501=1;51921=9;59002=9;gold=680000},,,,,
2021307,172,9,247,8,247,105,7,1239,1,,7,3,1921,,,,172,10,{501=1;51921=10;59002=10;gold=750000},,,,,
2021308,173,9,249,8,249,105,7,1251,1,,8,3,1921,,,79002,173,10,{224=1;501=1;51921=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
2021401,176,9,252,8,252,120,7,1266,1,,1,4,1921,,,,176,10,{51921=9;59002=9;gold=530000},,,,,
2021402,177,9,255,8,255,120,7,1279,1,,2,4,1921,,,,177,10,{51921=9;59002=9;gold=620000},,,,,
2021403,179,9,257,8,257,120,7,1292,1,,3,4,1921,,,,179,10,{501=1;51921=10;59002=10;gold=720000},,,,,
2021404,181,9,260,8,260,120,7,1304,1,,4,4,1921,,,,181,10,{501=1;51921=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
2021405,183,9,262,8,262,120,7,1317,1,,5,4,1921,,,,183,10,{501=2;51921=11;59002=11;gold=930000},,,,,
2021406,184,9,265,8,265,120,7,1330,1,,6,4,1921,,,,184,10,{501=2;51921=11;59002=11;gold=1020000},<0>,{91=300},,,
2021407,186,9,267,8,267,120,7,1342,1,,7,4,1921,,,,186,10,{234=1;501=2;51921=12;59002=12;gold=1130000},,,,,
2021408,188,9,270,8,270,120,7,1355,1,,8,4,1921,,,79004,188,10,{501=2;2152=1;51921=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
2021501,196,9,281,8,281,150,7,1412,1,,1,5,1921,,,,196,10,{502=2;51921=10;59002=10;gold=800000},,,,,
2021502,198,9,284,8,284,150,7,1426,1,,2,5,1921,,,,198,10,{502=2;51921=10;59002=10;gold=930000},,,,,
2021503,200,9,287,8,287,150,7,1441,1,,3,5,1921,,,,200,10,{501=1;502=2;51921=11;59002=11;gold=1080000},,,,,
2021504,202,9,290,8,290,150,7,1455,1,,4,5,1921,,,,202,10,{501=2;502=2;51921=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
2021505,204,9,293,8,293,150,7,1469,1,,5,5,1921,,,,204,10,{501=2;502=2;51921=12;59002=12;gold=1400000},,,,,
2021506,206,9,295,8,295,150,7,1483,1,,6,5,1921,,,,206,10,{501=2;502=3;51921=12;59002=12;gold=1530000},,,,,
2021507,207,9,298,8,298,150,7,1497,1,,7,5,1921,,,,207,10,{501=2;502=3;51921=13;59002=13;gold=1700000},,,,,
2021508,209,9,301,8,301,150,7,1511,1,,8,5,1921,,,,209,10,{204=1;214=1;51921=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
2021601,223,9,320,8,320,188,7,1607,1,,1,6,1921,,,,223,10,{502=2;51921=11;59002=11;gold=1200000},,,,,
2021602,225,9,323,8,323,188,7,1623,1,,2,6,1921,,,,225,10,{502=2;51921=11;59002=11;gold=1400000},,,,,
2021603,227,9,327,8,327,188,7,1639,1,,3,6,1921,,,,227,10,{501=2;502=3;51921=12;59002=12;gold=1620000},,,,,
2021604,229,9,330,8,330,188,7,1655,1,,4,6,1921,,,,229,10,{501=2;502=3;51921=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
2021605,232,9,333,8,333,188,7,1671,1,,5,6,1921,,,,232,10,{501=3;502=3;51921=13;59002=13;gold=2100000},,,,,
2021606,234,9,336,8,336,188,7,1687,1,,6,6,1921,,,,234,10,{501=3;502=3;51921=13;59002=13;gold=2300000},<0>,{13=3%},,,
2021607,236,9,339,8,339,188,7,1704,1,,7,6,1921,,,,236,10,{501=3;502=4;2152=1;51921=14;59002=14;gold=2550000},,,,,
2021608,238,9,343,8,343,188,7,1720,1,,8,6,1921,,,79003,238,10,{501=3;502=4;2152=1;51921=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
2021701,257,9,369,8,369,165,7,1851,1,,1,7,1921,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
2021702,259,9,372,8,372,165,7,1869,1,,2,7,1921,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
2021703,262,9,376,8,376,165,7,1888,1,,3,7,1921,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
2021704,264,9,380,8,380,165,7,1906,1,,4,7,1921,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
2021705,267,9,383,8,383,165,7,1925,1,,5,7,1921,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
2021706,269,9,387,8,387,165,7,1943,1,,6,7,1921,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
2021707,272,9,391,8,391,165,7,1962,1,,7,7,1921,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
2021708,274,9,394,8,394,165,7,1980,1,,8,7,1921,,,,274,10,{224=1;234=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
2021801,297,9,427,8,427,203,7,2143,1,,1,8,1921,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
2021802,300,9,431,8,431,203,7,2164,1,,2,8,1921,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
2021803,303,9,435,8,435,203,7,2186,1,,3,8,1921,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
2021804,306,9,440,8,440,203,7,2207,1,,4,8,1921,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
2021805,309,9,444,8,444,203,7,2229,1,,5,8,1921,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
2021806,312,9,448,8,448,203,7,2250,1,,6,8,1921,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
2021807,315,9,452,8,452,203,7,2271,1,,7,8,1921,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
2021808,318,9,457,8,457,203,7,2293,1,,8,8,1921,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
2031101,135,9,194,8,194,75,7,974,1,,1,1,1931,,,,135,10,{51931=4;59002=4;gold=150000},,,,,
2031102,136,9,196,8,196,75,7,984,1,,2,1,1931,,,,136,10,{51931=4;59002=4;gold=180000},,,,,
2031103,138,9,198,8,198,75,7,993,1,,3,1,1931,,,,138,10,{51931=5;59002=5;gold=210000},,,,,
2031104,139,9,200,8,200,75,7,1003,1,,4,1,1931,,,,139,10,{51931=5;59002=5;gold=240000},<0>,{1=3%},,,
2031105,140,9,202,8,202,75,7,1013,1,,5,1,1931,,,,140,10,{51931=6;59002=6;gold=270000},,,,,
2031106,142,9,204,8,204,75,7,1023,1,,6,1,1931,,,,142,10,{51931=6;59002=6;gold=300000},,,,,
2031107,143,9,206,8,206,75,7,1032,1,,7,1,1931,,,,143,10,{501=1;51931=7;59002=7;gold=330000},,,,,
2031108,144,9,208,8,208,75,7,1042,1,,8,1,1931,,,,144,10,{501=1;51931=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
2031201,149,9,213,8,213,90,7,1071,1,,1,2,1931,,,,149,10,{51931=6;59002=6;gold=230000},,,,,
2031202,150,9,216,8,216,90,7,1082,1,,2,2,1931,,,,150,10,{51931=6;59002=6;gold=270000},,,,,
2031203,151,9,218,8,218,90,7,1093,1,,3,2,1931,,,,151,10,{51931=7;59002=7;gold=320000},,,,,
2031204,153,9,220,8,220,90,7,1104,1,,4,2,1931,,,,153,10,{51931=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
2031205,154,9,222,8,222,90,7,1114,1,,5,2,1931,,,,154,10,{501=1;51931=8;59002=8;gold=410000},,,,,
2031206,156,9,224,8,224,90,7,1125,1,,6,2,1931,,,,156,10,{501=1;51931=8;59002=8;gold=450000},,,,,
2031207,157,9,226,8,226,90,7,1136,1,,7,2,1931,,,,157,10,{501=1;51931=9;59002=9;gold=500000},,,,,
2031208,159,9,228,8,228,90,7,1146,1,,8,2,1931,,,79001,159,10,{501=1;51931=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
2031301,162,9,233,8,233,105,7,1169,1,,1,3,1931,,,,162,10,{51931=7;59002=7;gold=350000},,,,,
2031302,164,9,235,8,235,105,7,1180,1,,2,3,1931,,,,164,10,{51931=7;59002=7;gold=410000},,,,,
2031303,165,9,237,8,237,105,7,1192,1,,3,3,1931,,,,165,10,{501=1;51931=8;59002=8;gold=480000},,,,,
2031304,167,9,240,8,240,105,7,1204,1,,4,3,1931,,,,167,10,{501=1;51931=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
2031305,168,9,242,8,242,105,7,1216,1,,5,3,1931,,,,168,10,{501=1;51931=9;59002=9;gold=620000},,,,,
2031306,170,9,244,8,244,105,7,1227,1,,6,3,1931,,,,170,10,{501=1;51931=9;59002=9;gold=680000},,,,,
2031307,172,9,247,8,247,105,7,1239,1,,7,3,1931,,,,172,10,{501=1;51931=10;59002=10;gold=750000},,,,,
2031308,173,9,249,8,249,105,7,1251,1,,8,3,1931,,,79002,173,10,{224=1;501=1;51931=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
2031401,176,9,252,8,252,120,7,1266,1,,1,4,1931,,,,176,10,{51931=9;59002=9;gold=530000},,,,,
2031402,177,9,255,8,255,120,7,1279,1,,2,4,1931,,,,177,10,{51931=9;59002=9;gold=620000},,,,,
2031403,179,9,257,8,257,120,7,1292,1,,3,4,1931,,,,179,10,{501=1;51931=10;59002=10;gold=720000},,,,,
2031404,181,9,260,8,260,120,7,1304,1,,4,4,1931,,,,181,10,{501=1;51931=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
2031405,183,9,262,8,262,120,7,1317,1,,5,4,1931,,,,183,10,{501=2;51931=11;59002=11;gold=930000},,,,,
2031406,184,9,265,8,265,120,7,1330,1,,6,4,1931,,,,184,10,{501=2;51931=11;59002=11;gold=1020000},<0>,{91=300},,,
2031407,186,9,267,8,267,120,7,1342,1,,7,4,1931,,,,186,10,{234=1;501=2;51931=12;59002=12;gold=1130000},,,,,
2031408,188,9,270,8,270,120,7,1355,1,,8,4,1931,,,79004,188,10,{501=2;2152=1;51931=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
2031501,196,9,281,8,281,150,7,1412,1,,1,5,1931,,,,196,10,{502=2;51931=10;59002=10;gold=800000},,,,,
2031502,198,9,284,8,284,150,7,1426,1,,2,5,1931,,,,198,10,{502=2;51931=10;59002=10;gold=930000},,,,,
2031503,200,9,287,8,287,150,7,1441,1,,3,5,1931,,,,200,10,{501=1;502=2;51931=11;59002=11;gold=1080000},,,,,
2031504,202,9,290,8,290,150,7,1455,1,,4,5,1931,,,,202,10,{501=2;502=2;51931=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
2031505,204,9,293,8,293,150,7,1469,1,,5,5,1931,,,,204,10,{501=2;502=2;51931=12;59002=12;gold=1400000},,,,,
2031506,206,9,295,8,295,150,7,1483,1,,6,5,1931,,,,206,10,{501=2;502=3;51931=12;59002=12;gold=1530000},,,,,
2031507,207,9,298,8,298,150,7,1497,1,,7,5,1931,,,,207,10,{501=2;502=3;51931=13;59002=13;gold=1700000},,,,,
2031508,209,9,301,8,301,150,7,1511,1,,8,5,1931,,,,209,10,{204=1;214=1;51931=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
2031601,223,9,320,8,320,188,7,1607,1,,1,6,1931,,,,223,10,{502=2;51931=11;59002=11;gold=1200000},,,,,
2031602,225,9,323,8,323,188,7,1623,1,,2,6,1931,,,,225,10,{502=2;51931=11;59002=11;gold=1400000},,,,,
2031603,227,9,327,8,327,188,7,1639,1,,3,6,1931,,,,227,10,{501=2;502=3;51931=12;59002=12;gold=1620000},,,,,
2031604,229,9,330,8,330,188,7,1655,1,,4,6,1931,,,,229,10,{501=2;502=3;51931=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
2031605,232,9,333,8,333,188,7,1671,1,,5,6,1931,,,,232,10,{501=3;502=3;51931=13;59002=13;gold=2100000},,,,,
2031606,234,9,336,8,336,188,7,1687,1,,6,6,1931,,,,234,10,{501=3;502=3;51931=13;59002=13;gold=2300000},<0>,{13=3%},,,
2031607,236,9,339,8,339,188,7,1704,1,,7,6,1931,,,,236,10,{501=3;502=4;2152=1;51931=14;59002=14;gold=2550000},,,,,
2031608,238,9,343,8,343,188,7,1720,1,,8,6,1931,,,79003,238,10,{501=3;502=4;2152=1;51931=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
2031701,257,9,369,8,369,165,7,1851,1,,1,7,1931,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
2031702,259,9,372,8,372,165,7,1869,1,,2,7,1931,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
2031703,262,9,376,8,376,165,7,1888,1,,3,7,1931,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
2031704,264,9,380,8,380,165,7,1906,1,,4,7,1931,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
2031705,267,9,383,8,383,165,7,1925,1,,5,7,1931,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
2031706,269,9,387,8,387,165,7,1943,1,,6,7,1931,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
2031707,272,9,391,8,391,165,7,1962,1,,7,7,1931,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
2031708,274,9,394,8,394,165,7,1980,1,,8,7,1931,,,,274,10,{224=1;234=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
2031801,297,9,427,8,427,203,7,2143,1,,1,8,1931,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
2031802,300,9,431,8,431,203,7,2164,1,,2,8,1931,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
2031803,303,9,435,8,435,203,7,2186,1,,3,8,1931,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
2031804,306,9,440,8,440,203,7,2207,1,,4,8,1931,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
2031805,309,9,444,8,444,203,7,2229,1,,5,8,1931,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
2031806,312,9,448,8,448,203,7,2250,1,,6,8,1931,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
2031807,315,9,452,8,452,203,7,2271,1,,7,8,1931,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
2031808,318,9,457,8,457,203,7,2293,1,,8,8,1931,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
2041101,135,9,194,8,194,75,7,974,1,,1,1,1941,,,,135,10,{51941=4;59002=4;gold=150000},,,,,
2041102,136,9,196,8,196,75,7,984,1,,2,1,1941,,,,136,10,{51941=4;59002=4;gold=180000},,,,,
2041103,138,9,198,8,198,75,7,993,1,,3,1,1941,,,,138,10,{51941=5;59002=5;gold=210000},,,,,
2041104,139,9,200,8,200,75,7,1003,1,,4,1,1941,,,,139,10,{51941=5;59002=5;gold=240000},<0>,{1=3%},,,
2041105,140,9,202,8,202,75,7,1013,1,,5,1,1941,,,,140,10,{51941=6;59002=6;gold=270000},,,,,
2041106,142,9,204,8,204,75,7,1023,1,,6,1,1941,,,,142,10,{51941=6;59002=6;gold=300000},,,,,
2041107,143,9,206,8,206,75,7,1032,1,,7,1,1941,,,,143,10,{501=1;51941=7;59002=7;gold=330000},,,,,
2041108,144,9,208,8,208,75,7,1042,1,,8,1,1941,,,,144,10,{501=1;51941=7;59002=7;gold=360000},<0>,{24=300;25=300},,,
2041201,149,9,213,8,213,90,7,1071,1,,1,2,1941,,,,149,10,{51941=6;59002=6;gold=230000},,,,,
2041202,150,9,216,8,216,90,7,1082,1,,2,2,1941,,,,150,10,{51941=6;59002=6;gold=270000},,,,,
2041203,151,9,218,8,218,90,7,1093,1,,3,2,1941,,,,151,10,{51941=7;59002=7;gold=320000},,,,,
2041204,153,9,220,8,220,90,7,1104,1,,4,2,1941,,,,153,10,{51941=7;59002=7;gold=360000},<0>,{7=3%;8=3%},,,
2041205,154,9,222,8,222,90,7,1114,1,,5,2,1941,,,,154,10,{501=1;51941=8;59002=8;gold=410000},,,,,
2041206,156,9,224,8,224,90,7,1125,1,,6,2,1941,,,,156,10,{501=1;51941=8;59002=8;gold=450000},,,,,
2041207,157,9,226,8,226,90,7,1136,1,,7,2,1941,,,,157,10,{501=1;51941=9;59002=9;gold=500000},,,,,
2041208,159,9,228,8,228,90,7,1146,1,,8,2,1941,,,79001,159,10,{501=1;51941=9;59002=9;gold=540000},,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},
2041301,162,9,233,8,233,105,7,1169,1,,1,3,1941,,,,162,10,{51941=7;59002=7;gold=350000},,,,,
2041302,164,9,235,8,235,105,7,1180,1,,2,3,1941,,,,164,10,{51941=7;59002=7;gold=410000},,,,,
2041303,165,9,237,8,237,105,7,1192,1,,3,3,1941,,,,165,10,{501=1;51941=8;59002=8;gold=480000},,,,,
2041304,167,9,240,8,240,105,7,1204,1,,4,3,1941,,,,167,10,{501=1;51941=8;59002=8;gold=540000},<2;12>,{24=500;25=500},,,
2041305,168,9,242,8,242,105,7,1216,1,,5,3,1941,,,,168,10,{501=1;51941=9;59002=9;gold=620000},,,,,
2041306,170,9,244,8,244,105,7,1227,1,,6,3,1941,,,,170,10,{501=1;51941=9;59002=9;gold=680000},,,,,
2041307,172,9,247,8,247,105,7,1239,1,,7,3,1941,,,,172,10,{501=1;51941=10;59002=10;gold=750000},,,,,
2041308,173,9,249,8,249,105,7,1251,1,,8,3,1941,,,79002,173,10,{223=1;501=1;51941=10;59002=10;gold=810000},,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},
2041401,176,9,252,8,252,120,7,1266,1,,1,4,1941,,,,176,10,{51941=9;59002=9;gold=530000},,,,,
2041402,177,9,255,8,255,120,7,1279,1,,2,4,1941,,,,177,10,{51941=9;59002=9;gold=620000},,,,,
2041403,179,9,257,8,257,120,7,1292,1,,3,4,1941,,,,179,10,{501=1;51941=10;59002=10;gold=720000},,,,,
2041404,181,9,260,8,260,120,7,1304,1,,4,4,1941,,,,181,10,{501=1;51941=10;59002=10;gold=810000},<0>,{14=300;16=300},,,
2041405,183,9,262,8,262,120,7,1317,1,,5,4,1941,,,,183,10,{501=2;51941=11;59002=11;gold=930000},,,,,
2041406,184,9,265,8,265,120,7,1330,1,,6,4,1941,,,,184,10,{501=2;51941=11;59002=11;gold=1020000},<0>,{91=300},,,
2041407,186,9,267,8,267,120,7,1342,1,,7,4,1941,,,,186,10,{233=1;501=2;51941=12;59002=12;gold=1130000},,,,,
2041408,188,9,270,8,270,120,7,1355,1,,8,4,1941,,,79004,188,10,{501=2;2152=1;51941=12;59002=12;gold=1220000},,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},
2041501,196,9,281,8,281,150,7,1412,1,,1,5,1941,,,,196,10,{502=2;51941=10;59002=10;gold=800000},,,,,
2041502,198,9,284,8,284,150,7,1426,1,,2,5,1941,,,,198,10,{502=2;51941=10;59002=10;gold=930000},,,,,
2041503,200,9,287,8,287,150,7,1441,1,,3,5,1941,,,,200,10,{501=1;502=2;51941=11;59002=11;gold=1080000},,,,,
2041504,202,9,290,8,290,150,7,1455,1,,4,5,1941,,,,202,10,{501=2;502=2;51941=11;59002=11;gold=1220000},<6;10>,{14=500;16=500},,,
2041505,204,9,293,8,293,150,7,1469,1,,5,5,1941,,,,204,10,{501=2;502=2;51941=12;59002=12;gold=1400000},,,,,
2041506,206,9,295,8,295,150,7,1483,1,,6,5,1941,,,,206,10,{501=2;502=3;51941=12;59002=12;gold=1530000},,,,,
2041507,207,9,298,8,298,150,7,1497,1,,7,5,1941,,,,207,10,{501=2;502=3;51941=13;59002=13;gold=1700000},,,,,
2041508,209,9,301,8,301,150,7,1511,1,,8,5,1941,,,,209,10,{203=1;213=1;51941=13;59002=13;gold=1830000},<0>,{22=300;23=300},,,
2041601,223,9,320,8,320,188,7,1607,1,,1,6,1941,,,,223,10,{502=2;51941=11;59002=11;gold=1200000},,,,,
2041602,225,9,323,8,323,188,7,1623,1,,2,6,1941,,,,225,10,{502=2;51941=11;59002=11;gold=1400000},,,,,
2041603,227,9,327,8,327,188,7,1639,1,,3,6,1941,,,,227,10,{501=2;502=3;51941=12;59002=12;gold=1620000},,,,,
2041604,229,9,330,8,330,188,7,1655,1,,4,6,1941,,,,229,10,{501=2;502=3;51941=12;59002=12;gold=1830000},<13>,{22=800;23=800},,,
2041605,232,9,333,8,333,188,7,1671,1,,5,6,1941,,,,232,10,{501=3;502=3;51941=13;59002=13;gold=2100000},,,,,
2041606,234,9,336,8,336,188,7,1687,1,,6,6,1941,,,,234,10,{501=3;502=3;51941=13;59002=13;gold=2300000},<0>,{13=3%},,,
2041607,236,9,339,8,339,188,7,1704,1,,7,6,1941,,,,236,10,{501=3;502=4;2152=1;51941=14;59002=14;gold=2550000},,,,,
2041608,238,9,343,8,343,188,7,1720,1,,8,6,1941,,,79003,238,10,{501=3;502=4;2152=1;51941=14;59002=14;gold=2750000},,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},
2041701,257,9,369,8,369,165,7,1851,1,,1,7,1941,,,,257,10,{502=2;59002=22;gold=1800000},,,,,
2041702,259,9,372,8,372,165,7,1869,1,,2,7,1941,,,,259,10,{502=2;59002=22;gold=2100000},,,,,
2041703,262,9,376,8,376,165,7,1888,1,,3,7,1941,,,,262,10,{501=1;502=2;59002=23;gold=2430000},,,,,
2041704,264,9,380,8,380,165,7,1906,1,,4,7,1941,,,,264,10,{501=2;502=2;59002=23;gold=2750000},<0>,{24=300;25=300},,,
2041705,267,9,383,8,383,165,7,1925,1,,5,7,1941,,,,267,10,{501=2;502=2;59002=25;gold=3150000},,,,,
2041706,269,9,387,8,387,165,7,1943,1,,6,7,1941,,,,269,10,{501=2;502=3;59002=25;gold=3450000},,,,,
2041707,272,9,391,8,391,165,7,1962,1,,7,7,1941,,,,272,10,{501=2;502=3;59002=27;gold=3830000},,,,,
2041708,274,9,394,8,394,165,7,1980,1,,8,7,1941,,,,274,10,{223=1;233=1;59002=27;gold=4130000},<0>,{22=500;23=500},,,
2041801,297,9,427,8,427,203,7,2143,1,,1,8,1941,,,,297,10,{502=2;59002=23;gold=2700000},,,,,
2041802,300,9,431,8,431,203,7,2164,1,,2,8,1941,,,,300,10,{502=2;59002=23;gold=3150000},,,,,
2041803,303,9,435,8,435,203,7,2186,1,,3,8,1941,,,,303,10,{501=2;502=3;59002=24;gold=3650000},,,,,
2041804,306,9,440,8,440,203,7,2207,1,,4,8,1941,,,,306,10,{501=2;502=3;59002=24;gold=4130000},<0>,{14=300;16=300},,,
2041805,309,9,444,8,444,203,7,2229,1,,5,8,1941,,,,309,10,{501=3;502=3;59002=26;gold=4730000},,,,,
2041806,312,9,448,8,448,203,7,2250,1,,6,8,1941,,,,312,10,{501=3;502=3;59002=26;gold=5180000},,,,,
2041807,315,9,452,8,452,203,7,2271,1,,7,8,1941,,,,315,10,{501=3;502=4;2152=1;59002=28;gold=5750000},,,,,
2041808,318,9,457,8,457,203,7,2293,1,,8,8,1941,,,,318,10,{19=100;501=3;502=4;2152=1;59002=28;gold=6200000},<0>,{96=300;97=300},{1=8;7=8;8=8;9=8;10=8;13=8},{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},
2051101,135,9,194,8,194,75,7,974,1,,1,1,1951,,,,135,10,{51951=4;59002=4;gold=150000},,,,,
2051102,136,9,196,8,196,75,7,984,1,,2,1,1951,,,,136,10,{51951=4;59002=4;gold=180000},,,,,
