变量名,zawakeID,_beizhu,awakeSeqID,pos,scale,awakeDes1,isOpen,unlockType1,unlockLimit1,unlockType2,unlockLimit2,__version
245201,2352,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
245202,2352,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
245203,2352,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
245204,2352,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
245205,2352,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
245206,2352,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
245207,2352,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
245208,2352,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
246101,2361,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
246102,2361,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
246103,2361,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
246104,2361,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
246105,2361,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
246106,2361,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
246107,2361,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
246108,2361,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
246201,2362,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
246202,2362,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
246203,2362,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
246204,2362,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
246205,2362,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
246206,2362,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
246207,2362,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
246208,2362,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
247101,2371,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
247102,2371,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
247103,2371,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
247104,2371,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
247105,2371,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
247106,2371,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
247107,2371,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
247108,2371,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
248101,2381,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
248102,2381,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
248103,2381,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
248104,2381,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
248105,2381,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
248106,2381,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
248107,2381,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
248108,2381,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
249101,2391,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
249102,2391,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
249103,2391,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
249104,2391,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
249105,2391,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
249106,2391,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
249107,2391,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
249108,2391,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
250101,2401,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
250102,2401,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
250103,2401,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
250104,2401,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
250105,2401,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
250106,2401,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
250107,2401,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
250108,2401,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
251101,2411,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
251102,2411,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
251103,2411,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
251104,2411,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
251105,2411,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
251106,2411,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
251107,2411,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
251108,2411,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
252101,2421,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
252102,2421,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
252103,2421,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
252104,2421,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
252105,2421,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
252106,2421,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
252107,2421,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
252108,2421,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
253101,2431,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
253102,2431,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
253103,2431,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
253104,2431,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
253105,2431,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
253106,2431,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
253107,2431,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
253108,2431,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
254101,2441,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
254102,2441,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
254103,2441,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
254104,2441,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
254105,2441,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
254106,2441,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
254107,2441,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
254108,2441,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
256101,2461,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
256102,2461,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
256103,2461,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=180;star=9;zawakeStage=208},,,
256104,2461,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=12;nvalueSum=160;zawakeStage=308},,,
256105,2461,,5,,,属性获得增强,,,{advance=17;goodFeel=260;star=10;zawakeStage=408},,,
256106,2461,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=6;equipStarSum=18;zawakeStage=508},,,
256107,2461,,7,,,属性获得增强,,,{advance=19;goodFeel=350;star=11;zawakeStage=608},,,
256108,2461,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=20;nvalueSum=170;zawakeStage=708},,,
257101,2471,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
257102,2471,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
257103,2471,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
257104,2471,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
257105,2471,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
257106,2471,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
257107,2471,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
257108,2471,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
258101,2481,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
258102,2481,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
258103,2481,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
258104,2481,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
258105,2481,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
258106,2481,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
258107,2481,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
258108,2481,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
259101,2491,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
259102,2491,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
259103,2491,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
259104,2491,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
259105,2491,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
259106,2491,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
259107,2491,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
259108,2491,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
269101,2591,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
269102,2591,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
269103,2591,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
269104,2591,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
269105,2591,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
269106,2591,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
269107,2591,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
269108,2591,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
271101,2611,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
271102,2611,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
271103,2611,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
271104,2611,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
271105,2611,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
271106,2611,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
271107,2611,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
271108,2611,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
273101,2631,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
273102,2631,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
273103,2631,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
273104,2631,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
273105,2631,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
273106,2631,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
273107,2631,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
273108,2631,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
278101,2681,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
278102,2681,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
278103,2681,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
278104,2681,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
278105,2681,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
278106,2681,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
278107,2681,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
278108,2681,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
282101,2721,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
282102,2721,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
282103,2721,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
282104,2721,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
282105,2721,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
282106,2721,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
282107,2721,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
282108,2721,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
290101,2801,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
290102,2801,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
290103,2801,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
290104,2801,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
290105,2801,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
290106,2801,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
290107,2801,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
290108,2801,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
292101,2821,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
292102,2821,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
292103,2821,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
292104,2821,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
292105,2821,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
292106,2821,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
292107,2821,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
292108,2821,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
293101,2831,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
293102,2831,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
293103,2831,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
293104,2831,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
293105,2831,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
293106,2831,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
293107,2831,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
293108,2831,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
294101,2841,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
294102,2841,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
294103,2841,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
294104,2841,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
294105,2841,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
294106,2841,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
294107,2841,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
294108,2841,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
297101,2871,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
297102,2871,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
297103,2871,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
297104,2871,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
297105,2871,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
297106,2871,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
297107,2871,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
297108,2871,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
299101,2891,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
299102,2891,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
299103,2891,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
299104,2891,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
299105,2891,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
299106,2891,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
299107,2891,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
299108,2891,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
302101,2921,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
302102,2921,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
302103,2921,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
302104,2921,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
302105,2921,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
302106,2921,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
302107,2921,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
302108,2921,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
302201,2922,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
302202,2922,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
302203,2922,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
302204,2922,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
302205,2922,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
302206,2922,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
302207,2922,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
302208,2922,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
306101,2961,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
306102,2961,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
306103,2961,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
306104,2961,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=8;nvalueSum=140;zawakeStage=308},,,
306105,2961,,5,,,属性获得增强,,,{advance=15;goodFeel=200;star=10;zawakeStage=408},,,
306106,2961,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=10;zawakeStage=508},,,
306107,2961,,7,,,属性获得增强,,,{advance=16;goodFeel=250;star=11;zawakeStage=608},,,
306108,2961,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=12;nvalueSum=160;zawakeStage=708},,,
309101,2991,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
309102,2991,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
309103,2991,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
309104,2991,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
309105,2991,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
309106,2991,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
309107,2991,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
309108,2991,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
310101,3001,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
310102,3001,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
310103,3001,,3,,,小技能获得强化提升!,,,{advance=15;goodFeel=160;star=9;zawakeStage=208},,,
310104,3001,,4,,,被动技能获得强化提升!,,,{effort=9;equipStarSum=9;nvalueSum=140;zawakeStage=308},,,
310105,3001,,5,,,属性获得增强,,,{advance=16;goodFeel=220;star=10;zawakeStage=408},,,
310106,3001,,6,,,大招技能获得强化提升!,,,{effort=11;equipAwakeSum=4;equipStarSum=12;zawakeStage=508},,,
310107,3001,,7,,,属性获得增强,,,{advance=17;goodFeel=300;star=11;zawakeStage=608},,,
310108,3001,,8,,,个体值六维属性额外提升,,,{effort=11;equipStarSum=15;nvalueSum=160;zawakeStage=708},,,
311101,3011,,1,,,属性获得增强,,,{advance=13;goodFeel=100;star=8},,,
311102,3011,,2,,,普攻技能获得强化提升!,,,{effort=7;equipAwakeSum=2;equipStarSum=6;zawakeStage=108},,,
311103,3011,,3,,,小技能获得强化提升!,,,{advance=14;goodFeel=150;star=9;zawakeStage=208},,,
