变量名,zawakeID,level,awakeSeqID,costItemMap,__version
1602507,1502,7,5,{501=2;502=3;51501=16;59002=14;gold=8630000},
1602508,1502,8,5,{204=1;214=1;51501=16;59002=14;gold=9300000},
1602601,1502,1,6,{502=2;51501=13;59002=12;gold=6080000},
1602602,1502,2,6,{502=2;51501=13;59002=12;gold=7100000},
1602603,1502,3,6,{501=2;502=3;51501=14;59002=13;gold=8220000},
1602604,1502,4,6,{501=2;502=3;51501=14;59002=13;gold=9300000},
1602605,1502,5,6,{501=3;502=3;51501=16;59002=14;gold=10650000},
1602606,1502,6,6,{501=3;502=3;51501=16;59002=14;gold=11660000},
1602607,1502,7,6,{501=3;502=4;2152=1;51501=17;59002=15;gold=12950000},
1602608,1502,8,6,{501=3;502=4;2152=1;51501=17;59002=15;gold=13950000},
1602701,1502,1,7,{51501=14;59002=13;gold=9120000},
1602702,1502,2,7,{51501=14;59002=13;gold=10650000},
1602703,1502,3,7,{51501=16;59002=14;gold=12330000},
1602704,1502,4,7,{51501=16;59002=14;gold=13950000},
1602705,1502,5,7,{51501=17;59002=15;gold=15980000},
1602706,1502,6,7,{51501=17;59002=15;gold=17490000},
1602707,1502,7,7,{51501=18;59002=16;gold=19430000},
1602708,1502,8,7,{51501=18;59002=16;gold=20930000},
1602801,1502,1,8,{51501=16;59002=14;gold=13680000},
1602802,1502,2,8,{51501=16;59002=14;gold=15980000},
1602803,1502,3,8,{51501=17;59002=15;gold=18500000},
1602804,1502,4,8,{51501=17;59002=15;gold=20930000},
1602805,1502,5,8,{51501=18;59002=16;gold=23970000},
1602806,1502,6,8,{51501=18;59002=16;gold=26240000},
1602807,1502,7,8,{51501=19;59002=17;gold=29150000},
1602808,1502,8,8,{51501=19;59002=17;gold=31400000},
2072101,1972,1,1,{51971=6;59003=6;gold=1380000},
2072102,1972,2,1,{51971=6;59003=6;gold=1620000},
2072103,1972,3,1,{51971=8;59003=8;gold=1920000},
2072104,1972,4,1,{51971=8;59003=8;gold=2160000},
2072105,1972,5,1,{51971=10;59003=10;gold=2460000},
2072106,1972,6,1,{501=2;51971=10;59003=10;gold=2700000},
2072107,1972,7,1,{501=2;51971=11;59003=11;gold=3000000},
2072108,1972,8,1,{501=2;51971=11;59003=11;gold=3240000},
2072201,1972,1,2,{51971=10;59003=10;gold=2100000},
2072202,1972,2,2,{51971=10;59003=10;gold=2460000},
2072203,1972,3,2,{501=2;51971=11;59003=11;gold=2880000},
2072204,1972,4,2,{501=2;51971=11;59003=11;gold=3240000},
2072205,1972,5,2,{501=2;51971=13;59003=13;gold=3720000},
2072206,1972,6,2,{501=2;51971=13;59003=13;gold=4080000},
2072207,1972,7,2,{501=2;51971=14;59003=14;gold=4500000},
2072208,1972,8,2,{51971=14;59003=14;gold=4860000},
2072301,1972,1,3,{51971=11;59003=11;gold=3180000},
2072302,1972,2,3,{501=2;51971=11;59003=11;gold=3720000},
2072303,1972,3,3,{501=2;51971=13;59003=13;gold=4320000},
2072304,1972,4,3,{501=2;51971=13;59003=13;gold=4860000},
2072305,1972,5,3,{501=2;51971=14;59003=14;gold=5580000},
2072306,1972,6,3,{501=2;51971=14;59003=14;gold=6120000},
2072307,1972,7,3,{501=3;2152=2;51971=16;59003=16;gold=6780000},
2072308,1972,8,3,{220=2;230=2;501=3;51971=16;59003=16;gold=7320000},
2072401,1972,1,4,{501=2;51971=14;59003=14;gold=4800000},
2072402,1972,2,4,{501=2;51971=14;59003=14;gold=5580000},
2072403,1972,3,4,{501=3;51971=16;59003=16;gold=6480000},
2072404,1972,4,4,{501=3;51971=16;59003=16;gold=7320000},
2072405,1972,5,4,{501=3;51971=18;59003=18;gold=8400000},
2072406,1972,6,4,{501=3;2152=2;51971=18;59003=18;gold=9180000},
2072407,1972,7,4,{501=3;2152=2;51971=19;59003=19;gold=10200000},
2072408,1972,8,4,{200=2;210=2;51971=19;59003=19;gold=10980000},
2072501,1972,1,5,{501=3;521=3;51971=16;59003=16;gold=7200000},
2072502,1972,2,5,{501=3;521=3;51971=16;59003=16;gold=8400000},
2072503,1972,3,5,{501=3;521=3;51971=18;59003=18;gold=9720000},
2072504,1972,4,5,{501=3;521=3;51971=18;59003=18;gold=10980000},
2072505,1972,5,5,{501=3;521=3;51971=19;59003=19;gold=12600000},
2072506,1972,6,5,{501=5;521=5;51971=19;59003=19;gold=13800000},
2072507,1972,7,5,{501=5;521=5;51971=21;59003=21;gold=15300000},
2072508,1972,8,5,{220=2;230=2;51971=21;59003=21;gold=16500000},
2072601,1972,1,6,{501=3;521=3;51971=18;59003=18;gold=10800000},
2072602,1972,2,6,{501=3;521=3;51971=18;59003=18;gold=12600000},
2072603,1972,3,6,{501=3;521=5;51971=19;59003=19;gold=14580000},
2072604,1972,4,6,{501=3;521=5;51971=19;59003=19;gold=16500000},
2072605,1972,5,6,{501=5;521=5;51971=21;59003=21;gold=18900000},
2072606,1972,6,6,{501=5;521=5;51971=21;59003=21;gold=20700000},
2072607,1972,7,6,{200=2;210=2;2153=2;51971=22;59003=22;gold=22980000},
2072608,1972,8,6,{501=10;521=13;2153=2;51971=22;59003=22;gold=24780000},
2072701,1972,1,7,{51971=19;59003=19;gold=16200000},
2072702,1972,2,7,{51971=19;59003=19;gold=18900000},
2072703,1972,3,7,{51971=21;59003=21;gold=21900000},
2072704,1972,4,7,{51971=21;59003=21;gold=24780000},
2072705,1972,5,7,{51971=22;59003=22;gold=28380000},
2072706,1972,6,7,{51971=22;59003=22;gold=31080000},
2072707,1972,7,7,{51971=24;59003=24;gold=34500000},
2072708,1972,8,7,{51971=24;59003=24;gold=37200000},
2072801,1972,1,8,{51971=21;59003=21;gold=24300000},
2072802,1972,2,8,{51971=21;59003=21;gold=28380000},
2072803,1972,3,8,{51971=22;59003=22;gold=32880000},
2072804,1972,4,8,{51971=22;59003=22;gold=37200000},
2072805,1972,5,8,{51971=24;59003=24;gold=42600000},
2072806,1972,6,8,{51971=24;59003=24;gold=46620000},
2072807,1972,7,8,{51971=26;59003=26;gold=51780000},
2072808,1972,8,8,{51971=26;59003=26;gold=55800000},
2082101,1982,1,1,{51981=6;59003=6;gold=1380000},
2082102,1982,2,1,{51981=6;59003=6;gold=1620000},
2082103,1982,3,1,{51981=8;59003=8;gold=1920000},
2082104,1982,4,1,{51981=8;59003=8;gold=2160000},
2082105,1982,5,1,{51981=10;59003=10;gold=2460000},
2082106,1982,6,1,{501=2;51981=10;59003=10;gold=2700000},
2082107,1982,7,1,{501=2;51981=11;59003=11;gold=3000000},
2082108,1982,8,1,{501=2;51981=11;59003=11;gold=3240000},
2082201,1982,1,2,{51981=10;59003=10;gold=2100000},
2082202,1982,2,2,{51981=10;59003=10;gold=2460000},
2082203,1982,3,2,{501=2;51981=11;59003=11;gold=2880000},
2082204,1982,4,2,{501=2;51981=11;59003=11;gold=3240000},
2082205,1982,5,2,{501=2;51981=13;59003=13;gold=3720000},
2082206,1982,6,2,{501=2;51981=13;59003=13;gold=4080000},
2082207,1982,7,2,{501=2;51981=14;59003=14;gold=4500000},
2082208,1982,8,2,{51981=14;59003=14;gold=4860000},
2082301,1982,1,3,{51981=11;59003=11;gold=3180000},
2082302,1982,2,3,{501=2;51981=11;59003=11;gold=3720000},
2082303,1982,3,3,{501=2;51981=13;59003=13;gold=4320000},
2082304,1982,4,3,{501=2;51981=13;59003=13;gold=4860000},
2082305,1982,5,3,{501=2;51981=14;59003=14;gold=5580000},
2082306,1982,6,3,{501=2;51981=14;59003=14;gold=6120000},
2082307,1982,7,3,{501=3;2152=2;51981=16;59003=16;gold=6780000},
2082308,1982,8,3,{223=2;233=2;501=3;51981=16;59003=16;gold=7320000},
2082401,1982,1,4,{501=2;51981=14;59003=14;gold=4800000},
2082402,1982,2,4,{501=2;51981=14;59003=14;gold=5580000},
2082403,1982,3,4,{501=3;51981=16;59003=16;gold=6480000},
2082404,1982,4,4,{501=3;51981=16;59003=16;gold=7320000},
2082405,1982,5,4,{501=3;51981=18;59003=18;gold=8400000},
2082406,1982,6,4,{501=3;2152=2;51981=18;59003=18;gold=9180000},
2082407,1982,7,4,{501=3;2152=2;51981=19;59003=19;gold=10200000},
2082408,1982,8,4,{203=2;213=2;51981=19;59003=19;gold=10980000},
2082501,1982,1,5,{501=3;521=3;51981=16;59003=16;gold=7200000},
2082502,1982,2,5,{501=3;521=3;51981=16;59003=16;gold=8400000},
2082503,1982,3,5,{501=3;521=3;51981=18;59003=18;gold=9720000},
2082504,1982,4,5,{501=3;521=3;51981=18;59003=18;gold=10980000},
2082505,1982,5,5,{501=3;521=3;51981=19;59003=19;gold=12600000},
2082506,1982,6,5,{501=5;521=5;51981=19;59003=19;gold=13800000},
2082507,1982,7,5,{501=5;521=5;51981=21;59003=21;gold=15300000},
2082508,1982,8,5,{223=2;233=2;51981=21;59003=21;gold=16500000},
2082601,1982,1,6,{501=3;521=3;51981=18;59003=18;gold=10800000},
2082602,1982,2,6,{501=3;521=3;51981=18;59003=18;gold=12600000},
2082603,1982,3,6,{501=3;521=5;51981=19;59003=19;gold=14580000},
2082604,1982,4,6,{501=3;521=5;51981=19;59003=19;gold=16500000},
2082605,1982,5,6,{501=5;521=5;51981=21;59003=21;gold=18900000},
2082606,1982,6,6,{501=5;521=5;51981=21;59003=21;gold=20700000},
2082607,1982,7,6,{203=2;213=2;2153=2;51981=22;59003=22;gold=22980000},
2082608,1982,8,6,{501=10;521=13;2153=2;51981=22;59003=22;gold=24780000},
2082701,1982,1,7,{51981=19;59003=19;gold=16200000},
2082702,1982,2,7,{51981=19;59003=19;gold=18900000},
2082703,1982,3,7,{51981=21;59003=21;gold=21900000},
2082704,1982,4,7,{51981=21;59003=21;gold=24780000},
2082705,1982,5,7,{51981=22;59003=22;gold=28380000},
2082706,1982,6,7,{51981=22;59003=22;gold=31080000},
2082707,1982,7,7,{51981=24;59003=24;gold=34500000},
2082708,1982,8,7,{51981=24;59003=24;gold=37200000},
2082801,1982,1,8,{51981=21;59003=21;gold=24300000},
2082802,1982,2,8,{51981=21;59003=21;gold=28380000},
2082803,1982,3,8,{51981=22;59003=22;gold=32880000},
2082804,1982,4,8,{51981=22;59003=22;gold=37200000},
2082805,1982,5,8,{51981=24;59003=24;gold=42600000},
2082806,1982,6,8,{51981=24;59003=24;gold=46620000},
2082807,1982,7,8,{51981=26;59003=26;gold=51780000},
2082808,1982,8,8,{51981=26;59003=26;gold=55800000},
2402101,2302,1,1,{52301=8;59002=6;gold=530000},
2402102,2302,2,1,{52301=8;59002=6;gold=620000},
2402103,2302,3,1,{52301=10;59002=7;gold=720000},
2402104,2302,4,1,{52301=10;59002=7;gold=810000},
2402105,2302,5,1,{52301=12;59002=8;gold=930000},
2402106,2302,6,1,{52301=12;59002=8;gold=1020000},
2402107,2302,7,1,{501=1;52301=14;59002=9;gold=1130000},
2402108,2302,8,1,{501=1;52301=14;59002=9;gold=1220000},
2402201,2302,1,2,{52301=12;59002=8;gold=800000},
2402202,2302,2,2,{52301=12;59002=8;gold=930000},
2402203,2302,3,2,{52301=14;59002=9;gold=1080000},
2402204,2302,4,2,{52301=14;59002=9;gold=1220000},
2402205,2302,5,2,{501=1;52301=16;59002=10;gold=1400000},
2402206,2302,6,2,{501=1;52301=16;59002=10;gold=1530000},
2402207,2302,7,2,{501=1;52301=18;59002=11;gold=1700000},
2402208,2302,8,2,{501=1;52301=18;59002=11;gold=1830000},
2402301,2302,1,3,{52301=14;59002=9;gold=1200000},
2402302,2302,2,3,{52301=14;59002=9;gold=1400000},
2402303,2302,3,3,{501=1;52301=16;59002=10;gold=1620000},
2402304,2302,4,3,{501=1;52301=16;59002=10;gold=1830000},
2402305,2302,5,3,{501=1;52301=18;59002=11;gold=2100000},
2402306,2302,6,3,{501=1;52301=18;59002=11;gold=2300000},
2402307,2302,7,3,{501=1;52301=20;59002=12;gold=2550000},
2402308,2302,8,3,{220=1;501=1;52301=20;59002=12;gold=2750000},
2402401,2302,1,4,{52301=18;59002=11;gold=1800000},
2402402,2302,2,4,{52301=18;59002=11;gold=2100000},
2402403,2302,3,4,{501=1;52301=20;59002=12;gold=2430000},
2402404,2302,4,4,{501=1;52301=20;59002=12;gold=2750000},
2402405,2302,5,4,{501=2;52301=22;59002=13;gold=3150000},
2402406,2302,6,4,{501=2;52301=22;59002=13;gold=3450000},
2402407,2302,7,4,{230=1;501=2;52301=24;59002=14;gold=3830000},
2402408,2302,8,4,{501=2;2152=1;52301=24;59002=14;gold=4130000},
2402501,2302,1,5,{502=2;52301=20;59002=12;gold=2700000},
2402502,2302,2,5,{502=2;52301=20;59002=12;gold=3150000},
2402503,2302,3,5,{501=1;502=2;52301=22;59002=13;gold=3650000},
2402504,2302,4,5,{501=2;502=2;52301=22;59002=13;gold=4130000},
2402505,2302,5,5,{501=2;502=2;52301=24;59002=14;gold=4730000},
2402506,2302,6,5,{501=2;502=3;52301=24;59002=14;gold=5180000},
2402507,2302,7,5,{501=2;502=3;52301=26;59002=15;gold=5750000},
2402508,2302,8,5,{200=1;210=1;52301=26;59002=15;gold=6200000},
2402601,2302,1,6,{502=2;52301=22;59002=13;gold=4050000},
2402602,2302,2,6,{502=2;52301=22;59002=13;gold=4730000},
2402603,2302,3,6,{501=2;502=3;52301=24;59002=14;gold=5480000},
2402604,2302,4,6,{501=2;502=3;52301=24;59002=14;gold=6200000},
2402605,2302,5,6,{501=3;502=3;52301=26;59002=15;gold=7100000},
2402606,2302,6,6,{501=3;502=3;52301=26;59002=15;gold=7770000},
2402607,2302,7,6,{501=3;502=4;2152=1;52301=28;59002=16;gold=8630000},
2402608,2302,8,6,{501=3;502=4;2152=1;52301=28;59002=16;gold=9300000},
2402701,2302,1,7,{52301=24;59002=14;gold=6080000},
2402702,2302,2,7,{52301=24;59002=14;gold=7100000},
2402703,2302,3,7,{52301=26;59002=15;gold=8220000},
2402704,2302,4,7,{52301=26;59002=15;gold=9300000},
2402705,2302,5,7,{52301=28;59002=16;gold=10650000},
2402706,2302,6,7,{52301=28;59002=16;gold=11660000},
2402707,2302,7,7,{52301=30;59002=17;gold=12950000},
2402708,2302,8,7,{52301=30;59002=17;gold=13950000},
2402801,2302,1,8,{52301=26;59002=15;gold=9120000},
2402802,2302,2,8,{52301=26;59002=15;gold=10650000},
2402803,2302,3,8,{52301=28;59002=16;gold=12330000},
2402804,2302,4,8,{52301=28;59002=16;gold=13950000},
2402805,2302,5,8,{52301=30;59002=17;gold=15980000},
2402806,2302,6,8,{52301=30;59002=17;gold=17490000},
2402807,2302,7,8,{52301=32;59002=18;gold=19430000},
2402808,2302,8,8,{52301=32;59002=18;gold=20930000},
