变量名,name,languages,cardID,icon,desc,desc1,quality,type,stackMax,effBtn,pageTag,produceGate1,produceGate2,produceGate3,produceGate4,produceGate5,produceGate6,produceGate7,produceDesc,effect,sortType,sortValue,__version
54191,炎兔儿·Z觉醒碎片,,4191,config/portrait/jinglingtouxiang/img_813_yte@.png,用于提升炎兔儿的Z觉醒养成,用于提升炎兔儿的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54201,泪眼蜥·Z觉醒碎片,,4201,config/portrait/jinglingtouxiang/img_816_lyx@.png,用于提升泪眼蜥的Z觉醒养成,用于提升泪眼蜥的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54301,苹裹龙·Z觉醒碎片,,4301,config/portrait/jinglingtouxiang/img_841_pgl@.png,用于提升苹裹龙的Z觉醒养成,用于提升苹裹龙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54391,捣蛋小妖·Z觉醒碎片,,4391,config/portrait/jinglingtouxiang/img_859_ddxy@.png,用于提升捣蛋小妖的Z觉醒养成,用于提升捣蛋小妖的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54441,踏冰人偶·Z觉醒碎片,,4441,config/portrait/jinglingtouxiang/img_866_tbro@.png,用于提升踏冰人偶的Z觉醒养成,用于提升踏冰人偶的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54521,爱管侍·Z觉醒碎片,,4521,config/portrait/jinglingtouxiang/img_876_ags@.png,用于提升爱管侍的Z觉醒养成,用于提升爱管侍的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54561,鳃鱼龙·Z觉醒碎片,,4561,config/portrait/jinglingtouxiang/img_882_syl@.png,用于提升鳃鱼龙的Z觉醒养成,用于提升鳃鱼龙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54571,铝钢龙·Z觉醒碎片,,4571,config/portrait/jinglingtouxiang/img_884_lgl@.png,用于提升铝钢龙的Z觉醒养成,用于提升铝钢龙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54581,多龙梅西亚·Z觉醒碎片,,4581,config/portrait/jinglingtouxiang/img_885_dlmxy@.png,用于提升多龙梅西亚的Z觉醒养成,用于提升多龙梅西亚的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54591,苍响·Z觉醒碎片,,4591,config/portrait/jinglingtouxiang/img_888_cx@.png,用于提升苍响的Z觉醒养成,用于提升苍响的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54601,藏玛然特·Z觉醒碎片,,4601,config/portrait/jinglingtouxiang/img_889_zmrt@.png,用于提升藏玛然特的Z觉醒养成,用于提升藏玛然特的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54611,无极汰那·Z觉醒碎片,,4611,config/portrait/jinglingtouxiang/img_890_wjtn@.png,用于提升无极汰那的Z觉醒养成,用于提升无极汰那的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54621,熊徒弟·Z觉醒碎片,,4621,config/portrait/jinglingtouxiang/img_891_xtd@.png,用于提升熊徒弟的Z觉醒养成,用于提升熊徒弟的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54623,武道熊师·连击流·Z觉醒碎片,,4623,config/portrait/jinglingtouxiang/img_892_wdxsljl@.png,用于提升武道熊师·连击流的Z觉醒养成,用于提升武道熊师·连击流的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54631,萨戮德·Z觉醒碎片,,4631,config/portrait/jinglingtouxiang/img_893_sld@.png,用于提升萨戮德的Z觉醒养成,用于提升萨戮德的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54641,雷吉艾勒奇·Z觉醒碎片,,4641,config/portrait/jinglingtouxiang/img_894_ljalq@.png,用于提升雷吉艾勒奇的Z觉醒养成,用于提升雷吉艾勒奇的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54651,雷吉铎拉戈·Z觉醒碎片,,4651,config/portrait/jinglingtouxiang/img_895_ljdlg@.png,用于提升雷吉铎拉戈的Z觉醒养成,用于提升雷吉铎拉戈的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54661,雪暴马·Z觉醒碎片,,4661,config/portrait/jinglingtouxiang/img_896_xbm@.png,用于提升雪暴马的Z觉醒养成,用于提升雪暴马的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54671,灵幽马·Z觉醒碎片,,4671,config/portrait/jinglingtouxiang/img_897_lym@.png,用于提升灵幽马的Z觉醒养成,用于提升灵幽马的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54682,蕾冠王·白马·Z觉醒碎片,,4682,config/portrait/jinglingtouxiang/img_898_lgwbm@.png,用于提升蕾冠王·白马的Z觉醒养成,用于提升蕾冠王·白马的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54683,蕾冠王·黑马·Z觉醒碎片,,4683,config/portrait/jinglingtouxiang/img_898_lgwhm@.png,用于提升蕾冠王·黑马的Z觉醒养成,用于提升蕾冠王·黑马的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
54701,劈斧螳螂·Z觉醒碎片,,4701,config/portrait/jinglingtouxiang/img_900_pftl@.png,用于提升劈斧螳螂的Z觉醒养成,用于提升劈斧螳螂的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54761,新叶喵·Z觉醒碎片,,4761,config/portrait/jinglingtouxiang/img_906_xym@.png,用于提升新叶喵的Z觉醒养成,用于提升新叶喵的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54771,呆火鳄·Z觉醒碎片,,4771,config/portrait/jinglingtouxiang/img_909_dhe@.png,用于提升呆火鳄的Z觉醒养成,用于提升呆火鳄的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54851,迷你芙·Z觉醒碎片,,4851,config/portrait/jinglingtouxiang/img_928_mnf@.png,用于提升迷你芙的Z觉醒养成,用于提升迷你芙的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
54991,小锻匠·Z觉醒碎片,,4991,config/portrait/jinglingtouxiang/img_957_xdj@.png,用于提升小锻匠的Z觉醒养成,用于提升小锻匠的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55211,振翼发·Z觉醒碎片,,5211,config/portrait/jinglingtouxiang/img_987_zyf@.png,用于提升振翼发的Z觉醒养成,用于提升振翼发的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55221,爬地翅·Z觉醒碎片,,5221,config/portrait/jinglingtouxiang/img_988_pdc@.png,用于提升爬地翅的Z觉醒养成,用于提升爬地翅的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55241,铁辙迹·Z觉醒碎片,,5241,config/portrait/jinglingtouxiang/img_990_tzj@.png,用于提升铁辙迹的Z觉醒养成,用于提升铁辙迹的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55331,古剑豹·Z觉醒碎片,,5331,config/portrait/jinglingtouxiang/img_1002_gjb@.png,用于提升古剑豹的Z觉醒养成,用于提升古剑豹的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55361,轰鸣月·Z觉醒碎片,,5361,config/portrait/jinglingtouxiang/img_1005_hmy@.png,用于提升轰鸣月的Z觉醒养成,用于提升轰鸣月的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55381,故勒顿·Z觉醒碎片,,5381,config/portrait/jinglingtouxiang/img_1007_gld@.png,用于提升故勒顿的Z觉醒养成,用于提升故勒顿的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
55391,密勒顿·Z觉醒碎片,,5391,config/portrait/jinglingtouxiang/img_1008_mld@.png,用于提升密勒顿的Z觉醒养成,用于提升密勒顿的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
55401,波荡水·Z觉醒碎片,,5401,config/portrait/jinglingtouxiang/img_1009_bds@.png,用于提升波荡水的Z觉醒养成,用于提升波荡水的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
55481,厄诡椪·Z觉醒碎片,,5481,config/portrait/jinglingtouxiang/img_1017_egpbc@.png,用于提升厄诡椪的Z觉醒养成,用于提升厄诡椪的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
55561,桃歹郎·Z觉醒碎片,,5561,config/portrait/jinglingtouxiang/img_1025_tdl@.png,用于提升桃歹郎的Z觉醒养成,用于提升桃歹郎的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57001,小智版皮卡丘·Z觉醒碎片,,7001,config/portrait/jinglingtouxiang/img_25_xzpkq@.png,用于提升小智版皮卡丘的Z觉醒养成,用于提升小智版皮卡丘的Z觉醒养成,5,,,,,zawakeFragExclusive,,,,,,,,,,,
57011,小智版甲贺忍蛙·Z觉醒碎片,,7011,config/portrait/jinglingtouxiang/img_658_xzbjhrw@.png,用于提升小智版甲贺忍蛙的Z觉醒养成,用于提升小智版甲贺忍蛙的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57021,闪光超级耿鬼·Z觉醒碎片,,7021,config/portrait/jinglingtouxiang/img_94_yscjgg@.png,用于提升闪光超级耿鬼的Z觉醒养成,用于提升闪光超级耿鬼的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57031,闪光超级班基拉斯·Z觉醒碎片,,7031,config/portrait/jinglingtouxiang/img_248_sgcjbjls@.png,用于提升闪光超级班基拉斯的Z觉醒养成,用于提升闪光超级班基拉斯的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57041,起源梦幻·Z觉醒碎片,,7041,config/portrait/jinglingtouxiang/img_151_qymh@.png,用于提升起源梦幻的Z觉醒养成,用于提升起源梦幻的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57051,闪光超级沙奈朵·Z觉醒碎片,,7051,config/portrait/jinglingtouxiang/img_282_sgcjsnd@.png,用于提升闪光超级沙奈朵的Z觉醒养成,用于提升闪光超级沙奈朵的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57061,闪光超级艾路雷朵·Z觉醒碎片,,7061,config/portrait/jinglingtouxiang/img_475_sgcjalld@.png,用于提升闪光超级艾路雷朵的Z觉醒养成,用于提升闪光超级艾路雷朵的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57071,凯路迪欧·觉悟·Z觉醒碎片,,7071,config/portrait/jinglingtouxiang/img_647_kldojwxt@.png,用于提升凯路迪欧·觉悟的Z觉醒养成,用于提升凯路迪欧·觉悟的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57081,大吾超级巨金怪·Z觉醒碎片,,7081,config/portrait/jinglingtouxiang/img_376_sgcjjjg@.png,用于提升大吾超级巨金怪的Z觉醒养成,用于提升大吾超级巨金怪的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57091,竹兰超级烈咬陆鲨·Z觉醒碎片,,7091,config/portrait/jinglingtouxiang/img_445_bzcjlyls@.png,用于提升竹兰超级烈咬陆鲨的Z觉醒养成,用于提升竹兰超级烈咬陆鲨的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57101,假面超级火焰鸡·Z觉醒碎片,,7101,config/portrait/jinglingtouxiang/img_257_jmcjhyj@.png,用于提升假面超级火焰鸡的Z觉醒养成,用于提升假面超级火焰鸡的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57111,闪光超级路卡利欧·Z觉醒碎片,,7111,config/portrait/jinglingtouxiang/img_448_sgcjlklo@.png,用于提升闪光超级路卡利欧的Z觉醒养成,用于提升闪光超级路卡利欧的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57121,艾岚超级喷火龙X·Z觉醒碎片,,7121,config/portrait/jinglingtouxiang/img_6_alcjphlx@.png,用于提升艾岚超级喷火龙X的Z觉醒养成,用于提升艾岚超级喷火龙X的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57131,闪光超级暴雪王·Z觉醒碎片,,7131,config/portrait/jinglingtouxiang/img_460_sgcjbxw@.png,用于提升闪光超级暴雪王的Z觉醒养成,用于提升闪光超级暴雪王的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57141,闪光超级蜥蜴王·Z觉醒碎片,,7141,config/portrait/jinglingtouxiang/img_254_sgcjxyw@.png,用于提升闪光超级蜥蜴王的Z觉醒养成,用于提升闪光超级蜥蜴王的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57151,闪光超级妙蛙花·Z觉醒碎片,,7151,config/portrait/jinglingtouxiang/img_3_sgcjmwh@.png,用于提升闪光超级妙蛙花的Z觉醒养成,用于提升闪光超级妙蛙花的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57161,冠军皮卡丘·Z觉醒碎片,,7161,config/portrait/jinglingtouxiang/img_25_gjpkq@.png,用于提升冠军皮卡丘的Z觉醒养成,用于提升冠军皮卡丘的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57171,小刚超级大钢蛇·Z觉醒碎片,,7171,config/portrait/jinglingtouxiang/img_208_xgcjdgs@.png,用于提升小刚超级大钢蛇的Z觉醒养成,用于提升小刚超级大钢蛇Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57181,希嘉娜超级暴飞龙·Z觉醒碎片,,7181,config/portrait/jinglingtouxiang/img_373_xjncjbfl@.png,用于提升希嘉娜超级暴飞龙的Z觉醒养成,用于提升希嘉娜超级暴飞龙的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57191,红色闪电超级巨钳螳螂·Z觉醒碎片,,7191,config/portrait/jinglingtouxiang/img_212_sgcjjqtl@.png,用于提升红色闪电超级巨钳螳螂的Z觉醒养成,用于提升希红色闪电超级巨钳螳螂的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57201,虫王赫拉克罗斯·Z觉醒碎片,,7201,config/portrait/jinglingtouxiang/img_214_cwhlkls@.png,用于提升虫王赫拉克罗斯的Z觉醒养成,用于提升虫王赫拉克罗斯的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57211,大甲超级凯罗斯·Z觉醒碎片,,7211,config/portrait/jinglingtouxiang/img_127_djcjkls@.png,用于提升大甲超级凯罗斯的Z觉醒养成,用于提升大甲超级凯罗斯的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57221,闪光超级化石翼龙·Z觉醒碎片,,7221,config/portrait/jinglingtouxiang/img_142_sgcjhsyl@.png,用于提升闪光超级化石翼龙的Z觉醒养成,用于提升闪光超级化石翼龙的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57231,闪光超级龙头地鼠·Z觉醒碎片,,7231,config/portrait/jinglingtouxiang/img_530_djcjltds@.png,用于提升闪光超级龙头地鼠的Z觉醒养成,用于提升闪光超级龙头地鼠的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57241,闪光超级雪妖女·Z觉醒碎片,,7241,config/portrait/jinglingtouxiang/img_478_sgcjxyn@.png,用于提升闪光超级雪妖女的Z觉醒养成,用于提升闪光超级雪妖女的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57251,闪光超级阿勃梭鲁·Z觉醒碎片,,7251,config/portrait/jinglingtouxiang/img_359_sgcjabsl@.png,用于提升闪光超级阿勃梭鲁的Z觉醒养成,用于提升闪光超级阿勃梭鲁的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
57261,闪光超级炎武王·Z觉醒碎片,,7261,config/portrait/jinglingtouxiang/img_500_sgcjyww@.png,用于提升闪光超级炎武王的Z觉醒养成,用于提升闪光超级炎武王的Z觉醒养成,6,,,,,zawakeFragExclusive,,,,,,,,,,,
59001,低级Z觉醒碎片,,,config/item/icon_zjx_purple.png,紫色Z觉醒碎片,用于提升稀有及其以下稀有度精灵的Z觉醒养成,,6,,,,zawakeFragCurrency,,,,,,,,,,,
59002,中级Z觉醒碎片,,,config/item/icon_zjx_orange.png,橙色Z觉醒碎片,用于提升精英稀有度精灵的Z觉醒养成,5,6,,,,zawakeFragCurrency,,,,,,,,,,,
59003,高级Z觉醒碎片,,,config/item/icon_zjx_red.png,红色Z觉醒碎片,用于提升史诗及其以上稀有度精灵的Z觉醒养成,6,6,,,,zawakeFragCurrency,,,,,,,,,,,
