变量名,seq,attrType3,attrNum2,attrType2,attrNum3,attrNum1,attrType1,level
23038,23,10,2010,9,2010,7188,1,38
23039,23,10,2043,9,2043,7304,1,39
23040,23,10,2075,9,2075,7420,1,40
23041,23,10,2164,9,2164,7739,1,41
23042,23,10,2198,9,2198,7860,1,42
23043,23,10,2232,9,2232,7981,1,43
23044,23,10,2266,9,2266,8103,1,44
23045,23,10,2300,9,2300,8224,1,45
23046,23,10,2397,9,2397,8573,1,46
23047,23,10,2433,9,2433,8699,1,47
23048,23,10,2468,9,2468,8825,1,48
23049,23,10,2503,9,2503,8952,1,49
23050,23,10,2539,9,2539,9078,1,50
23051,23,10,2645,9,2645,9457,1,51
23052,23,10,2681,9,2681,9588,1,52
23053,23,10,2718,9,2718,9720,1,53
23054,23,10,2755,9,2755,9851,1,54
23055,23,10,2792,9,2792,9982,1,55
23056,23,10,2906,9,2906,10392,1,56
23057,23,10,2944,9,2944,10528,1,57
23058,23,10,2982,9,2982,10665,1,58
23059,23,10,3020,9,3020,10801,1,59
23060,23,10,3059,9,3059,10937,1,60
23061,23,10,3182,9,3182,11377,1,61
23062,23,10,3221,9,3221,11518,1,62
23063,23,10,3261,9,3261,11660,1,63
23064,23,10,3300,9,3300,11801,1,64
23065,23,10,3340,9,3340,11943,1,65
23066,23,10,3471,9,3471,12413,1,66
23067,23,10,3512,9,3512,12559,1,67
23068,23,10,3553,9,3553,12706,1,68
23069,23,10,3594,9,3594,12853,1,69
23070,23,10,3635,9,3635,12999,1,70
23071,23,10,3775,9,3775,13499,1,71
23072,23,10,3817,9,3817,13651,1,72
23073,23,10,3860,9,3860,13803,1,73
23074,23,10,3902,9,3902,13954,1,74
23075,23,10,3945,9,3945,14106,1,75
23076,23,10,4093,9,4093,14636,1,76
23077,23,10,4137,9,4137,14793,1,77
23078,23,10,4181,9,4181,14950,1,78
23079,23,10,4224,9,4224,15106,1,79
23080,23,10,4268,9,4268,15263,1,80
23081,23,10,4425,9,4425,15824,1,81
23082,23,10,4470,9,4470,15985,1,82
23083,23,10,4516,9,4516,16147,1,83
23084,23,10,4561,9,4561,16309,1,84
23085,23,10,4606,9,4606,16471,1,85
23086,23,10,4771,9,4771,17062,1,86
23087,23,10,4818,9,4818,17229,1,87
23088,23,10,4865,9,4865,17395,1,88
23089,23,10,4911,9,4911,17562,1,89
23090,23,10,4958,9,4958,17729,1,90
23091,23,10,5132,9,5132,18350,1,91
23092,23,10,5180,9,5180,18522,1,92
23093,23,10,5228,9,5228,18694,1,93
23094,23,10,5276,9,5276,18866,1,94
23095,23,10,5324,9,5324,19038,1,95
23096,23,10,5506,9,5506,19689,1,96
23097,23,10,5556,9,5556,19866,1,97
23098,23,10,5605,9,5605,20043,1,98
23099,23,10,5655,9,5655,20220,1,99
23100,23,10,5704,9,5704,20397,1,100
24001,24,8,866,7,866,1444,1,1
24002,24,8,890,7,890,1484,1,2
24003,24,8,915,7,915,1525,1,3
24004,24,8,939,7,939,1565,1,4
24005,24,8,963,7,963,1606,1,5
24006,24,8,995,7,995,1659,1,6
24007,24,8,1021,7,1021,1702,1,7
24008,24,8,1047,7,1047,1745,1,8
24009,24,8,1073,7,1073,1787,1,9
24010,24,8,1098,7,1098,1830,1,10
24011,24,8,1139,7,1139,1899,1,11
24012,24,8,1166,7,1166,1944,1,12
24013,24,8,1194,7,1194,1990,1,13
24014,24,8,1221,7,1221,2035,1,14
24015,24,8,1248,7,1248,2081,1,15
24016,24,8,1298,7,1298,2164,1,16
24017,24,8,1327,7,1327,2212,1,17
24018,24,8,1356,7,1356,2260,1,18
24019,24,8,1385,7,1385,2308,1,19
24020,24,8,1414,7,1414,2356,1,20
24021,24,8,1473,7,1473,2455,1,21
24022,24,8,1503,7,1503,2505,1,22
24023,24,8,1533,7,1533,2556,1,23
24024,24,8,1564,7,1564,2606,1,24
24025,24,8,1594,7,1594,2657,1,25
24026,24,8,1662,7,1662,2770,1,26
24027,24,8,1694,7,1694,2823,1,27
24028,24,8,1726,7,1726,2876,1,28
24029,24,8,1757,7,1757,2929,1,29
24030,24,8,1790,7,1790,2983,1,30
24031,24,8,1867,7,1867,3111,1,31
24032,24,8,1900,7,1900,3167,1,32
24033,24,8,1934,7,1934,3223,1,33
24034,24,8,1967,7,1967,3278,1,34
24035,24,8,2000,7,2000,3334,1,35
24036,24,8,2087,7,2087,3478,1,36
24037,24,8,2122,7,2122,3536,1,37
24038,24,8,2156,7,2156,3594,1,38
24039,24,8,2192,7,2192,3652,1,39
24040,24,8,2226,7,2226,3710,1,40
24041,24,8,2321,7,2321,3869,1,41
24042,24,8,2358,7,2358,3930,1,42
24043,24,8,2394,7,2394,3991,1,43
24044,24,8,2431,7,2431,4051,1,44
24045,24,8,2467,7,2467,4112,1,45
24046,24,8,2572,7,2572,4286,1,46
24047,24,8,2609,7,2609,4349,1,47
24048,24,8,2648,7,2648,4413,1,48
24049,24,8,2686,7,2686,4476,1,49
24050,24,8,2723,7,2723,4539,1,50
24051,24,8,2837,7,2837,4728,1,51
24052,24,8,2876,7,2876,4794,1,52
24053,24,8,2916,7,2916,4860,1,53
24054,24,8,2955,7,2955,4925,1,54
24055,24,8,2995,7,2995,4991,1,55
24056,24,8,3118,7,3118,5196,1,56
24057,24,8,3158,7,3158,5264,1,57
24058,24,8,3200,7,3200,5332,1,58
24059,24,8,3240,7,3240,5400,1,59
24060,24,8,3281,7,3281,5469,1,60
24061,24,8,3413,7,3413,5689,1,61
24062,24,8,3455,7,3455,5759,1,62
24063,24,8,3498,7,3498,5830,1,63
24064,24,8,3540,7,3540,5901,1,64
24065,24,8,3583,7,3583,5971,1,65
24066,24,8,3724,7,3724,6206,1,66
24067,24,8,3768,7,3768,6280,1,67
24068,24,8,3812,7,3812,6353,1,68
24069,24,8,3856,7,3856,6426,1,69
24070,24,8,3900,7,3900,6500,1,70
24071,24,8,4050,7,4050,6750,1,71
24072,24,8,4095,7,4095,6825,1,72
24073,24,8,4141,7,4141,6901,1,73
24074,24,8,4187,7,4187,6977,1,74
24075,24,8,4232,7,4232,7053,1,75
24076,24,8,4391,7,4391,7318,1,76
24077,24,8,4438,7,4438,7396,1,77
24078,24,8,4485,7,4485,7475,1,78
24079,24,8,4532,7,4532,7553,1,79
24080,24,8,4579,7,4579,7631,1,80
24081,24,8,4747,7,4747,7912,1,81
24082,24,8,4796,7,4796,7993,1,82
24083,24,8,4844,7,4844,8074,1,83
24084,24,8,4892,7,4892,8154,1,84
24085,24,8,4941,7,4941,8235,1,85
24086,24,8,5119,7,5119,8531,1,86
24087,24,8,5168,7,5168,8614,1,87
24088,24,8,5219,7,5219,8698,1,88
24089,24,8,5269,7,5269,8781,1,89
24090,24,8,5318,7,5318,8864,1,90
24091,24,8,5505,7,5505,9175,1,91
24092,24,8,5557,7,5557,9261,1,92
24093,24,8,5608,7,5608,9347,1,93
24094,24,8,5660,7,5660,9433,1,94
24095,24,8,5711,7,5711,9519,1,95
24096,24,8,5907,7,5907,9845,1,96
24097,24,8,5960,7,5960,9933,1,97
24098,24,8,6013,7,6013,10022,1,98
24099,24,8,6066,7,6066,10110,1,99
24100,24,8,6119,7,6119,10198,1,100
25001,25,8,1%,7,1%,100,22,1
25002,25,8,1.02%,7,1.02%,102,22,2
25003,25,8,1.04%,7,1.04%,104,22,3
25004,25,8,1.06%,7,1.06%,106,22,4
25005,25,8,1.08%,7,1.08%,108,22,5
25006,25,8,1.1%,7,1.1%,110,22,6
25007,25,8,1.12%,7,1.12%,112,22,7
25008,25,8,1.14%,7,1.14%,114,22,8
25009,25,8,1.16%,7,1.16%,116,22,9
25010,25,8,1.18%,7,1.18%,118,22,10
25011,25,8,1.2%,7,1.2%,120,22,11
25012,25,8,1.22%,7,1.22%,122,22,12
25013,25,8,1.24%,7,1.24%,124,22,13
25014,25,8,1.26%,7,1.26%,126,22,14
25015,25,8,1.28%,7,1.28%,128,22,15
25016,25,8,1.3%,7,1.3%,130,22,16
25017,25,8,1.32%,7,1.32%,132,22,17
25018,25,8,1.34%,7,1.34%,134,22,18
25019,25,8,1.36%,7,1.36%,136,22,19
25020,25,8,1.38%,7,1.38%,138,22,20
25021,25,8,1.4%,7,1.4%,140,22,21
25022,25,8,1.42%,7,1.42%,142,22,22
25023,25,8,1.44%,7,1.44%,144,22,23
25024,25,8,1.46%,7,1.46%,146,22,24
25025,25,8,1.48%,7,1.48%,148,22,25
25026,25,8,1.5%,7,1.5%,150,22,26
25027,25,8,1.52%,7,1.52%,152,22,27
25028,25,8,1.54%,7,1.54%,154,22,28
25029,25,8,1.56%,7,1.56%,156,22,29
25030,25,8,1.58%,7,1.58%,158,22,30
25031,25,8,1.6%,7,1.6%,160,22,31
25032,25,8,1.62%,7,1.62%,162,22,32
25033,25,8,1.64%,7,1.64%,164,22,33
25034,25,8,1.66%,7,1.66%,166,22,34
25035,25,8,1.68%,7,1.68%,168,22,35
25036,25,8,1.7%,7,1.7%,170,22,36
25037,25,8,1.72%,7,1.72%,172,22,37
25038,25,8,1.74%,7,1.74%,174,22,38
25039,25,8,1.76%,7,1.76%,176,22,39
25040,25,8,1.78%,7,1.78%,178,22,40
25041,25,8,1.8%,7,1.8%,180,22,41
25042,25,8,1.82%,7,1.82%,182,22,42
25043,25,8,1.84%,7,1.84%,184,22,43
25044,25,8,1.86%,7,1.86%,186,22,44
25045,25,8,1.88%,7,1.88%,188,22,45
25046,25,8,1.9%,7,1.9%,190,22,46
25047,25,8,1.92%,7,1.92%,192,22,47
25048,25,8,1.94%,7,1.94%,194,22,48
25049,25,8,1.96%,7,1.96%,196,22,49
25050,25,8,1.98%,7,1.98%,198,22,50
25051,25,8,2%,7,2%,200,22,51
25052,25,8,2.02%,7,2.02%,202,22,52
25053,25,8,2.04%,7,2.04%,204,22,53
25054,25,8,2.06%,7,2.06%,206,22,54
25055,25,8,2.08%,7,2.08%,208,22,55
25056,25,8,2.1%,7,2.1%,210,22,56
25057,25,8,2.12%,7,2.12%,212,22,57
25058,25,8,2.14%,7,2.14%,214,22,58
25059,25,8,2.16%,7,2.16%,216,22,59
25060,25,8,2.18%,7,2.18%,218,22,60
25061,25,8,2.2%,7,2.2%,220,22,61
25062,25,8,2.22%,7,2.22%,222,22,62
25063,25,8,2.24%,7,2.24%,224,22,63
25064,25,8,2.26%,7,2.26%,226,22,64
25065,25,8,2.28%,7,2.28%,228,22,65
25066,25,8,2.3%,7,2.3%,230,22,66
25067,25,8,2.32%,7,2.32%,232,22,67
25068,25,8,2.34%,7,2.34%,234,22,68
25069,25,8,2.36%,7,2.36%,236,22,69
25070,25,8,2.38%,7,2.38%,238,22,70
25071,25,8,2.4%,7,2.4%,240,22,71
25072,25,8,2.42%,7,2.42%,242,22,72
25073,25,8,2.44%,7,2.44%,244,22,73
25074,25,8,2.46%,7,2.46%,246,22,74
25075,25,8,2.48%,7,2.48%,248,22,75
25076,25,8,2.5%,7,2.5%,250,22,76
25077,25,8,2.52%,7,2.52%,252,22,77
25078,25,8,2.54%,7,2.54%,254,22,78
25079,25,8,2.56%,7,2.56%,256,22,79
25080,25,8,2.58%,7,2.58%,258,22,80
25081,25,8,2.6%,7,2.6%,260,22,81
25082,25,8,2.62%,7,2.62%,262,22,82
25083,25,8,2.64%,7,2.64%,264,22,83
25084,25,8,2.66%,7,2.66%,266,22,84
25085,25,8,2.68%,7,2.68%,268,22,85
25086,25,8,2.7%,7,2.7%,270,22,86
25087,25,8,2.72%,7,2.72%,272,22,87
25088,25,8,2.74%,7,2.74%,274,22,88
25089,25,8,2.76%,7,2.76%,276,22,89
25090,25,8,2.78%,7,2.78%,278,22,90
25091,25,8,2.8%,7,2.8%,280,22,91
25092,25,8,2.82%,7,2.82%,282,22,92
25093,25,8,2.84%,7,2.84%,284,22,93
25094,25,8,2.86%,7,2.86%,286,22,94
25095,25,8,2.88%,7,2.88%,288,22,95
25096,25,8,2.9%,7,2.9%,290,22,96
25097,25,8,2.92%,7,2.92%,292,22,97
25098,25,8,2.94%,7,2.94%,294,22,98
25099,25,8,2.96%,7,2.96%,296,22,99
25100,25,8,2.98%,7,2.98%,298,22,100
26001,26,,1%,1,,100,23,1
26002,26,,1.02%,1,,102,23,2
26003,26,,1.04%,1,,104,23,3
26004,26,,1.06%,1,,106,23,4
26005,26,,1.08%,1,,108,23,5
26006,26,,1.1%,1,,110,23,6
26007,26,,1.12%,1,,112,23,7
26008,26,,1.14%,1,,114,23,8
26009,26,,1.16%,1,,116,23,9
26010,26,,1.18%,1,,118,23,10
26011,26,,1.2%,1,,120,23,11
26012,26,,1.22%,1,,122,23,12
26013,26,,1.24%,1,,124,23,13
26014,26,,1.26%,1,,126,23,14
26015,26,,1.28%,1,,128,23,15
26016,26,,1.3%,1,,130,23,16
26017,26,,1.32%,1,,132,23,17
26018,26,,1.34%,1,,134,23,18
26019,26,,1.36%,1,,136,23,19
26020,26,,1.38%,1,,138,23,20
26021,26,,1.4%,1,,140,23,21
26022,26,,1.42%,1,,142,23,22
26023,26,,1.44%,1,,144,23,23
26024,26,,1.46%,1,,146,23,24
26025,26,,1.48%,1,,148,23,25
26026,26,,1.5%,1,,150,23,26
26027,26,,1.52%,1,,152,23,27
26028,26,,1.54%,1,,154,23,28
26029,26,,1.56%,1,,156,23,29
26030,26,,1.58%,1,,158,23,30
26031,26,,1.6%,1,,160,23,31
26032,26,,1.62%,1,,162,23,32
26033,26,,1.64%,1,,164,23,33
26034,26,,1.66%,1,,166,23,34
26035,26,,1.68%,1,,168,23,35
26036,26,,1.7%,1,,170,23,36
26037,26,,1.72%,1,,172,23,37
26038,26,,1.74%,1,,174,23,38
26039,26,,1.76%,1,,176,23,39
26040,26,,1.78%,1,,178,23,40
26041,26,,1.8%,1,,180,23,41
26042,26,,1.82%,1,,182,23,42
26043,26,,1.84%,1,,184,23,43
26044,26,,1.86%,1,,186,23,44
26045,26,,1.88%,1,,188,23,45
26046,26,,1.9%,1,,190,23,46
26047,26,,1.92%,1,,192,23,47
26048,26,,1.94%,1,,194,23,48
26049,26,,1.96%,1,,196,23,49
26050,26,,1.98%,1,,198,23,50
26051,26,,2%,1,,200,23,51
26052,26,,2.02%,1,,202,23,52
26053,26,,2.04%,1,,204,23,53
26054,26,,2.06%,1,,206,23,54
26055,26,,2.08%,1,,208,23,55
26056,26,,2.1%,1,,210,23,56
26057,26,,2.12%,1,,212,23,57
26058,26,,2.14%,1,,214,23,58
26059,26,,2.16%,1,,216,23,59
26060,26,,2.18%,1,,218,23,60
26061,26,,2.2%,1,,220,23,61
26062,26,,2.22%,1,,222,23,62
26063,26,,2.24%,1,,224,23,63
26064,26,,2.26%,1,,226,23,64
26065,26,,2.28%,1,,228,23,65
26066,26,,2.3%,1,,230,23,66
26067,26,,2.32%,1,,232,23,67
26068,26,,2.34%,1,,234,23,68
26069,26,,2.36%,1,,236,23,69
26070,26,,2.38%,1,,238,23,70
26071,26,,2.4%,1,,240,23,71
26072,26,,2.42%,1,,242,23,72
26073,26,,2.44%,1,,244,23,73
26074,26,,2.46%,1,,246,23,74
26075,26,,2.48%,1,,248,23,75
26076,26,,2.5%,1,,250,23,76
26077,26,,2.52%,1,,252,23,77
26078,26,,2.54%,1,,254,23,78
26079,26,,2.56%,1,,256,23,79
26080,26,,2.58%,1,,258,23,80
26081,26,,2.6%,1,,260,23,81
26082,26,,2.62%,1,,262,23,82
26083,26,,2.64%,1,,264,23,83
26084,26,,2.66%,1,,266,23,84
26085,26,,2.68%,1,,268,23,85
26086,26,,2.7%,1,,270,23,86
26087,26,,2.72%,1,,272,23,87
26088,26,,2.74%,1,,274,23,88
26089,26,,2.76%,1,,276,23,89
26090,26,,2.78%,1,,278,23,90
26091,26,,2.8%,1,,280,23,91
26092,26,,2.82%,1,,282,23,92
26093,26,,2.84%,1,,284,23,93
26094,26,,2.86%,1,,286,23,94
26095,26,,2.88%,1,,288,23,95
26096,26,,2.9%,1,,290,23,96
26097,26,,2.92%,1,,292,23,97
26098,26,,2.94%,1,,294,23,98
26099,26,,2.96%,1,,296,23,99
26100,26,,2.98%,1,,298,23,100
31001,31,,2310,8,,2310,7,1
31002,31,,2375,8,,2375,7,2
31003,31,,2439,8,,2439,7,3
31004,31,,2504,8,,2504,7,4
31005,31,,2569,8,,2569,7,5
31006,31,,2654,8,,2654,7,6
31007,31,,2722,8,,2722,7,7
31008,31,,2791,8,,2791,7,8
31009,31,,2860,8,,2860,7,9
31010,31,,2929,8,,2929,7,10
31011,31,,3038,8,,3038,7,11
31012,31,,3110,8,,3110,7,12
31013,31,,3183,8,,3183,7,13
31014,31,,3256,8,,3256,7,14
31015,31,,3329,8,,3329,7,15
31016,31,,3462,8,,3462,7,16
31017,31,,3539,8,,3539,7,17
31018,31,,3616,8,,3616,7,18
31019,31,,3693,8,,3693,7,19
31020,31,,3769,8,,3769,7,20
31021,31,,3927,8,,3927,7,21
31022,31,,4008,8,,4008,7,22
31023,31,,4089,8,,4089,7,23
31024,31,,4170,8,,4170,7,24
31025,31,,4250,8,,4250,7,25
31026,31,,4432,8,,4432,7,26
31027,31,,4517,8,,4517,7,27
31028,31,,4602,8,,4602,7,28
31029,31,,4687,8,,4687,7,29
31030,31,,4772,8,,4772,7,30
31031,31,,4978,8,,4978,7,31
31032,31,,5067,8,,5067,7,32
31033,31,,5156,8,,5156,7,33
31034,31,,5245,8,,5245,7,34
31035,31,,5334,8,,5334,7,35
31036,31,,5564,8,,5564,7,36
31037,31,,5657,8,,5657,7,37
31038,31,,5750,8,,5750,7,38
31039,31,,5843,8,,5843,7,39
31040,31,,5936,8,,5936,7,40
31041,31,,6191,8,,6191,7,41
31042,31,,6288,8,,6288,7,42
31043,31,,6385,8,,6385,7,43
31044,31,,6482,8,,6482,7,44
31045,31,,6579,8,,6579,7,45
31046,31,,6858,8,,6858,7,46
31047,31,,6959,8,,6959,7,47
31048,31,,7060,8,,7060,7,48
31049,31,,7161,8,,7161,7,49
31050,31,,7262,8,,7262,7,50
31051,31,,7565,8,,7565,7,51
31052,31,,7670,8,,7670,7,52
31053,31,,7775,8,,7775,7,53
31054,31,,7881,8,,7881,7,54
31055,31,,7986,8,,7986,7,55
31056,31,,8313,8,,8313,7,56
31057,31,,8422,8,,8422,7,57
31058,31,,8531,8,,8531,7,58
31059,31,,8641,8,,8641,7,59
31060,31,,8750,8,,8750,7,60
31061,31,,9101,8,,9101,7,61
31062,31,,9215,8,,9215,7,62
31063,31,,9328,8,,9328,7,63
31064,31,,9441,8,,9441,7,64
31065,31,,9554,8,,9554,7,65
31066,31,,9930,8,,9930,7,66
31067,31,,10047,8,,10047,7,67
31068,31,,10165,8,,10165,7,68
31069,31,,10282,8,,10282,7,69
31070,31,,10399,8,,10399,7,70
31071,31,,10799,8,,10799,7,71
31072,31,,10921,8,,10921,7,72
31073,31,,11042,8,,11042,7,73
31074,31,,11163,8,,11163,7,74
31075,31,,11284,8,,11284,7,75
31076,31,,11709,8,,11709,7,76
31077,31,,11834,8,,11834,7,77
31078,31,,11959,8,,11959,7,78
31079,31,,12085,8,,12085,7,79
31080,31,,12210,8,,12210,7,80
31081,31,,12659,8,,12659,7,81
31082,31,,12788,8,,12788,7,82
31083,31,,12918,8,,12918,7,83
31084,31,,13047,8,,13047,7,84
31085,31,,13176,8,,13176,7,85
31086,31,,13649,8,,13649,7,86
31087,31,,13783,8,,13783,7,87
31088,31,,13916,8,,13916,7,88
31089,31,,14049,8,,14049,7,89
31090,31,,14183,8,,14183,7,90
31091,31,,14680,8,,14680,7,91
31092,31,,14817,8,,14817,7,92
31093,31,,14955,8,,14955,7,93
31094,31,,15092,8,,15092,7,94
31095,31,,15230,8,,15230,7,95
31096,31,,15751,8,,15751,7,96
31097,31,,15893,8,,15893,7,97
31098,31,,16034,8,,16034,7,98
31099,31,,16176,8,,16176,7,99
31100,31,,16317,8,,16317,7,100
32001,32,,,,,11550,1,1
32002,32,,,,,11873,1,2
32003,32,,,,,12197,1,3
32004,32,,,,,12520,1,4
32005,32,,,,,12844,1,5
32006,32,,,,,13268,1,6
32007,32,,,,,13612,1,7
32008,32,,,,,13955,1,8
32009,32,,,,,14299,1,9
32010,32,,,,,14643,1,10
32011,32,,,,,15188,1,11
32012,32,,,,,15552,1,12
32013,32,,,,,15916,1,13
32014,32,,,,,16280,1,14
32015,32,,,,,16644,1,15
32016,32,,,,,17311,1,16
32017,32,,,,,17695,1,17
32018,32,,,,,18079,1,18
32019,32,,,,,18463,1,19
32020,32,,,,,18847,1,20
32021,32,,,,,19635,1,21
32022,32,,,,,20039,1,22
32023,32,,,,,20444,1,23
32024,32,,,,,20848,1,24
32025,32,,,,,21252,1,25
32026,32,,,,,22162,1,26
32027,32,,,,,22586,1,27
32028,32,,,,,23010,1,28
32029,32,,,,,23435,1,29
32030,32,,,,,23859,1,30
32031,32,,,,,24890,1,31
32032,32,,,,,25335,1,32
32033,32,,,,,25780,1,33
32034,32,,,,,26224,1,34
32035,32,,,,,26669,1,35
32036,32,,,,,27821,1,36
32037,32,,,,,28286,1,37
32038,32,,,,,28751,1,38
32039,32,,,,,29216,1,39
32040,32,,,,,29681,1,40
32041,32,,,,,30954,1,41
32042,32,,,,,31439,1,42
32043,32,,,,,31924,1,43
32044,32,,,,,32409,1,44
32045,32,,,,,32894,1,45
32046,32,,,,,34289,1,46
32047,32,,,,,34794,1,47
32048,32,,,,,35300,1,48
32049,32,,,,,35805,1,49
32050,32,,,,,36310,1,50
32051,32,,,,,37826,1,51
32052,32,,,,,38352,1,52
32053,32,,,,,38877,1,53
32054,32,,,,,39403,1,54
32055,32,,,,,39928,1,55
32056,32,,,,,41566,1,56
32057,32,,,,,42111,1,57
32058,32,,,,,42657,1,58
32059,32,,,,,43203,1,59
32060,32,,,,,43749,1,60
32061,32,,,,,45507,1,61
32062,32,,,,,46073,1,62
32063,32,,,,,46639,1,63
32064,32,,,,,47205,1,64
32065,32,,,,,47771,1,65
32066,32,,,,,49651,1,66
32067,32,,,,,50237,1,67
32068,32,,,,,50823,1,68
32069,32,,,,,51409,1,69
32070,32,,,,,51995,1,70
32071,32,,,,,53996,1,71
32072,32,,,,,54603,1,72
32073,32,,,,,55209,1,73
32074,32,,,,,55815,1,74
32075,32,,,,,56422,1,75
32076,32,,,,,58544,1,76
32077,32,,,,,59171,1,77
32078,32,,,,,59797,1,78
32079,32,,,,,60424,1,79
32080,32,,,,,61050,1,80
32081,32,,,,,63294,1,81
32082,32,,,,,63941,1,82
32083,32,,,,,64588,1,83
32084,32,,,,,65234,1,84
32085,32,,,,,65881,1,85
32086,32,,,,,68246,1,86
32087,32,,,,,68913,1,87
32088,32,,,,,69580,1,88
32089,32,,,,,70247,1,89
32090,32,,,,,70914,1,90
32091,32,,,,,73400,1,91
32092,32,,,,,74087,1,92
32093,32,,,,,74775,1,93
32094,32,,,,,75462,1,94
32095,32,,,,,76149,1,95
32096,32,,,,,78757,1,96
32097,32,,,,,79464,1,97
32098,32,,,,,80171,1,98
32099,32,,,,,80879,1,99
32100,32,,,,,81586,1,100
33001,33,10,1618,9,1618,5775,1,1
33002,33,10,1663,9,1663,5937,1,2
33003,33,10,1708,9,1708,6099,1,3
33004,33,10,1753,9,1753,6260,1,4
33005,33,10,1799,9,1799,6422,1,5
33006,33,10,1858,9,1858,6634,1,6
33007,33,10,1906,9,1906,6806,1,7
33008,33,10,1954,9,1954,6978,1,8
33009,33,10,2002,9,2002,7150,1,9
33010,33,10,2051,9,2051,7322,1,10
33011,33,10,2127,9,2127,7594,1,11
33012,33,10,2178,9,2178,7776,1,12
33013,33,10,2229,9,2229,7958,1,13
33014,33,10,2280,9,2280,8140,1,14
33015,33,10,2331,9,2331,8322,1,15
33016,33,10,2424,9,2424,8656,1,16
33017,33,10,2478,9,2478,8848,1,17
33018,33,10,2532,9,2532,9040,1,18
33019,33,10,2586,9,2586,9232,1,19
33020,33,10,2639,9,2639,9424,1,20
33021,33,10,2750,9,2750,9818,1,21
33022,33,10,2806,9,2806,10020,1,22
33023,33,10,2863,9,2863,10222,1,23
33024,33,10,2920,9,2920,10424,1,24
33025,33,10,2976,9,2976,10626,1,25
33026,33,10,3104,9,3104,11081,1,26
33027,33,10,3163,9,3163,11293,1,27
33028,33,10,3222,9,3222,11505,1,28
33029,33,10,3282,9,3282,11718,1,29
33030,33,10,3341,9,3341,11930,1,30
33031,33,10,3486,9,3486,12445,1,31
33032,33,10,3548,9,3548,12668,1,32
33033,33,10,3610,9,3610,12890,1,33
33034,33,10,3673,9,3673,13112,1,34
33035,33,10,3735,9,3735,13335,1,35
33036,33,10,3896,9,3896,13911,1,36
33037,33,10,3961,9,3961,14143,1,37
33038,33,10,4026,9,4026,14376,1,38
33039,33,10,4091,9,4091,14608,1,39
33040,33,10,4157,9,4157,14841,1,40
33041,33,10,4335,9,4335,15477,1,41
33042,33,10,4403,9,4403,15720,1,42
33043,33,10,4471,9,4471,15962,1,43
33044,33,10,4539,9,4539,16205,1,44
33045,33,10,4607,9,4607,16447,1,45
33046,33,10,4802,9,4802,17145,1,46
33047,33,10,4873,9,4873,17397,1,47
33048,33,10,4943,9,4943,17650,1,48
33049,33,10,5014,9,5014,17903,1,49
33050,33,10,5085,9,5085,18155,1,50
33051,33,10,5297,9,5297,18913,1,51
33052,33,10,5371,9,5371,19176,1,52
33053,33,10,5445,9,5445,19439,1,53
33054,33,10,5518,9,5518,19702,1,54
33055,33,10,5592,9,5592,19964,1,55
33056,33,10,5821,9,5821,20783,1,56
33057,33,10,5897,9,5897,21056,1,57
33058,33,10,5974,9,5974,21329,1,58
33059,33,10,6050,9,6050,21602,1,59
33060,33,10,6127,9,6127,21875,1,60
33061,33,10,6373,9,6373,22754,1,61
33062,33,10,6452,9,6452,23037,1,62
33063,33,10,6531,9,6531,23320,1,63
33064,33,10,6611,9,6611,23603,1,64
33065,33,10,6690,9,6690,23886,1,65
33066,33,10,6953,9,6953,24826,1,66
33067,33,10,7035,9,7035,25119,1,67
33068,33,10,7117,9,7117,25412,1,68
33069,33,10,7199,9,7199,25705,1,69
33070,33,10,7282,9,7282,25998,1,70
33071,33,10,7562,9,7562,26998,1,71
33072,33,10,7647,9,7647,27302,1,72
33073,33,10,7732,9,7732,27605,1,73
33074,33,10,7817,9,7817,27908,1,74
33075,33,10,7901,9,7901,28211,1,75
33076,33,10,8199,9,8199,29272,1,76
33077,33,10,8286,9,8286,29586,1,77
33078,33,10,8374,9,8374,29899,1,78
33079,33,10,8462,9,8462,30212,1,79
33080,33,10,8550,9,8550,30525,1,80
33081,33,10,8864,9,8864,31647,1,81
33082,33,10,8954,9,8954,31971,1,82
33083,33,10,9045,9,9045,32294,1,83
33084,33,10,9136,9,9136,32617,1,84
33085,33,10,9226,9,9226,32941,1,85
33086,33,10,9557,9,9557,34123,1,86
33087,33,10,9651,9,9651,34457,1,87
33088,33,10,9744,9,9744,34790,1,88
33089,33,10,9838,9,9838,35124,1,89
33090,33,10,9931,9,9931,35457,1,90
33091,33,10,10279,9,10279,36700,1,91
33092,33,10,10375,9,10375,37044,1,92
33093,33,10,10472,9,10472,37388,1,93
33094,33,10,10568,9,10568,37731,1,94
33095,33,10,10664,9,10664,38075,1,95
33096,33,10,11029,9,11029,39379,1,96
33097,33,10,11128,9,11128,39732,1,97
33098,33,10,11227,9,11227,40086,1,98
33099,33,10,11327,9,11327,40440,1,99
33100,33,10,11426,9,11426,40793,1,100
34001,34,8,1733,7,1733,2888,1,1
34002,34,8,1781,7,1781,2968,1,2
34003,34,8,1829,7,1829,3049,1,3
34004,34,8,1878,7,1878,3130,1,4
34005,34,8,1927,7,1927,3211,1,5
34006,34,8,1991,7,1991,3317,1,6
34007,34,8,2042,7,2042,3403,1,7
34008,34,8,2093,7,2093,3489,1,8
